RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,01928,Corey Pavin,10,2,2,2
2,0,01049,Ian Baker-Finch,9,1,3,1
2,0,01226,Fred Couples,9,2,4
2,0,01527,Scott Hoch,9,1,1
2,0,01968,Nick Price,9,2
6,0,01219,John Cook,8,1,2
6,0,01706,Davis Love III,8,1,1,1
6,0,01926,Steve Pate,8,1,1,3
9,0,01072,Chip Beck,7,1,2
9,0,01690,Bruce Lietzke,7,1,1
9,0,01701,Bob Lohr,7,2,1
9,0,01723,Andrew Magee,7,2
9,0,01797,Rocco Mediate,7,1
9,0,02104,Jeff Sluman,7,2
9,0,02133,Craig Stadler,7,1,1,1
9,0,02242,Lanny Wadkins,7,1,1,2
17,0,01042,Paul Azinger,6,1,2,2
17,0,01098,Jay Don Blake,6,1
17,0,01161,Mark Calcavecchia,6,1
17,0,01203,Russ Cochran,6,1,2,1
17,0,01385,Jim Gallagher Jr.,6,1,3
17,0,01510,Nolan Henke,6,1,1
17,0,01559,Hale Irwin,6,1,2
17,0,01876,Greg Norman,6,1
17,0,02256,Tom Watson,6,1,1
26,0,01129,Bill Britton,5,2
26,0,01132,Mark Brooks,5,2
26,0,01306,David Edwards,5,2
26,0,01355,Raymond Floyd,5,1
26,0,01381,Fred Funk,5
26,0,01444,Ken Green,5,1
26,0,01549,Mike Hulbert,5,1,1
26,0,01553,John Huston,5,1
26,0,01639,Kenny Knox,5,1
26,0,01887,Mark O'Meara,5,1,1
26,0,02049,Gene Sauers,5,1,1
26,0,02067,Ted Schulz,5,1,1
26,0,02170,Hal Sutton,5,1
26,0,02223,Bob Tway,5,1
26,0,02267,D.A. Weibring,5,1,1
41,0,01024,Billy Andrade,4,2
41,0,01235,Ben Crenshaw,4,2
41,0,01249,John Daly,4,1,2
41,0,01313,Steve Elkington,4,1
41,0,01323,Brad Fabel,4
41,0,01329,Brad Faxon,4,1,1
41,0,01414,Bob Gilder,4
41,0,01599,Steve Jones,4,1
41,0,01633,Tom Kite,4,1,1,1
41,0,01771,Blaine McCallister,4,1,1
41,0,01823,Larry Mize,4
41,0,01938,David Peoples,4,1,1
41,0,01975,Tom Purtzer,4,2,1
41,0,02010,Loren Roberts,4
55,0,01060,Dave Barr,3
55,0,01068,Andy Bean,3,1
55,0,01096,Phil Blackmar,3,1
55,0,01196,Brian Claar,3,1,1
55,0,01331,Rick Fehr,3,2
55,0,01388,Robert Gamez,3,2
55,0,01435,Wayne Grady,3
55,0,01457,Jay Haas,3,1
55,0,01468,Gary Hallberg,3,1
55,0,06284,Jim Hallet,3,1
55,0,06332,Neal Lancaster,3
55,0,01682,Wayne Levi,3,1
55,0,01846,Jodie Mudd,3
