RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,24357,K.J. Choi,14' 11",193.500,13,+1
2,0,08075,Jerry Kelly,16' 1",257.333,16,-1
3,0,20229,Stewart Cink,17' 4",329.000,19,-1
3,0,27770,Camilo Villegas,17' 4",382.000,22,+6
5,0,27556,Ted Potter Jr.,17' 6",384.333,22,E
6,0,06527,Steve Stricker,18' 2",290.417,16,-2
7,0,26287,Roland Thatcher,18' 4",275.500,15,+1
8,0,22913,John Rollins,19' 0",570.250,30,-1
9,0,06251,Chris DiMarco,19' 5",699.250,36,+7
10,0,27974,Sung Kang,19' 6",584.250,30,+16
10,0,23325,Vaughn Taylor,19' 6",447.750,23,+9
12,0,29479,Scott Brown,19' 7",351.917,18,+5
13,0,02206,David Toms,19' 8",511.667,26,E
14,0,26851,Marc Leishman,19' 10",893.917,45,-2
15,0,22405,Justin Rose,19' 11",418.333,21,-1
16,0,19846,Brian Gay,20' 1",442.583,22,+2
16,0,23548,Bill Lunde,20' 1",621.833,31,+1
18,0,20766,Padraig Harrington,20' 2",342.833,17,+1
19,0,30926,Chris Kirk,20' 3",566.500,28,+7
19,0,10860,Justin Leonard,20' 3",546.000,27,+3
19,0,01941,Tom Pernice Jr.,20' 3",384.000,19,+5
22,0,29478,Kevin Kisner,20' 4",528.167,26,+7
23,0,26331,Charl Schwartzel,20' 7",329.333,16,+2
24,0,29910,Blake Adams,20' 10",811.833,39,E
24,0,23903,Stephen Gangluff,20' 10",333.333,16,+6
24,0,27330,Josh Teater,20' 10",874.667,42,+9
27,0,25834,Daniel Summerhays,21' 0",462.333,22,+1
28,0,28307,Matt Every,21' 1",422.000,20,-1
28,0,25240,D.A. Points,21' 1",464.417,22,+1
30,0,27644,Brian Harman,21' 2",846.500,40,+7
31,0,10809,Jim Furyk,21' 4",405.500,19,-1
31,0,01797,Rocco Mediate,21' 4",554.167,26,+5
33,0,31558,J.J. Killeen,21' 6",1053.333,49,+4
34,0,20848,Ángel Cabrera,21' 7",540.500,25,+1
34,0,27797,Derek Lamely,21' 7",712.083,33,+11
36,0,23638,Brendon de Jonge,21' 8",499.167,23,E
37,0,32334,Charlie Beljan,21' 9",696.583,32,+1
38,0,34021,Bud Cauley,21' 11",986.917,45,+12
38,0,26329,Louis Oosthuizen,21' 11",437.917,20,+5
40,0,23800,Bryce Molder,22' 1",573.083,26,+3
41,0,24494,Erik Compton,22' 3",689.083,31,+3
42,0,35139,Richard Lee,22' 4",513.500,23,+11
42,0,28475,Jeff Overton,22' 4",1184.833,53,+3
42,0,10213,Dicky Pride,22' 4",379.667,17,+5
42,0,21528,Henrik Stenson,22' 4",491.500,22,+3
42,0,33419,Cameron Tringale,22' 4",492.167,22,+8
47,0,27302,Garth Mulroy,22' 5",537.833,24,+4
47,0,22582,Kyle Thompson,22' 5",335.917,15,+2
49,0,21961,Charles Howell III,22' 6",742.000,33,-3
49,0,31202,William McGirt,22' 6",877.417,39,+1
51,0,23621,Rory Sabbatini,22' 7",723.167,32,+6
52,0,21805,Harrison Frazar,22' 8",884.000,39,+3
53,0,26300,Matt Jones,22' 9",341.333,15,-1
54,0,23983,Luke Donald,22' 10",319.667,14,-2
55,0,06522,Ernie Els,23' 0",552.917,24,+3
56,0,28089,Jason Day,23' 1",461.333,20,-2
56,0,12716,Charley Hoffman,23' 1",852.917,37,+15
58,0,23718,Nathan Green,23' 4",630.667,27,+6
58,0,22046,Geoff Ogilvy,23' 4",676.833,29,+5
58,0,27649,Brandt Snedeker,23' 4",420.667,18,+8
61,0,24924,Bill Haas,23' 5",538.500,23,-1
61,0,30925,Dustin Johnson,23' 5",726.417,31,+3
