RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,23353,J.J. Henry,11.06,1062,96
2,0,02106,Chris Smith,10.99,1011,92
3,0,07941,Mike Grob,10.98,889,81
4,0,02101,Joey Sindelar,10.92,994,91
5,0,23177,Kenneth Staton,10.91,622,57
6,0,06515,Shaun Micheel,10.84,1019,94
7,0,06621,Joe Durant,10.82,1039,96
7,0,10565,Ian Leggatt,10.82,736,68
9,0,12510,Chad Campbell,10.77,1099,102
10,0,20498,Briny Baird,10.75,1172,109
11,0,12662,Thomas Levet,10.73,891,83
12,0,01307,Joel Edwards,10.72,643,60
12,0,08339,Spike McRoy,10.72,1083,101
14,0,02223,Bob Tway,10.69,909,85
15,0,01677,Tom Lehman,10.67,875,82
16,0,08725,Tom Gillis,10.66,725,68
17,0,20574,Mathew Goggin,10.65,916,86
18,0,20157,Retief Goosen,10.59,678,64
19,0,01361,Dan Forsman,10.58,1037,98
19,0,21209,Sergio Garcia,10.58,603,57
21,0,12660,Jesper Parnevik,10.57,1057,100
22,0,01569,Peter Jacobsen,10.56,792,75
22,0,02246,Duffy Waldorf,10.56,908,86
24,0,12823,Carlos Franco,10.55,1023,97
24,0,21805,Harrison Frazar,10.55,897,85
26,0,01042,Paul Azinger,10.53,769,73
26,0,02170,Hal Sutton,10.53,853,81
28,0,20634,Peter Lonard,10.51,946,90
29,0,06522,Ernie Els,10.50,630,60
29,0,20566,Kaname Yokoo,10.50,567,54
31,0,12388,Michael Clark II,10.48,566,54
31,0,08545,Glen Hnatiuk,10.48,933,89
33,0,08123,Jeff Brehaut,10.47,1120,107
33,0,10809,Jim Furyk,10.47,1057,101
33,0,12755,Vance Veazey,10.47,691,66
36,0,02049,Gene Sauers,10.45,888,85
37,0,20548,Hidemichi Tanaka,10.42,1167,112
38,0,21961,Charles Howell III,10.41,1197,115
38,0,01577,Lee Janzen,10.41,833,80
40,0,22293,Heath Slocum,10.40,1019,98
41,0,01381,Fred Funk,10.39,1132,109
42,0,20094,Jonathan Kaye,10.38,913,88
42,0,20645,John Senden,10.38,1111,107
44,0,06581,David Sutherland,10.36,756,73
45,0,07721,Pat Bates,10.35,1118,108
45,0,06034,Marco Dawson,10.35,869,84
47,0,07223,Brian Bateman,10.34,693,67
47,0,24356,Jason Buha,10.34,600,58
47,0,01320,Bob Estes,10.34,941,91
47,0,08337,Mike Heinen,10.34,910,88
51,0,22621,Ben Curtis,10.33,713,69
51,0,23125,Brad Elder,10.33,506,49
51,0,08375,Paul Stankowski,10.33,692,67
54,0,01945,Kenny Perry,10.32,1001,97
55,0,21633,Steve Allan,10.31,505,49
55,0,06809,Bob Burns,10.31,866,84
55,0,02104,Jeff Sluman,10.31,1072,104
58,0,01475,Donnie Hammond,10.30,948,92
59,0,06475,Jeff Klein,10.29,597,58
60,0,01797,Rocco Mediate,10.28,802,78
61,0,21739,Aaron Barber,10.27,965,94
61,0,12705,Cliff Kresge,10.27,1027,100
63,0,23983,Luke Donald,10.26,903,88
64,0,24357,K.J. Choi,10.25,1087,106
64,0,08537,J.P. Hayes,10.25,810,79
64,0,02002,John Riegger,10.25,533,52
67,0,01098,Jay Don Blake,10.24,768,75
67,0,26420,Richard Johnson,10.24,911,89
67,0,06595,Kevin Sutherland,10.24,963,94
67,0,06078,Esteban Toledo,10.24,1085,106
71,0,01685,J.L. Lewis,10.21,990,97
71,0,10425,Jay Williamson,10.21,939,92
73,0,01035,Tommy Armour III,10.20,653,64
73,0,01139,Olin Browne,10.20,1122,110
73,0,21878,Mark Wilson,10.20,816,80
76,0,23614,Rich Beem,10.19,785,77
76,0,01938,David Peoples,10.19,978,96
76,0,10213,Dicky Pride,10.19,744,73
76,0,02214,Kirk Triplett,10.19,917,90
80,0,06575,Dudley Hart,10.18,672,66
80,0,06573,Brandt Jobe,10.18,784,77
80,0,01766,Billy Mayfair,10.18,1069,105
83,0,20623,Gavin Coles,10.17,671,66
83,0,06332,Neal Lancaster,10.17,1088,107
85,0,19824,Craig Barlow,10.16,945,93
85,0,01723,Andrew Magee,10.16,904,89
87,0,20663,Brenden Pappas,10.15,1045,103
88,0,10885,Robert Allenby,10.14,811,80
88,0,01666,Bernhard Langer,10.14,649,64
88,0,01761,Len Mattiace,10.14,943,93
88,0,02206,David Toms,10.14,821,81
92,0,20029,Notah Begay III,10.13,912,90
92,0,01706,Davis Love III,10.13,800,79
94,0,20472,Alex Cejka,10.12,921,91
94,0,23135,Tim Clark,10.12,789,78
94,0,08931,Glen Day,10.12,1022,101
94,0,12680,Shigeki Maruyama,10.12,860,85
98,0,19825,Darren Clarke,10.11,546,54
