RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,27141,J.B. Holmes,.866,59.731,69
2,0,06567,Vijay Singh,.819,51.571,63
3,0,26289,Boo Weekley,.715,45.744,64
4,0,23349,Charles Warren,.683,50.534,74
5,0,28780,Nicholas Thompson,.611,58.634,96
6,0,26695,Michael Letzig,.599,44.292,74
7,0,06621,Joe Durant,.582,45.977,79
8,0,24358,Robert Garrigus,.577,49.587,86
9,0,29718,Anthony Kim,.549,35.694,65
10,0,25804,Bubba Watson,.538,43.053,80
11,0,10885,Robert Allenby,.534,45.947,86
12,0,27095,Nick Watney,.531,44.616,84
13,0,27214,Kevin Streelman,.517,50.160,97
14,0,01945,Kenny Perry,.514,47.244,92
15,0,20574,Mathew Goggin,.509,41.708,82
16,0,21209,Sergio Garcia,.503,28.193,56
17,0,22892,Jason Gore,.482,40.943,85
18,0,24502,Adam Scott,.475,16.611,35
19,0,12716,Charley Hoffman,.464,39.911,86
20,0,28158,Steve Marino,.461,47.901,104
21,0,21805,Harrison Frazar,.454,28.146,62
22,0,01706,Davis Love III,.448,29.116,65
22,0,24140,Sean O'Hair,.448,30.493,68
24,0,22913,John Rollins,.440,34.760,79
25,0,30925,Dustin Johnson,.435,35.249,81
26,0,25900,Lucas Glover,.410,33.993,83
26,0,27933,John Merrick,.410,31.585,77
28,0,01810,Phil Mickelson,.402,23.712,59
29,0,01553,John Huston,.394,19.290,49
30,0,20645,John Senden,.385,31.529,82
31,0,22621,Ben Curtis,.377,23.778,63
32,0,23788,D.J. Trahan,.374,29.136,78
33,0,25364,Paul Casey,.372,13.399,36
34,0,24781,Hunter Mahan,.360,25.890,72
35,0,23621,Rory Sabbatini,.358,22.578,63
36,0,02002,John Riegger,.351,22.478,64
37,0,01226,Fred Couples,.347,17.690,51
38,0,22046,Geoff Ogilvy,.328,16.056,49
39,0,24361,Pat Perez,.318,25.120,79
40,0,01142,Bart Bryant,.316,21.159,67
41,0,01766,Billy Mayfair,.308,29.277,95
42,0,22293,Heath Slocum,.306,26.278,86
43,0,20572,Rod Pampling,.300,20.433,68
44,0,07867,Woody Austin,.299,26.325,88
45,0,01313,Steve Elkington,.297,21.674,73
46,0,23614,Rich Beem,.296,23.375,79
46,0,27770,Camilo Villegas,.296,18.644,63
48,0,20378,Mathias Grönberg,.293,23.161,79
48,0,26679,Kevin Stadler,.293,21.379,73
50,0,06197,Michael Allen,.286,22.336,78
51,0,28089,Jason Day,.285,21.951,77
52,0,20766,Padraig Harrington,.279,8.916,32
53,0,02239,Scott Verplank,.266,17.266,65
54,0,10860,Justin Leonard,.265,19.379,73
55,0,10809,Jim Furyk,.260,19.532,75
55,0,20105,Jeff Gove,.260,11.445,44
57,0,01161,Mark Calcavecchia,.247,13.315,54
58,0,19803,Ryan Armour,.228,17.352,76
59,0,24924,Bill Haas,.218,19.589,90
60,0,20634,Peter Lonard,.212,16.954,80
61,0,20498,Briny Baird,.208,19.964,96
62,0,24912,Will MacKenzie,.192,10.929,57
63,0,21633,Steve Allan,.191,9.174,48
64,0,23623,Bo Van Pelt,.187,17.371,93
65,0,21949,Joe Ogilvie,.186,16.179,87
66,0,01473,Todd Hamilton,.182,13.473,74
67,0,28475,Jeff Overton,.178,16.194,91
68,0,27120,Troy Matteson,.174,15.513,89
69,0,23541,Ben Crane,.171,12.805,75
70,0,27936,Martin Laird,.165,13.990,85
71,0,24024,Zach Johnson,.161,11.415,71
72,0,27561,Nick Flanagan,.152,12.163,80
73,0,21753,Brian Davis,.147,14.992,102
74,0,30750,Tommy Gainey,.146,6.727,46
75,0,21461,Kenneth Ferrie,.145,8.705,60
76,0,01707,Steve Lowery,.142,9.510,67
76,0,10425,Jay Williamson,.142,11.381,80
78,0,06595,Kevin Sutherland,.137,12.071,88
79,0,27963,Chris Stroud,.132,8.733,66
80,0,21961,Charles Howell III,.130,11.285,87
81,0,23320,Ryan Palmer,.122,7.307,60
82,0,23353,J.J. Henry,.121,11.972,99
83,0,10875,Todd Demsey,.119,8.467,71
84,0,02206,David Toms,.113,6.329,56
85,0,23497,Tag Ridings,.106,8.548,81
86,0,12782,Tim Herron,.104,9.034,87
87,0,21959,Ted Purdy,.102,6.041,59
88,0,06522,Ernie Els,.101,3.652,36
89,0,22371,Aaron Baddeley,.096,5.788,60
89,0,01388,Robert Gamez,.096,6.793,71
91,0,01948,Tim Petrovic,.094,7.627,81
92,0,01724,Jeff Maggert,.092,7.237,79
93,0,24925,Jonathan Byrd,.089,6.823,77
94,0,01139,Olin Browne,.081,5.653,70
95,0,27060,John Mallinger,.075,6.263,84
96,0,26596,Ryan Moore,.074,4.649,63
97,0,12510,Chad Campbell,.068,5.774,85
98,0,20160,Charlie Wi,.066,5.764,88
99,0,06573,Brandt Jobe,.062,2.913,47
100,0,25562,Andres Romero,.061,2.986,49
101,0,21878,Mark Wilson,.050,5.249,104
102,0,20848,Ángel Cabrera,.048,1.873,39
103,0,20229,Stewart Cink,.045,2.895,64
104,0,24490,George McNeill,.038,3.438,90
105,0,08385,Omar Uresti,.037,2.352,63
106,0,01035,Tommy Armour III,.029,1.925,66
107,0,11032,Frank Lickliter II,.015,1.499,100
108,0,26476,Chez Reavie,.003,.260,90
109,0,20104,Ken Duke,-.012,-1.209,105
110,0,24357,K.J. Choi,-.017,-.949,57
111,0,20098,Stuart Appleby,-.024,-1.590,67
112,0,20472,Alex Cejka,-.041,-2.454,60
113,0,25345,Carl Pettersson,-.052,-5.015,97
113,0,10423,Mike Weir,-.052,-3.411,66
115,0,24138,Ian Poulter,-.056,-2.019,36
116,0,22378,Trevor Immelman,-.061,-3.267,54
117,0,01797,Rocco Mediate,-.063,-4.319,69
118,0,01677,Tom Lehman,-.065,-2.483,38
119,0,08845,Scott Sterling,-.072,-5.336,74
120,0,10585,Scott McCarron,-.073,-3.915,54
121,0,10733,Kent Jones,-.079,-4.318,55
122,0,23778,Brad Adamonis,-.082,-6.254,76
123,0,06004,Stephen Ames,-.085,-5.609,66
124,0,02223,Bob Tway,-.087,-4.946,57
125,0,22348,Nick O'Hern,-.102,-7.233,71
126,0,25842,Jon Mills,-.109,-8.520,78
127,0,12660,Jesper Parnevik,-.110,-8.216,75
128,0,25396,Kevin Na,-.114,-10.399,91
129,0,23325,Vaughn Taylor,-.120,-11.316,94
129,0,25349,Tim Wilkinson,-.120,-9.615,80
131,0,08537,J.P. Hayes,-.122,-7.659,63
132,0,01320,Bob Estes,-.126,-10.838,86
133,0,08075,Jerry Kelly,-.128,-9.454,74
134,0,23135,Tim Clark,-.141,-10.268,73
135,0,20850,Daniel Chopra,-.148,-10.237,69
136,0,08931,Glen Day,-.156,-8.747,56
137,0,26300,Matt Jones,-.157,-13.189,84
138,0,12652,Cameron Beckman,-.162,-12.001,74
138,0,20157,Retief Goosen,-.162,-6.818,42
140,0,24663,Y.E. Yang,-.170,-13.566,80
141,0,01941,Tom Pernice Jr.,-.175,-17.112,98
142,0,12705,Cliff Kresge,-.177,-12.917,73
143,0,24449,Parker McLachlin,-.180,-14.201,79
144,0,24227,Justin Bolli,-.181,-13.207,73
145,0,10505,Shane Bertsch,-.197,-17.768,90
146,0,23108,Matt Kuchar,-.198,-13.838,70
147,0,26951,Johnson Wagner,-.203,-13.787,68
148,0,06012,Greg Kraft,-.207,-10.344,50
149,0,19913,Ron Whittaker,-.208,-8.522,41
150,0,23125,Brad Elder,-.216,-11.688,54
150,0,25594,Travis Perkins,-.216,-8.622,40
152,0,26631,Cody Freeman,-.220,-12.096,55
153,0,22548,Patrick Sheehan,-.226,-23.694,105
154,0,21731,Freddie Jacobson,-.227,-14.528,64
155,0,07749,Brett Quigley,-.228,-16.672,73
156,0,27613,David Lutterus,-.249,-12.469,50
157,0,22582,Kyle Thompson,-.259,-14.737,57
158,0,23157,Richard Johnson,-.260,-17.654,68
159,0,22806,Doug LaBelle II,-.261,-13.314,51
160,0,26668,Marc Turnesa,-.264,-20.063,76
161,0,07457,Steve Flesch,-.269,-21.786,81
162,0,27649,Brandt Snedeker,-.280,-18.777,67
163,0,06643,Paul Goydos,-.283,-18.966,67
164,0,23540,Jason Allred,-.286,-14.307,50
165,0,20663,Brenden Pappas,-.291,-16.303,56
166,0,23409,James Driscoll,-.316,-24.022,76
167,0,06251,Chris DiMarco,-.344,-26.146,76
168,0,06527,Steve Stricker,-.345,-20.007,58
169,0,12823,Carlos Franco,-.362,-22.832,63
170,0,20433,Mark Hensby,-.373,-23.851,64
171,0,01024,Billy Andrade,-.381,-23.618,62
172,0,26420,Richard Johnson,-.392,-19.231,49
173,0,12309,Bob Sowards,-.394,-20.463,52
174,0,21350,Ryuji Imada,-.406,-27.635,68
175,0,25632,Jimmy Walker,-.411,-25.507,62
176,0,26500,Alejandro Cañizares,-.413,-16.912,41
177,0,23718,Nathan Green,-.423,-38.522,91
178,0,06575,Dudley Hart,-.456,-30.530,67
179,0,12826,Paul Claxton,-.466,-23.316,50
180,0,06034,Marco Dawson,-.478,-25.835,54
181,0,20382,Stephen Leaney,-.484,-21.775,45
182,0,10649,Tom Scherrer,-.485,-21.355,44
183,0,07547,Craig Kanada,-.497,-27.347,55
184,0,20623,Gavin Coles,-.510,-22.445,44
185,0,19846,Brian Gay,-.529,-45.520,86
186,0,20443,Jin Park,-.533,-37.341,70
187,0,01577,Lee Janzen,-.591,-44.329,75
188,0,20127,Chris Riley,-.671,-26.841,40
189,0,23797,Brett Rumford,-.718,-43.828,61
190,0,12680,Shigeki Maruyama,-.740,-31.082,42
191,0,06090,Jim McGovern,-.759,-47.805,63
192,0,12602,Dean Wilson,-.760,-70.680,93
193,0,23048,Eric Axley,-.785,-76.975,98
