RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
41,0,24781,Hunter Mahan,.341,24.544,72
42,0,20663,Brenden Pappas,.335,18.760,56
43,0,22621,Ben Curtis,.321,20.228,63
44,0,27060,John Mallinger,.312,26.193,84
45,0,01473,Todd Hamilton,.309,22.876,74
46,0,20382,Stephen Leaney,.304,13.689,45
47,0,06004,Stephen Ames,.303,19.978,66
47,0,23325,Vaughn Taylor,.303,28.520,94
49,0,23125,Brad Elder,.267,14.414,54
50,0,01941,Tom Pernice Jr.,.248,24.347,98
51,0,12823,Carlos Franco,.230,14.478,63
52,0,20623,Gavin Coles,.217,9.553,44
53,0,23409,James Driscoll,.215,16.318,76
54,0,28089,Jason Day,.214,16.500,77
54,0,12680,Shigeki Maruyama,.214,8.979,42
54,0,01810,Phil Mickelson,.214,12.640,59
57,0,20127,Chris Riley,.213,8.503,40
58,0,26596,Ryan Moore,.210,13.208,63
59,0,24361,Pat Perez,.208,16.405,79
60,0,01553,John Huston,.189,9.280,49
60,0,28475,Jeff Overton,.189,17.192,91
62,0,10585,Scott McCarron,.177,9.539,54
63,0,23108,Matt Kuchar,.175,12.240,70
64,0,25349,Tim Wilkinson,.174,13.897,80
65,0,12510,Chad Campbell,.169,14.378,85
65,0,10423,Mike Weir,.169,11.128,66
67,0,21633,Steve Allan,.164,7.853,48
68,0,01948,Tim Petrovic,.156,12.618,81
69,0,28158,Steve Marino,.155,16.160,104
70,0,01320,Bob Estes,.146,12.544,86
71,0,26951,Johnson Wagner,.141,9.598,68
72,0,10505,Shane Bertsch,.137,12.314,90
73,0,06251,Chris DiMarco,.133,10.122,76
74,0,22046,Geoff Ogilvy,.125,6.147,49
75,0,20574,Mathew Goggin,.122,10.030,82
75,0,27649,Brandt Snedeker,.122,8.142,67
77,0,22913,John Rollins,.105,8.287,79
78,0,07749,Brett Quigley,.102,7.421,73
79,0,12309,Bob Sowards,.101,5.228,52
80,0,26500,Alejandro Cañizares,.100,4.111,41
81,0,01707,Steve Lowery,.096,6.405,67
82,0,01577,Lee Janzen,.094,7.033,75
83,0,24924,Bill Haas,.090,8.118,90
84,0,23353,J.J. Henry,.089,8.809,99
85,0,27770,Camilo Villegas,.088,5.541,63
86,0,01945,Kenny Perry,.082,7.509,92
87,0,25632,Jimmy Walker,.080,4.943,62
88,0,23135,Tim Clark,.076,5.558,73
89,0,08931,Glen Day,.051,2.856,56
90,0,08075,Jerry Kelly,.045,3.359,74
91,0,01226,Fred Couples,.043,2.212,51
92,0,24024,Zach Johnson,.039,2.748,71
93,0,26300,Matt Jones,.031,2.586,84
94,0,20433,Mark Hensby,.022,1.413,64
95,0,19803,Ryan Armour,.020,1.500,76
96,0,27936,Martin Laird,.019,1.637,85
97,0,01035,Tommy Armour III,.018,1.183,66
98,0,06643,Paul Goydos,.014,.938,67
98,0,20443,Jin Park,.014,.947,70
98,0,20160,Charlie Wi,.014,1.254,88
101,0,25562,Andres Romero,.008,.389,49
102,0,24925,Jonathan Byrd,.006,.492,77
103,0,25396,Kevin Na,.005,.494,91
104,0,22892,Jason Gore,.004,.339,85
105,0,07867,Woody Austin,.003,.229,88
106,0,06197,Michael Allen,-.002,-.125,78
107,0,01142,Bart Bryant,-.004,-.273,67
108,0,11032,Frank Lickliter II,-.018,-1.826,100
109,0,20634,Peter Lonard,-.027,-2.120,80
110,0,20378,Mathias Grönberg,-.031,-2.477,79
111,0,10875,Todd Demsey,-.032,-2.272,71
112,0,23497,Tag Ridings,-.040,-3.259,81
113,0,06034,Marco Dawson,-.042,-2.246,54
113,0,10733,Kent Jones,-.042,-2.297,55
115,0,27141,J.B. Holmes,-.050,-3.472,69
116,0,20766,Padraig Harrington,-.054,-1.714,32
117,0,08537,J.P. Hayes,-.062,-3.917,63
118,0,27095,Nick Watney,-.066,-5.577,84
119,0,24490,George McNeill,-.076,-6.837,90
120,0,21209,Sergio Garcia,-.077,-4.303,56
120,0,10649,Tom Scherrer,-.077,-3.378,44
122,0,21753,Brian Davis,-.080,-8.144,102
123,0,27214,Kevin Streelman,-.081,-7.848,97
124,0,12826,Paul Claxton,-.082,-4.100,50
124,0,26695,Michael Letzig,-.082,-6.098,74
126,0,07457,Steve Flesch,-.097,-7.828,81
126,0,24663,Y.E. Yang,-.097,-7.797,80
128,0,01706,Davis Love III,-.100,-6.514,65
129,0,08845,Scott Sterling,-.102,-7.565,74
130,0,25900,Lucas Glover,-.104,-8.646,83
130,0,21961,Charles Howell III,-.104,-9.011,87
132,0,06573,Brandt Jobe,-.107,-5.023,47
133,0,12716,Charley Hoffman,-.118,-10.125,86
133,0,12705,Cliff Kresge,-.118,-8.619,73
135,0,23621,Rory Sabbatini,-.119,-7.485,63
136,0,20157,Retief Goosen,-.121,-5.072,42
137,0,10885,Robert Allenby,-.139,-11.960,86
138,0,24358,Robert Garrigus,-.149,-12.773,86
138,0,23623,Bo Van Pelt,-.149,-13.813,93
140,0,27120,Troy Matteson,-.152,-13.494,89
141,0,09011,David Duval,-.160,-6.553,41
142,0,23614,Rich Beem,-.169,-13.330,79
143,0,21461,Kenneth Ferrie,-.174,-10.420,60
144,0,01724,Jeff Maggert,-.177,-14.010,79
145,0,01677,Tom Lehman,-.190,-7.219,38
146,0,02206,David Toms,-.193,-10.788,56
147,0,26476,Chez Reavie,-.194,-17.448,90
148,0,24140,Sean O'Hair,-.214,-14.531,68
149,0,01766,Billy Mayfair,-.228,-21.703,95
150,0,20498,Briny Baird,-.231,-22.211,96
151,0,26679,Kevin Stadler,-.255,-18.633,73
152,0,20848,Ángel Cabrera,-.260,-10.143,39
153,0,01797,Rocco Mediate,-.264,-18.208,69
154,0,19913,Ron Whittaker,-.272,-11.146,41
155,0,02239,Scott Verplank,-.281,-18.287,65
156,0,12652,Cameron Beckman,-.282,-20.902,74
157,0,25842,Jon Mills,-.287,-22.361,78
158,0,27561,Nick Flanagan,-.291,-23.271,80
159,0,25364,Paul Casey,-.299,-10.746,36
160,0,20572,Rod Pampling,-.305,-20.759,68
161,0,01024,Billy Andrade,-.311,-19.253,62
162,0,20645,John Senden,-.313,-25.660,82
163,0,30925,Dustin Johnson,-.319,-25.803,81
164,0,22582,Kyle Thompson,-.330,-18.799,57
165,0,23778,Brad Adamonis,-.332,-25.211,76
165,0,23797,Brett Rumford,-.332,-20.271,61
167,0,26631,Cody Freeman,-.341,-18.738,55
168,0,23540,Jason Allred,-.357,-17.853,50
169,0,06090,Jim McGovern,-.369,-23.252,63
170,0,24227,Justin Bolli,-.372,-27.159,73
171,0,25804,Bubba Watson,-.385,-30.813,80
172,0,06567,Vijay Singh,-.407,-25.656,63
173,0,23788,D.J. Trahan,-.411,-32.043,78
174,0,27963,Chris Stroud,-.413,-27.256,66
174,0,28780,Nicholas Thompson,-.413,-39.646,96
176,0,27933,John Merrick,-.418,-32.189,77
177,0,01139,Olin Browne,-.422,-29.508,70
178,0,02002,John Riegger,-.423,-27.080,64
179,0,24502,Adam Scott,-.440,-15.398,35
180,0,22293,Heath Slocum,-.442,-37.987,86
181,0,20472,Alex Cejka,-.444,-26.621,60
182,0,10425,Jay Williamson,-.466,-37.294,80
183,0,24912,Will MacKenzie,-.490,-27.901,57
184,0,26289,Boo Weekley,-.498,-31.880,64
185,0,06522,Ernie Els,-.509,-18.306,36
186,0,08385,Omar Uresti,-.520,-32.763,63
187,0,01161,Mark Calcavecchia,-.530,-28.604,54
188,0,20105,Jeff Gove,-.555,-24.435,44
189,0,21959,Ted Purdy,-.558,-32.925,59
190,0,25594,Travis Perkins,-.575,-23.009,40
191,0,22378,Trevor Immelman,-.675,-36.472,54
192,0,27613,David Lutterus,-.903,-45.148,50
193,0,01388,Robert Gamez,-.904,-64.205,71
194,0,21805,Harrison Frazar,-.912,-56.564,62
195,0,30750,Tommy Gainey,-.919,-42.268,46
196,0,23349,Charles Warren,-.947,-70.103,74
197,0,06621,Joe Durant,-.978,-77.297,79
