RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,01928,Corey Pavin,.973,54.489,56
2,0,02223,Bob Tway,.822,46.854,57
3,0,26668,Marc Turnesa,.789,59.961,76
4,0,20850,Daniel Chopra,.786,54.267,69
5,0,22371,Aaron Baddeley,.762,45.745,60
6,0,23541,Ben Crane,.745,55.864,75
7,0,25190,Jeff Quinney,.654,47.774,73
8,0,06575,Dudley Hart,.652,43.662,67
9,0,25720,Chad Collins,.648,40.826,63
10,0,23048,Eric Axley,.605,59.313,98
11,0,12602,Dean Wilson,.579,53.854,93
12,0,12660,Jesper Parnevik,.561,42.075,75
13,0,23718,Nathan Green,.539,49.003,91
14,0,25345,Carl Pettersson,.534,51.798,97
15,0,20229,Stewart Cink,.521,33.347,64
16,0,24138,Ian Poulter,.518,18.653,36
17,0,19846,Brian Gay,.511,43.933,86
18,0,06012,Greg Kraft,.501,25.047,50
19,0,23157,Richard Johnson,.500,33.999,68
20,0,24357,K.J. Choi,.491,27.966,57
21,0,21350,Ryuji Imada,.469,31.898,68
22,0,20104,Ken Duke,.467,49.063,105
23,0,10860,Justin Leonard,.463,33.771,73
24,0,21731,Freddie Jacobson,.455,29.124,64
24,0,21878,Mark Wilson,.455,47.277,104
26,0,21949,Joe Ogilvie,.446,38.835,87
27,0,24449,Parker McLachlin,.445,35.147,79
28,0,23320,Ryan Palmer,.430,25.777,60
29,0,20098,Stuart Appleby,.427,28.583,67
30,0,01313,Steve Elkington,.415,30.312,73
31,0,06527,Steve Stricker,.411,23.823,58
32,0,12782,Tim Herron,.407,35.447,87
32,0,07547,Craig Kanada,.407,22.408,55
32,0,22806,Doug LaBelle II,.407,20.739,51
35,0,10809,Jim Furyk,.405,30.405,75
36,0,22548,Patrick Sheehan,.395,41.437,105
37,0,26420,Richard Johnson,.383,18.787,49
38,0,29718,Anthony Kim,.362,23.552,65
39,0,22348,Nick O'Hern,.348,24.688,71
40,0,06595,Kevin Sutherland,.343,30.172,88
