RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,32102,Rickie Fowler,41' 11",1969.167,47,-21
1,0,01706,Davis Love III,41' 11",1256.667,30,E
3,0,29221,Webb Simpson,42' 0",2732.000,65,-20
4,0,33141,Keegan Bradley,43' 0",2450.500,57,-12
5,0,24507,Jason Bohn,43' 4",2684.667,62,-17
6,0,29478,Kevin Kisner,43' 6",3044.833,70,-10
7,0,30711,Colt Knost,44' 2",2691.833,61,-14
7,0,33122,Russell Knox,44' 2",2563.583,58,-10
9,0,25364,Paul Casey,44' 7",2096.083,47,-5
10,0,35451,Scott Pinckney,44' 11",1929.917,43,-13
11,0,28307,Matt Every,45' 1",1982.417,44,-3
12,0,10860,Justin Leonard,45' 3",1085.083,24,-3
13,0,20848,Ángel Cabrera,45' 4",1405.250,31,-2
14,0,22293,Heath Slocum,45' 5",1316.583,29,-6
15,0,24140,Sean O'Hair,45' 6",2594.417,57,-14
16,0,31557,Jim Herman,45' 10",2476.500,54,-22
17,0,32839,Hideki Matsuyama,46' 3",2915.083,63,-13
18,0,32200,Roberto Castro,46' 5",1438.333,31,-13
18,0,35539,Luke Guthrie,46' 5",2133.417,46,-7
20,0,25240,D.A. Points,46' 6",1581.083,34,-6
20,0,34358,Jonathan Randolph,46' 6",1766.500,38,-7
22,0,34264,Hudson Swafford,46' 8",2754.500,59,-15
23,0,25632,Jimmy Walker,46' 10",2480.417,53,-17
24,0,40026,Daniel Berger,46' 11",3097.667,66,-24
25,0,25900,Lucas Glover,47' 0",2210.500,47,-16
25,0,36801,Mark Hubbard,47' 0",1785.750,38,-15
27,0,30925,Dustin Johnson,47' 3",2172.500,46,-12
27,0,22046,Geoff Ogilvy,47' 3",1700.167,36,-7
29,0,28486,Michael Putnam,47' 6",1947.250,41,-10
30,0,31560,Brian Stuard,47' 10",2724.500,57,-9
31,0,25818,Scott Piercy,48' 0",2834.417,59,-11
31,0,31193,Jim Renner,48' 0",1486.833,31,-1
33,0,34360,Patrick Reed,48' 3",3230.250,67,-20
34,0,32366,Kevin Chappell,48' 4",2175.917,45,-12
35,0,21528,Henrik Stenson,48' 6",2377.000,49,-10
36,0,02206,David Toms,48' 8",1848.250,38,-6
36,0,25804,Bubba Watson,48' 8",2580.417,53,-13
38,0,20472,Alex Cejka,48' 10",3126.750,64,-15
38,0,31416,Derek Fathauer,48' 10",2050.167,42,-11
38,0,33667,Carlos Ortiz,48' 10",2830.583,58,-20
41,0,25720,Chad Collins,48' 11",2056.167,42,-7
41,0,01810,Phil Mickelson,48' 11",2248.417,46,-15
43,0,34409,David Lingmerth,49' 0",2745.083,56,-14
44,0,26476,Chez Reavie,49' 1",1912.833,39,-16
44,0,34265,Will Wilcox,49' 1",1471.333,30,-14
46,0,10885,Robert Allenby,49' 2",1426.667,29,-5
46,0,24024,Zach Johnson,49' 2",2800.500,57,-9
48,0,20157,Retief Goosen,49' 4",1874.750,38,-9
49,0,26596,Ryan Moore,49' 8",2831.250,57,-12
50,0,22405,Justin Rose,49' 9",2240.250,45,-9
51,0,29535,Brice Garnett,49' 10",1993.083,40,-10
51,0,26289,Boo Weekley,49' 10",2939.750,59,-23
53,0,29926,Danny Lee,50' 0",3996.833,80,-16
54,0,30944,Jason Kokrak,50' 3",3164.417,63,-22
55,0,36689,Brooks Koepka,50' 5",2772.417,55,-15
55,0,25562,Andres Romero,50' 5",1713.250,34,-9
57,0,34262,Jon Curran,50' 6",2069.667,41,+4
57,0,28089,Jason Day,50' 6",2474.000,49,-22
57,0,27095,Nick Watney,50' 6",3433.333,68,-20
60,0,32448,James Hahn,50' 9",2180.917,43,-2
61,0,26329,Louis Oosthuizen,50' 11",2240.250,44,-13
62,0,08075,Jerry Kelly,51' 0",2857.583,56,-15
62,0,25834,Daniel Summerhays,51' 0",3414.917,67,-13
64,0,12716,Charley Hoffman,51' 1",2555.000,50,-1
65,0,20771,Steven Alker,51' 2",2201.500,43,-13
65,0,32334,Charlie Beljan,51' 2",1943.167,38,-7
65,0,29725,Tony Finau,51' 2",3273.833,64,-9
65,0,34098,Russell Henley,51' 2",2815.833,55,-16
65,0,27466,Spencer Levin,51' 2",3532.667,69,-9
65,0,27649,Brandt Snedeker,51' 2",3121.083,61,-7
71,0,30852,Ryo Ishikawa,51' 3",2356.167,46,-5
72,0,20593,Greg Chalmers,51' 4",1334.750,26,-5
73,0,34261,Scott Langley,51' 6",2884.083,56,-17
74,0,37273,Derek Ernst,51' 7",2424.583,47,-9
74,0,26851,Marc Leishman,51' 7",2061.833,40,-7
76,0,28259,Sangmoon Bae,51' 8",3306.333,64,-16
76,0,34099,Harris English,51' 8",3979.583,77,-15
76,0,10809,Jim Furyk,51' 8",2533.000,49,-11
76,0,24138,Ian Poulter,51' 8",1963.500,38,-2
80,0,29518,Brendan Steele,51' 10",3936.417,76,-8
81,0,33461,Morgan Hoffmann,51' 11",3168.583,61,-14
81,0,30946,Alex Prugh,51' 11",3009.667,58,-20
83,0,24490,George McNeill,52' 0",2859.750,55,-16
83,0,34046,Jordan Spieth,52' 0",2754.083,53,-15
85,0,20645,John Senden,52' 1",2084.250,40,-11
86,0,23320,Ryan Palmer,52' 2",1721.250,33,-7
87,0,32640,Troy Merritt,52' 4",2618.500,50,-1
87,0,20396,Lee Westwood,52' 4",1621.917,31,-6
89,0,30736,Oscar Fraustro,52' 5",1571.500,30,-5
89,0,33418,Shawn Stefani,52' 5",3249.917,62,-11
89,0,33419,Cameron Tringale,52' 5",3250.667,62,-12
92,0,29289,S.Y. Noh,52' 6",1837.833,35,-8
92,0,32150,Michael Thompson,52' 6",2466.500,47,-13
94,0,25274,Steven Bowditch,52' 7",3733.917,71,-22
94,0,25191,Gonzalo Fernandez-Castaño,52' 7",2681.833,51,-11
96,0,34431,Robert Streb,52' 8",4263.500,81,-27
97,0,35532,Tom Hoge,52' 9",2374.917,45,-9
98,0,24357,K.J. Choi,52' 10",2270.500,43,-7
98,0,20229,Stewart Cink,52' 10",1638.583,31,-5
100,0,33399,Adam Hadwin,52' 11",3335.750,63,-15
100,0,23800,Bryce Molder,52' 11",2803.333,53,-5
100,0,26331,Charl Schwartzel,52' 11",2379.917,45,-3
103,0,21753,Brian Davis,53' 1",2387.833,45,-13
103,0,33413,Ben Martin,53' 1",2812.583,53,-8
103,0,22056,Cameron Percy,53' 1",1858.417,35,-5
106,0,31323,Gary Woodland,53' 3",2608.833,49,-6
107,0,24494,Erik Compton,53' 4",2612.083,49,-7
107,0,25686,Jason Dufner,53' 4",2134.250,40,-7
109,0,29222,Billy Hurley III,53' 5",2295.250,43,-4
109,0,27936,Martin Laird,53' 5",2724.750,51,-11
109,0,26951,Johnson Wagner,53' 5",2137.667,40,-12
112,0,23623,Bo Van Pelt,53' 6",2620.333,49,-12
113,0,20104,Ken Duke,53' 7",3109.083,58,+2
114,0,27644,Brian Harman,53' 8",2738.000,51,-7
114,0,30926,Chris Kirk,53' 8",2681.583,50,-17
116,0,28023,Byron Smith,53' 9",1613.250,30,-10
116,0,25892,Steve Wheatcroft,53' 9",2635.000,49,-16
118,0,34563,Chesson Hadley,53' 10",3554.083,66,-11
118,0,24361,Pat Perez,53' 10",3068.250,57,-12
120,0,29420,Billy Horschel,53' 11",3341.833,62,-7
121,0,23983,Luke Donald,54' 0",2593.917,48,-5
121,0,28475,Jeff Overton,54' 0",2213.750,41,-10
121,0,20691,Greg Owen,54' 0",972.333,18,-7
124,0,27436,Graham DeLaet,54' 1",2325.333,43,-18
125,0,30692,Scott Stallings,54' 2",2113.167,39,-10
126,0,28500,Martin Flores,54' 5",3319.333,61,-21
126,0,27770,Camilo Villegas,54' 5",2992.500,55,-5
128,0,24924,Bill Haas,54' 6",3703.500,68,-19
128,0,25396,Kevin Na,54' 6",2887.417,53,-17
130,0,26300,Matt Jones,54' 7",3001.667,55,-13
131,0,23108,Matt Kuchar,54' 8",3555.917,65,-19
132,0,06567,Vijay Singh,54' 9",2846.167,52,-8
133,0,23638,Brendon de Jonge,54' 10",3562.333,65,-15
133,0,06522,Ernie Els,54' 10",2083.250,38,-5
135,0,29479,Scott Brown,54' 11",3404.583,62,-7
135,0,25345,Carl Pettersson,54' 11",4064.750,74,-17
137,0,21961,Charles Howell III,55' 0",3957.917,72,-11
138,0,31202,William McGirt,55' 1",3910.250,71,-13
138,0,29223,Sam Saunders,55' 1",2256.917,41,-11
140,0,12510,Chad Campbell,55' 2",3530.583,64,-15
141,0,25493,Nick Taylor,55' 4",3430.667,62,-9
142,0,21878,Mark Wilson,55' 5",2992.417,54,-10
143,0,27895,Jonas Blixt,55' 6",1887.083,34,-14
143,0,39977,Max Homa,55' 6",2387.000,43,-8
143,0,29476,Kyle Reifers,55' 6",2997.417,54,-8
146,0,29425,Andrew Svoboda,55' 7",2388.833,43,-11
146,0,33448,Justin Thomas,55' 7",4999.917,90,-28
148,0,29720,Andres Gonzales,55' 8",2559.917,46,-5
149,0,23621,Rory Sabbatini,55' 11",2515.500,45,-3
150,0,25198,Francesco Molinari,56' 0",2353.083,42,+4
150,0,27963,Chris Stroud,56' 0",2857.750,51,-2
150,0,27064,Jhonattan Vegas,56' 0",3245.583,58,-12
153,0,35541,John Peterson,56' 3",2532.917,45,-6
154,0,24358,Robert Garrigus,56' 4",2308.083,41,-4
154,0,24781,Hunter Mahan,56' 4",3212.333,57,-4
