RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,02146,Payne Stewart,250
2,0,01226,Fred Couples,131
3,0,02010,Loren Roberts,127
4,0,06581,David Sutherland,115
5,0,01761,Len Mattiace,103
6,0,22292,David Seawell,101
7,0,10809,Jim Furyk,94
8,0,01968,Nick Price,88
8,0,21959,Ted Purdy,88
10,0,08375,Paul Stankowski,85
11,0,01941,Tom Pernice Jr.,82
12,0,06567,Vijay Singh,81
13,0,20498,Briny Baird,78
13,0,12660,Jesper Parnevik,78
15,0,02257,Brian Watts,76
16,0,10107,Deane Pappas,72
17,0,01203,Russ Cochran,70
17,0,02099,Scott Simpson,70
19,0,07763,Doug Dunakey,69
19,0,01376,Bob Friend,69
19,0,01748,Doug Martin,69
22,0,01035,Tommy Armour III,68
23,0,01361,Dan Forsman,65
23,0,06012,Greg Kraft,65
23,0,01943,Chris Perry,65
26,0,08793,Tiger Woods,64
27,0,06064,Jeff Gallagher,63
27,0,01533,P.H. Horgan III,63
29,0,06575,Dudley Hart,62
30,0,12652,Cameron Beckman,61
31,0,01329,Brad Faxon,60
31,0,01996,Mike Reid,60
33,0,01161,Mark Calcavecchia,58
34,0,01619,Skip Kendall,57
34,0,11011,Mike Sposa,57
36,0,01320,Bob Estes,56
37,0,01418,Bill Glasson,55
37,0,01549,Mike Hulbert,55
37,0,08993,Franklin Langham,55
40,0,01040,Emlyn Aubrey,50
40,0,02218,Ted Tryba,50
42,0,02245,Grant Waite,49
43,0,01266,Clark Dennis,48
43,0,06599,John Elliott,48
45,0,06613,Tommy Tolles,47
46,0,07867,Woody Austin,45
46,0,01457,Jay Haas,45
48,0,01072,Chip Beck,43
48,0,10457,Frank Nobilo,43
48,0,02131,Mike Springer,43
51,0,01132,Mark Brooks,42
51,0,12645,Brent Geiberger,42
51,0,08537,J.P. Hayes,42
54,0,10649,Tom Scherrer,41
55,0,06140,Sean Murphy,40
55,0,06527,Steve Stricker,40
55,0,02214,Kirk Triplett,40
58,0,11032,Frank Lickliter II,39
58,0,02206,David Toms,39
60,0,01706,Davis Love III,38
61,0,01331,Rick Fehr,37
61,0,01374,Robin Freeman,37
61,0,20213,Katsumasa Miyamoto,37
61,0,06062,Charles Raulerson,37
65,0,02007,Larry Rinker,36
66,0,01093,Ronnie Black,35
67,0,07749,Brett Quigley,34
67,0,02023,Clarence Rose,34
69,0,10963,Jimmy Green,32
70,0,20124,Alan Bratton,31
70,0,06044,Scott Gump,31
70,0,02294,Willie Wood,31
73,0,01127,Danny Briggs,30
74,0,12782,Tim Herron,29
74,0,01677,Tom Lehman,29
76,0,06014,Eric Booker,28
76,0,08075,Jerry Kelly,28
76,0,08045,Perry Moss,28
79,0,01116,Michael Bradley,27
80,0,20098,Stuart Appleby,26
80,0,06315,Pete Jordan,26
82,0,19824,Craig Barlow,25
82,0,11123,Chris Couch,25
84,0,01569,Peter Jacobsen,24
84,0,01766,Billy Mayfair,24
84,0,10425,Jay Williamson,24
87,0,10569,Mike Brisky,22
87,0,01920,Craig Parry,22
87,0,08553,Lee Porter,22
87,0,02106,Chris Smith,22
91,0,10733,Kent Jones,21
92,0,10885,Robert Allenby,20
92,0,01313,Steve Elkington,20
92,0,02223,Bob Tway,20
92,0,07753,Kevin Wentworth,20
96,0,02246,Duffy Waldorf,19
97,0,01724,Jeff Maggert,18
98,0,01098,Jay Don Blake,16
98,0,20127,Chris Riley,16
100,0,01599,Steve Jones,15
100,0,01797,Rocco Mediate,15
100,0,07101,Dave Stockton Jr.,15
100,0,06595,Kevin Sutherland,15
100,0,02267,D.A. Weibring,15
105,0,20099,Doug Barron,14
105,0,08123,Jeff Brehaut,14
105,0,20593,Greg Chalmers,14
105,0,01185,Brandel Chamblee,14
105,0,06643,Paul Goydos,14
105,0,06617,Brian Henninger,14
105,0,01887,Mark O'Meara,14
105,0,06655,Geoffrey Sisk,14
113,0,08931,Glen Day,13
113,0,01261,Jay Delsing,13
113,0,01577,Lee Janzen,13
113,0,01927,Dennis Paulson,13
113,0,23621,Rory Sabbatini,13
118,0,01157,Tom Byrum,12
118,0,01707,Steve Lowery,12
118,0,08547,John Maginnes,12
118,0,01823,Larry Mize,12
118,0,02101,Joey Sindelar,12
118,0,10423,Mike Weir,12
124,0,01014,Fulton Allem,11
124,0,06004,Stephen Ames,11
124,0,12823,Carlos Franco,11
124,0,01891,David Ogrin,11
124,0,01928,Corey Pavin,11
129,0,23614,Rich Beem,10
129,0,01096,Phil Blackmar,10
129,0,01282,Trevor Dodds,10
129,0,06621,Joe Durant,10
129,0,01705,Tim Loustalot,10
129,0,02279,Mark Wiebe,10
135,0,01063,Ben Bates,9
135,0,01249,John Daly,9
135,0,19846,Brian Gay,9
135,0,01975,Tom Purtzer,9
139,0,01388,Robert Gamez,8
139,0,01553,John Huston,8
141,0,01042,Paul Azinger,7
141,0,01378,David Frost,7
141,0,01604,Steve Jurgensen,7
