RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
131,0,22056,Cameron Percy,25.4,104169.000,114
133,0,29420,Billy Horschel,25.6,156803.000,170
133,0,35230,Nelson Ledesma,25.6,67249.000,73
133,0,01810,Phil Mickelson,25.6,142956.000,155
133,0,33419,Cameron Tringale,25.6,165268.000,179
137,0,33404,Chris Baker,25.7,71213.000,77
137,0,37275,Sam Ryder,25.7,141396.000,153
137,0,30692,Scott Stallings,25.7,144194.000,156
140,0,19803,Ryan Armour,25.8,103956.000,112
140,0,49960,Sepp Straka,25.8,179976.000,194
142,0,24024,Zach Johnson,25.9,123808.000,133
143,0,40098,Matt Fitzpatrick,26.0,137515.000,147
143,0,30925,Dustin Johnson,26.0,164583.000,176
145,0,30926,Chris Kirk,26.1,139868.000,149
145,0,33410,Andrew Landry,26.1,114567.000,122
145,0,29908,C.T. Pan,26.1,131508.000,140
148,0,37455,Si Woo Kim,26.2,212403.000,225
148,0,34256,Andrew Putnam,26.2,124565.000,132
148,0,20396,Lee Westwood,26.2,112254.000,119
151,0,33948,Byeong Hun An,26.3,172091.000,182
151,0,23108,Matt Kuchar,26.3,114405.000,121
151,0,47128,Richy Werenski,26.3,188425.000,199
154,0,27554,Scott Harrington,26.4,143271.000,151
154,0,33597,Harry Higgs,26.4,167131.000,176
156,0,51766,Wyndham Clark,26.5,168203.000,176
156,0,25900,Lucas Glover,26.5,167592.000,176
156,0,27974,Sung Kang,26.5,143270.000,150
156,0,32757,Patton Kizzire,26.5,198747.000,208
156,0,23325,Vaughn Taylor,26.5,84836.000,89
161,0,33120,Mark Anderson,26.6,67089.000,70
162,0,27141,J.B. Holmes,26.7,104659.000,109
162,0,33204,Shane Lowry,26.7,123886.000,129
164,0,32816,Satoshi Kodaira,26.8,137004.000,142
164,0,26476,Chez Reavie,26.8,109162.000,113
164,0,27770,Camilo Villegas,26.8,126382.000,131
167,0,25818,Scott Piercy,26.9,166713.000,172
168,0,26851,Marc Leishman,27.0,152643.000,157
168,0,24138,Ian Poulter,27.0,102224.000,105
170,0,23621,Rory Sabbatini,27.2,129064.000,132
171,0,51894,Vince Whaley,27.3,146211.000,149
172,0,47993,Denny McCarthy,27.4,152933.000,155
172,0,46442,Maverick McNealy,27.4,160042.000,162
172,0,32640,Troy Merritt,27.4,127151.000,129
175,0,32618,Rhein Gibson,27.6,59565.000,60
175,0,26758,David Hearn,27.6,49711.000,50
175,0,31560,Brian Stuard,27.6,117209.000,118
178,0,45609,Tyler Duncan,27.7,177645.000,178
179,0,34466,Peter Malnati,27.8,105073.000,105
179,0,36699,Patrick Rodgers,27.8,204515.000,204
179,0,25632,Jimmy Walker,27.8,124252.000,124
182,0,39324,J.J. Spaun,27.9,101424.000,101
183,0,23983,Luke Donald,28.0,72548.000,72
183,0,29478,Kevin Kisner,28.0,130145.000,129
185,0,22405,Justin Rose,28.2,85194.000,84
185,0,39953,Chase Seiffert,28.2,118798.000,117
187,0,25686,Jason Dufner,28.9,121820.000,117
187,0,35617,Martin Trainer,28.9,112303.000,108
189,0,29970,Dylan Frittelli,29.1,164355.000,157
190,0,34174,John Huh,29.2,104009.000,99
191,0,32102,Rickie Fowler,29.4,148228.000,140
192,0,34314,Sebastian Cappelen,29.9,84062.000,78
193,0,28679,Fabián Gómez,30.2,56624.000,52
194,0,30927,Brendon Todd,30.9,128052.000,115
195,0,28420,Ryan Brehm,31.3,121801.000,108
196,0,46441,Robby Shelton,31.6,182990.000,161
