RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
144,0,33120,Mark Anderson,51.72,60,56
145,0,23621,Rory Sabbatini,51.67,108,101
146,0,30926,Chris Kirk,51.65,125,117
146,0,27936,Martin Laird,51.65,125,117
148,0,34314,Sebastian Cappelen,51.59,65,61
149,0,33204,Shane Lowry,51.49,104,98
150,0,32102,Rickie Fowler,51.33,116,110
151,0,48887,Matt Wallace,51.30,59,56
152,0,53165,Doc Redman,51.29,119,113
153,0,34098,Russell Henley,51.24,124,118
154,0,24361,Pat Perez,51.18,130,124
155,0,33490,Bo Hoag,50.98,130,125
156,0,39975,Michael Kim,50.87,88,85
157,0,27974,Sung Kang,50.83,122,118
158,0,24138,Ian Poulter,50.61,83,81
159,0,39324,J.J. Spaun,50.60,85,83
160,0,32139,Danny Willett,50.50,51,50
161,0,29478,Kevin Kisner,50.00,110,110
161,0,23623,Bo Van Pelt,50.00,89,89
161,0,25632,Jimmy Walker,50.00,106,106
164,0,27556,Ted Potter Jr.,49.47,93,95
165,0,34174,John Huh,49.39,81,83
166,0,34076,Joel Dahmen,48.70,112,118
167,0,22371,Aaron Baddeley,48.28,56,60
167,0,35449,Adam Long,48.28,112,120
167,0,22056,Cameron Percy,48.28,98,105
170,0,36801,Mark Hubbard,47.20,135,151
171,0,30110,Kyle Stanley,46.69,113,129
172,0,33122,Russell Knox,46.64,125,143
173,0,27095,Nick Watney,46.43,65,75
174,0,47993,Denny McCarthy,46.18,121,141
175,0,27942,Rob Oppenheim,46.15,84,98
176,0,24024,Zach Johnson,46.02,104,122
177,0,26499,Rafa Cabrera Bello,45.83,88,104
178,0,33399,Adam Hadwin,45.70,117,139
179,0,49766,Hank Lebioda,45.51,81,97
180,0,34256,Andrew Putnam,44.92,106,130
181,0,19846,Brian Gay,43.88,86,110
182,0,30927,Brendon Todd,42.92,97,129
183,0,46435,Austin Cook,42.86,90,120
184,0,27649,Brandt Snedeker,42.80,101,135
185,0,26476,Chez Reavie,42.34,94,128
186,0,19803,Ryan Armour,42.13,91,125
187,0,32640,Troy Merritt,41.73,106,148
188,0,23983,Luke Donald,41.10,60,86
189,0,32618,Rhein Gibson,39.84,51,77
190,0,34466,Peter Malnati,39.81,82,124
191,0,25686,Jason Dufner,38.93,95,149
192,0,28679,Fabián Gómez,38.74,43,68
193,0,23325,Vaughn Taylor,37.56,77,128
194,0,31560,Brian Stuard,35.14,97,179
195,0,24357,K.J. Choi,29.17,42,102
196,0,26758,David Hearn,26.32,40,112
