YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
2020,0,27942,Rob Oppenheim,3,33
2020,0,53165,Doc Redman,3,35
2020,0,36699,Patrick Rodgers,3,23
2020,0,48081,Xander Schauffele,3,35
2020,0,48887,Matt Wallace,3,22
2020,-1,19803,Ryan Armour,2,25
2020,-1,22371,Aaron Baddeley,2,17
2020,-1,33404,Chris Baker,2,23
2020,-1,40058,Zac Blair,2,32
2020,-1,33141,Keegan Bradley,2,34
2020,-1,29479,Scott Brown,2,32
2020,-1,35450,Patrick Cantlay,2,19
2020,-1,34314,Sebastian Cappelen,2,22
2020,-1,25364,Paul Casey,2,23
2020,-1,51766,Wyndham Clark,2,24
2020,-1,39997,Corey Conners,2,37
2020,-1,46435,Austin Cook,2,26
2020,-1,45157,Cam Davis,2,39
2020,-1,47959,Bryson DeChambeau,2,24
2020,-1,29725,Tony Finau,2,23
2020,-1,40098,Matt Fitzpatrick,2,17
2020,-1,56762,Will Gordon,2,14
2020,-1,33399,Adam Hadwin,2,23
2020,-1,46550,Brandon Hagy,2,23
2020,-1,34363,Tyrrell Hatton,2,11
2020,-1,26758,David Hearn,2,18
2020,-1,35532,Tom Hoge,2,36
2020,53,29420,Billy Horschel,2,18
2020,-1,46717,Viktor Hovland,2,22
2020,-1,36801,Mark Hubbard,2,24
2020,-1,30925,Dustin Johnson,2,24
2020,-1,26300,Matt Jones,2,36
2020,-1,32757,Patton Kizzire,2,20
2020,-1,35230,Nelson Ledesma,2,11
2020,-1,32791,K.H. Lee,2,23
2020,-1,26851,Marc Leishman,2,25
2020,-1,35449,Adam Long,2,35
2020,-1,33413,Ben Martin,2,12
2020,-1,46442,Maverick McNealy,2,27
2020,-1,1810,Phil Mickelson,2,13
2020,-1,39546,Keith Mitchell,2,29
2020,-1,34213,Grayson Murray,2,24
2020,-1,25396,Kevin Na,2,29
2020,-1,36871,Matthew NeSmith,2,23
2020,-1,24361,Pat Perez,2,20
2020,-1,49771,J.T. Poston,2,18
2020,-1,34256,Andrew Putnam,2,11
2020,-1,46970,Jon Rahm,2,15
2020,-1,26476,Chez Reavie,2,22
2020,-1,46046,Scottie Scheffler,2,38
2020,-1,46441,Robby Shelton,2,28
2020,-1,31560,Brian Stuard,2,20
2020,-1,27330,Josh Teater,2,22
2020,-1,33448,Justin Thomas,2,24
2020,-1,23788,D.J. Trahan,2,17
2020,-1,49964,Aaron Wise,2,33
2020,-1,56278,Matthew Wolff,2,29
2020,1,21407,Arjun Atwal,1,19
2020,1,40026,Daniel Berger,1,28
2020,1,40009,Dominic Bozzelli,1,15
2020,1,47504,Sam Burns,1,20
2020,1,34076,Joel Dahmen,1,28
2020,1,28089,Jason Day,1,14
2020,1,30911,Tommy Fleetwood,1,12
2020,1,29970,Dylan Frittelli,1,41
2020,1,10809,Jim Furyk,1,17
2020,1,21209,Sergio Garcia,1,23
2020,1,19846,Brian Gay,1,22
2020,1,32662,Michael Gligic,1,23
2020,1,28679,Fabián Gómez,1,18
2020,1,46402,Talor Gooch,1,24
2020,1,29974,Branden Grace,1,16
2020,1,31646,Emiliano Grillo,1,32
2020,1,24924,Bill Haas,1,32
2020,1,34563,Chesson Hadley,1,29
2020,1,32448,James Hahn,1,11
2020,1,33597,Harry Higgs,1,30
2020,1,39977,Max Homa,1,20
2020,1,29478,Kevin Kisner,1,22
2020,1,33122,Russell Knox,1,29
2020,1,30944,Jason Kokrak,1,33
2020,1,31420,Anirban Lahiri,1,20
2020,1,40042,Tyler McCumber,1,31
2020,1,25572,Graeme McDowell,1,22
2020,1,28237,Rory McIlroy,1,27
2020,1,32640,Troy Merritt,1,22
2020,1,45486,Joaquin Niemann,1,42
2020,1,27349,Alex Noren,1,20
2020,1,22056,Cameron Percy,1,18
2020,1,25818,Scott Piercy,1,19
2020,1,24138,Ian Poulter,1,16
2020,1,28252,Seamus Power,1,13
2020,1,34360,Patrick Reed,1,22
2020,1,35732,Wes Roach,1,19
2020,1,47347,Adam Schenk,1,34
2020,1,39953,Chase Seiffert,1,19
2020,1,35891,Cameron Smith,1,24
2020,1,27649,Brandt Snedeker,1,17
2020,1,39324,J.J. Spaun,1,22
2020,1,30110,Kyle Stanley,1,24
2020,1,49960,Sepp Straka,1,26
2020,1,34431,Robert Streb,1,15
2020,1,27963,Chris Stroud,1,18
2020,1,25493,Nick Taylor,1,21
2020,1,32150,Michael Thompson,1,22
2020,1,35617,Martin Trainer,1,30
2020,1,23623,Bo Van Pelt,1,13
2020,1,25632,Jimmy Walker,1,26
2020,1,27095,Nick Watney,1,19
2020,1,25804,Bubba Watson,1,23
2020,1,47128,Richy Werenski,1,20
2020,1,51894,Vince Whaley,1,20
2020,1,32139,Danny Willett,1,19
2020,1,31323,Gary Woodland,1,20
2019,0,52372,Cameron Champ,7,57
2019,0,25900,Lucas Glover,7,40
2019,0,45526,Abraham Ancer,6,37
2019,0,34076,Joel Dahmen,6,42
2019,0,30944,Jason Kokrak,6,40
2019,0,25493,Nick Taylor,6,41
2019,0,33141,Keegan Bradley,5,47
2019,0,19803,Ryan Armour,4,42
2019,0,27958,Ryan Blaum,4,35
2019,0,34021,Bud Cauley,4,34
2019,0,27141,J.B. Holmes,4,31
2019,0,39971,Sungjae Im,4,52
2019,0,49771,J.T. Poston,4,45
2019,0,27556,Ted Potter Jr.,4,35
2019,0,48081,Xander Schauffele,4,20
2019,0,33418,Shawn Stefani,4,42
2019,0,32200,Roberto Castro,3,32
2019,0,20472,Alex Cejka,3,19
2019,0,46435,Austin Cook,3,28
2019,0,45157,Cam Davis,3,30
2019,0,47959,Bryson DeChambeau,3,34
2019,0,6522,Ernie Els,3,15
2019,0,30191,Julián Etulain,3,29
2019,0,28679,Fabián Gómez,3,27
2019,0,46402,Talor Gooch,3,21
2019,0,39954,Cody Gribble,3,23
2019,0,33399,Adam Hadwin,3,34
2019,0,23353,J.J. Henry,3,22
2019,0,27974,Sung Kang,3,51
2019,0,27936,Martin Laird,3,43
2019,0,49766,Hank Lebioda,3,42
2019,0,32791,K.H. Lee,3,39
2019,0,35449,Adam Long,3,36
2019,0,32839,Hideki Matsuyama,3,42
2019,0,25572,Graeme McDowell,3,19
2019,0,39546,Keith Mitchell,3,37
2019,0,26596,Ryan Moore,3,26
2019,0,20572,Rod Pampling,3,21
2019,0,37275,Sam Ryder,3,31
2019,0,23621,Rory Sabbatini,3,38
2019,0,27649,Brandt Snedeker,3,22
2019,0,40115,Adam Svensson,3,39
2019,0,27064,Jhonattan Vegas,3,35
2019,0,47128,Richy Werenski,3,33
2019,0,33948,Byeong Hun An,2,26
2019,0,22371,Aaron Baddeley,2,18
2019,0,29268,Bronson Burgoon,2,29
2019,0,47504,Sam Burns,2,25
2019,0,26499,Rafa Cabrera Bello,2,26
2019,0,39997,Corey Conners,2,46
2019,0,25686,Jason Dufner,2,36
2019,0,45609,Tyler Duncan,2,40
2019,0,46523,Joey Garber,2,24
2019,0,21209,Sergio Garcia,2,13
2019,0,24924,Bill Haas,2,25
2019,0,34098,Russell Henley,2,37
2019,0,31557,Jim Herman,2,18
2019,0,49298,Kramer Hickok,2,38
2019,0,35532,Tom Hoge,2,37
2019,0,39977,Max Homa,2,25
2019,0,29420,Billy Horschel,2,28
2019,0,36799,Stephan Jaeger,2,29
2019,0,47990,Kyle Jones,2,27
2019,0,26300,Matt Jones,2,21
2019,0,39975,Michael Kim,2,21
2019,0,37455,Si Woo Kim,2,29
2019,0,29478,Kevin Kisner,2,24
2019,0,36852,Jim Knous,2,25
2019,0,32816,Satoshi Kodaira,2,39
2019,0,35879,Kelly Kraft,2,31
2019,0,29926,Danny Lee,2,55
2019,0,26851,Marc Leishman,2,33
2019,0,27129,Luke List,2,33
2019,0,37380,Curtis Luck,2,27
2019,0,24781,Hunter Mahan,2,24
2019,0,25198,Francesco Molinari,2,20
2019,0,48822,Sebastián Muñoz,2,28
2019,0,23320,Ryan Palmer,2,31
2019,0,29908,C.T. Pan,2,25
2019,0,24361,Pat Perez,2,18
2019,0,25818,Scott Piercy,2,36
2019,0,28252,Seamus Power,2,42
2019,0,34360,Patrick Reed,2,26
2019,0,29223,Sam Saunders,2,31
2019,0,30786,Brady Schnell,2,17
2019,0,33486,Roger Sloan,2,33
2019,0,39324,J.J. Spaun,2,33
2019,0,30110,Kyle Stanley,2,25
2019,0,29518,Brendan Steele,2,33
2019,0,21528,Henrik Stenson,2,18
2019,0,49960,Sepp Straka,2,35
2019,0,31560,Brian Stuard,2,30
2019,0,23325,Vaughn Taylor,2,28
2019,0,32150,Michael Thompson,2,32
2019,0,25632,Jimmy Walker,2,32
2019,0,27095,Nick Watney,2,34
2019,0,25804,Bubba Watson,2,42
2019,0,31323,Gary Woodland,2,38
2019,0,49303,Anders Albertson,1,38
2019,0,30978,Kiradech Aphibarnrat,1,26
2019,0,40026,Daniel Berger,1,26
2019,0,27895,Jonas Blixt,1,25
2019,0,29479,Scott Brown,1,35
2019,0,24925,Jonathan Byrd,1,21
2019,0,35450,Patrick Cantlay,1,22
2019,0,25364,Paul Casey,1,24
2019,0,34306,John Chin,1,34
2019,0,51766,Wyndham Clark,1,19
2019,0,28089,Jason Day,1,19
2019,0,35376,Roberto Díaz,1,26
2019,0,34099,Harris English,1,29
2019,0,29725,Tony Finau,1,26
2019,0,40098,Matt Fitzpatrick,1,16
2019,0,32102,Rickie Fowler,1,22
2019,0,10809,Jim Furyk,1,24
2019,0,29535,Brice Garnett,1,20
2019,0,19846,Brian Gay,1,31
2019,0,29974,Branden Grace,1,26
2019,0,34563,Chesson Hadley,1,27
2019,0,34363,Tyrrell Hatton,1,22
2019,0,35461,Beau Hossler,1,29
2019,0,21961,Charles Howell III,1,30
2019,0,21731,Freddie Jacobson,1,21
2019,0,30925,Dustin Johnson,1,16
2019,0,37454,Whee Kim,1,28
2019,0,36689,Brooks Koepka,1,32
2019,0,31420,Anirban Lahiri,1,28
2019,0,33410,Andrew Landry,1,33
2019,0,28775,Nate Lashley,1,19
2019,0,47993,Denny McCarthy,1,23
2019,0,28237,Rory McIlroy,1,17
2019,0,32640,Troy Merritt,1,24
2019,0,1810,Phil Mickelson,1,25
2019,0,46601,Trey Mullinax,1,38
2019,0,25396,Kevin Na,1,20
2019,0,27349,Alex Noren,1,20
2019,0,33667,Carlos Ortiz,1,31
2019,0,26476,Chez Reavie,1,30
2019,0,47856,Seth Reeves,1,38
2019,0,35732,Wes Roach,1,22
2019,0,32058,José de Jesús Rodríguez,1,30
2019,0,22405,Justin Rose,1,16
2019,0,47347,Adam Schenk,1,37
2019,0,24502,Adam Scott,1,22
2019,0,39327,Ben Silverman,1,33
2019,0,29221,Webb Simpson,1,18
2019,0,35891,Cameron Smith,1,17
2019,0,34046,Jordan Spieth,1,28
2019,0,30692,Scott Stallings,1,45
2019,0,34431,Robert Streb,1,26
2019,0,33448,Justin Thomas,1,29
2019,0,35617,Martin Trainer,1,23
2019,0,32333,Kevin Tway,1,29
2019,0,37189,Harold Varner III,1,41
2018,0,49964,Aaron Wise,8,52
2018,0,27556,Ted Potter Jr.,7,41
2018,0,19803,Ryan Armour,6,50
2018,0,34563,Chesson Hadley,6,40
2018,0,35532,Tom Hoge,6,57
2018,0,36689,Brooks Koepka,6,33
2018,0,45526,Abraham Ancer,5,39
2018,0,39997,Corey Conners,5,51
2018,0,46402,Talor Gooch,5,30
2018,0,23353,J.J. Henry,5,34
2018,0,32757,Patton Kizzire,5,41
2018,0,37275,Sam Ryder,5,48
2018,0,32333,Kevin Tway,5,36
2018,0,29535,Brice Garnett,4,42
2018,0,39954,Cody Gribble,4,22
2018,0,27644,Brian Harman,4,46
2018,0,34098,Russell Henley,4,27
2018,0,50526,Tom Lovelady,4,43
2018,0,32839,Hideki Matsuyama,4,35
2018,0,29908,C.T. Pan,4,36
2018,0,24361,Pat Perez,4,23
2018,0,26476,Chez Reavie,4,27
2018,0,29221,Webb Simpson,4,26
2018,0,27649,Brandt Snedeker,4,32
2018,0,34046,Jordan Spieth,4,39
2018,0,25493,Nick Taylor,4,51
2018,0,33448,Justin Thomas,4,32
2018,0,28132,Tyrone Van Aswegen,4,37
2018,0,25804,Bubba Watson,4,28
2018,0,30978,Kiradech Aphibarnrat,3,16
2018,0,40026,Daniel Berger,3,33
2018,0,12510,Chad Campbell,3,43
2018,0,35450,Patrick Cantlay,3,39
2018,0,46435,Austin Cook,3,44
2018,0,47959,Bryson DeChambeau,3,47
2018,0,37338,Zecheng Dou,3,29
2018,0,28307,Matt Every,3,36
2018,0,28500,Martin Flores,3,44
2018,0,10809,Jim Furyk,3,19
2018,0,24358,Robert Garrigus,3,52
2018,0,35310,Lanto Griffin,3,37
2018,0,24924,Bill Haas,3,27
2018,0,27141,J.B. Holmes,3,34
2018,0,36799,Stephan Jaeger,3,30
2018,0,24024,Zach Johnson,3,27
2018,0,39975,Michael Kim,3,25
2018,0,37454,Whee Kim,3,36
2018,0,33122,Russell Knox,3,44
2018,0,30944,Jason Kokrak,3,50
2018,0,31420,Anirban Lahiri,3,37
2018,0,27936,Martin Laird,3,37
2018,0,33410,Andrew Landry,3,27
2018,0,29926,Danny Lee,3,30
2018,0,27129,Luke List,3,48
2018,0,31202,William McGirt,3,33
2018,0,39546,Keith Mitchell,3,62
2018,0,25198,Francesco Molinari,3,28
2018,0,34213,Grayson Murray,3,45
2018,0,20572,Rod Pampling,3,26
2018,0,49771,J.T. Poston,3,27
2018,0,24138,Ian Poulter,3,19
2018,0,29223,Sam Saunders,3,27
2018,0,48081,Xander Schauffele,3,34
2018,0,47347,Adam Schenk,3,37
2018,0,39324,J.J. Spaun,3,37
2018,0,33418,Shawn Stefani,3,33
2018,0,22582,Kyle Thompson,3,26
2018,0,27095,Nick Watney,3,28
2018,0,47128,Richy Werenski,3,39
2018,0,31323,Gary Woodland,3,42
2018,0,8793,Tiger Woods,3,27
2018,0,47125,Matt Atkins,2,26
2018,0,35545,Blayne Barber,2,35
2018,0,24846,Ricky Barnes,2,18
2018,0,40058,Zac Blair,2,18
2018,0,27958,Ryan Blaum,2,46
2018,0,40009,Dominic Bozzelli,2,28
2018,0,29479,Scott Brown,2,31
2018,0,24925,Jonathan Byrd,2,22
2018,0,20229,Stewart Cink,2,33
2018,0,34076,Joel Dahmen,2,45
2018,0,35376,Roberto Díaz,2,31
2018,0,25686,Jason Dufner,2,42
2018,0,34099,Harris English,2,30
2018,0,29974,Branden Grace,2,22
2018,0,32448,James Hahn,2,39
2018,0,35421,Brandon Harkins,2,46
2018,0,12716,Charley Hoffman,2,35
2018,0,34174,John Huh,2,37
2018,0,37455,Si Woo Kim,2,29
2018,0,32816,Satoshi Kodaira,2,39
2018,0,35879,Kelly Kraft,2,33
2018,0,23108,Matt Kuchar,2,31
2018,0,26851,Marc Leishman,2,39
2018,0,34409,David Lingmerth,2,32
2018,0,29461,Jamie Lovemark,2,35
2018,0,33204,Shane Lowry,2,33
2018,0,26596,Ryan Moore,2,26
2018,0,46601,Trey Mullinax,2,29
2018,0,25396,Kevin Na,2,34
2018,0,27942,Rob Oppenheim,2,33
2018,0,22056,Cameron Percy,2,15
2018,0,34256,Andrew Putnam,2,38
2018,0,46970,Jon Rahm,2,35
2018,0,34358,Jonathan Randolph,2,33
2018,0,36699,Patrick Rodgers,2,32
2018,0,23621,Rory Sabbatini,2,44
2018,0,30692,Scott Stallings,2,36
2018,0,29485,Brett Stegmaier,2,23
2018,0,21528,Henrik Stenson,2,19
2018,0,27963,Chris Stroud,2,29
2018,0,31560,Brian Stuard,2,33
2018,0,34264,Hudson Swafford,2,41
2018,0,23325,Vaughn Taylor,2,48
2018,0,32150,Michael Thompson,2,28
2018,0,29484,Peter Uihlein,2,44
2018,0,37189,Harold Varner III,2,37
2018,0,27064,Jhonattan Vegas,2,40
2018,0,26951,Johnson Wagner,2,19
2018,0,25892,Steve Wheatcroft,2,19
2018,0,35544,Andrew Yun,2,23
2018,0,33948,Byeong Hun An,1,38
2018,0,33141,Keegan Bradley,1,39
2018,0,29268,Bronson Burgoon,1,26
2018,0,26499,Rafa Cabrera Bello,1,23
2018,0,25364,Paul Casey,1,18
2018,0,20472,Alex Cejka,1,26
2018,0,23541,Ben Crane,1,17
2018,0,45609,Tyler Duncan,1,56
2018,0,19846,Brian Gay,1,37
2018,0,25900,Lucas Glover,1,32
2018,0,28679,Fabián Gómez,1,30
2018,0,20157,Retief Goosen,1,22
2018,0,31646,Emiliano Grillo,1,31
2018,0,33399,Adam Hadwin,1,35
2018,0,34363,Tyrrell Hatton,1,20
2018,0,29420,Billy Horschel,1,35
2018,0,35461,Beau Hossler,1,38
2018,0,21961,Charles Howell III,1,28
2018,0,30925,Dustin Johnson,1,24
2018,0,27974,Sung Kang,1,32
2018,0,30926,Chris Kirk,1,39
2018,0,28775,Nate Lashley,1,18
2018,0,37278,Nicholas Lindheim,1,32
2018,0,24781,Hunter Mahan,1,21
2018,0,34466,Peter Malnati,1,24
2018,0,47993,Denny McCarthy,1,20
2018,0,25572,Graeme McDowell,1,29
2018,0,28237,Rory McIlroy,1,19
2018,0,32640,Troy Merritt,1,33
2018,0,1810,Phil Mickelson,1,34
2018,0,24140,Sean O'Hair,1,28
2018,0,25818,Scott Piercy,1,50
2018,0,32876,Martin Piller,1,38
2018,0,25240,D.A. Points,1,27
2018,0,28252,Seamus Power,1,31
2018,0,22405,Justin Rose,1,27
2018,0,46501,Ollie Schniederjans,1,35
2018,0,24502,Adam Scott,1,42
2018,0,35891,Cameron Smith,1,24
2018,0,30110,Kyle Stanley,1,27
2018,0,29518,Brendan Steele,1,35
2018,0,25834,Daniel Summerhays,1,11
2018,0,47287,Ethan Tracy,1,38
2018,0,32254,Xinjun Zhang,1,48
2017,0,29222,Billy Hurley III,7,36
2017,0,27129,Luke List,7,59
2017,0,29518,Brendan Steele,7,42
2017,0,27214,Kevin Streelman,7,50
2017,0,35545,Blayne Barber,6,42
2017,0,25396,Kevin Na,6,40
2017,0,39324,J.J. Spaun,6,40
2017,0,26289,Boo Weekley,6,59
2017,0,47959,Bryson DeChambeau,5,49
2017,0,35110,Brett Drewitt,5,34
2017,0,29740,Brad Fritsch,5,32
2017,0,24358,Robert Garrigus,5,40
2017,0,29420,Billy Horschel,5,49
2017,0,30944,Jason Kokrak,5,70
2017,0,33413,Ben Martin,5,39
2017,0,36699,Patrick Rodgers,5,48
2017,0,27958,Ryan Blaum,4,39
2017,0,28093,Miguel Angel Carballo,4,29
2017,0,28307,Matt Every,4,38
2017,0,34174,John Huh,4,36
2017,0,27974,Sung Kang,4,47
2017,0,23108,Matt Kuchar,4,40
2017,0,27936,Martin Laird,4,38
2017,0,46732,Rick Lamb,4,22
2017,0,29926,Danny Lee,4,31
2017,0,34409,David Lingmerth,4,32
2017,0,32839,Hideki Matsuyama,4,37
2017,0,25198,Francesco Molinari,4,37
2017,0,34213,Grayson Murray,4,42
2017,0,29289,S.Y. Noh,4,39
2017,0,24140,Sean O'Hair,4,41
2017,0,49771,J.T. Poston,4,34
2017,0,48081,Xander Schauffele,4,42
2017,0,27963,Chris Stroud,4,29
2017,0,25834,Daniel Summerhays,4,38
2017,0,27770,Camilo Villegas,4,34
2017,0,40026,Daniel Berger,3,33
2017,0,28420,Ryan Brehm,3,46
2017,0,25364,Paul Casey,3,27
2017,0,32366,Kevin Chappell,3,51
2017,0,34099,Harris English,3,36
2017,0,25900,Lucas Glover,3,40
2017,0,29974,Branden Grace,3,30
2017,0,31646,Emiliano Grillo,3,43
2017,0,33461,Morgan Hoffmann,3,48
2017,0,35532,Tom Hoge,3,24
2017,0,21961,Charles Howell III,3,28
2017,0,46440,Smylie Kaufman,3,31
2017,0,37455,Si Woo Kim,3,40
2017,0,36689,Brooks Koepka,3,34
2017,0,31420,Anirban Lahiri,3,33
2017,0,35300,Andrew Loupe,3,29
2017,0,29461,Jamie Lovemark,3,40
2017,0,34466,Peter Malnati,3,34
2017,0,25572,Graeme McDowell,3,32
2017,0,32640,Troy Merritt,3,34
2017,0,22046,Geoff Ogilvy,3,30
2017,0,24138,Ian Poulter,3,26
2017,0,24502,Adam Scott,3,23
2017,0,29221,Webb Simpson,3,49
2017,0,34264,Hudson Swafford,3,35
2017,0,37189,Harold Varner III,3,67
2017,0,25892,Steve Wheatcroft,3,21
2017,0,31323,Gary Woodland,3,54
2017,0,33120,Mark Anderson,2,23
2017,0,40058,Zac Blair,2,45
2017,0,24507,Jason Bohn,2,26
2017,0,40009,Dominic Bozzelli,2,32
2017,0,29479,Scott Brown,2,35
2017,0,48084,Wesley Bryan,2,33
2017,0,46443,Brian Campbell,2,18
2017,0,12510,Chad Campbell,2,44
2017,0,34021,Bud Cauley,2,40
2017,0,20472,Alex Cejka,2,36
2017,0,20229,Stewart Cink,2,41
2017,0,25720,Chad Collins,2,27
2017,0,23541,Ben Crane,2,32
2017,0,28089,Jason Day,2,31
2017,0,27436,Graham DeLaet,2,33
2017,0,25686,Jason Dufner,2,55
2017,0,31416,Derek Fathauer,2,30
2017,0,10809,Jim Furyk,2,20
2017,0,21209,Sergio Garcia,2,34
2017,0,20157,Retief Goosen,2,25
2017,0,32448,James Hahn,2,40
2017,0,27644,Brian Harman,2,30
2017,0,23353,J.J. Henry,2,45
2017,0,31557,Jim Herman,2,34
2017,0,27141,J.B. Holmes,2,36
2017,0,24024,Zach Johnson,2,29
2017,0,39975,Michael Kim,2,40
2017,0,37454,Whee Kim,2,33
2017,0,32757,Patton Kizzire,2,45
2017,0,22986,Søren Kjeldsen,2,13
2017,0,33204,Shane Lowry,2,18
2017,0,1810,Phil Mickelson,2,22
2017,0,23800,Bryce Molder,2,27
2017,0,26596,Ryan Moore,2,33
2017,0,20572,Rod Pampling,2,48
2017,0,25345,Carl Pettersson,2,22
2017,0,28252,Seamus Power,2,37
2017,0,46970,Jon Rahm,2,46
2017,0,34358,Jonathan Randolph,2,28
2017,0,23621,Rory Sabbatini,2,31
2017,0,29223,Sam Saunders,2,38
2017,0,30110,Kyle Stanley,2,65
2017,0,33418,Shawn Stefani,2,33
2017,0,29485,Brett Stegmaier,2,35
2017,0,25493,Nick Taylor,2,59
2017,0,32333,Kevin Tway,2,31
2017,0,27064,Jhonattan Vegas,2,48
2017,0,26951,Johnson Wagner,2,33
2017,0,25349,Tim Wilkinson,2,20
2017,0,20771,Steven Alker,1,26
2017,0,33948,Byeong Hun An,1,32
2017,0,22371,Aaron Baddeley,1,18
2017,0,24846,Ricky Barnes,1,22
2017,0,27895,Jonas Blixt,1,28
2017,0,33141,Keegan Bradley,1,54
2017,0,26499,Rafa Cabrera Bello,1,25
2017,0,32200,Roberto Castro,1,42
2017,0,20593,Greg Chalmers,1,28
2017,0,24357,K.J. Choi,1,17
2017,0,29725,Tony Finau,1,47
2017,0,28500,Martin Flores,1,32
2017,0,32102,Rickie Fowler,1,33
2017,0,28679,Fabián Gómez,1,25
2017,0,29720,Andres Gonzales,1,40
2017,0,39954,Cody Gribble,1,30
2017,0,33399,Adam Hadwin,1,39
2017,0,46550,Brandon Hagy,1,44
2017,0,34098,Russell Henley,1,38
2017,0,36801,Mark Hubbard,1,29
2017,0,30852,Ryo Ishikawa,1,19
2017,0,30925,Dustin Johnson,1,29
2017,0,29478,Kevin Kisner,1,37
2017,0,33122,Russell Knox,1,41
2017,0,35879,Kelly Kraft,1,35
2017,0,26851,Marc Leishman,1,29
2017,0,27466,Spencer Levin,1,33
2017,0,37278,Nicholas Lindheim,1,31
2017,0,24781,Hunter Mahan,1,41
2017,0,31202,William McGirt,1,42
2017,0,28237,Rory McIlroy,1,25
2017,0,26329,Louis Oosthuizen,1,25
2017,0,29908,C.T. Pan,1,44
2017,0,22056,Cameron Percy,1,37
2017,0,24361,Pat Perez,1,36
2017,0,25240,D.A. Points,1,33
2017,0,34360,Patrick Reed,1,26
2017,0,29476,Kyle Reifers,1,40
2017,0,23497,Tag Ridings,1,25
2017,0,22405,Justin Rose,1,26
2017,0,46501,Ollie Schniederjans,1,41
2017,0,35891,Cameron Smith,1,34
2017,0,27649,Brandt Snedeker,1,25
2017,0,34046,Jordan Spieth,1,20
2017,0,34431,Robert Streb,1,46
2017,0,31560,Brian Stuard,1,25
2017,0,33448,Justin Thomas,1,31
2017,0,28132,Tyrone Van Aswegen,1,46
2017,0,25632,Jimmy Walker,1,29
2017,0,27095,Nick Watney,1,33
2016,0,33413,Ben Martin,7,47
2016,0,27064,Jhonattan Vegas,7,49
2016,0,33141,Keegan Bradley,6,34
2016,0,36699,Patrick Rodgers,6,46
2016,0,25892,Steve Wheatcroft,6,45
2016,0,35545,Blayne Barber,5,45
2016,0,22892,Jason Gore,5,39
2016,0,24924,Bill Haas,5,34
2016,0,33399,Adam Hadwin,5,31
2016,0,29420,Billy Horschel,5,32
2016,0,23800,Bryce Molder,5,24
2016,0,25198,Francesco Molinari,5,28
2016,0,25818,Scott Piercy,5,36
2016,0,35451,Scott Pinckney,5,56
2016,0,34264,Hudson Swafford,5,53
2016,0,33448,Justin Thomas,5,38
2016,0,22371,Aaron Baddeley,4,39
2016,0,23541,Ben Crane,4,30
2016,0,27436,Graham DeLaet,4,40
2016,0,29725,Tony Finau,4,38
2016,0,29720,Andres Gonzales,4,38
2016,0,34563,Chesson Hadley,4,37
2016,0,24024,Zach Johnson,4,34
2016,0,8075,Jerry Kelly,4,28
2016,0,39975,Michael Kim,4,46
2016,0,34409,David Lingmerth,4,26
2016,0,27129,Luke List,4,48
2016,0,32839,Hideki Matsuyama,4,36
2016,0,29289,S.Y. Noh,4,34
2016,0,23320,Ryan Palmer,4,49
2016,0,29223,Sam Saunders,4,26
2016,0,6567,Vijay Singh,4,32
2016,0,30692,Scott Stallings,4,31
2016,0,37189,Harold Varner III,4,67
2016,0,10885,Robert Allenby,3,26
2016,0,20098,Stuart Appleby,3,25
2016,0,25274,Steven Bowditch,3,36
2016,0,29268,Bronson Burgoon,3,34
2016,0,24357,K.J. Choi,3,29
2016,0,34262,Jon Curran,3,33
2016,0,23983,Luke Donald,3,20
2016,0,25686,Jason Dufner,3,50
2016,0,24358,Robert Garrigus,3,37
2016,0,25900,Lucas Glover,3,33
2016,0,32448,James Hahn,3,36
2016,0,34098,Russell Henley,3,33
2016,0,35532,Tom Hoge,3,33
2016,0,29222,Billy Hurley III,3,22
2016,0,46440,Smylie Kaufman,3,29
2016,0,33122,Russell Knox,3,40
2016,0,27936,Martin Laird,3,40
2016,0,29461,Jamie Lovemark,3,47
2016,0,24912,Will MacKenzie,3,42
2016,0,25396,Kevin Na,3,28
2016,0,33667,Carlos Ortiz,3,35
2016,0,20691,Greg Owen,3,55
2016,0,26476,Chez Reavie,3,46
2016,0,29476,Kyle Reifers,3,43
2016,0,29221,Webb Simpson,3,37
2016,0,27649,Brandt Snedeker,3,32
2016,0,33418,Shawn Stefani,3,43
2016,0,34431,Robert Streb,3,42
2016,0,25493,Nick Taylor,3,33
2016,0,2206,David Toms,3,30
2016,0,33419,Cameron Tringale,3,43
2016,0,28132,Tyrone Van Aswegen,3,49
2016,0,27770,Camilo Villegas,3,38
2016,0,26289,Boo Weekley,3,40
2016,0,24846,Ricky Barnes,2,24
2016,0,29479,Scott Brown,2,27
2016,0,20848,Ángel Cabrera,2,31
2016,0,12510,Chad Campbell,2,42
2016,0,20229,Stewart Cink,2,33
2016,0,25720,Chad Collins,2,28
2016,0,24494,Erik Compton,2,17
2016,0,20104,Ken Duke,2,31
2016,0,21209,Sergio Garcia,2,18
2016,0,28679,Fabián Gómez,2,46
2016,0,31646,Emiliano Grillo,2,43
2016,0,27644,Brian Harman,2,43
2016,0,20766,Padraig Harrington,2,22
2016,0,23353,J.J. Henry,2,32
2016,0,31557,Jim Herman,2,46
2016,0,12716,Charley Hoffman,2,44
