YEAR,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,0,52372,Cameron Champ,60.00%,30,18
2024,0,29478,Kevin Kisner,58.62%,29,17
2024,0,50188,S.H. Kim,57.78%,45,26
2024,0,40098,Matt Fitzpatrick,57.50%,40,23
2024,0,22405,Justin Rose,57.14%,35,20
2024,0,46340,Alex Smalley,57.14%,42,24
2024,0,47591,Eric Cole,55.22%,67,37
2024,0,24502,Adam Scott,55.17%,29,16
2024,0,50493,Justin Suh,54.72%,53,29
2024,0,34256,Andrew Putnam,54.55%,44,24
2024,0,34098,Russell Henley,54.17%,48,26
2024,0,33408,Tyson Alexander,53.85%,39,21
2024,0,50525,Collin Morikawa,53.57%,56,30
2024,0,39977,Max Homa,53.49%,43,23
2024,0,59866,Nick Dunlap,53.06%,49,26
2024,0,34021,Bud Cauley,52.94%,34,18
2024,0,57900,Chandler Phillips,52.78%,36,19
2024,0,54783,Dylan Wu,52.27%,44,23
2024,0,56149,Wilson Furr,51.72%,29,15
2024,0,24024,Zach Johnson,51.61%,31,16
2024,0,51894,Vince Whaley,51.61%,31,16
2024,0,60067,Joe Highsmith,51.11%,45,23
2024,0,51349,Nico Echavarria,51.06%,47,24
2024,0,33653,Thomas Detry,51.02%,49,25
2024,0,47504,Sam Burns,50.00%,44,22
2024,0,32757,Patton Kizzire,50.00%,36,18
2024,0,27936,Martin Laird,50.00%,34,17
2024,0,28237,Rory McIlroy,50.00%,32,16
2024,0,47806,Raul Pereda,50.00%,28,14
2024,0,37275,Sam Ryder,50.00%,44,22
2024,0,38991,Alejandro Tosti,50.00%,44,22
2024,0,35617,Martin Trainer,50.00%,32,16
2024,0,49947,Taylor Moore,49.25%,67,33
2024,0,56630,Akshay Bhatia,48.98%,49,24
2024,0,34563,Chesson Hadley,48.78%,41,20
2024,0,51070,Vincent Norrman,48.00%,25,12
2024,0,28420,Ryan Brehm,47.83%,23,11
2024,0,34466,Peter Malnati,47.83%,46,22
2024,0,46113,Ryan McCormick,47.62%,21,10
2024,0,36801,Mark Hubbard,47.54%,61,29
2024,0,35310,Lanto Griffin,47.50%,40,19
2024,0,22371,Aaron Baddeley,47.37%,38,18
2024,0,40058,Zac Blair,47.37%,57,27
2024,0,48084,Wesley Bryan,47.37%,19,9
2024,0,36799,Stephan Jaeger,47.17%,53,25
2024,0,36871,Matt NeSmith,47.06%,34,16
2024,0,33948,Byeong Hun An,46.94%,49,23
2024,0,35506,Mackenzie Hughes,46.67%,60,28
2024,0,47993,Denny McCarthy,46.55%,58,27
2024,0,25493,Nick Taylor,46.55%,58,27
2024,0,36326,David Lipsky,46.43%,28,13
2024,0,54591,Ben Griffin,46.15%,65,30
2024,0,58168,Davis Thompson,46.15%,52,24
2024,0,34255,Joseph Bramlett,46.00%,50,23
2024,0,39975,Michael Kim,46.00%,50,23
2024,0,39327,Ben Silverman,46.00%,50,23
2024,0,45242,Kevin Yu,45.95%,37,17
2024,0,50095,Austin Smotherman,45.83%,24,11
2024,0,55454,Carl Yuan,45.83%,24,11
2024,0,40250,Taylor Pendrith,45.76%,59,27
2024,0,46441,Robby Shelton,45.71%,35,16
2024,0,37455,Si Woo Kim,45.45%,44,20
2024,0,52375,Doug Ghim,45.24%,42,19
2024,0,55789,Taylor Montgomery,45.16%,31,14
2024,0,37212,Paul Barjon,45.00%,20,9
2024,0,29420,Billy Horschel,45.00%,40,18
2024,0,57975,Harry Hall,44.90%,49,22
2024,0,28775,Nate Lashley,44.83%,29,13
2024,0,33204,Shane Lowry,44.83%,29,13
2024,0,48153,Matthieu Pavon,44.83%,29,13
2024,0,48081,Xander Schauffele,44.68%,47,21
2024,0,49771,J.T. Poston,44.44%,45,20
2024,0,27770,Camilo Villegas,44.44%,27,12
2024,0,51696,Rico Hoey,44.19%,43,19
2024,0,52514,Trace Crowe,44.12%,34,15
2024,0,52453,Nicolai Højgaard,44.12%,34,15
2024,0,29908,C.T. Pan,44.12%,34,15
2024,0,51997,Andrew Novak,44.00%,50,22
2024,0,27649,Brandt Snedeker,43.90%,41,18
2024,0,36884,Ben Kohles,43.64%,55,24
2024,0,47995,Davis Riley,43.48%,46,20
2024,0,30927,Brendon Todd,43.48%,69,30
2024,0,27064,Jhonattan Vegas,43.40%,53,23
2024,0,29936,Ryan Fox,43.14%,51,22
2024,0,39971,Sungjae Im,43.14%,51,22
2024,0,52374,Brandon Wu,42.86%,42,18
2024,0,29535,Brice Garnett,42.42%,33,14
2024,0,27214,Kevin Streelman,42.42%,33,14
2024,0,36699,Patrick Rodgers,42.37%,59,25
2024,0,32102,Rickie Fowler,42.22%,45,19
2024,0,31646,Emiliano Grillo,42.22%,45,19
2024,0,35461,Beau Hossler,42.11%,57,24
2024,0,51766,Wyndham Clark,42.00%,50,21
2024,0,23320,Ryan Palmer,41.67%,24,10
2024,0,57366,Cameron Young,41.67%,60,25
2024,0,35532,Tom Hoge,41.54%,65,27
2024,0,32367,Jorge Campillo,41.38%,29,12
2024,0,59095,Chris Gotterup,41.30%,46,19
2024,0,40162,Justin Lower,41.18%,51,21
2024,0,34099,Harris English,41.03%,39,16
2024,0,55893,Sam Stevens,40.98%,61,25
2024,0,27139,David Skinns,40.91%,44,18
2024,0,47988,Nick Hardy,40.82%,49,20
2024,0,40006,Erik van Rooyen,40.82%,49,20
2024,0,47420,Jake Knapp,40.74%,54,22
2024,0,60004,Jacob Bridgeman,40.54%,37,15
2024,0,51977,Max Greyserman,40.48%,42,17
2024,0,51287,Ryo Hisatsune,40.48%,42,17
2024,0,49960,Sepp Straka,40.00%,45,18
2024,0,54628,Lee Hodges,39.66%,58,23
2024,0,29725,Tony Finau,39.53%,43,17
2024,0,52513,Carson Young,39.34%,61,24
2024,0,46414,Aaron Rai,39.13%,46,18
2024,0,45522,Christiaan Bezuidenhout,39.02%,41,16
2024,0,45157,Cam Davis,39.02%,41,16
2024,0,40115,Adam Svensson,38.98%,59,23
2024,0,45609,Tyler Duncan,38.89%,36,14
2024,0,55708,Hayden Buckley,38.30%,47,18
2024,0,27644,Brian Harman,38.30%,47,18
2024,0,47663,Kevin Dougherty,38.24%,34,13
2024,0,32366,Kevin Chappell,38.10%,21,8
2024,0,47679,Victor Perez,38.10%,42,16
2024,0,37378,Min Woo Lee,37.84%,37,14
2024,0,32791,K.H. Lee,37.74%,53,20
2024,0,57362,Austin Eckroat,37.70%,61,23
2024,0,26596,Ryan Moore,37.50%,40,15
2024,0,27330,Josh Teater,37.50%,24,9
2024,0,52666,Sami Valimaki,37.21%,43,16
2024,0,54576,Patrick Fishburn,37.04%,27,10
2024,0,55182,Tom Kim,36.96%,46,17
2024,0,39997,Corey Conners,36.84%,57,21
2024,0,33141,Keegan Bradley,36.73%,49,18
2024,0,39546,Keith Mitchell,36.73%,49,18
2024,0,27129,Luke List,36.59%,41,15
2024,0,25900,Lucas Glover,36.54%,52,19
2024,0,51634,Sahith Theegala,36.36%,55,20
2024,0,23108,Matt Kuchar,36.17%,47,17
2024,0,48867,Matti Schmid,36.11%,36,13
2024,0,33968,Thorbjørn Olesen,35.90%,39,14
2024,0,35450,Patrick Cantlay,35.48%,31,11
2024,0,30911,Tommy Fleetwood,35.14%,37,13
2024,0,28252,Seamus Power,35.09%,57,20
2024,0,59442,Parker Coody,34.48%,29,10
2024,0,33448,Justin Thomas,34.21%,38,13
2024,0,48117,Kurt Kitayama,34.15%,41,14
2024,0,32839,Hideki Matsuyama,34.09%,44,15
2024,0,46442,Maverick McNealy,33.96%,53,18
2024,0,60767,Blaine Hale Jr.,33.33%,30,10
2024,0,46717,Viktor Hovland,33.33%,39,13
2024,0,32640,Troy Merritt,33.33%,48,16
2024,0,34046,Jordan Spieth,33.33%,33,11
2024,0,48887,Matt Wallace,33.33%,39,13
2024,0,47347,Adam Schenk,32.76%,58,19
2024,0,52955,Ludvig Åberg,32.73%,55,18
2024,0,12716,Charley Hoffman,32.61%,46,15
2024,0,39324,J.J. Spaun,32.61%,46,15
2024,0,52215,Robert MacIntyre,32.56%,43,14
2024,0,47983,Chad Ramey,32.43%,37,12
2024,0,28089,Jason Day,32.35%,34,11
2024,0,30926,Chris Kirk,31.82%,44,14
2024,0,30163,Henrik Norlander,31.82%,22,7
2024,0,48319,Tom Whitney,31.58%,38,12
2024,0,33399,Adam Hadwin,31.43%,35,11
2024,0,33486,Roger Sloan,31.25%,32,10
2024,0,54421,Garrick Higgo,31.11%,45,14
2024,0,32070,Rafael Campos,31.03%,29,9
2024,0,27349,Alex Noren,31.03%,29,9
2024,0,59143,Mac Meissner,30.77%,39,12
2024,0,48119,Ben Taylor,30.77%,39,12
2024,0,40026,Daniel Berger,30.56%,36,11
2024,0,29221,Webb Simpson,30.56%,36,11
2024,0,50484,Hayden Springer,30.56%,36,11
2024,0,47483,Will Zalatoris,30.30%,33,10
2024,0,31323,Gary Woodland,30.23%,43,13
2024,0,34076,Joel Dahmen,30.00%,60,18
2024,0,51890,Greyson Sigg,30.00%,40,12
2024,0,34587,Chan Kim,29.79%,47,14
2024,0,26476,Chez Reavie,29.63%,27,8
2024,0,46046,Scottie Scheffler,29.41%,34,10
2024,0,59836,Pierceson Coody,28.95%,38,11
2024,0,34374,Erik Barnes,27.78%,36,10
