YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
2024,1,0,23108,Matt Kuchar,4,23
2024,2,0,40058,Zac Blair,3,36
2024,2,0,39997,Corey Conners,3,35
2024,2,0,45157,Cam Davis,3,31
2024,2,0,34563,Chesson Hadley,3,28
2024,2,0,29478,Kevin Kisner,3,34
2024,2,0,36884,Ben Kohles,3,46
2024,2,0,34466,Peter Malnati,3,29
2024,2,0,48867,Matti Schmid,3,38
2024,2,0,33486,Roger Sloan,3,28
2024,2,0,30927,Brendon Todd,3,41
2024,2,0,48319,Tom Whitney,3,38
2024,2,0,54783,Dylan Wu,3,37
2024,14,0,33408,Tyson Alexander,2,31
2024,14,0,37212,Paul Barjon,2,29
2024,14,0,40026,Daniel Berger,2,27
2024,14,0,29936,Ryan Fox,2,31
2024,14,0,60067,Joe Highsmith,2,32
2024,14,0,51696,Rico Hoey,2,38
2024,14,0,35532,Tom Hoge,2,34
2024,14,0,39977,Max Homa,2,34
2024,14,0,36801,Mark Hubbard,2,37
2024,14,0,34587,Chan Kim,2,48
2024,14,0,30926,Chris Kirk,2,31
2024,14,0,48117,Kurt Kitayama,2,34
2024,14,0,28775,Nate Lashley,2,36
2024,14,0,32791,K.H. Lee,2,35
2024,14,0,37378,Min Woo Lee,2,23
2024,14,0,40162,Justin Lower,2,40
2024,14,0,46113,Ryan McCormick,2,27
2024,14,0,51997,Andrew Novak,2,23
2024,14,0,57900,Chandler Phillips,2,33
2024,14,0,47995,Davis Riley,2,30
2024,14,0,46046,Scottie Scheffler,2,19
2024,14,0,46441,Robby Shelton,2,34
2024,14,0,51890,Greyson Sigg,2,35
2024,14,0,27649,Brandt Snedeker,2,35
2024,14,0,50484,Hayden Springer,2,34
2024,14,0,27330,Josh Teater,2,31
2024,14,0,38991,Alejandro Tosti,2,51
2024,14,0,55454,Carl Yuan,2,39
2024,42,0,33948,Byeong Hun An,1,33
2024,42,0,22371,Aaron Baddeley,1,21
2024,42,0,34374,Erik Barnes,1,23
2024,42,0,33141,Keegan Bradley,1,27
2024,42,0,34255,Joseph Bramlett,1,53
2024,42,0,28420,Ryan Brehm,1,29
2024,42,0,60004,Jacob Bridgeman,1,27
2024,42,0,48084,Wesley Bryan,1,17
2024,42,0,32070,Rafael Campos,1,35
2024,42,0,52372,Cameron Champ,1,24
2024,42,0,51766,Wyndham Clark,1,21
2024,42,0,47591,Eric Cole,1,32
2024,42,0,52514,Trace Crowe,1,23
2024,42,0,47663,Kevin Dougherty,1,32
2024,42,0,59866,Nick Dunlap,1,34
2024,42,0,34099,Harris English,1,32
2024,42,0,29725,Tony Finau,1,33
2024,42,0,54576,Patrick Fishburn,1,27
2024,42,0,56149,Wilson Furr,1,33
2024,42,0,25900,Lucas Glover,1,27
2024,42,0,54591,Ben Griffin,1,36
2024,42,0,35310,Lanto Griffin,1,40
2024,42,0,33399,Adam Hadwin,1,30
2024,42,0,57975,Harry Hall,1,27
2024,42,0,47988,Nick Hardy,1,43
2024,42,0,54421,Garrick Higgo,1,21
2024,42,0,54628,Lee Hodges,1,37
2024,42,0,12716,Charley Hoffman,1,32
2024,42,0,46717,Viktor Hovland,1,21
2024,42,0,39971,Sungjae Im,1,34
2024,42,0,39975,Michael Kim,1,27
2024,42,0,50188,S.H. Kim,1,42
2024,42,0,37455,Si Woo Kim,1,24
2024,42,0,32757,Patton Kizzire,1,32
2024,42,0,27936,Martin Laird,1,34
2024,42,0,36326,David Lipsky,1,38
2024,42,0,47993,Denny McCarthy,1,25
2024,42,0,28237,Rory McIlroy,1,25
2024,42,0,59143,Mac Meissner,1,26
2024,42,0,32640,Troy Merritt,1,29
2024,42,0,39546,Keith Mitchell,1,46
2024,42,0,26596,Ryan Moore,1,44
2024,42,0,49947,Taylor Moore,1,33
2024,42,0,36871,Matt NeSmith,1,33
2024,42,0,30163,Henrik Norlander,1,22
2024,42,0,33968,Thorbjørn Olesen,1,16
2024,42,0,29908,C.T. Pan,1,23
2024,42,0,40250,Taylor Pendrith,1,28
2024,42,0,34256,Andrew Putnam,1,28
2024,42,0,22405,Justin Rose,1,27
2024,42,0,37275,Sam Ryder,1,39
2024,42,0,29221,Webb Simpson,1,27
2024,42,0,27139,David Skinns,1,28
2024,42,0,39324,J.J. Spaun,1,28
2024,42,0,49960,Sepp Straka,1,23
2024,42,0,40115,Adam Svensson,1,57
2024,42,0,48699,Callum Tarren,1,47
2024,42,0,48119,Ben Taylor,1,19
2024,42,0,51634,Sahith Theegala,1,42
2024,42,0,58168,Davis Thompson,1,36
2024,42,0,40006,Erik van Rooyen,1,34
2024,42,0,27770,Camilo Villegas,1,29
2024,42,0,48887,Matt Wallace,1,41
2024,42,0,31323,Gary Woodland,1,41
2024,42,0,52374,Brandon Wu,1,38
2024,42,0,45242,Kevin Yu,1,37
2023,1,0,25900,Lucas Glover,4,47
2023,1,0,35901,Paul Haley II,4,49
2023,1,0,29221,Webb Simpson,4,26
2023,4,0,45157,Cam Davis,3,49
2023,4,0,59018,Ryan Gerard,3,30
2023,4,0,34563,Chesson Hadley,3,36
2023,4,0,36801,Mark Hubbard,3,32
2023,4,0,40162,Justin Lower,3,39
2023,4,0,24502,Adam Scott,3,19
2023,4,0,49960,Sepp Straka,3,29
2023,4,0,27214,Kevin Streelman,3,48
2023,4,0,51634,Sahith Theegala,3,28
2023,4,0,45242,Kevin Yu,3,35
2023,14,0,40058,Zac Blair,2,31
2023,14,0,48084,Wesley Bryan,2,23
2023,14,0,40098,Matt Fitzpatrick,2,18
2023,14,0,56762,Will Gordon,2,49
2023,14,0,34098,Russell Henley,2,34
2023,14,0,24024,Zach Johnson,2,24
2023,14,0,55182,Tom Kim,2,31
2023,14,0,32757,Patton Kizzire,2,38
2023,14,0,32816,Satoshi Kodaira,2,42
2023,14,0,27936,Martin Laird,2,44
2023,14,0,51491,Brandon Matthews,2,34
2023,14,0,51950,Max McGreevy,2,37
2023,14,0,24140,Sean O'Hair,2,24
2023,14,0,26476,Chez Reavie,2,45
2023,14,0,53165,Doc Redman,2,46
2023,14,0,48867,Matti Schmid,2,26
2023,14,0,30692,Scott Stallings,2,49
2023,14,0,30927,Brendon Todd,2,30
2023,14,0,40006,Erik van Rooyen,2,33
2023,14,0,55454,Carl Yuan,2,43
2023,34,0,33408,Tyson Alexander,1,31
2023,34,0,56630,Akshay Bhatia,1,34
2023,34,0,52372,Cameron Champ,1,33
2023,34,0,51349,Nico Echavarria,1,20
2023,34,0,47079,Harrison Endycott,1,44
2023,34,0,34099,Harris English,1,32
2023,34,0,29725,Tony Finau,1,41
2023,34,0,29970,Dylan Frittelli,1,25
2023,34,0,29535,Brice Garnett,1,25
2023,34,0,52375,Doug Ghim,1,46
2023,34,0,31577,Tano Goya,1,50
2023,34,0,51414,Brent Grant,1,48
2023,34,0,27554,Scott Harrington,1,33
2023,34,0,34363,Tyrrell Hatton,1,24
2023,34,0,39058,Lucas Herbert,1,17
2023,34,0,31557,Jim Herman,1,46
2023,34,0,49298,Kramer Hickok,1,53
2023,34,0,54421,Garrick Higgo,1,44
2023,34,0,54628,Lee Hodges,1,43
2023,34,0,35532,Tom Hoge,1,33
2023,34,0,29420,Billy Horschel,1,26
2023,34,0,35506,Mackenzie Hughes,1,23
2023,34,0,36799,Stephan Jaeger,1,52
2023,34,0,39975,Michael Kim,1,30
2023,34,0,37455,Si Woo Kim,1,41
2023,34,0,48117,Kurt Kitayama,1,33
2023,34,0,35879,Kelly Kraft,1,28
2023,34,0,58696,Peter Kuest,1,19
2023,34,0,32791,K.H. Lee,1,39
2023,34,0,34409,David Lingmerth,1,26
2023,34,0,27129,Luke List,1,47
2023,34,0,33204,Shane Lowry,1,22
2023,34,0,34466,Peter Malnati,1,36
2023,34,0,28237,Rory McIlroy,1,16
2023,34,0,32640,Troy Merritt,1,52
2023,34,0,55789,Taylor Montgomery,1,34
2023,34,0,36724,Augusto Núñez,1,41
2023,34,0,23320,Ryan Palmer,1,35
2023,34,0,49771,J.T. Poston,1,32
2023,34,0,46970,Jon Rahm,1,29
2023,34,0,36699,Patrick Rodgers,1,34
2023,34,0,22405,Justin Rose,1,27
2023,34,0,39335,Kevin Roy,1,35
2023,34,0,37275,Sam Ryder,1,28
2023,34,0,46340,Alex Smalley,1,52
2023,34,0,50095,Austin Smotherman,1,49
2023,34,0,39324,J.J. Spaun,1,44
2023,34,0,34046,Jordan Spieth,1,28
2023,34,0,55893,Sam Stevens,1,36
2023,34,0,34431,Robert Streb,1,34
2023,34,0,31560,Brian Stuard,1,13
2023,34,0,40115,Adam Svensson,1,45
2023,34,0,58168,Davis Thompson,1,40
2023,34,0,35617,Martin Trainer,1,31
2023,34,0,25632,Jimmy Walker,1,40
2023,34,0,58967,Trevor Werbylo,1,30
2023,34,0,32139,Danny Willett,1,24
2023,34,0,52374,Brandon Wu,1,36
2023,34,0,54783,Dylan Wu,1,42
2023,34,0,52513,Carson Young,1,31
2022,1,0,25900,Lucas Glover,5,58
2022,2,0,48084,Wesley Bryan,4,22
2022,2,0,36799,Stephan Jaeger,4,47
2022,4,0,27129,Luke List,3,57
2022,4,0,32640,Troy Merritt,3,35
2022,4,0,26476,Chez Reavie,3,42
2022,4,0,49960,Sepp Straka,3,34
2022,8,0,34255,Joseph Bramlett,2,45
2022,8,0,39436,Joshua Creel,2,19
2022,8,0,45157,Cam Davis,2,28
2022,8,0,35110,Brett Drewitt,2,23
2022,8,0,25686,Jason Dufner,2,31
2022,8,0,52375,Doug Ghim,2,38
2022,8,0,35310,Lanto Griffin,2,26
2022,8,0,34174,John Huh,2,30
2022,8,0,27974,Sung Kang,2,40
2022,8,0,32757,Patton Kizzire,2,50
2022,8,0,33122,Russell Knox,2,37
2022,8,0,27936,Martin Laird,2,39
2022,8,0,35449,Adam Long,2,39
2022,8,0,33667,Carlos Ortiz,2,23
2022,8,0,23320,Ryan Palmer,2,28
2022,8,0,25818,Scott Piercy,2,35
2022,8,0,24138,Ian Poulter,2,18
2022,8,0,23621,Rory Sabbatini,2,27
2022,8,0,27139,David Skinns,2,21
2022,8,0,30692,Scott Stallings,2,43
2022,8,0,25493,Nick Taylor,2,43
2022,8,0,33419,Cameron Tringale,2,31
2022,8,0,40006,Erik van Rooyen,2,22
2022,8,0,37189,Harold Varner III,2,27
2022,8,0,31323,Gary Woodland,2,26
2022,8,0,57366,Cameron Young,2,39
2022,34,0,37212,Paul Barjon,1,35
2022,34,0,27895,Jonas Blixt,1,19
2022,34,0,33141,Keegan Bradley,1,22
2022,34,0,55708,Hayden Buckley,1,42
2022,34,0,47504,Sam Burns,1,24
2022,34,0,32366,Kevin Chappell,1,23
2022,34,0,51766,Wyndham Clark,1,27
2022,34,0,34076,Joel Dahmen,1,40
2022,34,0,23983,Luke Donald,1,25
2022,34,0,29725,Tony Finau,1,30
2022,34,0,31646,Emiliano Grillo,1,31
2022,34,0,33399,Adam Hadwin,1,31
2022,34,0,46550,Brandon Hagy,1,44
2022,34,0,27644,Brian Harman,1,28
2022,34,0,31557,Jim Herman,1,24
2022,34,0,12716,Charley Hoffman,1,27
2022,34,0,24024,Zach Johnson,1,20
2022,34,0,26300,Matt Jones,1,28
2022,34,0,37455,Si Woo Kim,1,42
2022,34,0,48117,Kurt Kitayama,1,26
2022,34,0,32816,Satoshi Kodaira,1,17
2022,34,0,30944,Jason Kokrak,1,17
2022,34,0,49766,Hank Lebioda,1,38
2022,34,0,32839,Hideki Matsuyama,1,24
2022,34,0,47993,Denny McCarthy,1,35
2022,34,0,51950,Max McGreevy,1,21
2022,34,0,28237,Rory McIlroy,1,28
2022,34,0,48822,Sebastián Muñoz,1,45
2022,34,0,45486,Joaquin Niemann,1,28
2022,34,0,29908,C.T. Pan,1,37
2022,34,0,40250,Taylor Pendrith,1,39
2022,34,0,49771,J.T. Poston,1,36
2022,34,0,34256,Andrew Putnam,1,41
2022,34,0,46414,Aaron Rai,1,31
2022,34,0,22405,Justin Rose,1,15
2022,34,0,37275,Sam Ryder,1,44
2022,34,0,51890,Greyson Sigg,1,28
2022,34,0,27649,Brandt Snedeker,1,24
2022,34,0,39324,J.J. Spaun,1,36
2022,34,0,34046,Jordan Spieth,1,31
2022,34,0,31560,Brian Stuard,1,39
2022,34,0,35617,Martin Trainer,1,30
2022,34,0,28114,Dawie van der Walt,1,34
2022,34,0,27770,Camilo Villegas,1,20
2022,34,0,48887,Matt Wallace,1,23
2022,34,0,51894,Vince Whaley,1,18
2022,34,0,32139,Danny Willett,1,20
2022,34,0,49964,Aaron Wise,1,40
2022,34,0,45540,Jared Wolfe,1,29
2022,34,0,56278,Matthew Wolff,1,18
2022,34,0,54783,Dylan Wu,1,25
2022,34,0,47483,Will Zalatoris,1,24
2021,1,0,45157,Cam Davis,6,51
2021,1,0,27974,Sung Kang,6,45
2021,3,0,48822,Sebastián Muñoz,5,52
2021,4,0,25686,Jason Dufner,4,49
2021,4,0,25900,Lucas Glover,4,52
2021,4,0,46441,Robby Shelton,4,42
2021,7,0,46402,Talor Gooch,3,41
2021,7,0,35310,Lanto Griffin,3,32
2021,7,0,33490,Bo Hoag,3,40
2021,7,0,1810,Phil Mickelson,3,37
2021,7,0,39546,Keith Mitchell,3,39
2021,7,0,25396,Kevin Na,3,33
2021,7,0,40006,Erik van Rooyen,3,34
2021,7,0,27095,Nick Watney,3,28
2021,7,0,47128,Richy Werenski,3,38
2021,16,0,33948,Byeong Hun An,2,42
2021,16,0,33404,Chris Baker,2,20
2021,16,0,25364,Paul Casey,2,31
2021,16,0,39997,Corey Conners,2,43
2021,16,0,34076,Joel Dahmen,2,32
2021,16,0,23983,Luke Donald,2,25
2021,16,0,30911,Tommy Fleetwood,2,27
2021,16,0,33399,Adam Hadwin,2,38
2021,16,0,33597,Harry Higgs,2,27
2021,16,0,39971,Sungjae Im,2,46
2021,16,0,35230,Nelson Ledesma,2,21
2021,16,0,27129,Luke List,2,45
2021,16,0,24140,Sean O'Hair,2,27
2021,16,0,27942,Rob Oppenheim,2,31
2021,16,0,24502,Adam Scott,2,25
2021,16,0,27214,Kevin Streelman,2,39
2021,16,0,27330,Josh Teater,2,19
2021,16,0,33448,Justin Thomas,2,31
2021,16,0,23788,D.J. Trahan,2,33
2021,16,0,33419,Cameron Tringale,2,29
2021,16,0,35658,Kris Ventura,2,25
2021,16,0,25804,Bubba Watson,2,42
2021,38,0,45526,Abraham Ancer,1,36
2021,38,0,33120,Mark Anderson,1,11
2021,38,0,40026,Daniel Berger,1,27
2021,38,0,34255,Joseph Bramlett,1,35
2021,38,0,28420,Ryan Brehm,1,24
2021,38,0,20229,Stewart Cink,1,31
2021,38,0,51766,Wyndham Clark,1,28
2021,38,0,46435,Austin Cook,1,24
2021,38,0,34099,Harris English,1,35
2021,38,0,40098,Matt Fitzpatrick,1,29
2021,38,0,48045,Michael Gellerman,1,17
2021,38,0,52375,Doug Ghim,1,49
2021,38,0,32618,Rhein Gibson,1,14
2021,38,0,56762,Will Gordon,1,51
2021,38,0,29974,Branden Grace,1,16
2021,38,0,31646,Emiliano Grillo,1,41
2021,38,0,46550,Brandon Hagy,1,31
2021,38,0,27644,Brian Harman,1,25
2021,38,0,27554,Scott Harrington,1,36
2021,38,0,34363,Tyrrell Hatton,1,14
2021,38,0,26758,David Hearn,1,28
2021,38,0,34098,Russell Henley,1,36
2021,38,0,49298,Kramer Hickok,1,36
2021,38,0,27141,J.B. Holmes,1,26
2021,38,0,46717,Viktor Hovland,1,36
2021,38,0,35506,Mackenzie Hughes,1,23
2021,38,0,34174,John Huh,1,38
2021,38,0,30925,Dustin Johnson,1,27
2021,38,0,30926,Chris Kirk,1,25
2021,38,0,29478,Kevin Kisner,1,30
2021,38,0,32816,Satoshi Kodaira,1,43
2021,38,0,30944,Jason Kokrak,1,31
2021,38,0,27936,Martin Laird,1,53
2021,38,0,28775,Nate Lashley,1,25
2021,38,0,29926,Danny Lee,1,42
2021,38,0,32791,K.H. Lee,1,47
2021,38,0,26851,Marc Leishman,1,27
2021,38,0,35104,Tom Lewis,1,40
2021,38,0,35449,Adam Long,1,24
2021,38,0,32839,Hideki Matsuyama,1,41
2021,38,0,40042,Tyler McCumber,1,38
2021,38,0,32640,Troy Merritt,1,49
2021,38,0,34213,Grayson Murray,1,31
2021,38,0,36871,Matthew NeSmith,1,55
2021,38,0,30163,Henrik Norlander,1,49
2021,38,0,33667,Carlos Ortiz,1,34
2021,38,0,29908,C.T. Pan,1,35
2021,38,0,22056,Cameron Percy,1,35
2021,38,0,25818,Scott Piercy,1,46
2021,38,0,27556,Ted Potter Jr.,1,50
2021,38,0,24138,Ian Poulter,1,22
2021,38,0,28252,Seamus Power,1,25
2021,38,0,53165,Doc Redman,1,35
2021,38,0,36699,Patrick Rodgers,1,43
2021,38,0,22405,Justin Rose,1,20
2021,38,0,37275,Sam Ryder,1,33
2021,38,0,23621,Rory Sabbatini,1,37
2021,38,0,26331,Charl Schwartzel,1,45
2021,38,0,39953,Chase Seiffert,1,32
2021,38,0,29221,Webb Simpson,1,26
2021,38,0,33486,Roger Sloan,1,37
2021,38,0,39324,J.J. Spaun,1,31
2021,38,0,30692,Scott Stallings,1,42
2021,38,0,30110,Kyle Stanley,1,39
2021,38,0,29518,Brendan Steele,1,40
2021,38,0,34431,Robert Streb,1,31
2021,38,0,31560,Brian Stuard,1,34
2021,38,0,32150,Michael Thompson,1,37
2021,38,0,23623,Bo Van Pelt,1,35
2021,38,0,27064,Jhonattan Vegas,1,39
2021,38,0,27770,Camilo Villegas,1,36
2021,38,0,25632,Jimmy Walker,1,24
2021,38,0,48887,Matt Wallace,1,17
2021,38,0,20396,Lee Westwood,1,23
2021,38,0,51894,Vince Whaley,1,17
2021,38,0,32139,Danny Willett,1,18
2021,38,0,31323,Gary Woodland,1,31
2021,38,0,47483,Will Zalatoris,1,37
2020,1,0,46402,Talor Gooch,5,24
2020,2,0,30927,Brendon Todd,4,38
2020,3,0,33404,Chris Baker,3,23
2020,3,0,40058,Zac Blair,3,32
2020,3,0,34076,Joel Dahmen,3,28
2020,3,7,46717,Viktor Hovland,3,22
2020,3,0,36689,Brooks Koepka,3,22
2020,3,0,23108,Matt Kuchar,3,13
2020,3,0,48822,Sebastián Muñoz,3,39
2020,3,0,27556,Ted Potter Jr.,3,22
2020,11,-1,34255,Joseph Bramlett,2,30
2020,11,-1,34314,Sebastian Cappelen,2,22
2020,11,-1,25686,Jason Dufner,2,43
2020,11,-1,21209,Sergio Garcia,2,23
2020,11,-1,35310,Lanto Griffin,2,41
2020,11,-1,34563,Chesson Hadley,2,29
2020,11,-1,49298,Kramer Hickok,2,23
2020,11,-1,39977,Max Homa,2,20
2020,11,-1,29420,Billy Horschel,2,18
2020,11,-1,33410,Andrew Landry,2,31
2020,11,-1,29926,Danny Lee,2,38
2020,11,-1,32839,Hideki Matsuyama,2,42
2020,11,-1,28237,Rory McIlroy,2,27
2020,11,-1,34213,Grayson Murray,2,24
2020,11,-1,45486,Joaquin Niemann,2,42
2020,11,-1,24361,Pat Perez,2,20
2020,11,-1,25818,Scott Piercy,2,19
2020,11,-1,24138,Ian Poulter,2,16
2020,11,-1,53165,Doc Redman,2,35
2020,11,-1,46046,Scottie Scheffler,2,38
2020,11,-1,23325,Vaughn Taylor,2,14
2020,11,-1,33448,Justin Thomas,2,24
2020,11,-1,29484,Peter Uihlein,2,10
