YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2012,0,20623,Gavin Coles,65.85,27,41
2012,0,1797,Rocco Mediate,65.79,25,38
2012,0,25345,Carl Pettersson,65.79,50,76
2012,0,19970,Robert Karlsson,65.71,23,35
2012,0,22371,Aaron Baddeley,65.45,36,55
2012,0,10213,Dicky Pride,65.22,30,46
2012,0,30852,Ryo Ishikawa,65.12,28,43
2012,0,21528,Henrik Stenson,64.52,20,31
2012,0,28089,Jason Day,64.0,32,50
2012,0,22046,Geoff Ogilvy,63.33,38,60
2012,0,24925,Jonathan Byrd,62.96,34,54
2012,0,10809,Jim Furyk,62.96,34,54
2012,0,2206,David Toms,62.5,20,32
2012,0,33141,Keegan Bradley,62.07,36,58
2012,0,26300,Matt Jones,61.9,26,42
2012,0,29926,Danny Lee,61.7,29,47
2012,0,27466,Spencer Levin,60.47,52,86
2012,0,34021,Bud Cauley,60.26,47,78
2012,0,23135,Tim Clark,60.0,18,30
2012,0,6034,Marco Dawson,60.0,21,35
2012,0,23983,Luke Donald,60.0,33,55
2012,0,23325,Vaughn Taylor,60.0,27,45
2012,0,1766,Billy Mayfair,59.65,34,57
2012,0,26596,Ryan Moore,59.46,44,74
2012,0,20098,Stuart Appleby,59.26,32,54
2012,0,24663,Y.E. Yang,59.18,29,49
2012,0,12782,Tim Herron,59.09,39,66
2012,0,27797,Derek Lamely,58.97,23,39
2012,0,28307,Matt Every,58.93,33,56
2012,0,23548,Bill Lunde,58.93,33,56
2012,0,8725,Tom Gillis,58.9,43,73
2012,0,24604,Hunter Haas,58.82,30,51
2012,0,20574,Mathew Goggin,58.62,34,58
2012,0,24024,Zach Johnson,58.33,42,72
2012,0,33122,Russell Knox,58.33,21,36
2012,0,23108,Matt Kuchar,57.81,37,64
2012,0,23353,J.J. Henry,57.78,26,45
2012,0,27644,Brian Harman,57.69,45,78
2012,0,30925,Dustin Johnson,57.63,34,59
2012,0,28237,Rory McIlroy,57.58,19,33
2012,0,25686,Jason Dufner,57.38,35,61
2012,0,22378,Trevor Immelman,57.14,32,56
2012,0,29289,S.Y. Noh,57.14,36,63
2012,0,30926,Chris Kirk,56.94,41,72
2012,0,1116,Michael Bradley,56.76,21,37
2012,0,21753,Brian Davis,56.76,42,74
2012,0,24138,Ian Poulter,56.76,21,37
2012,0,8075,Jerry Kelly,56.72,38,67
2012,0,28500,Martin Flores,56.67,34,60
2012,0,24940,Edward Loar,56.67,17,30
2012,0,25396,Kevin Na,56.1,23,41
2012,0,29476,Kyle Reifers,56.06,37,66
2012,0,22913,John Rollins,56.06,37,66
2012,0,31558,J.J. Killeen,56.0,56,100
2012,0,23320,Ryan Palmer,56.0,42,75
2012,0,27963,Chris Stroud,55.93,33,59
2012,0,23541,Ben Crane,55.88,38,68
2012,0,22548,Patrick Sheehan,55.81,24,43
2012,0,23409,James Driscoll,55.56,40,72
2012,0,26758,David Hearn,55.56,40,72
2012,0,29479,Scott Brown,55.26,21,38
2012,0,20396,Lee Westwood,55.26,21,38
2012,0,29221,Webb Simpson,55.17,32,58
2012,0,27141,J.B. Holmes,55.0,44,80
2012,0,32366,Kevin Chappell,54.93,39,71
2012,0,20691,Greg Owen,54.84,34,62
2012,0,26331,Charl Schwartzel,54.76,23,42
2012,0,27436,Graham DeLaet,54.55,36,66
2012,0,21878,Mark Wilson,54.24,32,59
2012,0,20848,Ángel Cabrera,54.17,13,24
2012,0,20645,John Senden,54.05,20,37
2012,0,6567,Vijay Singh,54.05,40,74
2012,0,27330,Josh Teater,53.95,41,76
2012,0,29478,Kevin Kisner,53.85,21,39
2012,0,1810,Phil Mickelson,53.85,35,65
2012,0,34174,John Huh,53.73,36,67
2012,0,32102,Rickie Fowler,53.62,37,69
2012,0,20160,Charlie Wi,53.62,37,69
2012,0,6004,Stephen Ames,53.57,15,28
2012,0,21805,Harrison Frazar,53.57,30,56
2012,0,29420,Billy Horschel,53.57,15,28
2012,0,27302,Garth Mulroy,53.57,15,28
2012,0,32200,Roberto Castro,53.52,38,71
2012,0,33419,Cameron Tringale,53.42,39,73
2012,0,30944,Jason Kokrak,53.23,33,62
2012,0,24507,Jason Bohn,52.94,36,68
2012,0,21350,Ryuji Imada,52.94,36,68
2012,0,35139,Richard Lee,52.94,18,34
2012,0,30711,Colt Knost,52.63,30,57
2012,0,8793,Tiger Woods,52.63,20,38
2012,0,25818,Scott Piercy,52.5,42,80
2012,0,23623,Bo Van Pelt,52.46,32,61
2012,0,12716,Charley Hoffman,52.38,33,63
2012,0,23621,Rory Sabbatini,52.17,36,69
2012,0,30750,Tommy Gainey,52.04,51,98
2012,0,30110,Kyle Stanley,51.95,40,77
2012,0,29910,Blake Adams,51.85,42,81
2012,0,10860,Justin Leonard,51.79,29,56
2012,0,31323,Gary Woodland,51.16,22,43
2012,0,6036,Scott Dunlap,50.0,21,42
2012,0,24781,Hunter Mahan,50.0,33,66
2012,0,27120,Troy Matteson,50.0,37,74
2012,0,20572,Rod Pampling,50.0,33,66
2012,0,26476,Chez Reavie,50.0,29,58
2012,0,34099,Harris English,49.33,37,75
2012,0,27214,Kevin Streelman,49.21,31,63
2012,0,6522,Ernie Els,49.15,29,59
2012,0,27556,Ted Potter Jr.,49.12,28,57
2012,0,12652,Cameron Beckman,49.02,25,51
2012,0,23903,Stephen Gangluff,48.98,24,49
2012,0,22348,Nick O'Hern,48.98,24,49
2012,0,23788,D.J. Trahan,48.94,23,47
2012,0,23638,Brendon de Jonge,48.89,44,90
2012,0,26679,Kevin Stadler,48.44,31,64
2012,0,23718,Nathan Green,48.28,28,58
2012,0,28475,Jeff Overton,47.95,35,73
2012,0,24494,Erik Compton,47.83,22,46
2012,0,28259,Sangmoon Bae,47.76,32,67
2012,0,20104,Ken Duke,47.73,42,88
2012,0,6527,Steve Stricker,47.62,20,42
2012,0,24846,Ricky Barnes,47.54,29,61
2012,0,6573,Brandt Jobe,47.5,19,40
2012,0,26289,Boo Weekley,47.17,25,53
2012,0,12510,Chad Campbell,47.14,33,70
2012,0,28093,Miguel Angel Carballo,46.94,23,49
2012,0,32150,Michael Thompson,46.81,22,47
2012,0,24361,Pat Perez,46.55,27,58
2012,0,27936,Martin Laird,46.51,20,43
2012,0,27060,John Mallinger,46.43,26,56
2012,0,22582,Kyle Thompson,46.43,13,28
2012,0,24140,Sean O'Hair,46.27,31,67
2012,0,24490,George McNeill,46.25,37,80
2012,0,23204,Gary Christian,46.03,29,63
2012,0,31202,William McGirt,46.03,29,63
2012,0,1706,Davis Love III,46.0,23,50
2012,0,26329,Louis Oosthuizen,46.0,23,50
2012,0,1320,Bob Estes,45.9,28,61
2012,0,26851,Marc Leishman,45.83,33,72
2012,0,1724,Jeff Maggert,45.83,33,72
2012,0,25240,D.A. Points,45.71,32,70
2012,0,22293,Heath Slocum,45.61,26,57
2012,0,28087,Kris Blanks,45.59,31,68
2012,0,27974,Sung Kang,45.59,31,68
2012,0,23542,Tommy Biershenk,45.45,20,44
2012,0,25804,Bubba Watson,45.45,15,33
2012,0,22621,Ben Curtis,45.16,14,31
2012,0,29518,Brendan Steele,44.9,22,49
2012,0,25892,Steve Wheatcroft,44.83,13,29
2012,0,1941,Tom Pernice Jr.,44.74,17,38
2012,0,25632,Jimmy Walker,44.74,34,76
2012,0,25562,Andres Romero,44.26,27,61
2012,0,29222,Billy Hurley III,43.75,21,48
2012,0,21407,Arjun Atwal,43.33,26,60
2012,0,27064,Jhonattan Vegas,43.33,26,60
2012,0,21731,Freddie Jacobson,43.18,19,44
2012,0,20229,Stewart Cink,42.86,21,49
2012,0,1249,John Daly,42.86,12,28
2012,0,22961,David Mathis,42.65,29,68
2012,0,23800,Bryce Molder,42.59,23,54
2012,0,27770,Camilo Villegas,42.31,22,52
2012,0,28455,Will Claxton,41.89,31,74
2012,0,25834,Daniel Summerhays,41.67,25,60
2012,0,27095,Nick Watney,41.67,25,60
2012,0,32334,Charlie Beljan,41.38,12,29
2012,0,28308,Troy Kelly,40.43,19,47
2012,0,10885,Robert Allenby,40.35,23,57
2012,0,32698,Bobby Gates,40.28,29,72
2012,0,27933,John Merrick,40.0,22,55
2012,0,24502,Adam Scott,40.0,14,35
2012,0,30692,Scott Stallings,40.0,26,65
2012,0,24358,Robert Garrigus,38.96,30,77
2012,0,30927,Brendon Todd,38.18,21,55
2012,0,20070,Matt Bettencourt,37.5,21,56
2012,0,21961,Charles Howell III,37.25,19,51
2012,0,26951,Johnson Wagner,34.38,22,64
2012,0,25457,Alexandre Rocha,32.43,12,37
2012,0,25572,Graeme McDowell,32.14,9,28
2012,0,11123,Chris Couch,30.61,15,49
2012,0,26287,Roland Thatcher,28.95,11,38
2011,0,20157,Retief Goosen,77.78,28,36
2011,0,8375,Paul Stankowski,72.22,39,54
2011,0,19846,Brian Gay,68.92,51,74
2011,0,20572,Rod Pampling,68.42,39,57
2011,0,8725,Tom Gillis,68.0,34,50
2011,0,28089,Jason Day,67.61,48,71
2011,0,23983,Luke Donald,67.44,29,43
2011,0,22621,Ben Curtis,66.67,36,54
2011,0,10809,Jim Furyk,66.67,28,42
2011,0,22405,Justin Rose,66.67,50,75
2011,0,22046,Geoff Ogilvy,66.0,33,50
2011,0,23718,Nathan Green,65.63,42,64
2011,0,28486,Michael Putnam,64.71,33,51
2011,0,6573,Brandt Jobe,63.49,40,63
2011,0,24980,Scott Gutschewski,63.16,36,57
2011,0,24024,Zach Johnson,62.9,39,62
2011,0,23320,Ryan Palmer,62.79,27,43
2011,0,29910,Blake Adams,62.63,62,99
2011,0,25572,Graeme McDowell,62.5,25,40
2011,0,6567,Vijay Singh,62.5,45,72
2011,0,24604,Hunter Haas,62.34,48,77
2011,0,20593,Greg Chalmers,62.32,43,69
2011,0,25396,Kevin Na,62.32,43,69
2011,0,27649,Brandt Snedeker,62.3,38,61
2011,0,21731,Freddie Jacobson,62.16,46,74
2011,0,20127,Chris Riley,61.82,34,55
2011,0,19970,Robert Karlsson,61.7,29,47
2011,0,24925,Jonathan Byrd,61.54,48,78
2011,0,20766,Padraig Harrington,61.29,19,31
2011,0,8075,Jerry Kelly,61.02,36,59
2011,0,23621,Rory Sabbatini,61.02,36,59
2011,0,10885,Robert Allenby,60.94,39,64
2011,0,6515,Shaun Micheel,60.94,39,64
2011,0,32150,Michael Thompson,60.78,31,51
2011,0,24138,Ian Poulter,60.53,23,38
2011,0,20229,Stewart Cink,60.42,29,48
2011,0,1577,Lee Janzen,59.38,19,32
2011,0,24361,Pat Perez,59.21,45,76
2011,0,25345,Carl Pettersson,59.09,39,66
2011,0,1797,Rocco Mediate,58.82,20,34
2011,0,27939,Matt McQuillan,58.62,17,29
2011,0,22371,Aaron Baddeley,58.33,42,72
2011,0,23108,Matt Kuchar,58.33,35,60
2011,0,23800,Bryce Molder,58.33,35,60
2011,0,21878,Mark Wilson,58.21,39,67
2011,0,23623,Bo Van Pelt,58.06,36,62
2011,0,7867,Woody Austin,57.89,22,38
2011,0,20160,Charlie Wi,57.83,48,83
2011,0,22378,Trevor Immelman,57.78,26,45
2011,0,12602,Dean Wilson,57.5,23,40
2011,0,24290,D.J. Brigman,57.45,27,47
2011,0,27095,Nick Watney,57.38,35,61
2011,0,31401,Zack Miller,57.32,47,82
2011,0,25686,Jason Dufner,57.14,40,70
2011,0,21350,Ryuji Imada,57.14,36,63
2011,0,23548,Bill Lunde,57.14,32,56
2011,0,24781,Hunter Mahan,57.14,44,77
2011,0,1810,Phil Mickelson,57.14,36,63
2011,0,25240,D.A. Points,56.96,45,79
2011,0,22348,Nick O'Hern,56.86,29,51
2011,0,10505,Shane Bertsch,56.82,25,44
2011,0,23409,James Driscoll,56.82,25,44
2011,0,21209,Sergio Garcia,56.82,25,44
2011,0,25632,Jimmy Walker,56.58,43,76
2011,0,23788,D.J. Trahan,56.52,39,69
2011,0,26287,Roland Thatcher,56.41,22,39
2011,0,31202,William McGirt,56.25,45,80
2011,0,33911,Nate Smith,56.0,28,50
2011,0,21407,Arjun Atwal,55.84,43,77
2011,0,24140,Sean O'Hair,55.77,29,52
2011,0,21753,Brian Davis,55.42,46,83
2011,0,1766,Billy Mayfair,55.22,37,67
2011,0,6527,Steve Stricker,55.17,32,58
2011,0,21961,Charles Howell III,55.07,38,69
2011,0,7457,Steve Flesch,54.55,42,77
2011,0,32366,Kevin Chappell,54.39,31,57
2011,0,23541,Ben Crane,54.35,25,46
2011,0,29420,Billy Horschel,54.35,25,46
2011,0,2206,David Toms,54.35,25,46
2011,0,12652,Cameron Beckman,54.24,32,59
2011,0,29718,Anthony Kim,54.24,32,59
2011,0,27770,Camilo Villegas,54.24,32,59
2011,0,23638,Brendon de Jonge,54.22,45,83
2011,0,30926,Chris Kirk,54.17,39,72
2011,0,26758,David Hearn,54.05,20,37
2011,0,27797,Derek Lamely,54.05,20,37
2011,0,27963,Chris Stroud,53.97,34,63
2011,0,28158,Steve Marino,53.85,28,52
2011,0,24502,Adam Scott,53.85,21,39
2011,0,20098,Stuart Appleby,53.33,32,60
2011,0,8537,J.P. Hayes,53.33,24,45
2011,0,24490,George McNeill,53.06,26,49
2011,0,1948,Tim Petrovic,53.03,35,66
2011,0,6251,Chris DiMarco,52.94,36,68
2011,0,27330,Josh Teater,52.87,46,87
2011,0,24357,K.J. Choi,52.83,28,53
2011,0,20472,Alex Cejka,52.73,29,55
2011,0,12716,Charley Hoffman,52.7,39,74
2011,0,25900,Lucas Glover,52.31,34,65
2011,0,24507,Jason Bohn,52.17,24,46
2011,0,21949,Joe Ogilvie,52.17,24,46
2011,0,27214,Kevin Streelman,52.08,25,48
2011,0,29221,Webb Simpson,51.67,31,60
2011,0,26668,Marc Turnesa,51.52,17,33
2011,0,22961,David Mathis,51.47,35,68
2011,0,25834,Daniel Summerhays,51.43,36,70
2011,0,26881,Jarrod Lyle,51.39,37,72
2011,0,26300,Matt Jones,51.32,39,76
2011,0,26851,Marc Leishman,50.72,35,69
2011,0,32102,Rickie Fowler,50.0,31,62
2011,0,10860,Justin Leonard,50.0,28,56
2011,0,28475,Jeff Overton,50.0,31,62
2011,0,28620,Aron Price,50.0,14,28
2011,0,22913,John Rollins,50.0,27,54
2011,0,25562,Andres Romero,50.0,35,70
2011,0,22293,Heath Slocum,50.0,20,40
2011,0,24358,Robert Garrigus,49.37,39,79
2011,0,25274,Steven Bowditch,49.33,37,75
2011,0,27064,Jhonattan Vegas,49.15,29,59
2011,0,6621,Joe Durant,49.02,25,51
2011,0,23497,Tag Ridings,48.98,24,49
2011,0,27141,J.B. Holmes,48.94,23,47
2011,0,27466,Spencer Levin,48.75,39,80
2011,0,30750,Tommy Gainey,48.72,38,78
2011,0,20498,Briny Baird,48.39,15,31
2011,0,27936,Martin Laird,48.15,26,54
2011,0,24924,Bill Haas,48.0,36,75
2011,0,29518,Brendan Steele,47.95,35,73
2011,0,26596,Ryan Moore,47.62,20,42
2011,0,26476,Chez Reavie,47.56,39,82
2011,0,30925,Dustin Johnson,47.46,28,59
2011,0,26331,Charl Schwartzel,47.37,18,38
2011,0,23614,Rich Beem,47.22,17,36
2011,0,21805,Harrison Frazar,47.22,17,36
2011,0,32876,Martin Piller,47.17,25,53
2011,0,1313,Steve Elkington,47.06,16,34
2011,0,27974,Sung Kang,47.06,16,34
2011,0,33141,Keegan Bradley,46.58,34,73
2011,0,32698,Bobby Gates,46.55,27,58
2011,0,24846,Ricky Barnes,46.3,25,54
2011,0,25818,Scott Piercy,46.15,30,65
2011,0,12510,Chad Campbell,46.03,29,63
2011,0,35087,Bio Kim,45.61,26,57
2011,0,20070,Matt Bettencourt,45.57,36,79
2011,0,33419,Cameron Tringale,45.45,35,77
2011,0,12782,Tim Herron,45.31,29,64
2011,0,25804,Bubba Watson,44.68,21,47
2011,0,26951,Johnson Wagner,44.26,27,61
2011,0,23325,Vaughn Taylor,44.07,26,59
2011,0,28679,Fabián Gómez,43.64,24,55
2011,0,30711,Colt Knost,43.64,24,55
2011,0,10585,Scott McCarron,43.64,24,55
2011,0,1706,Davis Love III,43.59,17,39
2011,0,10733,Kent Jones,43.55,27,62
2011,0,30946,Alex Prugh,43.48,30,69
2011,0,33413,Ben Martin,43.4,23,53
2011,0,23673,Michael Connell,43.33,26,60
2011,0,26289,Boo Weekley,43.18,19,44
2011,0,20436,Garrett Willis,43.14,22,51
2011,0,1116,Michael Bradley,42.86,15,35
2011,0,23353,J.J. Henry,42.86,18,42
2011,0,24663,Y.E. Yang,42.5,17,40
2011,0,27933,John Merrick,42.11,16,38
2011,0,25457,Alexandre Rocha,41.94,13,31
2011,0,28087,Kris Blanks,41.67,30,72
2011,0,32640,Troy Merritt,41.67,15,36
2011,0,30110,Kyle Stanley,40.85,29,71
2011,0,25444,Justin Hicks,40.63,13,32
2011,0,34072,Will Strickler,40.63,13,32
2011,0,11123,Chris Couch,40.54,30,74
2011,0,31557,Jim Herman,40.54,15,37
2011,0,6522,Ernie Els,40.0,20,50
2011,0,20645,John Senden,39.06,25,64
2011,0,29720,Andres Gonzales,38.89,14,36
2011,0,29478,Kevin Kisner,38.3,18,47
2011,0,6004,Stephen Ames,38.18,21,55
2011,0,34255,Joseph Bramlett,37.21,16,43
2011,0,6643,Paul Goydos,36.76,25,68
2011,0,27120,Troy Matteson,36.36,24,66
2011,0,30692,Scott Stallings,35.85,19,53
2011,0,31193,Jim Renner,35.48,11,31
2011,0,26679,Kevin Stadler,35.29,18,51
2011,0,26420,Richard Johnson,35.0,14,40
2011,0,31323,Gary Woodland,34.15,14,41
2011,0,20848,Ángel Cabrera,34.04,16,47
2011,0,9011,David Duval,34.04,16,47
2010,0,24138,Ian Poulter,73.81,31,42
2010,0,27770,Camilo Villegas,70.18,40,57
2010,0,23621,Rory Sabbatini,69.7,46,66
2010,0,22378,Trevor Immelman,69.23,27,39
2010,0,22405,Justin Rose,69.05,58,84
2010,0,25396,Kevin Na,68.85,42,61
2010,0,23983,Luke Donald,67.8,40,59
2010,0,24361,Pat Perez,67.53,52,77
2010,0,26882,Michael Sim,67.44,29,43
2010,0,29221,Webb Simpson,67.09,53,79
2010,0,25720,Chad Collins,66.67,46,69
2010,0,1116,Michael Bradley,66.07,37,56
2010,0,22293,Heath Slocum,65.0,26,40
2010,0,27649,Brandt Snedeker,64.94,50,77
2010,0,6595,Kevin Sutherland,64.81,35,54
2010,0,20498,Briny Baird,64.79,46,71
2010,0,25345,Carl Pettersson,64.71,55,85
2010,0,1249,John Daly,64.44,29,45
2010,0,22371,Aaron Baddeley,64.29,54,84
2010,0,22046,Geoff Ogilvy,64.29,36,56
2010,0,23135,Tim Clark,63.89,46,72
2010,0,1941,Tom Pernice Jr.,63.83,30,47
2010,0,21878,Mark Wilson,63.79,37,58
2010,0,1810,Phil Mickelson,63.51,47,74
2010,0,24846,Ricky Barnes,63.41,52,82
2010,0,24502,Adam Scott,63.27,31,49
2010,0,26300,Matt Jones,63.22,55,87
2010,0,23800,Bryce Molder,62.9,39,62
2010,0,20160,Charlie Wi,62.86,44,70
2010,0,20848,Ángel Cabrera,62.75,32,51
2010,0,28089,Jason Day,62.71,37,59
2010,0,19846,Brian Gay,62.5,50,80
2010,0,28620,Aron Price,62.5,30,48
2010,0,20645,John Senden,62.5,35,56
2010,0,20593,Greg Chalmers,62.16,46,74
2010,0,20378,Mathias Grönberg,62.16,23,37
2010,0,23409,James Driscoll,62.07,36,58
2010,0,23718,Nathan Green,62.03,49,79
2010,0,6515,Shaun Micheel,61.76,21,34
2010,0,20766,Padraig Harrington,61.7,29,47
2010,0,20157,Retief Goosen,61.54,32,52
2010,0,22621,Ben Curtis,61.11,33,54
2010,0,10425,Jay Williamson,61.02,36,59
2010,0,27060,John Mallinger,60.94,39,64
2010,0,6004,Stephen Ames,60.66,37,61
2010,0,24357,K.J. Choi,60.66,37,61
2010,0,12510,Chad Campbell,60.56,43,71
2010,0,10423,Mike Weir,60.53,23,38
2010,0,8375,Paul Stankowski,60.47,26,43
2010,0,23320,Ryan Palmer,60.27,44,73
2010,0,1313,Steve Elkington,60.0,27,45
2010,0,23623,Bo Van Pelt,60.0,60,100
2010,0,6527,Steve Stricker,59.65,34,57
2010,0,1766,Billy Mayfair,59.57,28,47
2010,0,23541,Ben Crane,59.46,44,74
2010,0,1577,Lee Janzen,59.38,38,64
2010,0,25892,Steve Wheatcroft,59.32,35,59
2010,0,23108,Matt Kuchar,59.18,29,49
2010,0,20127,Chris Riley,58.93,33,56
2010,0,27214,Kevin Streelman,58.62,51,87
2010,0,20663,Brenden Pappas,58.33,28,48
2010,0,2239,Scott Verplank,58.33,42,72
2010,0,24663,Y.E. Yang,57.97,40,69
2010,0,28237,Rory McIlroy,57.89,22,38
2010,0,21350,Ryuji Imada,57.81,37,64
2010,0,2206,David Toms,57.78,26,45
2010,0,6522,Ernie Els,57.41,31,54
2010,0,23325,Vaughn Taylor,56.96,45,79
2010,0,12716,Charley Hoffman,56.79,46,81
2010,0,27933,John Merrick,56.76,42,74
2010,0,24024,Zach Johnson,56.72,38,67
2010,0,8537,J.P. Hayes,56.52,39,69
2010,0,30946,Alex Prugh,56.34,40,71
2010,0,12705,Cliff Kresge,56.25,18,32
2010,0,27141,J.B. Holmes,56.1,46,82
2010,0,27797,Derek Lamely,56.06,37,66
2010,0,20070,Matt Bettencourt,55.88,38,68
2010,0,23349,Charles Warren,55.88,19,34
2010,0,25562,Andres Romero,55.74,34,61
2010,0,20229,Stewart Cink,55.56,30,54
2010,0,23673,Michael Connell,55.38,36,65
2010,0,12714,Chris Tidland,55.38,36,65
2010,0,25364,Paul Casey,55.26,21,38
2010,0,10585,Scott McCarron,55.26,42,76
2010,0,12652,Cameron Beckman,55.1,27,49
2010,0,21753,Brian Davis,54.74,52,95
2010,0,10809,Jim Furyk,54.72,29,53
2010,0,22056,Cameron Percy,54.55,18,33
2010,0,23638,Brendon de Jonge,54.43,43,79
2010,0,24140,Sean O'Hair,54.39,31,57
2010,0,25190,Jeff Quinney,54.39,31,57
2010,0,23613,Rich Barcelo,54.35,25,46
2010,0,21731,Freddie Jacobson,54.05,40,74
2010,0,20572,Rod Pampling,53.97,34,63
2010,0,26881,Jarrod Lyle,53.85,21,39
2010,0,24925,Jonathan Byrd,53.23,33,62
2010,0,21949,Joe Ogilvie,53.09,43,81
2010,0,7457,Steve Flesch,53.03,35,66
2010,0,1948,Tim Petrovic,52.88,55,104
2010,0,25900,Lucas Glover,52.83,28,53
2010,0,32617,Jerod Turner,52.78,19,36
2010,0,12602,Dean Wilson,52.78,19,36
2010,0,11123,Chris Couch,52.63,30,57
2010,0,26851,Marc Leishman,52.56,41,78
2010,0,24507,Jason Bohn,52.38,33,63
2010,0,25686,Jason Dufner,52.24,35,67
2010,0,26679,Kevin Stadler,52.24,35,67
2010,0,10860,Justin Leonard,52.08,25,48
2010,0,32640,Troy Merritt,52.05,38,73
2010,0,1320,Bob Estes,52.0,26,50
2010,0,24781,Hunter Mahan,52.0,39,75
2010,0,23548,Bill Lunde,51.92,27,52
2010,0,27330,Josh Teater,51.9,41,79
2010,0,26596,Ryan Moore,51.85,28,54
2010,0,27613,David Lutterus,51.67,31,60
2010,0,20472,Alex Cejka,51.61,32,62
2010,0,29910,Blake Adams,51.56,33,64
2010,0,28475,Jeff Overton,51.52,34,66
2010,0,1945,Kenny Perry,51.35,19,37
2010,0,6012,Greg Kraft,51.28,20,39
2010,0,8385,Omar Uresti,51.16,22,43
2010,0,26420,Richard Johnson,50.91,28,55
2010,0,8075,Jerry Kelly,50.88,29,57
2010,0,1707,Steve Lowery,50.88,29,57
2010,0,22913,John Rollins,50.77,33,65
2010,0,27963,Chris Stroud,50.77,33,65
2010,0,6251,Chris DiMarco,50.68,37,73
2010,0,7867,Woody Austin,50.6,42,83
2010,0,20098,Stuart Appleby,50.0,37,74
2010,0,20850,Daniel Chopra,50.0,34,68
2010,0,28500,Martin Flores,50.0,33,66
2010,0,20574,Mathew Goggin,50.0,30,60
2010,0,26695,Michael Letzig,50.0,44,88
2010,0,22122,Andrew McLardy,50.0,21,42
2010,0,33419,Cameron Tringale,50.0,14,28
2010,0,7749,Brett Quigley,49.32,36,73
2010,0,32102,Rickie Fowler,49.3,35,71
2010,0,27936,Martin Laird,49.28,34,69
2010,0,25632,Jimmy Walker,49.25,33,67
2010,0,24490,George McNeill,49.12,28,57
2010,0,21961,Charles Howell III,49.09,27,55
2010,0,23322,Brett Wetterich,49.02,25,51
2010,0,26951,Johnson Wagner,48.57,34,70
2010,0,21959,Ted Purdy,48.48,32,66
2010,0,26301,James Nitties,48.39,30,62
2010,0,25804,Bubba Watson,48.08,25,52
2010,0,20436,Garrett Willis,48.0,24,50
2010,0,23353,J.J. Henry,47.83,22,46
2010,0,12782,Tim Herron,47.46,28,59
2010,0,23788,D.J. Trahan,47.3,35,74
2010,0,24912,Will MacKenzie,47.17,25,53
2010,0,10885,Robert Allenby,47.06,32,68
2010,0,28087,Kris Blanks,47.06,32,68
2010,0,8725,Tom Gillis,46.99,39,83
2010,0,20691,Greg Owen,46.77,29,62
2010,0,31560,Brian Stuard,46.58,34,73
2010,0,24924,Bill Haas,46.48,33,71
2010,0,6643,Paul Goydos,46.43,26,56
2010,0,6567,Vijay Singh,46.43,26,56
2010,0,25240,D.A. Points,46.27,31,67
2010,0,6514,Kevin Johnson,46.0,23,50
2010,0,1161,Mark Calcavecchia,45.95,17,37
2010,0,25818,Scott Piercy,45.83,33,72
2010,0,28158,Steve Marino,45.28,24,53
2010,0,1724,Jeff Maggert,45.24,19,42
2010,0,29285,Brent Delahoussaye,45.0,18,40
2010,0,1706,Davis Love III,45.0,27,60
2010,0,27466,Spencer Levin,44.78,30,67
2010,0,26289,Boo Weekley,44.78,30,67
2010,0,21209,Sergio Garcia,44.44,12,27
2010,0,9011,David Duval,43.9,18,41
2010,0,30925,Dustin Johnson,43.86,25,57
2010,0,28307,Matt Every,43.75,21,48
2010,0,1619,Skip Kendall,43.18,19,44
2010,0,27436,Graham DeLaet,43.1,25,58
2010,0,26392,Chris Wilson,42.65,29,68
2010,0,24358,Robert Garrigus,42.31,22,52
2010,0,26287,Roland Thatcher,41.82,23,55
2010,0,6621,Joe Durant,41.67,15,36
2010,0,20686,Jeev Milkha Singh,40.91,18,44
2010,0,12755,Vance Veazey,40.54,15,37
2010,0,23307,Roger Tambellini,40.48,17,42
2010,0,7363,Craig Bowden,39.02,16,41
2010,0,27302,Garth Mulroy,38.71,12,31
2010,0,27120,Troy Matteson,37.93,22,58
2010,0,1329,Brad Faxon,36.84,14,38
2010,0,28780,Nicholas Thompson,36.51,23,63
2010,0,27095,Nick Watney,35.71,20,56
2010,0,1797,Rocco Mediate,34.78,16,46
2010,0,22946,Henrik Bjornstad,31.11,14,45
2010,0,24227,Justin Bolli,30.0,12,40
2010,0,20105,Jeff Gove,29.73,11,37
2009,0,8793,Tiger Woods,71.43,30,42
2009,0,22961,David Mathis,70.77,46,65
2009,0,24357,K.J. Choi,69.7,23,33
2009,0,20572,Rod Pampling,68.49,50,73
2009,0,20127,Chris Riley,68.42,39,57
2009,0,20498,Briny Baird,68.33,41,60
2009,0,24138,Ian Poulter,67.5,27,40
2009,0,25396,Kevin Na,67.39,62,92
2009,0,24490,George McNeill,67.12,49,73
2009,0,9011,David Duval,66.67,28,42
2009,0,8845,Scott Sterling,66.67,18,27
2009,0,23983,Luke Donald,66.2,47,71
2009,0,24024,Zach Johnson,66.18,45,68
2009,0,25632,Jimmy Walker,66.07,37,56
2009,0,28089,Jason Day,66.0,33,50
2009,0,7867,Woody Austin,65.57,40,61
2009,0,26420,Richard Johnson,64.81,35,54
2009,0,20160,Charlie Wi,64.06,41,64
2009,0,25900,Lucas Glover,63.89,46,72
2009,0,20766,Padraig Harrington,63.79,37,58
