YEAR,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
2024,0,29936,Ryan Fox,40
2024,0,37378,Min Woo Lee,40
2024,0,31323,Gary Woodland,40
2024,0,50497,Adrien Dumont de Chassart,39
2024,0,59866,Nick Dunlap,39
2024,0,33486,Roger Sloan,39
2024,0,27214,Kevin Streelman,39
2024,0,32333,Kevin Tway,39
2024,0,46717,Viktor Hovland,38
2024,0,26476,Chez Reavie,38
2024,0,38991,Alejandro Tosti,38
2024,0,45609,Tyler Duncan,37
2024,0,46113,Ryan McCormick,37
2024,0,34046,Jordan Spieth,37
2024,0,48887,Matt Wallace,37
2024,0,48319,Tom Whitney,37
2024,0,55708,Hayden Buckley,36
2024,0,47420,Jake Knapp,36
2024,0,34466,Peter Malnati,36
2024,0,47995,Davis Riley,36
2024,0,50095,Austin Smotherman,36
2024,0,49960,Sepp Straka,36
2024,0,48153,Matthieu Pavon,35
2024,0,29908,C.T. Pan,34
2024,0,47663,Kevin Dougherty,33
2024,0,55789,Taylor Montgomery,33
2024,0,32070,Rafael Campos,32
2024,0,34021,Bud Cauley,32
2024,0,32366,Kevin Chappell,32
2024,0,60767,Blaine Hale Jr.,32
2024,0,48699,Callum Tarren,32
2024,0,48084,Wesley Bryan,31
2024,0,32367,Jorge Campillo,31
2024,0,52372,Cameron Champ,31
2024,0,59442,Parker Coody,31
2024,0,24024,Zach Johnson,31
2024,0,52666,Sami Valimaki,31
2024,0,29535,Brice Garnett,30
2024,0,22405,Justin Rose,30
2024,0,55454,Carl Yuan,29
2024,0,56149,Wilson Furr,28
2024,0,33413,Ben Martin,28
2024,0,27649,Brandt Snedeker,28
2024,0,48119,Ben Taylor,28
2024,0,34374,Erik Barnes,26
2024,0,20229,Stewart Cink,26
2024,0,29289,S.Y. Noh,26
2024,0,33968,Thorbjørn Olesen,26
2024,0,25818,Scott Piercy,26
2024,0,28420,Ryan Brehm,25
2024,0,56762,Will Gordon,25
2024,0,52453,Nicolai Højgaard,25
2024,0,27770,Camilo Villegas,25
2024,0,54328,Norman Xiong,25
2024,0,29221,Webb Simpson,24
2024,0,51600,Jimmy Stanger,24
2024,0,66743,Luke Clanton,23
2024,0,35879,Kelly Kraft,23
2024,0,37212,Paul Barjon,22
2024,0,34310,Alexander Björk,22
2024,0,47079,Harrison Endycott,22
2024,0,29478,Kevin Kisner,22
2024,0,23320,Ryan Palmer,22
2024,0,27330,Josh Teater,22
2024,0,32448,James Hahn,21
2024,0,34213,Grayson Murray,20
2024,0,63807,Neal Shipley,20
2024,0,57364,Michael Thorbjornsen,20
2024,0,35617,Martin Trainer,20
2024,0,39954,Cody Gribble,18
2024,0,24924,Bill Haas,18
2024,0,25198,Francesco Molinari,18
2024,0,37278,Nicholas Lindheim,17
2024,0,47888,Taiga Semikawa,17
2024,0,51070,Vincent Norrman,16
2024,0,37338,Zecheng Dou,15
2024,0,31202,William McGirt,15
2024,0,47806,Raul Pereda,15
2024,0,24980,Scott Gutschewski,14
2024,0,33597,Harry Higgs,13
2024,0,33122,Russell Knox,13
2024,0,35449,Adam Long,13
2024,0,24140,Sean O'Hair,13
2024,0,46435,Austin Cook,12
2024,0,30692,Scott Stallings,12
2024,0,29268,Bronson Burgoon,11
2024,0,34363,Tyrrell Hatton,11
2024,0,39067,MJ Daffue,10
2024,0,46601,Trey Mullinax,10
2024,0,47128,Richy Werenski,10
2024,0,28259,Sangmoon Bae,9
2024,0,24925,Jonathan Byrd,9
2024,0,52686,Rasmus Hojgaard,9
2024,0,45523,Thriston Lawrence,9
2024,0,47959,Bryson DeChambeau,8
2024,0,31557,Jim Herman,8
2024,0,27141,J.B. Holmes,8
2024,0,34431,Robert Streb,8
2024,0,27974,Sung Kang,7
2024,0,48632,Yuto Katsuragawa,7
2024,0,58696,Peter Kuest,7
2024,0,59141,Matt McCarty,7
2024,0,51950,Max McGreevy,7
2024,0,55930,Fred Biondi,6
2024,0,25686,Jason Dufner,6
2024,0,29970,Dylan Frittelli,6
2024,0,30750,Tommy Gainey,6
2024,0,27095,Nick Watney,6
2024,0,32139,Danny Willett,6
2024,0,49303,Anders Albertson,5
2024,0,19803,Ryan Armour,5
2024,0,47125,Matt Atkins,5
2024,0,60369,Sam Bairstow,5
2024,0,33974,Dean Burmester,5
2024,0,59570,Tyler Collet,5
2024,0,61520,Santiago de la Fuente,5
2024,0,23983,Luke Donald,5
2024,0,55721,Alex Fitzpatrick,5
2024,0,57869,Ben James,5
2024,0,47917,Takumi Kanaya,5
2024,0,54813,Philip Knowles,5
2024,0,54422,Christo Lamprecht,5
2024,0,45486,Joaquin Niemann,5
2024,0,35891,Cameron Smith,5
2024,0,57586,Jesper Svensson,5
2024,0,25632,Jimmy Walker,5
2024,0,51661,Nick Bachem,4
2024,0,57259,Daniel Brown,4
2024,0,59077,Spencer Cross,4
2024,0,37066,Grant Forrest,4
2024,0,59018,Ryan Gerard,4
2024,0,57593,Ian Gilligan,4
2024,0,32662,Michael Gligic,4
2024,0,60065,Ryan Hall,4
2024,0,37428,Evan Harmeling,4
2024,0,64594,Angel Hidalgo Portillo,4
2024,0,54869,Chase Johnson,4
2024,0,34500,Ryosuke Kinoshita,4
2024,0,36689,Brooks Koepka,4
2024,0,37250,Romain Langasque,4
2024,0,47443,Junghwan Lee,4
2024,0,46837,Yuxin Lin,4
2024,0,33199,Matteo Manassero,4
2024,0,51635,Chris Nido,4
2024,0,30756,Andrea Pavan,4
2024,0,34360,Patrick Reed,4
2024,0,48052,Max Rottluff,4
2024,0,34371,Adrien Saddier,4
2024,0,39113,Shubhankar Sharma,4
2024,0,63181,Braden Shattuck,4
2024,0,66583,Taisei Shimizu,4
2024,0,31560,Brian Stuard,4
2024,0,54218,Yuta Sugiura,4
2024,0,35314,Andy Sullivan,4
2024,0,50584,Connor Syme,4
2024,0,57864,Jackson Van Paris,4
2024,0,48640,Johannes Veerman,4
2024,0,29939,Fabrizio Zanotti,4
2024,0,24846,Ricky Barnes,3
2024,0,59652,Sam Bennett,3
2024,0,57330,Matthis Besard,3
2024,0,22764,Michael Block,3
2024,0,24671,David Bradshaw,3
2024,0,66417,Blades Brown,3
2024,0,58816,Marcus Byrd,3
2024,0,48936,Ugo Coussaud,3
2024,0,39436,Joshua Creel,3
2024,0,50762,Alejandro Del Rey,3
2024,0,51680,Alistair Docherty,3
2024,0,55074,Sebastian Friedrichsen,3
2024,0,51734,Nicolo Galletti,3
2024,0,46402,Talor Gooch,3
2024,0,46594,Ricardo Gouveia,3
2024,0,28340,Julien Guerrier,3
2024,0,35901,Paul Haley II,3
2024,0,39058,Lucas Herbert,3
2024,0,49813,Daniel Hillier,3
2024,0,49120,Kensei Hirata,3
2024,0,30852,Ryo Ishikawa,3
2024,0,30925,Dustin Johnson,3
2024,0,55955,Matthew Jordan,3
2024,0,46879,Naoyuki Kataoka,3
2024,0,63454,Johnny Keefer,3
2024,0,30957,Max Kieffer,3
2024,0,60895,Kris Kim,3
2024,0,46404,Marcus Kinhult,3
2024,0,36852,Jim Knous,3
2024,0,37446,Jacques Kruyswijk,3
2024,0,34607,Francesco Laporta,3
2024,0,35296,Haotong Li,3
2024,0,46368,Stuart Macdonald,3
2024,0,54190,Richard Mansell,3
2024,0,55420,Cooper Musselman,3
2024,0,32344,Lukas Nemecz,3
2024,0,35706,Niklas Norgaard,3
2024,0,39262,Alvaro Ortiz,3
2024,0,48051,Yannik Paul,3
2024,0,36824,Paul Peterson,3
2024,0,46970,Jon Rahm,3
2024,0,46646,Antoine Rozner,3
2024,0,23481,Marcel Siem,3
2024,0,30110,Kyle Stanley,3
2024,0,27963,Chris Stroud,3
2024,0,59827,Tom Vaillant,3
2024,0,10423,Mike Weir,3
2024,0,25349,Tim Wilkinson,3
2024,0,55940,Andrew Wilson,3
2024,0,56100,Ren Yonezawa,3
2024,0,24461,Thomas Aiken,2
2024,0,67118,Kihei Akina,2
2024,0,64052,Angel Ayora,2
2024,0,46955,Haydn Barron,2
2024,0,48001,Zach Bauchou,2
2024,0,58989,Brandon Berry,2
2024,0,66742,Jackson Buchanan,2
2024,0,65410,John Marshall Butler,2
2024,0,26499,Rafa Cabrera Bello,2
2024,0,34362,Laurie Canter,2
2024,0,47847,Ivan Cantero Gutierrez,2
2024,0,45734,John Catlin,2
2024,0,58303,Ryan Celano,2
2024,0,52444,Filippo Celli,2
2024,0,51895,Ryan Cole,2
2024,0,24494,Erik Compton,2
2024,0,23541,Ben Crane,2
2024,0,58605,Quade Cummins,2
2024,0,33459,Jens Dantorp,2
2024,0,39859,Cristobal Del Solar,2
2024,0,50223,Ewen Ferguson,2
2024,0,57123,Steven Fisk,2
2024,0,20376,Stephen Gallacher,2
2024,0,59567,Emilio Gonzalez,2
2024,0,51989,Jordan Gumberg,2
2024,0,52462,Chase Hanna,2
2024,0,20766,Padraig Harrington,2
2024,0,66248,Justin Hastings,2
2024,0,55707,Calum Hill,2
2024,0,32775,Shugo Imahira,2
2024,0,57688,Casey Jarvis,2
2024,0,12195,Tom Johnson,2
2024,0,27408,Martin Kaymer,2
2024,0,32816,Satoshi Kodaira,2
2024,0,33410,Andrew Landry,2
2024,0,34409,David Lingmerth,2
2024,0,29675,Dan McCarthy,2
2024,0,40042,Tyler McCumber,2
2024,0,50823,Tom McKibbin,2
2024,0,58944,Blake McShea,2
2024,0,47102,David Micheluzzi,2
2024,0,23814,Edoardo Molinari,2
2024,0,64690,Omar Morales,2
2024,0,28593,Jesse Mueller,2
2024,0,28475,Jeff Overton,2
2024,0,59160,John Pak,2
2024,0,61193,David Puig,2
2024,0,39335,Kevin Roy,2
2024,0,57737,Jayden Schaper,2
2024,0,31242,Marcel Schneider,2
2024,0,34610,Matthias Schwab,2
2024,0,46464,Jordan Smith,2
2024,0,46405,Sebastian Soderberg,2
2024,0,54364,Stephen Stallings Jr.,2
2024,0,23788,D.J. Trahan,2
2024,0,52411,Kyle Westmoreland,2
2024,0,50474,Tim Widing,2
2024,0,33870,Ashun Wu,2
2024,0,45526,Abraham Ancer,1
2024,0,30978,Kiradech Aphibarnrat,1
2024,0,45194,Marcus Armitage,1
2024,0,52096,Adri Arnaus,1
2024,0,33404,Chris Baker,1
2024,0,32622,Matthew Baldwin,1
2024,0,35490,Wil Bateman,1
2024,0,49117,Isidro Benitez,1
2024,0,54788,Chandler Blanchet,1
2024,0,65880,Gunnar Broin,1
2024,0,51363,George Bryan IV,1
2024,0,66630,Beck Burnette,1
2024,0,58716,Ethan Cairns,1
2024,0,59440,Ricky Castillo,1
2024,0,55460,Sam Choi,1
2024,0,35557,Aaron Cockerill,1
2024,0,50488,Chris Crawford,1
2024,0,56555,Myles Creighton,1
2024,0,39524,Sean Crocker,1
2024,0,31681,Louis de Jager,1
2024,0,37094,Joseph Dean,1
2024,0,59608,Morgan Deneen,1
2024,0,57320,Joe Deraney,1
2024,0,51690,Taylor Dickson,1
2024,0,63196,Wenyi Ding,1
2024,0,65422,Drew Doyle,1
2024,0,56643,Manuel Elvira,1
2024,0,39201,Nacho Elvira,1
2024,0,37273,Derek Ernst,1
2024,0,65423,Egor Eroshenko,1
2024,0,65256,David Ford,1
2024,0,47960,Simon Forsström,1
2024,0,64576,Nick Gabrelcik,1
2024,0,21209,Sergio Garcia,1
2024,0,34185,Domenico Geminiani,1
2024,0,35564,Joel Girrbach,1
2024,0,61220,Alex Goff,1
2024,0,61534,Jeffrey Guan,1
2024,0,46301,Juan Jose Guerra,1
2024,0,54876,Chen Guxin,1
2024,0,46724,Jeong Woo Ham,1
2024,0,26758,David Hearn,1
2024,0,63774,Caleb Hicks,1
2024,0,25444,Justin Hicks,1
2024,0,39393,Brad Hopfinger,1
2024,0,47056,Rikuya Hoshino,1
2024,0,31400,Daan Huizing,1
2024,0,47277,Daniel Iceman,1
2024,0,27747,Hiroshi Iwata,1
2024,0,31138,Scott Jamieson,1
2024,0,34242,Andrew Johnston,1
2024,0,65465,Connor Jones,1
2024,0,65547,Zac Jones,1
2024,0,60328,Cam Kellett,1
2024,0,30959,Alexander Knappe,1
2024,0,59283,George Kneiser,1
2024,0,56987,Jeong Weon Ko,1
2024,0,32627,Espen Kofstad,1
2024,0,56349,Chris Korte,1
2024,0,29670,Pablo Larrazabal,1
2024,0,34364,David Law,1
2024,0,51441,KK Limbhasut,1
2024,0,63806,Hunter Logan,1
2024,0,55509,Hurly Long,1
2024,0,58936,Thomas Longbella,1
2024,0,28300,Joost Luiten,1
2024,0,59684,Jackson Markham,1
2024,0,65252,Kyle Martin,1
2024,0,54370,Erik Matthewson,1
2024,0,24490,George McNeill,1
2024,0,58381,Kyle Mendoza,1
2024,0,33674,Adrian Meronk,1
2024,0,39834,Guido Migliozzi,1
2024,0,29256,James Morrison,1
2024,0,49228,Keita Nakajima,1
2024,0,58188,James Nicholas,1
2024,0,64431,David Nyfjall,1
2024,0,22046,Geoff Ogilvy,1
2024,0,34575,Adrian Otaegui,1
2024,0,32797,Sanghyun Park,1
2024,0,66249,Evan Pena,1
2024,0,51003,Marco Penge,1
2024,0,51314,Julian Perico,1
2024,0,47567,Ben Polland,1
2024,0,27556,Ted Potter Jr.,1
2024,0,29531,Richie Ramsay,1
2024,0,52287,David Ravetto,1
2024,0,29476,Kyle Reifers,1
2024,0,45165,Graeme Robertson,1
2024,0,66290,Miles Russell,1
2024,0,23621,Rory Sabbatini,1
2024,0,49036,Lorenzo Scalise,1
2024,0,63568,Calum Scott,1
2024,0,31569,Jason Scrivener,1
2024,0,59548,Matt Sharpstene,1
2024,0,65496,Cole Sherwood,1
2024,0,46035,Callum Shinkwin,1
2024,0,51454,Camiko Smith,1
2024,0,40181,Clément Sordet,1
2024,0,66247,Gareth Steyn,1
2024,0,33023,Ockie Strydom,1
2024,0,60019,Jackson Suber,1
2024,0,29425,Andrew Svoboda,1
2024,0,48705,Dalton Ward,1
2024,0,65580,Ben Warian,1
2024,0,46628,Jeremy Wells,1
2024,0,33936,Gunner Wiebe,1
2024,0,27506,Oliver Wilson,1
2024,0,35709,Jeff Winther,1
2024,0,49964,Aaron Wise,1
2023,0,47591,Eric Cole,85
2023,0,36799,Stephan Jaeger,82
2023,0,36801,Mark Hubbard,78
2023,0,40115,Adam Svensson,75
2023,0,33122,Russell Knox,71
2023,0,37275,Sam Ryder,70
2023,0,47347,Adam Schenk,70
2023,0,52374,Brandon Wu,70
2023,0,51766,Wyndham Clark,69
2023,0,54591,Ben Griffin,69
2023,0,47988,Nick Hardy,69
2023,0,39971,Sungjae Im,69
2023,0,28775,Nate Lashley,69
2023,0,39324,J.J. Spaun,69
2023,0,51634,Sahith Theegala,68
2023,0,30927,Brendon Todd,68
2023,0,35461,Beau Hossler,67
2023,0,33948,Byeong Hun An,66
2023,0,27644,Brian Harman,66
2023,0,35449,Adam Long,66
2023,0,51890,Greyson Sigg,66
2023,0,46717,Viktor Hovland,65
2023,0,32791,K.H. Lee,65
2023,0,34256,Andrew Putnam,65
2023,0,46046,Scottie Scheffler,65
2023,0,46340,Alex Smalley,65
2023,0,50493,Justin Suh,65
2023,0,39067,MJ Daffue,64
2023,0,57975,Harry Hall,64
2023,0,52375,Doug Ghim,63
2023,0,56762,Will Gordon,63
2023,0,35532,Tom Hoge,63
2023,0,33413,Ben Martin,63
2023,0,54783,Dylan Wu,63
2023,0,40162,Justin Lower,62
2023,0,47993,Denny McCarthy,62
2023,0,47983,Chad Ramey,62
2023,0,52513,Carson Young,62
2023,0,32102,Rickie Fowler,61
2023,0,54628,Lee Hodges,61
2023,0,39977,Max Homa,61
2023,0,50188,S.H. Kim,60
2023,0,23108,Matt Kuchar,60
2023,0,46414,Aaron Rai,60
2023,0,31646,Emiliano Grillo,59
2023,0,34563,Chesson Hadley,59
2023,0,32757,Patton Kizzire,59
2023,0,27129,Luke List,59
2023,0,55789,Taylor Montgomery,59
2023,0,25818,Scott Piercy,59
2023,0,58168,Davis Thompson,59
2023,0,33653,Thomas Detry,58
2023,0,57362,Austin Eckroat,58
2023,0,25900,Lucas Glover,58
2023,0,54421,Garrick Higgo,58
2023,0,55182,Tom Kim,58
2023,0,40250,Taylor Pendrith,58
2023,0,49771,J.T. Poston,58
2023,0,50095,Austin Smotherman,58
2023,0,48119,Ben Taylor,58
2023,0,36326,David Lipsky,57
2023,0,27349,Alex Noren,57
2023,0,36699,Patrick Rodgers,57
2023,0,48081,Xander Schauffele,57
2023,0,46441,Robby Shelton,57
2023,0,25493,Nick Taylor,57
2023,0,56630,Akshay Bhatia,56
2023,0,45157,Cam Davis,56
2023,0,49298,Kramer Hickok,56
2023,0,35450,Patrick Cantlay,55
2023,0,31577,Tano Goya,55
2023,0,34098,Russell Henley,55
2023,0,39975,Michael Kim,55
2023,0,37455,Si Woo Kim,55
2023,0,49947,Taylor Moore,55
2023,0,51997,Andrew Novak,55
2023,0,34099,Harris English,54
2023,0,33399,Adam Hadwin,54
2023,0,36871,Matt NeSmith,54
2023,0,47995,Davis Riley,54
2023,0,55893,Sam Stevens,54
2023,0,45609,Tyler Duncan,53
2023,0,26596,Ryan Moore,53
2023,0,30163,Henrik Norlander,53
2023,0,48699,Callum Tarren,53
2023,0,29725,Tony Finau,52
2023,0,29535,Brice Garnett,52
2023,0,27936,Martin Laird,52
2023,0,34255,Joseph Bramlett,51
2023,0,39997,Corey Conners,51
2023,0,37338,Zecheng Dou,51
2023,0,35879,Kelly Kraft,51
2023,0,32839,Hideki Matsuyama,51
2023,0,51070,Vincent Norrman,51
2023,0,33141,Keegan Bradley,50
2023,0,30926,Chris Kirk,50
2023,0,34466,Peter Malnati,50
2023,0,46970,Jon Rahm,50
2023,0,34431,Robert Streb,50
2023,0,32333,Kevin Tway,50
2023,0,34363,Tyrrell Hatton,49
2023,0,39546,Keith Mitchell,49
2023,0,49960,Sepp Straka,49
2023,0,57366,Cameron Young,49
2023,0,22371,Aaron Baddeley,48
2023,0,28089,Jason Day,48
2023,0,47128,Richy Werenski,48
2023,0,19803,Ryan Armour,47
2023,0,47504,Sam Burns,47
2023,0,32640,Troy Merritt,47
2023,0,26476,Chez Reavie,47
2023,0,45522,Christiaan Bezuidenhout,46
2023,0,55708,Hayden Buckley,46
2023,0,46435,Austin Cook,46
2023,0,25686,Jason Dufner,46
2023,0,47079,Harrison Endycott,46
2023,0,35506,Mackenzie Hughes,46
2023,0,28252,Seamus Power,46
2023,0,39335,Kevin Roy,46
2023,0,34610,Matthias Schwab,46
2023,0,27214,Kevin Streelman,46
2023,0,34076,Joel Dahmen,45
2023,0,51414,Brent Grant,45
2023,0,50525,Collin Morikawa,45
2023,0,36724,Augusto Núñez,45
2023,0,45242,Kevin Yu,45
2023,0,55454,Carl Yuan,45
2023,0,33408,Tyson Alexander,44
2023,0,40098,Matt Fitzpatrick,44
2023,0,33597,Harry Higgs,44
2023,0,12716,Charley Hoffman,44
2023,0,28237,Rory McIlroy,44
2023,0,49453,Trevor Cone,43
2023,0,32448,James Hahn,43
2023,0,35901,Paul Haley II,43
2023,0,23320,Ryan Palmer,43
2023,0,30911,Tommy Fleetwood,42
2023,0,27554,Scott Harrington,42
2023,0,30692,Scott Stallings,42
2023,0,40058,Zac Blair,41
2023,0,20229,Stewart Cink,41
2023,0,51349,Nico Echavarria,41
2023,0,25632,Jimmy Walker,41
2023,0,32816,Satoshi Kodaira,40
2023,0,48867,Matti Schmid,40
2023,0,24502,Adam Scott,40
2023,0,33448,Justin Thomas,40
2023,0,52372,Cameron Champ,39
2023,0,51950,Max McGreevy,39
2023,0,29289,S.Y. Noh,39
2023,0,22405,Justin Rose,39
2023,0,34046,Jordan Spieth,39
2023,0,48887,Matt Wallace,39
2023,0,31323,Gary Woodland,39
2023,0,34409,David Lingmerth,38
2023,0,40006,Erik van Rooyen,38
2023,0,22056,Cameron Percy,37
2023,0,53165,Doc Redman,37
2023,0,58967,Trevor Werbylo,37
2023,0,39954,Cody Gribble,36
2023,0,46442,Maverick McNealy,36
2023,0,28420,Ryan Brehm,35
2023,0,52411,Kyle Westmoreland,35
2023,0,31202,William McGirt,34
2023,0,29908,C.T. Pan,34
2023,0,27963,Chris Stroud,34
2023,0,31560,Brian Stuard,34
2023,0,52955,Ludvig Åberg,33
2023,0,32366,Kevin Chappell,32
2023,0,35310,Lanto Griffin,32
2023,0,31557,Jim Herman,32
2023,0,58696,Peter Kuest,32
2023,0,51894,Vince Whaley,32
2023,0,32139,Danny Willett,32
2023,0,59018,Ryan Gerard,31
2023,0,33410,Andrew Landry,31
2023,0,33204,Shane Lowry,31
2023,0,24925,Jonathan Byrd,30
2023,0,39058,Lucas Herbert,30
2023,0,29970,Dylan Frittelli,29
2023,0,24024,Zach Johnson,29
2023,0,48117,Kurt Kitayama,29
2023,0,46601,Trey Mullinax,29
2023,0,24140,Sean O'Hair,29
2023,0,35617,Martin Trainer,29
2023,0,52453,Nicolai Hojgaard,28
2023,0,27095,Nick Watney,28
2023,0,32662,Michael Gligic,27
2023,0,29420,Billy Horschel,27
2023,0,49766,Hank Lebioda,27
2023,0,32150,Michael Thompson,26
2023,0,27974,Sung Kang,25
2023,0,29221,Webb Simpson,25
2023,0,48084,Wesley Bryan,24
2023,0,37378,Min Woo Lee,24
2023,0,49964,Aaron Wise,24
2023,0,34374,Erik Barnes,23
2023,0,51491,Brandon Matthews,23
2023,0,27770,Camilo Villegas,22
2023,0,24846,Ricky Barnes,21
2023,0,33974,Dean Burmester,21
2023,0,19846,Brian Gay,21
2023,0,30750,Tommy Gainey,20
2023,0,59652,Sam Bennett,19
2023,0,29936,Ryan Fox,19
2023,0,22046,Geoff Ogilvy,19
2023,0,23983,Luke Donald,18
2023,0,29926,Danny Lee,18
2023,0,34213,Grayson Murray,18
2023,0,25198,Francesco Molinari,17
2023,0,29479,Scott Brown,16
2023,0,20593,Greg Chalmers,16
2023,0,24924,Bill Haas,16
2023,0,27556,Ted Potter Jr.,16
2023,0,30110,Kyle Stanley,16
2023,0,37278,Nicholas Lindheim,15
2023,0,29518,Brendan Steele,15
2023,0,27895,Jonas Blixt,14
2023,0,23541,Ben Crane,14
2023,0,29478,Kevin Kisner,14
2023,0,25240,D.A. Points,14
2023,0,27649,Brandt Snedeker,14
2023,0,47483,Will Zalatoris,14
2023,0,28679,Fabián Gómez,13
2023,0,54813,Philip Knowles,13
2023,0,48822,Sebastián Muñoz,13
2023,0,47529,Mito Pereira,13
2023,0,23788,D.J. Trahan,13
2023,0,20766,Padraig Harrington,12
2023,0,23621,Rory Sabbatini,12
2023,0,49303,Anders Albertson,11
2023,0,33674,Adrian Meronk,11
2023,0,28259,Sangmoon Bae,10
2023,0,37273,Derek Ernst,10
2023,0,59095,Chris Gotterup,10
2023,0,51287,Ryo Hisatsune,10
2023,0,27797,Derek Lamely,10
2023,0,47987,Cole Hammer,9
2023,0,34174,John Huh,9
2023,0,29476,Kyle Reifers,9
2023,0,27064,Jhonattan Vegas,9
2023,0,21407,Arjun Atwal,8
2023,0,55930,Fred Biondi,8
2023,0,35376,Roberto Díaz,8
2023,0,36689,Brooks Koepka,8
