YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2022,0,51950,Max McGreevy,12.47,96,770,+0.05
2022,0,30911,Tommy Fleetwood,12.48,75,601,+0.11
2022,0,24924,Bill Haas,12.5,116,928,-0.01
2022,0,45486,Joaquin Niemann,12.51,107,855,-0.02
2022,0,28775,Nate Lashley,12.53,105,838,+0.05
2022,0,24925,Jonathan Byrd,12.54,74,590,+0.14
2022,0,46414,Aaron Rai,12.54,122,973,+0.02
2022,0,27649,Brandt Snedeker,12.61,85,674,+0.18
2022,0,29908,C.T. Pan,12.68,124,978,+0.08
2022,0,49771,J.T. Poston,12.75,141,1106,-0.03
2022,0,30692,Scott Stallings,12.79,147,1149,+0.03
2022,0,30944,Jason Kokrak,12.84,94,732,+0.01
2022,0,40006,Erik van Rooyen,12.84,75,584,+0.05
2022,0,32791,K.H. Lee,12.88,158,1227,+0.02
2022,0,49947,Taylor Moore,12.88,139,1079,-0.03
2022,0,30163,Henrik Norlander,12.92,107,828,+0.07
2022,0,34174,John Huh,13.01,109,838,+0.18
2022,0,35450,Patrick Cantlay,13.02,101,776,E
2022,0,45522,Christiaan Bezuidenhout,13.04,106,813,+0.02
2022,0,33399,Adam Hadwin,13.04,137,1051,+0.08
2022,0,40115,Adam Svensson,13.04,151,1158,+0.16
2022,0,33448,Justin Thomas,13.04,114,874,-0.03
2022,0,46717,Viktor Hovland,13.06,105,804,+0.08
2022,0,33141,Keegan Bradley,13.07,123,941,-0.05
2022,0,35449,Adam Long,13.07,137,1048,+0.10
2022,0,27095,Nick Watney,13.11,115,877,+0.14
2022,0,32757,Patton Kizzire,13.24,150,1133,+0.07
2022,0,33667,Carlos Ortiz,13.24,94,710,+0.10
2022,0,48117,Kurt Kitayama,13.25,90,679,+0.01
2022,0,36884,Ben Kohles,13.27,82,618,+0.11
2022,0,34610,Matthias Schwab,13.39,102,762,-0.07
2022,0,45157,Cam Davis,13.43,141,1050,E
2022,0,48084,Wesley Bryan,13.45,69,513,-0.01
2022,0,30926,Chris Kirk,13.5,125,926,+0.12
2022,0,27064,Jhonattan Vegas,13.5,116,859,E
2022,0,34466,Peter Malnati,13.52,161,1191,+0.16
2022,0,36871,Matthew NeSmith,13.56,150,1106,+0.17
2022,0,20229,Stewart Cink,13.59,131,964,+0.06
2022,0,23325,Vaughn Taylor,13.61,75,551,+0.08
2022,0,28089,Jason Day,13.64,96,704,+0.21
2022,0,51766,Wyndham Clark,13.72,146,1064,+0.03
2022,0,23320,Ryan Palmer,13.75,102,742,+0.02
2022,0,25686,Jason Dufner,13.78,74,537,+0.12
2022,0,24980,Scott Gutschewski,13.79,72,522,+0.06
2022,0,47988,Nick Hardy,13.8,86,623,+0.06
2022,0,32448,James Hahn,13.86,115,830,-0.01
2022,0,34360,Patrick Reed,13.92,98,704,+0.20
2022,0,50095,Austin Smotherman,13.97,121,866,+0.17
2022,0,46340,Alex Smalley,14.04,152,1083,-0.02
2022,0,39058,Lucas Herbert,14.06,80,569,+0.01
2022,0,28252,Seamus Power,14.09,116,823,-0.03
2022,0,47483,Will Zalatoris,14.09,115,816,-0.10
2022,0,47504,Sam Burns,14.14,142,1004,+0.02
2022,0,29221,Webb Simpson,14.17,102,720,+0.11
2022,0,31323,Gary Woodland,14.2,116,817,+0.09
2022,0,49964,Aaron Wise,14.3,151,1056,+0.03
2022,0,53165,Doc Redman,14.35,125,871,+0.14
2022,0,54628,Lee Hodges,14.41,165,1145,+0.15
2022,0,32366,Kevin Chappell,14.48,87,601,+0.13
2022,0,54421,Garrick Higgo,14.55,80,550,+0.29
2022,0,28114,Dawie van der Walt,14.66,96,655,+0.02
2022,0,40250,Taylor Pendrith,14.67,120,818,-0.07
2022,0,39436,Joshua Creel,14.68,75,511,+0.07
2022,0,29926,Danny Lee,14.68,80,545,+0.08
2022,0,26300,Matt Jones,14.77,104,704,-0.02
2022,0,34363,Tyrrell Hatton,14.81,105,709,+0.12
2022,0,36799,Stephan Jaeger,14.83,151,1018,+0.09
2022,0,47347,Adam Schenk,14.84,158,1065,+0.13
2022,0,23983,Luke Donald,14.88,110,739,+0.06
2022,0,48887,Matt Wallace,14.88,103,692,+0.12
2022,0,33419,Cameron Tringale,15.01,159,1059,+0.08
2022,0,45540,Jared Wolfe,15.06,97,644,+0.04
2022,0,36699,Patrick Rodgers,15.14,147,971,-0.10
2022,0,57366,Cameron Young,15.36,153,996,-0.01
2022,0,22056,Cameron Percy,15.45,68,440,-0.12
2022,0,36689,Brooks Koepka,15.46,83,537,+0.05
2022,0,34563,Chesson Hadley,15.59,138,885,+0.06
2022,0,28237,Rory McIlroy,15.66,112,715,-0.07
2022,0,51634,Sahith Theegala,15.66,202,1290,-0.01
2022,0,37212,Paul Barjon,15.72,136,865,+0.05
2022,0,35110,Brett Drewitt,15.79,90,570,+0.18
2022,0,35891,Cameron Smith,15.82,115,727,-0.01
2022,0,47995,Davis Riley,15.85,178,1123,+0.06
2022,0,46046,Scottie Scheffler,15.85,149,940,-0.03
2022,0,24361,Pat Perez,15.88,111,699,E
2022,0,35506,Mackenzie Hughes,16.02,149,930,+0.07
2022,0,33597,Harry Higgs,16.07,149,927,+0.09
2022,0,47856,Seth Reeves,16.08,109,678,+0.15
2022,0,29289,S.Y. Noh,16.09,98,609,-0.06
2022,0,29970,Dylan Frittelli,16.11,170,1055,-0.01
2022,0,47128,Richy Werenski,16.12,112,695,+0.14
2022,0,33204,Shane Lowry,16.13,106,657,+0.06
2022,0,34255,Joseph Bramlett,16.15,147,910,+0.05
2022,0,27895,Jonas Blixt,16.17,93,575,+0.20
2022,0,47529,Mito Pereira,16.17,172,1064,-0.09
2022,0,25493,Nick Taylor,16.32,163,999,+0.17
2022,0,24502,Adam Scott,16.38,143,873,+0.01
2022,0,27129,Luke List,16.39,149,909,+0.01
2022,0,34046,Jordan Spieth,16.48,149,904,+0.03
2022,0,46550,Brandon Hagy,16.6,133,801,+0.06
2022,0,29725,Tony Finau,16.63,163,980,-0.05
2022,0,33490,Bo Hoag,16.63,85,511,+0.25
2022,0,32333,Kevin Tway,16.7,153,916,+0.10
2022,0,36852,Jim Knous,17.18,84,489,+0.10
2022,0,52372,Cameron Champ,17.21,111,645,-0.03
2022,0,34431,Robert Streb,17.22,177,1028,+0.09
2022,0,37189,Harold Varner III,17.5,137,783,+0.06
2022,0,46601,Trey Mullinax,17.56,158,900,E
2022,0,27770,Camilo Villegas,17.95,126,702,+0.10
2022,0,51894,Vince Whaley,18.22,166,911,+0.03
2022,0,54783,Dylan Wu,18.23,128,702,+0.11
2022,0,35617,Martin Trainer,18.44,154,835,+0.08
2022,0,27139,David Skinns,18.76,133,709,+0.04
2022,0,10381,Curtis Thompson,19.5,116,595,+0.03
2022,0,48699,Callum Tarren,19.97,153,766,+0.01
2022,0,35461,Beau Hossler,20.49,184,898,+0.13
2021,0,49298,Kramer Hickok,6.99,54,773,+0.07
2021,0,45526,Abraham Ancer,7.0,79,1129,+0.01
2021,0,27936,Martin Laird,7.37,71,964,+0.06
2021,0,39324,J.J. Spaun,7.99,58,726,+0.10
2021,0,36871,Matthew NeSmith,8.7,96,1104,+0.01
2021,0,36801,Mark Hubbard,8.92,110,1233,+0.24
2021,0,28252,Seamus Power,8.92,52,583,E
2021,0,26476,Chez Reavie,8.97,89,992,+0.13
2021,0,29478,Kevin Kisner,9.05,87,961,+0.02
2021,0,30927,Brendon Todd,9.15,91,994,+0.15
2021,0,31560,Brian Stuard,9.16,112,1223,+0.09
2021,0,30110,Kyle Stanley,9.21,95,1031,+0.14
2021,0,39971,Sungjae Im,9.24,145,1569,+0.07
2021,0,27349,Alex Noren,9.3,95,1021,-0.02
2021,0,24138,Ian Poulter,9.31,71,763,+0.15
2021,0,19803,Ryan Armour,9.33,87,932,+0.21
2021,0,33410,Andrew Landry,9.45,80,847,+0.01
2021,0,24924,Bill Haas,9.47,41,433,+0.02
2021,0,33413,Ben Martin,9.53,45,472,-0.09
2021,0,32816,Satoshi Kodaira,9.58,82,856,+0.13
2021,0,25818,Scott Piercy,9.68,91,940,+0.20
2021,0,33404,Chris Baker,10.0,53,530,+0.11
2021,0,40026,Daniel Berger,10.14,103,1016,-0.02
2021,0,22371,Aaron Baddeley,10.28,51,496,-0.06
2021,0,53165,Doc Redman,10.32,98,950,+0.09
2021,0,26851,Marc Leishman,10.33,91,881,+0.13
2021,0,27644,Brian Harman,10.42,123,1180,+0.16
2021,0,48045,Michael Gellerman,10.6,46,434,+0.09
2021,0,23621,Rory Sabbatini,10.61,99,933,+0.05
2021,0,30163,Henrik Norlander,10.67,111,1040,+0.13
2021,0,50525,Collin Morikawa,10.71,99,924,+0.20
2021,0,37455,Si Woo Kim,10.74,124,1155,+0.01
2021,0,33122,Russell Knox,10.75,119,1107,+0.21
2021,0,40006,Erik van Rooyen,10.77,101,938,+0.15
2021,0,34076,Joel Dahmen,10.8,99,917,+0.07
2021,0,26758,David Hearn,10.8,69,639,+0.10
2021,0,37275,Sam Ryder,10.89,103,946,+0.05
2021,0,45609,Tyler Duncan,10.93,115,1052,+0.17
2021,0,33490,Bo Hoag,10.94,114,1042,-0.03
2021,0,27942,Rob Oppenheim,10.94,85,777,+0.07
2021,0,34099,Harris English,11.01,120,1090,+0.11
2021,0,32448,James Hahn,11.02,95,862,+0.01
2021,0,31323,Gary Woodland,11.03,88,798,+0.07
2021,0,39997,Corey Conners,11.09,129,1163,+0.09
2021,0,40098,Matt Fitzpatrick,11.14,82,736,+0.02
2021,0,39953,Chase Seiffert,11.15,87,780,+0.06
2021,0,20396,Lee Westwood,11.17,79,707,+0.20
2021,0,32640,Troy Merritt,11.27,125,1109,+0.15
2021,0,23320,Ryan Palmer,11.3,105,929,+0.02
2021,0,30692,Scott Stallings,11.3,106,938,-0.04
2021,0,29535,Brice Garnett,11.37,109,959,+0.16
2021,0,23108,Matt Kuchar,11.37,93,818,+0.05
2021,0,46402,Talor Gooch,11.42,131,1147,-0.02
2021,0,27214,Kevin Streelman,11.42,133,1165,+0.12
2021,0,27649,Brandt Snedeker,11.45,114,996,-0.03
2021,0,52372,Cameron Champ,11.46,103,899,+0.06
2021,0,25900,Lucas Glover,11.47,129,1125,+0.07
2021,0,33486,Roger Sloan,11.48,98,854,-0.03
2021,0,25364,Paul Casey,11.5,92,800,+0.01
2021,0,49771,J.T. Poston,11.54,126,1092,+0.10
2021,0,29479,Scott Brown,11.58,102,881,+0.24
2021,0,34174,John Huh,11.61,82,706,+0.13
2021,0,47504,Sam Burns,11.63,117,1006,+0.01
2021,0,47993,Denny McCarthy,11.68,129,1104,+0.03
2021,0,49766,Hank Lebioda,11.69,87,744,-0.07
2021,0,35532,Tom Hoge,11.7,142,1214,+0.10
2021,0,33141,Keegan Bradley,11.72,126,1075,+0.10
2021,0,52375,Doug Ghim,11.76,118,1003,+0.09
2021,0,23325,Vaughn Taylor,11.76,101,859,+0.06
2021,0,32150,Michael Thompson,11.83,112,947,+0.17
2021,0,46717,Viktor Hovland,11.88,115,968,+0.12
2021,0,35449,Adam Long,11.91,117,982,+0.18
2021,0,48822,Sebastián Muñoz,11.94,148,1240,+0.09
2021,0,29268,Bronson Burgoon,11.95,92,770,+0.02
2021,0,35891,Cameron Smith,11.95,115,962,+0.01
2021,0,25686,Jason Dufner,11.98,123,1027,+0.13
2021,0,33667,Carlos Ortiz,12.13,140,1154,+0.03
2021,0,49964,Aaron Wise,12.16,118,970,+0.07
2021,0,33120,Mark Anderson,12.18,58,476,+0.21
2021,0,46442,Maverick McNealy,12.21,112,917,+0.07
2021,0,34098,Russell Henley,12.24,132,1078,-0.08
2021,0,25396,Kevin Na,12.28,133,1083,+0.05
2021,0,46970,Jon Rahm,12.3,110,894,+0.08
2021,0,26499,Rafa Cabrera Bello,12.32,103,836,+0.14
2021,0,32070,Rafael Campos,12.39,70,565,-0.04
2021,0,45157,Cam Davis,12.41,154,1241,+0.04
2021,0,33597,Harry Higgs,12.46,129,1035,+0.08
2021,0,32254,Xinjun Zhang,12.46,86,690,+0.22
2021,0,12716,Charley Hoffman,12.47,136,1091,-0.04
2021,0,24357,K.J. Choi,12.54,75,598,+0.19
2021,0,33399,Adam Hadwin,12.58,138,1097,+0.19
2021,0,29974,Branden Grace,12.63,109,863,+0.04
2021,0,34363,Tyrrell Hatton,12.67,82,647,+0.15
2021,0,34264,Hudson Swafford,12.7,117,921,+0.09
2021,0,23623,Bo Van Pelt,12.8,97,758,+0.07
2021,0,21209,Sergio Garcia,12.82,122,952,-0.04
2021,0,29518,Brendan Steele,13.0,121,931,+0.11
2021,0,35104,Tom Lewis,13.06,126,965,+0.13
2021,0,29420,Billy Horschel,13.07,126,964,+0.13
2021,0,31420,Anirban Lahiri,13.08,98,749,-0.03
2021,0,35450,Patrick Cantlay,13.12,124,945,+0.02
2021,0,47347,Adam Schenk,13.12,145,1105,+0.01
2021,0,32839,Hideki Matsuyama,13.13,153,1165,+0.07
2021,0,34360,Patrick Reed,13.14,120,913,+0.09
2021,0,24361,Pat Perez,13.17,142,1078,+0.03
2021,0,34255,Joseph Bramlett,13.23,102,771,+0.07
2021,0,27330,Josh Teater,13.23,61,461,E
2021,0,31646,Emiliano Grillo,13.24,127,959,+0.02
2021,0,32139,Danny Willett,13.25,51,385,+0.22
2021,0,26331,Charl Schwartzel,13.29,137,1031,-0.03
2021,0,21961,Charles Howell III,13.3,98,737,+0.01
2021,0,34256,Andrew Putnam,13.31,137,1029,+0.07
2021,0,27554,Scott Harrington,13.38,116,867,+0.03
2021,0,39977,Max Homa,13.38,124,927,+0.14
2021,0,33448,Justin Thomas,13.42,127,946,-0.03
2021,0,32757,Patton Kizzire,13.48,169,1254,+0.04
2021,0,30944,Jason Kokrak,13.5,142,1052,+0.06
2021,0,31557,Jim Herman,13.57,111,818,+0.17
2021,0,23983,Luke Donald,13.59,84,618,+0.11
2021,0,26329,Louis Oosthuizen,13.65,114,835,+0.11
2021,0,35461,Beau Hossler,13.66,132,966,+0.14
2021,0,30926,Chris Kirk,13.67,142,1039,+0.04
2021,0,29908,C.T. Pan,13.68,123,899,+0.04
2021,0,26300,Matt Jones,13.7,159,1161,+0.01
2021,0,33419,Cameron Tringale,13.77,156,1133,+0.03
2021,0,37189,Harold Varner III,13.77,150,1089,+0.01
2021,0,32791,K.H. Lee,13.78,178,1292,+0.02
2021,0,47483,Will Zalatoris,13.8,130,942,-0.01
2021,0,34466,Peter Malnati,13.94,127,911,E
2021,0,35658,Kris Ventura,13.94,99,710,+0.10
2021,0,29926,Danny Lee,13.96,109,781,+0.13
2021,0,20229,Stewart Cink,14.1,152,1078,+0.10
2021,0,29221,Webb Simpson,14.1,120,851,-0.03
2021,0,48081,Xander Schauffele,14.11,123,872,-0.04
2021,0,32333,Kevin Tway,14.12,99,701,+0.06
2021,0,35310,Lanto Griffin,14.21,157,1105,+0.13
2021,0,23788,D.J. Trahan,14.26,91,638,+0.11
2021,0,28237,Rory McIlroy,14.27,124,869,+0.11
2021,0,45486,Joaquin Niemann,14.3,176,1231,-0.02
2021,0,24140,Sean O'Hair,14.31,87,608,+0.07
2021,0,46435,Austin Cook,14.32,129,901,+0.07
2021,0,22056,Cameron Percy,14.41,120,833,+0.01
2021,0,34314,Sebastian Cappelen,14.48,75,518,+0.12
2021,0,36689,Brooks Koepka,14.54,105,722,+0.02
2021,0,29725,Tony Finau,14.62,145,992,+0.06
2021,0,32618,Rhein Gibson,14.62,75,513,+0.11
2021,0,25632,Jimmy Walker,14.63,126,861,+0.21
2021,0,25493,Nick Taylor,14.66,169,1153,+0.15
2021,0,28679,Fabián Gómez,14.68,69,470,+0.17
2021,0,28089,Jason Day,14.69,113,769,+0.05
2021,0,35230,Nelson Ledesma,14.76,71,481,+0.18
2021,0,27556,Ted Potter Jr.,14.84,119,802,+0.15
2021,0,34046,Jordan Spieth,14.95,152,1017,+0.02
2021,0,24502,Adam Scott,14.97,122,815,+0.02
2021,0,33948,Byeong Hun An,14.99,143,954,+0.15
2021,0,33204,Shane Lowry,14.99,131,874,+0.10
2021,0,25804,Bubba Watson,15.01,124,826,+0.02
2021,0,19846,Brian Gay,15.02,129,859,+0.16
2021,0,48887,Matt Wallace,15.02,79,526,+0.24
2021,0,29970,Dylan Frittelli,15.03,124,825,+0.06
2021,0,32662,Michael Gligic,15.08,125,829,+0.11
2021,0,30911,Tommy Fleetwood,15.18,99,652,+0.14
2021,0,48119,Ben Taylor,15.19,65,428,E
2021,0,51766,Wyndham Clark,15.38,148,962,+0.01
2021,0,24024,Zach Johnson,15.38,162,1053,+0.14
2021,0,32102,Rickie Fowler,15.42,138,895,+0.09
2021,0,39546,Keith Mitchell,15.43,142,920,+0.04
2021,0,24781,Hunter Mahan,15.52,88,567,+0.14
2021,0,27129,Luke List,15.62,162,1037,+0.08
2021,0,30925,Dustin Johnson,15.69,134,854,-0.01
2021,0,27974,Sung Kang,15.71,162,1031,+0.25
2021,0,46441,Robby Shelton,15.71,154,980,+0.12
2021,0,35506,Mackenzie Hughes,15.94,167,1048,+0.02
2021,0,47128,Richy Werenski,16.07,185,1151,+0.14
2021,0,34213,Grayson Murray,16.1,80,497,+0.23
2021,0,40042,Tyler McCumber,16.29,122,749,+0.10
2021,0,47959,Bryson DeChambeau,16.35,154,942,+0.04
2021,0,34563,Chesson Hadley,16.38,132,806,+0.11
2021,0,56762,Will Gordon,16.58,154,929,+0.12
2021,0,49960,Sepp Straka,16.64,177,1064,+0.08
2021,0,27095,Nick Watney,16.7,96,575,-0.02
2021,0,46046,Scottie Scheffler,16.74,195,1165,-0.02
2021,0,56278,Matthew Wolff,16.79,117,697,+0.09
2021,0,36699,Patrick Rodgers,16.96,182,1073,+0.04
2021,0,46550,Brandon Hagy,17.07,135,791,-0.01
2021,0,22405,Justin Rose,17.14,97,566,+0.24
2021,0,51894,Vince Whaley,17.52,140,799,+0.06
2021,0,28775,Nate Lashley,17.73,145,818,+0.06
2021,0,34431,Robert Streb,18.07,176,974,+0.08
2021,0,27064,Jhonattan Vegas,18.08,166,918,+0.03
2021,0,35617,Martin Trainer,18.4,120,652,+0.14
2021,0,39975,Michael Kim,18.41,134,728,+0.17
2021,0,27770,Camilo Villegas,18.73,168,897,+0.08
2021,0,1810,Phil Mickelson,19.4,161,830,+0.04
2021,0,27141,J.B. Holmes,20.17,120,595,+0.03
2021,0,28420,Ryan Brehm,21.38,102,477,-0.05
2020,0,30110,Kyle Stanley,7.49,45,601,-0.04
2020,0,10809,Jim Furyk,7.75,39,503,+0.15
2020,0,40026,Daniel Berger,8.48,66,778,+0.03
2020,0,28679,Fabián Gómez,8.7,47,540,+0.06
2020,0,33404,Chris Baker,9.31,43,462,+0.16
2020,0,32640,Troy Merritt,9.39,72,767,-0.13
2020,0,39997,Corey Conners,9.44,82,869,+0.15
2020,0,27349,Alex Noren,9.52,59,620,-0.12
2020,0,45609,Tyler Duncan,9.56,94,983,+0.19
2020,0,49298,Kramer Hickok,9.94,50,503,+0.04
2020,0,29268,Bronson Burgoon,10.03,63,628,+0.08
2020,0,31557,Jim Herman,10.03,73,728,+0.19
2020,0,32448,James Hahn,10.11,38,376,-0.16
2020,0,27963,Chris Stroud,10.14,51,503,+0.18
2020,0,19803,Ryan Armour,10.17,64,629,+0.16
2020,0,24924,Bill Haas,10.34,49,474,+0.18
2020,0,33413,Ben Martin,10.42,32,307,-0.06
2020,0,25349,Tim Wilkinson,10.51,47,447,+0.23
2020,0,33410,Andrew Landry,10.54,82,778,+0.13
2020,0,33597,Harry Higgs,10.63,102,960,E
2020,1,45526,Abraham Ancer,10.86,85,783,+0.12
2020,0,27936,Martin Laird,10.86,44,405,+0.16
2020,-1,33122,Russell Knox,10.87,74,681,+0.05
2020,0,25900,Lucas Glover,10.89,76,698,+0.07
2020,1,30927,Brendon Todd,11.04,116,1051,+0.16
2020,-1,31560,Brian Stuard,11.17,100,895,+0.10
2020,0,25818,Scott Piercy,11.35,79,696,+0.18
2020,0,23621,Rory Sabbatini,11.42,79,692,+0.04
2020,2,39971,Sungjae Im,11.49,126,1097,+0.04
2020,0,35532,Tom Hoge,11.51,106,921,+0.04
2020,2,12716,Charley Hoffman,11.6,77,664,+0.19
2020,2,26476,Chez Reavie,11.64,93,799,E
2020,2,40058,Zac Blair,11.65,81,695,+0.12
2020,2,36801,Mark Hubbard,11.69,119,1018,+0.08
2020,2,49771,J.T. Poston,11.69,103,881,+0.21
2020,2,32102,Rickie Fowler,11.71,67,572,+0.10
2020,2,53165,Doc Redman,11.73,115,980,+0.02
2020,2,45157,Cam Davis,11.77,75,637,E
2020,2,49960,Sepp Straka,11.83,102,862,+0.08
2020,2,32662,Michael Gligic,11.94,56,469,E
2020,2,26499,Rafa Cabrera Bello,11.95,65,544,+0.12
2020,4,49964,Aaron Wise,12.13,57,470,+0.16
2020,4,29479,Scott Brown,12.21,85,696,+0.16
2020,4,23325,Vaughn Taylor,12.21,75,614,+0.15
2020,4,34098,Russell Henley,12.22,99,810,+0.03
2020,4,33399,Adam Hadwin,12.23,92,752,+0.15
2020,-2,50525,Collin Morikawa,12.26,122,995,+0.06
2020,3,37275,Sam Ryder,12.27,95,774,+0.06
2020,3,27330,Josh Teater,12.27,46,375,-0.04
2020,3,46435,Austin Cook,12.28,82,668,+0.11
2020,3,26758,David Hearn,12.3,62,504,-0.03
2020,3,30163,Henrik Norlander,12.37,97,784,+0.02
2020,3,27554,Scott Harrington,12.55,94,749,+0.02
2020,7,23320,Ryan Palmer,12.55,104,829,+0.08
2020,3,36871,Matthew NeSmith,12.68,95,749,-0.01
2020,1,29221,Webb Simpson,12.78,91,712,-0.02
2020,2,26300,Matt Jones,12.79,114,891,+0.11
2020,3,47993,Denny McCarthy,12.82,116,905,+0.17
2020,3,20229,Stewart Cink,12.86,80,622,-0.03
2020,3,24138,Ian Poulter,12.9,68,527,+0.10
2020,-17,34363,Tyrrell Hatton,12.92,61,472,E
2020,2,39953,Chase Seiffert,12.97,65,501,-0.02
2020,2,34076,Joel Dahmen,12.98,114,878,+0.18
2020,3,48045,Michael Gellerman,13.01,54,415,+0.15
2020,3,39324,J.J. Spaun,13.02,87,668,+0.06
2020,3,26596,Ryan Moore,13.03,62,476,+0.10
2020,4,27644,Brian Harman,13.21,131,992,+0.11
2020,4,22371,Aaron Baddeley,13.23,68,514,-0.01
2020,4,32791,K.H. Lee,13.25,100,755,+0.08
2020,4,47504,Sam Burns,13.3,102,767,+0.12
2020,4,34563,Chesson Hadley,13.32,85,638,+0.13
2020,4,35449,Adam Long,13.32,132,991,+0.13
2020,-7,46717,Viktor Hovland,13.33,108,810,+0.10
2020,4,37189,Harold Varner III,13.37,106,793,+0.07
2020,4,32254,Xinjun Zhang,13.37,110,823,+0.07
2020,4,46442,Maverick McNealy,13.42,108,805,+0.01
2020,4,19846,Brian Gay,13.51,94,696,+0.14
2020,4,29518,Brendan Steele,13.51,105,777,+0.05
2020,-9,46970,Jon Rahm,13.53,108,798,+0.05
2020,5,40098,Matt Fitzpatrick,13.56,83,612,+0.05
2020,5,31646,Emiliano Grillo,13.56,91,671,+0.14
2020,5,27942,Rob Oppenheim,13.58,85,626,+0.02
2020,5,32150,Michael Thompson,13.59,106,780,+0.04
2020,5,25686,Jason Dufner,13.61,106,779,+0.13
2020,5,34021,Bud Cauley,13.65,110,806,+0.04
2020,6,29535,Brice Garnett,13.69,86,628,-0.15
2020,7,29974,Branden Grace,13.76,63,458,+0.21
2020,7,33490,Bo Hoag,13.76,94,683,+0.15
2020,7,51894,Vince Whaley,13.77,53,385,+0.04
2020,-7,25396,Kevin Na,13.83,114,824,+0.04
2020,6,33141,Keegan Bradley,13.91,110,791,+0.10
2020,6,37455,Si Woo Kim,14.05,117,833,+0.02
2020,6,34213,Grayson Murray,14.05,60,427,+0.20
2020,6,27214,Kevin Streelman,14.09,112,795,-0.02
2020,-4,32839,Hideki Matsuyama,14.1,119,844,E
2020,5,30692,Scott Stallings,14.11,104,737,+0.01
2020,5,47347,Adam Schenk,14.12,108,765,-0.01
2020,5,23788,D.J. Trahan,14.13,65,460,-0.09
2020,5,29970,Dylan Frittelli,14.2,135,951,+0.07
2020,5,24361,Pat Perez,14.23,79,555,-0.09
2020,6,31323,Gary Woodland,14.32,106,740,-0.04
2020,6,34314,Sebastian Cappelen,14.35,68,474,+0.15
2020,6,35461,Beau Hossler,14.43,98,679,+0.16
2020,6,22405,Justin Rose,14.47,66,456,+0.15
2020,7,27129,Luke List,14.53,118,812,+0.13
2020,8,46402,Talor Gooch,14.57,152,1043,+0.04
2020,8,49766,Hank Lebioda,14.63,84,574,+0.10
2020,8,28307,Matt Every,14.64,83,567,+0.20
2020,8,35732,Wes Roach,14.66,45,307,+0.04
2020,8,27649,Brandt Snedeker,14.78,103,697,-0.01
2020,8,25493,Nick Taylor,14.78,103,697,+0.15
2020,1,35310,Lanto Griffin,14.82,165,1113,+0.01
2020,-7,46046,Scottie Scheffler,14.89,145,974,-0.06
2020,7,34256,Andrew Putnam,14.9,66,443,+0.32
2020,7,31420,Anirban Lahiri,14.95,48,321,+0.19
2020,7,32618,Rhein Gibson,14.97,69,461,+0.04
2020,7,30911,Tommy Fleetwood,14.99,58,387,+0.03
2020,7,36689,Brooks Koepka,14.99,79,527,+0.13
2020,7,35658,Kris Ventura,14.99,58,387,-0.02
2020,7,33120,Mark Anderson,15.01,77,513,+0.19
2020,7,23623,Bo Van Pelt,15.12,65,430,+0.14
2020,8,27974,Sung Kang,15.21,131,861,+0.19
2020,8,34466,Peter Malnati,15.21,99,651,+0.06
2020,4,34099,Harris English,15.28,145,949,+0.03
2020,-7,35506,Mackenzie Hughes,15.33,132,861,+0.03
2020,7,32366,Kevin Chappell,15.38,68,442,E
2020,7,25572,Graeme McDowell,15.41,80,519,+0.23
2020,7,23108,Matt Kuchar,15.43,106,687,+0.03
2020,7,26329,Louis Oosthuizen,15.44,86,557,+0.26
2020,14,26851,Marc Leishman,15.46,111,718,+0.13
2020,6,25364,Paul Casey,15.51,96,619,+0.09
2020,7,25804,Bubba Watson,15.55,123,791,+0.10
2020,7,29926,Danny Lee,15.67,120,766,+0.09
2020,3,33448,Justin Thomas,15.69,126,803,-0.05
2020,6,33948,Byeong Hun An,15.8,130,823,+0.05
2020,6,21961,Charles Howell III,15.8,109,690,+0.06
2020,10,29725,Tony Finau,15.81,129,816,+0.05
2020,17,48822,Sebastián Muñoz,15.92,173,1087,+0.02
2020,10,46441,Robby Shelton,15.99,127,794,+0.06
2020,10,40009,Dominic Bozzelli,16.0,52,325,+0.10
2020,11,32757,Patton Kizzire,16.05,104,648,+0.12
2020,11,34255,Joseph Bramlett,16.08,87,541,+0.06
2020,11,40042,Tyler McCumber,16.09,84,522,+0.14
2020,12,52375,Doug Ghim,16.11,63,391,+0.14
2020,12,33486,Roger Sloan,16.13,85,527,+0.05
2020,12,27095,Nick Watney,16.13,80,496,+0.06
2020,12,28775,Nate Lashley,16.14,102,632,+0.13
2020,12,56278,Matthew Wolff,16.19,141,871,+0.14
2020,-3,45486,Joaquin Niemann,16.23,148,912,+0.01
2020,11,29908,C.T. Pan,16.28,97,596,+0.21
2020,-7,29420,Billy Horschel,16.34,134,820,+0.16
2020,11,25632,Jimmy Walker,16.34,91,557,+0.07
2020,10,47128,Richy Werenski,16.4,112,683,+0.09
2020,10,27064,Jhonattan Vegas,16.41,84,512,+0.10
2020,10,32333,Kevin Tway,16.46,78,474,+0.09
2020,-8,29478,Kevin Kisner,16.5,130,788,+0.03
2020,10,30944,Jason Kokrak,16.5,117,709,+0.14
2020,-7,48081,Xander Schauffele,16.51,141,854,-0.06
2020,8,34360,Patrick Reed,16.52,150,908,+0.04
