YEAR,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
2024,0,40115,Adam Svensson,60
2024,0,25493,Nick Taylor,60
2024,0,22405,Justin Rose,61
2024,0,52513,Carson Young,61
2024,0,48117,Kurt Kitayama,62
2024,0,46442,Maverick McNealy,62
2024,0,27349,Alex Noren,62
2024,0,26476,Chez Reavie,62
2024,0,27139,David Skinns,62
2024,0,52955,Ludvig Åberg,63
2024,0,45522,Christiaan Bezuidenhout,63
2024,0,32366,Kevin Chappell,63
2024,0,47591,Eric Cole,63
2024,0,49947,Taylor Moore,63
2024,0,34213,Grayson Murray,63
2024,0,30163,Henrik Norlander,63
2024,0,36699,Patrick Rodgers,63
2024,0,50484,Hayden Springer,63
2024,0,34310,Alexander Björk,64
2024,0,52514,Trace Crowe,64
2024,0,34076,Joel Dahmen,64
2024,0,33653,Thomas Detry,64
2024,0,59866,Nick Dunlap,64
2024,0,51349,Nico Echavarria,64
2024,0,57362,Austin Eckroat,64
2024,0,29936,Ryan Fox,64
2024,0,56149,Wilson Furr,64
2024,0,54591,Ben Griffin,64
2024,0,54421,Garrick Higgo,64
2024,0,35506,Mackenzie Hughes,64
2024,0,36799,Stephan Jaeger,64
2024,0,34587,Chan Kim,64
2024,0,37455,Si Woo Kim,64
2024,0,35879,Kelly Kraft,64
2024,0,23108,Matt Kuchar,64
2024,0,40162,Justin Lower,64
2024,0,52215,Robert MacIntyre,64
2024,0,39546,Keith Mitchell,64
2024,0,49771,J.T. Poston,64
2024,0,28252,Seamus Power,64
2024,0,34256,Andrew Putnam,64
2024,0,47995,Davis Riley,64
2024,0,27649,Brandt Snedeker,64
2024,0,39324,J.J. Spaun,64
2024,0,30692,Scott Stallings,64
2024,0,55893,Sam Stevens,64
2024,0,27214,Kevin Streelman,64
2024,0,57364,Michael Thorbjornsen,64
2024,0,38991,Alejandro Tosti,64
2024,0,52666,Sami Valimaki,64
2024,0,27064,Jhonattan Vegas,64
2024,0,48887,Matt Wallace,64
2024,0,52374,Brandon Wu,64
2024,0,45242,Kevin Yu,64
2024,0,37212,Paul Barjon,65
2024,0,40026,Daniel Berger,65
2024,0,48084,Wesley Bryan,65
2024,0,55708,Hayden Buckley,65
2024,0,47504,Sam Burns,65
2024,0,32070,Rafael Campos,65
2024,0,34021,Bud Cauley,65
2024,0,52372,Cameron Champ,65
2024,0,66743,Luke Clanton,65
2024,0,59077,Spencer Cross,65
2024,0,39067,MJ Daffue,65
2024,0,45157,Cam Davis,65
2024,0,54576,Patrick Fishburn,65
2024,0,57123,Steven Fisk,65
2024,0,55721,Alex Fitzpatrick,65
2024,0,29535,Brice Garnett,65
2024,0,52375,Doug Ghim,65
2024,0,56762,Will Gordon,65
2024,0,35310,Lanto Griffin,65
2024,0,33399,Adam Hadwin,65
2024,0,57975,Harry Hall,65
2024,0,64594,Angel Hidalgo Portillo,65
2024,0,60067,Joe Highsmith,65
2024,0,51287,Ryo Hisatsune,65
2024,0,54628,Lee Hodges,65
2024,0,51696,Rico Hoey,65
2024,0,12716,Charley Hoffman,65
2024,0,36801,Mark Hubbard,65
2024,0,39971,Sungjae Im,65
2024,0,55955,Matthew Jordan,65
2024,0,46879,Naoyuki Kataoka,65
2024,0,39975,Michael Kim,65
2024,0,32757,Patton Kizzire,65
2024,0,34607,Francesco Laporta,65
2024,0,32791,K.H. Lee,65
2024,0,37378,Min Woo Lee,65
2024,0,37278,Nicholas Lindheim,65
2024,0,33413,Ben Martin,65
2024,0,46113,Ryan McCormick,65
2024,0,58944,Blake McShea,65
2024,0,59143,Mac Meissner,65
2024,0,55789,Taylor Montgomery,65
2024,0,26596,Ryan Moore,65
2024,0,32344,Lukas Nemecz,65
2024,0,51997,Andrew Novak,65
2024,0,29908,C.T. Pan,65
2024,0,46414,Aaron Rai,65
2024,0,47983,Chad Ramey,65
2024,0,39335,Kevin Roy,65
2024,0,46646,Antoine Rozner,65
2024,0,46046,Scottie Scheffler,65
2024,0,47888,Taiga Semikawa,65
2024,0,29221,Webb Simpson,65
2024,0,33486,Roger Sloan,65
2024,0,30927,Brendon Todd,65
2024,0,32333,Kevin Tway,65
2024,0,47128,Richy Werenski,65
2024,0,48319,Tom Whitney,65
2024,0,54328,Norman Xiong,65
2024,0,47483,Will Zalatoris,65
2024,0,34374,Erik Barnes,66
2024,0,35490,Wil Bateman,66
2024,0,40058,Zac Blair,66
2024,0,34255,Joseph Bramlett,66
2024,0,28420,Ryan Brehm,66
2024,0,29268,Bronson Burgoon,66
2024,0,66630,Beck Burnette,66
2024,0,20229,Stewart Cink,66
2024,0,39997,Corey Conners,66
2024,0,59836,Pierceson Coody,66
2024,0,47663,Kevin Dougherty,66
2024,0,50497,Adrien Dumont de Chassart,66
2024,0,34099,Harris English,66
2024,0,51734,Nicolo Galletti,66
2024,0,57593,Ian Gilligan,66
2024,0,25900,Lucas Glover,66
2024,0,59095,Chris Gotterup,66
2024,0,51977,Max Greyserman,66
2024,0,31646,Emiliano Grillo,66
2024,0,51989,Jordan Gumberg,66
2024,0,34563,Chesson Hadley,66
2024,0,47988,Nick Hardy,66
2024,0,34098,Russell Henley,66
2024,0,49813,Daniel Hillier,66
2024,0,35532,Tom Hoge,66
2024,0,35461,Beau Hossler,66
2024,0,24024,Zach Johnson,66
2024,0,50188,S.H. Kim,66
2024,0,55182,Tom Kim,66
2024,0,29478,Kevin Kisner,66
2024,0,36852,Jim Knous,66
2024,0,54422,Christo Lamprecht,66
2024,0,36326,David Lipsky,66
2024,0,27129,Luke List,66
2024,0,32839,Hideki Matsuyama,66
2024,0,29675,Dan McCarthy,66
2024,0,47993,Denny McCarthy,66
2024,0,31202,William McGirt,66
2024,0,36871,Matt NeSmith,66
2024,0,29289,S.Y. Noh,66
2024,0,35706,Niklas Norgaard,66
2024,0,33968,Thorbjørn Olesen,66
2024,0,57900,Chandler Phillips,66
2024,0,48052,Max Rottluff,66
2024,0,47347,Adam Schenk,66
2024,0,48867,Matti Schmid,66
2024,0,46441,Robby Shelton,66
2024,0,63807,Neal Shipley,66
2024,0,46340,Alex Smalley,66
2024,0,50095,Austin Smotherman,66
2024,0,51600,Jimmy Stanger,66
2024,0,50493,Justin Suh,66
2024,0,27330,Josh Teater,66
2024,0,58168,Davis Thompson,66
2024,0,59827,Tom Vaillant,66
2024,0,40006,Erik van Rooyen,66
2024,0,27770,Camilo Villegas,66
2024,0,54783,Dylan Wu,66
2024,0,55454,Carl Yuan,66
2024,0,33948,Byeong Hun An,67
2024,0,51661,Nick Bachem,67
2024,0,22371,Aaron Baddeley,67
2024,0,56630,Akshay Bhatia,67
2024,0,33141,Keegan Bradley,67
2024,0,60004,Jacob Bridgeman,67
2024,0,66417,Blades Brown,67
2024,0,65410,John Marshall Butler,67
2024,0,58716,Ethan Cairns,67
2024,0,59442,Parker Coody,67
2024,0,46435,Austin Cook,67
2024,0,48936,Ugo Coussaud,67
2024,0,33459,Jens Dantorp,67
2024,0,61520,Santiago de la Fuente,67
2024,0,47959,Bryson DeChambeau,67
2024,0,45609,Tyler Duncan,67
2024,0,39201,Nacho Elvira,67
2024,0,47079,Harrison Endycott,67
2024,0,29725,Tony Finau,67
2024,0,37066,Grant Forrest,67
2024,0,47960,Simon Forsström,67
2024,0,29970,Dylan Frittelli,67
2024,0,20376,Stephen Gallacher,67
2024,0,32662,Michael Gligic,67
2024,0,29420,Billy Horschel,67
2024,0,48632,Yuto Katsuragawa,67
2024,0,54813,Philip Knowles,67
2024,0,32816,Satoshi Kodaira,67
2024,0,32627,Espen Kofstad,67
2024,0,36884,Ben Kohles,67
2024,0,27936,Martin Laird,67
2024,0,28775,Nate Lashley,67
2024,0,34466,Peter Malnati,67
2024,0,46601,Trey Mullinax,67
2024,0,23320,Ryan Palmer,67
2024,0,48051,Yannik Paul,67
2024,0,40250,Taylor Pendrith,67
2024,0,25818,Scott Piercy,67
2024,0,37275,Sam Ryder,67
2024,0,48081,Xander Schauffele,67
2024,0,66583,Taisei Shimizu,67
2024,0,46035,Callum Shinkwin,67
2024,0,51890,Greyson Sigg,67
2024,0,39327,Ben Silverman,67
2024,0,30110,Kyle Stanley,67
2024,0,48699,Callum Tarren,67
2024,0,33448,Justin Thomas,67
2024,0,31323,Gary Woodland,67
2024,0,33408,Tyson Alexander,68
2024,0,32622,Matthew Baldwin,68
2024,0,59652,Sam Bennett,68
2024,0,24671,David Bradshaw,68
2024,0,32367,Jorge Campillo,68
2024,0,47847,Ivan Cantero Gutierrez,68
2024,0,35557,Aaron Cockerill,68
2024,0,24494,Erik Compton,68
2024,0,28089,Jason Day,68
2024,0,51680,Alistair Docherty,68
2024,0,25686,Jason Dufner,68
2024,0,32102,Rickie Fowler,68
2024,0,39954,Cody Gribble,68
2024,0,24980,Scott Gutschewski,68
2024,0,24924,Bill Haas,68
2024,0,32448,James Hahn,68
2024,0,60767,Blaine Hale Jr.,68
2024,0,35901,Paul Haley II,68
2024,0,34363,Tyrrell Hatton,68
2024,0,52686,Rasmus Hojgaard,68
2024,0,52453,Nicolai Højgaard,68
2024,0,27141,J.B. Holmes,68
2024,0,30852,Ryo Ishikawa,68
2024,0,57869,Ben James,68
2024,0,27974,Sung Kang,68
2024,0,27408,Martin Kaymer,68
2024,0,60328,Cam Kellett,68
2024,0,30926,Chris Kirk,68
2024,0,47420,Jake Knapp,68
2024,0,34364,David Law,68
2024,0,46837,Yuxin Lin,68
2024,0,35449,Adam Long,68
2024,0,59141,Matt McCarty,68
2024,0,51950,Max McGreevy,68
2024,0,32640,Troy Merritt,68
2024,0,25198,Francesco Molinari,68
2024,0,51070,Vincent Norrman,68
2024,0,48153,Matthieu Pavon,68
2024,0,47806,Raul Pereda,68
2024,0,47679,Victor Perez,68
2024,0,29531,Richie Ramsay,68
2024,0,57737,Jayden Schaper,68
2024,0,63181,Braden Shattuck,68
2024,0,54218,Yuta Sugiura,68
2024,0,57586,Jesper Svensson,68
2024,0,48119,Ben Taylor,68
2024,0,51634,Sahith Theegala,68
2024,0,35617,Martin Trainer,68
2024,0,52411,Kyle Westmoreland,68
2024,0,51894,Vince Whaley,68
2024,0,32139,Danny Willett,68
2024,0,19803,Ryan Armour,69
2024,0,47125,Matt Atkins,69
2024,0,22764,Michael Block,69
2024,0,57259,Daniel Brown,69
2024,0,24925,Jonathan Byrd,69
2024,0,58816,Marcus Byrd,69
2024,0,31681,Louis de Jager,69
2024,0,23983,Luke Donald,69
2024,0,30911,Tommy Fleetwood,69
2024,0,30750,Tommy Gainey,69
2024,0,28340,Julien Guerrier,69
2024,0,27644,Brian Harman,69
2024,0,31557,Jim Herman,69
2024,0,33597,Harry Higgs,69
2024,0,27747,Hiroshi Iwata,69
2024,0,34500,Ryosuke Kinoshita,69
2024,0,33122,Russell Knox,69
2024,0,55509,Hurly Long,69
2024,0,28237,Rory McIlroy,69
2024,0,45486,Joaquin Niemann,69
2024,0,24140,Sean O'Hair,69
2024,0,47567,Ben Polland,69
2024,0,31242,Marcel Schneider,69
2024,0,34610,Matthias Schwab,69
2024,0,51454,Camiko Smith,69
2024,0,34431,Robert Streb,69
2024,0,25349,Tim Wilkinson,69
2024,0,33870,Ashun Wu,69
2024,0,28259,Sangmoon Bae,70
2024,0,24846,Ricky Barnes,70
2024,0,66624,Parker Bell,70
2024,0,55930,Fred Biondi,70
2024,0,66742,Jackson Buchanan,70
2024,0,50488,Chris Crawford,70
2024,0,37338,Zecheng Dou,70
2024,0,40098,Matt Fitzpatrick,70
2024,0,59018,Ryan Gerard,70
2024,0,46402,Talor Gooch,70
2024,0,32686,Takahiro Hataji,70
2024,0,63774,Caleb Hicks,70
2024,0,31400,Daan Huizing,70
2024,0,33204,Shane Lowry,70
2024,0,28300,Joost Luiten,70
2024,0,59684,Jackson Markham,70
2024,0,40042,Tyler McCumber,70
2024,0,56353,Callum McNeill,70
2024,0,58381,Kyle Mendoza,70
2024,0,28593,Jesse Mueller,70
2024,0,46270,Takashi Ogiso,70
2024,0,55623,Kaito Onishi,70
2024,0,23621,Rory Sabbatini,70
