YEAR,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
2024,0,24502,Adam Scott,70
2024,0,59548,Matt Sharpstene,70
2024,0,46464,Jordan Smith,70
2024,0,35174,Matthew Southgate,70
2024,0,49960,Sepp Straka,70
2024,0,31560,Brian Stuard,70
2024,0,48929,Santiago Tarrio,70
2024,0,57864,Jackson Van Paris,70
2024,0,27095,Nick Watney,70
2024,0,29454,Bernd Wiesberger,70
2024,0,49964,Aaron Wise,70
2024,0,57366,Cameron Young,70
2024,0,49303,Anders Albertson,71
2024,0,52096,Adri Arnaus,71
2024,0,64052,Angel Ayora,71
2024,0,46955,Haydn Barron,71
2024,0,50759,Michael Blair,71
2024,0,54788,Chandler Blanchet,71
2024,0,49590,Frankie Capan III,71
2024,0,58303,Ryan Celano,71
2024,0,55460,Sam Choi,71
2024,0,51766,Wyndham Clark,71
2024,0,51895,Ryan Cole,71
2024,0,23541,Ben Crane,71
2024,0,56555,Myles Creighton,71
2024,0,35376,Roberto Díaz,71
2024,0,63196,Wenyi Ding,71
2024,0,21209,Sergio Garcia,71
2024,0,24358,Robert Garrigus,71
2024,0,59567,Emilio Gonzalez,71
2024,0,46724,Jeong Woo Ham,71
2024,0,52462,Chase Hanna,71
2024,0,25444,Justin Hicks,71
2024,0,39977,Max Homa,71
2024,0,57688,Casey Jarvis,71
2024,0,30925,Dustin Johnson,71
2024,0,65465,Connor Jones,71
2024,0,63454,Johnny Keefer,71
2024,0,56349,Chris Korte,71
2024,0,58696,Peter Kuest,71
2024,0,35296,Haotong Li,71
2024,0,46368,Stuart Macdonald,71
2024,0,64690,Omar Morales,71
2024,0,51635,Chris Nido,71
2024,0,28475,Jeff Overton,71
2024,0,30756,Andrea Pavan,71
2024,0,25240,D.A. Points,71
2024,0,52287,David Ravetto,71
2024,0,59629,Ryan van Velzen,71
2024,0,35469,Sebastián Vázquez,71
2024,0,46628,Jeremy Wells,71
2024,0,56100,Ren Yonezawa,71
2024,0,33404,Chris Baker,72
2024,0,51735,Evan Bowser,72
2024,0,29479,Scott Brown,72
2024,0,59570,Tyler Collet,72
2024,0,54876,Chen Guxin,72
2024,0,39393,Brad Hopfinger,72
2024,0,54869,Chase Johnson,72
2024,0,64053,Nick Jones,72
2024,0,58652,Sam Jones,72
2024,0,39992,Jeff Kellen,72
2024,0,30957,Max Kieffer,72
2024,0,30959,Alexander Knappe,72
2024,0,66701,Jackson Koivun,72
2024,0,50006,Willie Mack III,72
2024,0,66562,Justin Matthews,72
2024,0,63766,William Moll,72
2024,0,55420,Cooper Musselman,72
2024,0,51003,Marco Penge,72
2024,0,54792,Chris Petefish,72
2024,0,29476,Kyle Reifers,72
2024,0,56781,Isaiah Salinda,72
2024,0,34046,Jordan Spieth,72
2024,0,26679,Kevin Stadler,72
2024,0,23788,D.J. Trahan,72
2024,0,25632,Jimmy Walker,72
2024,0,30681,Eric West,72
2024,0,27506,Oliver Wilson,72
2024,0,50012,Wyatt Worthington II,72
2024,0,48001,Zach Bauchou,73
2024,0,66506,Josh Bevell,73
2024,0,1098,Jay Don Blake,73
2024,0,63459,Dan Bradbury,73
2024,0,51363,George Bryan IV,73
2024,0,39524,Sean Crocker,73
2024,0,46033,Daniel Gavins,73
2024,0,34185,Domenico Geminiani,73
2024,0,37428,Evan Harmeling,73
2024,0,60895,Kris Kim,73
2024,0,54621,Kazuma Kobori,73
2024,0,59871,Greg Koch,73
2024,0,51441,KK Limbhasut,73
2024,0,39537,Chris Naegel,73
2024,0,61081,Rintaro Nakano,73
2024,0,64431,David Nyfjall,73
2024,0,34575,Adrian Otaegui,73
2024,0,59160,John Pak,73
2024,0,32797,Sanghyun Park,73
2024,0,64442,Gordon Sargent,73
2024,0,49036,Lorenzo Scalise,73
2024,0,31569,Jason Scrivener,73
2024,0,46405,Sebastian Soderberg,73
2024,0,35413,Kevin Stinson,73
2024,0,65069,Dylan Brack,74
2024,0,65312,Charlie Flynn,74
2024,0,35564,Joel Girrbach,74
2024,0,56743,Chad Hambright,74
2024,0,66246,Kelvin Hernandez,74
2024,0,47917,Takumi Kanaya,74
2024,0,66346,Bryan Kim,74
2024,0,55077,Frederik Kjettrup,74
2024,0,47349,Michael McGowan,74
2024,0,50525,Collin Morikawa,74
2024,0,29256,James Morrison,74
2024,0,66290,Miles Russell,74
2024,0,30933,Jeff Sorenson,74
2024,0,6527,Steve Stricker,74
2024,0,33117,Dale Whitnell,74
2024,0,24663,Y.E. Yang,74
2024,0,49117,Isidro Benitez,75
2024,0,58248,Nick Bienz,75
2024,0,66190,Steve Bogdanoff,75
2024,0,59608,Morgan Deneen,75
2024,0,37273,Derek Ernst,75
2024,0,51586,Stewart Hagestad,75
2024,0,20766,Padraig Harrington,75
2024,0,47277,Daniel Iceman,75
2024,0,36689,Brooks Koepka,75
2024,0,60203,Jon Mayer,75
2024,0,62848,Zac Oakley,75
2024,0,57944,Andy Ogletree,75
2024,0,56625,Max Sear,75
2024,0,59184,Ben Sigel,75
2024,0,29425,Andrew Svoboda,75
2024,0,55741,Hiroshi Tai,75
2024,0,23531,Tracy Vest,75
2024,0,66745,Wells Williams,75
2024,0,66651,Jakob Chicoyne,76
2024,0,6515,Shaun Micheel,76
2024,0,1810,Phil Mickelson,76
2024,0,45165,Graeme Robertson,76
2024,0,48102,Carson Schaake,76
2024,0,56297,John Somers,76
2024,0,59203,Joey Vrzich,76
2024,0,66343,Alex Welch,76
2024,0,59105,Blake Hathcoat,77
2024,0,58391,Jared Jones,77
2024,0,24490,George McNeill,77
2024,0,35946,Willy Pumarol,77
2024,0,66609,Cole Rueck,77
2024,0,49801,Preston Stanley,77
2024,0,65422,Drew Doyle,78
2024,0,46717,Viktor Hovland,78
2024,0,35437,Carter Jenkins,78
2024,0,66744,Colin Prater,78
2024,0,50717,Josh Speight,78
2024,0,23614,Rich Beem,79
2024,0,49371,Otto Black,79
2024,0,60009,Reid Davenport,79
2024,0,60015,Logan McAllister,79
2024,0,26539,Robert Rock,79
2024,0,27114,Ben Willman,79
2024,0,64576,Nick Gabrelcik,80
2024,0,54303,Charlie Reiter,80
2024,0,37410,Hiram Silfa,80
2024,0,65423,Egor Eroshenko,81
2024,0,59204,Andrew Walker,81
2024,0,54954,Jesse Droemer,82
2024,0,1706,Davis Love III,82
2024,0,65310,Anders Larson,86
2024,0,51856,Tom Adrounie,87
2023,0,47993,Denny McCarthy,60
2023,0,45522,Christiaan Bezuidenhout,62
2023,0,47079,Harrison Endycott,62
2023,0,12716,Charley Hoffman,62
2023,0,35532,Tom Hoge,62
2023,0,25493,Nick Taylor,62
2023,0,20229,Stewart Cink,63
2023,0,34099,Harris English,63
2023,0,32102,Rickie Fowler,63
2023,0,52375,Doug Ghim,63
2023,0,56762,Will Gordon,63
2023,0,34098,Russell Henley,63
2023,0,39058,Lucas Herbert,63
2023,0,31557,Jim Herman,63
2023,0,35461,Beau Hossler,63
2023,0,32757,Patton Kizzire,63
2023,0,40162,Justin Lower,63
2023,0,32640,Troy Merritt,63
2023,0,34213,Grayson Murray,63
2023,0,47529,Mito Pereira,63
2023,0,26476,Chez Reavie,63
2023,0,39335,Kevin Roy,63
2023,0,46441,Robby Shelton,63
2023,0,46340,Alex Smalley,63
2023,0,40115,Adam Svensson,63
2023,0,48699,Callum Tarren,63
2023,0,51634,Sahith Theegala,63
2023,0,30927,Brendon Todd,63
2023,0,23788,D.J. Trahan,63
2023,0,52513,Carson Young,63
2023,0,33948,Byeong Hun An,64
2023,0,59442,Parker Coody,64
2023,0,29725,Tony Finau,64
2023,0,31577,Tano Goya,64
2023,0,34563,Chesson Hadley,64
2023,0,33399,Adam Hadwin,64
2023,0,57975,Harry Hall,64
2023,0,33597,Harry Higgs,64
2023,0,30925,Dustin Johnson,64
2023,0,50188,S.H. Kim,64
2023,0,55182,Tom Kim,64
2023,0,32816,Satoshi Kodaira,64
2023,0,33413,Ben Martin,64
2023,0,39546,Keith Mitchell,64
2023,0,51997,Andrew Novak,64
2023,0,23320,Ryan Palmer,64
2023,0,40250,Taylor Pendrith,64
2023,0,25818,Scott Piercy,64
2023,0,25240,D.A. Points,64
2023,0,46970,Jon Rahm,64
2023,0,46414,Aaron Rai,64
2023,0,47983,Chad Ramey,64
2023,0,37275,Sam Ryder,64
2023,0,51890,Greyson Sigg,64
2023,0,58669,Jacob Solomon,64
2023,0,39324,J.J. Spaun,64
2023,0,35469,Sebastián Vázquez,64
2023,0,49964,Aaron Wise,64
2023,0,57366,Cameron Young,64
2023,0,55454,Carl Yuan,64
2023,0,19803,Ryan Armour,65
2023,0,22371,Aaron Baddeley,65
2023,0,34374,Erik Barnes,65
2023,0,56630,Akshay Bhatia,65
2023,0,40058,Zac Blair,65
2023,0,28420,Ryan Brehm,65
2023,0,32070,Rafael Campos,65
2023,0,35450,Patrick Cantlay,65
2023,0,51766,Wyndham Clark,65
2023,0,47591,Eric Cole,65
2023,0,31681,Louis de Jager,65
2023,0,25686,Jason Dufner,65
2023,0,45609,Tyler Duncan,65
2023,0,51349,Nico Echavarria,65
2023,0,40098,Matt Fitzpatrick,65
2023,0,29970,Dylan Frittelli,65
2023,0,19846,Brian Gay,65
2023,0,25900,Lucas Glover,65
2023,0,54591,Ben Griffin,65
2023,0,31646,Emiliano Grillo,65
2023,0,47988,Nick Hardy,65
2023,0,49298,Kramer Hickok,65
2023,0,52453,Nicolai Hojgaard,65
2023,0,36801,Mark Hubbard,65
2023,0,39971,Sungjae Im,65
2023,0,36799,Stephan Jaeger,65
2023,0,47393,Jeffrey Kang,65
2023,0,30957,Maximilian Kieffer,65
2023,0,39975,Michael Kim,65
2023,0,23108,Matt Kuchar,65
2023,0,28775,Nate Lashley,65
2023,0,29926,Danny Lee,65
2023,0,32791,K.H. Lee,65
2023,0,34409,David Lingmerth,65
2023,0,36326,David Lipsky,65
2023,0,27129,Luke List,65
2023,0,35449,Adam Long,65
2023,0,34466,Peter Malnati,65
2023,0,32839,Hideki Matsuyama,65
2023,0,24140,Sean O'Hair,65
2023,0,49771,J.T. Poston,65
2023,0,53165,Doc Redman,65
2023,0,47995,Davis Riley,65
2023,0,46046,Scottie Scheffler,65
2023,0,48867,Matti Schmid,65
2023,0,31242,Marcel Schneider,65
2023,0,34610,Matthias Schwab,65
2023,0,26679,Kevin Stadler,65
2023,0,34431,Robert Streb,65
2023,0,50493,Justin Suh,65
2023,0,58168,Davis Thompson,65
2023,0,32150,Michael Thompson,65
2023,0,40006,Erik van Rooyen,65
2023,0,25632,Jimmy Walker,65
2023,0,58967,Trevor Werbylo,65
2023,0,47128,Richy Werenski,65
2023,0,52411,Kyle Westmoreland,65
2023,0,51894,Vince Whaley,65
2023,0,32139,Danny Willett,65
2023,0,31323,Gary Woodland,65
2023,0,52374,Brandon Wu,65
2023,0,54783,Dylan Wu,65
2023,0,45242,Kevin Yu,65
2023,0,28259,Sangmoon Bae,66
2023,0,24925,Jonathan Byrd,66
2023,0,20593,Greg Chalmers,66
2023,0,52372,Cameron Champ,66
2023,0,39997,Corey Conners,66
2023,0,39067,MJ Daffue,66
2023,0,34076,Joel Dahmen,66
2023,0,45157,Cam Davis,66
2023,0,33653,Thomas Detry,66
2023,0,57362,Austin Eckroat,66
2023,0,27896,Ross Fisher,66
2023,0,51414,Brent Grant,66
2023,0,39954,Cody Gribble,66
2023,0,35310,Lanto Griffin,66
2023,0,32448,James Hahn,66
2023,0,35901,Paul Haley II,66
2023,0,27644,Brian Harman,66
2023,0,27554,Scott Harrington,66
2023,0,64594,Angel Hidalgo Portillo,66
2023,0,54421,Garrick Higgo,66
2023,0,54628,Lee Hodges,66
2023,0,39977,Max Homa,66
2023,0,35506,Mackenzie Hughes,66
2023,0,27974,Sung Kang,66
2023,0,37455,Si Woo Kim,66
2023,0,35879,Kelly Kraft,66
2023,0,58696,Peter Kuest,66
2023,0,34317,Joakim Lagergren,66
2023,0,27936,Martin Laird,66
2023,0,33410,Andrew Landry,66
2023,0,26596,Ryan Moore,66
2023,0,63121,William Mouw,66
2023,0,49228,Keita Nakajima,66
2023,0,29908,C.T. Pan,66
2023,0,28252,Seamus Power,66
2023,0,34256,Andrew Putnam,66
2023,0,36699,Patrick Rodgers,66
2023,0,22405,Justin Rose,66
2023,0,34371,Adrien Saddier,66
2023,0,47347,Adam Schenk,66
2023,0,47888,Taiga Semikawa,66
2023,0,50095,Austin Smotherman,66
2023,0,30692,Scott Stallings,66
2023,0,29518,Brendan Steele,66
2023,0,55893,Sam Stevens,66
2023,0,48119,Ben Taylor,66
2023,0,57364,Michael Thorbjornsen,66
2023,0,35617,Martin Trainer,66
2023,0,32333,Kevin Tway,66
2023,0,48640,Johannes Veerman,66
2023,0,27064,Jhonattan Vegas,66
2023,0,48887,Matt Wallace,66
2023,0,50154,Joseph Winslow,66
2023,0,33408,Tyson Alexander,67
2023,0,52096,Adri Arnaus,67
2023,0,49117,Isidro Benitez,67
2023,0,55930,Fred Biondi,67
2023,0,33141,Keegan Bradley,67
2023,0,34255,Joseph Bramlett,67
2023,0,60004,Jacob Bridgeman,67
2023,0,55708,Hayden Buckley,67
2023,0,33974,Dean Burmester,67
2023,0,49453,Trevor Cone,67
2023,0,46435,Austin Cook,67
2023,0,23541,Ben Crane,67
2023,0,28089,Jason Day,67
2023,0,35376,Roberto Díaz,67
2023,0,29535,Brice Garnett,67
2023,0,59018,Ryan Gerard,67
2023,0,56266,Deon Germishuys,67
2023,0,32662,Michael Gligic,67
2023,0,28679,Fabián Gómez,67
2023,0,55165,Noah Goodwin,67
2023,0,34363,Tyrrell Hatton,67
2023,0,23353,J.J. Henry,67
2023,0,24024,Zach Johnson,67
2023,0,47917,Takumi Kanaya,67
2023,0,48632,Yuto Katsuragawa,67
2023,0,30926,Chris Kirk,67
2023,0,48117,Kurt Kitayama,67
2023,0,33122,Russell Knox,67
2023,0,36884,Ben Kohles,67
2023,0,28300,Joost Luiten,67
2023,0,31202,William McGirt,67
2023,0,51950,Max McGreevy,67
2023,0,28237,Rory McIlroy,67
2023,0,50823,Tom McKibbin,67
2023,0,46442,Maverick McNealy,67
2023,0,33674,Adrian Meronk,67
2023,0,47102,David Micheluzzi,67
2023,0,49947,Taylor Moore,67
2023,0,29289,S.Y. Noh,67
2023,0,27349,Alex Noren,67
2023,0,30163,Henrik Norlander,67
2023,0,51070,Vincent Norrman,67
2023,0,22056,Cameron Percy,67
2023,0,27556,Ted Potter Jr.,67
2023,0,29531,Richie Ramsay,67
2023,0,23621,Rory Sabbatini,67
2023,0,27649,Brandt Snedeker,67
2023,0,46405,Sebastian Soderberg,67
2023,0,30110,Kyle Stanley,67
2023,0,29485,Brett Stegmaier,67
2023,0,49960,Sepp Straka,67
2023,0,27214,Kevin Streelman,67
2023,0,27963,Chris Stroud,67
2023,0,31560,Brian Stuard,67
2023,0,52666,Sami Valimaki,67
2023,0,55573,John VanDerLaan,67
2023,0,27770,Camilo Villegas,67
2023,0,27095,Nick Watney,67
2023,0,33117,Dale Whitnell,67
2023,0,8793,Tiger Woods,67
2023,0,47483,Will Zalatoris,67
2023,0,52955,Ludvig Åberg,68
2023,0,21407,Arjun Atwal,68
2023,0,33404,Chris Baker,68
2023,0,24846,Ricky Barnes,68
2023,0,57259,Daniel Brown,68
2023,0,48084,Wesley Bryan,68
2023,0,32367,Jorge Campillo,68
2023,0,60006,Ben Carr,68
2023,0,32366,Kevin Chappell,68
2023,0,24494,Erik Compton,68
2023,0,39524,Sean Crocker,68
2023,0,37338,Zecheng Dou,68
2023,0,37273,Derek Ernst,68
2023,0,59095,Chris Gotterup,68
2023,0,24924,Bill Haas,68
2023,0,47056,Rikuya Hoshino,68
2023,0,59743,Aguri Iwasaki,68
2023,0,26420,Richard Johnson,68
