YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 15'-20',TOTAL 3 PUTTS
2023,0,51950,Max McGreevy,5,37
2023,0,47983,Chad Ramey,5,44
2023,0,33448,Justin Thomas,5,44
2023,0,45522,Christiaan Bezuidenhout,4,23
2023,0,40058,Zac Blair,4,31
2023,0,51414,Brent Grant,4,48
2023,0,47988,Nick Hardy,4,44
2023,0,49298,Kramer Hickok,4,53
2023,0,50188,S.H. Kim,4,41
2023,0,34409,David Lingmerth,4,26
2023,0,27129,Luke List,4,47
2023,0,53165,Doc Redman,4,46
2023,0,19803,Ryan Armour,3,29
2023,0,51766,Wyndham Clark,3,39
2023,0,49453,Trevor Cone,3,43
2023,0,39067,MJ Daffue,3,42
2023,0,29535,Brice Garnett,3,25
2023,0,32662,Michael Gligic,3,27
2023,0,31577,Tano Goya,3,50
2023,0,27554,Scott Harrington,3,33
2023,0,35532,Tom Hoge,3,33
2023,0,39975,Michael Kim,3,30
2023,0,30926,Chris Kirk,3,23
2023,0,33410,Andrew Landry,3,31
2023,0,36326,David Lipsky,3,47
2023,0,33413,Ben Martin,3,36
2023,0,36871,Matt NeSmith,3,49
2023,0,36724,Augusto Núñez,3,41
2023,0,22056,Cameron Percy,3,21
2023,0,26476,Chez Reavie,3,45
2023,0,37275,Sam Ryder,3,28
2023,0,46340,Alex Smalley,3,52
2023,0,30692,Scott Stallings,3,49
2023,0,55893,Sam Stevens,3,36
2023,0,50493,Justin Suh,3,37
2023,0,40115,Adam Svensson,3,45
2023,0,48699,Callum Tarren,3,37
2023,0,48887,Matt Wallace,3,41
2023,0,58967,Trevor Werbylo,3,30
2023,0,47128,Richy Werenski,3,25
2023,0,33408,Tyson Alexander,2,31
2023,0,33948,Byeong Hun An,2,37
2023,0,48084,Wesley Bryan,2,23
2023,0,55708,Hayden Buckley,2,36
2023,0,39997,Corey Conners,2,31
2023,0,34076,Joel Dahmen,2,43
2023,0,45609,Tyler Duncan,2,45
2023,0,47079,Harrison Endycott,2,44
2023,0,29725,Tony Finau,2,41
2023,0,32102,Rickie Fowler,2,33
2023,0,56762,Will Gordon,2,49
2023,0,34563,Chesson Hadley,2,36
2023,0,33399,Adam Hadwin,2,28
2023,0,57975,Harry Hall,2,26
2023,0,34363,Tyrrell Hatton,2,24
2023,0,54421,Garrick Higgo,2,44
2023,0,33597,Harry Higgs,2,20
2023,0,29420,Billy Horschel,2,26
2023,0,35461,Beau Hossler,2,27
2023,0,24024,Zach Johnson,2,24
2023,0,33122,Russell Knox,2,41
2023,0,32816,Satoshi Kodaira,2,42
2023,0,34466,Peter Malnati,2,36
2023,0,55789,Taylor Montgomery,2,34
2023,0,29289,S.Y. Noh,2,21
2023,0,27349,Alex Noren,2,25
2023,0,23320,Ryan Palmer,2,35
2023,0,25818,Scott Piercy,2,43
2023,0,47995,Davis Riley,2,45
2023,0,36699,Patrick Rodgers,2,34
2023,0,22405,Justin Rose,2,27
2023,0,39335,Kevin Roy,2,35
2023,0,46046,Scottie Scheffler,2,28
2023,0,47347,Adam Schenk,2,43
2023,0,50095,Austin Smotherman,2,49
2023,0,35617,Martin Trainer,2,31
2023,0,40006,Erik van Rooyen,2,33
2023,0,52411,Kyle Westmoreland,2,41
2023,0,31323,Gary Woodland,2,54
2023,0,52374,Brandon Wu,2,36
2023,0,54783,Dylan Wu,2,42
2023,0,56630,Akshay Bhatia,1,34
2023,0,33141,Keegan Bradley,1,20
2023,0,47504,Sam Burns,1,19
2023,0,35450,Patrick Cantlay,1,22
2023,0,52372,Cameron Champ,1,33
2023,0,32366,Kevin Chappell,1,19
2023,0,20229,Stewart Cink,1,28
2023,0,47591,Eric Cole,1,27
2023,0,46435,Austin Cook,1,36
2023,0,33653,Thomas Detry,1,26
2023,0,30911,Tommy Fleetwood,1,21
2023,0,29970,Dylan Frittelli,1,25
2023,0,59018,Ryan Gerard,1,30
2023,0,25900,Lucas Glover,1,47
2023,0,39954,Cody Gribble,1,34
2023,0,35310,Lanto Griffin,1,26
2023,0,31646,Emiliano Grillo,1,38
2023,0,32448,James Hahn,1,33
2023,0,35901,Paul Haley II,1,49
2023,0,27644,Brian Harman,1,24
2023,0,34098,Russell Henley,1,34
2023,0,39058,Lucas Herbert,1,17
2023,0,54628,Lee Hodges,1,43
2023,0,12716,Charley Hoffman,1,33
2023,0,39977,Max Homa,1,28
2023,0,35506,Mackenzie Hughes,1,23
2023,0,39971,Sungjae Im,1,35
2023,0,27974,Sung Kang,1,13
2023,0,55182,Tom Kim,1,31
2023,0,32757,Patton Kizzire,1,38
2023,0,35879,Kelly Kraft,1,28
2023,0,27936,Martin Laird,1,44
2023,0,28775,Nate Lashley,1,26
2023,0,49766,Hank Lebioda,1,23
2023,0,32791,K.H. Lee,1,39
2023,0,40162,Justin Lower,1,39
2023,0,33204,Shane Lowry,1,22
2023,0,51491,Brandon Matthews,1,34
2023,0,47993,Denny McCarthy,1,35
2023,0,28237,Rory McIlroy,1,16
2023,0,49947,Taylor Moore,1,33
2023,0,30163,Henrik Norlander,1,36
2023,0,51070,Vincent Norrman,1,45
2023,0,51997,Andrew Novak,1,27
2023,0,24140,Sean O'Hair,1,24
2023,0,49771,J.T. Poston,1,32
2023,0,46970,Jon Rahm,1,29
2023,0,46414,Aaron Rai,1,47
2023,0,48081,Xander Schauffele,1,24
2023,0,48867,Matti Schmid,1,26
2023,0,24502,Adam Scott,1,19
2023,0,46441,Robby Shelton,1,29
2023,0,51890,Greyson Sigg,1,34
2023,0,29221,Webb Simpson,1,26
2023,0,34046,Jordan Spieth,1,28
2023,0,49960,Sepp Straka,1,29
2023,0,34431,Robert Streb,1,34
2023,0,48119,Ben Taylor,1,37
2023,0,58168,Davis Thompson,1,40
2023,0,30927,Brendon Todd,1,30
2023,0,32333,Kevin Tway,1,41
2023,0,27095,Nick Watney,1,30
2023,0,32139,Danny Willett,1,24
2023,0,57366,Cameron Young,1,37
2023,0,52513,Carson Young,1,31
2023,0,45242,Kevin Yu,1,35
2023,0,55454,Carl Yuan,1,43
2022,0,51634,Sahith Theegala,8,41
2022,0,25900,Lucas Glover,7,58
2022,0,27129,Luke List,7,57
2022,0,25686,Jason Dufner,6,31
2022,0,36326,David Lipsky,6,40
2022,0,29221,Webb Simpson,6,26
2022,0,35617,Martin Trainer,5,30
2022,0,48084,Wesley Bryan,4,22
2022,0,55708,Hayden Buckley,4,42
2022,0,48822,Sebastián Muñoz,4,45
2022,0,23320,Ryan Palmer,4,28
2022,0,46046,Scottie Scheffler,4,30
2022,0,46340,Alex Smalley,4,37
2022,0,39997,Corey Conners,3,33
2022,0,35110,Brett Drewitt,3,23
2022,0,32102,Rickie Fowler,3,21
2022,0,32662,Michael Gligic,3,30
2022,0,27644,Brian Harman,3,28
2022,0,32839,Hideki Matsuyama,3,24
2022,0,32640,Troy Merritt,3,35
2022,0,24361,Pat Perez,3,24
2022,0,26476,Chez Reavie,3,42
2022,0,23621,Rory Sabbatini,3,27
2022,0,47347,Adam Schenk,3,34
2022,0,39953,Chase Seiffert,3,28
2022,0,39324,J.J. Spaun,3,36
2022,0,34046,Jordan Spieth,3,31
2022,0,28114,Dawie van der Walt,3,34
2022,0,30978,Kiradech Aphibarnrat,2,13
2022,0,34255,Joseph Bramlett,2,45
2022,0,24925,Jonathan Byrd,2,17
2022,0,20229,Stewart Cink,2,36
2022,0,45609,Tyler Duncan,2,28
2022,0,40098,Matt Fitzpatrick,2,23
2022,0,30911,Tommy Fleetwood,2,17
2022,0,29970,Dylan Frittelli,2,35
2022,0,31646,Emiliano Grillo,2,31
2022,0,34563,Chesson Hadley,2,28
2022,0,46550,Brandon Hagy,2,44
2022,0,54421,Garrick Higgo,2,22
2022,0,33597,Harry Higgs,2,29
2022,0,54628,Lee Hodges,2,52
2022,0,35532,Tom Hoge,2,38
2022,0,35461,Beau Hossler,2,21
2022,0,35506,Mackenzie Hughes,2,28
2022,0,34174,John Huh,2,30
2022,0,26300,Matt Jones,2,28
2022,0,30926,Chris Kirk,2,23
2022,0,29478,Kevin Kisner,2,27
2022,0,48117,Kurt Kitayama,2,26
2022,0,32757,Patton Kizzire,2,50
2022,0,28775,Nate Lashley,2,24
2022,0,40162,Justin Lower,2,26
2022,0,34466,Peter Malnati,2,36
2022,0,28237,Rory McIlroy,2,28
2022,0,39546,Keith Mitchell,2,53
2022,0,25198,Francesco Molinari,2,20
2022,0,50525,Collin Morikawa,2,19
2022,0,36871,Matthew NeSmith,2,39
2022,0,45486,Joaquin Niemann,2,28
2022,0,29289,S.Y. Noh,2,23
2022,0,51997,Andrew Novak,2,38
2022,0,28252,Seamus Power,2,26
2022,0,34256,Andrew Putnam,2,41
2022,0,46970,Jon Rahm,2,25
2022,0,46414,Aaron Rai,2,31
2022,0,47995,Davis Riley,2,37
2022,0,34610,Matthias Schwab,2,26
2022,0,24502,Adam Scott,2,25
2022,0,30692,Scott Stallings,2,43
2022,0,49960,Sepp Straka,2,34
2022,0,27214,Kevin Streelman,2,33
2022,0,31560,Brian Stuard,2,39
2022,0,33448,Justin Thomas,2,23
2022,0,32150,Michael Thompson,2,35
2022,0,33419,Cameron Tringale,2,31
2022,0,37189,Harold Varner III,2,27
2022,0,48887,Matt Wallace,2,23
2022,0,32139,Danny Willett,2,20
2022,0,49964,Aaron Wise,2,40
2022,0,31323,Gary Woodland,2,26
2022,0,52374,Brandon Wu,2,25
2022,0,57366,Cameron Young,2,39
2022,0,19803,Ryan Armour,1,13
2022,0,37212,Paul Barjon,1,35
2022,0,45522,Christiaan Bezuidenhout,1,19
2022,0,47504,Sam Burns,1,24
2022,0,35450,Patrick Cantlay,1,18
2022,0,52372,Cameron Champ,1,28
2022,0,51766,Wyndham Clark,1,27
2022,0,46435,Austin Cook,1,22
2022,0,39436,Joshua Creel,1,19
2022,0,34076,Joel Dahmen,1,40
2022,0,28089,Jason Day,1,20
2022,0,29535,Brice Garnett,1,36
2022,0,46402,Talor Gooch,1,14
2022,0,24924,Bill Haas,1,41
2022,0,33399,Adam Hadwin,1,31
2022,0,34098,Russell Henley,1,31
2022,0,33490,Bo Hoag,1,17
2022,0,12716,Charley Hoffman,1,27
2022,0,39977,Max Homa,1,26
2022,0,29420,Billy Horschel,1,21
2022,0,21961,Charles Howell III,1,32
2022,0,36801,Mark Hubbard,1,21
2022,0,39971,Sungjae Im,1,33
2022,0,36799,Stephan Jaeger,1,47
2022,0,24024,Zach Johnson,1,20
2022,0,27974,Sung Kang,1,40
2022,0,37455,Si Woo Kim,1,42
2022,0,33122,Russell Knox,1,37
2022,0,32816,Satoshi Kodaira,1,17
2022,0,31420,Anirban Lahiri,1,24
2022,0,27936,Martin Laird,1,39
2022,0,29926,Danny Lee,1,21
2022,0,35449,Adam Long,1,39
2022,0,47993,Denny McCarthy,1,35
2022,0,46442,Maverick McNealy,1,30
2022,0,49947,Taylor Moore,1,42
2022,0,29908,C.T. Pan,1,37
2022,0,47529,Mito Pereira,1,36
2022,0,25818,Scott Piercy,1,35
2022,0,47856,Seth Reeves,1,29
2022,0,22405,Justin Rose,1,15
2022,0,37275,Sam Ryder,1,44
2022,0,51890,Greyson Sigg,1,28
2022,0,27139,David Skinns,1,21
2022,0,33486,Roger Sloan,1,37
2022,0,27649,Brandt Snedeker,1,24
2022,0,40115,Adam Svensson,1,42
2022,0,25493,Nick Taylor,1,43
2022,0,23325,Vaughn Taylor,1,22
2022,0,40006,Erik van Rooyen,1,22
2022,0,27064,Jhonattan Vegas,1,30
2022,0,27095,Nick Watney,1,48
2022,0,47128,Richy Werenski,1,29
2022,0,45540,Jared Wolfe,1,29
2022,0,56278,Matthew Wolff,1,18
2022,0,47483,Will Zalatoris,1,24
2021,0,32816,Satoshi Kodaira,7,43
2021,0,34431,Robert Streb,6,31
2021,0,34314,Sebastian Cappelen,5,22
2021,0,25686,Jason Dufner,5,49
2021,0,25900,Lucas Glover,5,52
2021,0,37455,Si Woo Kim,5,43
2021,0,27936,Martin Laird,5,53
2021,0,27129,Luke List,5,45
2021,0,48822,Sebastián Muñoz,5,52
2021,0,30163,Henrik Norlander,5,49
2021,0,24138,Ian Poulter,5,22
2021,0,27214,Kevin Streelman,5,39
2021,0,49964,Aaron Wise,5,64
2021,0,46435,Austin Cook,4,24
2021,0,52375,Doug Ghim,4,49
2021,0,27554,Scott Harrington,4,36
2021,0,35532,Tom Hoge,4,44
2021,0,46717,Viktor Hovland,4,36
2021,0,27974,Sung Kang,4,45
2021,0,32791,K.H. Lee,4,47
2021,0,1810,Phil Mickelson,4,37
2021,0,50525,Collin Morikawa,4,26
2021,0,26476,Chez Reavie,4,31
2021,0,37275,Sam Ryder,4,33
2021,0,33486,Roger Sloan,4,37
2021,0,35617,Martin Trainer,4,21
2021,0,32139,Danny Willett,4,18
2021,0,33404,Chris Baker,3,20
2021,0,28420,Ryan Brehm,3,24
2021,0,35450,Patrick Cantlay,3,34
2021,0,45157,Cam Davis,3,51
2021,0,28089,Jason Day,3,18
2021,0,34563,Chesson Hadley,3,28
2021,0,39977,Max Homa,3,35
2021,0,35461,Beau Hossler,3,30
2021,0,26300,Matt Jones,3,36
2021,0,35104,Tom Lewis,3,40
2021,0,40042,Tyler McCumber,3,38
2021,0,39546,Keith Mitchell,3,39
2021,0,34213,Grayson Murray,3,31
2021,0,25396,Kevin Na,3,33
2021,0,36871,Matthew NeSmith,3,55
2021,0,24140,Sean O'Hair,3,27
2021,0,24361,Pat Perez,3,36
2021,0,25818,Scott Piercy,3,46
2021,0,53165,Doc Redman,3,35
2021,0,36699,Patrick Rodgers,3,43
2021,0,23621,Rory Sabbatini,3,37
2021,0,26331,Charl Schwartzel,3,45
2021,0,39324,J.J. Spaun,3,31
2021,0,34046,Jordan Spieth,3,33
2021,0,23325,Vaughn Taylor,3,21
2021,0,32150,Michael Thompson,3,37
2021,0,29268,Bronson Burgoon,2,33
2021,0,47504,Sam Burns,2,22
2021,0,52372,Cameron Champ,2,41
2021,0,47959,Bryson DeChambeau,2,28
2021,0,23983,Luke Donald,2,25
2021,0,45609,Tyler Duncan,2,53
2021,0,34099,Harris English,2,35
2021,0,29725,Tony Finau,2,23
2021,0,40098,Matt Fitzpatrick,2,29
2021,0,32102,Rickie Fowler,2,33
2021,0,19846,Brian Gay,2,33
2021,0,48045,Michael Gellerman,2,17
2021,0,46402,Talor Gooch,2,41
2021,0,35310,Lanto Griffin,2,32
2021,0,33399,Adam Hadwin,2,38
2021,0,34098,Russell Henley,2,36
2021,0,49298,Kramer Hickok,2,36
2021,0,33597,Harry Higgs,2,27
2021,0,12716,Charley Hoffman,2,44
2021,0,21961,Charles Howell III,2,27
2021,0,36801,Mark Hubbard,2,26
2021,0,34174,John Huh,2,38
2021,0,39971,Sungjae Im,2,46
2021,0,30925,Dustin Johnson,2,27
2021,0,29478,Kevin Kisner,2,30
2021,0,33122,Russell Knox,2,45
2021,0,36689,Brooks Koepka,2,34
2021,0,33204,Shane Lowry,2,41
2021,0,47993,Denny McCarthy,2,34
2021,0,46442,Maverick McNealy,2,36
2021,0,22056,Cameron Percy,2,35
2021,0,49771,J.T. Poston,2,37
2021,0,22405,Justin Rose,2,20
2021,0,48081,Xander Schauffele,2,22
2021,0,27649,Brandt Snedeker,2,34
2021,0,30692,Scott Stallings,2,42
2021,0,31560,Brian Stuard,2,34
2021,0,34264,Hudson Swafford,2,39
2021,0,25493,Nick Taylor,2,39
2021,0,23623,Bo Van Pelt,2,35
2021,0,40006,Erik van Rooyen,2,34
2021,0,37189,Harold Varner III,2,31
2021,0,35658,Kris Ventura,2,25
2021,0,31323,Gary Woodland,2,31
2021,0,47483,Will Zalatoris,2,37
2021,0,33948,Byeong Hun An,1,42
2021,0,19803,Ryan Armour,1,28
2021,0,40026,Daniel Berger,1,27
2021,0,34255,Joseph Bramlett,1,35
2021,0,29479,Scott Brown,1,35
2021,0,32070,Rafael Campos,1,36
2021,0,25364,Paul Casey,1,31
2021,0,24357,K.J. Choi,1,28
2021,0,20229,Stewart Cink,1,31
2021,0,39997,Corey Conners,1,43
2021,0,34076,Joel Dahmen,1,32
2021,0,21209,Sergio Garcia,1,47
2021,0,29535,Brice Garnett,1,31
2021,0,32618,Rhein Gibson,1,14
2021,0,32662,Michael Gligic,1,38
2021,0,28679,Fabián Gómez,1,16
2021,0,56762,Will Gordon,1,51
2021,0,46550,Brandon Hagy,1,31
2021,0,32448,James Hahn,1,31
2021,0,27644,Brian Harman,1,25
2021,0,26758,David Hearn,1,28
2021,0,31557,Jim Herman,1,37
2021,0,33490,Bo Hoag,1,40
2021,0,35506,Mackenzie Hughes,1,23
2021,0,24024,Zach Johnson,1,32
2021,0,39975,Michael Kim,1,41
2021,0,30926,Chris Kirk,1,25
2021,0,31420,Anirban Lahiri,1,19
2021,0,29926,Danny Lee,1,42
2021,0,26851,Marc Leishman,1,27
2021,0,34466,Peter Malnati,1,29
2021,0,33413,Ben Martin,1,15
2021,0,32839,Hideki Matsuyama,1,41
2021,0,28237,Rory McIlroy,1,33
2021,0,32640,Troy Merritt,1,49
2021,0,45486,Joaquin Niemann,1,33
2021,0,26329,Louis Oosthuizen,1,22
2021,0,33667,Carlos Ortiz,1,34
2021,0,29908,C.T. Pan,1,35
2021,0,27556,Ted Potter Jr.,1,50
2021,0,28252,Seamus Power,1,25
2021,0,34256,Andrew Putnam,1,33
2021,0,34360,Patrick Reed,1,19
2021,0,46046,Scottie Scheffler,1,33
2021,0,47347,Adam Schenk,1,45
2021,0,24502,Adam Scott,1,25
2021,0,46441,Robby Shelton,1,42
2021,0,29221,Webb Simpson,1,26
2021,0,35891,Cameron Smith,1,19
2021,0,30110,Kyle Stanley,1,39
2021,0,29518,Brendan Steele,1,40
2021,0,49960,Sepp Straka,1,42
2021,0,48119,Ben Taylor,1,18
2021,0,27330,Josh Teater,1,19
2021,0,33448,Justin Thomas,1,31
2021,0,23788,D.J. Trahan,1,33
2021,0,33419,Cameron Tringale,1,29
2021,0,32333,Kevin Tway,1,26
2021,0,27770,Camilo Villegas,1,36
2021,0,25632,Jimmy Walker,1,24
2021,0,27095,Nick Watney,1,28
2021,0,25804,Bubba Watson,1,42
2021,0,20396,Lee Westwood,1,23
2021,0,56278,Matthew Wolff,1,21
2021,0,32254,Xinjun Zhang,1,28
2020,0,45609,Tyler Duncan,4,39
2020,0,30944,Jason Kokrak,4,33
2020,0,32791,K.H. Lee,4,23
2020,0,47993,Denny McCarthy,4,23
2020,0,50525,Collin Morikawa,4,42
2020,0,36871,Matthew NeSmith,4,23
2020,0,53165,Doc Redman,4,35
2020,0,49960,Sepp Straka,4,26
2020,0,34076,Joel Dahmen,3,28
2020,0,25686,Jason Dufner,3,43
2020,0,28307,Matt Every,3,36
2020,0,29725,Tony Finau,3,23
2020,0,46717,Viktor Hovland,3,22
2020,0,37455,Si Woo Kim,3,31
2020,0,33410,Andrew Landry,3,31
2020,0,45486,Joaquin Niemann,3,42
2020,0,26329,Louis Oosthuizen,3,23
2020,0,29908,C.T. Pan,3,19
2020,0,23621,Rory Sabbatini,3,27
2020,0,46046,Scottie Scheffler,3,38
2020,0,25804,Bubba Watson,3,23
2020,0,33948,Byeong Hun An,2,45
2020,0,45526,Abraham Ancer,2,21
2020,0,19803,Ryan Armour,2,25
2020,0,33404,Chris Baker,2,23
2020,0,40058,Zac Blair,2,32
2020,0,34255,Joseph Bramlett,2,30
2020,0,28420,Ryan Brehm,2,25
2020,0,47504,Sam Burns,2,20
2020,0,32366,Kevin Chappell,2,18
2020,0,45157,Cam Davis,2,39
2020,0,19846,Brian Gay,2,22
2020,0,56762,Will Gordon,2,14
2020,0,35310,Lanto Griffin,2,41
2020,0,46550,Brandon Hagy,2,23
2020,0,31557,Jim Herman,2,35
2020,0,49298,Kramer Hickok,2,23
2020,0,33490,Bo Hoag,2,27
2020,0,35532,Tom Hoge,2,36
2020,0,36801,Mark Hubbard,2,24
2020,0,30925,Dustin Johnson,2,24
2020,0,27974,Sung Kang,2,39
2020,0,29926,Danny Lee,2,38
2020,0,35449,Adam Long,2,35
2020,0,32839,Hideki Matsuyama,2,42
2020,0,40042,Tyler McCumber,2,31
2020,0,28237,Rory McIlroy,2,27
2020,0,48822,Sebastián Muñoz,2,39
2020,0,27942,Rob Oppenheim,2,33
2020,0,23320,Ryan Palmer,2,32
2020,0,49771,J.T. Poston,2,18
2020,0,37275,Sam Ryder,2,32
2020,0,47347,Adam Schenk,2,34
2020,0,46441,Robby Shelton,2,28
2020,0,29221,Webb Simpson,2,16
2020,0,27963,Chris Stroud,2,18
2020,0,25493,Nick Taylor,2,21
2020,0,33448,Justin Thomas,2,24
2020,0,37189,Harold Varner III,2,25
2020,0,25632,Jimmy Walker,2,26
2020,0,47128,Richy Werenski,2,20
2020,0,51894,Vince Whaley,2,20
2020,1,21407,Arjun Atwal,1,19
2020,1,40026,Daniel Berger,1,28
2020,1,40009,Dominic Bozzelli,1,15
2020,1,33141,Keegan Bradley,1,34
2020,1,29268,Bronson Burgoon,1,20
2020,1,35450,Patrick Cantlay,1,19
2020,1,34021,Bud Cauley,1,19
2020,1,52372,Cameron Champ,1,39
2020,1,20229,Stewart Cink,1,17
2020,1,46435,Austin Cook,1,26
2020,1,28089,Jason Day,1,14
2020,1,47959,Bryson DeChambeau,1,24
2020,1,34099,Harris English,1,25
2020,1,40098,Matt Fitzpatrick,1,17
2020,1,32102,Rickie Fowler,1,20
2020,1,29970,Dylan Frittelli,1,41
2020,1,10809,Jim Furyk,1,17
2020,1,21209,Sergio Garcia,1,23
2020,1,32618,Rhein Gibson,1,19
2020,1,32662,Michael Gligic,1,23
2020,1,25900,Lucas Glover,1,27
2020,1,31646,Emiliano Grillo,1,32
2020,1,27644,Brian Harman,1,22
2020,1,27554,Scott Harrington,1,30
2020,1,33597,Harry Higgs,1,30
2020,1,29420,Billy Horschel,1,18
2020,1,24024,Zach Johnson,1,21
2020,1,32757,Patton Kizzire,1,20
2020,1,33122,Russell Knox,1,29
2020,1,36689,Brooks Koepka,1,22
2020,1,31420,Anirban Lahiri,1,20
