YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
2024,0,26476,Chez Reavie,8.47%,21,248,91.53
2024,0,60004,Jacob Bridgeman,8.49%,23,271,91.51
2024,0,51349,Nico Echavarria,8.57%,27,315,91.43
2024,0,29420,Billy Horschel,8.57%,27,315,91.43
2024,0,24024,Zach Johnson,8.59%,17,198,91.41
2024,0,46340,Alex Smalley,8.65%,23,266,91.35
2024,0,54628,Lee Hodges,8.66%,33,381,91.34
2024,0,30163,Henrik Norlander,8.68%,19,219,91.32
2024,0,28252,Seamus Power,8.78%,33,376,91.22
2024,0,32102,Rickie Fowler,8.81%,26,295,91.19
2024,0,54783,Dylan Wu,8.81%,29,329,91.19
2024,0,30926,Chris Kirk,8.86%,24,271,91.14
2024,0,34374,Erik Barnes,8.87%,18,203,91.13
2024,0,46113,Ryan McCormick,8.87%,22,248,91.13
2024,0,40006,Erik van Rooyen,8.89%,28,315,91.11
2024,0,28420,Ryan Brehm,8.94%,22,246,91.06
2024,0,51287,Ryo Hisatsune,8.95%,29,324,91.05
2024,0,28775,Nate Lashley,8.97%,26,290,91.03
2024,0,33948,Byeong Hun An,9.02%,24,266,90.98
2024,0,33399,Adam Hadwin,9.03%,27,299,90.97
2024,0,47347,Adam Schenk,9.04%,33,365,90.96
2024,0,40058,Zac Blair,9.12%,29,318,90.88
2024,0,22405,Justin Rose,9.13%,21,230,90.87
2024,0,36871,Matt NeSmith,9.24%,29,314,90.76
2024,0,46441,Robby Shelton,9.24%,28,303,90.76
2024,0,58168,Davis Thompson,9.35%,33,353,90.65
2024,0,32839,Hideki Matsuyama,9.36%,25,267,90.64
2024,0,50493,Justin Suh,9.42%,29,308,90.58
2024,0,33486,Roger Sloan,9.46%,21,222,90.54
2024,0,52666,Sami Valimaki,9.68%,24,248,90.32
2024,0,25493,Nick Taylor,9.69%,31,320,90.31
2024,0,50484,Hayden Springer,9.73%,25,257,90.27
2024,0,32791,K.H. Lee,9.79%,28,286,90.21
2024,0,39977,Max Homa,9.82%,28,285,90.18
2024,0,47983,Chad Ramey,9.82%,33,336,90.18
2024,0,47663,Kevin Dougherty,9.88%,25,253,90.12
2024,0,50497,Adrien Dumont de Chassart,9.89%,28,283,90.11
2024,0,59866,Nick Dunlap,9.89%,26,263,90.11
2024,0,31323,Gary Woodland,9.92%,35,353,90.08
2024,0,32367,Jorge Campillo,9.95%,21,211,90.05
2024,0,60067,Joe Highsmith,9.96%,25,251,90.04
2024,0,36884,Ben Kohles,9.97%,37,371,90.03
2024,0,47420,Jake Knapp,10.00%,30,300,90.0
2024,0,51696,Rico Hoey,10.03%,32,319,89.97
2024,0,55893,Sam Stevens,10.03%,36,359,89.97
2024,0,47988,Nick Hardy,10.05%,38,378,89.95
2024,0,27064,Jhonattan Vegas,10.07%,27,268,89.93
2024,0,29478,Kevin Kisner,10.13%,24,237,89.87
2024,0,48867,Matti Schmid,10.16%,31,305,89.84
2024,0,51890,Greyson Sigg,10.17%,30,295,89.83
2024,0,34076,Joel Dahmen,10.20%,30,294,89.8
2024,0,52374,Brandon Wu,10.23%,31,303,89.77
2024,0,40115,Adam Svensson,10.27%,46,448,89.73
2024,0,48117,Kurt Kitayama,10.31%,30,291,89.69
2024,0,27936,Martin Laird,10.31%,30,291,89.69
2024,0,27129,Luke List,10.34%,33,319,89.66
2024,0,32640,Troy Merritt,10.34%,24,232,89.66
2024,0,52513,Carson Young,10.48%,35,334,89.52
2024,0,35310,Lanto Griffin,10.66%,34,319,89.34
2024,0,60767,Blaine Hale Jr.,10.73%,19,177,89.27
2024,0,12716,Charley Hoffman,10.79%,26,241,89.21
2024,0,27770,Camilo Villegas,10.80%,23,213,89.2
2024,0,45242,Kevin Yu,10.80%,35,324,89.2
2024,0,32757,Patton Kizzire,10.89%,28,257,89.11
2024,0,59095,Chris Gotterup,11.08%,35,316,88.92
2024,0,55708,Hayden Buckley,11.15%,31,278,88.85
2024,0,32366,Kevin Chappell,11.23%,21,187,88.77
2024,0,37275,Sam Ryder,11.28%,30,266,88.72
2024,0,47483,Will Zalatoris,11.43%,32,280,88.57
2024,0,36326,David Lipsky,11.59%,32,276,88.41
2024,0,48887,Matt Wallace,11.78%,35,297,88.22
2024,0,35617,Martin Trainer,11.86%,23,194,88.14
2024,0,38991,Alejandro Tosti,11.89%,34,286,88.11
2024,0,47806,Raul Pereda,12.10%,19,157,87.9
2024,0,52453,Nicolai Højgaard,12.20%,25,205,87.8
2024,0,39546,Keith Mitchell,12.31%,41,333,87.69
2024,0,23320,Ryan Palmer,12.42%,20,161,87.58
2024,0,34587,Chan Kim,12.50%,41,328,87.5
2024,0,34255,Joseph Bramlett,12.53%,45,359,87.47
2024,0,29535,Brice Garnett,12.56%,26,207,87.44
2024,0,48319,Tom Whitney,12.61%,28,222,87.39
2024,0,57366,Cameron Young,12.67%,37,292,87.33
2024,0,56149,Wilson Furr,12.68%,27,213,87.32
2024,0,55454,Carl Yuan,12.73%,28,220,87.27
2024,0,27649,Brandt Snedeker,13.01%,32,246,86.99
2024,0,48699,Callum Tarren,13.61%,40,294,86.39
2024,0,26596,Ryan Moore,14.07%,37,263,85.93
2024,0,51070,Vincent Norrman,14.11%,34,241,85.89
2024,0,32070,Rafael Campos,14.49%,31,214,85.51
2024,0,27330,Josh Teater,15.06%,25,166,84.94
2023,0,31560,Brian Stuard,3.88%,8,206,96.12
2023,0,46442,Maverick McNealy,4.31%,9,209,95.69
2023,0,45522,Christiaan Bezuidenhout,4.37%,15,343,95.63
2023,0,22371,Aaron Baddeley,4.56%,12,263,95.44
2023,0,51634,Sahith Theegala,4.58%,17,371,95.42
2023,0,40098,Matt Fitzpatrick,4.95%,14,283,95.05
2023,0,35506,Mackenzie Hughes,5.01%,17,339,94.99
2023,0,47591,Eric Cole,5.08%,20,394,94.92
2023,0,28775,Nate Lashley,5.11%,21,411,94.89
2023,0,28237,Rory McIlroy,5.24%,13,248,94.76
2023,0,47504,Sam Burns,5.28%,15,284,94.72
2023,0,27974,Sung Kang,5.67%,8,141,94.33
2023,0,33141,Keegan Bradley,5.70%,17,298,94.3
2023,0,28089,Jason Day,5.73%,16,279,94.27
2023,0,30926,Chris Kirk,5.75%,18,313,94.25
2023,0,29535,Brice Garnett,5.81%,18,310,94.19
2023,0,30927,Brendon Todd,5.87%,21,358,94.13
2023,0,24502,Adam Scott,5.88%,13,221,94.12
2023,0,36801,Mark Hubbard,5.90%,23,390,94.1
2023,0,35461,Beau Hossler,5.93%,24,405,94.07
2023,0,31202,William McGirt,5.96%,9,151,94.04
2023,0,36699,Patrick Rodgers,5.96%,23,386,94.04
2023,0,27963,Chris Stroud,5.97%,12,201,94.03
2023,0,27644,Brian Harman,6.00%,21,350,94.0
2023,0,34099,Harris English,6.12%,24,392,93.88
2023,0,47128,Richy Werenski,6.12%,17,278,93.88
2023,0,51349,Nico Echavarria,6.17%,15,243,93.83
2023,0,33399,Adam Hadwin,6.17%,23,373,93.83
2023,0,28252,Seamus Power,6.29%,19,302,93.71
2023,0,24024,Zach Johnson,6.38%,18,282,93.62
2023,0,33597,Harry Higgs,6.42%,17,265,93.58
2023,0,57975,Harry Hall,6.51%,22,338,93.49
2023,0,34256,Andrew Putnam,6.53%,32,490,93.47
2023,0,40250,Taylor Pendrith,6.54%,25,382,93.46
2023,0,58696,Peter Kuest,6.63%,13,196,93.37
2023,0,37275,Sam Ryder,6.74%,24,356,93.26
2023,0,49960,Sepp Straka,6.80%,24,353,93.2
2023,0,27349,Alex Noren,6.85%,23,336,93.15
2023,0,34363,Tyrrell Hatton,6.88%,19,276,93.12
2023,0,46441,Robby Shelton,6.88%,24,349,93.12
2023,0,34563,Chesson Hadley,6.91%,25,362,93.09
2023,0,39977,Max Homa,6.91%,21,304,93.09
2023,0,46046,Scottie Scheffler,6.92%,20,289,93.08
2023,0,29289,S.Y. Noh,6.98%,15,215,93.02
2023,0,48699,Callum Tarren,7.05%,27,383,92.95
2023,0,34409,David Lingmerth,7.08%,17,240,92.92
2023,0,29970,Dylan Frittelli,7.14%,18,252,92.86
2023,0,50493,Justin Suh,7.16%,33,461,92.84
2023,0,49947,Taylor Moore,7.20%,28,389,92.8
2023,0,39058,Lucas Herbert,7.25%,14,193,92.75
2023,0,20229,Stewart Cink,7.28%,22,302,92.72
2023,0,49771,J.T. Poston,7.31%,28,383,92.69
2023,0,52513,Carson Young,7.31%,25,342,92.69
2023,0,30911,Tommy Fleetwood,7.38%,20,271,92.62
2023,0,47993,Denny McCarthy,7.39%,30,406,92.61
2023,0,39971,Sungjae Im,7.42%,31,418,92.58
2023,0,35879,Kelly Kraft,7.43%,24,323,92.57
2023,0,32366,Kevin Chappell,7.47%,13,174,92.53
2023,0,33204,Shane Lowry,7.52%,17,226,92.48
2023,0,55789,Taylor Montgomery,7.56%,27,357,92.44
2023,0,48867,Matti Schmid,7.60%,19,250,92.4
2023,0,39975,Michael Kim,7.61%,22,289,92.39
2023,0,40115,Adam Svensson,7.61%,36,473,92.39
2023,0,22056,Cameron Percy,7.62%,16,210,92.38
2023,0,48119,Ben Taylor,7.65%,31,405,92.35
2023,0,55182,Tom Kim,7.69%,24,312,92.31
2023,0,35449,Adam Long,7.69%,30,390,92.31
2023,0,39997,Corey Conners,7.74%,27,349,92.26
2023,0,47347,Adam Schenk,7.82%,38,486,92.18
2023,0,34098,Russell Henley,7.84%,24,306,92.16
2023,0,32102,Rickie Fowler,7.87%,28,356,92.13
2023,0,52955,Ludvig Åberg,7.98%,15,188,92.02
2023,0,48081,Xander Schauffele,7.98%,21,263,92.02
2023,0,32757,Patton Kizzire,8.02%,28,349,91.98
2023,0,51890,Greyson Sigg,8.12%,31,382,91.88
2023,0,35532,Tom Hoge,8.13%,27,332,91.87
2023,0,26596,Ryan Moore,8.13%,20,246,91.87
2023,0,52372,Cameron Champ,8.15%,26,319,91.85
2023,0,33653,Thomas Detry,8.16%,23,282,91.84
2023,0,33408,Tyson Alexander,8.17%,25,306,91.83
2023,0,19803,Ryan Armour,8.17%,25,306,91.83
2023,0,51766,Wyndham Clark,8.19%,34,415,91.81
2023,0,57362,Austin Eckroat,8.21%,28,341,91.79
2023,0,50188,S.H. Kim,8.22%,31,377,91.78
2023,0,33413,Ben Martin,8.24%,28,340,91.76
2023,0,51997,Andrew Novak,8.28%,24,290,91.72
2023,0,54628,Lee Hodges,8.29%,36,434,91.71
2023,0,40162,Justin Lower,8.31%,30,361,91.69
2023,0,29221,Webb Simpson,8.33%,18,216,91.67
2023,0,23108,Matt Kuchar,8.36%,30,359,91.64
2023,0,35450,Patrick Cantlay,8.40%,21,250,91.6
2023,0,49766,Hank Lebioda,8.42%,16,190,91.58
2023,0,32662,Michael Gligic,8.43%,21,249,91.57
2023,0,29420,Billy Horschel,8.43%,21,249,91.57
2023,0,40058,Zac Blair,8.49%,22,259,91.51
2023,0,36799,Stephan Jaeger,8.53%,43,504,91.47
2023,0,25493,Nick Taylor,8.56%,25,292,91.44
2023,0,47988,Nick Hardy,8.65%,36,416,91.35
2023,0,34466,Peter Malnati,8.70%,28,322,91.3
2023,0,55893,Sam Stevens,8.72%,30,344,91.28
2023,0,39546,Keith Mitchell,8.77%,27,308,91.23
2023,0,52374,Brandon Wu,8.78%,31,353,91.22
2023,0,47983,Chad Ramey,8.87%,36,406,91.13
2023,0,54591,Ben Griffin,8.91%,36,404,91.09
2023,0,54421,Garrick Higgo,8.94%,37,414,91.06
2023,0,22405,Justin Rose,8.94%,21,235,91.06
2023,0,31646,Emiliano Grillo,9.04%,35,387,90.96
2023,0,34046,Jordan Spieth,9.05%,21,232,90.95
2023,0,32139,Danny Willett,9.05%,20,221,90.95
2023,0,58168,Davis Thompson,9.11%,36,395,90.89
2023,0,54783,Dylan Wu,9.11%,36,395,90.89
2023,0,32448,James Hahn,9.14%,31,339,90.86
2023,0,33122,Russell Knox,9.19%,35,381,90.81
2023,0,32791,K.H. Lee,9.19%,34,370,90.81
2023,0,27095,Nick Watney,9.19%,25,272,90.81
2023,0,33948,Byeong Hun An,9.21%,29,315,90.79
2023,0,52453,Nicolai Hojgaard,9.21%,14,152,90.79
2023,0,51950,Max McGreevy,9.23%,24,260,90.77
2023,0,35310,Lanto Griffin,9.24%,22,238,90.76
2023,0,32333,Kevin Tway,9.29%,39,420,90.71
2023,0,25900,Lucas Glover,9.30%,32,344,90.7
2023,0,50525,Collin Morikawa,9.38%,24,256,90.62
2023,0,34431,Robert Streb,9.38%,27,288,90.62
2023,0,28420,Ryan Brehm,9.55%,32,335,90.45
2023,0,30163,Henrik Norlander,9.58%,30,313,90.42
2023,0,27554,Scott Harrington,9.64%,24,249,90.36
2023,0,27214,Kevin Streelman,9.64%,35,363,90.36
2023,0,23320,Ryan Palmer,9.79%,28,286,90.21
2023,0,26476,Chez Reavie,9.79%,37,378,90.21
2023,0,56762,Will Gordon,9.86%,41,416,90.14
2023,0,36326,David Lipsky,9.86%,36,365,90.14
2023,0,27129,Luke List,9.97%,36,361,90.03
2023,0,40006,Erik van Rooyen,10.04%,28,279,89.96
2023,0,46970,Jon Rahm,10.08%,26,258,89.92
2023,0,33410,Andrew Landry,10.12%,25,247,89.88
2023,0,24925,Jonathan Byrd,10.24%,17,166,89.76
2023,0,46340,Alex Smalley,10.27%,42,409,89.73
2023,0,46717,Viktor Hovland,10.38%,27,260,89.62
2023,0,29725,Tony Finau,10.39%,35,337,89.61
2023,0,25632,Jimmy Walker,10.39%,35,337,89.61
2023,0,39335,Kevin Roy,10.47%,27,258,89.53
2023,0,39324,J.J. Spaun,10.50%,38,362,89.5
2023,0,34255,Joseph Bramlett,10.51%,35,333,89.49
2023,0,37338,Zecheng Dou,10.51%,33,314,89.49
2023,0,12716,Charley Hoffman,10.51%,29,276,89.49
2023,0,58967,Trevor Werbylo,10.55%,25,237,89.45
2023,0,52375,Doug Ghim,10.66%,37,347,89.34
2023,0,49453,Trevor Cone,10.69%,34,318,89.31
2023,0,45609,Tyler Duncan,10.77%,42,390,89.23
2023,0,29908,C.T. Pan,10.88%,21,193,89.12
2023,0,47995,Davis Riley,10.90%,34,312,89.1
2023,0,39067,MJ Daffue,10.93%,33,302,89.07
2023,0,37455,Si Woo Kim,10.94%,35,320,89.06
2023,0,56630,Akshay Bhatia,10.98%,27,246,89.02
2023,0,49298,Kramer Hickok,10.99%,42,382,89.01
2023,0,33448,Justin Thomas,11.00%,32,291,89.0
2023,0,34610,Matthias Schwab,11.02%,41,372,88.98
2023,0,48887,Matt Wallace,11.03%,32,290,88.97
2023,0,36724,Augusto Núñez,11.07%,30,271,88.93
2023,0,46414,Aaron Rai,11.08%,40,361,88.92
2023,0,27936,Martin Laird,11.11%,35,315,88.89
2023,0,53165,Doc Redman,11.18%,36,322,88.82
2023,0,32839,Hideki Matsuyama,11.20%,29,259,88.8
2023,0,36871,Matt NeSmith,11.29%,43,381,88.71
2023,0,45157,Cam Davis,11.59%,38,328,88.41
2023,0,55708,Hayden Buckley,11.72%,32,273,88.28
2023,0,25818,Scott Piercy,11.82%,37,313,88.18
2023,0,46601,Trey Mullinax,11.96%,33,276,88.04
2023,0,34076,Joel Dahmen,12.04%,36,299,87.96
2023,0,50095,Austin Smotherman,12.06%,41,340,87.94
2023,0,30692,Scott Stallings,12.23%,39,319,87.77
2023,0,51070,Vincent Norrman,12.25%,37,302,87.75
2023,0,32640,Troy Merritt,12.28%,35,285,87.72
2023,0,31557,Jim Herman,12.34%,38,308,87.66
2023,0,46435,Austin Cook,12.35%,31,251,87.65
2023,0,57366,Cameron Young,12.41%,34,274,87.59
2023,0,48117,Kurt Kitayama,12.56%,27,215,87.44
2023,0,35617,Martin Trainer,12.63%,25,198,87.37
2023,0,31577,Tano Goya,12.93%,41,317,87.07
2023,0,47079,Harrison Endycott,12.97%,38,293,87.03
2023,0,55454,Carl Yuan,12.98%,37,285,87.02
2023,0,51414,Brent Grant,12.99%,33,254,87.01
2023,0,25686,Jason Dufner,13.18%,39,296,86.82
2023,0,45242,Kevin Yu,13.18%,29,220,86.82
2023,0,52411,Kyle Westmoreland,13.45%,37,275,86.55
2023,0,59018,Ryan Gerard,13.66%,25,183,86.34
2023,0,24140,Sean O'Hair,13.79%,20,145,86.21
2023,0,31323,Gary Woodland,13.81%,46,333,86.19
2023,0,39954,Cody Gribble,13.84%,31,224,86.16
2023,0,35901,Paul Haley II,14.04%,40,285,85.96
2023,0,48084,Wesley Bryan,14.29%,17,119,85.71
2023,0,51491,Brandon Matthews,15.17%,27,178,84.83
2023,0,32816,Satoshi Kodaira,20.11%,35,174,79.89
2022,0,39058,Lucas Herbert,4.65,8,172,95.35
2022,0,46402,Talor Gooch,4.7,11,234,95.3
2022,0,35891,Cameron Smith,4.92,9,183,95.08
2022,0,34363,Tyrrell Hatton,5.03,10,199,94.97
2022,0,24024,Zach Johnson,5.84,15,257,94.16
2022,0,51766,Wyndham Clark,5.87,20,341,94.13
2022,0,35461,Beau Hossler,5.92,18,304,94.08
2022,0,51894,Vince Whaley,5.95,16,269,94.05
2022,0,19803,Ryan Armour,6.0,9,150,94.0
2022,0,45522,Christiaan Bezuidenhout,6.05,15,248,93.95
2022,0,27349,Alex Noren,6.11,14,229,93.89
2022,0,28775,Nate Lashley,6.23,17,273,93.77
2022,0,31323,Gary Woodland,6.25,16,256,93.75
2022,0,48081,Xander Schauffele,6.27,17,271,93.73
2022,0,47504,Sam Burns,6.33,19,300,93.67
2022,0,32816,Satoshi Kodaira,6.33,10,158,93.67
2022,0,51634,Sahith Theegala,6.33,26,411,93.67
2022,0,45526,Abraham Ancer,6.35,12,189,93.65
2022,0,35879,Kelly Kraft,6.49,17,262,93.51
2022,0,45157,Cam Davis,6.51,20,307,93.49
2022,0,22405,Justin Rose,6.54,10,153,93.46
2022,0,33419,Cameron Tringale,6.61,24,363,93.39
2022,0,29221,Webb Simpson,6.86,14,204,93.14
2022,0,32102,Rickie Fowler,6.87,16,233,93.13
2022,0,24925,Jonathan Byrd,6.88,13,189,93.12
2022,0,27644,Brian Harman,6.89,23,334,93.11
2022,0,30944,Jason Kokrak,6.91,15,217,93.09
2022,0,36801,Mark Hubbard,6.92,18,260,93.08
2022,0,48887,Matt Wallace,6.93,16,231,93.07
2022,0,30978,Kiradech Aphibarnrat,6.94,10,144,93.06
2022,0,28089,Jason Day,6.99,16,229,93.01
2022,0,22056,Cameron Percy,7.04,10,142,92.96
2022,0,27139,David Skinns,7.05,16,227,92.95
2022,0,33490,Bo Hoag,7.07,13,184,92.93
2022,0,33448,Justin Thomas,7.08,16,226,92.92
2022,0,56278,Matthew Wolff,7.1,12,169,92.9
2022,0,35310,Lanto Griffin,7.22,21,291,92.78
2022,0,24502,Adam Scott,7.22,19,263,92.78
2022,0,39997,Corey Conners,7.23,24,332,92.77
2022,0,35617,Martin Trainer,7.24,21,290,92.76
2022,0,27770,Camilo Villegas,7.25,15,207,92.75
2022,0,30926,Chris Kirk,7.27,20,275,92.73
2022,0,27214,Kevin Streelman,7.32,24,328,92.68
2022,0,47993,Denny McCarthy,7.35,30,408,92.65
2022,0,31646,Emiliano Grillo,7.43,24,323,92.57
2022,0,35110,Brett Drewitt,7.5,15,200,92.5
2022,0,34610,Matthias Schwab,7.51,19,253,92.49
2022,0,50525,Collin Morikawa,7.53,14,186,92.47
2022,0,47995,Davis Riley,7.58,25,330,92.42
2022,0,32839,Hideki Matsuyama,7.59,17,224,92.41
2022,0,51950,Max McGreevy,7.59,18,237,92.41
2022,0,33141,Keegan Bradley,7.6,20,263,92.4
2022,0,29420,Billy Horschel,7.63,19,249,92.37
2022,0,48084,Wesley Bryan,7.64,12,157,92.36
2022,0,34360,Patrick Reed,7.66,17,222,92.34
2022,0,47483,Will Zalatoris,7.66,18,235,92.34
2022,0,34563,Chesson Hadley,7.72,25,324,92.28
2022,0,49960,Sepp Straka,7.73,28,362,92.27
2022,0,30927,Brendon Todd,7.76,27,348,92.24
2022,0,26851,Marc Leishman,7.77,22,283,92.23
2022,0,40162,Justin Lower,7.83,18,230,92.17
2022,0,52374,Brandon Wu,7.84,20,255,92.16
2022,0,36871,Matthew NeSmith,7.85,30,382,92.15
2022,0,28252,Seamus Power,7.91,20,253,92.09
2022,0,46414,Aaron Rai,7.93,26,328,92.07
2022,0,35449,Adam Long,7.95,29,365,92.05
2022,0,46970,Jon Rahm,7.97,22,276,92.03
2022,0,46435,Austin Cook,7.98,19,238,92.02
2022,0,35450,Patrick Cantlay,8.02,15,187,91.98
2022,0,47347,Adam Schenk,8.02,28,349,91.98
2022,0,33597,Harry Higgs,8.03,24,299,91.97
2022,0,54783,Dylan Wu,8.03,20,249,91.97
2022,0,33399,Adam Hadwin,8.06,25,310,91.94
2022,0,31420,Anirban Lahiri,8.11,21,259,91.89
2022,0,32448,James Hahn,8.14,21,258,91.86
2022,0,49771,J.T. Poston,8.16,31,380,91.84
2022,0,45609,Tyler Duncan,8.17,25,306,91.83
2022,0,23108,Matt Kuchar,8.17,21,257,91.83
2022,0,39436,Joshua Creel,8.22,12,146,91.78
2022,0,51890,Greyson Sigg,8.28,25,302,91.72
2022,0,32139,Danny Willett,8.29,15,181,91.71
2022,0,32150,Michael Thompson,8.31,27,325,91.69
2022,0,39977,Max Homa,8.36,25,299,91.64
2022,0,29478,Kevin Kisner,8.37,21,251,91.63
2022,0,29725,Tony Finau,8.44,27,320,91.56
2022,0,46046,Scottie Scheffler,8.48,24,283,91.52
2022,0,24138,Ian Poulter,8.5,13,153,91.5
2022,0,27649,Brandt Snedeker,8.55,20,234,91.45
2022,0,12716,Charley Hoffman,8.56,19,222,91.44
2022,0,27895,Jonas Blixt,8.57,15,175,91.43
2022,0,47988,Nick Hardy,8.57,18,210,91.43
2022,0,40115,Adam Svensson,8.57,30,350,91.43
2022,0,53165,Doc Redman,8.6,27,314,91.4
2022,0,24361,Pat Perez,8.62,20,232,91.38
2022,0,36326,David Lipsky,8.67,28,323,91.33
2022,0,32366,Kevin Chappell,8.7,18,207,91.3
2022,0,20229,Stewart Cink,8.72,26,298,91.28
