YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
2021,39,2,29461,Jamie Lovemark,$77527,77527
2021,40,2,35181,Daniel van Tonder,$76717,108967
2021,41,2,37157,Renato Paratore,$75649,75649
2021,42,2,54783,Dylan Wu,$71030,71030
2021,43,2,24494,Erik Compton,$68438,68438
2021,44,2,33974,Dean Burmester,$66817,66817
2021,45,2,37250,Romain Langasque,$64024,64024
2021,46,2,49773,Chase Koepka,$60754,60754
2021,47,2,30812,Benjamin Hebert,$60143,60143
2021,48,2,23814,Edoardo Molinari,$57696,57696
2021,49,2,45836,Richard Bland,$54227,54227
2021,50,2,47989,Sam Horsfield,$51850,51850
2021,51,2,26328,Shaun Norris,$50137,50137
2021,52,2,45847,JC Ritchie,$45417,78292
2021,53,2,56320,Bryson Nimmer,$44299,44299
2021,54,2,26341,Wade Ormsby,$43883,130383
2021,55,2,30852,Ryo Ishikawa,$43603,43603
2021,56,2,54364,Stephen Stallings Jr.,$42220,42220
2021,57,2,34500,Ryosuke Kinoshita,$41657,94657
2021,58,2,52686,Rasmus Hojgaard,$37700,70950
2021,59,2,47995,Davis Riley,$35297,35297
2021,60,2,48640,Johannes Veerman,$33679,33679
2021,61,2,54687,Broc Everett,$33337,33337
2021,62,2,46732,Rick Lamb,$32351,32351
2021,63,2,56781,Isaiah Salinda,$32002,32002
2021,64,2,54334,Ben Cook,$31300,31300
2021,65,2,34374,Erik Barnes,$29750,29750
2021,66,2,45194,Marcus Armitage,$29417,29417
2021,66,2,50722,Jon Thomson,$29417,29417
2021,68,2,50006,Willie Mack III,$28343,28343
2021,69,2,47591,Eric Cole,$28000,28000
2021,69,2,35544,Andrew Yun,$28000,28000
2021,69,2,29939,Fabrizio Zanotti,$28000,28000
2021,72,2,37212,Paul Barjon,$27330,27330
2021,73,2,29936,Ryan Fox,$26900,26900
2021,73,2,34708,Jack Senior,$26900,26900
2021,75,2,47917,Takumi Kanaya,$26880,26880
2021,75,2,23802,Brad Kennedy,$26880,114880
2021,77,2,54190,Richard Mansell,$26125,26125
2021,78,2,34541,Poom Saksansin,$25938,25938
2021,79,2,55789,Taylor Montgomery,$25183,25183
2021,80,2,52330,Dylan Meyer,$23358,23358
2021,81,2,47842,Hanbyeol Kim,$23205,23205
2021,82,2,52411,Kyle Westmoreland,$22814,22814
2021,83,2,47334,Sam Fidone,$21853,21853
2021,84,2,54314,Tyler Strafaci,$21111,21111
2021,85,2,57944,Andy Ogletree,$20952,20952
2021,86,2,50188,S.H. Kim,$20169,20169
2021,87,2,46930,Jaekyeong Lee,$19208,19208
2021,88,2,59872,Brad Marek,$18800,18800
2021,89,2,30996,Mark Baldwin,$18235,18235
2021,90,2,57975,Harry Hall,$17777,17777
2021,91,2,46724,Jeongwoo Ham,$16965,16965
2021,92,2,33605,Gunn Charoenkul,$16480,16480
2021,93,2,29425,Andrew Svoboda,$16206,16206
2021,94,2,58381,Kyle Mendoza,$15900,15900
2021,95,2,49481,Tae Hee Lee,$15795,15795
2021,96,2,59160,John Pak,$15225,15225
2021,97,2,58693,George Markham,$15120,15120
2021,98,2,31997,Steve Lewton,$14784,14784
2021,99,2,34656,Mikumu Horikawa,$14560,14560
2021,100,2,27171,Jay McLuen,$14454,14454
2021,101,2,36698,Andy Zhang,$13398,13398
2021,102,2,47918,Naoki Sekito,$13280,13280
2021,103,2,39831,Bobby Bai,$12425,12425
2021,103,2,49310,David Gazzolo,$12425,12425
2021,105,2,46045,Michael Miller,$10180,10180
2021,106,2,46439,Will Grimmer,$9287,9287
2021,107,2,34610,Matthias Schwab,$9160,9160
2021,108,2,32199,Matthew Borchert,$8440,8440
2021,108,2,35946,Willy Pumarol,$8440,8440
2021,110,2,32582,Eric Dugas,$8360,8360
2021,111,2,57124,Michael Feagles,$8155,8155
2021,112,2,35376,Roberto Díaz,$7920,7920
2021,113,2,47127,David Pastore,$7315,7315
2021,113,2,51395,Trey Shirley,$7315,7315
2021,115,2,48705,Dalton Ward,$7062,7062
2021,116,2,35300,Andrew Loupe,$6895,6895
2021,117,2,36299,Edward Figueroa,$6750,6750
2021,118,2,51567,Will Cannon,$6360,6360
2021,119,2,37076,Marcelo Rozo,$6150,6150
2020,1,0,56762,Will Gordon,$773220,773220
2020,2,0,20396,Lee Westwood,$280000,385500
2020,3,0,45522,Christiaan Bezuidenhout,$274760,565460
2020,4,0,34610,Matthias Schwab,$261493,680993
2020,5,0,52374,Brandon Wu,$172987,172987
2020,6,0,40006,Erik van Rooyen,$171345,944545
2020,7,0,35296,Haotong Li,$156500,272125
2020,8,0,48117,Kurt Kitayama,$138792,254559
2020,9,0,47679,Victor Perez,$94571,536921
2020,10,0,31559,Garrett Osborn,$87450,87450
2020,11,0,49773,Chase Koepka,$85808,85808
2020,12,0,29454,Bernd Wiesberger,$79774,223474
2020,13,0,36698,Andy Zhang,$67125,67125
2020,14,0,39067,MJ Daffue,$66940,66940
2020,15,0,56781,Isaiah Salinda,$48111,48111
2020,16,0,34554,Jung-gon Hwang,$45598,45598
2020,17,0,35947,John Oda,$41990,41990
2020,18,0,47995,Davis Riley,$39600,39600
2020,19,0,47056,Rikuya Hoshino,$39102,39102
2020,20,0,34168,Soomin Lee,$38610,38610
2020,21,0,50493,Justin Suh,$38150,38150
2020,22,0,47238,Jazz Janewattananond,$37635,238985
2020,23,0,32797,Sanghyun Park,$37245,37245
2020,24,0,34587,Chan Kim,$33735,93735
2020,25,0,30191,Julián Etulain,$31607,31607
2020,26,0,29772,Michael Lorenzo-Vera,$31594,132094
2020,27,0,51997,Andrew Novak,$31159,31159
2020,28,0,34656,Mikumu Horikawa,$30863,87363
2020,29,0,31016,Tomoharu Otsuki,$24687,24687
2020,30,0,28300,Joost Luiten,$24000,96500
2020,31,0,35834,Hyungjoon Lee,$22718,22718
2020,31,0,33131,Kyongjun Moon,$22718,22718
2020,33,0,29476,Kyle Reifers,$22148,22148
2020,34,0,30852,Ryo Ishikawa,$20605,101105
2020,34,0,26328,Shaun Norris,$20605,107430
2020,36,0,25863,Rod Perry,$20274,20274
2020,36,0,29223,Sam Saunders,$20274,20274
2020,38,0,52215,Robert MacIntyre,$20000,215750
2020,39,0,33689,Jinichiro Kozuma,$19598,19598
2020,40,0,32775,Shugo Imahira,$19013,54013
2020,41,0,31395,Yosuke Asaji,$18330,85330
2020,41,0,27324,Seungsu Han,$18330,18330
2020,43,0,56741,Braden Bailey,$18263,18263
2020,44,0,55707,Calum Hill,$18257,18257
2020,44,0,39262,Alvaro Ortiz,$18257,18257
2020,46,0,46724,Jeongwoo Ham,$17648,17648
2020,46,0,28670,Wonjoon Lee,$17648,17648
2020,48,0,37454,Whee Kim,$17258,17258
2020,49,0,46154,Yi Keun Chang,$16868,62368
2020,50,0,49481,Tae Hee Lee,$16185,96310
2020,51,0,46823,Jeremy Gandon,$15900,15900
2020,52,0,57900,Chandler Phillips,$15375,15375
2020,53,0,55708,Hayden Buckley,$14490,14490
2020,54,0,46601,Trey Mullinax,$14175,14175
2020,55,0,40101,Brinson Paolini,$13120,13120
2020,56,0,51634,Sahith Theegala,$12425,12425
2020,57,0,54576,Patrick Fishburn,$10650,10650
2020,57,0,55421,Chip McDaniel,$10650,10650
2020,59,0,35376,Roberto Díaz,$8010,8010
2020,60,0,58696,Peter Kuest,$7525,7525
2020,61,0,27171,Jay McLuen,$6300,6300
2019,1,0,40098,Matt Fitzpatrick,$1553750,2124146
2019,2,0,48887,Matt Wallace,$1267400,1549150
2019,3,0,53165,Doc Redman,$1003290,1003290
2019,4,0,34709,Eddie Pepperell,$889686,1054811
2019,5,0,46717,Viktor Hovland,$678035,678035
2019,6,0,33803,Lucas Bjerregaard,$592694,1324194
2019,7,0,28938,Justin Harding,$526138,763567
2019,8,0,20396,Lee Westwood,$503500,634500
2019,9,0,40006,Erik van Rooyen,$476502,638002
2019,10,0,52215,Robert MacIntyre,$313000,313000
2019,11,0,39113,Shubhankar Sharma,$261496,358996
2019,12,0,52375,Doug Ghim,$243356,243356
2019,13,0,33293,Thomas Pieters,$228243,331743
2019,14,0,49633,Charlie Danielson,$223748,223748
2019,15,0,33968,Thorbjørn Olesen,$199623,623936
2019,16,0,47238,Jazz Janewattananond,$191665,191665
2019,17,0,55421,Chip McDaniel,$185768,185768
2019,18,0,35296,Haotong Li,$179581,716164
2019,19,0,35104,Tom Lewis,$171700,302638
2019,20,0,32797,Sanghyun Park,$158778,226778
2019,21,0,29772,Michael Lorenzo-Vera,$143100,143100
2019,22,0,46046,Scottie Scheffler,$139871,139871
2019,23,0,47989,Sam Horsfield,$139405,139405
2019,24,0,39412,Zack Fischer,$135000,135000
2019,25,0,29936,Ryan Fox,$126313,249938
2019,26,0,52330,Dylan Meyer,$119114,119114
2019,27,0,28300,Joost Luiten,$111852,273352
2019,28,0,34136,Armando Favela,$108000,108000
2019,29,0,28158,Steve Marino,$107603,107603
2019,30,0,45734,John Catlin,$104681,154994
2019,31,0,37212,Paul Barjon,$79257,79257
2019,32,0,29454,Bernd Wiesberger,$78006,78006
2019,33,0,46404,Marcus Kinhult,$72928,72928
2019,34,0,36326,David Lipsky,$72728,234228
2019,35,0,45733,Austen Truslow,$66500,66500
2019,36,0,46567,Paul Dunne,$57000,57000
2019,37,0,55940,Andrew Wilson,$56278,56278
2019,38,0,47995,Davis Riley,$50231,50231
2019,39,0,28697,Gaganjeet Bhullar,$50120,109120
2019,40,0,54328,Norman Xiong,$48326,48326
2019,41,0,35110,Brett Drewitt,$46800,46800
2019,41,0,40042,Tyler McCumber,$46800,46800
2019,43,0,36514,Yuki Inamori,$37942,82817
2019,44,0,30812,Benjamin Hebert,$36925,36925
2019,44,0,29136,Innchoon Hwang,$36925,36925
2019,44,0,46035,Callum Shinkwin,$36925,36925
2019,47,0,35658,Kris Ventura,$34563,34563
2019,48,0,49481,Tae Hee Lee,$33747,33747
2019,49,0,54926,George Cunningham,$32970,32970
2019,50,0,28500,Martin Flores,$32400,32400
2019,51,0,32775,Shugo Imahira,$31040,187790
2019,52,0,34031,Dong Seop Maeng,$30970,30970
2019,53,0,36824,Paul Peterson,$30483,30483
2019,54,0,47983,Chad Ramey,$29944,29944
2019,55,0,55648,Minchel Choi,$27475,27475
2019,56,0,30756,Andrea Pavan,$26717,113217
2019,57,0,50674,Ashton Turner,$26467,26467
2019,58,0,34262,Jon Curran,$25861,25861
2019,59,0,29370,Mikko Korhonen,$25800,25800
2019,59,0,37250,Romain Langasque,$25800,25800
2019,59,0,31113,Paul Waring,$25800,25800
2019,62,0,52096,Adri Arnaus,$25350,25350
2019,62,0,33592,Andy Pope,$25350,25350
2019,64,0,30736,Oscar Fraustro,$25200,25200
2019,65,0,31395,Yosuke Asaji,$25088,25088
2019,66,0,24964,Ryan Vermeer,$24520,24520
2019,67,0,32252,Nino Bertasio,$24438,24438
2019,68,0,27140,Justin Walters,$23851,23851
2019,69,0,30907,Rhys Enoch,$22977,22977
2019,70,0,40181,Clément Sordet,$22353,22353
2019,71,0,34358,Jonathan Randolph,$22165,22165
2019,72,0,27896,Ross Fisher,$21300,21300
2019,72,0,27324,Seungsu Han,$21300,21300
2019,72,0,25431,Rob Labritz,$21300,21300
2019,75,0,56762,Will Gordon,$21219,21219
2019,76,0,48117,Kurt Kitayama,$20200,20200
2019,77,0,49773,Chase Koepka,$19610,19610
2019,78,0,39058,Lucas Herbert,$19250,19250
2019,79,0,26735,Marty Jertson,$18400,18400
2019,80,0,39852,Doyeob Mun,$18050,18050
2019,81,0,52144,Braden Thornberry,$16557,16557
2019,82,0,35834,Hyungjoon Lee,$15960,15960
2019,83,0,33653,Thomas Detry,$15850,15850
2019,84,0,49709,Matthew Short,$15721,15721
2019,85,0,39470,Richard Jung,$15352,15352
2019,86,0,33227,Hyun-woo Ryu,$15295,15295
2019,87,0,47420,Jake Knapp,$15200,15200
2019,88,0,34296,Wes Homan,$15184,15184
2019,89,0,54628,Lee Hodges,$14592,14592
2019,89,0,39004,Dru Love,$14592,14592
2019,89,0,30163,Henrik Norlander,$14592,14592
2019,92,0,35139,Richard Lee,$14356,14356
2019,93,0,32369,Sihwan Kim,$14280,73280
2019,93,0,27619,Ben Leong,$14280,14280
2019,95,0,39384,Alex Kang,$14164,14164
2019,96,0,55410,Shintaro Ban,$14112,14112
2019,97,0,50493,Justin Suh,$13952,13952
2019,98,0,46442,Maverick McNealy,$13568,13568
2019,99,0,47056,Rikuya Hoshino,$13120,13120
2019,100,0,34126,Scott Vincent,$12740,80740
2019,101,0,32582,Eric Dugas,$12544,12544
2019,102,0,31121,Berry Henson,$11970,11970
2019,103,0,45729,Drew Nesbitt,$11832,11832
2019,104,0,24580,Rahil Gangjee,$11480,11480
2019,105,0,45467,Kim Leun-Kwang,$11200,11200
2019,106,0,45860,Case Cochran,$9634,9634
2019,106,0,54364,Stephen Stallings Jr.,$9634,9634
2019,108,0,54625,Dawson Armstrong,$9240,9240
2019,108,0,55708,Hayden Buckley,$9240,9240
2019,110,0,25349,Tim Wilkinson,$8624,8624
2019,111,0,32070,Rafael Campos,$7540,7540
2019,111,0,54591,Ben Griffin,$7540,7540
2019,113,0,51680,Alistair Docherty,$7280,7280
2019,114,0,40058,Zac Blair,$6660,6660
2019,115,0,33951,Julio Santos,$5970,5970
2018,1,0,45486,Joaquin Niemann,$1209957,1209957
2018,2,0,35947,John Oda,$559685,559685
2018,3,0,47504,Sam Burns,$495916,495916
2018,4,0,45478,Julian Suri,$484737,562166
2018,5,0,30978,Kiradech Aphibarnrat,$484734,1275484
2018,6,0,40098,Matt Fitzpatrick,$448215,830394
2018,7,0,34709,Eddie Pepperell,$348317,348317
2018,8,0,29970,Dylan Frittelli,$331177,454677
2018,9,0,35296,Haotong Li,$323631,544006
2018,10,0,46567,Paul Dunne,$297938,468938
2018,11,0,52330,Dylan Meyer,$275109,275109
2018,12,0,35541,John Peterson,$251925,251925
2018,13,0,34414,Chris Paisley,$216900,289900
2018,14,0,35225,Brandon Stone,$213064,364939
2018,15,0,39953,Chase Seiffert,$189000,189000
2018,16,0,47574,Scott Strohmeyer,$177733,177733
2018,17,0,33968,Thorbjørn Olesen,$177067,759067
2018,18,0,51394,A.J. McInerney,$164923,164923
2018,19,0,29936,Ryan Fox,$160403,217903
2018,20,0,39384,Alex Kang,$150733,150733
2018,21,0,47989,Sam Horsfield,$137950,137950
2018,22,0,27324,Seungsu Han,$132603,132603
2018,23,0,52375,Doug Ghim,$116527,116527
2018,24,0,48887,Matt Wallace,$113125,113125
2018,25,0,39480,T.J. Vogel,$110021,110021
2018,26,0,40006,Erik van Rooyen,$109714,109714
2018,27,0,46442,Maverick McNealy,$103624,103624
2018,28,0,29454,Bernd Wiesberger,$93775,428632
2018,29,0,39113,Shubhankar Sharma,$91357,370607
2018,30,0,32139,Danny Willett,$84000,84000
2018,31,0,36326,David Lipsky,$81200,194950
2018,32,0,48153,Matthieu Pavon,$79200,79200
2018,33,0,29378,Daisuke Kataoka,$75463,183363
2018,34,0,22000,Chris Wood,$73953,73953
2018,35,0,51766,Wyndham Clark,$68800,68800
2018,36,0,26908,Yuta Ikeda,$63993,208922
2018,37,0,28258,K.T. Kim,$62900,62900
2018,38,0,31273,Gavin Kyle Green,$59285,175285
2018,39,0,45157,Cam Davis,$56555,56555
2018,40,0,30261,Ryan Yip,$55889,55889
2018,41,0,47988,Nick Hardy,$54120,54120
2018,42,0,30736,Oscar Fraustro,$50804,50804
2018,43,0,23821,Yusaku Miyazato,$48622,156336
2018,44,0,33115,Jinho Choi,$44516,44516
2018,45,0,25349,Tim Wilkinson,$43927,43927
2018,46,0,32815,Masahiro Kawamura,$41375,41375
2018,47,0,27330,Josh Teater,$40040,40040
2018,48,0,40042,Tyler McCumber,$39000,39000
2018,49,0,54926,George Cunningham,$37743,37743
2018,50,0,20396,Lee Westwood,$37637,37637
2018,51,0,53165,Doc Redman,$36841,36841
2018,52,0,39251,Ryan Ruffels,$33394,33394
2018,53,0,39971,Sungjae Im,$33281,33281
2018,53,0,55752,Ben Kern,$33281,33281
2018,55,0,39524,Sean Crocker,$31000,31000
2018,55,0,35104,Tom Lewis,$31000,31000
2018,57,0,34554,Jung-gon Hwang,$30525,30525
2018,58,0,47238,Jazz Janewattananond,$28700,28700
2018,58,0,47239,Phachara Khongwatmai,$28700,86200
2018,60,0,39004,Dru Love,$27305,27305
2018,61,0,39058,Lucas Herbert,$27161,27161
2018,62,0,33486,Roger Sloan,$26040,26040
2018,63,0,33974,Dean Burmester,$25426,106855
2018,63,0,55412,Mickey DeMorat,$25426,25426
2018,63,0,39537,Chris Naegel,$25426,25426
2018,66,0,46404,Marcus Kinhult,$25317,25317
2018,66,0,26328,Shaun Norris,$25317,25317
2018,66,0,23797,Brett Rumford,$25317,77817
2018,69,0,46046,Scottie Scheffler,$25080,25080
2018,70,0,48126,Calum Hill,$24692,24692
2018,71,0,36852,Jim Knous,$24480,24480
2018,71,0,51600,Jimmy Stanger,$24480,24480
2018,73,0,30907,Rhys Enoch,$24250,24250
2018,73,0,37447,Zander Lombard,$24250,24250
2018,73,0,35174,Matthew Southgate,$24250,103750
2018,76,0,36685,Cameron Wilson,$23959,23959
2018,77,0,32791,K.H. Lee,$23759,23759
2018,78,0,22080,Prayad Marksaeng,$22400,22400
2018,78,0,34541,Poom Saksansin,$22400,101900
2018,80,0,55573,John VanDerLaan,$21700,21700
2018,81,0,33667,Carlos Ortiz,$20789,20789
2018,82,0,27081,Seunghyuk Kim,$20628,20628
2018,82,0,36521,Young-han Song,$20628,20628
2018,84,0,35834,Hyungjoon Lee,$20350,20350
2018,85,0,29772,Michael Lorenzo-Vera,$20100,65725
2018,85,0,34575,Adrian Otaegui,$20100,20100
2018,87,0,37380,Curtis Luck,$19491,19491
2018,88,0,46458,Andrew Dorn,$19046,19046
2018,89,0,47443,Junghwan Lee,$18038,18038
2018,90,0,48822,Sebastián Muñoz,$17675,17675
2018,91,0,39958,Jeunghun Wang,$17575,17575
2018,92,0,31109,Richard Lee,$16847,16847
2018,93,0,32698,Bobby Gates,$16083,16083
2018,94,0,26444,Juvic Pagunsan,$15540,15540
2018,95,0,51890,Greyson Sigg,$15302,15302
2018,96,0,51922,Sulman Raza,$15300,15300
2018,97,0,28593,Jesse Mueller,$15028,15028
2018,98,0,23409,James Driscoll,$14910,14910
2018,99,0,47483,Will Zalatoris,$14874,14874
2018,100,0,51997,Andrew Novak,$14850,14850
2018,101,0,23699,Danny Chia,$14770,14770
2018,102,0,50092,Zach Wright,$14632,14632
2018,103,0,24155,Ryan Hogue,$14348,14348
2018,104,0,25203,SSP Chawrasia,$14280,86280
2018,105,0,28114,Dawie van der Walt,$14210,14210
2018,106,0,32775,Shugo Imahira,$14198,14198
2018,107,0,54781,Grant Hirschman,$14190,14190
2018,108,0,30163,Henrik Norlander,$14012,14012
2018,109,0,28420,Ryan Brehm,$13856,13856
2018,110,0,23063,Scott Hend,$13650,60400
2018,111,0,26497,Casey Wittenberg,$13464,13464
2018,112,0,32105,Nicholas Fung,$13160,13160
2018,113,0,39436,Joshua Creel,$12958,12958
2018,114,0,21633,Steve Allan,$12338,12338
2018,115,0,48319,Tom Whitney,$12095,12095
2018,116,0,52372,Cameron Champ,$11966,11966
2018,117,0,10375,Sean McCarty,$10730,10730
2018,118,0,49947,Taylor Moore,$9861,9861
2018,118,0,27139,David Skinns,$9861,9861
2018,120,0,27466,Spencer Levin,$9331,9331
2018,121,0,28780,Nicholas Thompson,$8944,8944
2018,122,0,35237,Santiago Rivas,$8784,8784
2018,123,0,26392,Chris Wilson,$8733,8733
2018,124,0,49403,Grady Brame,$8686,8686
2018,125,0,51567,Will Cannon,$7840,7840
2018,125,0,55420,Cooper Musselman,$7840,7840
2018,127,0,55421,Chip McDaniel,$7595,7595
2018,128,0,35819,Vince India,$7305,7305
2018,128,0,29939,Fabrizio Zanotti,$7305,59180
2018,130,0,54871,Grant Booth,$7174,7174
2018,131,0,36724,Augusto Núñez,$6480,6480
2018,132,0,33951,Julio Santos,$5760,5760
2017,1,0,33293,Thomas Pieters,$1131070,2058070
2017,2,0,30911,Tommy Fleetwood,$912392,2094455
2017,3,0,35296,Haotong Li,$706722,751972
2017,4,0,34363,Tyrrell Hatton,$695750,1103224
2017,5,0,27408,Martin Kaymer,$651046,892354
2017,6,0,27349,Alex Noren,$649954,1205517
2017,7,0,30163,Henrik Norlander,$498914,498914
2017,8,0,29454,Bernd Wiesberger,$487006,769314
2017,9,0,37380,Curtis Luck,$362230,362230
2017,10,0,40098,Matt Fitzpatrick,$334088,687437
2017,11,0,32070,Rafael Campos,$333979,333979
2017,12,0,35174,Matthew Southgate,$281000,281000
2017,13,0,20396,Lee Westwood,$280266,581199
2017,14,0,29484,Peter Uihlein,$272529,272529
2017,15,0,23063,Scott Hend,$251593,501635
2017,16,0,46464,Jordan L Smith,$250000,250000
2017,17,0,27942,Rob Oppenheim,$224190,224190
2017,18,0,49964,Aaron Wise,$209488,209488
2017,19,0,22000,Chris Wood,$193020,456562
2017,20,0,34587,Chan Kim,$175333,175333
2017,21,0,35314,Andy Sullivan,$168556,360639
2017,22,0,27896,Ross Fisher,$167750,1258083
2017,23,0,46441,Robby Shelton,$157512,157512
2017,24,0,34709,Eddie Pepperell,$156809,156809
2017,25,0,39546,Keith Mitchell,$144900,144900
2017,26,0,49773,Chase Koepka,$140225,140225
2017,27,0,30736,Oscar Fraustro,$140000,140000
2017,28,0,28486,Michael Putnam,$130984,130984
2017,29,0,47906,Austin Connelly,$128917,128917
2017,30,0,39958,Jeunghun Wang,$123980,307605
2017,31,0,26908,Yuta Ikeda,$121241,222562
2017,32,0,21498,Hideto Tanihara,$100347,816347
2017,33,0,45157,Cam Davis,$98467,98467
2017,34,0,36521,Young-han Song,$97300,148800
2017,35,0,45836,Richard Bland,$88000,160000
2017,35,0,29531,Richie Ramsay,$88000,88000
2017,37,0,35225,Brandon Stone,$82193,127818
2017,38,0,35461,Beau Hossler,$77028,77028
2017,39,0,32816,Satoshi Kodaira,$75814,132814
2017,40,0,49298,Kramer Hickok,$75300,75300
2017,41,0,45988,Brett Coletta,$66410,66410
2017,42,0,39251,Ryan Ruffels,$65572,65572
2017,43,0,24179,David Drysdale,$64500,64500
2017,43,0,24511,Thongchai Jaidee,$64500,246500
2017,45,0,24459,Richard Sterne,$64200,154950
2017,46,0,46048,Jordan Niebrugge,$58637,58637
2017,47,0,47994,Lee McCoy,$56667,56667
2017,48,0,33968,Thorbjørn Olesen,$56625,257917
2017,49,0,34643,Michael Johnson,$54768,54768
2017,50,0,34261,Scott Langley,$49308,49308
2017,51,0,34362,Laurie Canter,$45286,45286
2017,52,0,47996,Jack Maguire,$44975,44975
2017,53,0,28258,K.T. Kim,$44400,236208
2017,54,0,48117,Kurt Kitayama,$39257,39257
2017,55,0,39953,Chase Seiffert,$38047,38047
2017,56,0,35261,Miguel Tabuena,$33036,77411
2017,57,0,49633,Charlie Danielson,$31302,31302
2017,58,0,46154,Yi Keun Chang,$31070,31070
2017,58,0,28751,Andrew Dodt,$31070,31070
2017,58,0,28300,Joost Luiten,$31070,279237
2017,61,0,49932,Jonathan Garrick,$28490,28490
2017,62,0,47989,Sam Horsfield,$27904,27904
2017,63,0,47986,Rich Berberian Jr.,$26284,26284
2017,64,0,47363,Toby Tree,$25843,25843
2017,65,0,47741,Wesley McClain,$25744,25744
2017,66,0,24461,Thomas Aiken,$25026,25026
2017,67,0,29772,Michael Lorenzo-Vera,$24500,24500
2017,67,0,26328,Shaun Norris,$24500,69250
2017,69,0,36799,Stephan Jaeger,$24301,24301
2017,69,0,23821,Yusaku Miyazato,$24301,24301
2017,71,0,47663,Kevin Dougherty,$23696,23696
2017,72,0,37094,Joseph Dean,$23556,23556
2017,73,0,34255,Joseph Bramlett,$23516,23516
2017,74,0,46402,Talor Gooch,$23213,23213
2017,75,0,47610,Tyler Light,$22971,22971
2017,76,0,29936,Ryan Fox,$22875,22875
2017,77,0,35731,Kent Bulle,$22850,22850
2017,78,0,29970,Dylan Frittelli,$20800,20800
2017,79,0,51766,Wyndham Clark,$16934,16934
2017,80,0,40162,Justin Lower,$16425,16425
2017,81,0,31670,Matthew Griffin,$16356,60106
2017,82,0,27330,Josh Teater,$16253,16253
2017,83,0,45526,Abraham Ancer,$15820,15820
2017,83,0,33667,Carlos Ortiz,$15820,15820
2017,85,0,28697,Gaganjeet Bhullar,$15750,15750
2017,86,0,39356,Alex Moon,$15375,15375
2017,87,0,24083,Marcus Fraser,$15120,107245
2017,88,0,40055,Daniel Obremski,$14981,14981
2017,89,0,31273,Gavin Kyle Green,$14070,14070
2017,89,0,29078,Chan Shih-chang,$14070,60570
2017,91,0,25203,SSP Chawrasia,$13860,13860
2017,92,0,34168,Soomin Lee,$13020,56645
2017,93,0,23699,Danny Chia,$12880,12880
2017,94,0,51316,Kenny Pigman,$12586,12586
2017,95,0,25108,Chip Deason,$12352,12352
2017,95,0,32698,Bobby Gates,$12352,12352
2017,97,0,45582,Jared Sawada,$12000,12000
2017,98,0,21409,Chris Evans,$11890,11890
2017,99,0,50666,Matt Gilchrest,$11326,11326
2017,99,0,33904,Grant Leaver,$11326,11326
2017,101,0,49303,Anders Albertson,$11280,11280
2017,101,0,37092,Hyung-Sung Kim,$11280,11280
2017,103,0,39004,Dru Love,$10788,10788
2017,104,0,47125,Matt Atkins,$8190,8190
2017,105,0,49884,Cody Blick,$7128,7128
2017,106,0,39460,Cyril Bouniol,$5790,5790
2017,107,0,29939,Fabrizio Zanotti,$5370,187870
2016,1,0,20396,Lee Westwood,$1026810,1138810
2016,2,2,26499,Rafa Cabrera Bello,$804350,1609350
2016,3,2,22986,Søren Kjeldsen,$671540,921469
2016,4,2,34363,Tyrrell Hatton,$627288,674788
2016,5,2,47959,Bryson DeChambeau,$476621,476621
2016,6,2,27408,Martin Kaymer,$476240,701140
2016,7,2,40098,Matt Fitzpatrick,$404667,713917
2016,8,2,30978,Kiradech Aphibarnrat,$404550,680450
2016,9,2,46507,Bobby Wyatt,$353348,353348
2016,10,2,35314,Andy Sullivan,$325463,561780
2016,11,2,34242,Andrew Johnston,$270262,336762
2016,12,2,25444,Justin Hicks,$263943,263943
2016,13,2,26525,Grégory Bourdy,$257091,257091
2016,14,2,34643,Michael Johnson,$238000,238000
2016,15,2,45702,Rodolfo Cazaubòn,$185904,185904
2016,16,2,22000,Chris Wood,$185590,348340
2016,17,2,46037,Hunter Stewart,$156537,156537
2016,18,2,24511,Thongchai Jaidee,$146283,326950
2016,19,2,35139,Richard Lee,$137813,137813
2016,20,2,39251,Ryan Ruffels,$134802,134802
2016,21,2,29454,Bernd Wiesberger,$129674,390674
2016,22,2,46567,Paul Dunne,$125667,125667
2016,23,2,35174,Matthew Southgate,$122154,122154
2016,24,2,32070,Rafael Campos,$114200,114200
2016,25,2,23063,Scott Hend,$102313,234313
2016,26,2,28500,Martin Flores,$101576,101576
2016,27,2,23821,Yusaku Miyazato,$94374,144124
2016,28,2,19958,Miguel Angel Jiménez,$91492,143492
2016,29,2,28937,George Coetzee,$85823,229823
2016,30,2,21498,Hideto Tanihara,$84235,84235
2016,31,2,33293,Thomas Pieters,$79985,230235
2016,32,2,49964,Aaron Wise,$69600,69600
2016,33,2,46523,Joey Garber,$69408,69408
2016,34,2,20608,David Howell,$69113,137113
2016,35,2,46501,Ollie Schniederjans,$68586,68586
2016,36,2,25191,Gonzalo Fernandez-Castaño,$65600,65600
2016,37,2,27796,Joe Affrunti,$64909,64909
2016,38,2,26908,Yuta Ikeda,$64609,64609
2016,39,2,49633,Charlie Danielson,$55154,55154
2016,40,2,47953,Greg Yates,$52959,52959
2016,41,2,35912,Haydn Porteous,$51489,51489
2016,42,2,27349,Alex Noren,$50227,97727
