YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
2013,3,0,28237,Rory McIlroy,294.8,168921,573
2013,4,0,23452,Nicolas Colsaerts,294.7,148544,504
2013,5,0,27129,Luke List,292.6,211812,724
2013,6,0,24358,Robert Garrigus,291.9,198490,680
2013,7,0,31323,Gary Woodland,291.1,337443,1159
2013,8,0,30110,Kyle Stanley,291.0,245064,842
2013,9,0,33141,Keegan Bradley,290.5,293678,1011
2013,10,0,25818,Scott Piercy,290.3,252287,869
2013,11,0,30692,Scott Stallings,289.7,267376,923
2013,12,0,33869,Eric Meierdierks,289.6,149130,515
2013,13,0,28089,Jason Day,289.3,245883,850
2013,14,0,23320,Ryan Palmer,289.2,277587,960
2013,15,0,30944,Jason Kokrak,289.1,290291,1004
2013,16,0,33461,Morgan Hoffmann,288.6,213816,741
2013,17,0,25274,Steven Bowditch,288.4,233021,808
2013,17,0,24502,Adam Scott,288.4,176511,612
2013,19,0,28500,Martin Flores,288.0,305008,1059
2013,20,0,20848,Ángel Cabrera,287.6,228344,794
2013,20,0,25632,Jimmy Walker,287.6,300270,1044
2013,22,0,21961,Charles Howell III,287.1,320932,1118
2013,22,0,33418,Shawn Stefani,287.1,199281,694
2013,24,0,37273,Derek Ernst,286.8,196481,685
2013,25,0,22913,John Rollins,286.7,271213,946
2013,26,0,27095,Nick Watney,286.5,292541,1021
2013,27,0,32334,Charlie Beljan,286.3,220432,770
2013,28,0,25562,Andres Romero,286.2,207808,726
2013,28,0,26331,Charl Schwartzel,286.2,216394,756
2013,30,0,27936,Martin Laird,286.1,210606,736
2013,30,0,1810,Phil Mickelson,286.1,227727,796
2013,32,0,34099,Harris English,286.0,326612,1142
2013,33,0,29289,S.Y. Noh,285.9,247340,865
2013,34,0,23621,Rory Sabbatini,285.8,286683,1003
2013,35,0,12716,Charley Hoffman,285.5,290089,1016
2013,36,0,24140,Sean O'Hair,285.3,202290,709
2013,37,0,25900,Lucas Glover,285.2,205894,722
2013,38,0,34360,Patrick Reed,285.1,294538,1033
2013,38,0,22405,Justin Rose,285.1,183581,644
2013,40,0,31557,Jim Herman,285.0,174990,614
2013,41,0,27436,Graham DeLaet,284.9,321338,1128
2013,42,0,29420,Billy Horschel,284.7,329066,1156
2013,42,0,24781,Hunter Mahan,284.7,271858,955
2013,42,0,28475,Jeff Overton,284.7,293195,1030
2013,42,0,23497,Tag Ridings,284.7,229456,806
2013,46,0,27120,Troy Matteson,284.6,233627,821
2013,46,0,26289,Boo Weekley,284.6,328947,1156
2013,48,0,34431,Robert Streb,284.5,245275,862
2013,48,0,27330,Josh Teater,284.5,241568,849
2013,50,0,28307,Matt Every,284.4,317726,1117
2013,50,0,34098,Russell Henley,284.4,261948,921
2013,50,0,25345,Carl Pettersson,284.4,254566,895
2013,53,0,32366,Kevin Chappell,284.3,265531,934
2013,54,0,24924,Bill Haas,284.0,274901,968
2013,54,0,26679,Kevin Stadler,284.0,273240,962
2013,56,0,30750,Tommy Gainey,283.9,298102,1050
2013,57,0,27644,Brian Harman,283.8,300593,1059
2013,57,0,30852,Ryo Ishikawa,283.8,217688,767
2013,57,0,20396,Lee Westwood,283.8,202608,714
2013,60,0,20691,Greg Owen,283.7,260968,920
2013,60,0,34046,Jordan Spieth,283.7,264934,934
2013,62,0,29479,Scott Brown,283.2,216968,766
2013,62,0,28780,Nicholas Thompson,283.2,339809,1200
2013,64,0,22792,Peter Hanson,282.9,130720,462
2013,65,0,21528,Henrik Stenson,282.8,174191,616
2013,66,0,29740,Brad Fritsch,282.4,267706,948
2013,66,0,27503,Steve LeBrun,282.4,209273,741
2013,68,0,6567,Vijay Singh,282.3,188557,668
2013,69,0,20766,Padraig Harrington,282.2,138259,490
2013,69,0,22056,Cameron Percy,282.2,224604,796
2013,71,0,32698,Bobby Gates,282.1,149803,531
2013,72,0,25686,Jason Dufner,282.0,240543,853
2013,73,0,29221,Webb Simpson,281.9,275683,978
2013,74,0,32448,James Hahn,281.8,263228,934
2013,74,0,29425,Andrew Svoboda,281.8,137814,489
2013,76,0,21731,Freddie Jacobson,281.7,181383,644
2013,77,0,6522,Ernie Els,281.6,189231,672
2013,77,0,21209,Sergio Garcia,281.6,184144,654
2013,77,0,26300,Matt Jones,281.6,274872,976
2013,80,0,27408,Martin Kaymer,281.5,164938,586
2013,80,0,23108,Matt Kuchar,281.5,271064,963
2013,80,0,24138,Ian Poulter,281.5,154528,549
2013,83,0,24361,Pat Perez,281.4,250722,891
2013,84,0,24399,Scott Gardiner,281.3,203946,725
2013,85,0,23623,Bo Van Pelt,281.1,211920,754
2013,86,0,22371,Aaron Baddeley,281.0,230382,820
2013,86,0,24494,Erik Compton,281.0,254278,905
2013,86,0,30163,Henrik Norlander,281.0,231304,823
2013,86,0,29518,Brendan Steele,281.0,301221,1072
2013,90,0,26851,Marc Leishman,280.9,251383,895
2013,91,0,30926,Chris Kirk,280.8,318145,1133
2013,92,0,34021,Bud Cauley,280.7,219253,781
2013,93,0,20645,John Senden,280.6,238516,850
2013,94,0,6527,Steve Stricker,280.5,138298,493
2013,95,0,8793,Tiger Woods,280.3,168736,602
2013,96,0,28259,Sangmoon Bae,280.1,280633,1002
2013,97,0,34409,David Lingmerth,279.9,221657,792
2013,98,0,23788,D.J. Trahan,279.8,147748,528
2013,99,0,28679,Fabián Gómez,279.6,218062,780
2013,99,0,27649,Brandt Snedeker,279.6,227332,813
2013,99,0,27214,Kevin Streelman,279.6,264488,946
2013,99,0,24663,Y.E. Yang,279.6,159943,572
2013,103,0,23325,Vaughn Taylor,279.5,156528,560
2013,103,0,27770,Camilo Villegas,279.5,249322,892
2013,105,0,20229,Stewart Cink,279.4,217400,778
2013,105,0,23409,James Driscoll,279.4,245041,877
2013,107,0,32102,Rickie Fowler,279.3,231505,829
2013,107,0,33419,Cameron Tringale,279.3,291550,1044
2013,109,0,32200,Roberto Castro,279.2,326658,1170
2013,110,0,28455,Will Claxton,279.1,217980,781
2013,111,0,27933,John Merrick,279.0,265376,951
2013,111,0,22046,Geoff Ogilvy,279.0,162350,582
2013,113,0,19970,Robert Karlsson,278.9,144184,517
2013,114,0,27895,Jonas Blixt,278.8,261202,937
2013,114,0,23638,Brendon de Jonge,278.8,376974,1352
2013,116,0,12782,Tim Herron,278.7,170592,612
2013,116,0,26596,Ryan Moore,278.7,222650,799
2013,118,0,23353,J.J. Henry,278.4,288142,1035
2013,118,0,6573,Brandt Jobe,278.4,206595,742
2013,118,0,24490,George McNeill,278.4,249146,895
2013,121,0,8725,Tom Gillis,278.2,232571,836
2013,122,0,12510,Chad Campbell,278.1,279461,1005
2013,123,0,35539,Luke Guthrie,277.9,251815,906
2013,123,0,20572,Rod Pampling,277.9,136172,490
2013,125,0,25834,Daniel Summerhays,277.8,301686,1086
2013,126,0,25336,Alistair Presnell,277.7,177758,640
2013,127,0,20098,Stuart Appleby,277.2,304971,1100
2013,127,0,24846,Ricky Barnes,277.2,251149,906
2013,129,0,31202,William McGirt,276.8,274062,990
2013,130,0,23541,Ben Crane,276.2,211872,767
2013,131,0,26758,David Hearn,275.9,281095,1019
2013,132,0,26476,Chez Reavie,275.6,257414,934
2013,133,0,34174,John Huh,275.2,289271,1051
2013,134,0,27556,Ted Potter Jr.,275.0,212036,771
2013,135,0,24357,K.J. Choi,274.9,241326,878
2013,135,0,25240,D.A. Points,274.9,260562,948
2013,137,0,26497,Casey Wittenberg,274.8,233848,851
2013,138,0,24024,Zach Johnson,274.7,257377,937
2013,139,0,22961,David Mathis,274.6,237220,864
2013,139,0,25572,Graeme McDowell,274.6,142269,518
2013,141,0,10885,Robert Allenby,274.3,198860,725
2013,141,0,22621,Ben Curtis,274.3,177442,647
2013,141,0,28092,D.H. Lee,274.3,221648,808
2013,141,0,1724,Jeff Maggert,274.3,218339,796
2013,141,0,20160,Charlie Wi,274.3,251783,918
2013,146,0,24227,Justin Bolli,274.2,175733,641
2013,146,0,21878,Mark Wilson,274.2,191944,700
2013,148,0,31560,Brian Stuard,274.1,240099,876
2013,149,0,21099,David Lynn,274.0,214512,783
2013,149,0,32150,Michael Thompson,274.0,202794,740
2013,149,0,26951,Johnson Wagner,274.0,199774,729
2013,152,0,21753,Brian Davis,273.9,316862,1157
2013,152,0,25444,Justin Hicks,273.9,251451,918
2013,154,0,22378,Trevor Immelman,273.6,236108,863
2013,155,0,6004,Stephen Ames,273.1,166584,610
2013,156,0,36884,Ben Kohles,272.9,235279,862
2013,157,0,1320,Bob Estes,272.8,235685,864
2013,158,0,35139,Richard Lee,272.3,272839,1002
2013,159,0,23983,Luke Donald,272.2,174193,640
2013,160,0,23135,Tim Clark,272.0,163492,601
2013,161,0,1116,Michael Bradley,271.9,162607,598
2013,161,0,20593,Greg Chalmers,271.9,264847,974
2013,161,0,34261,Scott Langley,271.9,242263,891
2013,161,0,10860,Justin Leonard,271.9,283844,1044
2013,165,0,22806,Doug LaBelle II,271.8,223671,823
2013,166,0,24507,Jason Bohn,271.6,249916,920
2013,166,0,20104,Ken Duke,271.6,284348,1047
2013,168,0,28310,Lee Williams,271.2,192576,710
2013,169,0,2206,David Toms,271.1,120356,444
2013,170,0,10809,Jim Furyk,270.9,241639,892
2013,170,0,27963,Chris Stroud,270.9,294487,1087
2013,172,0,28135,Aaron Watkins,270.7,132364,489
2013,173,0,19846,Brian Gay,270.5,267789,990
2013,174,0,10213,Dicky Pride,269.7,221464,821
2013,175,0,8075,Jerry Kelly,269.3,239705,890
2013,175,0,22295,Darron Stiles,269.3,157831,586
2013,177,0,23800,Bryce Molder,268.2,265016,988
2013,178,0,30711,Colt Knost,268.1,216060,806
2013,179,0,20443,Jin Park,267.7,160356,599
2013,180,0,10423,Mike Weir,267.1,174933,655
2012,1,0,25804,Bubba Watson,309.2,222007,718
2012,2,0,30925,Dustin Johnson,301.8,223605,741
2012,3,0,27141,J.B. Holmes,300.6,328211,1092
2012,4,0,28237,Rory McIlroy,298.6,167224,560
2012,5,0,32334,Charlie Beljan,296.8,178085,600
2012,6,0,24358,Robert Garrigus,296.7,305583,1030
2012,7,0,1249,John Daly,295.9,156220,528
2012,7,0,31323,Gary Woodland,295.9,219592,742
2012,9,0,24502,Adam Scott,295.3,169504,574
2012,10,0,25818,Scott Piercy,295.0,354865,1203
2012,11,0,30110,Kyle Stanley,294.5,288320,979
2012,12,0,33141,Keegan Bradley,294.3,293671,998
2012,13,0,27936,Martin Laird,293.5,221853,756
2012,14,0,23320,Ryan Palmer,293.3,291204,993
2012,15,0,30692,Scott Stallings,293.1,279605,954
2012,16,0,28089,Jason Day,292.7,191419,654
2012,17,0,27330,Josh Teater,292.4,338649,1158
2012,18,0,21805,Harrison Frazar,292.1,197135,675
2012,19,0,27064,Jhonattan Vegas,291.7,282058,967
2012,20,0,26329,Louis Oosthuizen,291.3,198695,682
2012,21,0,27120,Troy Matteson,291.0,336723,1157
2012,22,0,24940,Edward Loar,290.8,175064,602
2012,23,0,24140,Sean O'Hair,290.7,309859,1066
2012,24,0,29289,S.Y. Noh,290.0,344220,1187
2012,25,0,27436,Graham DeLaet,289.7,287382,992
2012,25,0,28308,Troy Kelly,289.7,206278,712
2012,27,0,20848,Ángel Cabrera,289.4,149309,516
2012,28,0,30944,Jason Kokrak,289.2,278538,963
2012,28,0,20396,Lee Westwood,289.2,161974,560
2012,30,0,22371,Aaron Baddeley,288.7,223442,774
2012,30,0,24924,Bill Haas,288.7,247167,856
2012,32,0,28500,Martin Flores,288.6,330767,1146
2012,32,0,27095,Nick Watney,288.6,307048,1064
2012,34,0,34099,Harris English,288.5,350276,1214
2012,34,0,1810,Phil Mickelson,288.5,241793,838
2012,36,0,25345,Carl Pettersson,288.2,321593,1116
2012,37,0,32698,Bobby Gates,287.8,305026,1060
2012,37,0,23623,Bo Van Pelt,287.8,260134,904
2012,37,0,8793,Tiger Woods,287.8,193376,672
2012,40,0,26289,Boo Weekley,287.7,233067,810
2012,41,0,21961,Charles Howell III,287.6,309424,1076
2012,42,0,12716,Charley Hoffman,287.5,304440,1059
2012,43,0,6567,Vijay Singh,287.4,324802,1130
2012,44,0,32102,Rickie Fowler,287.3,265482,924
2012,45,0,24494,Erik Compton,287.0,256580,894
2012,46,0,30750,Tommy Gainey,286.9,360666,1257
2012,47,0,1706,Davis Love III,286.8,208761,728
2012,48,0,20850,Daniel Chopra,286.7,172616,602
2012,48,0,22913,John Rollins,286.7,283786,990
2012,50,0,28475,Jeff Overton,286.6,367458,1282
2012,51,0,33120,Mark Anderson,286.3,244519,854
2012,52,0,11123,Chris Couch,286.1,214893,751
2012,52,0,25686,Jason Dufner,286.1,254602,890
2012,54,0,19970,Robert Karlsson,286.0,164142,574
2012,54,0,20645,John Senden,286.0,246524,862
2012,56,0,32366,Kevin Chappell,285.9,286498,1002
2012,57,0,29221,Webb Simpson,285.8,264050,924
2012,58,0,6522,Ernie Els,285.7,258803,906
2012,59,0,25562,Andres Romero,285.5,214672,752
2012,59,0,26331,Charl Schwartzel,285.5,159318,558
2012,61,0,24925,Jonathan Byrd,285.4,223755,784
2012,61,0,34021,Bud Cauley,285.4,361867,1268
2012,63,0,21209,Sergio Garcia,285.3,174611,612
2012,64,0,20691,Greg Owen,285.2,306257,1074
2012,65,0,26300,Matt Jones,285.1,175042,614
2012,65,0,23548,Bill Lunde,285.1,266022,933
2012,65,0,27302,Garth Mulroy,285.1,183615,644
2012,65,0,6527,Steve Stricker,285.1,216658,760
2012,69,0,29479,Scott Brown,284.9,202571,711
2012,69,0,23621,Rory Sabbatini,284.9,286586,1006
2012,71,0,24781,Hunter Mahan,284.8,255152,896
2012,72,0,30852,Ryo Ishikawa,284.7,146918,516
2012,72,0,25632,Jimmy Walker,284.7,360999,1268
2012,74,0,27644,Brian Harman,284.6,349522,1228
2012,75,0,29420,Billy Horschel,284.1,190889,672
2012,76,0,30926,Chris Kirk,284.0,338544,1192
2012,77,0,32200,Roberto Castro,283.7,297311,1048
2012,77,0,27933,John Merrick,283.7,285085,1005
2012,77,0,23788,D.J. Trahan,283.7,245363,865
2012,77,0,27770,Camilo Villegas,283.7,288767,1018
2012,81,0,29478,Kevin Kisner,283.6,209870,740
2012,81,0,26679,Kevin Stadler,283.6,277936,980
2012,81,0,27214,Kevin Streelman,283.6,304342,1073
2012,84,0,28455,Will Claxton,283.5,340229,1200
2012,85,0,29926,Danny Lee,283.4,233548,824
2012,86,0,22405,Justin Rose,283.3,209085,738
2012,87,0,21731,Freddie Jacobson,283.2,174448,616
2012,87,0,24361,Pat Perez,283.2,271850,960
2012,89,0,23903,Stephen Gangluff,283.1,170156,601
2012,89,0,20574,Mathew Goggin,283.1,217705,769
2012,91,0,23541,Ben Crane,283.0,246231,870
2012,91,0,31558,J.J. Killeen,283.0,331924,1173
2012,91,0,22046,Geoff Ogilvy,283.0,216740,766
2012,91,0,25834,Daniel Summerhays,283.0,269408,952
2012,91,0,26287,Roland Thatcher,283.0,174322,616
2012,91,0,33419,Cameron Tringale,283.0,303373,1072
2012,97,0,28259,Sangmoon Bae,282.7,223915,792
2012,98,0,28093,Miguel Angel Carballo,282.6,224930,796
2012,98,0,6573,Brandt Jobe,282.6,177782,629
2012,98,0,29518,Brendan Steele,282.6,253788,898
2012,101,0,26851,Marc Leishman,282.2,299104,1060
2012,102,0,29476,Kyle Reifers,281.7,290184,1030
2012,103,0,12782,Tim Herron,281.6,298821,1061
2012,104,0,20229,Stewart Cink,281.5,211685,752
2012,104,0,21528,Henrik Stenson,281.5,165535,588
2012,106,0,8725,Tom Gillis,281.4,270409,961
2012,107,0,27895,Jonas Blixt,281.3,251722,895
2012,107,0,25892,Steve Wheatcroft,281.3,165422,588
2012,109,0,23409,James Driscoll,281.2,273656,973
2012,109,0,20766,Padraig Harrington,281.2,176046,626
2012,111,0,23542,Tommy Biershenk,281.0,227632,810
2012,111,0,12510,Chad Campbell,281.0,286374,1019
2012,111,0,28307,Matt Every,281.0,251247,894
2012,111,0,34174,John Huh,281.0,333835,1188
2012,115,0,1724,Jeff Maggert,280.9,305590,1088
2012,115,0,20572,Rod Pampling,280.9,270493,963
2012,115,0,24138,Ian Poulter,280.9,149425,532
2012,118,0,27649,Brandt Snedeker,280.8,253863,904
2012,118,0,26951,Johnson Wagner,280.8,299316,1066
2012,120,0,27797,Derek Lamely,280.6,219158,781
2012,121,0,29910,Blake Adams,280.5,344485,1228
2012,122,0,1766,Billy Mayfair,280.4,305354,1089
2012,122,0,25240,D.A. Points,280.4,314039,1120
2012,124,0,24357,K.J. Choi,280.2,219697,784
2012,125,0,23638,Brendon de Jonge,280.1,398913,1424
2012,126,0,20070,Matt Bettencourt,280.0,234328,837
2012,126,0,24604,Hunter Haas,280.0,203544,727
2012,126,0,23108,Matt Kuchar,280.0,257023,918
2012,126,0,25572,Graeme McDowell,280.0,148963,532
2012,126,0,26596,Ryan Moore,280.0,316389,1130
2012,131,0,10885,Robert Allenby,279.9,257503,920
2012,132,0,24846,Ricky Barnes,279.7,320564,1146
2012,133,0,6034,Marco Dawson,279.6,179534,642
2012,133,0,22378,Trevor Immelman,279.6,222855,797
2012,135,0,27466,Spencer Levin,279.4,257606,922
2012,135,0,23325,Vaughn Taylor,279.4,250087,895
2012,137,0,24490,George McNeill,279.2,275819,988
2012,138,0,23353,J.J. Henry,279.1,276030,989
2012,139,0,26758,David Hearn,279.0,342883,1229
2012,140,0,24663,Y.E. Yang,278.8,187387,672
2012,141,0,35139,Richard Lee,278.6,222053,797
2012,141,0,31202,William McGirt,278.6,306440,1100
2012,143,0,27556,Ted Potter Jr.,278.5,237268,852
2012,144,0,12652,Cameron Beckman,278.2,267868,963
2012,145,0,27963,Chris Stroud,277.9,291483,1049
2012,146,0,21407,Arjun Atwal,277.7,255204,919
2012,146,0,28087,Kris Blanks,277.7,231899,835
2012,148,0,26476,Chez Reavie,277.4,254644,918
2012,149,0,33122,Russell Knox,277.3,217131,783
2012,149,0,25396,Kevin Na,277.3,251769,908
2012,151,0,25457,Alexandre Rocha,277.1,193985,700
2012,152,0,22582,Kyle Thompson,277.0,143204,517
2012,152,0,20160,Charlie Wi,277.0,281394,1016
2012,154,0,20098,Stuart Appleby,276.6,250903,907
2012,155,0,24024,Zach Johnson,276.4,284701,1030
2012,156,0,27974,Sung Kang,276.2,238357,863
2012,156,0,30927,Brendon Todd,276.2,242491,878
2012,158,0,6036,Scott Dunlap,276.0,177773,644
2012,158,0,32150,Michael Thompson,276.0,249479,904
2012,160,0,10809,Jim Furyk,275.9,249971,906
2012,161,0,10213,Dicky Pride,275.6,189076,686
2012,162,0,1797,Rocco Mediate,275.5,222846,809
2012,163,0,23204,Gary Christian,275.3,287940,1046
2012,164,0,23135,Tim Clark,275.2,192055,698
2012,165,0,20104,Ken Duke,275.1,344974,1254
2012,165,0,1320,Bob Estes,275.1,249221,906
2012,167,0,23718,Nathan Green,275.0,219465,798
2012,168,0,6004,Stephen Ames,274.9,148982,542
2012,168,0,1116,Michael Bradley,274.9,211413,769
2012,168,0,2206,David Toms,274.9,168809,614
2012,171,0,22621,Ben Curtis,274.8,184694,672
2012,171,0,22293,Heath Slocum,274.8,287995,1048
2012,173,0,23983,Luke Donald,274.7,183476,668
2012,173,0,22548,Patrick Sheehan,274.7,169238,616
2012,175,0,20593,Greg Chalmers,274.6,286972,1045
2012,176,0,24507,Jason Bohn,274.4,251893,918
2012,177,0,21753,Brian Davis,274.1,301755,1101
2012,178,0,22961,David Mathis,274.0,263830,963
2012,179,0,10860,Justin Leonard,273.3,258578,946
2012,180,0,23800,Bryce Molder,273.0,271046,993
2012,180,0,21878,Mark Wilson,273.0,259329,950
2012,182,0,19846,Brian Gay,272.7,296201,1086
2012,183,0,27060,John Mallinger,272.3,238537,876
2012,184,0,21350,Ryuji Imada,271.2,261163,963
2012,185,0,29222,Billy Hurley III,270.7,215979,798
2012,186,0,8075,Jerry Kelly,270.4,274997,1017
2012,187,0,6251,Chris DiMarco,269.8,270363,1002
2012,188,0,30711,Colt Knost,268.8,251571,936
2012,189,0,20623,Gavin Coles,268.2,213721,797
2012,190,0,1941,Tom Pernice Jr.,268.0,194282,725
2012,191,0,22348,Nick O'Hern,265.8,251989,948
2011,1,0,27141,J.B. Holmes,306.0,201374,658
2011,2,0,30925,Dustin Johnson,302.1,229594,760
2011,2,0,25804,Bubba Watson,302.1,249198,825
2011,4,0,24358,Robert Garrigus,299.9,290316,968
2011,5,0,31323,Gary Woodland,297.4,289627,974
2011,6,0,25274,Steven Bowditch,295.6,321568,1088
2011,7,0,27064,Jhonattan Vegas,295.2,288710,978
2011,8,0,12716,Charley Hoffman,293.3,303541,1035
2011,9,0,1810,Phil Mickelson,293.1,237970,812
2011,10,0,21805,Harrison Frazar,292.8,170999,584
2011,11,0,27936,Martin Laird,292.7,252277,862
2011,12,0,30692,Scott Stallings,292.6,281155,961
2011,13,0,25818,Scott Piercy,292.5,257957,882
2011,14,0,23497,Tag Ridings,292.3,301990,1033
2011,15,0,20848,Ángel Cabrera,292.2,143162,490
2011,16,0,30946,Alex Prugh,292.0,289415,991
2011,17,0,27095,Nick Watney,291.9,252239,864
2011,18,0,24502,Adam Scott,291.1,184549,634
2011,18,0,30110,Kyle Stanley,291.1,324861,1116
2011,20,0,34072,Will Strickler,291.0,175195,602
2011,20,0,27330,Josh Teater,291.0,373893,1285
2011,22,0,27120,Troy Matteson,290.7,328156,1129
2011,23,0,23320,Ryan Palmer,290.2,243158,838
2011,23,0,23788,D.J. Trahan,290.2,336004,1158
2011,25,0,21209,Sergio Garcia,290.1,181590,626
2011,26,0,33141,Keegan Bradley,289.6,311062,1074
2011,26,0,24924,Bill Haas,289.6,291934,1008
2011,28,0,32102,Rickie Fowler,289.5,267539,924
2011,29,0,28089,Jason Day,289.4,239067,826
2011,30,0,28475,Jeff Overton,289.3,295058,1020
2011,31,0,31557,Jim Herman,289.1,230672,798
2011,32,0,23623,Bo Van Pelt,288.6,286547,993
2011,33,0,22371,Aaron Baddeley,288.4,250304,868
2011,34,0,31193,Jim Renner,288.2,213809,742
2011,35,0,22913,John Rollins,288.1,288702,1002
2011,36,0,26289,Boo Weekley,287.5,228861,796
2011,37,0,1706,Davis Love III,287.4,209245,728
2011,38,0,25562,Andres Romero,287.1,272178,948
2011,38,0,29221,Webb Simpson,287.1,331866,1156
2011,40,0,23409,James Driscoll,287.0,244545,852
2011,41,0,32366,Kevin Chappell,286.9,244465,852
2011,41,0,11123,Chris Couch,286.9,271449,946
2011,41,0,21961,Charles Howell III,286.9,364340,1270
2011,41,0,29718,Anthony Kim,286.9,234075,816
2011,45,0,27797,Derek Lamely,286.6,232446,811
2011,46,0,30750,Tommy Gainey,286.5,363623,1269
2011,47,0,19970,Robert Karlsson,286.4,180133,629
2011,48,0,35087,Bio Kim,286.0,231372,809
2011,49,0,26851,Marc Leishman,285.9,319053,1116
2011,49,0,31401,Zack Miller,285.9,298471,1044
2011,51,0,28158,Steve Marino,285.8,247481,866
2011,52,0,28486,Michael Putnam,285.7,211428,740
2011,52,0,6567,Vijay Singh,285.7,286848,1004
2011,54,0,24980,Scott Gutschewski,285.5,219816,770
2011,55,0,6573,Brandt Jobe,285.4,322510,1130
2011,56,0,26679,Kevin Stadler,285.3,289886,1016
2011,57,0,30926,Chris Kirk,285.2,306301,1074
2011,58,0,32876,Martin Piller,285.1,207250,727
2011,59,0,24781,Hunter Mahan,284.9,304287,1068
2011,59,0,23621,Rory Sabbatini,284.9,241892,849
2011,61,0,34255,Joseph Bramlett,284.8,242688,852
2011,62,0,32698,Bobby Gates,284.7,265608,933
2011,62,0,33419,Cameron Tringale,284.7,385542,1354
2011,62,0,25632,Jimmy Walker,284.7,302348,1062
2011,65,0,26300,Matt Jones,284.5,253236,890
2011,65,0,23548,Bill Lunde,284.5,306090,1076
2011,67,0,9011,David Duval,284.4,229760,808
2011,68,0,27974,Sung Kang,284.3,203008,714
2011,69,0,21949,Joe Ogilvie,284.1,242306,853
2011,70,0,20766,Padraig Harrington,284.0,178359,628
2011,70,0,24490,George McNeill,284.0,229446,808
2011,70,0,20645,John Senden,284.0,320680,1129
2011,73,0,24925,Jonathan Byrd,283.9,286125,1008
2011,73,0,26331,Charl Schwartzel,283.9,158985,560
2011,75,0,29420,Billy Horschel,283.8,245460,865
2011,76,0,25345,Carl Pettersson,283.7,357420,1260
2011,76,0,29518,Brendan Steele,283.7,304942,1075
2011,78,0,27963,Chris Stroud,283.6,308525,1088
2011,79,0,24361,Pat Perez,283.5,276736,976
2011,79,0,26287,Roland Thatcher,283.5,240667,849
2011,81,0,10885,Robert Allenby,283.4,277752,980
2011,82,0,27933,John Merrick,283.2,237920,840
2011,83,0,8725,Tom Gillis,283.1,198204,700
2011,84,0,26476,Chez Reavie,283.0,323458,1143
2011,85,0,29910,Blake Adams,282.8,413970,1464
2011,86,0,22405,Justin Rose,282.7,249356,882
2011,87,0,33413,Ben Martin,282.6,256918,909
2011,88,0,29720,Andres Gonzales,282.4,181877,644
2011,89,0,20229,Stewart Cink,282.2,204030,723
2011,89,0,25900,Lucas Glover,282.2,239864,850
2011,89,0,24140,Sean O'Hair,282.2,236468,838
2011,92,0,6522,Ernie Els,282.0,234069,830
2011,92,0,12782,Tim Herron,282.0,303453,1076
2011,94,0,24846,Ricky Barnes,281.9,251496,892
2011,94,0,20157,Retief Goosen,281.9,156729,556
2011,94,0,22046,Geoff Ogilvy,281.9,211995,752
2011,97,0,20070,Matt Bettencourt,281.8,303804,1078
2011,98,0,20572,Rod Pampling,281.7,236371,839
2011,99,0,27214,Kevin Streelman,281.6,279368,992
2011,99,0,6527,Steve Stricker,281.6,210083,746
2011,99,0,32150,Michael Thompson,281.6,271993,966
2011,99,0,24663,Y.E. Yang,281.6,165580,588
2011,103,0,23353,J.J. Henry,281.3,309460,1100
2011,103,0,27649,Brandt Snedeker,281.3,262474,933
2011,105,0,26596,Ryan Moore,281.1,235020,836
2011,106,0,27770,Camilo Villegas,281.0,224271,798
2011,107,0,26758,David Hearn,280.8,298745,1064
2011,108,0,10585,Scott McCarron,280.6,211592,754
2011,109,0,31202,William McGirt,280.4,360335,1285
2011,110,0,25686,Jason Dufner,280.3,253410,904
2011,111,0,28679,Fabián Gómez,280.2,269507,962
2011,112,0,25240,D.A. Points,280.1,289604,1034
2011,113,0,21731,Freddie Jacobson,279.9,273774,978
2011,113,0,25572,Graeme McDowell,279.9,146114,522
2011,115,0,1116,Michael Bradley,279.8,229979,822
2011,115,0,32640,Troy Merritt,279.8,222685,796
2011,117,0,24604,Hunter Haas,279.7,331679,1186
2011,117,0,25457,Alexandre Rocha,279.7,191885,686
2011,119,0,12510,Chad Campbell,279.6,338903,1212
2011,120,0,20498,Briny Baird,279.4,191643,686
2011,120,0,12652,Cameron Beckman,279.4,250092,895
2011,120,0,23108,Matt Kuchar,279.4,278269,996
2011,123,0,27466,Spencer Levin,279.2,365776,1310
2011,124,0,20098,Stuart Appleby,278.9,234290,840
2011,125,0,26881,Jarrod Lyle,278.8,279892,1004
2011,126,0,23638,Brendon de Jonge,278.6,357151,1282
2011,127,0,23614,Rich Beem,278.5,178529,641
2011,127,0,29478,Kevin Kisner,278.5,221952,797
2011,129,0,24290,D.J. Brigman,278.4,214361,770
2011,129,0,21753,Brian Davis,278.4,356901,1282
2011,129,0,8375,Paul Stankowski,278.4,253053,909
2011,132,0,8537,J.P. Hayes,278.3,186203,669
2011,133,0,24507,Jason Bohn,278.2,262032,942
2011,133,0,23325,Vaughn Taylor,278.2,322186,1158
2011,135,0,1577,Lee Janzen,277.9,194236,699
2011,135,0,21878,Mark Wilson,277.9,270714,974
2011,137,0,23541,Ben Crane,277.8,242252,872
2011,138,0,22378,Trevor Immelman,277.7,259369,934
