YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,0,46046,Scottie Scheffler,68.01,5101,75
2024,0,48081,Xander Schauffele,68.52,5687,83
2024,0,54591,Ben Griffin,69.05,8010,116
2024,0,51977,Max Greyserman,69.07,5595,81
2024,0,51997,Andrew Novak,69.07,5940,86
2024,0,46442,Maverick McNealy,69.13,6567,95
2024,0,52375,Doug Ghim,69.19,6504,94
2024,0,57975,Harry Hall,69.22,5745,83
2024,0,30163,Henrik Norlander,69.26,4571,66
2024,0,39546,Keith Mitchell,69.28,5889,85
2024,0,46414,Aaron Rai,69.29,6167,89
2024,0,27064,Jhonattan Vegas,69.29,5197,75
2024,0,60004,Jacob Bridgeman,69.32,5684,82
2024,0,34587,Chan Kim,69.32,5823,84
2024,0,54576,Patrick Fishburn,69.34,5062,73
2024,0,50525,Collin Morikawa,69.34,5478,79
2024,0,58168,Davis Thompson,69.34,6518,94
2024,0,35461,Beau Hossler,69.35,6172,89
2024,0,52955,Ludvig Åberg,69.37,5203,75
2024,0,52215,Robert MacIntyre,69.39,5204,75
2024,0,57900,Chandler Phillips,69.39,6037,87
2024,0,59143,Mac Meissner,69.4,5205,75
2024,0,27349,Alex Noren,69.41,5067,73
2024,0,39327,Ben Silverman,69.41,5622,81
2024,0,55893,Sam Stevens,69.44,7083,102
2024,0,39975,Michael Kim,69.47,5905,85
2024,0,29420,Billy Horschel,69.49,5490,79
2024,0,36801,Mark Hubbard,69.5,7159,103
2024,0,39971,Sungjae Im,69.51,6325,91
2024,0,40250,Taylor Pendrith,69.51,5491,79
2024,0,51696,Rico Hoey,69.52,6048,87
2024,0,51349,Nico Echavarria,69.53,6397,92
2024,0,52513,Carson Young,69.53,6258,90
2024,0,45242,Kevin Yu,69.53,5354,77
2024,0,48117,Kurt Kitayama,69.54,5494,79
2024,0,47504,Sam Burns,69.56,5356,77
2024,0,48887,Matt Wallace,69.57,4661,67
2024,0,40162,Justin Lower,69.59,7029,101
2024,0,32839,Hideki Matsuyama,69.59,5150,74
2024,0,51766,Wyndham Clark,69.61,4942,71
2024,0,48084,Wesley Bryan,69.62,3481,50
2024,0,33448,Justin Thomas,69.62,4943,71
2024,0,37455,Si Woo Kim,69.63,6406,92
2024,0,24502,Adam Scott,69.63,4944,71
2024,0,32333,Kevin Tway,69.63,4178,60
2024,0,40026,Daniel Berger,69.64,5571,80
2024,0,60067,Joe Highsmith,69.64,5153,74
2024,0,32757,Patton Kizzire,69.66,4528,65
2024,0,28252,Seamus Power,69.66,6687,96
2024,0,40006,Erik van Rooyen,69.66,5782,83
2024,0,35506,Mackenzie Hughes,69.67,6619,95
