YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,1,0,33448,Justin Thomas,4.31,168,39
2021,2,0,48081,Xander Schauffele,4.35,274,63
2021,3,0,46970,Jon Rahm,4.37,227,52
2021,4,0,47959,Bryson DeChambeau,4.43,124,28
2021,4,0,31420,Anirban Lahiri,4.43,359,81
2021,4,0,29221,Webb Simpson,4.43,257,58
2021,7,0,39977,Max Homa,4.47,349,78
2021,8,0,40098,Matt Fitzpatrick,4.48,188,42
2021,9,0,32839,Hideki Matsuyama,4.49,359,80
2021,9,0,35891,Cameron Smith,4.49,355,79
2021,9,0,33419,Cameron Tringale,4.49,382,85
2021,12,0,30925,Dustin Johnson,4.5,243,54
2021,12,0,30944,Jason Kokrak,4.5,387,86
2021,12,0,34466,Peter Malnati,4.5,261,58
2021,12,0,48119,Ben Taylor,4.5,252,56
2021,12,0,48887,Matt Wallace,4.5,279,62
2021,17,0,34363,Tyrrell Hatton,4.51,176,39
2021,17,0,37455,Si Woo Kim,4.51,451,100
2021,17,0,23325,Vaughn Taylor,4.51,343,76
2021,20,0,22371,Aaron Baddeley,4.52,226,50
2021,20,0,26329,Louis Oosthuizen,4.52,321,71
2021,20,0,35658,Kris Ventura,4.52,294,65
2021,23,0,39997,Corey Conners,4.53,430,95
2021,23,0,24924,Bill Haas,4.53,281,62
2021,23,0,21961,Charles Howell III,4.53,331,73
2021,23,0,48822,Sebastián Muñoz,4.53,593,131
2021,23,0,34046,Jordan Spieth,4.53,222,49
2021,23,0,32150,Michael Thompson,4.53,385,85
2021,29,0,34099,Harris English,4.54,445,98
2021,29,0,21209,Sergio Garcia,4.54,268,59
2021,29,0,26300,Matt Jones,4.54,586,129
2021,29,0,40042,Tyler McCumber,4.54,268,59
2021,29,0,46046,Scottie Scheffler,4.54,386,85
2021,34,0,40026,Daniel Berger,4.55,378,83
2021,34,0,28420,Ryan Brehm,4.55,282,62
2021,34,0,52372,Cameron Champ,4.55,428,94
2021,34,0,36871,Matthew NeSmith,4.55,437,96
2021,34,0,27942,Rob Oppenheim,4.55,350,77
2021,39,0,35450,Patrick Cantlay,4.56,178,39
2021,39,0,32662,Michael Gligic,4.56,442,97
2021,39,0,35310,Lanto Griffin,4.56,488,107
2021,39,0,27141,J.B. Holmes,4.56,228,50
2021,39,0,35506,Mackenzie Hughes,4.56,574,126
2021,39,0,49766,Hank Lebioda,4.56,388,85
2021,39,0,33667,Carlos Ortiz,4.56,479,105
2021,39,0,23320,Ryan Palmer,4.56,356,78
2021,39,0,25804,Bubba Watson,4.56,287,63
2021,39,0,47483,Will Zalatoris,4.56,196,43
2021,49,0,33141,Keegan Bradley,4.57,329,72
2021,49,0,49960,Sepp Straka,4.57,361,79
2021,51,0,47504,Sam Burns,4.58,412,90
2021,51,0,52375,Doug Ghim,4.58,366,80
2021,51,0,36801,Mark Hubbard,4.58,572,125
2021,51,0,35449,Adam Long,4.58,380,83
2021,51,0,46441,Robby Shelton,4.58,458,100
2021,51,0,23788,D.J. Trahan,4.58,366,80
2021,51,0,32333,Kevin Tway,4.58,357,78
2021,58,0,27644,Brian Harman,4.59,441,96
2021,58,0,33490,Bo Hoag,4.59,422,92
2021,58,0,33413,Ben Martin,4.59,257,56
2021,58,0,46442,Maverick McNealy,4.59,381,83
2021,58,0,24138,Ian Poulter,4.59,317,69
2021,58,0,34256,Andrew Putnam,4.59,477,104
2021,58,0,34360,Patrick Reed,4.59,271,59
2021,58,0,30692,Scott Stallings,4.59,427,93
2021,66,0,33399,Adam Hadwin,4.6,529,115
2021,66,0,32757,Patton Kizzire,4.6,566,123
2021,66,0,45486,Joaquin Niemann,4.6,561,122
2021,66,0,22056,Cameron Percy,4.6,400,87
2021,70,0,45526,Abraham Ancer,4.61,479,104
2021,70,0,29479,Scott Brown,4.61,452,98
2021,70,0,29725,Tony Finau,4.61,281,61
2021,70,0,46402,Talor Gooch,4.61,489,106
2021,70,0,35532,Tom Hoge,4.61,456,99
2021,70,0,34213,Grayson Murray,4.61,226,49
2021,70,0,49771,J.T. Poston,4.61,433,94
2021,70,0,34264,Hudson Swafford,4.61,392,85
2021,78,0,46550,Brandon Hagy,4.62,356,77
2021,78,0,32448,James Hahn,4.62,342,74
2021,78,0,27554,Scott Harrington,4.62,416,90
2021,78,0,29478,Kevin Kisner,4.62,416,90
2021,78,0,25396,Kevin Na,4.62,471,102
2021,78,0,33486,Roger Sloan,4.62,402,87
2021,78,0,27649,Brandt Snedeker,4.62,360,78
2021,78,0,49964,Aaron Wise,4.62,342,74
2021,86,0,34255,Joseph Bramlett,4.63,403,87
2021,86,0,25364,Paul Casey,4.63,292,63
2021,86,0,29420,Billy Horschel,4.63,477,103
2021,86,0,24361,Pat Perez,4.63,514,111
2021,86,0,27330,Josh Teater,4.63,273,59
2021,86,0,47128,Richy Werenski,4.63,454,98
2021,92,0,28089,Jason Day,4.64,269,58
2021,92,0,29970,Dylan Frittelli,4.64,343,74
2021,92,0,56762,Will Gordon,4.64,510,110
2021,92,0,46717,Viktor Hovland,4.64,343,74
2021,92,0,28775,Nate Lashley,4.64,399,86
2021,92,0,27349,Alex Noren,4.64,455,98
2021,92,0,29908,C.T. Pan,4.64,394,85
2021,92,0,27214,Kevin Streelman,4.64,450,97
2021,92,0,37189,Harold Varner III,4.64,418,90
2021,101,0,33948,Byeong Hun An,4.65,511,110
2021,101,0,20229,Stewart Cink,4.65,525,113
2021,101,0,45157,Cam Davis,4.65,512,110
2021,101,0,31646,Emiliano Grillo,4.65,423,91
2021,101,0,31557,Jim Herman,4.65,446,96
2021,101,0,49298,Kramer Hickok,4.65,307,66
2021,101,0,33597,Harry Higgs,4.65,377,81
2021,101,0,39975,Michael Kim,4.65,400,86
2021,101,0,47993,Denny McCarthy,4.65,498,107
2021,101,0,36699,Patrick Rodgers,4.65,530,114
2021,101,0,40006,Erik van Rooyen,4.65,321,69
2021,101,0,27064,Jhonattan Vegas,4.65,423,91
2021,113,0,51766,Wyndham Clark,4.66,447,96
2021,113,0,25686,Jason Dufner,4.66,513,110
2021,113,0,33122,Russell Knox,4.66,527,113
2021,113,0,27129,Luke List,4.66,433,93
2021,113,0,50525,Collin Morikawa,4.66,261,56
2021,113,0,37275,Sam Ryder,4.66,373,80
2021,113,0,39324,J.J. Spaun,4.66,466,100
2021,113,0,25493,Nick Taylor,4.66,592,127
2021,121,0,32102,Rickie Fowler,4.67,313,67
2021,121,0,24024,Zach Johnson,4.67,402,86
2021,121,0,24781,Hunter Mahan,4.67,215,46
2021,121,0,47347,Adam Schenk,4.67,603,129
2021,121,0,26331,Charl Schwartzel,4.67,532,114
2021,121,0,30110,Kyle Stanley,4.67,448,96
2021,121,0,51894,Vince Whaley,4.67,537,115
2021,128,0,45609,Tyler Duncan,4.68,543,116
2021,128,0,25900,Lucas Glover,4.68,562,120
2021,128,0,39971,Sungjae Im,4.68,533,114
2021,128,0,27936,Martin Laird,4.68,445,95
2021,128,0,1810,Phil Mickelson,4.68,346,74
2021,128,0,39546,Keith Mitchell,4.68,398,85
2021,128,0,27770,Camilo Villegas,4.68,398,85
2021,128,0,56278,Matthew Wolff,4.68,131,28
2021,136,0,24357,K.J. Choi,4.69,277,59
2021,136,0,23983,Luke Donald,4.69,347,74
2021,136,0,30911,Tommy Fleetwood,4.69,277,59
2021,136,0,32791,K.H. Lee,4.69,554,118
2021,136,0,26851,Marc Leishman,4.69,413,88
2021,136,0,35104,Tom Lewis,4.69,464,99
2021,136,0,28237,Rory McIlroy,4.69,230,49
2021,136,0,27556,Ted Potter Jr.,4.69,446,95
2021,144,0,34098,Russell Henley,4.7,395,84
2021,144,0,36689,Brooks Koepka,4.7,155,33
2021,144,0,23621,Rory Sabbatini,4.7,409,87
2021,144,0,34431,Robert Streb,4.7,465,99
2021,144,0,31560,Brian Stuard,4.7,404,86
2021,149,0,19803,Ryan Armour,4.71,344,73
2021,149,0,29535,Brice Garnett,4.71,528,112
2021,149,0,34563,Chesson Hadley,4.71,297,63
2021,149,0,26758,David Hearn,4.71,344,73
2021,149,0,32640,Troy Merritt,4.71,561,119
2021,149,0,24502,Adam Scott,4.71,363,77
2021,149,0,31323,Gary Woodland,4.71,259,55
2021,156,0,12716,Charley Hoffman,4.72,349,74
2021,156,0,30927,Brendon Todd,4.72,458,97
2021,156,0,32139,Danny Willett,4.72,283,60
2021,159,0,34314,Sebastian Cappelen,4.73,213,45
2021,159,0,35461,Beau Hossler,4.73,487,103
2021,159,0,25818,Scott Piercy,4.73,435,92
2021,159,0,28252,Seamus Power,4.73,208,44
2021,163,0,29268,Bronson Burgoon,4.74,360,76
2021,163,0,32070,Rafael Campos,4.74,237,50
2021,163,0,39953,Chase Seiffert,4.74,384,81
2021,166,0,35230,Nelson Ledesma,4.75,242,51
2021,166,0,25632,Jimmy Walker,4.75,456,96
2021,166,0,20396,Lee Westwood,4.75,280,59
2021,169,0,46435,Austin Cook,4.76,395,83
2021,169,0,23108,Matt Kuchar,4.76,262,55
2021,169,0,30163,Henrik Norlander,4.76,438,92
2021,169,0,35617,Martin Trainer,4.76,419,88
2021,169,0,23623,Bo Van Pelt,4.76,447,94
2021,174,0,29974,Branden Grace,4.77,372,78
2021,174,0,34174,John Huh,4.77,291,61
2021,176,0,22405,Justin Rose,4.78,220,46
2021,177,0,33120,Mark Anderson,4.79,249,52
2021,177,0,33204,Shane Lowry,4.79,340,71
2021,179,0,48045,Michael Gellerman,4.8,197,41
2021,179,0,53165,Doc Redman,4.8,446,93
2021,181,0,26499,Rafa Cabrera Bello,4.81,385,80
