YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
2020,8,33410,Andrew Landry,17.43,19,109,-18,E
2020,8,33399,Adam Hadwin,17.31,18,104,-23,-13.00
2020,8,28775,Nate Lashley,17.28,14,81,-15,-10.00
2020,8,40009,Dominic Bozzelli,17.07,7,41,-7,-3.00
2020,8,32791,K.H. Lee,16.94,21,124,-18,-9.00
2020,8,46442,Maverick McNealy,16.81,20,119,-22,E
2020,-1,30927,Brendon Todd,16.81,19,113,-21,-18.00
2020,7,33597,Harry Higgs,16.67,24,144,-24,+6.00
2020,7,48887,Matt Wallace,16.67,16,96,-16,-7.00
2020,7,32139,Danny Willett,16.67,13,78,-13,E
2020,7,34021,Bud Cauley,16.5,17,103,-16,-16.00
2020,8,47128,Richy Werenski,14.74,14,95,-15,-4.00
2020,8,49771,J.T. Poston,14.5,19,131,-23,+1.00
2020,8,27963,Chris Stroud,14.49,10,69,-9,-2.00
2020,8,29908,C.T. Pan,14.46,12,83,-14,-12.00
2020,8,35732,Wes Roach,14.29,6,42,-5,-1.00
2020,8,26758,David Hearn,13.73,7,51,-7,-13.00
2020,8,34256,Andrew Putnam,13.46,7,52,-8,-1.00
2020,8,10809,Jim Furyk,13.21,7,53,-8,-19.00
2020,8,27649,Brandt Snedeker,12.75,13,102,-14,-9.00
2020,8,49964,Aaron Wise,12.64,11,87,-10,-4.00
2020,8,31560,Brian Stuard,12.09,11,91,-11,-18.00
2020,8,26596,Ryan Moore,12.0,9,75,-8,-6.00
2019,0,30946,Alex Prugh,33.08,44,133,-49,-12.00
2019,0,31323,Gary Woodland,32.4,58,179,-66,-4.00
2019,0,27936,Martin Laird,31.84,57,179,-64,-3.00
2019,0,27064,Jhonattan Vegas,31.21,54,173,-61,-4.00
2019,0,24502,Adam Scott,30.77,32,104,-34,-11.00
2019,0,52372,Cameron Champ,30.61,60,196,-57,+18.00
2019,0,29484,Peter Uihlein,29.27,36,123,-31,+6.00
2019,0,25804,Bubba Watson,29.11,46,158,-45,+1.00
2019,0,32839,Hideki Matsuyama,29.05,52,179,-49,-14.00
2019,0,49964,Aaron Wise,28.95,44,152,-44,-2.00
2019,0,28259,Sangmoon Bae,28.92,24,83,-21,-6.00
2019,0,39954,Cody Gribble,28.8,36,125,-39,-5.00
2019,0,23320,Ryan Palmer,28.57,36,126,-34,-11.00
2019,0,49303,Anders Albertson,28.21,33,117,-33,+1.00
2019,0,46435,Austin Cook,28.21,33,117,-35,+7.00
2019,0,34076,Joel Dahmen,28.03,44,157,-44,-3.00
2019,0,31646,Emiliano Grillo,28.0,35,125,-39,-9.00
2019,0,36689,Brooks Koepka,27.95,45,161,-48,-6.00
2019,0,33486,Roger Sloan,27.87,34,122,-35,-11.00
2019,0,24924,Bill Haas,27.61,37,134,-39,-18.00
2019,0,49960,Sepp Straka,27.52,41,149,-42,-4.00
2019,0,26951,Johnson Wagner,27.47,25,91,-28,-9.00
2019,0,48081,Xander Schauffele,27.4,40,146,-41,-8.00
2019,0,29518,Brendan Steele,27.35,32,117,-30,-6.00
2019,0,27129,Luke List,27.1,42,155,-39,E
2019,0,34306,John Chin,27.08,26,96,-25,+5.00
2019,0,21209,Sergio Garcia,27.08,26,96,-26,-7.00
2019,0,49298,Kramer Hickok,27.05,33,122,-33,-1.00
2019,0,30944,Jason Kokrak,27.04,53,196,-50,-3.00
2019,0,37340,Chase Wright,26.98,34,126,-37,-2.00
2019,0,32102,Rickie Fowler,26.85,40,149,-45,-8.00
2019,0,35617,Martin Trainer,26.83,33,123,-31,+2.00
2019,0,10809,Jim Furyk,26.76,19,71,-20,-26.00
2019,0,27095,Nick Watney,26.71,39,146,-38,-11.00
2019,0,46402,Talor Gooch,26.67,28,105,-29,-6.00
2019,0,28237,Rory McIlroy,26.67,48,180,-50,+3.00
2019,0,47504,Sam Burns,26.63,45,169,-51,-2.00
2019,0,25900,Lucas Glover,26.63,49,184,-46,-10.00
2019,0,27895,Jonas Blixt,26.61,33,124,-33,-3.00
2019,0,27644,Brian Harman,26.32,40,152,-41,+3.00
2019,0,39546,Keith Mitchell,26.32,45,171,-48,+5.00
2019,0,39977,Max Homa,26.28,41,156,-45,-17.00
2019,0,36699,Patrick Rodgers,26.21,27,103,-33,+1.00
2019,0,25572,Graeme McDowell,26.19,22,84,-26,-1.00
2019,0,39975,Michael Kim,26.09,18,69,-19,+7.00
2019,0,31557,Jim Herman,25.97,20,77,-21,-3.00
2019,0,29478,Kevin Kisner,25.9,36,139,-37,-11.00
2019,0,21961,Charles Howell III,25.86,45,174,-50,-2.00
2019,0,34431,Robert Streb,25.86,30,116,-28,-8.00
2019,0,46501,Ollie Schniederjans,25.83,39,151,-40,-8.00
2019,0,46970,Jon Rahm,25.81,40,155,-41,-3.00
2019,0,45157,Cam Davis,25.66,39,152,-46,+4.00
2019,0,33667,Carlos Ortiz,25.58,44,172,-43,-7.00
2019,0,33948,Byeong Hun An,25.57,45,176,-42,+14.00
2019,0,23108,Matt Kuchar,25.56,34,133,-33,-33.00
2019,0,26851,Marc Leishman,25.56,34,133,-33,-14.00
2019,0,35506,Mackenzie Hughes,25.53,36,141,-34,-5.00
2019,0,29221,Webb Simpson,25.47,41,161,-46,-5.00
2019,0,34563,Chesson Hadley,25.45,28,110,-27,-4.00
2019,0,32640,Troy Merritt,25.4,32,126,-34,-10.00
2019,0,35532,Tom Hoge,25.31,41,162,-39,+3.00
2019,0,37189,Harold Varner III,25.3,42,166,-38,-9.00
2019,0,27141,J.B. Holmes,25.21,30,119,-28,E
2019,0,33448,Justin Thomas,25.16,39,155,-41,-9.00
2019,0,23325,Vaughn Taylor,25.0,32,128,-34,-41.00
2019,0,47959,Bryson DeChambeau,24.86,44,177,-39,-4.00
2019,0,34264,Hudson Swafford,24.75,25,101,-27,+1.00
2019,0,29268,Bronson Burgoon,24.73,23,93,-25,-1.00
2019,0,34363,Tyrrell Hatton,24.71,21,85,-19,-2.00
2019,0,39997,Corey Conners,24.64,34,138,-33,-22.00
2019,0,29725,Tony Finau,24.59,45,183,-51,+9.00
2019,0,47990,Kyle Jones,24.47,23,94,-24,-14.00
2019,0,29479,Scott Brown,24.46,34,139,-38,-15.00
2019,0,29535,Brice Garnett,24.44,33,135,-34,-2.00
2019,0,27974,Sung Kang,24.4,41,168,-44,-7.00
2019,0,32333,Kevin Tway,24.38,39,160,-41,-16.00
2019,0,47347,Adam Schenk,24.31,44,181,-44,-7.00
2019,0,30911,Tommy Fleetwood,24.22,31,128,-37,+5.00
2019,0,48822,Sebastián Muñoz,24.18,37,153,-40,+3.00
2019,0,30786,Brady Schnell,24.07,13,54,-16,-15.00
2019,0,33141,Keegan Bradley,24.0,36,150,-38,+3.00
2019,0,47993,Denny McCarthy,23.93,39,163,-42,-19.00
2019,0,6522,Ernie Els,23.91,11,46,-10,+1.00
2019,0,24361,Pat Perez,23.88,16,67,-19,-13.00
2019,0,35891,Cameron Smith,23.81,25,105,-25,-4.00
2019,0,47856,Seth Reeves,23.78,34,143,-35,E
2019,0,23621,Rory Sabbatini,23.64,39,165,-44,-21.00
2019,0,45486,Joaquin Niemann,23.6,42,178,-46,-11.00
2019,0,40098,Matt Fitzpatrick,23.53,16,68,-14,-4.00
2019,0,27349,Alex Noren,23.53,24,102,-27,-5.00
2019,0,34098,Russell Henley,23.48,27,115,-25,-11.00
2019,0,33122,Russell Knox,23.47,23,98,-25,-16.00
2019,0,25396,Kevin Na,22.73,20,88,-23,-2.00
2019,0,39324,J.J. Spaun,22.67,34,150,-30,-4.00
2019,0,28089,Jason Day,22.5,27,120,-30,-2.00
2019,0,47128,Richy Werenski,22.49,38,169,-41,+11.00
2019,0,30110,Kyle Stanley,22.32,25,112,-27,-1.00
2019,0,26499,Rafa Cabrera Bello,22.22,24,108,-26,-5.00
2019,0,25818,Scott Piercy,22.22,32,144,-37,-9.00
2019,0,28252,Seamus Power,22.07,32,145,-30,-5.00
2019,0,24781,Hunter Mahan,22.02,24,109,-23,-1.00
2019,0,32150,Michael Thompson,21.9,30,137,-32,-8.00
2019,0,25364,Paul Casey,21.88,28,128,-30,-23.00
2019,0,34466,Peter Malnati,21.77,32,147,-33,-11.00
2019,0,35450,Patrick Cantlay,21.74,35,161,-32,-6.00
2019,0,22405,Justin Rose,21.74,25,115,-27,-7.00
2019,0,39971,Sungjae Im,21.69,54,249,-55,-12.00
2019,0,27330,Josh Teater,21.67,26,120,-28,-4.00
2019,0,49766,Hank Lebioda,21.6,27,125,-25,-17.00
2019,0,33399,Adam Hadwin,21.58,30,139,-33,-12.00
2019,0,25686,Jason Dufner,21.57,22,102,-26,-9.00
2019,0,30925,Dustin Johnson,21.43,36,168,-34,-13.00
2019,0,35732,Wes Roach,21.43,24,112,-27,-8.00
2019,0,39327,Ben Silverman,21.35,19,89,-22,-6.00
2019,0,32058,José de Jesús Rodríguez,21.21,21,99,-19,-2.00
2019,0,29223,Sam Saunders,21.15,33,156,-32,+14.00
2019,0,26300,Matt Jones,21.12,34,161,-39,-12.00
2019,0,34099,Harris English,21.08,39,185,-44,+4.00
2019,0,45526,Abraham Ancer,20.95,31,148,-32,-4.00
2019,0,29420,Billy Horschel,20.93,27,129,-30,-3.00
2019,0,29908,C.T. Pan,20.91,23,110,-21,+1.00
2019,0,30692,Scott Stallings,20.75,33,159,-32,-5.00
2019,0,37454,Whee Kim,20.73,17,82,-16,-7.00
2019,0,30191,Julián Etulain,20.62,20,97,-21,-15.00
2019,0,36852,Jim Knous,20.45,18,88,-18,-1.00
2019,0,46601,Trey Mullinax,20.45,36,176,-36,-4.00
2019,0,32757,Patton Kizzire,20.37,22,108,-21,+5.00
2019,0,32200,Roberto Castro,20.35,23,113,-22,-14.00
2019,0,25493,Nick Taylor,20.31,39,192,-40,-13.00
2019,0,1810,Phil Mickelson,20.0,25,125,-22,+9.00
2019,0,51766,Wyndham Clark,19.9,39,196,-44,-13.00
2019,0,34021,Bud Cauley,19.88,33,166,-36,-9.00
2019,0,32139,Danny Willett,19.82,22,111,-20,-6.00
2019,0,34261,Scott Langley,19.72,14,71,-15,-23.00
2019,0,40026,Daniel Berger,19.71,27,137,-25,+1.00
2019,0,49771,J.T. Poston,19.7,39,198,-43,-19.00
2019,0,33418,Shawn Stefani,19.69,25,127,-22,-8.00
2019,0,40115,Adam Svensson,19.64,22,112,-25,-10.00
2019,0,27963,Chris Stroud,19.59,19,97,-18,-1.00
2019,0,26476,Chez Reavie,19.53,25,128,-26,-9.00
2019,0,37275,Sam Ryder,19.46,29,149,-33,-5.00
2019,0,19803,Ryan Armour,19.0,19,100,-19,-19.00
2019,0,29974,Branden Grace,18.87,20,106,-23,-15.00
2019,0,29970,Dylan Frittelli,18.82,32,170,-35,-12.00
2019,0,28775,Nate Lashley,18.68,17,91,-20,-21.00
2019,0,34360,Patrick Reed,18.62,35,188,-35,-2.00
2019,0,33419,Cameron Tringale,18.58,21,113,-19,-9.00
2019,0,33410,Andrew Landry,18.52,25,135,-25,-21.00
2019,0,37455,Si Woo Kim,18.47,29,157,-32,E
2019,0,40009,Dominic Bozzelli,18.18,20,110,-18,+2.00
2019,0,35376,Roberto Díaz,18.18,18,99,-15,-14.00
2019,0,27214,Kevin Streelman,18.12,27,149,-28,-11.00
2019,0,36799,Stephan Jaeger,17.99,25,139,-28,-1.00
2019,0,35449,Adam Long,17.91,24,134,-27,-5.00
2019,0,34046,Jordan Spieth,17.86,25,140,-24,-6.00
2019,0,35879,Kelly Kraft,17.83,23,129,-25,+6.00
2019,0,23353,J.J. Henry,17.81,13,73,-15,E
2019,0,24024,Zach Johnson,17.78,16,90,-19,-4.00
2019,0,26329,Louis Oosthuizen,17.78,16,90,-16,-14.00
2019,0,32816,Satoshi Kodaira,17.76,19,107,-15,-3.00
2019,0,28679,Fabián Gómez,17.48,18,103,-20,-7.00
2019,0,27649,Brandt Snedeker,17.33,26,150,-28,-15.00
2019,0,30978,Kiradech Aphibarnrat,17.17,17,99,-16,-14.00
2019,0,19846,Brian Gay,17.0,17,100,-19,-23.00
2019,0,27556,Ted Potter Jr.,16.95,20,118,-17,-5.00
2019,0,45609,Tyler Duncan,16.79,23,137,-25,-9.00
2019,0,21731,Freddie Jacobson,16.44,12,73,-16,-5.00
2019,0,35421,Brandon Harkins,16.29,29,178,-30,-8.00
2019,0,24925,Jonathan Byrd,16.18,11,68,-9,+1.00
2019,0,32791,K.H. Lee,15.83,19,120,-17,+3.00
2019,0,31560,Brian Stuard,15.69,16,102,-17,-17.00
2019,0,26596,Ryan Moore,15.67,21,134,-26,-24.00
2019,0,46523,Joey Garber,15.63,15,96,-18,-5.00
2019,0,24138,Ian Poulter,15.22,14,92,-14,-11.00
2019,0,21528,Henrik Stenson,15.22,14,92,-14,-5.00
2019,0,35461,Beau Hossler,15.19,24,158,-26,E
2019,0,25198,Francesco Molinari,14.89,14,94,-12,E
2019,0,29926,Danny Lee,14.86,26,175,-23,+6.00
2019,0,26758,David Hearn,14.55,8,55,-9,-8.00
2019,0,12716,Charley Hoffman,14.43,14,97,-18,-3.00
2019,0,37380,Curtis Luck,14.29,12,84,-12,+2.00
2019,0,27958,Ryan Blaum,13.61,23,169,-25,-17.00
2019,0,25632,Jimmy Walker,13.51,15,111,-13,+5.00
2019,0,20572,Rod Pampling,12.64,11,87,-9,-1.00
2019,0,31420,Anirban Lahiri,12.37,12,97,-12,+3.00
2019,0,34256,Andrew Putnam,11.22,11,98,-12,-29.00
2019,0,20472,Alex Cejka,10.61,7,66,-7,-15.00
2019,0,22371,Aaron Baddeley,10.47,9,86,-10,-6.00
2018,0,25686,Jason Dufner,30.91,34,110,-28,-4.00
2018,0,47959,Bryson DeChambeau,30.77,60,195,-62,-3.00
2018,0,21528,Henrik Stenson,30.69,31,101,-32,E
2018,0,34264,Hudson Swafford,30.51,36,118,-36,-3.00
2018,0,26499,Rafa Cabrera Bello,30.0,27,90,-29,-8.00
2018,0,27936,Martin Laird,29.69,38,128,-36,-8.00
2018,0,32839,Hideki Matsuyama,29.5,41,139,-43,-7.00
2018,0,29268,Bronson Burgoon,29.1,39,134,-43,-2.00
2018,0,39546,Keith Mitchell,29.09,64,220,-60,-8.00
2018,0,39324,J.J. Spaun,29.08,41,141,-40,-7.00
2018,0,29484,Peter Uihlein,28.87,41,142,-43,-14.00
2018,0,30911,Tommy Fleetwood,28.68,39,136,-45,-10.00
2018,0,29478,Kevin Kisner,28.57,30,105,-35,-13.00
2018,0,30944,Jason Kokrak,28.57,64,224,-64,+10.00
2018,0,31323,Gary Woodland,28.49,53,186,-59,-4.00
2018,0,23325,Vaughn Taylor,28.45,33,116,-32,-30.00
2018,0,50526,Tom Lovelady,28.27,54,191,-55,+3.00
2018,0,30925,Dustin Johnson,28.1,43,153,-48,-9.00
2018,0,24924,Bill Haas,27.87,34,122,-36,E
2018,0,39328,Conrad Shindler,27.16,22,81,-29,-1.00
2018,0,33419,Cameron Tringale,27.06,23,85,-23,+1.00
2018,0,33418,Shawn Stefani,27.05,33,122,-34,-18.00
2018,0,37275,Sam Ryder,27.04,43,159,-38,-5.00
2018,0,34563,Chesson Hadley,26.97,48,178,-54,-22.00
2018,0,22056,Cameron Percy,26.92,21,78,-25,-10.00
2018,0,34409,David Lingmerth,26.89,32,119,-28,-11.00
2018,0,22405,Justin Rose,26.67,32,120,-28,-9.00
2018,0,33948,Byeong Hun An,26.63,45,169,-46,+3.00
2018,0,20229,Stewart Cink,26.61,33,124,-36,+2.00
2018,0,29518,Brendan Steele,26.53,39,147,-39,+4.00
2018,0,46970,Jon Rahm,26.47,36,136,-37,+3.00
2018,0,32366,Kevin Chappell,26.22,43,164,-38,-10.00
2018,0,32816,Satoshi Kodaira,26.15,17,65,-18,+9.00
2018,0,26758,David Hearn,26.09,18,69,-19,-9.00
2018,0,30692,Scott Stallings,26.06,43,165,-46,-10.00
2018,0,25804,Bubba Watson,25.97,47,181,-53,-8.00
2018,0,32102,Rickie Fowler,25.76,34,132,-36,-8.00
2018,0,33141,Keegan Bradley,25.65,49,191,-51,-7.00
2018,0,27942,Rob Oppenheim,25.61,21,82,-19,-15.00
2018,0,35545,Blayne Barber,25.45,28,110,-28,-2.00
2018,0,36689,Brooks Koepka,25.35,36,142,-38,E
2018,0,34363,Tyrrell Hatton,25.33,19,75,-21,-17.00
2018,0,35421,Brandon Harkins,25.25,50,198,-55,+2.00
2018,0,25892,Steve Wheatcroft,25.25,25,99,-25,-7.00
2018,0,27349,Alex Noren,25.21,30,119,-29,-2.00
2018,0,22371,Aaron Baddeley,25.17,36,143,-34,-2.00
2018,0,34098,Russell Henley,25.0,30,120,-32,-14.00
2018,0,23320,Ryan Palmer,25.0,37,148,-38,-4.00
2018,0,32333,Kevin Tway,25.0,61,244,-61,-8.00
2018,0,47128,Richy Werenski,25.0,35,140,-38,-12.00
2018,0,8793,Tiger Woods,25.0,29,116,-30,-13.00
2018,0,34076,Joel Dahmen,24.68,38,154,-39,-2.00
2018,0,30978,Kiradech Aphibarnrat,24.66,18,73,-22,E
2018,0,28252,Seamus Power,24.29,34,140,-32,-17.00
2018,0,29725,Tony Finau,24.19,52,215,-55,-3.00
2018,0,32150,Michael Thompson,24.18,22,91,-18,-14.00
2018,0,35310,Lanto Griffin,24.17,29,120,-32,+1.00
2018,0,30926,Chris Kirk,24.12,41,170,-42,-34.00
2018,0,47993,Denny McCarthy,24.04,25,104,-25,+4.00
2018,0,35891,Cameron Smith,24.03,31,129,-33,-16.00
2018,0,30110,Kyle Stanley,23.94,34,142,-33,-12.00
2018,0,27141,J.B. Holmes,23.93,39,163,-42,-15.00
2018,0,33122,Russell Knox,23.93,28,117,-29,-11.00
2018,0,33204,Shane Lowry,23.89,27,113,-22,+1.00
2018,0,29420,Billy Horschel,23.84,41,172,-42,-22.00
2018,0,29535,Brice Garnett,23.81,35,147,-35,-5.00
2018,0,32448,James Hahn,23.81,35,147,-39,E
2018,0,25240,D.A. Points,23.75,19,80,-23,+11.00
2018,0,23621,Rory Sabbatini,23.72,37,156,-42,-16.00
2018,0,24502,Adam Scott,23.62,30,127,-32,-7.00
2018,0,29223,Sam Saunders,23.57,37,157,-40,-1.00
2018,0,45609,Tyler Duncan,23.39,40,171,-42,+2.00
2018,0,25632,Jimmy Walker,23.39,29,124,-30,+7.00
2018,0,29485,Brett Stegmaier,23.33,21,90,-23,-16.00
2018,0,36799,Stephan Jaeger,23.13,31,134,-32,-9.00
2018,0,34099,Harris English,23.08,36,156,-37,+5.00
2018,0,46601,Trey Mullinax,22.92,33,144,-35,-6.00
2018,0,19846,Brian Gay,22.88,27,118,-26,-41.00
2018,0,47347,Adam Schenk,22.88,35,153,-36,+4.00
2018,0,25900,Lucas Glover,22.86,24,105,-26,-4.00
2018,0,34431,Robert Streb,22.86,24,105,-22,-7.00
2018,0,46501,Ollie Schniederjans,22.79,31,136,-27,-19.00
2018,0,27129,Luke List,22.75,53,233,-56,-4.00
2018,0,34213,Grayson Murray,22.75,38,167,-33,+27.00
2018,0,27974,Sung Kang,22.66,29,128,-26,+8.00
2018,0,37454,Whee Kim,22.64,24,106,-26,-26.00
2018,0,10809,Jim Furyk,22.5,9,40,-9,-21.00
2018,0,28089,Jason Day,22.34,21,94,-22,-10.00
2018,0,28237,Rory McIlroy,22.22,28,126,-32,-2.00
2018,0,27649,Brandt Snedeker,22.22,26,117,-28,-23.00
2018,0,24140,Sean O'Hair,22.14,29,131,-28,-9.00
2018,0,25198,Francesco Molinari,22.06,30,136,-32,-7.00
2018,0,26476,Chez Reavie,22.0,22,100,-28,-5.00
2018,0,25493,Nick Taylor,21.94,34,155,-33,-11.00
2018,0,27214,Kevin Streelman,21.91,39,178,-38,-13.00
2018,0,34046,Jordan Spieth,21.88,35,160,-33,-8.00
2018,0,35450,Patrick Cantlay,21.86,40,183,-38,-2.00
2018,0,35506,Mackenzie Hughes,21.54,28,130,-26,-3.00
2018,0,32254,Xinjun Zhang,21.54,28,130,-28,E
2018,0,32876,Martin Piller,21.49,26,121,-26,-3.00
2018,0,31416,Derek Fathauer,21.48,29,135,-25,+8.00
2018,0,36699,Patrick Rodgers,21.48,32,149,-35,+1.00
2018,0,40026,Daniel Berger,21.38,31,145,-33,-6.00
2018,0,21961,Charles Howell III,21.33,32,150,-31,-22.00
2018,0,24358,Robert Garrigus,21.14,37,175,-34,+1.00
2018,0,25818,Scott Piercy,21.14,26,123,-26,-4.00
2018,0,24024,Zach Johnson,21.05,24,114,-26,-27.00
2018,0,25364,Paul Casey,21.0,21,100,-22,-8.00
2018,0,26951,Johnson Wagner,20.93,18,86,-18,-23.00
2018,0,23353,J.J. Henry,20.79,21,101,-21,-8.00
2018,0,27963,Chris Stroud,20.74,28,135,-27,+8.00
2018,0,12716,Charley Hoffman,20.73,34,164,-33,-4.00
2018,0,27095,Nick Watney,20.71,35,169,-36,-4.00
2018,0,25396,Kevin Na,20.69,24,116,-29,-10.00
2018,0,28775,Nate Lashley,20.59,14,68,-15,-4.00
2018,0,27064,Jhonattan Vegas,20.48,34,166,-35,-1.00
2018,0,29221,Webb Simpson,20.42,29,142,-33,-16.00
2018,0,12510,Chad Campbell,20.41,20,98,-25,-16.00
2018,0,31646,Emiliano Grillo,20.41,30,147,-30,-17.00
2018,0,39997,Corey Conners,20.38,32,157,-33,-23.00
2018,0,47287,Ethan Tracy,20.37,22,108,-20,-4.00
2018,0,40058,Zac Blair,20.27,15,74,-15,-11.00
2018,0,26851,Marc Leishman,20.25,33,163,-33,-1.00
2018,0,26329,Louis Oosthuizen,20.0,15,75,-15,-9.00
2018,0,48081,Xander Schauffele,20.0,37,185,-36,-1.00
2018,0,31202,William McGirt,19.84,25,126,-26,-9.00
2018,0,33448,Justin Thomas,19.77,34,172,-43,-11.00
2018,0,34174,John Huh,19.74,30,152,-33,-7.00
2018,0,39327,Ben Silverman,19.7,26,132,-28,-19.00
2018,0,29974,Branden Grace,19.61,20,102,-22,-6.00
2018,0,1810,Phil Mickelson,19.61,30,153,-35,-10.00
2018,0,47125,Matt Atkins,19.57,18,92,-19,+7.00
2018,0,26596,Ryan Moore,19.57,27,138,-31,-8.00
2018,0,32640,Troy Merritt,19.48,30,154,-34,-8.00
2018,0,37189,Harold Varner III,19.39,32,165,-38,-8.00
2018,0,35376,Roberto Díaz,19.35,18,93,-17,-12.00
2018,0,32757,Patton Kizzire,19.23,30,156,-30,-23.00
2018,0,34360,Patrick Reed,19.21,29,151,-34,-1.00
2018,0,25572,Graeme McDowell,19.19,19,99,-19,-11.00
2018,0,27958,Ryan Blaum,19.12,26,136,-26,-14.00
2018,0,31420,Anirban Lahiri,19.12,26,136,-24,-7.00
2018,0,19803,Ryan Armour,19.05,24,126,-29,-55.00
2018,0,24781,Hunter Mahan,18.97,22,116,-23,-10.00
2018,0,49964,Aaron Wise,18.97,33,174,-32,-3.00
2018,0,35532,Tom Hoge,18.9,31,164,-32,-8.00
2018,0,24361,Pat Perez,18.68,17,91,-17,-13.00
2018,0,48084,Wesley Bryan,18.64,11,59,-11,-15.00
2018,0,24138,Ian Poulter,18.6,16,86,-16,-19.00
2018,0,29222,Billy Hurley III,18.52,15,81,-18,-11.00
2018,0,29461,Jamie Lovemark,18.48,34,184,-37,-5.00
2018,0,46402,Talor Gooch,18.46,24,130,-25,+10.00
2018,0,39975,Michael Kim,18.29,15,82,-17,-7.00
2018,0,24925,Jonathan Byrd,18.18,18,99,-20,-3.00
2018,0,28307,Matt Every,18.18,26,143,-29,+6.00
2018,0,27895,Jonas Blixt,17.92,19,106,-21,-4.00
2018,0,20472,Alex Cejka,17.92,19,106,-24,-9.00
2018,0,23541,Ben Crane,17.91,12,67,-15,-10.00
2018,0,37338,Zecheng Dou,17.91,12,67,-9,+2.00
2018,0,35879,Kelly Kraft,17.65,21,119,-21,-12.00
2018,0,37455,Si Woo Kim,17.51,31,177,-29,+2.00
2018,0,46435,Austin Cook,17.39,32,184,-31,-1.00
2018,0,40009,Dominic Bozzelli,17.32,22,127,-20,+8.00
2018,0,27644,Brian Harman,17.29,23,133,-27,-11.00
2018,0,45526,Abraham Ancer,17.2,32,186,-33,-19.00
2018,0,35461,Beau Hossler,17.09,34,199,-34,-12.00
2018,0,33410,Andrew Landry,17.07,21,123,-22,-27.00
2018,0,37278,Nicholas Lindheim,17.05,15,88,-10,-9.00
2018,0,26300,Matt Jones,16.98,18,106,-23,+7.00
2018,0,29908,C.T. Pan,16.88,27,160,-28,-19.00
2018,0,31560,Brian Stuard,16.84,16,95,-17,-33.00
2018,0,29479,Scott Brown,16.78,25,149,-25,+3.00
2018,0,28679,Fabián Gómez,16.67,22,132,-24,-7.00
2018,0,34466,Peter Malnati,16.67,22,132,-24,-10.00
2018,0,23108,Matt Kuchar,16.52,19,115,-21,-15.00
2018,0,28500,Martin Flores,15.83,22,139,-22,-13.00
2018,0,29926,Danny Lee,15.82,25,158,-27,+2.00
2018,0,33399,Adam Hadwin,15.79,24,152,-24,-4.00
2018,0,34256,Andrew Putnam,15.65,23,147,-25,-11.00
2018,0,20157,Retief Goosen,15.58,12,77,-11,-2.00
2018,0,24846,Ricky Barnes,15.29,13,85,-15,-1.00
2018,0,34358,Jonathan Randolph,15.24,16,105,-17,-10.00
2018,0,27556,Ted Potter Jr.,15.0,18,120,-15,-19.00
2018,0,49771,J.T. Poston,14.53,17,117,-17,+10.00
2018,0,28132,Tyrone Van Aswegen,14.49,20,138,-22,-14.00
2018,0,35544,Andrew Yun,14.29,9,63,-7,+12.00
2018,0,26331,Charl Schwartzel,14.14,14,99,-14,+3.00
2018,0,39954,Cody Gribble,13.71,17,124,-16,+12.00
2018,0,34021,Bud Cauley,12.5,11,88,-11,-16.00
2018,0,25834,Daniel Summerhays,10.81,8,74,-8,-3.00
2018,0,22582,Kyle Thompson,10.71,6,56,-5,+3.00
2018,0,20572,Rod Pampling,9.8,10,102,-9,-2.00
2018,0,33413,Ben Martin,8.26,10,121,-9,-3.00
2018,0,20593,Greg Chalmers,7.58,5,66,-3,-10.00
2017,0,27129,Luke List,34.47,81,235,-84,-13.00
2017,0,46550,Brandon Hagy,32.68,50,153,-54,-1.00
2017,0,29518,Brendan Steele,32.1,52,162,-51,-2.00
2017,0,34099,Harris English,31.67,38,120,-35,+13.00
2017,0,27095,Nick Watney,31.13,33,106,-35,-4.00
2017,0,46501,Ollie Schniederjans,30.91,51,165,-52,-6.00
2017,0,20157,Retief Goosen,30.77,24,78,-24,+8.00
2017,0,27436,Graham DeLaet,30.41,45,148,-51,-2.00
2017,0,31416,Derek Fathauer,30.3,30,99,-30,-6.00
2017,0,30944,Jason Kokrak,29.61,61,206,-55,+15.00
2017,0,27770,Camilo Villegas,29.41,25,85,-23,-11.00
2017,0,26289,Boo Weekley,29.41,35,119,-33,-7.00
2017,0,29725,Tony Finau,29.39,77,262,-84,+10.00
2017,0,33120,Mark Anderson,29.03,18,62,-18,-6.00
2017,0,23497,Tag Ridings,29.03,27,93,-25,+10.00
2017,0,28093,Miguel Angel Carballo,28.77,21,73,-29,+10.00
2017,0,34264,Hudson Swafford,28.57,44,154,-43,-10.00
2017,0,25804,Bubba Watson,28.36,38,134,-40,-1.00
2017,0,26596,Ryan Moore,28.33,34,120,-35,-19.00
2017,0,36801,Mark Hubbard,28.18,31,110,-34,+4.00
2017,0,39324,J.J. Spaun,28.13,36,128,-39,+3.00
2017,0,35300,Andrew Loupe,28.0,28,100,-34,+20.00
2017,0,27141,J.B. Holmes,27.97,40,143,-43,-7.00
2017,0,26758,David Hearn,27.78,25,90,-25,-16.00
2017,0,29221,Webb Simpson,27.74,38,137,-42,-4.00
2017,0,10809,Jim Furyk,27.66,13,47,-14,-12.00
