YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
2024,0,40115,Adam Svensson,25.41%,62,244,-65,-4.00
2024,0,34076,Joel Dahmen,25.35%,36,142,-38,-9.00
2024,0,46414,Aaron Rai,25.29%,43,170,-46,-7.00
2024,0,52453,Nicolai Højgaard,25.23%,28,111,-28,+9.00
2024,0,51349,Nico Echavarria,25.15%,41,163,-44,+3.00
2024,0,54591,Ben Griffin,25.12%,52,207,-58,-18.00
2024,0,28252,Seamus Power,25.12%,52,207,-58,-12.00
2024,0,33408,Tyson Alexander,25.00%,38,152,-42,-4.00
2024,0,48084,Wesley Bryan,25.00%,20,80,-24,+2.00
2024,0,33204,Shane Lowry,25.00%,33,132,-38,-15.00
2024,0,36801,Mark Hubbard,24.89%,55,221,-59,-7.00
2024,0,52215,Robert MacIntyre,24.83%,37,149,-42,-7.00
2024,0,29908,C.T. Pan,24.78%,28,113,-31,-5.00
2024,0,35461,Beau Hossler,24.62%,48,195,-49,-27.00
2024,0,28420,Ryan Brehm,24.60%,31,126,-27,+2.00
2024,0,47806,Raul Pereda,24.59%,15,61,-19,+1.00
2024,0,58168,Davis Thompson,24.58%,44,179,-42,-8.00
2024,0,48319,Tom Whitney,24.56%,28,114,-27,-14.00
2024,0,46340,Alex Smalley,24.53%,39,159,-41,+5.00
2024,0,24024,Zach Johnson,24.29%,17,70,-16,-13.00
2024,0,47347,Adam Schenk,24.17%,51,211,-53,+3.00
2024,0,54628,Lee Hodges,24.15%,50,207,-47,-7.00
2024,0,39975,Michael Kim,24.11%,34,141,-35,-6.00
2024,0,48119,Ben Taylor,24.11%,27,112,-27,+6.00
2024,0,52374,Brandon Wu,24.06%,32,133,-35,-13.00
2024,0,51997,Andrew Novak,24.00%,42,175,-47,-11.00
2024,0,36699,Patrick Rodgers,23.96%,52,217,-50,-5.00
2024,0,30163,Henrik Norlander,23.85%,31,130,-33,-9.00
2024,0,33948,Byeong Hun An,23.71%,46,194,-51,E
2024,0,33141,Keegan Bradley,23.64%,39,165,-44,-11.00
2024,0,26476,Chez Reavie,23.58%,25,106,-27,-12.00
2024,0,57366,Cameron Young,23.58%,50,212,-55,+2.00
2024,0,51070,Vincent Norrman,23.48%,27,115,-26,+6.00
2024,0,35506,Mackenzie Hughes,23.36%,50,214,-55,-15.00
2024,0,27064,Jhonattan Vegas,23.30%,41,176,-43,-12.00
2024,0,59836,Pierceson Coody,23.23%,36,155,-39,+5.00
2024,0,35532,Tom Hoge,23.22%,49,211,-54,-24.00
2024,0,46113,Ryan McCormick,23.21%,26,112,-28,-3.00
2024,0,30911,Tommy Fleetwood,23.08%,42,182,-42,-6.00
2024,0,27644,Brian Harman,22.94%,39,170,-43,-9.00
2024,0,33399,Adam Hadwin,22.89%,38,166,-40,-9.00
2024,0,47483,Will Zalatoris,22.86%,32,140,-31,-6.00
2024,0,57362,Austin Eckroat,22.84%,45,197,-43,-12.00
2024,0,37455,Si Woo Kim,22.82%,47,206,-53,-10.00
2024,0,59095,Chris Gotterup,22.81%,39,171,-35,-8.00
2024,0,55454,Carl Yuan,22.79%,31,136,-38,+3.00
2024,0,31646,Emiliano Grillo,22.54%,39,173,-39,-15.00
2024,0,35617,Martin Trainer,22.50%,18,80,-17,E
2024,0,55893,Sam Stevens,22.45%,44,196,-46,-9.00
2024,0,49771,J.T. Poston,22.41%,39,174,-42,-18.00
2024,0,55182,Tom Kim,22.35%,40,179,-45,E
2024,0,33448,Justin Thomas,22.35%,38,170,-38,-6.00
2024,0,55789,Taylor Montgomery,22.34%,21,94,-24,+9.00
2024,0,51634,Sahith Theegala,22.13%,54,244,-56,-11.00
2024,0,39977,Max Homa,22.03%,39,177,-41,-8.00
2024,0,32070,Rafael Campos,21.93%,25,114,-25,+2.00
2024,0,27349,Alex Noren,21.92%,32,146,-39,-5.00
2024,0,46046,Scottie Scheffler,21.86%,40,183,-39,-13.00
2024,0,47993,Denny McCarthy,21.85%,33,151,-31,-26.00
2024,0,25493,Nick Taylor,21.84%,38,174,-36,-8.00
2024,0,33653,Thomas Detry,21.77%,32,147,-34,-12.00
2024,0,40162,Justin Lower,21.77%,32,147,-29,-31.00
2024,0,48153,Matthieu Pavon,21.67%,26,120,-33,-5.00
2024,0,34099,Harris English,21.66%,47,217,-53,+1.00
2024,0,60767,Blaine Hale Jr.,21.65%,21,97,-21,E
2024,0,32839,Hideki Matsuyama,21.43%,33,154,-34,-11.00
2024,0,33486,Roger Sloan,21.43%,21,98,-21,-19.00
2024,0,32333,Kevin Tway,21.43%,24,112,-29,-9.00
2024,0,59866,Nick Dunlap,21.25%,34,160,-35,-19.00
2024,0,55708,Hayden Buckley,21.21%,28,132,-28,-12.00
2024,0,29535,Brice Garnett,21.18%,18,85,-19,-13.00
2024,0,34021,Bud Cauley,21.05%,24,114,-22,-16.00
2024,0,59442,Parker Coody,21.05%,20,95,-22,-10.00
2024,0,24502,Adam Scott,20.96%,35,167,-39,-4.00
2024,0,36799,Stephan Jaeger,20.95%,44,210,-45,-9.00
2024,0,56630,Akshay Bhatia,20.94%,40,191,-42,-11.00
2024,0,32102,Rickie Fowler,20.86%,34,163,-33,-10.00
2024,0,27936,Martin Laird,20.75%,22,106,-21,-11.00
2024,0,29420,Billy Horschel,20.67%,31,150,-29,-17.00
2024,0,40250,Taylor Pendrith,20.62%,40,194,-41,-12.00
2024,0,50525,Collin Morikawa,20.57%,36,175,-34,-8.00
2024,0,49947,Taylor Moore,20.50%,49,239,-53,-9.00
2024,0,39327,Ben Silverman,20.49%,25,122,-30,-25.00
2024,0,28089,Jason Day,20.48%,34,166,-31,-9.00
2024,0,48081,Xander Schauffele,20.37%,44,216,-52,+2.00
2024,0,40098,Matt Fitzpatrick,20.25%,32,158,-36,-13.00
2024,0,23320,Ryan Palmer,20.24%,17,84,-17,-3.00
2024,0,51894,Vince Whaley,20.00%,25,125,-26,-3.00
2024,0,23108,Matt Kuchar,19.42%,20,103,-19,-15.00
2024,0,34466,Peter Malnati,19.08%,25,131,-29,+6.00
2024,0,46717,Viktor Hovland,18.92%,28,148,-26,-19.00
2024,0,51287,Ryo Hisatsune,18.75%,27,144,-31,+3.00
2024,0,36884,Ben Kohles,18.57%,26,140,-27,-20.00
2024,0,34256,Andrew Putnam,18.37%,27,147,-25,-19.00
2024,0,51890,Greyson Sigg,17.97%,23,128,-20,-19.00
2024,0,30926,Chris Kirk,17.96%,30,167,-28,-20.00
2024,0,27330,Josh Teater,17.86%,15,84,-18,+3.00
2024,0,27139,David Skinns,17.81%,26,146,-29,-8.00
2024,0,34046,Jordan Spieth,17.05%,30,176,-33,+9.00
2024,0,40058,Zac Blair,16.43%,23,140,-21,-12.00
2024,0,30927,Brendon Todd,16.22%,24,148,-22,-38.00
2024,0,34098,Russell Henley,15.32%,19,124,-21,-20.00
2024,0,27649,Brandt Snedeker,15.29%,13,85,-12,-4.00
2024,0,22371,Aaron Baddeley,15.05%,14,93,-16,-21.00
2024,0,49960,Sepp Straka,15.00%,24,160,-25,-10.00
2024,0,26596,Ryan Moore,14.71%,20,136,-14,-9.00
2024,0,45522,Christiaan Bezuidenhout,14.17%,17,120,-18,-32.00
2023,0,12716,Charley Hoffman,35.97%,50,139,-47,-10.00
2023,0,39335,Kevin Roy,35.04%,41,117,-46,-7.00
2023,0,39971,Sungjae Im,32.56%,70,215,-71,-23.00
2023,0,52955,Ludvig Åberg,32.46%,37,114,-46,-3.00
2023,0,48867,Matti Schmid,32.21%,48,149,-55,+13.00
2023,0,45242,Kevin Yu,31.65%,44,139,-43,-8.00
2023,0,32757,Patton Kizzire,30.98%,57,184,-61,-14.00
2023,0,48084,Wesley Bryan,29.58%,21,71,-24,-12.00
2023,0,32333,Kevin Tway,29.03%,54,186,-65,-12.00
2023,0,35617,Martin Trainer,28.87%,28,97,-30,-5.00
2023,0,28420,Ryan Brehm,28.48%,47,165,-50,+7.00
2023,0,35532,Tom Hoge,28.33%,51,180,-52,-32.00
2023,0,28237,Rory McIlroy,28.21%,44,156,-43,+10.00
2023,0,47347,Adam Schenk,28.14%,56,199,-61,-21.00
2023,0,50095,Austin Smotherman,27.62%,50,181,-49,-25.00
2023,0,33448,Justin Thomas,27.57%,51,185,-49,-7.00
2023,0,39067,MJ Daffue,27.52%,60,218,-56,-6.00
2023,0,30692,Scott Stallings,27.38%,46,168,-42,-9.00
2023,0,33122,Russell Knox,27.34%,35,128,-34,-20.00
2023,0,51997,Andrew Novak,27.27%,42,154,-39,-6.00
2023,0,27644,Brian Harman,27.03%,40,148,-40,-26.00
2023,0,29420,Billy Horschel,26.79%,30,112,-30,-1.00
2023,0,58696,Peter Kuest,26.72%,31,116,-35,-14.00
2023,0,51491,Brandon Matthews,26.45%,32,121,-33,-6.00
2023,0,49947,Taylor Moore,26.44%,46,174,-49,-23.00
2023,0,57366,Cameron Young,26.42%,51,193,-43,-12.00
2023,0,45157,Cam Davis,26.37%,53,201,-57,-4.00
2023,0,24140,Sean O'Hair,26.32%,15,57,-9,-14.00
2023,0,23320,Ryan Palmer,26.19%,44,168,-46,-14.00
2023,0,35450,Patrick Cantlay,26.11%,47,180,-46,-19.00
2023,0,39954,Cody Gribble,25.86%,30,116,-24,-7.00
2023,0,29725,Tony Finau,25.81%,48,186,-44,-11.00
2023,0,27554,Scott Harrington,25.77%,42,163,-45,-3.00
2023,0,50493,Justin Suh,25.75%,43,167,-44,-33.00
2023,0,36724,Augusto Núñez,25.69%,37,144,-42,-3.00
2023,0,48117,Kurt Kitayama,25.66%,29,113,-27,-8.00
2023,0,51414,Brent Grant,25.60%,43,168,-48,-18.00
2023,0,46970,Jon Rahm,25.33%,38,150,-43,-21.00
2023,0,27095,Nick Watney,25.25%,25,99,-27,+3.00
2023,0,27936,Martin Laird,25.16%,39,155,-30,-22.00
2023,0,46340,Alex Smalley,25.13%,50,199,-49,-27.00
2023,0,31323,Gary Woodland,25.13%,50,199,-55,-8.00
2023,0,51766,Wyndham Clark,25.00%,53,212,-50,-18.00
2023,0,51070,Vincent Norrman,25.00%,44,176,-42,-15.00
2023,0,40115,Adam Svensson,24.90%,60,241,-62,-23.00
2023,0,30163,Henrik Norlander,24.63%,33,134,-30,-25.00
2023,0,28775,Nate Lashley,24.58%,44,179,-48,-37.00
2023,0,31557,Jim Herman,24.53%,26,106,-25,-9.00
2023,0,26476,Chez Reavie,24.52%,38,155,-40,-8.00
2023,0,49453,Trevor Cone,24.44%,44,180,-47,-10.00
2023,0,52372,Cameron Champ,24.43%,43,176,-42,+12.00
2023,0,32662,Michael Gligic,24.41%,31,127,-33,E
2023,0,24502,Adam Scott,24.29%,34,140,-35,+1.00
2023,0,40250,Taylor Pendrith,24.23%,47,194,-47,-11.00
2023,0,52411,Kyle Westmoreland,24.14%,35,145,-37,-5.00
2023,0,47995,Davis Riley,24.10%,40,166,-43,-8.00
2023,0,32839,Hideki Matsuyama,24.05%,38,158,-35,-31.00
2023,0,39997,Corey Conners,24.04%,44,183,-47,-16.00
2023,0,54421,Garrick Higgo,23.97%,58,242,-62,-29.00
2023,0,27129,Luke List,23.97%,64,267,-62,+15.00
2023,0,31577,Tano Goya,23.87%,37,155,-32,-21.00
2023,0,58168,Davis Thompson,23.87%,58,243,-54,-25.00
2023,0,25818,Scott Piercy,23.78%,34,143,-33,-14.00
2023,0,46441,Robby Shelton,23.78%,39,164,-41,-32.00
2023,0,33141,Keegan Bradley,23.75%,38,160,-35,-9.00
2023,0,50525,Collin Morikawa,23.70%,32,135,-37,-13.00
2023,0,27214,Kevin Streelman,23.53%,40,170,-38,-14.00
2023,0,36799,Stephan Jaeger,23.51%,67,285,-65,-10.00
2023,0,52375,Doug Ghim,23.46%,42,179,-42,-25.00
2023,0,52453,Nicolai Hojgaard,23.46%,19,81,-20,-4.00
2023,0,46046,Scottie Scheffler,23.41%,48,205,-50,-17.00
2023,0,45609,Tyler Duncan,23.40%,44,188,-40,-22.00
2023,0,55182,Tom Kim,23.40%,44,188,-47,-29.00
2023,0,56630,Akshay Bhatia,23.38%,36,154,-37,-8.00
2023,0,25686,Jason Dufner,23.23%,36,155,-35,-8.00
2023,0,49771,J.T. Poston,23.12%,40,173,-47,-33.00
2023,0,32791,K.H. Lee,23.08%,45,195,-44,-27.00
2023,0,59018,Ryan Gerard,22.95%,28,122,-30,-12.00
2023,0,33399,Adam Hadwin,22.94%,39,170,-38,-20.00
2023,0,49298,Kramer Hickok,22.88%,35,153,-34,-19.00
2023,0,48119,Ben Taylor,22.84%,37,162,-32,-18.00
2023,0,46601,Trey Mullinax,22.75%,38,167,-37,+6.00
2023,0,25632,Jimmy Walker,22.75%,38,167,-38,-29.00
2023,0,35461,Beau Hossler,22.69%,49,216,-53,-19.00
2023,0,57362,Austin Eckroat,22.60%,40,177,-42,-8.00
2023,0,31202,William McGirt,22.58%,14,62,-16,-6.00
2023,0,26596,Ryan Moore,22.58%,28,124,-28,-36.00
2023,0,36871,Matt NeSmith,22.58%,42,186,-45,-18.00
2023,0,40058,Zac Blair,22.55%,23,102,-26,-42.00
2023,0,55454,Carl Yuan,22.53%,41,182,-41,-7.00
2023,0,23108,Matt Kuchar,22.52%,34,151,-34,-38.00
2023,0,19803,Ryan Armour,22.47%,20,89,-21,-30.00
2023,0,48887,Matt Wallace,22.45%,33,147,-32,-5.00
2023,0,56762,Will Gordon,22.44%,57,254,-65,-11.00
2023,0,33653,Thomas Detry,22.38%,32,143,-31,-1.00
2023,0,55789,Taylor Montgomery,22.35%,40,179,-55,-25.00
2023,0,58967,Trevor Werbylo,22.22%,32,144,-32,-13.00
2023,0,34098,Russell Henley,22.12%,23,104,-23,-39.00
2023,0,47079,Harrison Endycott,22.07%,32,145,-34,-14.00
2023,0,48081,Xander Schauffele,22.00%,33,150,-41,-12.00
2023,0,27349,Alex Noren,21.95%,36,164,-37,-4.00
2023,0,47504,Sam Burns,21.91%,39,178,-37,-15.00
2023,0,39975,Michael Kim,21.90%,30,137,-32,-17.00
2023,0,33408,Tyson Alexander,21.66%,34,157,-34,-3.00
2023,0,20229,Stewart Cink,21.57%,33,153,-36,-10.00
2023,0,48699,Callum Tarren,21.53%,45,209,-42,-1.00
2023,0,28089,Jason Day,21.47%,35,163,-37,-3.00
2023,0,34563,Chesson Hadley,21.47%,38,177,-41,-17.00
2023,0,47128,Richy Werenski,21.39%,37,173,-41,-11.00
2023,0,34363,Tyrrell Hatton,21.38%,31,145,-36,-12.00
2023,0,54783,Dylan Wu,21.26%,37,174,-38,-34.00
2023,0,49960,Sepp Straka,21.25%,34,160,-37,-19.00
2023,0,27974,Sung Kang,21.21%,14,66,-16,-10.00
2023,0,32102,Rickie Fowler,21.05%,40,190,-43,-23.00
2023,0,33204,Shane Lowry,21.05%,28,133,-31,-6.00
2023,0,36699,Patrick Rodgers,21.05%,40,190,-45,-11.00
2023,0,55893,Sam Stevens,21.05%,40,190,-40,-14.00
2023,0,30926,Chris Kirk,20.95%,31,148,-36,-13.00
2023,0,52513,Carson Young,20.95%,31,148,-31,-20.00
2023,0,46717,Viktor Hovland,20.92%,41,196,-40,-3.00
2023,0,40006,Erik van Rooyen,20.81%,31,149,-32,-7.00
2023,0,36326,David Lipsky,20.71%,35,169,-38,-28.00
2023,0,29970,Dylan Frittelli,20.59%,28,136,-29,-7.00
2023,0,47983,Chad Ramey,20.59%,42,204,-44,-15.00
2023,0,40162,Justin Lower,20.51%,32,156,-35,-40.00
2023,0,29908,C.T. Pan,20.45%,18,88,-24,-6.00
2023,0,39977,Max Homa,20.41%,40,196,-43,-12.00
2023,0,22405,Justin Rose,20.41%,20,98,-22,-11.00
2023,0,51890,Greyson Sigg,20.31%,39,192,-44,-27.00
2023,0,45522,Christiaan Bezuidenhout,20.28%,29,143,-33,-23.00
2023,0,47988,Nick Hardy,20.28%,43,212,-48,-13.00
2023,0,37338,Zecheng Dou,20.21%,39,193,-42,-11.00
2023,0,39324,J.J. Spaun,20.20%,40,198,-40,-15.00
2023,0,35310,Lanto Griffin,20.18%,23,114,-27,-5.00
2023,0,32448,James Hahn,20.13%,31,154,-29,-19.00
2023,0,55708,Hayden Buckley,20.00%,29,145,-35,-12.00
2023,0,25900,Lucas Glover,20.00%,30,150,-31,-24.00
2023,0,34466,Peter Malnati,20.00%,33,165,-37,-21.00
2023,0,27963,Chris Stroud,20.00%,15,75,-16,-15.00
2023,0,34255,Joseph Bramlett,19.89%,37,186,-34,-19.00
2023,0,57975,Harry Hall,19.75%,31,157,-36,-32.00
2023,0,54628,Lee Hodges,19.71%,41,208,-44,-11.00
2023,0,34431,Robert Streb,19.70%,26,132,-29,-8.00
2023,0,47993,Denny McCarthy,19.59%,29,148,-34,-30.00
2023,0,32816,Satoshi Kodaira,19.51%,16,82,-15,-17.00
2023,0,54591,Ben Griffin,19.47%,37,190,-37,-22.00
2023,0,32640,Troy Merritt,19.31%,28,145,-29,-10.00
2023,0,29289,S.Y. Noh,19.28%,16,83,-17,-13.00
2023,0,46414,Aaron Rai,19.25%,41,213,-43,-21.00
2023,0,24925,Jonathan Byrd,19.23%,15,78,-15,-13.00
2023,0,33948,Byeong Hun An,19.18%,42,219,-44,E
2023,0,51349,Nico Echavarria,19.05%,24,126,-22,-13.00
2023,0,30927,Brendon Todd,19.05%,24,126,-27,-56.00
2023,0,34256,Andrew Putnam,19.02%,31,163,-34,-53.00
2023,0,51950,Max McGreevy,18.94%,25,132,-30,+11.00
2023,0,28252,Seamus Power,18.92%,28,148,-28,-13.00
2023,0,47591,Eric Cole,18.64%,44,236,-51,-33.00
2023,0,34099,Harris English,18.64%,33,177,-36,-15.00
2023,0,34610,Matthias Schwab,18.60%,32,172,-32,-10.00
2023,0,36801,Mark Hubbard,18.57%,39,210,-38,-5.00
2023,0,40098,Matt Fitzpatrick,18.54%,28,151,-31,-14.00
2023,0,34046,Jordan Spieth,18.47%,29,157,-30,-11.00
2023,0,39058,Lucas Herbert,18.32%,24,131,-25,+11.00
2023,0,37455,Si Woo Kim,18.06%,39,216,-36,-12.00
2023,0,35506,Mackenzie Hughes,17.65%,30,170,-33,-10.00
2023,0,50188,S.H. Kim,17.65%,45,255,-47,-10.00
2023,0,29221,Webb Simpson,17.65%,21,119,-25,-10.00
2023,0,22056,Cameron Percy,17.39%,16,92,-17,-18.00
2023,0,53165,Doc Redman,17.12%,19,111,-17,-29.00
2023,0,35879,Kelly Kraft,17.02%,24,141,-26,-12.00
2023,0,35901,Paul Haley II,16.84%,16,95,-17,-35.00
2023,0,33597,Harry Higgs,16.39%,20,122,-24,-24.00
2023,0,37275,Sam Ryder,16.38%,29,177,-28,-33.00
2023,0,33410,Andrew Landry,16.24%,19,117,-18,-23.00
2023,0,49766,Hank Lebioda,16.05%,13,81,-14,-17.00
2023,0,31646,Emiliano Grillo,16.00%,32,200,-31,-20.00
2023,0,32366,Kevin Chappell,15.91%,14,88,-18,-9.00
2023,0,35449,Adam Long,15.88%,27,170,-32,-43.00
2023,0,39546,Keith Mitchell,15.79%,30,190,-31,-9.00
2023,0,52374,Brandon Wu,15.63%,30,192,-37,-17.00
2023,0,34076,Joel Dahmen,15.48%,24,155,-21,-7.00
2023,0,46442,Maverick McNealy,14.81%,16,108,-17,-1.00
2023,0,25493,Nick Taylor,14.79%,21,142,-22,-35.00
2023,0,51634,Sahith Theegala,14.75%,32,217,-32,+3.00
2023,0,32139,Danny Willett,14.74%,14,95,-16,-6.00
2023,0,30911,Tommy Fleetwood,14.58%,21,144,-23,-9.00
2023,0,33413,Ben Martin,14.20%,25,176,-27,-36.00
2023,0,29535,Brice Garnett,14.17%,17,120,-19,-13.00
2023,0,31560,Brian Stuard,13.56%,8,59,-9,-27.00
2023,0,24024,Zach Johnson,13.25%,11,83,-9,-27.00
2023,0,34409,David Lingmerth,12.79%,11,86,-11,-36.00
2023,0,22371,Aaron Baddeley,12.15%,13,107,-12,-22.00
2023,0,46435,Austin Cook,9.72%,7,72,-8,-35.00
2022,0,34264,Hudson Swafford,33.6,42,125,-43,-6.00
2022,0,33204,Shane Lowry,33.33,28,84,-32,-9.00
2022,0,46970,Jon Rahm,32.08,51,159,-51,-5.00
2022,0,39953,Chase Seiffert,31.58,18,57,-17,-9.00
2022,0,28237,Rory McIlroy,31.47,45,143,-45,-2.00
2022,0,46414,Aaron Rai,30.3,40,132,-41,-16.00
2022,0,29420,Billy Horschel,30.19,32,106,-33,-12.00
2022,0,45157,Cam Davis,30.16,57,189,-66,-2.00
2022,0,46550,Brandon Hagy,30.06,49,163,-42,+1.00
2022,0,48822,Sebastián Muñoz,29.7,49,165,-48,-1.00
2022,0,31323,Gary Woodland,29.69,38,128,-44,+3.00
2022,0,40098,Matt Fitzpatrick,29.63,32,108,-35,-1.00
2022,0,54421,Garrick Higgo,28.87,28,97,-24,+9.00
2022,0,27644,Brian Harman,28.68,37,129,-39,-11.00
2022,0,30926,Chris Kirk,28.68,39,136,-49,-20.00
2022,0,29974,Branden Grace,28.42,27,95,-26,-5.00
2022,0,39546,Keith Mitchell,28.28,56,198,-52,-8.00
2022,0,48887,Matt Wallace,28.21,33,117,-35,-6.00
2022,0,46717,Viktor Hovland,28.19,42,149,-38,+1.00
2022,0,57366,Cameron Young,27.91,48,172,-52,+5.00
2022,0,39977,Max Homa,27.84,49,176,-53,-16.00
2022,0,39997,Corey Conners,27.78,45,162,-45,-15.00
2022,0,31646,Emiliano Grillo,27.71,46,166,-48,-10.00
2022,0,45540,Jared Wolfe,27.59,32,116,-34,-2.00
2022,0,25900,Lucas Glover,27.44,45,164,-41,-21.00
2022,0,35450,Patrick Cantlay,27.4,40,146,-44,-10.00
2022,0,47983,Chad Ramey,27.27,24,88,-24,-8.00
2022,0,48081,Xander Schauffele,27.15,41,151,-42,-6.00
2022,0,36326,David Lipsky,27.14,38,140,-39,-22.00
2022,0,30927,Brendon Todd,27.0,27,100,-27,-32.00
2022,0,36689,Brooks Koepka,26.96,31,115,-30,+3.00
2022,0,31557,Jim Herman,26.79,15,56,-14,-13.00
2022,0,28252,Seamus Power,26.76,38,142,-41,-12.00
2022,0,35532,Tom Hoge,26.75,42,157,-38,-14.00
2022,0,49771,J.T. Poston,26.74,46,172,-53,-3.00
2022,0,33448,Justin Thomas,26.71,43,161,-50,-13.00
2022,0,55708,Hayden Buckley,26.32,50,190,-55,+4.00
2022,0,22056,Cameron Percy,26.23,16,61,-16,-10.00
2022,0,33399,Adam Hadwin,26.17,39,149,-38,-30.00
