YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,0,33448,Justin Thomas,2.75,11,4
2021,0,30925,Dustin Johnson,2.8,14,5
2021,0,29221,Webb Simpson,2.8,56,20
2021,0,35450,Patrick Cantlay,2.88,23,8
2021,0,52372,Cameron Champ,2.89,130,45
2021,0,28089,Jason Day,2.89,110,38
2021,0,48119,Ben Taylor,2.89,162,56
2021,0,50525,Collin Morikawa,2.9,58,20
2021,0,22056,Cameron Percy,2.9,119,41
2021,0,24361,Pat Perez,2.91,239,82
2021,0,35891,Cameron Smith,2.91,93,32
2021,0,32448,James Hahn,2.92,172,59
2021,0,25818,Scott Piercy,2.92,222,76
2021,0,31323,Gary Woodland,2.93,82,28
2021,0,45526,Abraham Ancer,2.94,138,47
2021,0,34563,Chesson Hadley,2.94,153,52
2021,0,26329,Louis Oosthuizen,2.94,106,36
2021,0,30944,Jason Kokrak,2.95,109,37
2021,0,32640,Troy Merritt,2.95,274,93
2021,0,29535,Brice Garnett,2.96,275,93
2021,0,34098,Russell Henley,2.96,154,52
2021,0,31420,Anirban Lahiri,2.96,154,52
2021,0,27129,Luke List,2.96,231,78
2021,0,24357,K.J. Choi,2.97,178,60
2021,0,32102,Rickie Fowler,2.97,89,30
2021,0,32757,Patton Kizzire,2.97,232,78
2021,0,28775,Nate Lashley,2.97,217,73
2021,0,27330,Josh Teater,2.97,107,36
2021,0,37455,Si Woo Kim,2.98,143,48
2021,0,36871,Matthew NeSmith,2.98,179,60
2021,0,35310,Lanto Griffin,2.99,290,97
2021,0,33120,Mark Anderson,3.0,108,36
2021,0,22371,Aaron Baddeley,3.0,120,40
2021,0,39997,Corey Conners,3.0,135,45
2021,0,47959,Bryson DeChambeau,3.0,24,8
2021,0,29725,Tony Finau,3.0,126,42
2021,0,12716,Charley Hoffman,3.0,126,42
2021,0,36689,Brooks Koepka,3.0,30,10
2021,0,32839,Hideki Matsuyama,3.0,75,25
2021,0,24138,Ian Poulter,3.0,147,49
2021,0,22405,Justin Rose,3.0,15,5
2021,0,48081,Xander Schauffele,3.0,39,13
2021,0,48822,Sebastián Muñoz,3.01,244,81
2021,0,47347,Adam Schenk,3.01,220,73
2021,0,30692,Scott Stallings,3.01,241,80
2021,0,34431,Robert Streb,3.01,205,68
2021,0,27214,Kevin Streelman,3.01,253,84
2021,0,51766,Wyndham Clark,3.02,172,57
2021,0,33597,Harry Higgs,3.02,139,46
2021,0,34174,John Huh,3.02,142,47
2021,0,23320,Ryan Palmer,3.02,136,45
2021,0,29908,C.T. Pan,3.02,163,54
2021,0,49960,Sepp Straka,3.02,196,65
2021,0,49964,Aaron Wise,3.02,157,52
2021,0,33399,Adam Hadwin,3.03,288,95
2021,0,49766,Hank Lebioda,3.03,185,61
2021,0,29926,Danny Lee,3.03,194,64
2021,0,25364,Paul Casey,3.04,76,25
2021,0,20229,Stewart Cink,3.04,173,57
2021,0,34099,Harris English,3.04,73,24
2021,0,31646,Emiliano Grillo,3.04,164,54
2021,0,27770,Camilo Villegas,3.04,225,74
2021,0,40026,Daniel Berger,3.05,61,20
2021,0,29479,Scott Brown,3.05,186,61
2021,0,45157,Cam Davis,3.05,168,55
2021,0,24024,Zach Johnson,3.05,226,74
2021,0,39975,Michael Kim,3.05,336,110
2021,0,33410,Andrew Landry,3.05,192,63
2021,0,33413,Ben Martin,3.05,171,56
2021,0,36699,Patrick Rodgers,3.05,244,80
2021,0,32070,Rafael Campos,3.06,159,52
2021,0,29970,Dylan Frittelli,3.06,190,62
2021,0,52375,Doug Ghim,3.06,199,65
2021,0,32662,Michael Gligic,3.06,245,80
2021,0,27644,Brian Harman,3.06,147,48
2021,0,29478,Kevin Kisner,3.06,159,52
2021,0,32816,Satoshi Kodaira,3.06,236,77
2021,0,45486,Joaquin Niemann,3.06,147,48
2021,0,34256,Andrew Putnam,3.06,275,90
2021,0,26476,Chez Reavie,3.06,245,80
2021,0,39953,Chase Seiffert,3.06,150,49
2021,0,39977,Max Homa,3.07,172,56
2021,0,24140,Sean O'Hair,3.07,141,46
2021,0,27942,Rob Oppenheim,3.07,221,72
2021,0,30110,Kyle Stanley,3.07,212,69
2021,0,20396,Lee Westwood,3.07,89,29
2021,0,33948,Byeong Hun An,3.08,243,79
2021,0,29268,Bronson Burgoon,3.08,160,52
2021,0,23983,Luke Donald,3.08,163,53
2021,0,48045,Michael Gellerman,3.08,123,40
2021,0,56762,Will Gordon,3.08,237,77
2021,0,33490,Bo Hoag,3.08,222,72
2021,0,46717,Viktor Hovland,3.08,40,13
2021,0,39971,Sungjae Im,3.08,231,75
2021,0,28252,Seamus Power,3.08,111,36
2021,0,46046,Scottie Scheffler,3.08,157,51
2021,0,40098,Matt Fitzpatrick,3.09,99,32
2021,0,24924,Bill Haas,3.09,136,44
2021,0,26758,David Hearn,3.09,176,57
2021,0,35506,Mackenzie Hughes,3.09,176,57
2021,0,27974,Sung Kang,3.09,275,89
2021,0,33204,Shane Lowry,3.09,99,32
2021,0,27349,Alex Noren,3.09,164,53
2021,0,25493,Nick Taylor,3.09,229,74
2021,0,47128,Richy Werenski,3.09,250,81
2021,0,33141,Keegan Bradley,3.1,226,73
2021,0,34076,Joel Dahmen,3.1,239,77
2021,0,26300,Matt Jones,3.1,217,70
2021,0,35230,Nelson Ledesma,3.1,189,61
2021,0,35104,Tom Lewis,3.1,214,69
2021,0,30163,Henrik Norlander,3.1,226,73
2021,0,32333,Kevin Tway,3.1,180,58
2021,0,25632,Jimmy Walker,3.1,152,49
2021,0,25804,Bubba Watson,3.1,127,41
2021,0,34255,Joseph Bramlett,3.11,202,65
2021,0,25686,Jason Dufner,3.11,327,105
2021,0,36801,Mark Hubbard,3.11,190,61
2021,0,23108,Matt Kuchar,3.11,112,36
2021,0,39324,J.J. Spaun,3.11,252,81
2021,0,19803,Ryan Armour,3.12,228,73
2021,0,33404,Chris Baker,3.12,212,68
2021,0,46435,Austin Cook,3.12,321,103
