YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
2008,149,0,27613,David Lutterus,"8' 4""",16.667,2,15,2
2008,149,0,27649,Brandt Snedeker,"8' 4""",33.417,4,17,3
2008,151,0,20498,Briny Baird,"8' 3""",32.917,4,15,3
2008,152,0,29718,Anthony Kim,"8' 0""",48.083,6,18,3
2008,153,0,6643,Paul Goydos,"7' 9""",15.5,2,8,7
2008,153,0,22913,John Rollins,"7' 9""",54.417,7,18,"7"""
2008,155,0,23353,J.J. Henry,"7' 6""",14.917,2,10,5
2008,156,0,23135,Tim Clark,"7' 2""",21.5,3,9,4
2008,157,0,21731,Freddie Jacobson,"7' 0""",7.0,1,7,7
2008,158,0,22378,Trevor Immelman,"6' 11""",6.917,1,7,7
2008,159,0,23409,James Driscoll,"6' 10""",13.583,2,8,6
2008,160,0,1948,Tim Petrovic,"6' 2""",6.167,1,6,6
2008,160,0,6567,Vijay Singh,"6' 2""",12.25,2,9,4
2008,162,0,26596,Ryan Moore,"6' 0""",6.0,1,6,6
2008,162,0,1928,Corey Pavin,"6' 0""",6.0,1,6,6
2008,162,0,24138,Ian Poulter,"6' 0""",6.0,1,6,6
2008,165,0,1577,Lee Janzen,"5' 6""",5.5,1,6,6
2008,166,0,20848,Ángel Cabrera,"5' 5""",5.417,1,5,5
2008,167,0,22293,Heath Slocum,"5' 4""",10.583,2,7,4
2008,168,0,10649,Tom Scherrer,"4' 9""",4.75,1,5,5
2008,169,0,21753,Brian Davis,"4' 6""",8.917,2,6,3
2008,170,0,26695,Michael Letzig,"4' 0""",7.917,2,5,3
2008,171,0,23320,Ryan Palmer,"3' 10""",7.667,2,6,1
2008,172,0,8537,J.P. Hayes,"2' 11""",2.917,1,3,3
2008,173,0,26951,Johnson Wagner,"2' 5""",7.333,3,4,1
2008,174,0,25364,Paul Casey,"2' 2""",2.167,1,2,2
2008,175,0,8931,Glen Day,"2""",0.167,1,0,"2"""
2007,1,0,20433,Mark Hensby,"89' 4""",89.333,1,89,89
2007,2,0,25892,Steve Wheatcroft,"71' 0""",71.0,1,71,71
2007,3,0,6373,José María Olazábal,"68' 2""",68.167,1,68,68
2007,4,0,27963,Chris Stroud,"61' 3""",61.25,1,61,61
2007,5,0,6527,Steve Stricker,"52' 2""",104.333,2,61,43
2007,6,0,1157,Tom Byrum,"50' 8""",50.667,1,51,51
2007,7,0,26420,Richard Johnson,"45' 5""",45.417,1,45,45
2007,8,0,1948,Tim Petrovic,"36' 9""",110.25,3,82,7
2007,9,0,10860,Justin Leonard,"36' 5""",36.417,1,36,36
2007,10,0,7867,Woody Austin,"35' 7""",35.583,1,36,36
2007,11,0,23135,Tim Clark,"34' 11""",104.833,3,60,19
2007,12,0,8793,Tiger Woods,"34' 4""",205.833,6,70,9
2007,13,0,20105,Jeff Gove,"33' 2""",165.917,5,68,3
2007,14,0,1928,Corey Pavin,"31' 10""",31.833,1,32,32
2007,15,0,1024,Billy Andrade,"31' 2""",62.25,2,60,2
2007,16,0,1706,Davis Love III,"30' 10""",61.667,2,55,6
2007,17,0,20229,Stewart Cink,"30' 8""",153.25,5,55,1
2007,18,0,23325,Vaughn Taylor,"30' 7""",91.833,3,51,1
2007,19,0,20127,Chris Riley,"29' 4""",58.583,2,38,21
2007,20,0,23349,Charles Warren,"28' 3""",225.667,8,56,1
2007,21,0,24357,K.J. Choi,"27' 9""",55.417,2,44,12
2007,21,0,29718,Anthony Kim,"27' 9""",83.25,3,47,11
2007,23,0,21350,Ryuji Imada,"27' 8""",83.083,3,30,26
2007,24,0,12510,Chad Campbell,"26' 4""",78.917,3,38,9
2007,25,0,22378,Trevor Immelman,"26' 1""",52.083,2,46,6
2007,26,0,25396,Kevin Na,"26' 0""",104.083,4,58,2
2007,27,0,23638,Brendon de Jonge,"25' 5""",101.667,4,26,24
2007,28,0,27141,J.B. Holmes,"25' 2""",75.583,3,45,14
2007,29,0,23621,Rory Sabbatini,"25' 1""",125.25,5,56,6
2007,30,0,25190,Jeff Quinney,"24' 9""",99.0,4,40,3
2007,31,0,25900,Lucas Glover,"24' 8""",49.333,2,34,15
2007,32,0,6004,Stephen Ames,"24' 5""",48.833,2,29,20
2007,32,0,24925,Jonathan Byrd,"24' 5""",97.75,4,50,10
2007,34,0,24140,Sean O'Hair,"23' 10""",214.25,9,38,7
2007,34,0,22046,Geoff Ogilvy,"23' 10""",95.25,4,42,11
2007,36,0,1142,Bart Bryant,"23' 6""",47.0,2,26,21
2007,37,0,1381,Fred Funk,"23' 5""",46.75,2,38,9
2007,38,0,24358,Robert Garrigus,"22' 10""",182.583,8,42,6
2007,39,0,20098,Stuart Appleby,"22' 4""",44.667,2,28,17
2007,39,0,22295,Darron Stiles,"22' 4""",134.167,6,62,2
2007,41,0,21731,Freddie Jacobson,"22' 3""",22.25,1,22,22
2007,42,0,20645,John Senden,"22' 2""",88.75,4,53,2
2007,43,0,25686,Jason Dufner,"22' 0""",131.833,6,39,4
2007,44,0,10885,Robert Allenby,"21' 9""",130.333,6,58,9
2007,45,0,27702,Matt Hendrix,"21' 7""",86.25,4,36,9
2007,46,0,8537,J.P. Hayes,"21' 6""",21.5,1,22,22
2007,47,0,20572,Rod Pampling,"21' 5""",171.333,8,47,5
2007,48,0,24980,Scott Gutschewski,"21' 3""",85.083,4,29,15
2007,49,0,2246,Duffy Waldorf,"21' 0""",83.833,4,37,11
2007,50,0,26881,Jarrod Lyle,"20' 5""",81.583,4,44,8
2007,51,0,1249,John Daly,"19' 11""",119.417,6,60,4
2007,51,0,23800,Bryce Molder,"19' 11""",19.917,1,20,20
2007,53,0,23353,J.J. Henry,"19' 10""",79.25,4,39,2
2007,54,0,21949,Joe Ogilvie,"19' 8""",137.667,7,47,5
2007,55,0,1161,Mark Calcavecchia,"19' 4""",96.833,5,53,1
2007,55,0,21959,Ted Purdy,"19' 4""",77.417,4,31,4
2007,57,0,1707,Steve Lowery,"19' 2""",57.417,3,39,7
2007,58,0,22212,Craig Lile,"19' 1""",57.25,3,28,13
2007,59,0,6621,Joe Durant,"18' 9""",37.5,2,26,11
2007,59,0,26679,Kevin Stadler,"18' 9""",131.083,7,43,3
2007,61,0,8931,Glen Day,"18' 8""",37.25,2,22,15
2007,62,0,8123,Jeff Brehaut,"18' 7""",111.667,6,39,7
2007,63,0,12652,Cameron Beckman,"18' 6""",55.5,3,47,"7"""
2007,64,0,10733,Kent Jones,"18' 4""",128.417,7,43,2
2007,64,0,22806,Doug LaBelle II,"18' 4""",73.417,4,33,6
2007,64,0,24449,Parker McLachlin,"18' 4""",73.417,4,28,12
2007,67,0,7223,Brian Bateman,"18' 1""",18.083,1,18,18
2007,68,0,20766,Padraig Harrington,"17' 11""",17.917,1,18,18
2007,69,0,6197,Michael Allen,"17' 10""",89.0,5,30,4
2007,70,0,23497,Tag Ridings,"17' 8""",70.5,4,30,2
2007,71,0,21209,Sergio Garcia,"17' 4""",86.583,5,36,3
2007,71,0,26596,Ryan Moore,"17' 4""",104.167,6,30,11
2007,71,0,23788,D.J. Trahan,"17' 4""",69.25,4,27,5
2007,74,0,20859,Anders Hansen,"16' 7""",33.167,2,17,16
2007,75,0,23613,Rich Barcelo,"16' 6""",49.583,3,24,11
2007,75,0,23623,Bo Van Pelt,"16' 6""",82.417,5,30,3
2007,77,0,12714,Chris Tidland,"16' 5""",148.0,9,31,6
2007,78,0,1577,Lee Janzen,"16' 4""",49.0,3,27,6
2007,79,0,23718,Nathan Green,"16' 2""",80.917,5,31,6
2007,80,0,24507,Jason Bohn,"16' 0""",95.917,6,37,2
2007,81,0,28475,Jeff Overton,"15' 10""",79.0,5,39,2
2007,82,0,27933,John Merrick,"15' 9""",62.917,4,37,3
2007,82,0,2101,Joey Sindelar,"15' 9""",31.5,2,19,12
2007,84,0,26289,Boo Weekley,"15' 5""",77.25,5,37,3
2007,85,0,21633,Steve Allan,"15' 3""",45.833,3,17,13
2007,85,0,11032,Frank Lickliter II,"15' 3""",45.667,3,32,6
2007,85,0,26951,Johnson Wagner,"15' 3""",60.833,4,38,4
2007,88,0,20104,Ken Duke,"15' 2""",60.667,4,30,4
2007,88,0,21878,Mark Wilson,"15' 2""",45.417,3,24,11
2007,90,0,6522,Ernie Els,"14' 10""",88.917,6,28,3
2007,91,0,22913,John Rollins,"14' 9""",73.917,5,22,10
2007,92,0,24924,Bill Haas,"14' 7""",145.583,10,63,5
2007,92,0,1941,Tom Pernice Jr.,"14' 7""",58.333,4,26,7
2007,92,0,24502,Adam Scott,"14' 7""",43.667,3,18,12
2007,95,0,10423,Mike Weir,"14' 6""",57.917,4,36,4
2007,96,0,10213,Dicky Pride,"14' 5""",28.75,2,17,12
2007,97,0,28486,Michael Putnam,"14' 4""",100.333,7,23,7
2007,98,0,21646,David Branshaw,"14' 3""",71.417,5,43,3
2007,99,0,19824,Craig Barlow,"14' 1""",14.083,1,14,14
2007,99,0,24490,George McNeill,"14' 1""",70.583,5,41,2
2007,99,0,22293,Heath Slocum,"14' 1""",70.417,5,21,3
2007,102,0,24781,Hunter Mahan,"14' 0""",70.083,5,22,5
2007,102,0,25345,Carl Pettersson,"14' 0""",98.0,7,43,2
2007,104,0,20634,Peter Lonard,"13' 11""",27.833,2,15,13
2007,105,0,6515,Shaun Micheel,"13' 10""",13.833,1,14,14
2007,105,0,26882,Michael Sim,"13' 10""",13.833,1,14,14
2007,107,0,24290,D.J. Brigman,"13' 9""",68.583,5,40,1
2007,108,0,1945,Kenny Perry,"13' 7""",40.667,3,19,8
2007,109,0,10809,Jim Furyk,"13' 6""",27.0,2,15,12
2007,109,0,24912,Will MacKenzie,"13' 6""",94.5,7,28,4
2007,109,0,2223,Bob Tway,"13' 6""",27.0,2,26,1
2007,112,0,1388,Robert Gamez,"13' 0""",77.917,6,34,1
2007,112,0,24024,Zach Johnson,"13' 0""",52.083,4,27,4
2007,114,0,25273,Andrew Buckle,"12' 9""",38.333,3,22,8
2007,114,0,6251,Chris DiMarco,"12' 9""",51.0,4,29,3
2007,114,0,1810,Phil Mickelson,"12' 9""",63.583,5,17,7
2007,117,0,23048,Eric Axley,"12' 7""",87.917,7,19,2
2007,117,0,20498,Briny Baird,"12' 7""",37.667,3,19,5
2007,117,0,22621,Ben Curtis,"12' 7""",25.167,2,19,6
2007,120,0,11123,Chris Couch,"12' 6""",25.0,2,20,6
2007,121,0,22892,Jason Gore,"12' 4""",61.75,5,21,6
2007,121,0,21806,Paul Gow,"12' 4""",24.583,2,19,6
2007,123,0,7457,Steve Flesch,"12' 0""",72.083,6,18,9
2007,123,0,27060,John Mallinger,"12' 0""",36.0,3,28,2
2007,123,0,6567,Vijay Singh,"12' 0""",96.0,8,39,1
2007,126,0,1724,Jeff Maggert,"11' 11""",35.667,3,21,4
2007,127,0,20691,Greg Owen,"11' 10""",83.083,7,29,"9"""
2007,127,0,12660,Jesper Parnevik,"11' 10""",23.667,2,22,2
2007,129,0,21753,Brian Davis,"11' 9""",46.833,4,18,1
2007,130,0,2206,David Toms,"11' 7""",34.75,3,16,8
2007,131,0,21961,Charles Howell III,"11' 6""",80.5,7,29,3
2007,132,0,8881,Tripp Isenhour,"11' 5""",68.667,6,53,2
2007,133,0,12680,Shigeki Maruyama,"11' 3""",22.5,2,12,11
2007,133,0,21660,Jason Schultz,"11' 3""",44.833,4,20,7
2007,135,0,21805,Harrison Frazar,"11' 2""",78.0,7,25,4
2007,136,0,27095,Nick Watney,"11' 1""",55.333,5,18,6
2007,137,0,20378,Mathias Grönberg,"11' 0""",77.0,7,40,"7"""
2007,137,0,27120,Troy Matteson,"11' 0""",43.833,4,18,3
2007,137,0,1766,Billy Mayfair,"11' 0""",54.917,5,19,2
2007,140,0,6595,Kevin Sutherland,"10' 8""",32.0,3,15,4
2007,141,0,27770,Camilo Villegas,"10' 6""",52.333,5,23,2
2007,142,0,19803,Ryan Armour,"10' 5""",20.833,2,16,5
2007,142,0,1035,Tommy Armour III,"10' 5""",41.5,4,17,3
2007,144,0,20850,Daniel Chopra,"10' 1""",20.083,2,15,5
2007,145,0,8075,Jerry Kelly,"10' 0""",30.083,3,20,4
2007,145,0,25804,Bubba Watson,"10' 0""",40.0,4,16,5
2007,147,0,23614,Rich Beem,"9' 11""",49.5,5,23,"6"""
2007,147,0,20160,Charlie Wi,"9' 11""",49.5,5,19,2
2007,149,0,10117,Bob Heintz,"9' 10""",39.333,4,16,4
2007,149,0,12705,Cliff Kresge,"9' 10""",39.25,4,13,7
2007,151,0,1473,Todd Hamilton,"9' 9""",48.833,5,15,8
2007,151,0,21470,Daisuke Maruyama,"9' 9""",78.25,8,17,2
2007,153,0,1320,Bob Estes,"9' 6""",19.0,2,15,4
2007,154,0,24361,Pat Perez,"9' 5""",56.5,6,25,4
2007,155,0,12716,Charley Hoffman,"9' 4""",28.083,3,11,6
2007,156,0,20574,Mathew Goggin,"9' 3""",55.583,6,20,2
2007,157,0,20382,Stephen Leaney,"9' 2""",18.333,2,13,6
2007,158,0,21528,Henrik Stenson,"9' 1""",9.083,1,9,9
2007,159,0,29476,Kyle Reifers,"8' 10""",26.417,3,15,3
2007,160,0,23320,Ryan Palmer,"8' 8""",34.75,4,16,5
2007,160,0,8375,Paul Stankowski,"8' 8""",8.667,1,9,9
2007,160,0,2239,Scott Verplank,"8' 8""",34.5,4,17,1
2007,160,0,23322,Brett Wetterich,"8' 8""",69.25,8,17,5
2007,164,0,23108,Matt Kuchar,"8' 4""",8.333,1,8,8
2007,165,0,24138,Ian Poulter,"8' 2""",8.167,1,8,8
2007,166,0,28158,Steve Marino,"8' 1""",32.167,4,15,2
2007,167,0,1677,Tom Lehman,"7' 11""",7.917,1,8,8
2007,168,0,22371,Aaron Baddeley,"6' 8""",26.667,4,15,3
2007,169,0,12602,Dean Wilson,"6' 6""",6.5,1,7,7
2007,170,0,7749,Brett Quigley,"6' 5""",25.75,4,11,5
2007,171,0,19846,Brian Gay,"5' 7""",5.583,1,6,6
2007,172,0,2214,Kirk Triplett,"5' 4""",16.0,3,7,4
2007,173,0,22348,Nick O'Hern,"5' 2""",10.333,2,5,5
2007,174,0,24457,Jaco Van Zyl,"5' 1""",10.083,2,5,5
2007,175,0,6034,Marco Dawson,"4' 9""",4.75,1,5,5
2007,176,0,2104,Jeff Sluman,"3' 11""",3.917,1,4,4
2007,176,0,27649,Brandt Snedeker,"3' 11""",7.833,2,6,2
2007,178,0,23933,Michael Boyd,"3' 3""",3.25,1,3,3
2007,179,0,2036,Jim Rutledge,"2' 4""",2.333,1,2,2
2006,1,0,8537,J.P. Hayes,"62' 1""",62.083,1,62,62
2006,2,0,20099,Doug Barron,"40' 4""",40.333,1,40,40
2006,3,0,8123,Jeff Brehaut,"38' 9""",116.333,3,66,6
2006,4,0,6012,Greg Kraft,"38' 7""",38.583,1,39,39
2006,5,0,2104,Jeff Sluman,"38' 6""",38.5,1,39,39
2006,6,0,20548,Hidemichi Tanaka,"38' 3""",76.417,2,61,16
2006,7,0,1724,Jeff Maggert,"36' 6""",36.5,1,37,37
2006,8,0,11123,Chris Couch,"35' 7""",35.583,1,36,36
2006,9,0,1313,Steve Elkington,"34' 8""",34.667,1,35,35
2006,10,0,9011,David Duval,"34' 0""",68.0,2,65,3
2006,11,0,20691,Greg Owen,"33' 9""",101.167,3,55,6
2006,12,0,2110,Jerry Smith,"33' 8""",67.25,2,44,24
2006,13,0,1473,Todd Hamilton,"32' 6""",97.583,3,61,5
2006,13,0,20766,Padraig Harrington,"32' 6""",64.917,2,56,9
2006,15,0,20472,Alex Cejka,"32' 2""",64.25,2,48,16
2006,16,0,22405,Justin Rose,"31' 1""",62.167,2,34,29
2006,17,0,22293,Heath Slocum,"29' 2""",175.083,6,58,3
2006,18,0,1619,Skip Kendall,"28' 10""",57.667,2,32,26
2006,19,0,7457,Steve Flesch,"28' 0""",167.75,6,37,14
2006,20,0,12680,Shigeki Maruyama,"27' 7""",82.833,3,40,18
2006,21,0,22621,Ben Curtis,"27' 6""",27.5,1,28,28
2006,22,0,10423,Mike Weir,"27' 4""",54.667,2,41,14
2006,23,0,26596,Ryan Moore,"27' 3""",81.75,3,33,16
2006,24,0,2246,Duffy Waldorf,"27' 2""",54.333,2,29,25
2006,25,0,8075,Jerry Kelly,"26' 6""",105.833,4,64,9
2006,26,0,21407,Arjun Atwal,"25' 10""",103.333,4,44,11
2006,26,0,12510,Chad Campbell,"25' 10""",129.0,5,47,6
2006,28,0,20127,Chris Riley,"25' 6""",25.5,1,26,26
2006,28,0,21878,Mark Wilson,"25' 6""",76.583,3,40,17
2006,30,0,1706,Davis Love III,"25' 1""",100.167,4,56,5
2006,31,0,23497,Tag Ridings,"24' 8""",49.333,2,45,4
2006,31,0,23621,Rory Sabbatini,"24' 8""",73.917,3,49,"11"""
2006,33,0,11011,Mike Sposa,"24' 5""",73.25,3,35,17
2006,34,0,12602,Dean Wilson,"24' 3""",96.917,4,31,19
2006,35,0,23320,Ryan Palmer,"24' 2""",24.167,1,24,24
2006,36,0,6515,Shaun Micheel,"24' 0""",143.917,6,48,7
2006,37,0,6373,José María Olazábal,"23' 9""",71.25,3,25,23
2006,38,0,8793,Tiger Woods,"23' 8""",189.167,8,61,9
2006,39,0,1707,Steve Lowery,"23' 6""",164.75,7,33,10
2006,40,0,21731,Freddie Jacobson,"23' 5""",93.583,4,34,8
2006,41,0,21949,Joe Ogilvie,"23' 4""",70.083,3,28,16
2006,42,0,10733,Kent Jones,"23' 2""",139.083,6,54,7
2006,42,0,1941,Tom Pernice Jr.,"23' 2""",138.833,6,48,5
2006,44,0,27120,Troy Matteson,"22' 9""",136.333,6,67,5
2006,45,0,1677,Tom Lehman,"22' 6""",45.0,2,23,22
2006,46,0,20378,Mathias Grönberg,"22' 2""",88.5,4,54,8
2006,47,0,2106,Chris Smith,"21' 10""",87.417,4,57,7
2006,48,0,21959,Ted Purdy,"21' 9""",195.583,9,44,1
2006,49,0,27141,J.B. Holmes,"21' 8""",324.417,15,67,3
2006,50,0,6595,Kevin Sutherland,"21' 4""",149.5,7,40,4
2006,51,0,6573,Brandt Jobe,"21' 3""",84.917,4,46,10
2006,52,0,12755,Vance Veazey,"20' 10""",124.833,6,54,2
2006,53,0,20631,David McKenzie,"20' 9""",124.25,6,57,4
2006,54,0,1381,Fred Funk,"20' 7""",41.167,2,23,18
2006,54,0,23353,J.J. Henry,"20' 7""",82.417,4,46,5
2006,56,0,1388,Robert Gamez,"20' 6""",40.917,2,33,8
2006,57,0,6567,Vijay Singh,"20' 5""",183.417,9,43,2
2006,58,0,1766,Billy Mayfair,"20' 3""",141.667,7,34,8
2006,59,0,1320,Bob Estes,"20' 2""",101.0,5,28,5
2006,59,0,20574,Mathew Goggin,"20' 2""",100.75,5,48,3
2006,61,0,24925,Jonathan Byrd,"20' 1""",60.333,3,30,10
2006,62,0,12645,Brent Geiberger,"19' 3""",76.917,4,43,4
2006,63,0,24357,K.J. Choi,"19' 1""",76.25,4,23,15
2006,63,0,6643,Paul Goydos,"19' 1""",19.083,1,19,19
2006,63,0,23623,Bo Van Pelt,"19' 1""",95.25,5,42,4
2006,66,0,23349,Charles Warren,"18' 10""",132.083,7,43,"7"""
2006,67,0,20094,Jonathan Kaye,"18' 8""",56.083,3,31,10
2006,68,0,25936,Alex Aragon,"18' 7""",74.333,4,34,2
2006,68,0,1042,Paul Azinger,"18' 7""",93.083,5,25,9
2006,68,0,20498,Briny Baird,"18' 7""",55.833,3,28,5
2006,71,0,6522,Ernie Els,"18' 4""",73.333,4,47,3
2006,72,0,20634,Peter Lonard,"18' 0""",18.0,1,18,18
2006,72,0,25345,Carl Pettersson,"18' 0""",54.0,3,23,13
2006,74,0,12823,Carlos Franco,"17' 10""",142.5,8,46,4
2006,74,0,21470,Daisuke Maruyama,"17' 10""",89.083,5,27,2
2006,76,0,24358,Robert Garrigus,"17' 9""",106.583,6,44,8
2006,76,0,1948,Tim Petrovic,"17' 9""",53.167,3,30,9
2006,78,0,20812,Tjaart van der Walt,"17' 8""",17.667,1,18,18
2006,79,0,10505,Shane Bertsch,"17' 5""",52.333,3,28,11
2006,80,0,20572,Rod Pampling,"17' 3""",51.75,3,29,6
2006,81,0,1249,John Daly,"17' 2""",51.583,3,44,3
2006,81,0,25900,Lucas Glover,"17' 2""",68.583,4,31,8
2006,81,0,1666,Bernhard Langer,"17' 2""",68.5,4,29,3
2006,84,0,19824,Craig Barlow,"17' 1""",102.5,6,25,8
2006,84,0,2223,Bob Tway,"17' 1""",34.083,2,30,5
2006,86,0,23541,Ben Crane,"16' 10""",16.833,1,17,17
2006,86,0,21805,Harrison Frazar,"16' 10""",100.917,6,26,3
2006,86,0,11032,Frank Lickliter II,"16' 10""",84.083,5,31,6
2006,89,0,1823,Larry Mize,"16' 9""",16.75,1,17,17
2006,90,0,1928,Corey Pavin,"16' 8""",16.667,1,17,17
2006,91,0,23718,Nathan Green,"16' 7""",66.167,4,28,4
2006,91,0,24912,Will MacKenzie,"16' 7""",99.583,6,52,4
2006,93,0,6575,Dudley Hart,"16' 6""",65.833,4,30,2
2006,93,0,1810,Phil Mickelson,"16' 6""",99.0,6,53,4
2006,95,0,7223,Brian Bateman,"16' 3""",32.5,2,19,14
2006,95,0,8835,Kris Cox,"16' 3""",113.5,7,32,8
2006,95,0,23788,D.J. Trahan,"16' 3""",48.75,3,20,11
2006,98,0,1553,John Huston,"16' 2""",48.5,3,28,3
2006,98,0,7749,Brett Quigley,"16' 2""",96.833,6,37,4
2006,100,0,6251,Chris DiMarco,"16' 1""",32.167,2,24,8
2006,101,0,23409,James Driscoll,"15' 11""",79.417,5,33,6
2006,101,0,24980,Scott Gutschewski,"15' 11""",79.75,5,27,10
2006,103,0,2239,Scott Verplank,"15' 10""",31.667,2,23,9
2006,104,0,21753,Brian Davis,"15' 8""",31.333,2,23,9
2006,105,0,8375,Paul Stankowski,"15' 7""",62.167,4,24,9
2006,106,0,22946,Henrik Bjornstad,"15' 6""",93.083,6,44,5
2006,107,0,24507,Jason Bohn,"15' 5""",76.917,5,32,5
2006,108,0,20157,Retief Goosen,"15' 3""",45.667,3,25,5
2006,109,0,24924,Bill Haas,"15' 2""",75.667,5,24,8
2006,110,0,12662,Thomas Levet,"15' 1""",15.083,1,15,15
2006,110,0,24140,Sean O'Hair,"15' 1""",75.583,5,20,6
2006,112,0,23325,Vaughn Taylor,"15' 0""",45.083,3,23,8
2006,113,0,25240,D.A. Points,"14' 7""",58.417,4,25,7
2006,114,0,28475,Jeff Overton,"14' 6""",43.417,3,20,6
2006,115,0,22046,Geoff Ogilvy,"14' 5""",86.667,6,23,"5"""
2006,116,0,10565,Ian Leggatt,"14' 4""",43.0,3,26,3
2006,117,0,27095,Nick Watney,"14' 1""",84.583,6,26,8
2006,118,0,23614,Rich Beem,"13' 9""",55.0,4,26,6
2006,118,0,23322,Brett Wetterich,"13' 9""",96.417,7,31,6
2006,120,0,20229,Stewart Cink,"13' 8""",40.917,3,18,11
2006,121,0,24024,Zach Johnson,"13' 6""",54.0,4,18,10
2006,122,0,10885,Robert Allenby,"13' 5""",120.5,9,37,2
2006,123,0,26420,Richard Johnson,"13' 3""",26.5,2,18,9
2006,123,0,23307,Roger Tambellini,"13' 3""",26.417,2,17,9
2006,125,0,1945,Kenny Perry,"13' 2""",26.25,2,16,11
2006,126,0,21660,Jason Schultz,"13' 1""",13.083,1,13,13
2006,127,0,23048,Eric Axley,"13' 0""",64.917,5,24,2
2006,128,0,1685,J.L. Lewis,"12' 11""",12.917,1,13,13
2006,128,0,12660,Jesper Parnevik,"12' 11""",103.083,8,22,4
2006,130,0,2101,Joey Sindelar,"12' 9""",51.083,4,27,3
2006,131,0,12782,Tim Herron,"12' 8""",38.083,3,16,7
2006,132,0,21961,Charles Howell III,"12' 5""",37.25,3,20,5
2006,133,0,24502,Adam Scott,"12' 4""",49.167,4,24,2
2006,134,0,23983,Luke Donald,"12' 2""",24.25,2,19,5
2006,135,0,20850,Daniel Chopra,"12' 0""",120.0,10,25,4
2006,135,0,26360,Bubba Dickerson,"12' 0""",35.917,3,22,7
2006,137,0,6197,Michael Allen,"11' 10""",59.25,5,19,7
2006,137,0,1219,John Cook,"11' 10""",23.583,2,17,6
2006,139,0,20645,John Senden,"11' 9""",70.667,6,26,4
2006,140,0,1161,Mark Calcavecchia,"11' 8""",23.25,2,12,11
2006,140,0,6621,Joe Durant,"11' 8""",70.0,6,26,2
2006,142,0,12716,Charley Hoffman,"11' 7""",92.667,8,24,6
2006,142,0,10860,Justin Leonard,"11' 7""",23.167,2,12,11
2006,144,0,22378,Trevor Immelman,"10' 11""",76.25,7,26,3
2006,145,0,2206,David Toms,"10' 10""",54.25,5,24,"2"""
2006,146,0,6004,Stephen Ames,"10' 9""",53.667,5,38,3
2006,146,0,7867,Woody Austin,"10' 9""",53.583,5,21,2
2006,148,0,22892,Jason Gore,"10' 7""",95.417,9,20,2
2006,149,0,22913,John Rollins,"10' 5""",83.5,8,32,3
2006,150,0,22548,Patrick Sheehan,"10' 2""",60.75,6,20,"9"""
2006,151,0,28780,Nicholas Thompson,"9' 10""",49.167,5,20,4
2006,152,0,7013,Wes Short Jr.,"9' 9""",29.167,3,11,7
2006,153,0,1139,Olin Browne,"9' 7""",19.167,2,15,4
2006,153,0,20628,Arron Oberholser,"9' 7""",38.417,4,18,2
2006,155,0,1142,Bart Bryant,"9' 5""",28.167,3,15,2
2006,155,0,23135,Tim Clark,"9' 5""",9.417,1,9,9
2006,155,0,25935,John Engler Jr.,"9' 5""",18.75,2,14,5
2006,155,0,23616,Ryan Hietala,"9' 5""",28.167,3,14,7
2006,155,0,24781,Hunter Mahan,"9' 5""",28.167,3,11,6
2006,155,0,25632,Jimmy Walker,"9' 5""",9.417,1,9,9
2006,161,0,1329,Brad Faxon,"9' 4""",18.583,2,11,8
2006,162,0,19846,Brian Gay,"9' 1""",18.083,2,13,6
2006,163,0,21646,David Branshaw,"8' 10""",44.25,5,15,3
2006,163,0,1226,Fred Couples,"8' 10""",26.5,3,13,6
2006,165,0,27943,Matt Hansen,"8' 7""",25.667,3,12,3
2006,166,0,24361,Pat Perez,"8' 5""",16.833,2,10,7
2006,166,0,25804,Bubba Watson,"8' 5""",67.25,8,24,"2"""
2006,168,0,22371,Aaron Baddeley,"8' 4""",33.333,4,13,3
2006,169,0,23673,Michael Connell,"8' 3""",16.417,2,11,6
2006,170,0,19881,Robert Damron,"8' 2""",16.25,2,14,3
2006,171,0,20105,Jeff Gove,"8' 1""",16.083,2,10,6
2006,171,0,20382,Stephen Leaney,"8' 1""",8.083,1,8,8
2006,173,0,21209,Sergio Garcia,"7' 9""",23.167,3,9,6
2006,174,0,6034,Marco Dawson,"7' 7""",22.75,3,17,"4"""
2006,175,0,1577,Lee Janzen,"7' 3""",7.25,1,7,7
2006,176,0,1035,Tommy Armour III,"6' 11""",6.917,1,7,7
2006,177,0,21350,Ryuji Imada,"6' 10""",20.5,3,9,3
2006,178,0,27770,Camilo Villegas,"6' 5""",51.5,8,12,2
2006,179,0,6527,Steve Stricker,"4' 5""",8.75,2,6,3
2006,180,0,20121,Todd Fischer,"3' 10""",3.833,1,4,4
2006,181,0,20098,Stuart Appleby,"3' 5""",3.417,1,3,3
2006,182,0,1599,Steve Jones,"3' 4""",3.333,1,3,3
2006,182,0,8385,Omar Uresti,"3' 4""",3.333,1,3,3
2006,182,0,19913,Ron Whittaker,"3' 4""",3.333,1,3,3
2006,185,0,1132,Mark Brooks,"2' 6""",2.5,1,3,3
2006,185,0,25842,Jon Mills,"2' 6""",2.5,1,3,3
2005,1,0,1313,Steve Elkington,"66' 4""",66.333,1,66,66
