YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2024,1,0,28775,Nate Lashley,"17' 7""",351.417,20,+3
2024,2,0,51766,Wyndham Clark,"18' 1""",452.5,25,-2
2024,3,0,50493,Justin Suh,"18' 10""",358.583,19,-3
2024,4,0,28237,Rory McIlroy,"19' 0""",550.833,29,-6
2024,5,0,48153,Matthieu Pavon,"19' 1""",458.75,24,+3
2024,6,0,39327,Ben Silverman,"19' 6""",546.833,28,-1
2024,7,0,59866,Nick Dunlap,"19' 7""",470.5,24,+2
2024,8,0,37455,Si Woo Kim,"19' 11""",698.417,35,-1
2024,9,0,34587,Chan Kim,"20' 3""",689.833,34,-1
2024,10,0,52955,Ludvig Åberg,"20' 4""",589.833,29,E
2024,10,0,29535,Brice Garnett,"20' 4""",264.833,13,-1
2024,12,0,36801,Mark Hubbard,"20' 8""",660.5,32,+7
2024,12,0,50095,Austin Smotherman,"20' 8""",578.833,28,-2
2024,14,0,54421,Garrick Higgo,"21' 2""",782.167,37,-1
2024,15,0,46717,Viktor Hovland,"21' 4""",618.083,29,-4
2024,15,0,30927,Brendon Todd,"21' 4""",854.333,40,-6
2024,17,0,31646,Emiliano Grillo,"21' 6""",559.833,26,+3
2024,18,0,33653,Thomas Detry,"21' 7""",495.583,23,-3
2024,19,0,33408,Tyson Alexander,"21' 8""",519.5,24,-1
2024,19,0,40026,Daniel Berger,"21' 8""",498.333,23,-2
2024,19,0,34098,Russell Henley,"21' 8""",325.25,15,-3
2024,19,0,35461,Beau Hossler,"21' 8""",800.167,37,-4
2024,23,0,52375,Doug Ghim,"21' 9""",629.75,29,-6
2024,24,0,30926,Chris Kirk,"21' 10""",786.5,36,E
2024,25,0,59143,Mac Meissner,"21' 11""",657.333,30,-1
2024,25,0,57366,Cameron Young,"21' 11""",656.75,30,+2
2024,27,0,54576,Patrick Fishburn,"22' 0""",880.167,40,-2
2024,28,0,40162,Justin Lower,"22' 1""",728.833,33,+1
2024,28,0,57900,Chandler Phillips,"22' 1""",993.667,45,+1
2024,30,0,48081,Xander Schauffele,"22' 2""",642.083,29,+2
2024,31,0,33968,Thorbjørn Olesen,"22' 3""",601.583,27,+4
2024,32,0,33486,Roger Sloan,"22' 5""",716.083,32,+2
2024,33,0,47983,Chad Ramey,"22' 6""",765.833,34,-1
2024,33,0,34046,Jordan Spieth,"22' 6""",968.833,43,-1
2024,35,0,39975,Michael Kim,"22' 7""",676.417,30,+1
2024,36,0,40058,Zac Blair,"22' 9""",706.083,31,+2
2024,36,0,54591,Ben Griffin,"22' 9""",1024.083,45,-3
2024,36,0,47988,Nick Hardy,"22' 9""",885.667,39,+1
2024,39,0,50484,Hayden Springer,"22' 10""",889.083,39,-4
2024,39,0,40115,Adam Svensson,"22' 10""",798.917,35,+3
2024,41,0,51997,Andrew Novak,"23' 1""",809.167,35,-3
2024,41,0,34256,Andrew Putnam,"23' 1""",761.583,33,+4
2024,43,0,35310,Lanto Griffin,"23' 3""",488.917,21,+1
2024,43,0,51287,Ryo Hisatsune,"23' 3""",605.0,26,-1
2024,45,0,29478,Kevin Kisner,"23' 4""",489.5,21,E
2024,46,0,23108,Matt Kuchar,"23' 5""",842.0,36,-3
2024,47,0,52666,Sami Valimaki,"23' 6""",704.167,30,+5
2024,48,0,35532,Tom Hoge,"23' 8""",733.5,31,-4
2024,49,0,48319,Tom Whitney,"23' 9""",713.167,30,-1
2024,50,0,35450,Patrick Cantlay,"23' 10""",524.75,22,-5
2024,50,0,27644,Brian Harman,"23' 10""",810.417,34,+2
2024,52,0,55182,Tom Kim,"23' 11""",621.917,26,E
2024,53,0,32366,Kevin Chappell,"24' 1""",626.167,26,+4
2024,53,0,29725,Tony Finau,"24' 1""",650.083,27,-2
2024,55,0,34563,Chesson Hadley,"24' 2""",653.417,27,+1
2024,55,0,29908,C.T. Pan,"24' 2""",434.667,18,+1
2024,57,0,40250,Taylor Pendrith,"24' 3""",1041.5,43,+5
2024,58,0,46414,Aaron Rai,"24' 4""",413.167,17,+1
2024,59,0,28089,Jason Day,"24' 5""",488.167,20,+4
2024,59,0,40098,Matt Fitzpatrick,"24' 5""",805.75,33,E
2024,61,0,51890,Greyson Sigg,"24' 6""",367.083,15,E
2024,61,0,35617,Martin Trainer,"24' 6""",660.667,27,-4
2024,63,0,39971,Sungjae Im,"24' 7""",1130.417,46,+7
2024,64,0,60767,Blaine Hale Jr.,"24' 8""",838.333,34,+2
2024,64,0,52453,Nicolai Højgaard,"24' 8""",690.75,28,+9
2024,64,0,50525,Collin Morikawa,"24' 8""",443.25,18,-1
2024,67,0,12716,Charley Hoffman,"24' 10""",769.0,31,+8
2024,67,0,46442,Maverick McNealy,"24' 10""",943.167,38,+3
