YEAR,MOVEMENT,PLAYER_ID,PLAYER,MONEY
2024,0,8793,Tiger Woods,$120999166
2024,0,28237,Rory McIlroy,$90989348
2024,0,46046,Scottie Scheffler,$71793586
2024,0,10809,Jim Furyk,$71507269
2024,0,6567,Vijay Singh,$71281216
2024,0,24502,Adam Scott,$67956165
2024,0,22405,Justin Rose,$64878042
2024,0,34046,Jordan Spieth,$62741970
2024,0,28089,Jason Day,$61131363
2024,0,23108,Matt Kuchar,$60228357
2024,0,33448,Justin Thomas,$59705364
2024,0,48081,Xander Schauffele,$57295643
2024,0,32839,Hideki Matsuyama,$55422165
2024,0,32102,Rickie Fowler,$50695281
2024,0,6522,Ernie Els,$49385600
2024,0,24024,Zach Johnson,$49052873
2024,0,35450,Patrick Cantlay,$48303326
2024,0,33141,Keegan Bradley,$47421703
2024,0,29221,Webb Simpson,$45753288
2024,0,1706,Davis Love III,$44959243
2024,0,6527,Steve Stricker,$44936354
2024,0,20229,Stewart Cink,$43905340
2024,0,29725,Tony Finau,$43085471
2024,0,2206,David Toms,$41901709
2024,0,27649,Brandt Snedeker,$40926686
2024,0,29420,Billy Horschel,$40219937
2024,0,27644,Brian Harman,$38099680
2024,0,23983,Luke Donald,$37686580
2024,0,25900,Lucas Glover,$37279652
2024,0,23621,Rory Sabbatini,$36119041
2024,0,12716,Charley Hoffman,$35284543
2024,0,50525,Collin Morikawa,$34859707
2024,0,26596,Ryan Moore,$34442506
2024,0,31323,Gary Woodland,$34339037
2024,0,10860,Justin Leonard,$33884793
2024,0,23320,Ryan Palmer,$33657182
2024,0,24357,K.J. Choi,$32803596
2024,0,30926,Chris Kirk,$32154542
2024,0,1945,Kenny Perry,$32123130
2024,0,34098,Russell Henley,$31993190
2024,0,34099,Harris English,$31422313
2024,0,46717,Viktor Hovland,$31306505
2024,0,20157,Retief Goosen,$31301518
2024,0,24924,Bill Haas,$31109748
2024,0,24781,Hunter Mahan,$30786458
2024,0,22046,Geoff Ogilvy,$30626566
2024,0,39971,Sungjae Im,$29899508
2024,0,20098,Stuart Appleby,$29828521
2024,0,27095,Nick Watney,$29391632
2024,0,29478,Kevin Kisner,$29285023
2024,0,8075,Jerry Kelly,$29111709
2024,0,25686,Jason Dufner,$28307325
2024,0,10423,Mike Weir,$28043420
2024,0,47504,Sam Burns,$27929623
2024,0,25632,Jimmy Walker,$27710805
2024,0,2239,Scott Verplank,$27500225
2024,0,10885,Robert Allenby,$27492076
2024,0,39977,Max Homa,$27454338
2024,0,27214,Kevin Streelman,$27232694
2024,0,12510,Chad Campbell,$26817362
2024,0,37455,Si Woo Kim,$26713555
2024,0,51766,Wyndham Clark,$26580951
2024,0,20766,Padraig Harrington,$26323389
2024,0,40098,Matt Fitzpatrick,$25965458
2024,0,27141,J.B. Holmes,$25846355
2024,0,24140,Sean O'Hair,$25383494
2024,0,40026,Daniel Berger,$25263297
2024,0,30911,Tommy Fleetwood,$24934431
2024,0,33399,Adam Hadwin,$24265674
2024,0,19846,Brian Gay,$24242019
2024,0,1161,Mark Calcavecchia,$24216436
2024,0,23135,Tim Clark,$23942321
2024,0,22371,Aaron Baddeley,$23904834
2024,0,25818,Scott Piercy,$23686573
2024,0,33204,Shane Lowry,$23225759
2024,0,27770,Camilo Villegas,$23019747
2024,0,1226,Fred Couples,$22860334
2024,0,25345,Carl Pettersson,$22688674
2024,0,27936,Martin Laird,$22686466
2024,0,34363,Tyrrell Hatton,$22682111
2024,0,6251,Chris DiMarco,$22656443
2024,0,39997,Corey Conners,$22648554
2024,0,31646,Emiliano Grillo,$22442258
2024,0,26476,Chez Reavie,$22028831
2024,0,23541,Ben Crane,$21751932
2024,0,20645,John Senden,$21654648
2024,0,1320,Bob Estes,$21628540
2024,0,1677,Tom Lehman,$21509830
2024,0,23623,Bo Van Pelt,$21402289
2024,0,1381,Fred Funk,$21310437
2024,0,35532,Tom Hoge,$20979051
2024,0,1968,Nick Price,$20576104
2024,0,24925,Jonathan Byrd,$20401627
2024,0,1766,Billy Mayfair,$20303642
2024,0,6004,Stephen Ames,$19718160
2024,0,30927,Brendon Todd,$19496749
2024,0,12782,Tim Herron,$19382388
2024,0,23325,Vaughn Taylor,$19379410
2024,0,1724,Jeff Maggert,$19364566
2024,0,49771,J.T. Poston,$19274341
2024,0,51634,Sahith Theegala,$19084590
2024,0,9011,David Duval,$18983931
2024,0,47483,Will Zalatoris,$18951408
2024,0,33948,Byeong Hun An,$18883345
2024,0,30692,Scott Stallings,$18706161
2024,0,1527,Scott Hoch,$18530156
2024,0,22913,John Rollins,$18446947
2024,0,25198,Francesco Molinari,$18426434
2024,0,27064,Jhonattan Vegas,$18407757
2024,0,7457,Steve Flesch,$18299945
2024,0,21731,Freddie Jacobson,$18191698
2024,0,35506,Mackenzie Hughes,$18186651
2024,0,2104,Jeff Sluman,$18165266
2024,0,25493,Nick Taylor,$17832566
2024,0,49960,Sepp Straka,$17823037
2024,0,1329,Brad Faxon,$17769249
2024,0,32366,Kevin Chappell,$17635011
2024,0,47993,Denny McCarthy,$17480007
2024,0,33122,Russell Knox,$17448861
2024,0,27129,Luke List,$17319653
2024,0,30110,Kyle Stanley,$17082222
2024,0,23353,J.J. Henry,$16925357
2024,0,1797,Rocco Mediate,$16824617
2024,0,7867,Woody Austin,$16580132
2024,0,27349,Alex Noren,$16164441
2024,0,24507,Jason Bohn,$16062113
2024,0,1577,Lee Janzen,$16040639
2024,0,20572,Rod Pampling,$16039993
2024,0,1928,Corey Pavin,$16021370
2024,0,57366,Cameron Young,$15970783
2024,0,22293,Heath Slocum,$15948701
2024,0,2223,Bob Tway,$15785815
2024,0,36699,Patrick Rodgers,$15668630
2024,0,6595,Kevin Sutherland,$15658171
2024,0,34256,Andrew Putnam,$15575943
2024,0,1313,Steve Elkington,$15505418
2024,0,21878,Mark Wilson,$15343537
2024,0,12660,Jesper Parnevik,$15321627
2024,0,2170,Hal Sutton,$15267685
2024,0,45157,Cam Davis,$15266422
2024,0,39546,Keith Mitchell,$15215573
2024,0,26289,Boo Weekley,$15167517
2024,0,2010,Loren Roberts,$15154767
2024,0,1707,Steve Lowery,$15128611
2024,0,32640,Troy Merritt,$15080048
2024,0,24358,Robert Garrigus,$14986941
2024,0,1553,John Huston,$14967146
2024,0,1941,Tom Pernice Jr.,$14950594
2024,0,55182,Tom Kim,$14822724
2024,0,20848,Ángel Cabrera,$14583622
2024,0,1876,Greg Norman,$14484458
2024,0,1042,Paul Azinger,$14467496
2024,0,1457,Jay Haas,$14456502
2024,0,1887,Mark O'Meara,$14325371
2024,0,6621,Joe Durant,$14181693
2024,0,2214,Kirk Triplett,$14096656
2024,0,28252,Seamus Power,$14036235
2024,0,12680,Shigeki Maruyama,$13809170
2024,0,22621,Ben Curtis,$13779910
2024,0,32757,Patton Kizzire,$13638595
2024,0,21753,Brian Davis,$13382405
2024,0,27963,Chris Stroud,$13368857
2024,0,34431,Robert Streb,$13296183
2024,0,20498,Briny Baird,$13251178
2024,0,52955,Ludvig Åberg,$12978541
2024,0,20472,Alex Cejka,$12940761
2024,0,6643,Paul Goydos,$12816967
2024,0,32448,James Hahn,$12790975
2024,0,28475,Jeff Overton,$12790635
2024,0,32791,K.H. Lee,$12702973
2024,0,1219,John Cook,$12685199
2024,0,32150,Michael Thompson,$12650720
2024,0,10585,Scott McCarron,$12649527
2024,0,39324,J.J. Spaun,$12637696
2024,0,6575,Dudley Hart,$12635726
2024,0,22378,Trevor Immelman,$12628762
2024,0,26951,Johnson Wagner,$12591106
2024,0,1024,Billy Andrade,$12494805
2024,0,6373,José María Olazábal,$12421145
2024,0,34076,Joel Dahmen,$12407178
2024,0,35461,Beau Hossler,$12401517
2024,0,34563,Chesson Hadley,$12352126
2024,0,24490,George McNeill,$12232901
2024,0,1948,Tim Petrovic,$12193429
2024,0,46442,Maverick McNealy,$12192800
2024,0,31560,Brian Stuard,$12128718
2024,0,48117,Kurt Kitayama,$12060633
2024,0,25240,D.A. Points,$11986279
2024,0,2246,Duffy Waldorf,$11932543
2024,0,49964,Aaron Wise,$11856231
2024,0,11032,Frank Lickliter II,$11841515
2024,0,47347,Adam Schenk,$11700770
2024,0,23638,Brendon de Jonge,$11568484
2024,0,31202,William McGirt,$11540428
2024,0,20127,Chris Riley,$11525199
2024,0,29908,C.T. Pan,$11521443
2024,0,21805,Harrison Frazar,$11456390
2024,0,34409,David Lingmerth,$11446261
2024,0,2101,Joey Sindelar,$11196462
2024,0,34174,John Huh,$11160135
2024,0,23800,Bryce Molder,$11142502
2024,0,23788,D.J. Trahan,$11134640
2024,0,2256,Tom Watson,$11081140
2024,0,7749,Brett Quigley,$11058693
2024,0,1633,Tom Kite,$11041042
2024,0,20593,Greg Chalmers,$10882309
2024,0,29479,Scott Brown,$10875266
2024,0,20104,Ken Duke,$10836211
2024,0,1666,Bernhard Langer,$10759526
2024,0,36801,Mark Hubbard,$10687144
2024,0,20094,Jonathan Kaye,$10597848
2024,0,27974,Sung Kang,$10514382
2024,0,27895,Jonas Blixt,$10500435
2024,0,34466,Peter Malnati,$10382544
2024,0,33413,Ben Martin,$10289309
2024,0,1249,John Daly,$10270681
2024,0,28307,Matt Every,$10238493
2024,0,21949,Joe Ogilvie,$10149923
2024,0,45522,Christiaan Bezuidenhout,$10149760
2024,0,26758,David Hearn,$10090312
2024,0,20160,Charlie Wi,$10079659
2024,0,2133,Craig Stadler,$10021897
2024,0,12652,Cameron Beckman,$9870919
2024,0,26679,Kevin Stadler,$9759661
2024,0,25562,Andres Romero,$9700831
2024,0,34021,Bud Cauley,$9687390
2024,0,49947,Taylor Moore,$9682254
2024,0,36799,Stephan Jaeger,$9662336
2024,0,23614,Rich Beem,$9656392
2024,0,20634,Peter Lonard,$9501202
2024,0,1035,Tommy Armour III,$9458248
2024,0,1132,Mark Brooks,$9455441
2024,0,12823,Carlos Franco,$9437758
2024,0,27120,Troy Matteson,$9392206
2024,0,40250,Taylor Pendrith,$9280680
2024,0,8931,Glen Day,$9241922
2024,0,21350,Ryuji Imada,$9229743
2024,0,37275,Sam Ryder,$9217672
2024,0,47591,Eric Cole,$9211178
2024,0,1378,David Frost,$9195639
2024,0,27933,John Merrick,$9156550
2024,0,6515,Shaun Micheel,$9139260
2024,0,6573,Brandt Jobe,$9000273
2024,0,24846,Ricky Barnes,$8995860
2024,0,40006,Erik van Rooyen,$8926012
2024,0,12602,Dean Wilson,$8924744
2024,0,24663,Y.E. Yang,$8768257
2024,0,19825,Darren Clarke,$8733277
2024,0,1388,Robert Gamez,$8712304
2024,0,1361,Dan Forsman,$8687983
2024,0,32333,Kevin Tway,$8629391
2024,0,31557,Jim Herman,$8621528
2024,0,52372,Cameron Champ,$8549809
2024,0,46414,Aaron Rai,$8539457
2024,0,1139,Olin Browne,$8523672
2024,0,1723,Andrew Magee,$8512753
2024,0,40115,Adam Svensson,$8509992
2024,0,1920,Craig Parry,$8481456
2024,0,28775,Nate Lashley,$8439172
2024,0,8537,J.P. Hayes,$8391404
2024,0,47995,Davis Riley,$8336328
2024,0,32139,Danny Willett,$8180686
2024,0,29535,Brice Garnett,$8154029
2024,0,1619,Skip Kendall,$8087631
2024,0,29289,S.Y. Noh,$8086211
2024,0,19803,Ryan Armour,$8051238
2024,0,24912,Will MacKenzie,$8050755
2024,0,1926,Steve Pate,$8039988
2024,0,20850,Daniel Chopra,$8007885
2024,0,35310,Lanto Griffin,$7961755
2024,0,56630,Akshay Bhatia,$7950825
2024,0,1823,Larry Mize,$7947092
2024,0,52215,Robert MacIntyre,$7873395
2024,0,1569,Peter Jacobsen,$7799810
2024,0,54628,Lee Hodges,$7781252
2024,0,57362,Austin Eckroat,$7757945
2024,0,40058,Zac Blair,$7671673
2024,0,20628,Arron Oberholser,$7665222
2024,0,35449,Adam Long,$7611884
2024,0,2159,Curtis Strange,$7599951
2024,0,21959,Ted Purdy,$7431369
2024,0,12645,Brent Geiberger,$7374382
2024,0,8375,Paul Stankowski,$7357259
2024,0,39975,Michael Kim,$7191550
2024,0,1235,Ben Crenshaw,$7139756
2024,0,45609,Tyler Duncan,$7086715
2024,0,28679,Fabián Gómez,$7084309
2024,0,52375,Doug Ghim,$7051161
2024,0,23322,Brett Wetterich,$7008473
2024,0,48887,Matt Wallace,$6958155
2024,0,1418,Bill Glasson,$6912619
2024,0,29970,Dylan Frittelli,$6897787
2024,0,1943,Chris Perry,$6866671
2024,0,1761,Len Mattiace,$6863198
2024,0,23718,Nathan Green,$6856057
2024,0,25274,Steven Bowditch,$6839023
2024,0,47128,Richy Werenski,$6789530
2024,0,28259,Sangmoon Bae,$6787198
2024,0,2099,Scott Simpson,$6778273
2024,0,58168,Davis Thompson,$6771110
2024,0,33410,Andrew Landry,$6770554
2024,0,54591,Ben Griffin,$6722886
2024,0,36871,Matt NeSmith,$6699445
2024,0,46435,Austin Cook,$6642009
