YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2021,0,46970,Jon Rahm,4.44,631,142
2021,0,35450,Patrick Cantlay,4.46,607,136
2021,0,48081,Xander Schauffele,4.46,607,136
2021,0,35891,Cameron Smith,4.46,607,136
2021,0,39977,Max Homa,4.47,643,144
2021,0,34099,Harris English,4.48,658,147
2021,0,36689,Brooks Koepka,4.48,475,106
2021,0,30944,Jason Kokrak,4.48,677,151
2021,0,26329,Louis Oosthuizen,4.48,587,131
2021,0,47959,Bryson DeChambeau,4.49,611,136
2021,0,29221,Webb Simpson,4.49,543,121
2021,0,46717,Viktor Hovland,4.51,641,142
2021,0,21209,Sergio Garcia,4.52,542,120
2021,0,47504,Sam Burns,4.53,634,140
2021,0,34046,Jordan Spieth,4.53,706,156
2021,0,47483,Will Zalatoris,4.54,658,145
2021,0,45486,Joaquin Niemann,4.55,750,165
2021,0,32139,Danny Willett,4.55,355,78
2021,0,56278,Matthew Wolff,4.55,455,100
2021,0,33141,Keegan Bradley,4.56,671,147
2021,0,28420,Ryan Brehm,4.56,451,99
2021,0,28237,Rory McIlroy,4.56,602,132
2021,0,36871,Matthew NeSmith,4.56,679,149
2021,0,23320,Ryan Palmer,4.56,611,134
2021,0,40026,Daniel Berger,4.57,622,136
2021,0,39997,Corey Conners,4.57,800,175
2021,0,46046,Scottie Scheffler,4.57,796,174
2021,0,51894,Vince Whaley,4.57,635,139
2021,0,35461,Beau Hossler,4.58,683,149
2021,0,31420,Anirban Lahiri,4.58,495,108
2021,0,26851,Marc Leishman,4.58,614,134
2021,0,32839,Hideki Matsuyama,4.58,751,164
2021,0,50525,Collin Morikawa,4.58,605,132
2021,0,33667,Carlos Ortiz,4.58,715,156
2021,0,33419,Cameron Tringale,4.58,719,157
2021,0,33120,Mark Anderson,4.59,445,97
2021,0,45157,Cam Davis,4.59,730,159
2021,0,46402,Talor Gooch,4.59,711,155
2021,0,49766,Hank Lebioda,4.59,546,119
2021,0,32791,K.H. Lee,4.59,804,175
2021,0,33486,Roger Sloan,4.59,629,137
2021,0,40006,Erik van Rooyen,4.59,523,114
2021,0,34174,John Huh,4.6,446,97
2021,0,39971,Sungjae Im,4.6,943,205
2021,0,30925,Dustin Johnson,4.6,506,110
2021,0,27129,Luke List,4.6,695,151
2021,0,39546,Keith Mitchell,4.6,602,131
2021,0,22405,Justin Rose,4.6,409,89
2021,0,28089,Jason Day,4.61,530,115
2021,0,29970,Dylan Frittelli,4.61,576,125
2021,0,35310,Lanto Griffin,4.61,729,158
2021,0,27644,Brian Harman,4.61,743,161
2021,0,21961,Charles Howell III,4.61,558,121
2021,0,30163,Henrik Norlander,4.61,654,142
2021,0,24140,Sean O'Hair,4.61,406,88
2021,0,36699,Patrick Rodgers,4.61,816,177
2021,0,33448,Justin Thomas,4.61,664,144
2021,0,32333,Kevin Tway,4.61,466,101
2021,0,27064,Jhonattan Vegas,4.61,668,145
2021,0,49964,Aaron Wise,4.61,595,129
2021,0,56762,Will Gordon,4.62,670,145
2021,0,27936,Martin Laird,4.62,679,147
2021,0,47993,Denny McCarthy,4.62,716,155
2021,0,40042,Tyler McCumber,4.62,522,113
2021,0,47347,Adam Schenk,4.62,772,167
2021,0,27649,Brandt Snedeker,4.62,624,135
2021,0,49960,Sepp Straka,4.62,698,151
2021,0,35658,Kris Ventura,4.62,559,121
2021,0,51766,Wyndham Clark,4.63,606,131
2021,0,40098,Matt Fitzpatrick,4.63,532,115
2021,0,48822,Sebastián Muñoz,4.63,829,179
2021,0,27556,Ted Potter Jr.,4.63,551,119
2021,0,34360,Patrick Reed,4.63,648,140
2021,0,23788,D.J. Trahan,4.63,523,113
2021,0,27770,Camilo Villegas,4.63,570,123
2021,0,34314,Sebastian Cappelen,4.64,441,95
2021,0,30911,Tommy Fleetwood,4.64,469,101
2021,0,31557,Jim Herman,4.64,515,111
2021,0,33597,Harry Higgs,4.64,635,137
2021,0,12716,Charley Hoffman,4.64,757,163
2021,0,33413,Ben Martin,4.64,418,90
2021,0,22056,Cameron Percy,4.64,627,135
2021,0,37275,Sam Ryder,4.64,673,145
2021,0,26331,Charl Schwartzel,4.64,747,161
2021,0,25364,Paul Casey,4.65,586,126
2021,0,29420,Billy Horschel,4.65,651,140
2021,0,25396,Kevin Na,4.65,679,146
2021,0,27349,Alex Noren,4.65,655,141
2021,0,46441,Robby Shelton,4.65,619,133
2021,0,30692,Scott Stallings,4.65,590,127
2021,0,27214,Kevin Streelman,4.65,740,159
2021,0,27330,Josh Teater,4.65,395,85
2021,0,34255,Joseph Bramlett,4.66,639,137
2021,0,29725,Tony Finau,4.66,699,150
2021,0,32662,Michael Gligic,4.66,639,137
2021,0,29478,Kevin Kisner,4.66,583,125
2021,0,32757,Patton Kizzire,4.66,797,171
