YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
2000,0,1569,Peter Jacobsen,64.3,254,395
2000,0,20127,Chris Riley,64.15,383,597
2000,0,1361,Dan Forsman,64.12,336,524
2000,0,1945,Kenny Perry,63.9,246,385
2000,0,2239,Scott Verplank,63.8,363,569
2000,0,12680,Shigeki Maruyama,63.65,331,520
2000,0,6012,Greg Kraft,63.56,389,612
2000,0,2010,Loren Roberts,63.53,317,499
2000,0,11032,Frank Lickliter II,63.49,407,641
2000,0,2170,Hal Sutton,63.29,300,474
2000,0,10809,Jim Furyk,63.17,331,524
2000,0,1307,Joel Edwards,63.09,347,550
2000,0,1116,Michael Bradley,63.08,299,474
2000,0,6643,Paul Goydos,62.93,399,634
2000,0,20229,Stewart Cink,62.85,318,506
2000,0,10885,Robert Allenby,62.83,333,530
2000,0,1161,Mark Calcavecchia,62.8,309,492
2000,0,11653,Paul Curry,62.74,298,475
2000,0,1996,Mike Reid,62.68,262,418
2000,0,6595,Kevin Sutherland,62.66,334,533
2000,0,1157,Tom Byrum,62.55,329,526
2000,0,1381,Fred Funk,62.14,371,597
2000,0,1968,Nick Price,62.14,215,346
2000,0,12645,Brent Geiberger,62.13,274,441
2000,0,1938,David Peoples,62.08,334,538
2000,0,1331,Rick Fehr,62.05,291,469
2000,0,10860,Justin Leonard,62.02,320,516
2000,0,8075,Jerry Kelly,61.99,411,663
2000,0,1797,Rocco Mediate,61.96,259,418
2000,0,10912,Craig Perks,61.89,328,530
2000,0,1139,Olin Browne,61.85,347,561
2000,0,6575,Dudley Hart,61.83,243,393
2000,0,1489,Steve Hart,61.8,330,534
2000,0,12660,Jesper Parnevik,61.73,242,392
2000,0,20095,Carl Paulson,61.73,371,601
2000,0,1320,Bob Estes,61.65,246,399
2000,0,19846,Brian Gay,61.62,387,628
2000,0,19881,Robert Damron,61.58,367,596
2000,0,6332,Neal Lancaster,61.55,365,593
2000,0,1219,John Cook,61.52,291,473
2000,0,1577,Lee Janzen,61.48,324,527
2000,0,1418,Bill Glasson,61.22,322,526
2000,0,10649,Tom Scherrer,61.19,350,572
2000,0,11011,Mike Sposa,61.17,282,461
2000,0,1203,Russ Cochran,61.15,255,417
2000,0,1329,Brad Faxon,61.14,376,615
2000,0,1374,Robin Freeman,61.13,379,620
2000,0,2104,Jeff Sluman,61.13,379,620
2000,0,6621,Joe Durant,61.11,286,468
2000,0,20094,Jonathan Kaye,61.1,421,689
2000,0,1823,Larry Mize,61.09,270,442
2000,0,1707,Steve Lowery,61.04,365,598
2000,0,24357,K.J. Choi,60.98,322,528
2000,0,8547,John Maginnes,60.96,395,648
2000,0,1527,Scott Hoch,60.89,355,583
2000,0,7867,Woody Austin,60.88,372,611
2000,0,21593,Keith Nolan,60.84,247,406
2000,0,1771,Blaine McCallister,60.83,351,577
2000,0,8385,Omar Uresti,60.82,371,610
2000,0,19824,Craig Barlow,60.76,350,576
2000,0,1920,Craig Parry,60.72,235,387
2000,0,1024,Billy Andrade,60.69,352,580
2000,0,6350,Bob May,60.68,284,468
2000,0,6004,Stephen Ames,60.66,333,549
2000,0,1035,Tommy Armour III,60.66,330,544
2000,0,12782,Tim Herron,60.66,333,549
2000,0,1098,Jay Don Blake,60.64,362,597
2000,0,6140,Sean Murphy,60.63,385,635
2000,0,10423,Mike Weir,60.54,316,522
2000,0,1376,Bob Friend,60.52,371,613
2000,0,8375,Paul Stankowski,60.51,259,428
2000,0,20593,Greg Chalmers,60.42,313,518
2000,0,1723,Andrew Magee,60.36,271,449
2000,0,2214,Kirk Triplett,60.36,306,507
2000,0,9011,David Duval,60.3,202,335
2000,0,1941,Tom Pernice Jr.,60.19,378,628
2000,0,1928,Corey Pavin,60.15,326,542
2000,0,1905,Joe Ozaki,60.06,191,318
2000,0,7753,Kevin Wentworth,60.0,342,570
2000,0,1132,Mark Brooks,59.96,337,562
2000,0,21949,Joe Ogilvie,59.86,346,578
2000,0,8993,Franklin Langham,59.85,319,533
2000,0,12652,Cameron Beckman,59.83,289,483
2000,0,1014,Fulton Allem,59.75,282,472
2000,0,10963,Jimmy Green,59.74,316,529
2000,0,1553,John Huston,59.7,280,469
2000,0,2245,Grant Waite,59.66,284,476
2000,0,1175,Jim Carter,59.64,368,617
2000,0,21209,Sergio Garcia,59.57,196,329
2000,0,10425,Jay Williamson,59.46,377,634
2000,0,21805,Harrison Frazar,59.44,255,429
2000,0,6036,Scott Dunlap,59.41,341,574
2000,0,8545,Glen Hnatiuk,59.41,281,473
2000,0,6515,Shaun Micheel,59.4,316,532
2000,0,1926,Steve Pate,59.31,325,548
2000,0,23621,Rory Sabbatini,59.17,326,551
2000,0,1887,Mark O'Meara,59.16,226,382
2000,0,10457,Frank Nobilo,59.15,336,568
2000,0,2279,Mark Wiebe,59.14,343,580
2000,0,8931,Glen Day,59.11,331,560
2000,0,1706,Davis Love III,59.06,290,491
2000,0,23125,Brad Elder,59.04,395,669
2000,0,22064,Craig Spence,59.01,347,588
2000,0,1040,Emlyn Aubrey,58.88,252,428
2000,0,6581,David Sutherland,58.87,355,603
2000,0,1063,Ben Bates,58.86,382,649
2000,0,7101,Dave Stockton Jr.,58.82,330,561
2000,0,20043,Edward Fryatt,58.78,358,609
2000,0,7749,Brett Quigley,58.75,235,400
2000,0,1724,Jeff Maggert,58.69,260,443
2000,0,1185,Brandel Chamblee,58.66,227,387
2000,0,1093,Ronnie Black,58.64,285,486
2000,0,8537,J.P. Hayes,58.6,327,558
2000,0,6251,Chris DiMarco,58.55,363,620
2000,0,1142,Bart Bryant,58.48,269,460
2000,0,1599,Steve Jones,58.48,269,460
2000,0,2218,Ted Tryba,58.44,464,794
2000,0,1943,Chris Perry,58.43,312,534
2000,0,20099,Doug Barron,58.42,281,481
2000,0,1323,Brad Fabel,58.37,359,615
2000,0,20105,Jeff Gove,58.28,292,501
2000,0,12449,Ryan Howison,58.25,332,570
2000,0,1533,P.H. Horgan III,58.12,247,425
2000,0,6567,Vijay Singh,58.08,266,458
2000,0,12388,Michael Clark II,58.07,295,508
2000,0,20029,Notah Begay III,57.99,265,457
2000,0,2206,David Toms,57.98,327,564
2000,0,10585,Scott McCarron,57.96,375,647
2000,0,10569,Mike Brisky,57.91,322,556
2000,0,1326,Nick Faldo,57.91,172,297
2000,0,21007,Gabriel Hjertstedt,57.88,312,539
2000,0,6044,Scott Gump,57.84,365,631
2000,0,2223,Bob Tway,57.82,281,486
2000,0,6090,Jim McGovern,57.78,193,334
2000,0,1619,Skip Kendall,57.77,379,656
2000,0,10117,Bob Heintz,57.76,346,599
2000,0,2257,Brian Watts,57.76,309,535
2000,0,1261,Jay Delsing,57.54,355,617
2000,0,1457,Jay Haas,57.53,294,511
2000,0,1378,David Frost,57.48,242,421
2000,0,1072,Chip Beck,57.34,207,361
2000,0,1685,J.L. Lewis,57.22,333,582
2000,0,6088,Steve Gotsche,57.19,318,556
2000,0,1927,Dennis Paulson,57.09,298,522
2000,0,23656,Jason Caron,57.06,291,510
2000,0,12823,Carlos Franco,56.95,295,518
2000,0,1677,Tom Lehman,56.9,198,348
2000,0,1226,Fred Couples,56.85,195,343
2000,0,2131,Mike Springer,56.83,308,542
2000,0,1388,Robert Gamez,56.68,246,434
2000,0,6613,Tommy Tolles,56.25,234,416
2000,0,12753,David Morland IV,56.15,306,545
2000,0,10201,Matt Gogel,55.97,300,536
2000,0,7763,Doug Dunakey,55.94,278,497
2000,0,19822,Bobby Cochran,55.83,292,523
2000,0,6014,Eric Booker,55.73,321,576
2000,0,1766,Billy Mayfair,55.58,284,511
2000,0,1282,Trevor Dodds,55.39,303,547
2000,0,6617,Brian Henninger,55.39,303,547
2000,0,8535,Gary Nicklaus,55.32,286,517
2000,0,6527,Steve Stricker,55.06,223,405
2000,0,2246,Duffy Waldorf,54.96,227,413
2000,0,1313,Steve Elkington,54.93,167,304
2000,0,24356,Jason Buha,54.85,277,505
2000,0,20574,Mathew Goggin,54.67,275,503
2000,0,10213,Dicky Pride,54.59,339,621
2000,0,10962,Bradley Hughes,54.55,288,528
2000,0,6062,Charles Raulerson,54.27,362,667
2000,0,22913,John Rollins,54.19,252,465
2000,0,20445,Casey Martin,54.14,281,519
2000,0,1549,Mike Hulbert,54.04,308,570
2000,0,8243,Aaron Bengoechea,53.94,267,495
2000,0,2101,Joey Sindelar,53.78,263,489
2000,0,8045,Perry Moss,53.57,165,308
2000,0,2133,Craig Stadler,53.55,219,409
2000,0,23614,Rich Beem,53.12,264,497
2000,0,6809,Bob Burns,53.12,298,561
2000,0,6573,Brandt Jobe,53.0,274,517
2000,0,1408,Kelly Gibson,52.54,238,453
2000,0,1975,Tom Purtzer,52.47,170,324
2000,0,1249,John Daly,52.23,246,471
2000,0,1510,Nolan Henke,51.92,270,520
2000,0,1191,Barry Cheesman,51.54,302,586
2000,0,7363,Craig Bowden,51.45,195,379
1999,0,1996,Mike Reid,68.84,327,475
1999,0,2104,Jeff Sluman,66.82,433,648
1999,0,1320,Bob Estes,66.25,428,646
1999,0,1968,Nick Price,65.41,242,370
1999,0,10809,Jim Furyk,64.6,376,582
1999,0,6078,Esteban Toledo,64.37,448,696
1999,0,6575,Dudley Hart,63.75,357,560
1999,0,1361,Dan Forsman,63.72,353,554
1999,0,20229,Stewart Cink,63.65,345,542
1999,0,1096,Phil Blackmar,63.64,392,616
1999,0,8793,Tiger Woods,63.56,232,365
1999,0,12782,Tim Herron,63.39,367,579
1999,0,1378,David Frost,63.32,366,578
1999,0,10860,Justin Leonard,63.31,371,586
1999,0,10649,Tom Scherrer,63.28,355,561
1999,0,2214,Kirk Triplett,62.95,316,502
1999,0,6522,Ernie Els,62.94,214,340
1999,0,6595,Kevin Sutherland,62.83,360,573
1999,0,1928,Corey Pavin,62.79,356,567
1999,0,6315,Pete Jordan,62.65,354,565
1999,0,20127,Chris Riley,62.58,378,604
1999,0,1920,Craig Parry,62.5,275,440
1999,0,2294,Willie Wood,62.5,335,536
1999,0,1175,Jim Carter,62.32,392,629
1999,0,1706,Davis Love III,62.09,262,422
1999,0,6044,Scott Gump,62.08,334,538
1999,0,1381,Fred Funk,62.04,407,656
1999,0,1527,Scott Hoch,61.95,368,594
1999,0,7749,Brett Quigley,61.9,260,420
1999,0,20098,Stuart Appleby,61.72,358,580
1999,0,12645,Brent Geiberger,61.66,378,613
1999,0,1766,Billy Mayfair,61.65,307,498
1999,0,1098,Jay Don Blake,61.6,361,586
1999,0,8993,Franklin Langham,61.55,389,632
1999,0,1724,Jeff Maggert,61.48,308,501
1999,0,10213,Dicky Pride,61.35,327,533
1999,0,6643,Paul Goydos,61.34,376,613
1999,0,1723,Andrew Magee,61.28,326,532
1999,0,1553,John Huston,61.19,268,438
1999,0,6012,Greg Kraft,61.19,402,657
1999,0,8547,John Maginnes,61.15,340,556
1999,0,9011,David Duval,61.14,236,386
1999,0,2010,Loren Roberts,61.14,321,525
1999,0,6014,Eric Booker,61.08,372,609
1999,0,1132,Mark Brooks,61.07,455,745
1999,0,2146,Payne Stewart,60.95,270,443
1999,0,1941,Tom Pernice Jr.,60.91,363,596
1999,0,6567,Vijay Singh,60.68,338,557
1999,0,1677,Tom Lehman,60.59,269,444
1999,0,1549,Mike Hulbert,60.55,422,697
1999,0,1127,Danny Briggs,60.52,305,504
1999,0,1533,P.H. Horgan III,60.46,370,612
1999,0,2223,Bob Tway,60.45,321,531
1999,0,6004,Stephen Ames,60.33,184,305
1999,0,2257,Brian Watts,60.32,304,504
1999,0,20593,Greg Chalmers,60.26,414,687
1999,0,1040,Emlyn Aubrey,60.24,200,332
1999,0,10423,Mike Weir,60.23,368,611
1999,0,19881,Robert Damron,60.18,470,781
1999,0,8931,Glen Day,60.18,343,570
1999,0,11032,Frank Lickliter II,60.15,391,650
1999,0,1510,Nolan Henke,60.07,331,551
1999,0,10885,Robert Allenby,60.04,281,468
1999,0,20094,Jonathan Kaye,59.77,367,614
1999,0,1823,Larry Mize,59.73,267,447
1999,0,7867,Woody Austin,59.71,335,561
1999,0,6527,Steve Stricker,59.6,267,448
1999,0,1943,Chris Perry,59.55,396,665
1999,0,1203,Russ Cochran,59.52,297,499
1999,0,1157,Tom Byrum,59.45,343,577
1999,0,1748,Doug Martin,59.41,385,648
1999,0,1926,Steve Pate,59.38,342,576
1999,0,1905,Joe Ozaki,59.32,210,354
1999,0,2023,Clarence Rose,59.31,188,317
1999,0,2245,Grant Waite,59.31,325,548
1999,0,8075,Jerry Kelly,59.26,416,702
1999,0,2131,Mike Springer,59.21,360,608
1999,0,2170,Hal Sutton,59.21,283,478
1999,0,10585,Scott McCarron,59.09,364,616
1999,0,10569,Mike Brisky,59.07,319,540
1999,0,2279,Mark Wiebe,59.06,290,491
1999,0,1261,Jay Delsing,58.99,269,456
1999,0,1771,Blaine McCallister,58.96,339,575
1999,0,1619,Skip Kendall,58.92,383,650
1999,0,1042,Paul Azinger,58.88,262,445
1999,0,1457,Jay Haas,58.87,292,496
1999,0,6617,Brian Henninger,58.84,366,622
1999,0,6036,Scott Dunlap,58.82,290,493
1999,0,1282,Trevor Dodds,58.81,357,607
1999,0,12660,Jesper Parnevik,58.81,237,403
1999,0,1569,Peter Jacobsen,58.74,289,492
1999,0,6251,Chris DiMarco,58.61,347,592
1999,0,1891,David Ogrin,58.61,228,389
1999,0,8375,Paul Stankowski,58.54,312,533
1999,0,1376,Bob Friend,58.49,458,783
1999,0,8537,J.P. Hayes,58.45,332,568
1999,0,2267,D.A. Weibring,58.45,211,361
1999,0,1418,Bill Glasson,58.43,260,445
1999,0,20124,Alan Bratton,58.35,311,533
1999,0,1139,Olin Browne,58.35,290,497
1999,0,7457,Steve Flesch,58.32,347,595
1999,0,1685,J.L. Lewis,58.32,340,583
1999,0,1219,John Cook,58.28,285,489
1999,0,1707,Steve Lowery,58.24,378,649
1999,0,1927,Dennis Paulson,58.2,362,622
1999,0,1014,Fulton Allem,58.18,288,495
1999,0,1331,Rick Fehr,58.17,274,471
1999,0,1072,Chip Beck,58.06,306,527
1999,0,10107,Deane Pappas,58.06,342,589
1999,0,1266,Clark Dennis,58.05,364,627
1999,0,10963,Jimmy Green,57.96,295,509
1999,0,1945,Kenny Perry,57.95,266,459
1999,0,21805,Harrison Frazar,57.92,351,606
1999,0,1388,Robert Gamez,57.92,212,366
1999,0,1313,Steve Elkington,57.88,224,387
1999,0,1323,Brad Fabel,57.88,338,584
1999,0,8045,Perry Moss,57.82,233,403
1999,0,1024,Billy Andrade,57.77,331,573
1999,0,2101,Joey Sindelar,57.77,264,457
1999,0,2206,David Toms,57.6,360,625
1999,0,6064,Jeff Gallagher,57.55,366,636
1999,0,1761,Len Mattiace,57.55,366,636
1999,0,11011,Mike Sposa,57.55,343,596
1999,0,1887,Mark O'Meara,57.54,206,358
1999,0,1329,Brad Faxon,57.43,255,444
1999,0,6332,Neal Lancaster,57.43,344,599
1999,0,1599,Steve Jones,57.4,194,338
1999,0,2133,Craig Stadler,57.39,167,291
1999,0,1249,John Daly,57.3,255,445
1999,0,10457,Frank Nobilo,57.22,305,533
1999,0,21949,Joe Ogilvie,57.19,346,605
1999,0,8385,Omar Uresti,57.1,378,662
1999,0,1797,Rocco Mediate,57.02,276,484
1999,0,2239,Scott Verplank,56.95,299,525
1999,0,6613,Tommy Tolles,56.85,307,540
1999,0,19846,Brian Gay,56.84,266,468
1999,0,1063,Ben Bates,56.81,371,653
1999,0,2008,Lee Rinker,56.77,327,576
1999,0,20029,Notah Begay III,56.68,335,591
1999,0,1577,Lee Janzen,56.62,308,544
1999,0,8553,Lee Porter,56.61,334,590
1999,0,1161,Mark Calcavecchia,56.5,313,554
1999,0,20099,Doug Barron,56.48,327,579
1999,0,6599,John Elliott,56.43,272,482
1999,0,7763,Doug Dunakey,56.4,313,555
1999,0,6140,Sean Murphy,56.23,298,530
1999,0,2242,Lanny Wadkins,56.21,249,443
1999,0,2218,Ted Tryba,56.2,376,669
1999,0,1093,Ronnie Black,56.03,195,348
1999,0,2007,Larry Rinker,56.03,344,614
1999,0,1810,Phil Mickelson,56.0,252,450
1999,0,23614,Rich Beem,55.94,240,429
1999,0,12823,Carlos Franco,55.86,243,435
1999,0,2246,Duffy Waldorf,55.81,264,473
1999,0,19824,Craig Barlow,55.66,310,557
1999,0,6062,Charles Raulerson,55.61,337,606
1999,0,20213,Katsumasa Miyamoto,55.58,214,385
1999,0,1185,Brandel Chamblee,55.56,275,495
1999,0,12663,Phil Tataurangi,55.45,295,532
1999,0,1191,Barry Cheesman,55.4,354,639
1999,0,7753,Kevin Wentworth,55.39,262,473
1999,0,10425,Jay Williamson,55.34,280,506
1999,0,6581,David Sutherland,55.33,327,591
1999,0,21007,Gabriel Hjertstedt,55.12,334,606
1999,0,10733,Kent Jones,55.08,244,443
1999,0,1374,Robin Freeman,55.02,263,478
1999,0,23621,Rory Sabbatini,54.89,286,521
1999,0,6655,Geoffrey Sisk,54.89,320,583
1999,0,6809,Bob Burns,54.67,328,600
1999,0,7781,Ty Armstrong,54.13,275,508
1999,0,8123,Jeff Brehaut,53.95,246,456
1999,0,12652,Cameron Beckman,53.9,283,525
1999,0,1385,Jim Gallagher Jr.,53.78,313,582
1999,0,20498,Briny Baird,53.64,243,453
1999,0,7101,Dave Stockton Jr.,53.58,322,601
1999,0,1116,Michael Bradley,53.31,266,499
1999,0,1035,Tommy Armour III,52.66,287,545
1999,0,1705,Tim Loustalot,52.65,248,471
1999,0,1226,Fred Couples,52.5,168,320
1999,0,2106,Chris Smith,52.06,265,509
1999,0,23623,Bo Van Pelt,52.01,272,523
1999,0,2321,Fuzzy Zoeller,51.93,188,362
1999,0,1975,Tom Purtzer,51.88,179,345
1999,0,2099,Scott Simpson,51.72,211,408
1999,0,10962,Bradley Hughes,50.58,305,603
1999,0,1604,Steve Jurgensen,50.0,212,424
1999,0,1633,Tom Kite,49.29,174,353
1999,0,6621,Joe Durant,48.58,205,422
1999,0,21959,Ted Purdy,48.29,226,468
1999,0,22292,David Seawell,47.76,181,379
1999,0,11123,Chris Couch,46.44,215,463
1999,0,23349,Charles Warren,46.28,218,471
1998,0,2146,Payne Stewart,66.22,296,447
1998,0,2104,Jeff Sluman,66.13,412,623
1998,0,2279,Mark Wiebe,66.02,338,512
1998,0,1353,Bruce Fleisher,65.57,318,485
1998,0,10809,Jim Furyk,65.26,370,567
1998,0,1748,Doug Martin,65.11,461,708
1998,0,1331,Rick Fehr,64.83,282,435
1998,0,1761,Len Mattiace,64.6,438,678
1998,0,1320,Bob Estes,64.51,389,603
1998,0,1887,Mark O'Meara,64.51,269,417
1998,0,6527,Steve Stricker,64.42,315,489
1998,0,8793,Tiger Woods,64.27,259,403
1998,0,10860,Justin Leonard,64.04,374,584
1998,0,2267,D.A. Weibring,63.99,295,461
1998,0,6575,Dudley Hart,63.91,301,471
1998,0,1381,Fred Funk,63.88,435,681
1998,0,6004,Stephen Ames,63.85,189,296
1998,0,1928,Corey Pavin,63.56,286,450
1998,0,2010,Loren Roberts,63.42,300,473
1998,0,6078,Esteban Toledo,62.96,340,540
1998,0,1219,John Cook,62.69,326,520
1998,0,1619,Skip Kendall,62.67,376,600
1998,0,1823,Larry Mize,62.65,270,431
1998,0,1098,Jay Don Blake,62.64,280,447
1998,0,1161,Mark Calcavecchia,62.48,313,501
1998,0,19881,Robert Damron,62.41,357,572
1998,0,1945,Kenny Perry,62.35,308,494
1998,0,7235,John Morse,62.24,244,392
1998,0,2135,Mike Standly,62.23,374,601
1998,0,6012,Greg Kraft,62.08,334,538
1998,0,6090,Jim McGovern,62.01,333,537
1998,0,6567,Vijay Singh,61.98,313,505
1998,0,8339,Spike McRoy,61.68,359,582
1998,0,1920,Craig Parry,61.62,183,297
1998,0,6617,Brian Henninger,61.61,374,607
1998,0,7457,Steve Flesch,61.52,323,525
1998,0,1968,Nick Price,61.39,221,360
1998,0,1569,Peter Jacobsen,61.38,240,391
1998,0,12660,Jesper Parnevik,61.36,243,396
1998,0,2321,Fuzzy Zoeller,61.35,273,445
1998,0,8931,Glen Day,61.27,337,550
1998,0,1185,Brandel Chamblee,61.1,289,473
1998,0,12663,Phil Tataurangi,61.08,328,537
1998,0,1926,Steve Pate,61.05,315,516
1998,0,20229,Stewart Cink,60.98,336,551
1998,0,1527,Scott Hoch,60.91,349,573
1998,0,2294,Willie Wood,60.91,335,550
1998,0,21584,Richie Coughlan,60.9,352,578
1998,0,9011,David Duval,60.86,255,419
1998,0,6044,Scott Gump,60.84,348,572
1998,0,1905,Joe Ozaki,60.78,203,334
1998,0,2133,Craig Stadler,60.78,234,385
1998,0,1891,David Ogrin,60.7,400,659
1998,0,2007,Larry Rinker,60.7,366,603
1998,0,1724,Jeff Maggert,60.69,301,496
1998,0,6643,Paul Goydos,60.61,360,594
1998,0,2223,Bob Tway,60.49,343,567
1998,0,2239,Scott Verplank,60.47,338,559
1998,0,2214,Kirk Triplett,60.44,272,450
1998,0,12645,Brent Geiberger,60.42,342,566
1998,0,1035,Tommy Armour III,60.38,317,525
1998,0,12782,Tim Herron,60.35,347,575
1998,0,1533,P.H. Horgan III,60.28,390,647
1998,0,1707,Steve Lowery,60.24,306,508
1998,0,10423,Mike Weir,60.23,315,523
1998,0,1132,Mark Brooks,60.16,367,610
1998,0,1599,Steve Jones,60.15,246,409
1998,0,1334,Keith Fergus,60.06,188,313
1998,0,8553,Lee Porter,60.04,329,548
1998,0,20094,Jonathan Kaye,60.0,243,405
1998,0,1201,Lennie Clements,59.96,286,477
1998,0,6332,Neal Lancaster,59.96,331,552
1998,0,2170,Hal Sutton,59.96,322,537
1998,0,1378,David Frost,59.92,296,494
1998,0,8385,Omar Uresti,59.89,424,708
1998,0,1261,Jay Delsing,59.88,300,501
1998,0,1376,Bob Friend,59.85,313,523
1998,0,1175,Jim Carter,59.81,384,642
1998,0,1766,Billy Mayfair,59.81,311,520
1998,0,7753,Kevin Wentworth,59.81,320,535
1998,0,1329,Brad Faxon,59.79,342,572
1998,0,1203,Russ Cochran,59.77,309,517
1998,0,1306,David Edwards,59.74,279,467
1998,0,1414,Bob Gilder,59.71,332,556
1998,0,1941,Tom Pernice Jr.,59.63,288,483
1998,0,1510,Nolan Henke,59.62,310,520
1998,0,10569,Mike Brisky,59.42,366,616
1998,0,1063,Ben Bates,59.28,364,614
1998,0,1385,Jim Gallagher Jr.,59.28,281,474
1998,0,1685,J.L. Lewis,59.27,342,577
1998,0,1706,Davis Love III,59.21,241,407
1998,0,1457,Jay Haas,59.19,293,495
1998,0,1960,Don Pooley,59.13,230,389
1998,0,7569,Mark Carnevale,59.05,323,547
1998,0,6581,David Sutherland,59.03,340,576
1998,0,11032,Frank Lickliter II,58.98,381,646
1998,0,20098,Stuart Appleby,58.96,250,424
1998,0,2008,Lee Rinker,58.93,373,633
1998,0,10733,Kent Jones,58.87,332,564
1998,0,1096,Phil Blackmar,58.86,342,581
1998,0,8993,Franklin Langham,58.86,352,598
1998,0,1677,Tom Lehman,58.85,236,401
1998,0,6132,Sonny Skinner,58.82,340,578
1998,0,6064,Jeff Gallagher,58.8,344,585
1998,0,6595,Kevin Sutherland,58.69,358,610
1998,0,10457,Frank Nobilo,58.65,261,445
1998,0,6522,Ernie Els,58.57,164,280
1998,0,1797,Rocco Mediate,58.57,270,461
1998,0,7087,Hugh Royer III,58.51,323,552
1998,0,1408,Kelly Gibson,58.47,404,691
1998,0,1266,Clark Dennis,58.41,257,440
1998,0,1323,Brad Fabel,58.36,342,586
1998,0,6251,Chris DiMarco,58.35,339,581
1998,0,1810,Phil Mickelson,58.23,283,486
1998,0,1361,Dan Forsman,58.13,236,406
1998,0,1549,Mike Hulbert,58.02,329,567
1998,0,1006,John Adams,57.99,254,438
1998,0,1024,Billy Andrade,57.99,363,626
1998,0,1157,Tom Byrum,57.99,323,557
1998,0,1553,John Huston,57.97,291,502
1998,0,21805,Harrison Frazar,57.88,301,520
1998,0,1139,Olin Browne,57.84,284,491
1998,0,1771,Blaine McCallister,57.83,336,581
1998,0,2101,Joey Sindelar,57.83,314,543
1998,0,1723,Andrew Magee,57.82,307,531
1998,0,8075,Jerry Kelly,57.76,346,599
1998,0,2106,Chris Smith,57.74,317,549
1998,0,8545,Glen Hnatiuk,57.71,292,506
1998,0,1116,Michael Bradley,57.62,257,446
1998,0,1604,Steve Jurgensen,57.58,300,521
1998,0,20154,Guy Hill,57.48,296,515
1998,0,2206,David Toms,57.36,296,516
1998,0,6315,Pete Jordan,57.34,336,586
1998,0,20099,Doug Barron,57.32,317,553
1998,0,2218,Ted Tryba,57.21,393,687
1998,0,2241,Bobby Wadkins,57.17,319,558
1998,0,10585,Scott McCarron,57.12,305,534
1998,0,2246,Duffy Waldorf,57.05,259,454
1998,0,1133,Billy Ray Brown,57.04,239,419
1998,0,1191,Barry Cheesman,57.04,328,575
1998,0,2023,Clarence Rose,57.03,349,612
1998,0,1717,Sandy Lyle,56.87,207,364
1998,0,1302,R.W. Eaks,56.84,324,570
1998,0,2131,Mike Springer,56.83,395,695
1998,0,21593,Keith Nolan,56.79,209,368
1998,0,1060,Dave Barr,56.78,201,354
1998,0,1607,Brian Kamm,56.78,268,472
1998,0,1226,Fred Couples,56.76,214,377
1998,0,8375,Paul Stankowski,56.68,246,434
1998,0,7707,Mike Small,56.67,242,427
1998,0,10213,Dicky Pride,56.63,235,415
1998,0,2002,John Riegger,56.62,295,521
1998,0,2245,Grant Waite,56.6,313,553
1998,0,1705,Tim Loustalot,56.32,214,380
1998,0,1475,Donnie Hammond,56.05,292,521
1998,0,1282,Trevor Dodds,56.02,298,532
1998,0,1014,Fulton Allem,55.96,216,386
1998,0,1943,Chris Perry,55.92,359,642
1998,0,1068,Andy Bean,55.81,173,310
1998,0,19824,Craig Barlow,55.74,262,470
1998,0,2159,Curtis Strange,55.63,163,293
1998,0,1093,Ronnie Black,55.62,292,525
1998,0,1468,Gary Hallberg,55.59,194,349
1998,0,1249,John Daly,55.49,283,510
1998,0,1326,Nick Faldo,55.48,162,292
1998,0,6621,Joe Durant,55.31,250,452
1998,0,1388,Robert Gamez,55.16,230,417
1998,0,6056,Jim Estes,55.13,247,448
1998,0,7749,Brett Quigley,54.98,276,502
1998,0,1996,Mike Reid,54.9,269,490
1998,0,1577,Lee Janzen,54.89,247,450
1998,0,21007,Gabriel Hjertstedt,54.34,294,541
1998,0,6613,Tommy Tolles,54.31,296,545
1998,0,8537,J.P. Hayes,54.03,228,422
1998,0,10195,Tim Conley,54.01,256,474
1998,0,1042,Paul Azinger,53.96,211,391
1998,0,7101,Dave Stockton Jr.,53.92,213,395
1998,0,6270,Bobby Gage,53.7,203,378
1998,0,19883,Joe Daley,53.12,230,433
1998,0,6214,Guy Boros,53.07,328,618
1998,0,6791,Mark Wurtz,52.96,197,372
1998,0,10207,Jimmy Johnston,52.85,204,386
1998,0,2099,Scott Simpson,52.59,213,405
1998,0,21631,Iain Steel,52.42,227,433
1998,0,1633,Tom Kite,51.29,199,388
1998,0,12755,Vance Veazey,50.11,226,451
1998,0,1072,Chip Beck,48.89,243,497
1998,0,10962,Bradley Hughes,47.55,165,347
1997,0,1320,Bob Estes,68.84,285,414
1997,0,10860,Justin Leonard,67.09,418,623
1997,0,1527,Scott Hoch,66.37,302,455
1997,0,1968,Nick Price,65.78,198,301
1997,0,1353,Bruce Fleisher,65.71,253,385
1997,0,10809,Jim Furyk,64.98,347,534
1997,0,1891,David Ogrin,64.93,411,633
1997,0,7235,John Morse,64.1,375,585
1997,0,2214,Kirk Triplett,63.71,323,507
1997,0,6581,David Sutherland,63.62,341,536
1997,0,2146,Payne Stewart,63.3,326,515
1997,0,1306,David Edwards,63.28,293,463
1997,0,1201,Lennie Clements,63.27,360,569
1997,0,1381,Fred Funk,63.14,442,700
