YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2022,81,0,33204,Shane Lowry,0.86,1,116,E
2022,82,0,33667,Carlos Ortiz,0.85,1,118,+1.00
2022,82,0,29221,Webb Simpson,0.85,1,118,-1.00
2022,82,0,27649,Brandt Snedeker,0.85,1,118,E
2022,85,0,27349,Alex Noren,0.83,1,120,E
2022,86,0,30944,Jason Kokrak,0.82,1,122,E
2022,87,0,23320,Ryan Palmer,0.79,1,126,E
2022,88,0,34264,Hudson Swafford,0.78,1,128,E
2022,89,0,12716,Charley Hoffman,0.77,1,130,E
2022,90,0,29478,Kevin Kisner,0.76,1,132,-1.00
2022,90,0,27936,Martin Laird,0.76,1,132,E
2022,90,0,27139,David Skinns,0.76,1,132,+1.00
2022,93,0,32448,James Hahn,0.75,1,134,E
2022,94,0,30163,Henrik Norlander,0.74,1,136,E
2022,95,0,48699,Callum Tarren,0.72,1,138,E
2022,95,0,37189,Harold Varner III,0.72,1,138,-1.00
2022,95,0,31323,Gary Woodland,0.72,1,138,E
2022,98,0,35461,Beau Hossler,0.71,1,140,E
2022,98,0,46717,Viktor Hovland,0.71,1,140,+1.00
2022,98,0,48117,Kurt Kitayama,0.71,1,140,E
2022,98,0,34610,Matthias Schwab,0.71,1,140,E
2022,102,0,35310,Lanto Griffin,0.68,1,148,E
2022,102,0,46550,Brandon Hagy,0.68,1,148,E
2022,102,0,34174,John Huh,0.68,1,148,E
2022,102,0,34046,Jordan Spieth,0.68,1,148,E
2022,106,0,53165,Doc Redman,0.67,1,150,-1.00
2022,107,0,33141,Keegan Bradley,0.66,1,152,+1.00
2022,107,0,34563,Chesson Hadley,0.66,1,152,E
2022,107,0,33597,Harry Higgs,0.66,1,152,E
2022,107,0,27974,Sung Kang,0.66,1,152,E
2022,107,0,28775,Nate Lashley,0.66,1,152,E
2022,112,0,29535,Brice Garnett,0.65,1,154,E
2022,112,0,32333,Kevin Tway,0.65,1,154,+1.00
2022,114,0,35506,Mackenzie Hughes,0.64,1,156,-1.00
2022,114,0,35617,Martin Trainer,0.64,1,156,+1.00
2022,116,0,52375,Doug Ghim,0.63,1,160,E
2022,116,0,30926,Chris Kirk,0.63,1,160,E
2022,116,0,34431,Robert Streb,0.63,1,158,+1.00
2022,119,0,34255,Joseph Bramlett,0.62,1,162,E
2022,120,0,57366,Cameron Young,0.61,1,164,E
2022,121,0,37275,Sam Ryder,0.6,1,168,E
2022,122,0,34076,Joel Dahmen,0.59,1,170,E
2022,122,0,26476,Chez Reavie,0.59,1,170,E
2022,124,0,29725,Tony Finau,0.58,1,172,+1.00
2022,125,0,39997,Corey Conners,0.57,1,174,-1.00
2022,125,0,49771,J.T. Poston,0.57,1,176,+1.00
2022,125,0,27214,Kevin Streelman,0.57,1,176,-1.00
2022,125,0,33419,Cameron Tringale,0.57,1,176,+1.00
2022,129,0,33399,Adam Hadwin,0.56,1,180,E
2022,129,0,51890,Greyson Sigg,0.56,1,180,+1.00
2022,131,0,51766,Wyndham Clark,0.54,1,186,E
2022,131,0,25900,Lucas Glover,0.54,1,186,-1.00
2022,131,0,54628,Lee Hodges,0.54,1,186,-1.00
2022,131,0,35532,Tom Hoge,0.54,1,184,E
2022,131,0,46340,Alex Smalley,0.54,1,186,E
2022,136,0,32791,K.H. Lee,0.53,1,188,+1.00
2022,136,0,49960,Sepp Straka,0.53,1,188,E
2022,138,0,37212,Paul Barjon,0.0,0,142,E
2022,138,0,55708,Hayden Buckley,0.0,0,182,E
2022,138,0,35450,Patrick Cantlay,0.0,0,136,E
2022,138,0,32366,Kevin Chappell,0.0,0,110,E
2022,138,0,20229,Stewart Cink,0.0,0,154,E
2022,138,0,39436,Joshua Creel,0.0,0,94,E
2022,138,0,45157,Cam Davis,0.0,0,164,E
2022,138,0,28089,Jason Day,0.0,0,114,E
2022,138,0,35110,Brett Drewitt,0.0,0,116,E
2022,138,0,45609,Tyler Duncan,0.0,0,164,E
2022,138,0,30911,Tommy Fleetwood,0.0,0,104,E
2022,138,0,46402,Talor Gooch,0.0,0,142,E
2022,138,0,31646,Emiliano Grillo,0.0,0,160,E
2022,138,0,24924,Bill Haas,0.0,0,172,E
2022,138,0,47988,Nick Hardy,0.0,0,118,E
2022,138,0,31557,Jim Herman,0.0,0,102,E
2022,138,0,33490,Bo Hoag,0.0,0,98,E
2022,138,0,39977,Max Homa,0.0,0,164,E
2022,138,0,21961,Charles Howell III,0.0,0,108,E
2022,138,0,32816,Satoshi Kodaira,0.0,0,94,E
2022,138,0,36689,Brooks Koepka,0.0,0,92,E
2022,138,0,26851,Marc Leishman,0.0,0,144,E
2022,138,0,27129,Luke List,0.0,0,152,E
2022,138,0,35449,Adam Long,0.0,0,168,E
2022,138,0,40162,Justin Lower,0.0,0,144,E
2022,138,0,32839,Hideki Matsuyama,0.0,0,136,E
2022,138,0,47993,Denny McCarthy,0.0,0,200,E
2022,138,0,51950,Max McGreevy,0.0,0,144,E
2022,138,0,28237,Rory McIlroy,0.0,0,120,E
2022,138,0,46442,Maverick McNealy,0.0,0,168,E
2022,138,0,39546,Keith Mitchell,0.0,0,172,E
2022,138,0,46601,Trey Mullinax,0.0,0,164,E
2022,138,0,48822,Sebastián Muñoz,0.0,0,158,E
2022,138,0,40250,Taylor Pendrith,0.0,0,142,E
2022,138,0,22056,Cameron Percy,0.0,0,88,E
2022,138,0,25818,Scott Piercy,0.0,0,154,E
2022,138,0,46970,Jon Rahm,0.0,0,140,E
2022,138,0,47856,Seth Reeves,0.0,0,134,E
2022,138,0,47995,Davis Riley,0.0,0,188,E
2022,138,0,22405,Justin Rose,0.0,0,108,E
2022,138,0,48081,Xander Schauffele,0.0,0,136,E
2022,138,0,46046,Scottie Scheffler,0.0,0,168,E
2022,138,0,24502,Adam Scott,0.0,0,144,E
2022,138,0,33486,Roger Sloan,0.0,0,138,E
2022,138,0,50095,Austin Smotherman,0.0,0,154,E
2022,138,0,30692,Scott Stallings,0.0,0,192,E
2022,138,0,29518,Brendan Steele,0.0,0,138,E
2022,138,0,33448,Justin Thomas,0.0,0,152,E
2022,138,0,10381,Curtis Thompson,0.0,0,128,E
2022,138,0,27064,Jhonattan Vegas,0.0,0,146,E
2022,138,0,48887,Matt Wallace,0.0,0,104,E
2022,138,0,47128,Richy Werenski,0.0,0,126,E
2022,138,0,32139,Danny Willett,0.0,0,124,E
2022,138,0,49964,Aaron Wise,0.0,0,172,E
2022,138,0,45540,Jared Wolfe,0.0,0,118,E
2022,138,0,56278,Matthew Wolff,0.0,0,94,E
2021,1,0,23983,Luke Donald,4.46,5,112,E
2021,2,0,27942,Rob Oppenheim,4.05,6,148,+1.00
2021,3,0,48119,Ben Taylor,4.0,4,100,+0.50
2021,4,0,24357,K.J. Choi,3.85,4,104,+0.75
2021,4,0,31560,Brian Stuard,3.85,8,208,+0.25
2021,4,0,23325,Vaughn Taylor,3.85,6,156,+0.17
2021,7,0,33404,Chris Baker,3.7,4,108,+0.25
2021,8,0,30927,Brendon Todd,3.49,6,172,+0.33
2021,9,0,36871,Matthew NeSmith,3.41,6,176,+0.50
2021,10,0,26851,Marc Leishman,3.29,5,152,+0.40
2021,11,0,19803,Ryan Armour,3.21,5,156,+0.80
2021,12,0,35230,Nelson Ledesma,3.13,3,96,+1.00
2021,13,0,22371,Aaron Baddeley,2.78,3,108,E
2021,14,0,30692,Scott Stallings,2.63,4,152,E
2021,15,0,27554,Scott Harrington,2.53,4,158,+0.75
2021,16,0,32070,Rafael Campos,2.5,3,120,E
2021,17,0,26476,Chez Reavie,2.38,4,168,E
2021,18,0,26758,David Hearn,2.34,3,128,-0.33
2021,19,0,23108,Matt Kuchar,2.27,3,132,+0.67
2021,20,0,27556,Ted Potter Jr.,2.21,3,136,E
2021,21,0,39975,Michael Kim,2.17,3,138,+0.67
2021,21,0,33419,Cameron Tringale,2.17,4,184,+0.75
2021,23,0,25900,Lucas Glover,2.08,4,192,+0.25
2021,23,0,36801,Mark Hubbard,2.08,4,192,+0.25
2021,23,0,24361,Pat Perez,2.08,4,192,+0.25
2021,23,0,24138,Ian Poulter,2.08,3,144,+0.33
2021,27,0,32640,Troy Merritt,2.04,4,196,-0.25
2021,28,0,28775,Nate Lashley,1.97,3,152,+0.67
2021,28,0,53165,Doc Redman,1.97,3,152,+0.67
2021,30,0,34466,Peter Malnati,1.88,3,160,+0.67
2021,30,0,29908,C.T. Pan,1.88,3,160,+0.33
2021,30,0,51894,Vince Whaley,1.88,3,160,+0.33
2021,33,0,29974,Branden Grace,1.85,3,162,+0.67
2021,34,0,32618,Rhein Gibson,1.79,2,112,+0.50
2021,34,0,34098,Russell Henley,1.79,3,168,E
2021,34,0,35449,Adam Long,1.79,3,168,+0.33
2021,37,0,25686,Jason Dufner,1.74,3,172,-0.33
2021,38,0,34256,Andrew Putnam,1.69,3,178,-0.33
2021,39,0,45609,Tyler Duncan,1.67,3,180,E
2021,39,0,29725,Tony Finau,1.67,3,180,-0.33
2021,41,0,36689,Brooks Koepka,1.52,2,132,+0.50
2021,42,0,32254,Xinjun Zhang,1.47,2,136,+0.50
2021,43,0,19846,Brian Gay,1.43,2,140,E
2021,43,0,35658,Kris Ventura,1.43,2,140,+1.00
2021,45,0,32791,K.H. Lee,1.42,3,212,E
2021,46,0,24502,Adam Scott,1.39,2,144,+1.00
2021,46,0,39324,J.J. Spaun,1.39,2,144,E
2021,48,0,26499,Rafa Cabrera Bello,1.35,2,148,+1.00
2021,49,0,23621,Rory Sabbatini,1.33,2,150,+0.50
2021,50,0,32816,Satoshi Kodaira,1.32,2,152,+0.50
2021,51,0,22056,Cameron Percy,1.3,2,154,E
2021,51,0,27770,Camilo Villegas,1.3,2,154,+0.50
2021,53,0,32102,Rickie Fowler,1.28,2,156,E
2021,54,0,35104,Tom Lewis,1.25,2,160,E
2021,54,0,46441,Robby Shelton,1.25,2,160,+1.00
2021,56,0,35891,Cameron Smith,1.22,2,164,+0.50
2021,56,0,34431,Robert Streb,1.22,2,164,+1.00
2021,58,0,46717,Viktor Hovland,1.2,2,166,+0.50
2021,59,0,33948,Byeong Hun An,1.19,2,168,E
2021,59,0,40026,Daniel Berger,1.19,2,168,E
2021,59,0,47504,Sam Burns,1.19,2,168,+0.50
2021,59,0,27649,Brandt Snedeker,1.19,2,168,+0.50
2021,59,0,33448,Justin Thomas,1.19,2,168,E
2021,64,0,39977,Max Homa,1.16,2,172,+0.50
2021,64,0,27974,Sung Kang,1.16,2,172,E
2021,64,0,26331,Charl Schwartzel,1.16,2,172,E
2021,67,0,33490,Bo Hoag,1.15,2,174,+1.50
2021,67,0,25396,Kevin Na,1.15,2,174,E
2021,69,0,24924,Bill Haas,1.14,1,88,+1.00
2021,69,0,34046,Jordan Spieth,1.14,2,176,+0.50
2021,71,0,27129,Luke List,1.12,2,178,-0.50
2021,72,0,35506,Mackenzie Hughes,1.11,2,180,+0.50
2021,73,0,48045,Michael Gellerman,1.06,1,94,E
2021,74,0,27141,J.B. Holmes,1.04,1,96,+1.00
2021,74,0,27214,Kevin Streelman,1.04,2,192,-0.50
2021,74,0,27330,Josh Teater,1.04,1,96,E
2021,77,0,45526,Abraham Ancer,1.02,2,196,E
2021,77,0,46046,Scottie Scheffler,1.02,2,196,+2.00
2021,79,0,32757,Patton Kizzire,0.98,2,204,E
2021,80,0,39997,Corey Conners,0.96,2,208,E
2021,81,0,48887,Matt Wallace,0.94,1,106,E
2021,82,0,34314,Sebastian Cappelen,0.93,1,108,E
2021,82,0,22405,Justin Rose,0.93,1,108,+1.00
2021,82,0,27095,Nick Watney,0.93,1,108,+1.00
2021,85,0,56278,Matthew Wolff,0.91,1,110,+1.00
2021,86,0,33120,Mark Anderson,0.89,1,112,+1.00
2021,86,0,34363,Tyrrell Hatton,0.89,1,112,E
2021,88,0,28420,Ryan Brehm,0.86,1,116,+1.00
2021,88,0,34174,John Huh,0.86,1,116,E
2021,90,0,29926,Danny Lee,0.85,1,118,E
2021,90,0,35617,Martin Trainer,0.85,1,118,+1.00
2021,92,0,30911,Tommy Fleetwood,0.83,1,120,E
2021,93,0,20396,Lee Westwood,0.81,1,124,E
2021,94,0,28089,Jason Day,0.77,1,130,E
2021,95,0,40098,Matt Fitzpatrick,0.76,1,132,E
2021,95,0,33410,Andrew Landry,0.76,1,132,+1.00
2021,95,0,23788,D.J. Trahan,0.76,1,132,-1.00
2021,98,0,31420,Anirban Lahiri,0.74,1,136,E
2021,98,0,40042,Tyler McCumber,0.74,1,136,+1.00
2021,100,0,49298,Kramer Hickok,0.72,1,138,-1.00
2021,100,0,25804,Bubba Watson,0.72,1,138,E
2021,102,0,21961,Charles Howell III,0.71,1,140,+1.00
2021,102,0,31323,Gary Woodland,0.71,1,140,E
2021,104,0,46435,Austin Cook,0.69,1,144,+2.00
2021,104,0,30925,Dustin Johnson,0.69,1,144,E
2021,104,0,49766,Hank Lebioda,0.69,1,144,+1.00
2021,104,0,23623,Bo Van Pelt,0.69,1,144,-1.00
2021,108,0,1810,Phil Mickelson,0.68,1,148,+1.00
2021,108,0,32150,Michael Thompson,0.68,1,148,E
2021,108,0,40006,Erik van Rooyen,0.68,1,146,+1.00
2021,108,0,25632,Jimmy Walker,0.68,1,148,E
2021,112,0,33204,Shane Lowry,0.66,1,152,+1.00
2021,113,0,51766,Wyndham Clark,0.64,1,156,E
2021,113,0,34360,Patrick Reed,0.64,1,156,E
2021,115,0,47959,Bryson DeChambeau,0.63,1,160,E
2021,115,0,25818,Scott Piercy,0.63,1,158,E
2021,117,0,34076,Joel Dahmen,0.61,1,164,E
2021,117,0,34264,Hudson Swafford,0.61,1,164,+1.00
2021,119,0,49771,J.T. Poston,0.6,1,168,E
2021,120,0,33141,Keegan Bradley,0.58,1,172,+1.00
2021,120,0,52375,Doug Ghim,0.58,1,172,E
2021,120,0,37275,Sam Ryder,0.58,1,172,+1.00
2021,120,0,47128,Richy Werenski,0.58,1,172,+1.00
2021,124,0,35461,Beau Hossler,0.57,1,176,-1.00
2021,124,0,30944,Jason Kokrak,0.57,1,176,+1.00
2021,124,0,47483,Will Zalatoris,0.57,1,174,E
2021,127,0,30110,Kyle Stanley,0.56,1,180,+1.00
2021,127,0,25493,Nick Taylor,0.56,1,180,E
2021,129,0,34099,Harris English,0.54,1,184,E
2021,129,0,29535,Brice Garnett,0.54,1,184,+1.00
2021,129,0,32839,Hideki Matsuyama,0.54,1,186,+1.00
2021,129,0,33667,Carlos Ortiz,0.54,1,184,-1.00
2021,133,0,37455,Si Woo Kim,0.53,1,188,+3.00
2021,134,0,12716,Charley Hoffman,0.51,1,198,+1.00
2021,135,0,27644,Brian Harman,0.5,1,200,E
2021,136,0,26300,Matt Jones,0.49,1,204,E
2021,136,0,48822,Sebastián Muñoz,0.49,1,204,+1.00
2021,136,0,36699,Patrick Rodgers,0.49,1,204,E
2021,136,0,47347,Adam Schenk,0.49,1,204,E
2021,140,0,39971,Sungjae Im,0.41,1,244,-1.00
2021,141,0,34255,Joseph Bramlett,0.0,0,156,E
2021,141,0,29479,Scott Brown,0.0,0,160,E
2021,141,0,29268,Bronson Burgoon,0.0,0,144,E
2021,141,0,35450,Patrick Cantlay,0.0,0,156,E
2021,141,0,25364,Paul Casey,0.0,0,144,E
2021,141,0,52372,Cameron Champ,0.0,0,150,E
2021,141,0,20229,Stewart Cink,0.0,0,180,E
2021,141,0,45157,Cam Davis,0.0,0,188,E
2021,141,0,29970,Dylan Frittelli,0.0,0,144,E
2021,141,0,21209,Sergio Garcia,0.0,0,148,E
2021,141,0,32662,Michael Gligic,0.0,0,160,E
2021,141,0,28679,Fabián Gómez,0.0,0,108,E
2021,141,0,46402,Talor Gooch,0.0,0,180,E
2021,141,0,56762,Will Gordon,0.0,0,176,E
2021,141,0,35310,Lanto Griffin,0.0,0,180,E
2021,141,0,31646,Emiliano Grillo,0.0,0,192,E
2021,141,0,34563,Chesson Hadley,0.0,0,144,E
2021,141,0,33399,Adam Hadwin,0.0,0,176,E
2021,141,0,46550,Brandon Hagy,0.0,0,148,E
2021,141,0,32448,James Hahn,0.0,0,140,E
2021,141,0,31557,Jim Herman,0.0,0,132,E
2021,141,0,33597,Harry Higgs,0.0,0,160,E
2021,141,0,35532,Tom Hoge,0.0,0,192,E
2021,141,0,29420,Billy Horschel,0.0,0,172,E
2021,141,0,24024,Zach Johnson,0.0,0,168,E
2021,141,0,30926,Chris Kirk,0.0,0,172,E
2021,141,0,29478,Kevin Kisner,0.0,0,156,E
2021,141,0,33122,Russell Knox,0.0,0,184,E
2021,141,0,27936,Martin Laird,0.0,0,160,E
2021,141,0,24781,Hunter Mahan,0.0,0,114,E
2021,141,0,33413,Ben Martin,0.0,0,100,E
2021,141,0,47993,Denny McCarthy,0.0,0,188,E
2021,141,0,28237,Rory McIlroy,0.0,0,148,E
2021,141,0,46442,Maverick McNealy,0.0,0,156,E
2021,141,0,39546,Keith Mitchell,0.0,0,168,E
2021,141,0,50525,Collin Morikawa,0.0,0,156,E
2021,141,0,34213,Grayson Murray,0.0,0,98,E
2021,141,0,45486,Joaquin Niemann,0.0,0,204,E
2021,141,0,27349,Alex Noren,0.0,0,164,E
2021,141,0,30163,Henrik Norlander,0.0,0,168,E
2021,141,0,24140,Sean O'Hair,0.0,0,102,E
2021,141,0,26329,Louis Oosthuizen,0.0,0,148,E
2021,141,0,23320,Ryan Palmer,0.0,0,148,E
2021,141,0,28252,Seamus Power,0.0,0,116,E
2021,141,0,46970,Jon Rahm,0.0,0,154,E
2021,141,0,48081,Xander Schauffele,0.0,0,152,E
2021,141,0,39953,Chase Seiffert,0.0,0,156,E
2021,141,0,29221,Webb Simpson,0.0,0,148,E
2021,141,0,33486,Roger Sloan,0.0,0,164,E
2021,141,0,29518,Brendan Steele,0.0,0,152,E
2021,141,0,49960,Sepp Straka,0.0,0,192,E
2021,141,0,32333,Kevin Tway,0.0,0,124,E
2021,141,0,37189,Harold Varner III,0.0,0,180,E
2021,141,0,27064,Jhonattan Vegas,0.0,0,176,E
2021,141,0,32139,Danny Willett,0.0,0,94,E
2021,141,0,49964,Aaron Wise,0.0,0,160,E
2020,1,2,31557,Jim Herman,5.0,6,120,+0.17
2020,2,2,27942,Rob Oppenheim,4.92,6,122,+0.67
2020,3,-1,25396,Kevin Na,4.76,6,126,+0.67
2020,4,1,29970,Dylan Frittelli,4.73,7,148,+0.29
2020,5,1,34256,Andrew Putnam,4.41,3,68,+0.33
2020,6,2,23108,Matt Kuchar,3.57,4,112,+0.25
2020,6,2,27349,Alex Noren,3.57,4,112,+0.50
2020,6,2,49771,J.T. Poston,3.57,5,140,+0.60
2020,9,-2,30927,Brendon Todd,3.49,6,172,E
2020,10,3,21407,Arjun Atwal,3.23,2,62,+1.00
2020,10,3,25686,Jason Dufner,3.23,4,124,+0.25
2020,12,3,33120,Mark Anderson,3.19,3,94,+0.67
2020,13,-1,29478,Kevin Kisner,3.08,4,130,+0.25
2020,13,4,26476,Chez Reavie,3.08,4,130,-0.25
2020,15,-4,34363,Tyrrell Hatton,2.94,2,68,+0.50
2020,16,3,30110,Kyle Stanley,2.83,3,106,+0.33
2020,17,1,35310,Lanto Griffin,2.72,5,184,+0.40
2020,18,2,33448,Justin Thomas,2.59,3,116,+0.67
2020,19,3,10809,Jim Furyk,2.56,2,78,+0.50
2020,20,1,23320,Ryan Palmer,2.5,3,120,-0.33
2020,21,3,29484,Peter Uihlein,2.33,2,86,+1.00
2020,22,3,40058,Zac Blair,2.27,3,132,-0.33
2020,22,1,34360,Patrick Reed,2.27,3,132,+0.33
2020,24,2,28089,Jason Day,2.22,2,90,+0.50
2020,25,2,28775,Nate Lashley,2.13,2,94,E
2020,26,2,33667,Carlos Ortiz,2.08,3,144,+0.67
2020,27,2,33404,Chris Baker,2.04,2,98,+1.00
2020,28,2,35532,Tom Hoge,2.03,3,148,+0.33
2020,29,2,28420,Ryan Brehm,2.0,2,100,+4.50
2020,29,2,32618,Rhein Gibson,2.0,2,100,+0.50
2020,31,2,34255,Joseph Bramlett,1.89,2,106,+0.50
2020,31,2,34314,Sebastian Cappelen,1.89,2,106,+1.50
2020,33,2,12716,Charley Hoffman,1.82,2,110,+0.50
2020,34,2,45609,Tyler Duncan,1.81,3,166,-0.33
2020,35,2,21961,Charles Howell III,1.75,2,114,E
2020,35,2,34466,Peter Malnati,1.75,2,114,+0.50
2020,37,2,25493,Nick Taylor,1.69,2,118,-0.50
2020,38,2,24502,Adam Scott,1.67,1,60,E
2020,39,3,24024,Zach Johnson,1.64,2,122,E
2020,40,4,19846,Brian Gay,1.59,2,126,+0.50
2020,41,-1,29725,Tony Finau,1.56,2,128,+0.50
2020,41,4,28252,Seamus Power,1.56,1,64,+1.00
2020,43,3,47347,Adam Schenk,1.52,2,132,E
2020,43,3,56278,Matthew Wolff,1.52,2,132,+0.50
2020,45,4,34076,Joel Dahmen,1.41,2,142,+1.50
2020,45,4,46441,Robby Shelton,1.41,2,142,E
2020,47,4,33204,Shane Lowry,1.39,1,72,+1.00
2020,47,4,33413,Ben Martin,1.39,1,72,E
2020,47,4,26596,Ryan Moore,1.39,1,72,+1.00
2020,47,4,32333,Kevin Tway,1.39,1,72,-1.00
2020,51,4,32254,Xinjun Zhang,1.37,2,146,E
2020,52,4,46442,Maverick McNealy,1.32,2,152,+0.50
2020,52,4,51894,Vince Whaley,1.32,1,76,+1.00
2020,54,4,31560,Brian Stuard,1.3,2,154,E
2020,55,4,35230,Nelson Ledesma,1.25,1,80,E
2020,55,4,35732,Wes Roach,1.25,1,80,E
2020,55,4,48887,Matt Wallace,1.25,1,80,E
2020,58,5,26499,Rafa Cabrera Bello,1.22,1,82,+1.00
2020,58,5,32366,Kevin Chappell,1.22,1,82,E
2020,60,5,46402,Talor Gooch,1.2,2,166,E
2020,61,5,48045,Michael Gellerman,1.19,1,84,E
2020,61,-2,48822,Sebastián Muñoz,1.19,2,168,-0.50
2020,63,4,25572,Graeme McDowell,1.16,1,86,E
2020,63,4,23623,Bo Van Pelt,1.16,1,86,E
2020,65,4,27556,Ted Potter Jr.,1.14,1,88,+1.00
2020,65,4,27095,Nick Watney,1.14,1,88,E
2020,67,4,28307,Matt Every,1.11,1,90,-1.00
2020,68,5,35450,Patrick Cantlay,1.09,1,92,E
2020,68,5,35617,Martin Trainer,1.09,1,92,E
2020,68,5,25349,Tim Wilkinson,1.09,1,92,E
2020,71,5,22371,Aaron Baddeley,1.06,1,94,-1.00
2020,71,5,23788,D.J. Trahan,1.06,1,94,E
2020,73,5,32662,Michael Gligic,1.04,1,96,+1.00
2020,73,5,29908,C.T. Pan,1.04,1,96,-1.00
2020,75,5,49298,Kramer Hickok,1.02,1,98,E
2020,75,-4,30925,Dustin Johnson,1.02,1,98,E
2020,77,5,34046,Jordan Spieth,1.0,1,100,E
2020,78,5,20229,Stewart Cink,0.98,1,102,E
2020,78,5,26758,David Hearn,0.98,1,102,E
2020,78,5,33486,Roger Sloan,0.98,1,102,-1.00
2020,81,6,51766,Wyndham Clark,0.94,1,106,E
2020,81,-1,26851,Marc Leishman,0.94,1,106,+1.00
2020,81,6,40042,Tyler McCumber,0.94,1,106,E
2020,81,6,27649,Brandt Snedeker,0.94,1,106,+2.00
2020,85,5,39953,Chase Seiffert,0.93,1,108,E
2020,86,5,28679,Fabián Gómez,0.91,1,110,+1.00
2020,86,5,32757,Patton Kizzire,0.91,1,110,+1.00
2020,86,5,49766,Hank Lebioda,0.91,1,110,+1.00
2020,89,-3,35891,Cameron Smith,0.89,1,112,-1.00
2020,90,4,31646,Emiliano Grillo,0.88,1,114,E
2020,91,4,29535,Brice Garnett,0.86,1,116,E
2020,91,4,25818,Scott Piercy,0.86,1,116,+2.00
2020,91,4,23621,Rory Sabbatini,0.86,1,116,E
2020,91,4,25804,Bubba Watson,0.86,1,116,E
2020,95,5,32640,Troy Merritt,0.83,1,120,E
2020,96,5,34021,Bud Cauley,0.82,1,122,+1.00
2020,96,5,29926,Danny Lee,0.82,1,122,+1.00
2020,98,5,39997,Corey Conners,0.81,1,124,+1.00
2020,98,5,39977,Max Homa,0.81,1,124,+1.00
2020,98,-3,48081,Xander Schauffele,0.81,1,124,E
2020,98,5,32150,Michael Thompson,0.81,1,124,+1.00
2020,102,4,34098,Russell Henley,0.79,1,126,E
2020,102,4,33419,Cameron Tringale,0.79,1,126,E
2020,104,5,27129,Luke List,0.77,1,130,+1.00
2020,104,5,27214,Kevin Streelman,0.77,1,130,-1.00
2020,106,5,35461,Beau Hossler,0.75,1,134,E
2020,106,5,30692,Scott Stallings,0.75,1,134,+1.00
2020,108,5,27554,Scott Harrington,0.74,1,136,-1.00
2020,108,5,32791,K.H. Lee,0.74,1,136,E
2020,108,5,36871,Matthew NeSmith,0.74,1,136,E
2020,108,0,45486,Joaquin Niemann,0.74,1,136,E
2020,112,5,37275,Sam Ryder,0.71,1,140,+2.00
2020,113,0,50525,Collin Morikawa,0.69,1,144,E
2020,114,4,47993,Denny McCarthy,0.65,1,154,-1.00
2020,115,4,27644,Brian Harman,0.64,1,156,E
2020,116,5,35449,Adam Long,0.63,1,160,E
2020,117,2,39971,Sungjae Im,0.61,1,164,E
2020,117,7,46046,Scottie Scheffler,0.61,1,164,+1.00
2020,119,3,33597,Harry Higgs,0.6,1,166,+1.00
2020,120,3,36801,Mark Hubbard,0.58,1,172,-1.00
2020,121,3,33948,Byeong Hun An,0.0,0,126,E
2020,121,3,45526,Abraham Ancer,0.0,0,124,E
2020,121,3,19803,Ryan Armour,0.0,0,116,E
2020,121,3,40026,Daniel Berger,0.0,0,120,E
2020,121,3,40009,Dominic Bozzelli,0.0,0,72,E
2020,121,3,33141,Keegan Bradley,0.0,0,120,E
2020,121,3,29479,Scott Brown,0.0,0,128,E
2020,121,3,29268,Bronson Burgoon,0.0,0,106,E
2020,121,3,47504,Sam Burns,0.0,0,116,E
2020,121,3,25364,Paul Casey,0.0,0,96,E
2020,121,3,52372,Cameron Champ,0.0,0,140,E
2020,121,3,46435,Austin Cook,0.0,0,120,E
2020,121,3,45157,Cam Davis,0.0,0,116,E
2020,121,3,47959,Bryson DeChambeau,0.0,0,124,E
2020,121,3,34099,Harris English,0.0,0,152,E
2020,121,3,40098,Matt Fitzpatrick,0.0,0,92,E
2020,121,3,30911,Tommy Fleetwood,0.0,0,56,E
2020,121,3,32102,Rickie Fowler,0.0,0,88,E
2020,121,3,21209,Sergio Garcia,0.0,0,64,E
2020,121,3,52375,Doug Ghim,0.0,0,80,E
2020,121,3,25900,Lucas Glover,0.0,0,110,E
2020,121,3,56762,Will Gordon,0.0,0,64,E
2020,121,3,29974,Branden Grace,0.0,0,74,E
2020,121,3,24924,Bill Haas,0.0,0,88,E
2020,121,3,34563,Chesson Hadley,0.0,0,108,E
2020,121,3,33399,Adam Hadwin,0.0,0,114,E
2020,121,3,46550,Brandon Hagy,0.0,0,92,E
2020,121,3,32448,James Hahn,0.0,0,72,E
2020,121,3,33490,Bo Hoag,0.0,0,134,E
2020,121,3,29420,Billy Horschel,0.0,0,134,E
2020,121,3,46717,Viktor Hovland,0.0,0,132,E
2020,121,3,35506,Mackenzie Hughes,0.0,0,140,E
2020,121,3,26300,Matt Jones,0.0,0,144,E
2020,121,3,27974,Sung Kang,0.0,0,130,E
2020,121,3,37455,Si Woo Kim,0.0,0,132,E
2020,121,3,33122,Russell Knox,0.0,0,126,E
2020,121,3,36689,Brooks Koepka,0.0,0,76,E
2020,121,3,30944,Jason Kokrak,0.0,0,108,E
2020,121,3,31420,Anirban Lahiri,0.0,0,70,E
2020,121,3,27936,Martin Laird,0.0,0,78,E
2020,121,3,33410,Andrew Landry,0.0,0,126,E
