YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2024,1,0,55789,Taylor Montgomery,50.88%,174,342
2024,2,0,35506,Mackenzie Hughes,45.51%,213,468
2024,3,0,28089,Jason Day,45.03%,154,342
2024,4,0,51977,Max Greyserman,44.69%,185,414
2024,5,0,47504,Sam Burns,44.44%,160,360
2024,6,0,35532,Tom Hoge,44.25%,223,504
2024,7,0,48081,Xander Schauffele,43.89%,158,360
2024,8,0,40098,Matt Fitzpatrick,43.61%,157,360
2024,9,0,60004,Jacob Bridgeman,43.52%,188,432
2024,10,0,35461,Beau Hossler,43.33%,195,450
2024,11,0,50525,Collin Morikawa,43.12%,163,378
2024,12,0,51766,Wyndham Clark,43.06%,155,360
2024,12,0,46717,Viktor Hovland,43.06%,124,288
2024,14,0,33408,Tyson Alexander,42.95%,201,468
2024,15,0,57900,Chandler Phillips,42.89%,193,450
2024,16,0,46442,Maverick McNealy,42.74%,200,468
2024,17,0,29221,Webb Simpson,42.71%,123,288
2024,18,0,27349,Alex Noren,42.69%,146,342
2024,19,0,45157,Cam Davis,42.68%,169,396
2024,20,0,54783,Dylan Wu,42.67%,192,450
2024,21,0,35450,Patrick Cantlay,42.48%,130,306
2024,22,0,50188,S.H. Kim,42.47%,237,558
2024,23,0,39977,Max Homa,42.42%,168,396
2024,23,0,33486,Roger Sloan,42.42%,168,396
2024,25,0,33448,Justin Thomas,42.40%,145,342
2024,26,0,59866,Nick Dunlap,42.33%,160,378
2024,27,0,33948,Byeong Hun An,42.06%,159,378
2024,27,0,57366,Cameron Young,42.06%,159,378
2024,29,0,40250,Taylor Pendrith,41.92%,166,396
2024,30,0,30927,Brendon Todd,41.87%,211,504
2024,31,0,29420,Billy Horschel,41.80%,158,378
2024,32,0,36801,Mark Hubbard,41.77%,203,486
2024,33,0,34099,Harris English,41.67%,195,468
2024,33,0,55182,Tom Kim,41.67%,165,396
2024,33,0,33204,Shane Lowry,41.67%,135,324
2024,33,0,32333,Kevin Tway,41.67%,135,324
2024,37,0,33653,Thomas Detry,41.52%,142,342
2024,38,0,47591,Eric Cole,41.49%,239,576
2024,39,0,28237,Rory McIlroy,41.36%,134,324
2024,40,0,27644,Brian Harman,41.30%,171,414
2024,41,0,52666,Sami Valimaki,41.27%,156,378
2024,42,0,34046,Jordan Spieth,41.16%,163,396
2024,43,0,39971,Sungjae Im,41.11%,185,450
2024,43,0,23320,Ryan Palmer,41.11%,111,270
2024,43,0,35617,Martin Trainer,41.11%,148,360
2024,46,0,51349,Nico Echavarria,41.07%,207,504
2024,47,0,29936,Ryan Fox,41.06%,170,414
2024,47,0,57975,Harry Hall,41.06%,170,414
2024,49,0,32791,K.H. Lee,40.95%,199,486
2024,50,0,25493,Nick Taylor,40.67%,183,450
2024,51,0,32367,Jorge Campillo,40.63%,117,288
2024,52,0,52955,Ludvig Åberg,40.56%,146,360
2024,53,0,47993,Denny McCarthy,40.51%,175,432
2024,54,0,49947,Taylor Moore,40.48%,204,504
2024,55,0,39546,Keith Mitchell,40.44%,182,450
2024,56,0,33968,Thorbjørn Olesen,40.37%,109,270
2024,57,0,27936,Martin Laird,40.34%,167,414
2024,57,0,27214,Kevin Streelman,40.34%,167,414
2024,59,0,47983,Chad Ramey,40.33%,196,486
2024,60,0,28775,Nate Lashley,40.22%,181,450
2024,60,0,38991,Alejandro Tosti,40.22%,181,450
2024,62,0,39327,Ben Silverman,40.15%,159,396
2024,63,0,22371,Aaron Baddeley,40.10%,166,414
2024,64,0,34466,Peter Malnati,39.96%,187,468
2024,65,0,34374,Erik Barnes,39.95%,151,378
2024,66,0,52514,Trace Crowe,39.90%,158,396
2024,67,0,32839,Hideki Matsuyama,39.72%,143,360
2024,68,0,12716,Charley Hoffman,39.68%,150,378
2024,68,0,47806,Raul Pereda,39.68%,150,378
2024,70,0,59095,Chris Gotterup,39.58%,171,432
2024,70,0,24024,Zach Johnson,39.58%,114,288
2024,70,0,23108,Matt Kuchar,39.58%,171,432
2024,70,0,49771,J.T. Poston,39.58%,171,432
2024,74,0,48084,Wesley Bryan,39.54%,121,306
2024,75,0,59442,Parker Coody,39.47%,135,342
2024,75,0,30911,Tommy Fleetwood,39.47%,135,342
2024,77,0,36699,Patrick Rodgers,39.46%,206,522
2024,78,0,49960,Sepp Straka,39.37%,163,414
2024,79,0,59836,Pierceson Coody,39.33%,177,450
2024,80,0,52215,Robert MacIntyre,39.13%,162,414
2024,81,0,40026,Daniel Berger,39.12%,169,432
2024,82,0,51696,Rico Hoey,39.11%,176,450
2024,83,0,32640,Troy Merritt,39.10%,183,468
2024,84,0,45522,Christiaan Bezuidenhout,38.89%,154,396
2024,84,0,57362,Austin Eckroat,38.89%,175,450
2024,84,0,32102,Rickie Fowler,38.89%,154,396
2024,84,0,34098,Russell Henley,38.89%,133,342
2024,84,0,30926,Chris Kirk,38.89%,154,396
2024,84,0,46441,Robby Shelton,38.89%,168,432
2024,84,0,48119,Ben Taylor,38.89%,175,450
