YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2018,0,22582,Kyle Thompson,3.06,11,360
2018,0,31416,Derek Fathauer,3.09,15,486
2018,0,27974,Sung Kang,3.09,15,486
2018,0,28775,Nate Lashley,3.13,9,288
2018,0,29268,Bronson Burgoon,3.14,13,414
2018,0,27141,J.B. Holmes,3.14,13,414
2018,0,40026,Daniel Berger,3.17,12,378
2018,0,46601,Trey Mullinax,3.17,12,378
2018,0,29908,C.T. Pan,3.17,16,504
2018,0,35506,Mackenzie Hughes,3.21,15,468
2018,0,24846,Ricky Barnes,3.22,11,342
2018,0,26951,Johnson Wagner,3.22,11,342
2018,0,35310,Lanto Griffin,3.24,14,432
2018,0,36799,Stephan Jaeger,3.24,14,432
2018,0,34360,Patrick Reed,3.24,14,432
2018,0,47287,Ethan Tracy,3.28,13,396
2018,0,29926,Danny Lee,3.29,16,486
2018,0,32448,James Hahn,3.33,15,450
2018,0,29222,Billy Hurley III,3.33,15,450
2018,0,26329,Louis Oosthuizen,3.33,9,270
2018,0,28252,Seamus Power,3.33,15,450
2018,0,23621,Rory Sabbatini,3.33,15,450
2018,0,34174,John Huh,3.37,17,504
2018,0,26331,Charl Schwartzel,3.4,11,324
2018,0,32150,Michael Thompson,3.4,11,324
2018,0,33122,Russell Knox,3.42,16,468
2018,0,26476,Chez Reavie,3.42,16,468
2018,0,46435,Austin Cook,3.45,18,522
2018,0,24358,Robert Garrigus,3.47,15,432
2018,0,31420,Anirban Lahiri,3.47,15,432
2018,0,25396,Kevin Na,3.47,15,432
2018,0,25240,D.A. Points,3.47,15,432
2018,0,23108,Matt Kuchar,3.54,14,396
2018,0,37278,Nicholas Lindheim,3.54,14,396
2018,0,26596,Ryan Moore,3.54,14,396
2018,0,34358,Jonathan Randolph,3.54,14,396
2018,0,33141,Keegan Bradley,3.56,16,450
2018,0,20472,Alex Cejka,3.61,13,360
2018,0,23320,Ryan Palmer,3.61,13,360
2018,0,33948,Byeong Hun An,3.62,15,414
2018,0,35532,Tom Hoge,3.64,19,522
2018,0,35450,Patrick Cantlay,3.7,14,378
2018,0,20157,Retief Goosen,3.7,12,324
2018,0,26300,Matt Jones,3.7,14,378
2018,0,37455,Si Woo Kim,3.7,20,540
2018,0,27942,Rob Oppenheim,3.7,16,432
2018,0,46970,Jon Rahm,3.7,12,324
2018,0,27649,Brandt Snedeker,3.7,16,432
2018,0,33418,Shawn Stefani,3.7,16,432
2018,0,32757,Patton Kizzire,3.77,19,504
2018,0,47125,Matt Atkins,3.8,13,342
2018,0,37338,Zecheng Dou,3.8,13,342
2018,0,26758,David Hearn,3.8,13,342
2018,0,20572,Rod Pampling,3.8,13,342
2018,0,12510,Chad Campbell,3.85,18,468
2018,0,32254,Xinjun Zhang,3.85,18,468
2018,0,45609,Tyler Duncan,3.89,21,540
2018,0,35544,Andrew Yun,3.89,14,360
2018,0,29484,Peter Uihlein,3.94,17,432
2018,0,37275,Sam Ryder,4.0,18,450
2018,0,30110,Kyle Stanley,4.0,18,450
2018,0,25493,Nick Taylor,4.02,21,522
2018,0,32366,Kevin Chappell,4.04,16,396
2018,0,27064,Jhonattan Vegas,4.06,19,468
2018,0,28500,Martin Flores,4.12,20,486
2018,0,25686,Jason Dufner,4.17,15,360
2018,0,27936,Martin Laird,4.17,15,360
2018,0,39546,Keith Mitchell,4.17,21,504
2018,0,29518,Brendan Steele,4.17,15,360
2018,0,23325,Vaughn Taylor,4.17,18,432
2018,0,25900,Lucas Glover,4.25,13,306
2018,0,28237,Rory McIlroy,4.25,13,306
2018,0,23353,J.J. Henry,4.27,20,468
2018,0,47347,Adam Schenk,4.27,20,468
2018,0,25572,Graeme McDowell,4.32,14,324
2018,0,8793,Tiger Woods,4.32,14,324
2018,0,25818,Scott Piercy,4.35,18,414
2018,0,31646,Emiliano Grillo,4.4,19,432
2018,0,27644,Brian Harman,4.4,19,432
2018,0,47128,Richy Werenski,4.44,24,540
2018,0,50526,Tom Lovelady,4.49,21,468
2018,0,34256,Andrew Putnam,4.49,21,468
2018,0,24925,Jonathan Byrd,4.55,18,396
2018,0,31323,Gary Woodland,4.67,21,450
2018,0,32839,Hideki Matsuyama,4.68,16,342
2018,0,39997,Corey Conners,4.7,22,468
2018,0,34076,Joel Dahmen,4.7,22,468
2018,0,24502,Adam Scott,4.76,18,378
2018,0,34264,Hudson Swafford,5.0,18,360
2018,0,33419,Cameron Tringale,5.32,23,432
2018,0,34213,Grayson Murray,6.11,22,360
2018,0,32816,Satoshi Kodaira,6.21,19,306
2017,0,23983,Luke Donald,0.65,2,306
2017,0,23800,Bryce Molder,1.11,5,450
2017,0,24846,Ricky Barnes,1.15,6,522
2017,0,26851,Marc Leishman,1.16,5,432
2017,0,6522,Ernie Els,1.23,4,324
2017,0,34174,John Huh,1.23,6,486
2017,0,48084,Wesley Bryan,1.44,7,486
2017,0,34098,Russell Henley,1.5,7,468
2017,0,34409,David Lingmerth,1.52,6,396
2017,0,33399,Adam Hadwin,1.59,8,504
2017,0,34046,Jordan Spieth,1.59,6,378
2017,0,25345,Carl Pettersson,1.62,7,432
2017,0,34360,Patrick Reed,1.65,8,486
2017,0,29476,Kyle Reifers,1.67,9,540
2017,0,20593,Greg Chalmers,1.71,8,468
2017,0,49771,J.T. Poston,1.71,8,468
2017,0,21961,Charles Howell III,1.77,7,396
2017,0,28089,Jason Day,1.85,6,324
2017,0,46732,Rick Lamb,1.85,6,324
2017,0,26476,Chez Reavie,1.85,9,486
2017,0,29478,Kevin Kisner,1.92,9,468
2017,0,24357,K.J. Choi,1.93,8,414
2017,0,26331,Charl Schwartzel,1.96,6,306
2017,0,27974,Sung Kang,1.97,11,558
2017,0,27958,Ryan Blaum,1.98,10,504
2017,0,33204,Shane Lowry,1.98,5,252
2017,0,40058,Zac Blair,2.04,11,540
2017,0,28679,Fabián Gómez,2.05,7,342
2017,0,29461,Jamie Lovemark,2.06,10,486
2017,0,25834,Daniel Summerhays,2.06,10,486
2017,0,19846,Brian Gay,2.08,9,432
2017,0,46440,Smylie Kaufman,2.08,9,432
2017,0,30926,Chris Kirk,2.14,10,468
2017,0,20771,Steven Alker,2.22,8,360
2017,0,28093,Miguel Angel Carballo,2.22,8,360
2017,0,34358,Jonathan Randolph,2.22,8,360
2017,0,39324,J.J. Spaun,2.22,10,450
2017,0,39975,Michael Kim,2.26,11,486
2017,0,27095,Nick Watney,2.38,9,378
2017,0,35506,Mackenzie Hughes,2.41,13,540
2017,0,26329,Louis Oosthuizen,2.43,7,288
2017,0,36801,Mark Hubbard,2.44,11,450
2017,0,46501,Ollie Schniederjans,2.44,11,450
2017,0,35891,Cameron Smith,2.44,11,450
2017,0,26499,Rafa Cabrera Bello,2.47,8,324
2017,0,31560,Brian Stuard,2.49,13,522
2017,0,30852,Ryo Ishikawa,2.5,9,360
2017,0,32839,Hideki Matsuyama,2.5,9,360
2017,0,24024,Zach Johnson,2.53,10,396
2017,0,31420,Anirban Lahiri,2.53,10,396
2017,0,46970,Jon Rahm,2.53,10,396
2017,0,27895,Jonas Blixt,2.55,11,432
2017,0,25720,Chad Collins,2.55,11,432
2017,0,31416,Derek Fathauer,2.55,11,432
2017,0,20229,Stewart Cink,2.56,12,468
2017,0,28307,Matt Every,2.56,12,468
2017,0,46601,Trey Mullinax,2.56,12,468
2017,0,22371,Aaron Baddeley,2.63,9,342
2017,0,25364,Paul Casey,2.66,11,414
2017,0,29518,Brendan Steele,2.66,11,414
2017,0,34099,Harris English,2.67,12,450
2017,0,28500,Martin Flores,2.67,12,450
2017,0,23108,Matt Kuchar,2.67,12,450
2017,0,31202,William McGirt,2.67,12,450
2017,0,12510,Chad Campbell,2.68,14,522
2017,0,27644,Brian Harman,2.68,14,522
2017,0,29479,Scott Brown,2.78,14,504
2017,0,25191,Gonzalo Fernandez-Castaño,2.78,10,360
2017,0,29725,Tony Finau,2.78,14,504
2017,0,32102,Rickie Fowler,2.78,10,360
2017,0,23353,J.J. Henry,2.78,13,468
2017,0,26300,Matt Jones,2.78,9,324
2017,0,27936,Martin Laird,2.78,12,432
2017,0,26596,Ryan Moore,2.78,11,396
2017,0,34431,Robert Streb,2.87,15,522
2017,0,26758,David Hearn,2.88,14,486
2017,0,34466,Peter Malnati,2.88,14,486
2017,0,34264,Hudson Swafford,2.88,14,486
2017,0,25274,Steven Bowditch,2.89,13,450
2017,0,23541,Ben Crane,2.9,12,414
2017,0,22046,Geoff Ogilvy,2.9,12,414
2017,0,28252,Seamus Power,2.9,12,414
2017,0,1810,Phil Mickelson,2.91,11,378
2017,0,19803,Ryan Armour,2.92,10,342
2017,0,24138,Ian Poulter,2.92,10,342
2017,0,20157,Retief Goosen,2.94,9,306
2017,0,22405,Justin Rose,2.94,9,306
2017,0,35532,Tom Hoge,2.96,8,270
2017,0,22986,Søren Kjeldsen,2.96,8,270
2017,0,28132,Tyrone Van Aswegen,2.96,16,540
2017,0,33141,Keegan Bradley,2.98,15,504
2017,0,24507,Jason Bohn,2.99,14,468
2017,0,20104,Ken Duke,3.01,13,432
2017,0,24924,Bill Haas,3.01,13,432
2017,0,47128,Richy Werenski,3.01,13,432
2017,0,36689,Brooks Koepka,3.03,12,396
2017,0,23621,Rory Sabbatini,3.06,11,360
2017,0,23497,Tag Ridings,3.09,10,324
2017,0,48081,Xander Schauffele,3.09,15,486
2017,0,29221,Webb Simpson,3.09,15,486
2017,0,33448,Justin Thomas,3.14,13,414
2017,0,12716,Charley Hoffman,3.15,17,540
2017,0,27141,J.B. Holmes,3.17,12,378
2017,0,29926,Danny Lee,3.17,16,504
2017,0,25818,Scott Piercy,3.17,12,378
2017,0,32640,Troy Merritt,3.21,15,468
2017,0,32150,Michael Thompson,3.22,11,342
2017,0,35450,Patrick Cantlay,3.24,7,216
2017,0,20472,Alex Cejka,3.24,14,432
2017,0,24358,Robert Garrigus,3.24,14,432
2017,0,24361,Pat Perez,3.24,14,432
2017,0,33418,Shawn Stefani,3.24,14,432
2017,0,27436,Graham DeLaet,3.28,13,396
2017,0,29223,Sam Saunders,3.28,13,396
2017,0,34021,Bud Cauley,3.29,16,486
2017,0,39954,Cody Gribble,3.29,16,486
2017,0,25900,Lucas Glover,3.33,15,450
2017,0,25198,Francesco Molinari,3.33,12,360
2017,0,25632,Jimmy Walker,3.33,12,360
2017,0,32448,James Hahn,3.37,17,504
2017,0,34213,Grayson Murray,3.37,17,504
2017,0,29908,C.T. Pan,3.37,17,504
2017,0,35545,Blayne Barber,3.38,14,414
2017,0,23325,Vaughn Taylor,3.38,14,414
2017,0,28237,Rory McIlroy,3.42,8,234
2017,0,40026,Daniel Berger,3.47,15,432
2017,0,21209,Sergio Garcia,3.47,10,288
2017,0,46550,Brandon Hagy,3.47,15,432
2017,0,31557,Jim Herman,3.47,15,432
2017,0,25396,Kevin Na,3.47,15,432
2017,0,30692,Scott Stallings,3.47,15,432
2017,0,25892,Steve Wheatcroft,3.47,10,288
2017,0,29420,Billy Horschel,3.5,17,486
2017,0,30925,Dustin Johnson,3.51,12,342
2017,0,25349,Tim Wilkinson,3.51,12,342
2017,0,29222,Billy Hurley III,3.56,16,450
2017,0,29289,S.Y. Noh,3.57,18,504
2017,0,30110,Kyle Stanley,3.57,18,504
2017,0,10809,Jim Furyk,3.59,11,306
2017,0,35300,Andrew Loupe,3.61,13,360
2017,0,28420,Ryan Brehm,3.62,15,414
2017,0,29485,Brett Stegmaier,3.63,17,468
2017,0,27466,Spencer Levin,3.64,19,522
2017,0,46443,Brian Campbell,3.7,12,324
2017,0,26951,Johnson Wagner,3.7,16,432
2017,0,25240,D.A. Points,3.79,15,396
2017,0,48822,Sebastián Muñoz,3.82,11,288
2017,0,33419,Cameron Tringale,3.85,18,468
2017,0,40009,Dominic Bozzelli,3.86,16,414
2017,0,35879,Kelly Kraft,3.86,16,414
2017,0,27770,Camilo Villegas,3.86,16,414
2017,0,22056,Cameron Percy,3.89,14,360
2017,0,33413,Ben Martin,3.94,17,432
2017,0,31323,Gary Woodland,3.94,17,432
2017,0,32333,Kevin Tway,4.0,18,450
2017,0,35110,Brett Drewitt,4.01,13,324
2017,0,47959,Bryson DeChambeau,4.02,21,522
2017,0,29720,Andres Gonzales,4.04,16,396
2017,0,27129,Luke List,4.07,22,540
2017,0,33120,Mark Anderson,4.09,14,342
2017,0,37455,Si Woo Kim,4.11,17,414
2017,0,33948,Byeong Hun An,4.17,15,360
2017,0,31646,Emiliano Grillo,4.17,18,432
2017,0,33461,Morgan Hoffmann,4.17,21,504
2017,0,27963,Chris Stroud,4.17,15,360
2017,0,25493,Nick Taylor,4.17,21,504
2017,0,24781,Hunter Mahan,4.22,19,450
2017,0,27214,Kevin Streelman,4.22,19,450
2017,0,32757,Patton Kizzire,4.27,20,468
2017,0,33122,Russell Knox,4.29,17,396
2017,0,37454,Whee Kim,4.4,19,432
2017,0,30191,Julián Etulain,4.44,16,360
2017,0,37189,Harold Varner III,4.44,24,540
2017,0,25572,Graeme McDowell,4.58,14,306
2017,0,32366,Kevin Chappell,4.67,21,450
2017,0,25804,Bubba Watson,4.68,16,342
2017,0,36699,Patrick Rodgers,4.7,22,468
2017,0,27064,Jhonattan Vegas,4.73,23,486
2017,0,29740,Brad Fritsch,4.9,15,306
2017,0,20572,Rod Pampling,5.05,20,396
2017,0,32200,Roberto Castro,5.09,22,432
2017,0,30944,Jason Kokrak,5.16,26,504
2017,0,27649,Brandt Snedeker,5.16,13,252
2017,0,29974,Branden Grace,5.23,16,306
2017,0,37278,Nicholas Lindheim,5.23,16,306
2017,0,25686,Jason Dufner,5.3,21,396
2017,0,26289,Boo Weekley,5.78,26,450
2017,0,23320,Ryan Palmer,5.86,19,324
2017,0,24140,Sean O'Hair,6.0,27,450
2017,0,24502,Adam Scott,6.25,18,288
2016,0,24494,Erik Compton,1.06,4,378
2016,0,21731,Freddie Jacobson,1.07,5,468
2016,0,33122,Russell Knox,1.16,5,432
2016,0,33410,Andrew Landry,1.31,4,306
2016,0,24507,Jason Bohn,1.32,5,378
2016,0,20157,Retief Goosen,1.39,4,288
2016,0,31420,Anirban Lahiri,1.39,5,360
2016,0,26851,Marc Leishman,1.39,6,432
2016,0,20572,Rod Pampling,1.39,4,288
2016,0,24846,Ricky Barnes,1.44,7,486
2016,0,36699,Patrick Rodgers,1.44,7,486
2016,0,35732,Wes Roach,1.46,5,342
2016,0,29478,Kevin Kisner,1.5,7,468
2016,0,23353,J.J. Henry,1.52,6,396
2016,0,23638,Brendon de Jonge,1.53,8,522
2016,0,31323,Gary Woodland,1.56,7,450
2016,0,40026,Daniel Berger,1.62,7,432
2016,0,29222,Billy Hurley III,1.67,6,360
2016,0,32640,Troy Merritt,1.71,8,468
2016,0,23800,Bryce Molder,1.78,8,450
2016,0,39975,Michael Kim,1.79,9,504
2016,0,32366,Kevin Chappell,1.85,9,486
2016,0,34262,Jon Curran,1.85,10,540
2016,0,28089,Jason Day,1.85,6,324
2016,0,34174,John Huh,1.85,9,486
2016,0,30925,Dustin Johnson,1.85,7,378
2016,0,34431,Robert Streb,1.92,9,468
2016,0,23983,Luke Donald,1.93,8,414
2016,0,20472,Alex Cejka,1.94,7,360
2016,0,31202,William McGirt,1.98,10,504
2016,0,27895,Jonas Blixt,2.0,9,450
2016,0,12716,Charley Hoffman,2.0,9,450
2016,0,24912,Will MacKenzie,2.0,9,450
2016,0,20098,Stuart Appleby,2.02,8,396
2016,0,26596,Ryan Moore,2.02,8,396
2016,0,35879,Kelly Kraft,2.05,7,342
2016,0,20645,John Senden,2.06,10,486
2016,0,27963,Chris Stroud,2.08,9,432
2016,0,34261,Scott Langley,2.12,8,378
2016,0,34265,Will Wilcox,2.12,8,378
2016,0,25274,Steven Bowditch,2.14,10,468
2016,0,29289,S.Y. Noh,2.14,10,468
2016,0,26331,Charl Schwartzel,2.16,7,324
2016,0,24024,Zach Johnson,2.17,9,414
2016,0,29725,Tony Finau,2.18,11,504
2016,0,34098,Russell Henley,2.22,10,450
2016,0,28092,D.H. Lee,2.22,8,360
2016,0,22371,Aaron Baddeley,2.26,11,486
2016,0,32200,Roberto Castro,2.26,11,486
2016,0,29476,Kyle Reifers,2.26,13,576
2016,0,30110,Kyle Stanley,2.26,11,486
2016,0,24357,K.J. Choi,2.27,9,396
2016,0,32102,Rickie Fowler,2.27,9,396
2016,0,29974,Branden Grace,2.29,7,306
2016,0,22405,Justin Rose,2.29,7,306
2016,0,26758,David Hearn,2.3,12,522
2016,0,27466,Spencer Levin,2.33,13,558
2016,0,24502,Adam Scott,2.34,8,342
2016,0,25720,Chad Collins,2.35,11,468
2016,0,34099,Harris English,2.35,11,468
2016,0,24140,Sean O'Hair,2.35,11,468
2016,0,29485,Brett Stegmaier,2.35,11,468
2016,0,26951,Johnson Wagner,2.35,11,468
2016,0,10809,Jim Furyk,2.38,6,252
2016,0,8075,Jerry Kelly,2.42,10,414
2016,0,27936,Martin Laird,2.42,10,414
2016,0,21961,Charles Howell III,2.44,11,450
2016,0,30711,Colt Knost,2.44,11,450
2016,0,25396,Kevin Na,2.44,11,450
2016,0,25804,Bubba Watson,2.47,8,324
2016,0,40058,Zac Blair,2.49,13,522
2016,0,25572,Graeme McDowell,2.5,9,360
2016,0,27644,Brian Harman,2.51,14,558
2016,0,37455,Si Woo Kim,2.53,15,594
2016,0,33141,Keegan Bradley,2.56,12,468
2016,0,26300,Matt Jones,2.56,12,468
2016,0,37454,Whee Kim,2.56,12,468
2016,0,32757,Patton Kizzire,2.56,12,468
2016,0,31416,Derek Fathauer,2.58,13,504
2016,0,27747,Hiroshi Iwata,2.58,13,504
2016,0,25834,Daniel Summerhays,2.58,13,504
2016,0,30927,Brendon Todd,2.58,13,504
2016,0,6527,Steve Stricker,2.59,7,270
2016,0,24490,George McNeill,2.63,9,342
2016,0,32839,Hideki Matsuyama,2.65,10,378
2016,0,25900,Lucas Glover,2.66,11,414
2016,0,34409,David Lingmerth,2.66,11,414
2016,0,33399,Adam Hadwin,2.67,13,486
2016,0,23108,Matt Kuchar,2.67,12,450
2016,0,35539,Luke Guthrie,2.78,9,324
2016,0,20766,Padraig Harrington,2.78,8,288
2016,0,33667,Carlos Ortiz,2.78,14,504
2016,0,34046,Jordan Spieth,2.78,10,360
2016,0,29518,Brendan Steele,2.78,12,432
2016,0,23325,Vaughn Taylor,2.78,12,432
2016,0,28114,Dawie van der Walt,2.78,12,432
2016,0,25632,Jimmy Walker,2.78,12,432
2016,0,36801,Mark Hubbard,2.87,15,522
2016,0,29720,Andres Gonzales,2.88,14,486
2016,0,46440,Smylie Kaufman,2.88,14,486
2016,0,23541,Ben Crane,2.89,13,450
2016,0,35532,Tom Hoge,2.89,13,450
2016,0,24924,Bill Haas,2.9,12,414
2016,0,20104,Ken Duke,2.92,10,342
2016,0,24358,Robert Garrigus,2.92,10,342
2016,0,34466,Peter Malnati,2.95,17,576
2016,0,27974,Sung Kang,2.98,15,504
2016,0,22892,Jason Gore,3.01,13,432
2016,0,24781,Hunter Mahan,3.03,12,396
2016,0,27770,Camilo Villegas,3.11,14,450
2016,0,34264,Hudson Swafford,3.15,17,540
2016,0,21209,Sergio Garcia,3.17,8,252
2016,0,32876,Martin Piller,3.17,12,378
2016,0,25349,Tim Wilkinson,3.17,12,378
2016,0,26476,Chez Reavie,3.21,15,468
2016,0,27214,Kevin Streelman,3.21,15,468
2016,0,20229,Stewart Cink,3.22,11,342
2016,0,28132,Tyrone Van Aswegen,3.26,17,522
2016,0,28237,Rory McIlroy,3.27,10,306
2016,0,6567,Vijay Singh,3.28,13,396
2016,0,25686,Jason Dufner,3.29,16,486
2016,0,34360,Patrick Reed,3.29,16,486
2016,0,27436,Graham DeLaet,3.33,12,360
2016,0,30163,Henrik Norlander,3.33,12,360
2016,0,31560,Brian Stuard,3.33,12,360
2016,0,12510,Chad Campbell,3.37,17,504
2016,0,35891,Cameron Smith,3.38,14,414
2016,0,34563,Chesson Hadley,3.42,16,468
2016,0,30944,Jason Kokrak,3.42,16,468
2016,0,25364,Paul Casey,3.44,13,378
2016,0,6522,Ernie Els,3.44,13,378
2016,0,1810,Phil Mickelson,3.44,13,378
2016,0,31557,Jim Herman,3.45,18,522
2016,0,31646,Emiliano Grillo,3.47,15,432
2016,0,33461,Morgan Hoffmann,3.47,15,432
2016,0,26329,Louis Oosthuizen,3.47,10,288
2016,0,30692,Scott Stallings,3.56,16,450
2016,0,10213,Dicky Pride,3.61,13,360
2016,0,21878,Mark Wilson,3.61,13,360
2016,0,10885,Robert Allenby,3.62,15,414
2016,0,32448,James Hahn,3.63,17,468
2016,0,26289,Boo Weekley,3.63,17,468
2016,0,33413,Ben Martin,3.7,18,486
2016,0,33418,Shawn Stefani,3.77,19,504
2016,0,37189,Harold Varner III,3.77,19,504
2016,0,27649,Brandt Snedeker,3.78,17,450
2016,0,25493,Nick Taylor,3.78,17,450
2016,0,24461,Thomas Aiken,3.79,15,396
2016,0,28475,Jeff Overton,3.79,15,396
2016,0,32618,Rhein Gibson,3.8,13,342
2016,0,30926,Chris Kirk,3.85,18,468
2016,0,25818,Scott Piercy,3.86,16,414
2016,0,27942,Rob Oppenheim,3.89,14,360
2016,0,33448,Justin Thomas,3.91,19,486
2016,0,25240,D.A. Points,3.92,12,306
2016,0,28679,Fabián Gómez,3.94,17,432
2016,0,33419,Cameron Tringale,3.94,17,432
2016,0,22046,Geoff Ogilvy,3.97,15,378
2016,0,35451,Scott Pinckney,3.97,20,504
2016,0,25892,Steve Wheatcroft,4.0,18,450
2016,0,45526,Abraham Ancer,4.01,13,324
2016,0,25198,Francesco Molinari,4.01,13,324
2016,0,28158,Steve Marino,4.04,16,396
2016,0,29745,Tyler Aldridge,4.06,19,468
2016,0,27129,Luke List,4.06,19,468
2016,0,27064,Jhonattan Vegas,4.06,19,468
2016,0,36689,Brooks Koepka,4.09,14,342
2016,0,2206,David Toms,4.09,14,342
2016,0,29221,Webb Simpson,4.17,15,360
2016,0,29479,Scott Brown,4.27,20,468
2016,0,35300,Andrew Loupe,4.32,21,486
2016,0,23320,Ryan Palmer,4.35,18,414
2016,0,35545,Blayne Barber,4.49,21,468
2016,0,33204,Shane Lowry,4.51,13,288
2016,0,29461,Jamie Lovemark,4.53,22,486
2016,0,37273,Derek Ernst,4.68,16,342
2016,0,29420,Billy Horschel,4.68,16,342
2016,0,20848,Ángel Cabrera,4.72,17,360
2016,0,27141,J.B. Holmes,4.76,18,378
2016,0,29268,Bronson Burgoon,4.91,23,468
2016,0,32150,Michael Thompson,5.05,20,396
2016,0,29926,Danny Lee,5.14,25,486
2016,0,29223,Sam Saunders,5.3,21,396
2016,0,20691,Greg Owen,6.35,32,504
2016,0,23621,Rory Sabbatini,7.02,24,342
2015,0,29478,Kevin Kisner,0.96,5,522
2015,0,34256,Andrew Putnam,1.01,4,396
2015,0,34261,Scott Langley,1.03,5,486
2015,0,28475,Jeff Overton,1.15,6,522
2015,0,21961,Charles Howell III,1.3,7,540
2015,0,33399,Adam Hadwin,1.34,7,522
2015,0,32640,Troy Merritt,1.34,7,522
2015,0,29518,Brendan Steele,1.45,6,414
2015,0,27436,Graham DeLaet,1.46,5,342
2015,0,2206,David Toms,1.46,5,342
2015,0,26758,David Hearn,1.48,8,540
2015,0,24846,Ricky Barnes,1.5,7,468
2015,0,24507,Jason Bohn,1.65,8,486
2015,0,33122,Russell Knox,1.65,8,486
2015,0,34360,Patrick Reed,1.71,8,468
2015,0,27895,Jonas Blixt,1.78,8,450
2015,0,25720,Chad Collins,1.85,8,432
2015,0,24924,Bill Haas,1.85,8,432
2015,0,31202,William McGirt,1.85,10,540
2015,0,26329,Louis Oosthuizen,1.85,6,324
2015,0,40058,Zac Blair,1.91,11,576
2015,0,27214,Kevin Streelman,1.92,9,468
2015,0,25834,Daniel Summerhays,1.92,10,522
2015,0,34098,Russell Henley,1.93,8,414
2015,0,23983,Luke Donald,1.94,7,360
2015,0,20848,Ángel Cabrera,1.96,6,306
2015,0,23638,Brendon de Jonge,1.97,11,558
2015,0,10860,Justin Leonard,2.02,8,396
2015,0,22056,Cameron Percy,2.02,8,396
2015,0,12510,Chad Campbell,2.04,11,540
2015,0,34431,Robert Streb,2.04,11,540
2015,0,28132,Tyrone Van Aswegen,2.05,7,342
2015,0,20593,Greg Chalmers,2.08,6,288
2015,0,26300,Matt Jones,2.08,9,432
2015,0,27936,Martin Laird,2.08,9,432
2015,0,28259,Sangmoon Bae,2.11,11,522
2015,0,31416,Derek Fathauer,2.14,10,468
2015,0,24361,Pat Perez,2.14,10,468
2015,0,25562,Andres Romero,2.17,9,414
2015,0,25632,Jimmy Walker,2.17,9,414
2015,0,34099,Harris English,2.18,11,504
2015,0,30926,Chris Kirk,2.22,8,360
2015,0,27466,Spencer Levin,2.22,12,540
2015,0,23800,Bryce Molder,2.22,10,450
2015,0,25396,Kevin Na,2.22,10,450
2015,0,30711,Colt Knost,2.26,11,486
2015,0,23623,Bo Van Pelt,2.26,11,486
2015,0,22371,Aaron Baddeley,2.31,10,432
2015,0,25274,Steven Bowditch,2.33,13,558
2015,0,26476,Chez Reavie,2.34,8,342
2015,0,28023,Byron Smith,2.34,8,342
2015,0,35539,Luke Guthrie,2.35,11,468
2015,0,24140,Sean O'Hair,2.35,11,468
2015,0,24357,K.J. Choi,2.47,8,324
2015,0,12716,Charley Hoffman,2.47,12,486
2015,0,29222,Billy Hurley III,2.47,12,486
2015,0,30852,Ryo Ishikawa,2.47,12,486
2015,0,1706,Davis Love III,2.47,8,324
2015,0,25804,Bubba Watson,2.47,8,324
2015,0,25892,Steve Wheatcroft,2.47,12,486
2015,0,33667,Carlos Ortiz,2.49,13,522
2015,0,34264,Hudson Swafford,2.49,13,522
2015,0,32102,Rickie Fowler,2.5,9,360
2015,0,30736,Oscar Fraustro,2.5,9,360
2015,0,29725,Tony Finau,2.51,14,558
2015,0,29926,Danny Lee,2.54,16,630
2015,0,35541,John Peterson,2.55,11,432
2015,0,31193,Jim Renner,2.56,12,468
2015,0,33418,Shawn Stefani,2.56,12,468
2015,0,33448,Justin Thomas,2.59,14,540
2015,0,10809,Jim Furyk,2.61,8,306
2015,0,1810,Phil Mickelson,2.63,9,342
2015,0,20771,Steven Alker,2.65,10,378
2015,0,26596,Ryan Moore,2.66,11,414
2015,0,26951,Johnson Wagner,2.66,11,414
2015,0,23353,J.J. Henry,2.68,14,522
2015,0,23048,Eric Axley,2.78,10,360
2015,0,32448,James Hahn,2.78,14,504
2015,0,24024,Zach Johnson,2.78,12,432
2015,0,34409,David Lingmerth,2.78,14,504
2015,0,36699,Patrick Rodgers,2.78,8,288
2015,0,34046,Jordan Spieth,2.78,12,432
2015,0,31560,Brian Stuard,2.78,15,540
2015,0,25349,Tim Wilkinson,2.78,13,468
2015,0,25345,Carl Pettersson,2.87,16,558
2015,0,29720,Andres Gonzales,2.88,14,486
2015,0,35451,Scott Pinckney,2.88,14,486
2015,0,23320,Ryan Palmer,2.91,11,378
2015,0,30692,Scott Stallings,2.92,10,342
2015,0,29479,Scott Brown,2.96,16,540
2015,0,34174,John Huh,2.96,16,540
2015,0,29476,Kyle Reifers,2.96,16,540
2015,0,29535,Brice Garnett,2.98,15,504
2015,0,25493,Nick Taylor,2.98,15,504
2015,0,27095,Nick Watney,2.98,15,504
2015,0,30946,Alex Prugh,2.99,14,468
2015,0,29223,Sam Saunders,2.99,14,468
2015,0,27649,Brandt Snedeker,2.99,14,468
2015,0,30927,Brendon Todd,2.99,14,468
2015,0,26289,Boo Weekley,3.01,13,432
2015,0,37454,Whee Kim,3.03,12,396
2015,0,36689,Brooks Koepka,3.03,12,396
2015,0,24494,Erik Compton,3.09,15,486
2015,0,34262,Jon Curran,3.09,15,486
