YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,165,0,40115,Adam Svensson,4.39%,114,5.0
2024,166,0,46046,Scottie Scheffler,4.29%,70,3.0
2024,167,0,30911,Tommy Fleetwood,4.00%,75,3.0
2024,168,0,45522,Christiaan Bezuidenhout,3.95%,76,3.0
2024,168,0,48117,Kurt Kitayama,3.95%,76,3.0
2024,168,0,52374,Brandon Wu,3.95%,76,3.0
2024,171,0,25900,Lucas Glover,3.90%,77,3.0
2024,172,0,46442,Maverick McNealy,3.80%,79,3.0
2024,173,0,30163,Henrik Norlander,3.77%,53,2.0
2024,174,0,45157,Cam Davis,3.70%,81,3.0
2024,175,0,47504,Sam Burns,3.45%,58,2.0
2024,176,0,34466,Peter Malnati,3.33%,90,3.0
2024,177,0,32366,Kevin Chappell,3.23%,31,1.0
2024,177,0,39977,Max Homa,3.23%,62,2.0
2024,179,0,35310,Lanto Griffin,3.03%,66,2.0
2024,180,0,52372,Cameron Champ,2.99%,67,2.0
2024,181,0,49960,Sepp Straka,2.94%,68,2.0
2024,182,0,54591,Ben Griffin,1.87%,107,2.0
2024,183,0,26476,Chez Reavie,1.59%,63,1.0
2024,184,0,57362,Austin Eckroat,1.35%,74,1.0
2023,1,0,24502,Adam Scott,1.88%,48,9.0
2023,2,0,55708,Hayden Buckley,1.71%,76,13.0
2023,3,0,27974,Sung Kang,1.67%,30,5.0
2023,3,0,48081,Xander Schauffele,1.67%,48,8.0
2023,5,0,46442,Maverick McNealy,1.59%,44,7.0
2023,6,0,34431,Robert Streb,1.57%,51,8.0
2023,7,0,51491,Brandon Matthews,1.56%,32,5.0
2023,8,0,54783,Dylan Wu,1.52%,92,14.0
2023,9,0,55182,Tom Kim,1.51%,86,13.0
2023,10,0,34563,Chesson Hadley,1.46%,96,14.0
2023,11,0,49766,Hank Lebioda,1.43%,42,6.0
2023,11,0,31202,William McGirt,1.43%,35,5.0
2023,11,0,36699,Patrick Rodgers,1.43%,84,12.0
2023,14,0,20229,Stewart Cink,1.41%,64,9.0
2023,14,0,34409,David Lingmerth,1.41%,64,9.0
2023,16,0,33653,Thomas Detry,1.39%,72,10.0
2023,17,0,48867,Matti Schmid,1.37%,51,7.0
2023,18,0,52955,Ludvig Åberg,1.33%,45,6.0
2023,18,0,33141,Keegan Bradley,1.33%,60,8.0
2023,20,0,40115,Adam Svensson,1.26%,135,17.0
2023,21,0,32839,Hideki Matsuyama,1.25%,72,9.0
2023,22,0,28420,Ryan Brehm,1.23%,65,8.0
2023,22,0,57975,Harry Hall,1.23%,73,9.0
2023,24,0,34610,Matthias Schwab,1.20%,92,11.0
2023,25,0,32662,Michael Gligic,1.19%,67,8.0
2023,25,0,36724,Augusto Núñez,1.19%,67,8.0
2023,27,0,47983,Chad Ramey,1.18%,85,10.0
2023,27,0,31560,Brian Stuard,1.18%,51,6.0
2023,29,0,50493,Justin Suh,1.16%,112,13.0
2023,30,0,52375,Doug Ghim,1.15%,78,9.0
2023,30,0,55789,Taylor Montgomery,1.15%,78,9.0
2023,32,0,39058,Lucas Herbert,1.14%,44,5.0
2023,32,0,39977,Max Homa,1.14%,79,9.0
2023,32,0,39975,Michael Kim,1.14%,79,9.0
2023,35,0,32139,Danny Willett,1.13%,53,6.0
2023,36,0,49771,J.T. Poston,1.12%,107,12.0
2023,36,0,51634,Sahith Theegala,1.12%,89,10.0
2023,36,0,30927,Brendon Todd,1.12%,98,11.0
2023,36,0,52513,Carson Young,1.12%,89,10.0
2023,40,0,34098,Russell Henley,1.11%,81,9.0
2023,40,0,33410,Andrew Landry,1.11%,54,6.0
2023,42,0,28252,Seamus Power,1.09%,64,7.0
2023,43,0,46717,Viktor Hovland,1.08%,83,9.0
2023,43,0,40162,Justin Lower,1.08%,102,11.0
2023,43,0,53165,Doc Redman,1.08%,65,7.0
2023,46,0,25900,Lucas Glover,1.07%,103,11.0
2023,46,0,56762,Will Gordon,1.07%,84,9.0
2023,46,0,49947,Taylor Moore,1.07%,84,9.0
2023,49,0,48117,Kurt Kitayama,1.06%,47,5.0
2023,49,0,52374,Brandon Wu,1.06%,94,10.0
2023,51,0,45157,Cam Davis,1.05%,76,8.0
2023,52,0,56630,Akshay Bhatia,1.03%,58,6.0
2023,52,0,49453,Trevor Cone,1.03%,68,7.0
2023,52,0,51414,Brent Grant,1.03%,58,6.0
2023,52,0,31646,Emiliano Grillo,1.03%,97,10.0
2023,52,0,30926,Chris Kirk,1.03%,87,9.0
2023,57,0,46435,Austin Cook,1.02%,59,6.0
2023,57,0,54591,Ben Griffin,1.02%,108,11.0
2023,59,0,31577,Tano Goya,1.01%,69,7.0
2023,59,0,31557,Jim Herman,1.01%,69,7.0
2023,59,0,34256,Andrew Putnam,1.01%,109,11.0
2023,62,0,48084,Wesley Bryan,1.00%,30,3.0
2023,62,0,32366,Kevin Chappell,1.00%,40,4.0
2023,62,0,35310,Lanto Griffin,1.00%,50,5.0
2023,62,0,23320,Ryan Palmer,1.00%,60,6.0
2023,62,0,47128,Richy Werenski,1.00%,60,6.0
2023,67,0,27349,Alex Noren,.99%,81,8.0
2023,68,0,52372,Cameron Champ,.98%,61,6.0
2023,68,0,51950,Max McGreevy,.98%,61,6.0
2023,70,0,46601,Trey Mullinax,.97%,62,6.0
2023,70,0,48119,Ben Taylor,.97%,93,9.0
2023,72,0,36326,David Lipsky,.96%,83,8.0
2023,72,0,31323,Gary Woodland,.96%,83,8.0
2023,74,0,19803,Ryan Armour,.95%,84,8.0
2023,74,0,39997,Corey Conners,.95%,74,7.0
2023,74,0,33413,Ben Martin,.95%,84,8.0
2023,77,0,29970,Dylan Frittelli,.94%,53,5.0
2023,77,0,52453,Nicolai Hojgaard,.94%,32,3.0
2023,77,0,37455,Si Woo Kim,.94%,85,8.0
2023,77,0,47993,Denny McCarthy,.94%,106,10.0
2023,81,0,59018,Ryan Gerard,.93%,43,4.0
2023,81,0,28775,Nate Lashley,.93%,118,11.0
2023,83,0,57362,Austin Eckroat,.92%,98,9.0
2023,83,0,47079,Harrison Endycott,.92%,76,7.0
2023,85,0,47504,Sam Burns,.91%,66,6.0
2023,85,0,26596,Ryan Moore,.91%,66,6.0
2023,85,0,45242,Kevin Yu,.91%,55,5.0
2023,88,0,25686,Jason Dufner,.90%,78,7.0
2023,89,0,54628,Lee Hodges,.89%,101,9.0
2023,89,0,32791,K.H. Lee,.89%,90,8.0
2023,89,0,29289,S.Y. Noh,.89%,56,5.0
2023,92,0,58696,Peter Kuest,.87%,46,4.0
2023,93,0,33408,Tyson Alexander,.86%,81,7.0
2023,93,0,35461,Beau Hossler,.86%,81,7.0
2023,93,0,24024,Zach Johnson,.86%,58,5.0
2023,93,0,32757,Patton Kizzire,.86%,81,7.0
2023,93,0,51997,Andrew Novak,.86%,58,5.0
2023,93,0,49960,Sepp Straka,.86%,93,8.0
2023,93,0,58967,Trevor Werbylo,.86%,58,5.0
2023,100,0,25493,Nick Taylor,.85%,71,6.0
2023,101,0,26476,Chez Reavie,.84%,95,8.0
2023,102,0,36799,Stephan Jaeger,.83%,121,10.0
2023,103,0,34076,Joel Dahmen,.82%,85,7.0
2023,104,0,46046,Scottie Scheffler,.81%,62,5.0
2023,105,0,40098,Matt Fitzpatrick,.80%,75,6.0
2023,105,0,47988,Nick Hardy,.80%,100,8.0
2023,105,0,35879,Kelly Kraft,.80%,87,7.0
2023,105,0,30163,Henrik Norlander,.80%,88,7.0
2023,105,0,29221,Webb Simpson,.80%,50,4.0
2023,110,0,35506,Mackenzie Hughes,.79%,76,6.0
2023,110,0,46970,Jon Rahm,.79%,63,5.0
2023,110,0,57366,Cameron Young,.79%,63,5.0
2023,113,0,32448,James Hahn,.78%,77,6.0
2023,113,0,27936,Martin Laird,.78%,77,6.0
2023,113,0,51070,Vincent Norrman,.78%,64,5.0
2023,116,0,46441,Robby Shelton,.77%,91,7.0
2023,117,0,22405,Justin Rose,.76%,66,5.0
2023,118,0,39067,MJ Daffue,.75%,67,5.0
2023,118,0,32102,Rickie Fowler,.75%,80,6.0
2023,118,0,50188,S.H. Kim,.75%,93,7.0
2023,118,0,27129,Luke List,.75%,106,8.0
2023,122,0,34255,Joseph Bramlett,.74%,94,7.0
2023,122,0,35449,Adam Long,.74%,94,7.0
2023,122,0,52411,Kyle Westmoreland,.74%,68,5.0
2023,125,0,54421,Garrick Higgo,.73%,82,6.0
2023,125,0,34046,Jordan Spieth,.73%,55,4.0
2023,127,0,32640,Troy Merritt,.72%,69,5.0
2023,128,0,36871,Matt NeSmith,.71%,98,7.0
2023,128,0,51890,Greyson Sigg,.71%,98,7.0
2023,128,0,35617,Martin Trainer,.71%,42,3.0
2023,131,0,28089,Jason Day,.70%,57,4.0
2023,131,0,37338,Zecheng Dou,.70%,71,5.0
2023,133,0,33204,Shane Lowry,.69%,58,4.0
2023,134,0,22371,Aaron Baddeley,.68%,74,5.0
2023,134,0,35901,Paul Haley II,.68%,73,5.0
2023,134,0,27095,Nick Watney,.68%,73,5.0
2023,137,0,49298,Kramer Hickok,.67%,90,6.0
2023,137,0,32333,Kevin Tway,.67%,89,6.0
2023,139,0,34363,Tyrrell Hatton,.65%,62,4.0
2023,139,0,35532,Tom Hoge,.65%,77,5.0
2023,139,0,47995,Davis Riley,.65%,62,4.0
2023,142,0,40058,Zac Blair,.63%,48,3.0
2023,142,0,33597,Harry Higgs,.63%,64,4.0
2023,142,0,48699,Callum Tarren,.63%,95,6.0
2023,145,0,40006,Erik van Rooyen,.61%,66,4.0
2023,146,0,48887,Matt Wallace,.59%,68,4.0
2023,147,0,45522,Christiaan Bezuidenhout,.58%,86,5.0
2023,147,0,39971,Sungjae Im,.58%,103,6.0
2023,149,0,40250,Taylor Pendrith,.57%,106,6.0
2023,149,0,47347,Adam Schenk,.57%,105,6.0
2023,149,0,27963,Chris Stroud,.57%,53,3.0
2023,152,0,33948,Byeong Hun An,.56%,71,4.0
2023,152,0,46414,Aaron Rai,.56%,89,5.0
2023,152,0,50095,Austin Smotherman,.56%,90,5.0
2023,155,0,34466,Peter Malnati,.55%,73,4.0
2023,156,0,55893,Sam Stevens,.53%,75,4.0
2023,157,0,55454,Carl Yuan,.52%,58,3.0
2023,158,0,51766,Wyndham Clark,.51%,98,5.0
2023,158,0,45609,Tyler Duncan,.51%,98,5.0
2023,160,0,32816,Satoshi Kodaira,.50%,40,2.0
2023,160,0,29908,C.T. Pan,.50%,40,2.0
2023,162,0,58168,Davis Thompson,.48%,84,4.0
2023,163,0,51349,Nico Echavarria,.47%,64,3.0
2023,163,0,27554,Scott Harrington,.47%,64,3.0
2023,165,0,35450,Patrick Cantlay,.46%,65,3.0
2023,165,0,34099,Harris English,.46%,87,4.0
2023,167,0,36801,Mark Hubbard,.45%,88,4.0
2023,167,0,33448,Justin Thomas,.45%,66,3.0
2023,169,0,47591,Eric Cole,.43%,92,4.0
2023,169,0,30911,Tommy Fleetwood,.43%,70,3.0
2023,169,0,33399,Adam Hadwin,.43%,93,4.0
2023,169,0,27644,Brian Harman,.43%,92,4.0
2023,169,0,50525,Collin Morikawa,.43%,70,3.0
2023,169,0,39324,J.J. Spaun,.43%,92,4.0
2023,169,0,27214,Kevin Streelman,.43%,93,4.0
2023,176,0,39546,Keith Mitchell,.39%,76,3.0
2023,177,0,29725,Tony Finau,.38%,79,3.0
2023,177,0,33122,Russell Knox,.38%,105,4.0
2023,177,0,30692,Scott Stallings,.38%,80,3.0
2023,180,0,12716,Charley Hoffman,.35%,57,2.0
2023,181,0,23108,Matt Kuchar,.34%,88,3.0
2023,182,0,46340,Alex Smalley,.32%,94,3.0
2023,182,0,25632,Jimmy Walker,.32%,95,3.0
2023,184,0,28237,Rory McIlroy,.28%,71,2.0
2023,185,0,24925,Jonathan Byrd,.27%,37,1.0
2023,186,0,29535,Brice Garnett,.26%,78,2.0
2023,186,0,24140,Sean O'Hair,.26%,38,1.0
2023,186,0,25818,Scott Piercy,.26%,78,2.0
2023,189,0,29420,Billy Horschel,.23%,44,1.0
2023,190,0,39954,Cody Gribble,.19%,52,1.0
2023,191,0,39335,Kevin Roy,.18%,55,1.0
2023,192,0,22056,Cameron Percy,.17%,59,1.0
2023,193,0,37275,Sam Ryder,.12%,81,1.0
2022,1,0,32139,Danny Willett,2.38,42,10.0
2022,2,0,49766,Hank Lebioda,1.97,71,14.0
2022,3,0,28252,Seamus Power,1.96,46,9.0
2022,4,0,35450,Patrick Cantlay,1.82,44,8.0
2022,5,0,49771,J.T. Poston,1.76,91,16.0
2022,6,0,23983,Luke Donald,1.75,57,10.0
2022,7,0,27895,Jonas Blixt,1.71,41,7.0
2022,8,0,34466,Peter Malnati,1.69,83,14.0
2022,9,0,24024,Zach Johnson,1.58,57,9.0
2022,10,0,35879,Kelly Kraft,1.57,70,11.0
2022,11,0,33399,Adam Hadwin,1.52,66,10.0
2022,11,0,23621,Rory Sabbatini,1.52,46,7.0
2022,13,0,46442,Maverick McNealy,1.49,74,11.0
2022,14,0,28237,Rory McIlroy,1.43,49,7.0
2022,14,0,28114,Dawie van der Walt,1.43,56,8.0
2022,16,0,39546,Keith Mitchell,1.41,85,12.0
2022,17,0,37212,Paul Barjon,1.39,72,10.0
2022,18,0,35617,Martin Trainer,1.33,60,8.0
2022,19,0,28775,Nate Lashley,1.32,76,10.0
2022,20,0,40115,Adam Svensson,1.31,99,13.0
2022,21,0,46970,Jon Rahm,1.3,54,7.0
2022,21,0,22405,Justin Rose,1.3,46,6.0
2022,23,0,35461,Beau Hossler,1.29,62,8.0
2022,23,0,32640,Troy Merritt,1.29,93,12.0
2022,25,0,36326,David Lipsky,1.28,78,10.0
2022,26,0,32102,Rickie Fowler,1.27,55,7.0
2022,26,0,51997,Andrew Novak,1.27,63,8.0
2022,26,0,29221,Webb Simpson,1.27,55,7.0
2022,26,0,47128,Richy Werenski,1.27,55,7.0
2022,30,0,19803,Ryan Armour,1.25,40,5.0
2022,31,0,51890,Greyson Sigg,1.23,65,8.0
2022,31,0,35891,Cameron Smith,1.23,57,7.0
2022,33,0,54421,Garrick Higgo,1.22,41,5.0
2022,33,0,24361,Pat Perez,1.22,49,6.0
2022,35,0,45157,Cam Davis,1.21,66,8.0
2022,35,0,48081,Xander Schauffele,1.21,66,8.0
2022,37,0,22056,Cameron Percy,1.18,34,4.0
2022,38,0,29478,Kevin Kisner,1.17,60,7.0
2022,38,0,47983,Chad Ramey,1.17,60,7.0
2022,38,0,51894,Vince Whaley,1.17,60,7.0
2022,41,0,29908,C.T. Pan,1.16,69,8.0
2022,42,0,24502,Adam Scott,1.15,61,7.0
2022,42,0,27770,Camilo Villegas,1.15,61,7.0
2022,44,0,34363,Tyrrell Hatton,1.14,44,5.0
2022,44,0,30692,Scott Stallings,1.14,88,10.0
2022,46,0,47993,Denny McCarthy,1.13,97,11.0
2022,46,0,46601,Trey Mullinax,1.13,71,8.0
2022,48,0,34610,Matthias Schwab,1.11,54,6.0
2022,49,0,32816,Satoshi Kodaira,1.08,37,4.0
2022,49,0,27349,Alex Noren,1.08,65,7.0
2022,51,0,36699,Patrick Rodgers,1.07,75,8.0
2022,52,0,29970,Dylan Frittelli,1.06,85,9.0
2022,52,0,24980,Scott Gutschewski,1.06,47,5.0
2022,52,0,30944,Jason Kokrak,1.06,66,7.0
2022,55,0,37275,Sam Ryder,1.05,76,8.0
2022,56,0,24924,Bill Haas,1.04,67,7.0
2022,56,0,46550,Brandon Hagy,1.04,67,7.0
2022,56,0,33486,Roger Sloan,1.04,48,5.0
2022,56,0,27095,Nick Watney,1.04,77,8.0
2022,60,0,47483,Will Zalatoris,1.02,59,6.0
2022,61,0,32448,James Hahn,1.0,60,6.0
2022,62,0,28089,Jason Day,0.98,51,5.0
2022,62,0,35310,Lanto Griffin,0.98,82,8.0
2022,62,0,36689,Brooks Koepka,0.98,41,4.0
2022,62,0,40162,Justin Lower,0.98,61,6.0
2022,62,0,33667,Carlos Ortiz,0.98,51,5.0
2022,67,0,23325,Vaughn Taylor,0.97,31,3.0
2022,68,0,34076,Joel Dahmen,0.96,83,8.0
2022,69,0,35110,Brett Drewitt,0.95,42,4.0
2022,69,0,31560,Brian Stuard,0.95,63,6.0
2022,71,0,29725,Tony Finau,0.94,85,8.0
2022,72,0,31557,Jim Herman,0.93,43,4.0
2022,72,0,33204,Shane Lowry,0.93,54,5.0
2022,72,0,27139,David Skinns,0.93,43,4.0
2022,72,0,49964,Aaron Wise,0.93,86,8.0
2022,76,0,34563,Chesson Hadley,0.92,87,8.0
2022,77,0,39977,Max Homa,0.91,77,7.0
2022,77,0,39971,Sungjae Im,0.91,88,8.0
2022,77,0,30927,Brendon Todd,0.91,77,7.0
2022,80,0,36801,Mark Hubbard,0.9,78,7.0
2022,81,0,29535,Brice Garnett,0.89,79,7.0
2022,81,0,29420,Billy Horschel,0.89,45,4.0
2022,81,0,53165,Doc Redman,0.89,79,7.0
2022,84,0,49298,Kramer Hickok,0.85,71,6.0
2022,84,0,27064,Jhonattan Vegas,0.85,71,6.0
2022,84,0,52374,Brandon Wu,0.85,59,5.0
2022,87,0,32791,K.H. Lee,0.83,109,9.0
2022,87,0,25818,Scott Piercy,0.83,72,6.0
2022,87,0,24138,Ian Poulter,0.83,48,4.0
2022,87,0,27649,Brandt Snedeker,0.83,48,4.0
2022,91,0,46435,Austin Cook,0.82,61,5.0
2022,91,0,35532,Tom Hoge,0.82,61,5.0
2022,91,0,27974,Sung Kang,0.82,73,6.0
2022,94,0,26300,Matt Jones,0.81,37,3.0
2022,94,0,46340,Alex Smalley,0.81,86,7.0
2022,94,0,51634,Sahith Theegala,0.81,111,9.0
2022,97,0,32757,Patton Kizzire,0.78,102,8.0
2022,97,0,26851,Marc Leishman,0.78,77,6.0
2022,99,0,31646,Emiliano Grillo,0.77,91,7.0
2022,99,0,34431,Robert Streb,0.77,78,6.0
2022,99,0,31323,Gary Woodland,0.77,65,5.0
2022,102,0,52372,Cameron Champ,0.75,53,4.0
2022,102,0,49947,Taylor Moore,0.75,80,6.0
