YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2024,1,0,35532,Tom Hoge,"19' 9""",3676.417,186,-21
2024,2,0,34076,Joel Dahmen,"19' 11""",2949.0,148,-21
2024,3,0,33204,Shane Lowry,"20' 0""",2475.5,124,-27
2024,4,0,55182,Tom Kim,"20' 2""",2697.667,134,-21
2024,5,0,50095,Austin Smotherman,"20' 3""",1616.75,80,-5
2024,6,0,40162,Justin Lower,"20' 4""",3757.25,185,-40
2024,7,0,59143,Mac Meissner,"20' 5""",2495.25,122,-19
2024,8,0,52375,Doug Ghim,"20' 6""",3572.167,174,-17
2024,9,0,46046,Scottie Scheffler,"20' 7""",2816.083,137,-25
2024,10,0,48153,Matthieu Pavon,"20' 8""",2333.833,113,-15
2024,11,0,34098,Russell Henley,"20' 9""",2922.0,141,-26
2024,11,0,26596,Ryan Moore,"20' 9""",2780.583,134,-19
2024,11,0,39324,J.J. Spaun,"20' 9""",3257.5,157,-25
2024,14,0,29420,Billy Horschel,"20' 11""",2848.167,136,-23
2024,15,0,51977,Max Greyserman,"21' 0""",2559.333,122,-21
2024,15,0,31646,Emiliano Grillo,"21' 0""",3323.75,158,-37
2024,15,0,36884,Ben Kohles,"21' 0""",3041.917,145,-17
2024,15,0,33486,Roger Sloan,"21' 0""",2057.5,98,-21
2024,19,0,32791,K.H. Lee,"21' 1""",2764.167,131,-31
2024,20,0,30926,Chris Kirk,"21' 2""",3090.583,146,-11
2024,20,0,57900,Chandler Phillips,"21' 2""",3456.583,163,-16
2024,22,0,52514,Trace Crowe,"21' 3""",2574.417,121,-15
2024,22,0,51997,Andrew Novak,"21' 3""",3127.333,147,-26
2024,22,0,28252,Seamus Power,"21' 3""",4135.75,195,-34
2024,25,0,47591,Eric Cole,"21' 5""",3871.667,181,-35
2024,25,0,46717,Viktor Hovland,"21' 5""",2101.333,98,-18
2024,27,0,25900,Lucas Glover,"21' 7""",3777.5,175,-27
2024,27,0,48117,Kurt Kitayama,"21' 7""",3498.75,162,-19
2024,27,0,39546,Keith Mitchell,"21' 7""",2930.667,136,-18
2024,30,0,40026,Daniel Berger,"21' 9""",2547.833,117,-15
2024,30,0,56630,Akshay Bhatia,"21' 9""",3681.5,169,-31
2024,30,0,39997,Corey Conners,"21' 9""",3617.083,166,-17
2024,30,0,33399,Adam Hadwin,"21' 9""",2694.417,124,-23
2024,30,0,57975,Harry Hall,"21' 9""",2742.25,126,-16
2024,30,0,54628,Lee Hodges,"21' 9""",4135.583,190,-25
2024,30,0,34256,Andrew Putnam,"21' 9""",3245.833,149,-29
2024,30,0,46441,Robby Shelton,"21' 9""",2520.667,116,-14
2024,38,0,54591,Ben Griffin,"21' 10""",4177.583,191,-35
2024,38,0,27064,Jhonattan Vegas,"21' 10""",2836.0,130,-21
2024,40,0,27644,Brian Harman,"21' 11""",3392.25,155,-31
2024,41,0,47504,Sam Burns,"22' 0""",2791.75,127,-19
2024,41,0,23108,Matt Kuchar,"22' 0""",3059.833,139,-15
2024,41,0,26476,Chez Reavie,"22' 0""",2218.5,101,-17
2024,44,0,33141,Keegan Bradley,"22' 1""",3355.083,152,-17
2024,45,0,29936,Ryan Fox,"22' 2""",2655.833,120,-9
2024,45,0,47995,Davis Riley,"22' 2""",2686.5,121,-23
2024,47,0,40058,Zac Blair,"22' 3""",2957.167,133,-18
2024,47,0,32366,Kevin Chappell,"22' 3""",1756.167,79,-10
2024,47,0,60067,Joe Highsmith,"22' 3""",2803.583,126,-17
