YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2024,0,60067,Joe Highsmith,"38' 1""",3465.167,91,-7
2024,0,49960,Sepp Straka,"38' 1""",4489.75,118,-9
2024,0,32070,Rafael Campos,"38' 2""",2669.25,70,-1
2024,0,47420,Jake Knapp,"38' 5""",4536.583,118,-2
2024,0,37378,Min Woo Lee,"38' 5""",3761.0,98,-9
2024,0,60004,Jacob Bridgeman,"38' 7""",3701.917,96,-1
2024,0,31646,Emiliano Grillo,"38' 7""",5363.417,139,-5
2024,0,51696,Rico Hoey,"38' 8""",4140.5,107,-11
2024,0,47663,Kevin Dougherty,"38' 9""",3097.5,80,-7
2024,0,54591,Ben Griffin,"38' 9""",5614.333,145,-7
2024,0,36801,Mark Hubbard,"38' 10""",6092.333,157,+2
2024,0,26476,Chez Reavie,"38' 10""",3804.917,98,+3
2024,0,45242,Kevin Yu,"38' 10""",3492.917,90,-17
2024,0,33968,Thorbjørn Olesen,"38' 11""",2761.0,71,-1
2024,0,40115,Adam Svensson,"39' 0""",6397.083,164,+12
2024,0,34076,Joel Dahmen,"39' 1""",4927.667,126,-1
2024,0,23320,Ryan Palmer,"39' 1""",2345.333,60,-1
2024,0,47483,Will Zalatoris,"39' 1""",3906.75,100,-7
2024,0,52514,Trace Crowe,"39' 2""",3721.667,95,+2
2024,0,12716,Charley Hoffman,"39' 2""",3638.75,93,-1
2024,0,37455,Si Woo Kim,"39' 2""",5990.417,153,-1
2024,0,54576,Patrick Fishburn,"39' 4""",3344.083,85,-8
2024,0,27644,Brian Harman,"39' 4""",5581.833,142,-4
2024,0,52453,Nicolai Højgaard,"39' 4""",2515.75,64,+4
2024,0,59143,Mac Meissner,"39' 4""",4361.917,111,-17
2024,0,40058,Zac Blair,"39' 5""",5594.083,142,+9
2024,0,39997,Corey Conners,"39' 5""",5281.417,134,-3
2024,0,36884,Ben Kohles,"39' 6""",5886.75,149,+6
2024,0,36699,Patrick Rodgers,"39' 6""",5960.833,151,-14
2024,0,54628,Lee Hodges,"39' 7""",5698.167,144,-1
2024,0,55182,Tom Kim,"39' 7""",4949.0,125,-10
2024,0,48153,Matthieu Pavon,"39' 7""",4115.5,104,-6
2024,0,34046,Jordan Spieth,"39' 7""",4357.0,110,-2
2024,0,57975,Harry Hall,"39' 8""",3962.583,100,-11
2024,0,52955,Ludvig Åberg,"39' 9""",4528.333,114,-18
2024,0,29936,Ryan Fox,"39' 9""",3654.083,92,E
2024,0,46340,Alex Smalley,"39' 9""",3972.667,100,+2
2024,0,51977,Max Greyserman,"39' 10""",3866.917,97,-5
2024,0,47591,Eric Cole,"39' 11""",6026.833,151,-8
2024,0,56630,Akshay Bhatia,"40' 0""",5119.083,128,-6
2024,0,32757,Patton Kizzire,"40' 0""",3798.333,95,+2
2024,0,30163,Henrik Norlander,"40' 0""",3476.5,87,+5
2024,0,33141,Keegan Bradley,"40' 1""",4727.667,118,-10
2024,0,59866,Nick Dunlap,"40' 1""",4606.833,115,-10
2024,0,27214,Kevin Streelman,"40' 1""",3049.25,76,+3
2024,0,58168,Davis Thompson,"40' 2""",5343.0,133,-2
2024,0,40162,Justin Lower,"40' 3""",5518.333,137,+5
2024,0,46442,Maverick McNealy,"40' 4""",5319.75,132,-15
2024,0,29420,Billy Horschel,"40' 5""",4444.333,110,-3
2024,0,27129,Luke List,"40' 5""",4285.083,106,-4
2024,0,46414,Aaron Rai,"40' 5""",6226.083,154,-1
2024,0,50484,Hayden Springer,"40' 5""",3801.0,94,-1
2024,0,33653,Thomas Detry,"40' 6""",4613.0,114,-7
2024,0,33204,Shane Lowry,"40' 6""",4902.417,121,-1
2024,0,33448,Justin Thomas,"40' 6""",4332.25,107,-9
2024,0,48887,Matt Wallace,"40' 6""",4659.25,115,-13
2024,0,52513,Carson Young,"40' 7""",5443.167,134,-5
2024,0,36871,Matt NeSmith,"40' 8""",3982.667,98,-2
2024,0,28252,Seamus Power,"40' 9""",5903.0,145,-7
2024,0,28420,Ryan Brehm,"40' 11""",2904.5,71,-9
2024,0,28775,Nate Lashley,"40' 11""",4172.667,102,+11
2024,0,34587,Chan Kim,"41' 0""",5002.417,122,+4
2024,0,32640,Troy Merritt,"41' 0""",4223.833,103,+4
2024,0,26596,Ryan Moore,"41' 0""",4674.333,114,+2
2024,0,51349,Nico Echavarria,"41' 1""",5422.917,132,-11
2024,0,57362,Austin Eckroat,"41' 2""",6295.583,153,+12
2024,0,28089,Jason Day,"41' 3""",4660.583,113,+1
2024,0,40250,Taylor Pendrith,"41' 4""",4666.167,113,-17
2024,0,51287,Ryo Hisatsune,"41' 6""",5192.5,125,+9
2024,0,51890,Greyson Sigg,"41' 6""",4982.25,120,+6
2024,0,39977,Max Homa,"41' 8""",5038.417,121,-3
2024,0,36799,Stephan Jaeger,"41' 8""",5455.667,131,+6
2024,0,28237,Rory McIlroy,"41' 8""",4079.25,98,-15
2024,0,33399,Adam Hadwin,"41' 9""",5589.75,134,+6
2024,0,35310,Lanto Griffin,"41' 10""",4605.5,110,-8
2024,0,49771,J.T. Poston,"41' 10""",5144.333,123,+1
2024,0,48699,Callum Tarren,"41' 10""",3218.333,77,+2
2024,0,25493,Nick Taylor,"41' 10""",5646.167,135,+2
2024,0,27349,Alex Noren,"41' 11""",4737.0,113,+2
2024,0,56149,Wilson Furr,"42' 0""",3108.333,74,-4
2024,0,22405,Justin Rose,"42' 0""",3908.583,93,-2
2024,0,27064,Jhonattan Vegas,"42' 0""",4113.333,98,-14
2024,0,34255,Joseph Bramlett,"42' 1""",4584.583,109,-6
2024,0,47806,Raul Pereda,"42' 1""",2859.667,68,+7
2024,0,45157,Cam Davis,"42' 2""",5274.167,125,E
2024,0,60767,Blaine Hale Jr.,"42' 2""",2529.667,60,+9
2024,0,24024,Zach Johnson,"42' 2""",3120.583,74,+6
2024,0,36326,David Lipsky,"42' 2""",4009.5,95,-3
2024,0,47983,Chad Ramey,"42' 2""",5013.917,119,-6
2024,0,34021,Bud Cauley,"42' 3""",3252.333,77,+2
2024,0,39327,Ben Silverman,"42' 4""",4993.333,118,+4
2024,0,54783,Dylan Wu,"42' 4""",4445.75,105,+8
2024,0,34099,Harris English,"42' 5""",5765.833,136,-8
2024,0,47504,Sam Burns,"42' 6""",4933.167,116,-17
2024,0,32102,Rickie Fowler,"42' 6""",4379.583,103,+3
2024,0,51766,Wyndham Clark,"42' 7""",4388.083,103,-9
2024,0,25900,Lucas Glover,"42' 7""",5748.75,135,+10
2024,0,48867,Matti Schmid,"42' 8""",3840.667,90,+4
2024,0,30911,Tommy Fleetwood,"42' 9""",5213.083,122,+1
2024,0,34256,Andrew Putnam,"42' 9""",6197.5,145,-1
2024,0,32791,K.H. Lee,"42' 10""",4716.0,110,+4
2024,0,46113,Ryan McCormick,"42' 10""",3598.667,84,-2
2024,0,49947,Taylor Moore,"42' 10""",5910.0,138,+7
2024,0,35461,Beau Hossler,"43' 0""",5031.417,117,+2
2024,0,51634,Sahith Theegala,"43' 0""",6361.25,148,-9
2024,0,52374,Brandon Wu,"43' 0""",5035.333,117,+2
2024,0,52375,Doug Ghim,"43' 2""",5866.0,136,+9
2024,0,27936,Martin Laird,"43' 2""",4186.667,97,-2
2024,0,51070,Vincent Norrman,"43' 3""",3114.583,72,+9
2024,0,46441,Robby Shelton,"43' 3""",4497.083,104,+9
2024,0,47347,Adam Schenk,"43' 4""",4984.667,115,-5
2024,0,32366,Kevin Chappell,"43' 6""",2871.833,66,+3
2024,0,23108,Matt Kuchar,"43' 7""",5364.583,123,+3
2024,0,33486,Roger Sloan,"43' 8""",3709.583,85,+2
2024,0,50497,Adrien Dumont de Chassart,"43' 9""",4065.333,93,E
2024,0,51894,Vince Whaley,"43' 9""",3496.667,80,+8
2024,0,24502,Adam Scott,"43' 10""",4248.083,97,-3
2024,0,55893,Sam Stevens,"43' 11""",4958.75,113,-2
2024,0,34563,Chesson Hadley,"44' 1""",4363.667,99,+1
2024,0,50188,S.H. Kim,"44' 2""",6011.333,136,E
2024,0,29908,C.T. Pan,"44' 2""",4332.167,98,+10
2024,0,35450,Patrick Cantlay,"44' 3""",4377.417,99,-3
2024,0,59095,Chris Gotterup,"44' 4""",4480.25,101,-3
2024,0,35506,Mackenzie Hughes,"44' 4""",6517.917,147,E
2024,0,55789,Taylor Montgomery,"44' 7""",2585.583,58,+9
2024,0,34098,Russell Henley,"44' 9""",5233.333,117,-9
2024,0,59836,Pierceson Coody,"44' 10""",3993.583,89,+1
2024,0,30927,Brendon Todd,"44' 10""",7490.583,167,+4
2024,0,59442,Parker Coody,"44' 11""",3279.0,73,+5
2024,0,47679,Victor Perez,"44' 11""",4179.0,93,-1
2024,0,45609,Tyler Duncan,"45' 1""",4329.833,96,-3
2024,0,34466,Peter Malnati,"45' 2""",4335.0,96,+8
2024,0,34374,Erik Barnes,"45' 3""",3029.417,67,+12
2024,0,30926,Chris Kirk,"45' 3""",5157.0,114,-1
2024,0,54421,Garrick Higgo,"45' 5""",4726.833,104,-9
2024,0,50525,Collin Morikawa,"45' 8""",5665.0,124,-4
2024,0,47993,Denny McCarthy,"45' 11""",6471.333,141,+3
2024,0,33408,Tyson Alexander,"46' 1""",4099.25,89,+2
2024,0,29221,Webb Simpson,"46' 1""",3412.75,74,+10
2024,0,52372,Cameron Champ,"46' 2""",3372.417,73,-5
2024,0,47995,Davis Riley,"46' 4""",4815.5,104,+18
2024,0,50493,Justin Suh,"46' 4""",4729.0,102,+6
2024,0,48119,Ben Taylor,"46' 5""",3946.833,85,+10
2024,0,32333,Kevin Tway,"47' 7""",3757.167,79,-7
2024,0,55708,Hayden Buckley,"47' 8""",4958.917,104,+6
2024,0,35617,Martin Trainer,"48' 0""",3262.167,68,+4
2024,0,29478,Kevin Kisner,"48' 8""",3651.667,75,+10
2024,0,22371,Aaron Baddeley,"49' 1""",4711.0,96,E
2024,0,27649,Brandt Snedeker,"50' 0""",5151.5,103,+23
2024,0,27330,Josh Teater,"50' 8""",3493.5,69,+18
2024,0,27770,Camilo Villegas,"50' 8""",3548.833,70,+6
2023,0,29725,Tony Finau,"34' 7""",3216.167,93,-13
2023,0,35532,Tom Hoge,"35' 3""",4058.167,115,+1
2023,0,56630,Akshay Bhatia,"35' 7""",2956.5,83,E
2023,0,46970,Jon Rahm,"35' 9""",3110.083,87,-7
2023,0,35450,Patrick Cantlay,"36' 1""",3141.667,87,-1
2023,0,37455,Si Woo Kim,"36' 2""",5276.083,146,-15
2023,0,52955,Ludvig Åberg,"36' 3""",2355.833,65,-9
2023,0,46717,Viktor Hovland,"36' 3""",3585.167,99,-10
2023,0,22405,Justin Rose,"36' 3""",3010.833,83,-6
2023,0,39324,J.J. Spaun,"36' 4""",4108.417,113,-9
2023,0,51634,Sahith Theegala,"36' 8""",4072.25,111,-4
2023,0,55182,Tom Kim,"37' 0""",4287.917,116,-7
2023,0,50525,Collin Morikawa,"37' 4""",3624.167,97,-4
2023,0,58168,Davis Thompson,"37' 4""",5344.417,143,-22
2023,0,32839,Hideki Matsuyama,"37' 8""",3956.417,105,-11
2023,0,40115,Adam Svensson,"37' 8""",6029.583,160,-16
2023,0,31323,Gary Woodland,"37' 10""",3896.667,103,+3
2023,0,47079,Harrison Endycott,"37' 11""",3793.0,100,E
2023,0,36724,Augusto Núñez,"37' 11""",3225.583,85,-8
2023,0,24140,Sean O'Hair,"37' 11""",2049.583,54,+3
2023,0,34363,Tyrrell Hatton,"38' 1""",3163.0,83,-12
2023,0,32333,Kevin Tway,"38' 1""",3690.417,97,-16
2023,0,51491,Brandon Matthews,"38' 2""",2519.417,66,+3
2023,0,49771,J.T. Poston,"38' 3""",4786.417,125,-14
2023,0,57366,Cameron Young,"38' 4""",3105.333,81,-6
2023,0,46046,Scottie Scheffler,"38' 6""",3926.333,102,-16
2023,0,55708,Hayden Buckley,"38' 8""",3168.417,82,-2
2023,0,48117,Kurt Kitayama,"38' 9""",2442.917,63,+2
2023,0,32640,Troy Merritt,"38' 9""",3760.083,97,-7
2023,0,40098,Matt Fitzpatrick,"38' 10""",3536.917,91,-8
2023,0,45242,Kevin Yu,"38' 10""",3258.583,84,-12
2023,0,59018,Ryan Gerard,"39' 3""",2906.333,74,-2
2023,0,52374,Brandon Wu,"39' 3""",5103.75,130,+6
2023,0,33141,Keegan Bradley,"39' 4""",4204.667,107,-15
2023,0,25900,Lucas Glover,"39' 4""",5195.833,132,-1
2023,0,33204,Shane Lowry,"39' 4""",2672.167,68,-2
2023,0,12716,Charley Hoffman,"39' 5""",3229.333,82,-6
2023,0,39977,Max Homa,"39' 6""",3906.833,99,-8
2023,0,55454,Carl Yuan,"39' 8""",4007.75,101,+4
2023,0,36801,Mark Hubbard,"39' 9""",5202.667,131,-2
2023,0,47347,Adam Schenk,"39' 9""",5806.917,146,-4
2023,0,40162,Justin Lower,"39' 11""",4431.583,111,-3
2023,0,52513,Carson Young,"39' 11""",4988.333,125,+3
2023,0,27963,Chris Stroud,"40' 0""",2918.0,73,-5
2023,0,58696,Peter Kuest,"40' 1""",2523.583,63,-5
2023,0,51070,Vincent Norrman,"40' 1""",3848.5,96,-10
2023,0,39335,Kevin Roy,"40' 1""",3370.417,84,+1
2023,0,46414,Aaron Rai,"40' 2""",5258.333,131,-6
2023,0,50095,Austin Smotherman,"40' 2""",4744.417,118,+1
2023,0,28237,Rory McIlroy,"40' 3""",3141.833,78,-19
2023,0,47128,Richy Werenski,"40' 3""",4186.917,104,-4
2023,0,39997,Corey Conners,"40' 4""",4274.417,106,-4
2023,0,34563,Chesson Hadley,"40' 4""",4030.25,100,-12
2023,0,34098,Russell Henley,"40' 4""",4675.833,116,-4
2023,0,56762,Will Gordon,"40' 6""",5748.083,142,E
2023,0,40250,Taylor Pendrith,"40' 6""",4255.917,105,-6
2023,0,26476,Chez Reavie,"40' 6""",5509.25,136,+1
2023,0,51997,Andrew Novak,"40' 7""",3976.667,98,-6
2023,0,39971,Sungjae Im,"40' 8""",4795.083,118,-7
2023,0,36799,Stephan Jaeger,"40' 8""",6308.0,155,-4
2023,0,27129,Luke List,"40' 8""",4270.333,105,-2
2023,0,35506,Mackenzie Hughes,"40' 9""",4362.833,107,-5
2023,0,24024,Zach Johnson,"40' 9""",3955.917,97,+6
2023,0,29289,S.Y. Noh,"40' 9""",2854.583,70,+7
2023,0,54628,Lee Hodges,"40' 10""",5146.833,126,+3
2023,0,33122,Russell Knox,"40' 10""",4819.25,118,-4
2023,0,49947,Taylor Moore,"40' 10""",4777.167,117,-5
2023,0,27214,Kevin Streelman,"40' 10""",4984.0,122,+4
2023,0,26596,Ryan Moore,"40' 11""",4253.333,104,E
2023,0,36871,Matt NeSmith,"40' 11""",5771.833,141,+3
2023,0,24502,Adam Scott,"40' 11""",2661.667,65,-7
2023,0,55893,Sam Stevens,"40' 11""",4710.167,115,+19
2023,0,50493,Justin Suh,"40' 11""",6133.917,150,+15
2023,0,25632,Jimmy Walker,"40' 11""",4216.5,103,+4
2023,0,48699,Callum Tarren,"41' 0""",4016.583,98,-5
2023,0,34099,Harris English,"41' 1""",5467.167,133,+12
2023,0,32662,Michael Gligic,"41' 2""",2962.583,72,-4
2023,0,49960,Sepp Straka,"41' 2""",4612.5,112,E
2023,0,45522,Christiaan Bezuidenhout,"41' 3""",4827.917,117,+8
2023,0,20229,Stewart Cink,"41' 3""",3874.667,94,-8
2023,0,37338,Zecheng Dou,"41' 3""",4492.0,109,+2
2023,0,31577,Tano Goya,"41' 3""",4327.0,105,-8
2023,0,35310,Lanto Griffin,"41' 3""",2725.0,66,-6
2023,0,40006,Erik van Rooyen,"41' 3""",3380.917,82,-1
2023,0,52453,Nicolai Hojgaard,"41' 4""",1695.917,41,-4
2023,0,46340,Alex Smalley,"41' 4""",5288.5,128,+6
2023,0,48119,Ben Taylor,"41' 4""",4508.833,109,+7
2023,0,28089,Jason Day,"41' 5""",3808.833,92,-13
2023,0,54591,Ben Griffin,"41' 6""",5311.0,128,-5
2023,0,57362,Austin Eckroat,"41' 7""",4863.833,117,-2
2023,0,47988,Nick Hardy,"41' 7""",5069.917,122,-4
2023,0,27974,Sung Kang,"41' 7""",2160.5,52,-7
2023,0,32757,Patton Kizzire,"41' 7""",5151.5,124,-8
2023,0,23320,Ryan Palmer,"41' 7""",3864.583,93,-3
2023,0,25493,Nick Taylor,"41' 7""",4535.083,109,+2
2023,0,46435,Austin Cook,"41' 8""",4128.25,99,+6
2023,0,32448,James Hahn,"41' 8""",4289.833,103,-4
2023,0,51414,Brent Grant,"41' 9""",3799.667,91,+8
2023,0,32791,K.H. Lee,"41' 9""",4840.25,116,-10
2023,0,51890,Greyson Sigg,"41' 9""",5471.083,131,-12
2023,0,32102,Rickie Fowler,"41' 10""",3970.833,95,+1
2023,0,47995,Davis Riley,"41' 10""",4681.083,112,+5
2023,0,27644,Brian Harman,"41' 11""",5117.75,122,+5
2023,0,45609,Tyler Duncan,"42' 0""",4749.583,113,+4
2023,0,30911,Tommy Fleetwood,"42' 0""",3902.75,93,-4
2023,0,34409,David Lingmerth,"42' 0""",4411.583,105,+10
2023,0,48887,Matt Wallace,"42' 0""",3821.667,91,+3
2023,0,47983,Chad Ramey,"42' 1""",5507.667,131,+5
2023,0,35901,Paul Haley II,"42' 3""",4946.5,117,+13
2023,0,34255,Joseph Bramlett,"42' 4""",3976.333,94,+1
2023,0,47504,Sam Burns,"42' 4""",3810.333,90,-2
2023,0,39058,Lucas Herbert,"42' 4""",2285.5,54,+6
2023,0,39546,Keith Mitchell,"42' 4""",4611.917,109,-10
2023,0,29908,C.T. Pan,"42' 5""",2461.833,58,+3
2023,0,49453,Trevor Cone,"42' 6""",3823.917,90,+1
2023,0,33948,Byeong Hun An,"42' 7""",5279.667,124,-15
2023,0,45157,Cam Davis,"42' 7""",4171.583,98,+2
2023,0,32816,Satoshi Kodaira,"42' 9""",3508.167,82,+10
2023,0,46442,Maverick McNealy,"42' 9""",2995.083,70,+1
2023,0,48084,Wesley Bryan,"42' 10""",2140.333,50,+5
2023,0,25686,Jason Dufner,"42' 10""",4283.333,100,+12
2023,0,48867,Matti Schmid,"42' 10""",3255.333,76,+5
2023,0,46441,Robby Shelton,"42' 10""",5307.583,124,+10
2023,0,36699,Patrick Rodgers,"42' 11""",4762.083,111,-6
2023,0,33448,Justin Thomas,"42' 11""",4205.0,98,-4
2023,0,47591,Eric Cole,"43' 0""",6746.917,157,-1
2023,0,27095,Nick Watney,"43' 0""",3184.667,74,+4
2023,0,48081,Xander Schauffele,"43' 1""",3576.417,83,-1
2023,0,28775,Nate Lashley,"43' 2""",5139.5,119,-8
2023,0,30927,Brendon Todd,"43' 2""",6169.0,143,-8
2023,0,51766,Wyndham Clark,"43' 3""",4931.917,114,-17
2023,0,28420,Ryan Brehm,"43' 4""",3596.75,83,-1
2023,0,52372,Cameron Champ,"43' 4""",3683.917,85,-3
2023,0,49766,Hank Lebioda,"43' 4""",3165.667,73,+8
2023,0,27349,Alex Noren,"43' 4""",4462.417,103,-3
2023,0,28252,Seamus Power,"43' 4""",4378.25,101,+6
2023,0,31646,Emiliano Grillo,"43' 6""",5002.583,115,-4
2023,0,29535,Brice Garnett,"43' 7""",4752.75,109,-1
2023,0,39954,Cody Gribble,"43' 7""",3401.667,78,-7
2023,0,27554,Scott Harrington,"43' 7""",3790.333,87,E
2023,0,36326,David Lipsky,"43' 7""",5798.667,133,+7
2023,0,22056,Cameron Percy,"43' 8""",3275.167,75,+5
2023,0,34076,Joel Dahmen,"43' 10""",4911.25,112,+5
2023,0,50188,S.H. Kim,"43' 10""",5826.0,133,+1
2023,0,24925,Jonathan Byrd,"43' 11""",2853.25,65,+5
2023,0,52375,Doug Ghim,"43' 11""",5270.083,120,-6
2023,0,31202,William McGirt,"43' 11""",3163.0,72,+1
2023,0,37275,Sam Ryder,"43' 11""",5450.5,124,+9
2023,0,31557,Jim Herman,"44' 0""",4489.167,102,+2
2023,0,54421,Garrick Higgo,"44' 0""",5540.667,126,-1
2023,0,30926,Chris Kirk,"44' 0""",4224.25,96,-2
2023,0,30692,Scott Stallings,"44' 0""",3958.75,90,-3
2023,0,49298,Kramer Hickok,"44' 2""",4545.583,103,+7
2023,0,27936,Martin Laird,"44' 3""",5086.917,115,+3
2023,0,19803,Ryan Armour,"44' 4""",5768.667,130,+1
2023,0,35879,Kelly Kraft,"44' 5""",5197.583,117,+11
2023,0,33408,Tyson Alexander,"44' 6""",4764.917,107,-3
2023,0,55789,Taylor Montgomery,"44' 6""",5653.75,127,-12
2023,0,23108,Matt Kuchar,"44' 7""",4905.917,110,+11
2023,0,30163,Henrik Norlander,"44' 9""",4747.583,106,+9
2023,0,51950,Max McGreevy,"44' 10""",3853.667,86,+11
2023,0,25818,Scott Piercy,"44' 10""",4347.583,97,+12
2023,0,39975,Michael Kim,"44' 11""",4494.083,100,+6
2023,0,29221,Webb Simpson,"44' 11""",3641.0,81,-4
2023,0,33653,Thomas Detry,"45' 0""",4457.833,99,-5
2023,0,32366,Kevin Chappell,"45' 2""",2349.417,52,+5
2023,0,34431,Robert Streb,"45' 2""",4157.917,92,E
2023,0,32139,Danny Willett,"45' 2""",3434.167,76,+3
2023,0,34046,Jordan Spieth,"45' 3""",4209.333,93,+10
2023,0,34256,Andrew Putnam,"45' 4""",6209.917,137,+1
2023,0,46601,Trey Mullinax,"45' 5""",4220.25,93,-3
2023,0,33597,Harry Higgs,"45' 6""",3412.25,75,+14
2023,0,51349,Nico Echavarria,"45' 9""",4115.5,90,+7
2023,0,39067,MJ Daffue,"45' 10""",5132.083,112,+3
2023,0,52411,Kyle Westmoreland,"45' 11""",4085.75,89,-3
2023,0,53165,Doc Redman,"46' 3""",4764.083,103,+8
2023,0,57975,Harry Hall,"46' 4""",4867.917,105,-4
2023,0,34466,Peter Malnati,"46' 5""",4131.083,89,E
2023,0,33399,Adam Hadwin,"46' 6""",5813.667,125,+6
2023,0,35461,Beau Hossler,"46' 7""",6013.333,129,+8
2023,0,22371,Aaron Baddeley,"46' 9""",4536.0,97,+6
2023,0,40058,Zac Blair,"46' 9""",5097.333,109,+3
2023,0,33410,Andrew Landry,"46' 10""",4447.0,95,+15
2023,0,47993,Denny McCarthy,"47' 2""",6181.333,131,-5
2023,0,31560,Brian Stuard,"47' 4""",4167.333,88,+5
2023,0,29970,Dylan Frittelli,"47' 7""",3237.417,68,+6
2023,0,33413,Ben Martin,"47' 9""",5440.083,114,+8
2023,0,29420,Billy Horschel,"48' 8""",3745.083,77,+2
2023,0,54783,Dylan Wu,"48' 11""",5425.333,111,+10
2023,0,34610,Matthias Schwab,"49' 1""",5791.333,118,+3
2023,0,58967,Trevor Werbylo,"49' 3""",4333.75,88,+3
2023,0,35449,Adam Long,"49' 10""",7379.5,148,+8
2023,0,35617,Martin Trainer,"50' 10""",3051.583,60,+7
2022,0,46717,Viktor Hovland,"33' 2""",2816.75,85,-4
2022,0,23320,Ryan Palmer,"33' 3""",2196.5,66,-4
2022,0,50525,Collin Morikawa,"33' 9""",2430.083,72,-16
2022,0,48081,Xander Schauffele,"34' 6""",3344.083,97,-14
2022,0,31646,Emiliano Grillo,"34' 10""",3972.917,114,-16
2022,0,47483,Will Zalatoris,"34' 11""",2656.333,76,-2
2022,0,37189,Harold Varner III,"35' 2""",2990.667,85,-14
2022,0,39971,Sungjae Im,"35' 3""",4022.833,114,-8
2022,0,39997,Corey Conners,"35' 5""",4217.25,119,-11
2022,0,27936,Martin Laird,"35' 5""",3610.0,102,E
2022,0,52372,Cameron Champ,"35' 7""",2848.417,80,-9
2022,0,33204,Shane Lowry,"35' 8""",2817.75,79,-6
2022,0,23325,Vaughn Taylor,"36' 2""",2894.5,80,-7
2022,0,57366,Cameron Young,"36' 2""",4050.667,112,-12
2022,0,46414,Aaron Rai,"36' 4""",4431.083,122,-1
2022,0,56278,Matthew Wolff,"36' 5""",2039.583,56,-2
2022,0,33448,Justin Thomas,"36' 6""",3354.5,92,-4
2022,0,35450,Patrick Cantlay,"37' 1""",2852.917,77,-11
2022,0,46402,Talor Gooch,"37' 1""",3079.0,83,-8
2022,0,29926,Danny Lee,"37' 2""",2490.75,67,+1
2022,0,47856,Seth Reeves,"37' 2""",2900.833,78,-6
2022,0,50095,Austin Smotherman,"37' 3""",3835.667,103,-4
2022,0,47529,Mito Pereira,"37' 4""",4185.5,112,-6
2022,0,40006,Erik van Rooyen,"37' 4""",2200.333,59,+2
2022,0,26476,Chez Reavie,"37' 5""",4828.0,129,-5
2022,0,34076,Joel Dahmen,"37' 7""",4843.25,129,-5
2022,0,47988,Nick Hardy,"37' 7""",2404.917,64,-4
2022,0,36689,Brooks Koepka,"37' 10""",2154.5,57,-6
2022,0,33141,Keegan Bradley,"38' 1""",3234.333,85,-1
2022,0,33122,Russell Knox,"38' 1""",3960.833,104,+6
2022,0,31420,Anirban Lahiri,"38' 1""",3086.583,81,-4
2022,0,24502,Adam Scott,"38' 1""",3734.0,98,-1
2022,0,32102,Rickie Fowler,"38' 2""",2747.667,72,-1
2022,0,49964,Aaron Wise,"38' 3""",4976.417,130,-4
2022,0,37212,Paul Barjon,"38' 4""",3791.667,99,+8
2022,0,45522,Christiaan Bezuidenhout,"38' 4""",3640.25,95,-4
2022,0,46046,Scottie Scheffler,"38' 4""",3949.75,103,-3
