YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
2024,0,46442,Maverick McNealy,"7' 1""",928.75,131,10
2024,0,47983,Chad Ramey,"7' 2""",715.167,100,125
2024,0,28775,Nate Lashley,"7' 4""",699.167,95,24
2024,0,27214,Kevin Streelman,"7' 4""",656.75,90,159
2024,0,34255,Joseph Bramlett,"7' 5""",855.583,116,65
2024,0,60004,Jacob Bridgeman,"7' 6""",618.083,82,60
2024,0,57975,Harry Hall,"7' 6""",835.583,112,40
2024,0,49960,Sepp Straka,"7' 6""",764.25,102,95
2024,0,49771,J.T. Poston,"7' 7""",951.417,125,83
2024,0,46046,Scottie Scheffler,"7' 7""",682.75,90,5
2024,0,33948,Byeong Hun An,"7' 9""",765.167,99,117
2024,0,27936,Martin Laird,"7' 9""",841.0,109,63
2024,0,37378,Min Woo Lee,"7' 9""",775.0,100,166
2024,0,22371,Aaron Baddeley,"7' 10""",820.583,105,16
2024,0,47993,Denny McCarthy,"7' 11""",1110.5,141,6
2024,0,30927,Brendon Todd,"7' 11""",1210.25,153,50
2024,0,40098,Matt Fitzpatrick,"8' 0""",857.25,107,53
2024,0,39977,Max Homa,"8' 0""",857.917,107,43
2024,0,29908,C.T. Pan,"8' 0""",789.5,99,36
2024,0,51890,Greyson Sigg,"8' 1""",676.5,84,13
2024,0,33448,Justin Thomas,"8' 1""",836.25,103,45
2024,0,40026,Daniel Berger,"8' 2""",702.917,86,158
2024,0,48084,Wesley Bryan,"8' 2""",442.167,54,102
2024,0,34466,Peter Malnati,"8' 2""",839.5,103,105
2024,0,51997,Andrew Novak,"8' 2""",830.5,102,34
2024,0,34098,Russell Henley,"8' 3""",788.833,96,11
2024,0,55789,Taylor Montgomery,"8' 3""",703.417,85,54
2024,0,33486,Roger Sloan,"8' 3""",757.833,92,48
2024,0,46340,Alex Smalley,"8' 3""",621.083,75,145
2024,0,50484,Hayden Springer,"8' 3""",797.667,97,72
2024,0,58168,Davis Thompson,"8' 3""",953.083,116,68
2024,0,52374,Brandon Wu,"8' 3""",724.833,88,100
2024,0,32367,Jorge Campillo,"8' 4""",510.667,61,59
2024,0,39971,Sungjae Im,"8' 4""",989.583,119,26
2024,0,46414,Aaron Rai,"8' 4""",927.25,111,30
2024,0,59442,Parker Coody,"8' 5""",650.75,77,51
2024,0,54591,Ben Griffin,"8' 5""",1116.917,133,23
2024,0,50188,S.H. Kim,"8' 5""",1377.167,163,97
