YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2013,113,0,19970,Robert Karlsson,15.49,79,510,+0.19
2013,114,0,30110,Kyle Stanley,15.5,129,832,+0.03
2013,115,0,30944,Jason Kokrak,15.53,153,985,+0.03
2013,116,0,27770,Camilo Villegas,15.54,138,888,+0.06
2013,117,0,23108,Matt Kuchar,15.55,149,958,+0.05
2013,118,0,30163,Henrik Norlander,15.62,127,813,+0.13
2013,119,0,34360,Patrick Reed,15.63,159,1017,+0.06
2013,120,0,27936,Martin Laird,15.64,114,729,+0.19
2013,120,0,24490,George McNeill,15.64,139,889,+0.22
2013,122,0,34021,Bud Cauley,15.67,121,772,+0.17
2013,123,0,28500,Martin Flores,15.68,164,1046,+0.01
2013,124,0,23621,Rory Sabbatini,15.69,156,994,+0.03
2013,125,0,26497,Casey Wittenberg,15.79,132,836,+0.18
2013,126,0,30750,Tommy Gainey,15.8,164,1038,+0.16
2013,126,0,25804,Bubba Watson,15.8,130,823,+0.05
2013,128,0,28310,Lee Williams,15.82,112,708,+0.14
2013,128,0,31323,Gary Woodland,15.82,181,1144,+0.10
2013,130,0,1320,Bob Estes,15.85,136,858,+0.12
2013,131,0,29289,S.Y. Noh,15.86,134,845,+0.10
2013,132,0,24227,Justin Bolli,15.88,101,636,+0.33
2013,132,0,28475,Jeff Overton,15.88,162,1020,+0.09
2013,134,0,29479,Scott Brown,15.9,121,761,+0.10
2013,135,0,27095,Nick Watney,15.92,161,1011,+0.12
2013,136,0,30926,Chris Kirk,15.95,178,1116,+0.09
2013,137,0,32334,Charlie Beljan,15.96,120,752,+0.09
2013,138,0,28679,Fabián Gómez,16.04,124,773,+0.14
2013,139,0,24358,Robert Garrigus,16.07,108,672,+0.10
2013,140,0,26758,David Hearn,16.09,163,1013,+0.16
2013,141,0,34261,Scott Langley,16.18,144,890,+0.15
2013,142,0,8793,Tiger Woods,16.19,96,593,+0.07
2013,143,0,29740,Brad Fritsch,16.44,154,937,+0.03
2013,144,0,37273,Derek Ernst,16.45,112,681,+0.16
2013,145,0,22378,Trevor Immelman,16.53,141,853,+0.14
2013,146,0,24846,Ricky Barnes,16.54,149,901,+0.23
2013,147,0,25336,Alistair Presnell,16.59,104,627,-0.01
2013,148,0,27644,Brian Harman,16.6,175,1054,+0.15
2013,149,0,34099,Harris English,16.65,188,1129,E
2013,149,0,32448,James Hahn,16.65,154,925,+0.10
2013,149,0,21099,David Lynn,16.65,129,775,+0.10
2013,152,0,22371,Aaron Baddeley,16.73,134,801,+0.07
2013,152,0,28259,Sangmoon Bae,16.73,167,998,+0.11
2013,154,0,22961,David Mathis,16.8,144,857,+0.19
2013,155,0,27330,Josh Teater,17.01,142,835,+0.04
2013,156,0,28135,Aaron Watkins,17.08,83,486,+0.14
2013,157,0,24140,Sean O'Hair,17.1,119,696,+0.13
2013,158,0,25632,Jimmy Walker,17.17,176,1025,-0.05
2013,159,0,12782,Tim Herron,17.3,104,601,+0.07
2013,160,0,22792,Peter Hanson,17.47,80,458,+0.15
2013,161,0,22913,John Rollins,17.51,163,931,+0.13
2013,162,0,20848,Ángel Cabrera,17.54,137,781,+0.09
2013,163,0,6004,Stephen Ames,17.55,106,604,+0.07
2013,164,0,20645,John Senden,17.63,149,845,+0.06
2013,165,0,20160,Charlie Wi,17.69,162,916,+0.14
2013,166,0,26851,Marc Leishman,17.7,157,887,-0.02
2013,167,0,21731,Freddie Jacobson,17.77,113,636,+0.04
2013,168,0,33869,Eric Meierdierks,17.91,91,508,+0.18
2013,169,0,30925,Dustin Johnson,18.12,127,701,+0.02
2013,169,0,27503,Steve LeBrun,18.12,133,734,+0.09
2013,171,0,23452,Nicolas Colsaerts,18.18,90,495,+0.09
2013,172,0,23800,Bryce Molder,18.23,179,982,+0.10
2013,173,0,20572,Rod Pampling,18.24,89,488,+0.16
2013,174,0,33461,Morgan Hoffmann,18.33,134,731,+0.03
2013,175,0,24399,Scott Gardiner,18.44,132,716,+0.05
2013,176,0,23497,Tag Ridings,18.54,147,793,+0.16
2013,177,0,21961,Charles Howell III,20.02,221,1104,-0.02
2013,178,0,25818,Scott Piercy,20.07,172,857,+0.06
2013,179,0,10423,Mike Weir,20.93,135,645,+0.08
2013,180,0,32698,Bobby Gates,21.36,110,515,+0.16
2012,1,0,8075,Jerry Kelly,9.48,96,1013,0.33
2012,2,0,25572,Graeme McDowell,9.79,52,531,0.13
2012,3,0,20623,Gavin Coles,10.09,80,793,-0.01
2012,4,0,29222,Billy Hurley III,10.42,82,787,0.18
2012,5,0,26679,Kevin Stadler,10.91,106,972,0.06
2012,6,0,23135,Tim Clark,10.94,76,695,0.12
2012,7,0,8725,Tom Gillis,10.98,105,956,0.24
2012,8,0,22621,Ben Curtis,11.21,75,669,-0.04
2012,9,0,24507,Jason Bohn,11.38,104,914,0.14
2012,10,0,26476,Chez Reavie,11.44,105,918,0.13
2012,11,0,25396,Kevin Na,11.5,104,904,0.03
2012,12,0,22293,Heath Slocum,11.7,122,1043,0.19
2012,13,0,1724,Jeff Maggert,11.84,128,1081,0.16
2012,14,0,10809,Jim Furyk,11.93,108,905,0.1
2012,15,0,6527,Steve Stricker,11.94,90,754,-0.08
2012,16,0,24024,Zach Johnson,11.96,123,1028,0.02
2012,17,0,6034,Marco Dawson,12.01,76,633,0.07
2012,18,0,28455,Will Claxton,12.08,144,1192,0.13
2012,19,0,23623,Bo Van Pelt,12.11,109,900,0.03
2012,20,0,22348,Nick O'Hern,12.19,114,935,0.07
2012,21,0,23204,Gary Christian,12.26,128,1044,0.19
2012,22,0,23353,J.J. Henry,12.27,121,986,0.13
2012,23,0,22046,Geoff Ogilvy,12.37,94,760,0.05
2012,24,0,27644,Brian Harman,12.39,151,1219,0.11
2012,25,0,28087,Kris Blanks,12.48,104,833,0.16
2012,26,0,20098,Stuart Appleby,12.5,113,904,0.12
2012,27,0,27556,Ted Potter Jr.,12.57,107,851,0.06
2012,28,0,29420,Billy Horschel,12.59,84,667,0.24
2012,29,0,23788,D.J. Trahan,12.63,108,855,0.13
2012,30,0,24138,Ian Poulter,12.67,67,529,0.03
2012,31,0,1810,Phil Mickelson,12.8,105,820,0.06
2012,32,0,29476,Kyle Reifers,12.81,131,1023,0.18
2012,33,0,26596,Ryan Moore,12.88,145,1126,0.1
2012,34,0,6251,Chris DiMarco,12.91,129,999,0.19
2012,35,0,2206,David Toms,12.93,79,611,0.11
2012,36,0,20572,Rod Pampling,12.94,124,958,0.16
2012,37,0,20396,Lee Westwood,12.97,72,555,0.07
2012,38,0,26287,Roland Thatcher,12.99,79,608,0.28
2012,39,0,24361,Pat Perez,13.14,125,951,0.06
2012,40,0,34174,John Huh,13.16,156,1185,0.1
2012,41,0,29221,Webb Simpson,13.2,121,917,-0.12
2012,41,0,26951,Johnson Wagner,13.2,140,1061,0.14
2012,43,0,32200,Roberto Castro,13.22,138,1044,0.06
2012,44,0,23541,Ben Crane,13.24,114,861,-0.1
2012,44,0,30711,Colt Knost,13.24,123,929,0.2
2012,46,0,32102,Rickie Fowler,13.35,122,914,0.11
2012,47,0,11123,Chris Couch,13.42,100,745,0.02
2012,48,0,25240,D.A. Points,13.44,150,1116,-0.01
2012,49,0,23638,Brendon de Jonge,13.45,190,1413,0.14
2012,49,0,10860,Justin Leonard,13.45,127,944,0.12
2012,49,0,23325,Vaughn Taylor,13.45,119,885,0.22
2012,52,0,25892,Steve Wheatcroft,13.48,79,586,0.03
2012,53,0,21753,Brian Davis,13.52,148,1095,0.16
2012,54,0,21528,Henrik Stenson,13.55,79,583,0.03
2012,55,0,20645,John Senden,13.57,116,855,0.09
2012,56,0,25345,Carl Pettersson,13.6,151,1110,0.13
2012,57,0,24940,Edward Loar,13.61,81,595,0.21
2012,58,0,10885,Robert Allenby,13.64,124,909,0.21
2012,59,0,8793,Tiger Woods,13.66,91,666,0.05
2012,60,0,1766,Billy Mayfair,13.67,147,1075,0.08
2012,61,0,27933,John Merrick,13.77,137,995,0.12
2012,62,0,27963,Chris Stroud,13.83,144,1041,0.04
2012,63,0,27302,Garth Mulroy,13.84,88,636,0.11
2012,64,0,33419,Cameron Tringale,13.85,147,1061,0.23
2012,65,0,23983,Luke Donald,13.88,92,663,0.03
2012,66,0,21407,Arjun Atwal,13.89,127,914,0.12
2012,66,0,23542,Tommy Biershenk,13.89,111,799,0.24
2012,68,0,26289,Boo Weekley,13.9,112,806,0.04
2012,69,0,29910,Blake Adams,13.91,170,1222,0.1
2012,70,0,21878,Mark Wilson,13.92,131,941,0.13
2012,71,0,19846,Brian Gay,13.93,150,1077,0.04
2012,72,0,25686,Jason Dufner,14.0,124,886,0.1
2012,73,0,24357,K.J. Choi,14.03,110,784,0.01
2012,74,0,27060,John Mallinger,14.12,123,871,0.21
2012,75,0,24781,Hunter Mahan,14.13,126,892,0.13
2012,76,0,26329,Louis Oosthuizen,14.18,95,670,-0.04
2012,77,0,27770,Camilo Villegas,14.19,143,1008,0.13
2012,78,0,10213,Dicky Pride,14.26,97,680,0.14
2012,79,0,35139,Richard Lee,14.34,114,795,0.18
2012,80,0,23108,Matt Kuchar,14.36,131,912,0.16
2012,81,0,24663,Y.E. Yang,14.37,96,668,0.27
2012,82,0,21731,Freddie Jacobson,14.4,88,611,0.23
2012,83,0,21209,Sergio Garcia,14.45,88,609,0.09
2012,83,0,21350,Ryuji Imada,14.45,137,948,0.2
2012,85,0,34021,Bud Cauley,14.46,181,1252,-0.01
2012,86,0,33122,Russell Knox,14.52,113,778,0.09
2012,87,0,6004,Stephen Ames,14.53,78,537,0.19
2012,88,0,22961,David Mathis,14.58,140,960,0.06
2012,89,0,12510,Chad Campbell,14.6,147,1007,0.1
2012,90,0,27214,Kevin Streelman,14.63,156,1066,0.19
2012,91,0,12716,Charley Hoffman,14.73,155,1052,0.1
2012,92,0,23718,Nathan Green,14.75,117,793,0.14
2012,93,0,27466,Spencer Levin,14.8,136,919,0.14
2012,94,0,24604,Hunter Haas,14.98,108,721,0.13
2012,95,0,29518,Brendan Steele,15.03,135,898,0.04
2012,95,0,31323,Gary Woodland,15.03,109,725,0.19
2012,97,0,28093,Miguel Angel Carballo,15.04,119,791,0.13
2012,97,0,21805,Harrison Frazar,15.04,100,665,0.28
2012,97,0,22582,Kyle Thompson,15.04,77,512,0.17
2012,100,0,31202,William McGirt,15.11,165,1092,0.01
2012,101,0,20593,Greg Chalmers,15.12,156,1032,0.11
2012,101,0,25834,Daniel Summerhays,15.12,143,946,0.09
2012,103,0,33141,Keegan Bradley,15.13,149,985,0.12
2012,104,0,1116,Michael Bradley,15.18,114,751,0.13
2012,105,0,22405,Justin Rose,15.28,112,733,0.11
2012,106,0,29479,Scott Brown,15.34,108,704,0.17
2012,107,0,24925,Jonathan Byrd,15.35,119,775,0.02
2012,107,0,22913,John Rollins,15.35,151,984,0.11
2012,109,0,12652,Cameron Beckman,15.41,147,954,0.1
2012,109,0,27974,Sung Kang,15.41,131,850,0.1
2012,111,0,28500,Martin Flores,15.45,175,1133,0.05
2012,112,0,29478,Kevin Kisner,15.51,114,735,0.1
2012,113,0,20104,Ken Duke,15.52,194,1250,0.13
2012,114,0,1797,Rocco Mediate,15.65,126,805,0.2
2012,115,0,32150,Michael Thompson,15.68,140,893,0.11
2012,116,0,30925,Dustin Johnson,15.72,114,725,-0.01
2012,117,0,20574,Mathew Goggin,15.73,120,763,0.15
2012,117,0,6573,Brandt Jobe,15.73,98,623,0.15
2012,119,0,30927,Brendon Todd,15.97,138,864,0.18
2012,120,0,27895,Jonas Blixt,15.99,142,888,-0.04
2012,121,0,28307,Matt Every,16.08,142,883,0.03
2012,121,0,1941,Tom Pernice Jr.,16.08,115,715,0.18
2012,123,0,24140,Sean O'Hair,16.1,170,1056,0.09
2012,124,0,12782,Tim Herron,16.16,171,1058,0.07
2012,125,0,26300,Matt Jones,16.2,98,605,0.1
2012,126,0,28308,Troy Kelly,16.21,113,697,0.03
2012,127,0,23320,Ryan Palmer,16.28,160,983,0.13
2012,128,0,23548,Bill Lunde,16.29,151,927,0.09
2012,129,0,25562,Andres Romero,16.33,121,741,0.12
2012,129,0,27649,Brandt Snedeker,16.33,147,900,0.15
2012,131,0,29289,S.Y. Noh,16.35,192,1174,-0.07
2012,132,0,6567,Vijay Singh,16.44,185,1125,0.11
2012,133,0,27436,Graham DeLaet,16.48,162,983,0.13
2012,134,0,6036,Scott Dunlap,16.54,106,641,0.05
2012,134,0,24358,Robert Garrigus,16.54,169,1022,0.1
2012,134,0,29926,Danny Lee,16.54,133,804,0.1
2012,137,0,1706,Davis Love III,16.55,119,719,0.08
2012,137,0,23621,Rory Sabbatini,16.55,166,1003,0.1
2012,139,0,20766,Padraig Harrington,16.64,103,619,0.08
2012,140,0,26758,David Hearn,16.65,203,1219,0.11
2012,141,0,30750,Tommy Gainey,16.69,208,1246,0.04
2012,142,0,24490,George McNeill,16.75,164,979,0.21
2012,143,0,32698,Bobby Gates,16.78,175,1043,0.11
2012,144,0,24924,Bill Haas,16.84,143,849,0.1
2012,145,0,25457,Alexandre Rocha,16.91,118,698,0.04
2012,146,0,1249,John Daly,16.92,88,520,0.02
2012,147,0,20160,Charlie Wi,16.93,170,1004,0.06
2012,148,0,20691,Greg Owen,16.97,180,1061,0.12
2012,148,0,30692,Scott Stallings,16.97,159,937,0.06
2012,150,0,6522,Ernie Els,16.98,152,895,0.03
2012,151,0,20070,Matt Bettencourt,17.09,141,825,0.16
2012,152,0,27797,Derek Lamely,17.12,131,765,0.23
2012,153,0,27064,Jhonattan Vegas,17.14,163,951,0.07
2012,154,0,26331,Charl Schwartzel,17.21,95,552,0.13
2012,155,0,20848,Ángel Cabrera,17.22,88,511,0.09
2012,156,0,1320,Bob Estes,17.39,156,897,0.14
2012,157,0,27936,Martin Laird,17.4,131,753,0.05
2012,158,0,24846,Ricky Barnes,17.57,200,1138,0.18
2012,159,0,24494,Erik Compton,17.59,156,887,0.12
2012,160,0,23409,James Driscoll,17.75,169,952,0.17
2012,161,0,30110,Kyle Stanley,17.78,173,973,0.02
2012,162,0,28259,Sangmoon Bae,17.85,141,790,0.23
2012,163,0,22371,Aaron Baddeley,18.05,137,759,0.06
2012,163,0,28475,Jeff Overton,18.05,230,1274,0.12
2012,165,0,34099,Harris English,18.06,218,1207,0.15
2012,166,0,27330,Josh Teater,18.15,208,1146,0.13
2012,167,0,27141,J.B. Holmes,18.27,194,1062,0.03
2012,168,0,30926,Chris Kirk,18.34,216,1178,0.13
2012,169,0,23800,Bryce Molder,18.36,181,986,0.1
2012,170,0,22548,Patrick Sheehan,18.37,113,615,0.05
2012,171,0,25632,Jimmy Walker,18.49,231,1249,0.07
2012,172,0,32334,Charlie Beljan,18.72,111,593,0.03
2012,173,0,24502,Adam Scott,18.79,106,564,0.1
2012,174,0,27120,Troy Matteson,18.8,213,1133,0.14
2012,175,0,19970,Robert Karlsson,18.84,107,568,0.19
2012,176,0,20229,Stewart Cink,18.97,140,738,0.07
2012,177,0,25818,Scott Piercy,19.02,224,1178,0.06
2012,178,0,32366,Kevin Chappell,19.04,190,998,0.11
2012,178,0,25804,Bubba Watson,19.04,135,709,-0.11
2012,180,0,31558,J.J. Killeen,19.1,221,1157,0.1
2012,181,0,27095,Nick Watney,19.3,203,1052,0.06
2012,182,0,30944,Jason Kokrak,19.37,183,945,0.04
2012,183,0,28237,Rory McIlroy,19.42,108,556,0.04
2012,184,0,28089,Jason Day,19.6,126,643,0.05
2012,185,0,22378,Trevor Immelman,19.8,157,793,0.13
2012,186,0,33120,Mark Anderson,20.29,169,833,0.17
2012,187,0,30852,Ryo Ishikawa,21.26,108,508,0.11
2012,188,0,21961,Charles Howell III,21.36,226,1058,0.07
2012,189,0,23903,Stephen Gangluff,22.18,130,586,0.16
2012,190,0,26851,Marc Leishman,22.3,233,1045,0.1
2012,191,0,20850,Daniel Chopra,23.57,136,577,0.13
2011,1,0,22621,Ben Curtis,7.75,67,865,+0.07
2011,2,0,29420,Billy Horschel,9.64,83,861,+0.19
2011,3,0,24507,Jason Bohn,9.83,92,936,+0.25
2011,4,0,6621,Joe Durant,10.08,89,883,+0.13
2011,5,0,20436,Garrett Willis,10.16,90,886,+0.20
2011,6,0,22293,Heath Slocum,10.17,105,1032,+0.15
2011,7,0,23673,Michael Connell,10.36,104,1004,+0.27
2011,8,0,6643,Paul Goydos,10.41,107,1028,+0.22
2011,9,0,22348,Nick O'Hern,10.43,110,1055,+0.14
2011,10,0,25444,Justin Hicks,10.6,65,613,+0.37
2011,11,0,20127,Chris Riley,10.72,101,942,+0.12
2011,12,0,26679,Kevin Stadler,10.77,108,1003,+0.01
2011,13,0,25572,Graeme McDowell,11.24,58,516,-0.09
2011,14,0,23983,Luke Donald,11.4,82,719,-0.05
2011,15,0,8075,Jerry Kelly,11.44,108,944,+0.28
2011,16,0,24024,Zach Johnson,11.56,103,891,+0.10
2011,17,0,20572,Rod Pampling,11.62,97,835,+0.11
2011,18,0,19846,Brian Gay,11.63,119,1023,+0.20
2011,19,0,1706,Davis Love III,11.67,84,720,+0.04
2011,20,0,10809,Jim Furyk,11.79,115,975,+0.12
2011,21,0,24502,Adam Scott,11.9,75,630,+0.05
2011,22,0,24138,Ian Poulter,11.93,65,545,-0.03
2011,23,0,23614,Rich Beem,12.06,76,630,+0.21
2011,24,0,23353,J.J. Henry,12.14,133,1096,+0.16
2011,25,0,23325,Vaughn Taylor,12.18,140,1149,+0.04
2011,26,0,24924,Bill Haas,12.22,122,998,+0.02
2011,27,0,1766,Billy Mayfair,12.28,145,1181,+0.08
2011,28,0,1313,Steve Elkington,12.52,73,583,+0.25
2011,29,0,25900,Lucas Glover,12.56,106,844,+0.19
2011,30,0,20472,Alex Cejka,12.58,81,644,-0.04
2011,31,0,7867,Woody Austin,12.61,87,690,+0.05
2011,32,0,8537,J.P. Hayes,12.65,84,664,+0.11
2011,33,0,20645,John Senden,12.69,142,1119,+0.14
2011,34,0,23541,Ben Crane,12.73,110,864,+0.07
2011,35,0,21407,Arjun Atwal,12.74,145,1138,+0.17
2011,35,0,10505,Shane Bertsch,12.74,92,722,+0.10
2011,37,0,26420,Richard Johnson,12.75,96,753,+0.22
2011,38,0,12602,Dean Wilson,12.8,100,781,+0.13
2011,38,0,24663,Y.E. Yang,12.8,74,578,+0.11
2011,40,0,27649,Brandt Snedeker,12.9,120,930,-0.02
2011,41,0,23108,Matt Kuchar,12.92,128,991,+0.16
2011,42,0,10585,Scott McCarron,12.95,97,749,+0.25
2011,43,0,1797,Rocco Mediate,12.97,87,671,+0.15
2011,44,0,25240,D.A. Points,12.98,133,1025,+0.03
2011,45,0,30711,Colt Knost,13.1,122,931,+0.20
2011,46,0,28620,Aron Price,13.13,89,678,+0.16
2011,47,0,6004,Stephen Ames,13.19,110,834,+0.05
2011,48,0,27466,Spencer Levin,13.22,172,1301,+0.06
2011,49,0,10860,Justin Leonard,13.32,136,1021,+0.11
2011,50,0,21878,Mark Wilson,13.33,129,968,+0.06
2011,51,0,1948,Tim Petrovic,13.34,141,1057,+0.14
2011,52,0,20498,Briny Baird,13.38,91,680,+0.12
2011,53,0,10885,Robert Allenby,13.4,130,970,+0.14
2011,54,0,29221,Webb Simpson,13.41,154,1148,+0.08
2011,55,0,1577,Lee Janzen,13.46,93,691,+0.18
2011,55,0,26951,Johnson Wagner,13.46,131,973,+0.15
2011,57,0,6251,Chris DiMarco,13.47,153,1136,+0.12
2011,58,0,24781,Hunter Mahan,13.49,143,1060,+0.08
2011,59,0,6527,Steve Stricker,13.51,100,740,-0.03
2011,60,0,29518,Brendan Steele,13.53,144,1064,+0.25
2011,61,0,2206,David Toms,13.55,111,819,-0.01
2011,62,0,23638,Brendon de Jonge,13.58,173,1274,+0.03
2011,62,0,26476,Chez Reavie,13.58,155,1141,+0.15
2011,64,0,10733,Kent Jones,13.7,127,927,+0.19
2011,65,0,25345,Carl Pettersson,13.78,172,1248,+0.08
2011,66,0,20766,Padraig Harrington,13.79,84,609,-0.06
2011,67,0,12510,Chad Campbell,13.84,166,1199,+0.08
2011,67,0,24604,Hunter Haas,13.84,163,1178,+0.07
2011,67,0,8375,Paul Stankowski,13.84,124,896,+0.15
2011,70,0,33141,Keegan Bradley,13.89,147,1058,+0.10
2011,71,0,11123,Chris Couch,13.9,129,928,-0.02
2011,72,0,21753,Brian Davis,13.93,177,1271,+0.12
2011,73,0,22961,David Mathis,13.98,136,973,+0.04
2011,73,0,26596,Ryan Moore,13.98,116,830,+0.22
2011,75,0,12652,Cameron Beckman,14.06,123,875,+0.15
2011,76,0,33413,Ben Martin,14.14,127,898,+0.17
2011,77,0,26287,Roland Thatcher,14.32,120,838,+0.16
2011,78,0,25562,Andres Romero,14.36,134,933,+0.19
2011,79,0,24846,Ricky Barnes,14.42,127,881,+0.17
2011,80,0,8725,Tom Gillis,14.45,101,699,+0.25
2011,81,0,20848,Ángel Cabrera,14.49,70,483,+0.23
2011,82,0,25274,Steven Bowditch,14.54,154,1059,+0.12
2011,83,0,29478,Kevin Kisner,14.58,115,789,+0.11
2011,84,0,26289,Boo Weekley,14.65,116,792,+0.11
2011,85,0,23623,Bo Van Pelt,14.66,145,989,+0.14
2011,86,0,22405,Justin Rose,14.69,129,878,+0.09
2011,87,0,6573,Brandt Jobe,14.72,165,1121,+0.04
2011,88,0,7457,Steve Flesch,14.74,159,1079,+0.06
2011,88,0,29720,Andres Gonzales,14.74,93,631,+0.11
2011,90,0,33911,Nate Smith,14.83,109,735,+0.27
2011,91,0,31202,William McGirt,14.87,189,1271,+0.10
2011,92,0,25396,Kevin Na,14.96,139,929,+0.07
2011,93,0,24361,Pat Perez,14.99,145,967,+0.12
2011,94,0,21731,Freddie Jacobson,15.04,146,971,+0.07
2011,95,0,1810,Phil Mickelson,15.07,121,803,-0.02
2011,96,0,22378,Trevor Immelman,15.08,139,922,+0.05
2011,97,0,23800,Bryce Molder,15.15,148,977,+0.08
2011,98,0,6522,Ernie Els,15.17,125,824,+0.18
2011,98,0,22046,Geoff Ogilvy,15.17,113,745,+0.01
2011,100,0,30946,Alex Prugh,15.21,148,973,+0.14
2011,101,0,27933,John Merrick,15.23,127,834,+0.17
2011,101,0,25457,Alexandre Rocha,15.23,104,683,+0.26
2011,103,0,24357,K.J. Choi,15.28,123,805,+0.14
2011,104,0,29910,Blake Adams,15.34,223,1454,+0.12
2011,105,0,28087,Kris Blanks,15.35,175,1140,+0.11
2011,105,0,24980,Scott Gutschewski,15.35,117,762,+0.15
2011,107,0,27095,Nick Watney,15.37,132,859,-0.03
2011,108,0,1116,Michael Bradley,15.4,124,805,+0.06
2011,108,0,20229,Stewart Cink,15.4,109,708,E
2011,110,0,24925,Jonathan Byrd,15.43,154,998,+0.12
2011,110,0,32876,Martin Piller,15.43,110,713,+0.15
2011,112,0,30750,Tommy Gainey,15.45,194,1256,+0.10
2011,113,0,21209,Sergio Garcia,15.48,96,620,+0.11
2011,114,0,12716,Charley Hoffman,15.51,158,1019,-0.03
2011,115,0,20070,Matt Bettencourt,15.52,164,1057,+0.08
2011,116,0,20098,Stuart Appleby,15.53,128,824,+0.07
2011,117,0,28158,Steve Marino,15.54,133,856,+0.07
2011,118,0,23409,James Driscoll,15.55,130,836,+0.21
2011,119,0,22913,John Rollins,15.56,154,990,+0.14
2011,120,0,9011,David Duval,15.66,124,792,+0.09
2011,121,0,19970,Robert Karlsson,15.69,96,612,-0.01
2011,122,0,21350,Ryuji Imada,15.73,166,1055,+0.22
2011,123,0,33419,Cameron Tringale,15.83,212,1339,+0.08
2011,124,0,20157,Retief Goosen,15.85,87,549,+0.10
2011,125,0,28679,Fabián Gómez,15.86,150,946,+0.16
2011,126,0,24140,Sean O'Hair,15.88,132,831,+0.18
2011,127,0,32698,Bobby Gates,15.94,146,916,+0.08
2011,128,0,34072,Will Strickler,15.96,94,589,+0.26
2011,129,0,6515,Shaun Micheel,16.03,142,886,+0.18
2011,130,0,27939,Matt McQuillan,16.04,107,667,+0.14
2011,131,0,28475,Jeff Overton,16.1,162,1006,+0.10
2011,132,0,21949,Joe Ogilvie,16.15,136,842,+0.04
2011,133,0,23788,D.J. Trahan,16.18,183,1131,+0.12
2011,134,0,25834,Daniel Summerhays,16.23,147,906,+0.33
2011,135,0,6567,Vijay Singh,16.26,160,984,+0.11
2011,136,0,27936,Martin Laird,16.31,138,846,+0.08
2011,137,0,27797,Derek Lamely,16.56,129,779,+0.15
2011,138,0,25686,Jason Dufner,16.63,150,902,+0.09
2011,139,0,31323,Gary Woodland,16.7,159,952,+0.03
2011,140,0,23718,Nathan Green,16.77,163,972,+0.18
2011,141,0,23548,Bill Lunde,16.85,180,1068,+0.13
2011,141,0,31193,Jim Renner,16.85,123,730,+0.08
2011,143,0,27214,Kevin Streelman,16.9,167,988,+0.07
2011,144,0,23320,Ryan Palmer,16.91,138,816,+0.09
2011,145,0,27141,J.B. Holmes,16.93,108,638,+0.06
2011,146,0,20160,Charlie Wi,16.97,180,1061,+0.04
2011,147,0,32640,Troy Merritt,16.99,133,783,+0.31
2011,148,0,25804,Bubba Watson,17.0,137,806,-0.01
2011,149,0,21805,Harrison Frazar,17.05,96,563,-0.03
2011,150,0,26668,Marc Turnesa,17.09,108,632,+0.11
2011,151,0,23621,Rory Sabbatini,17.11,143,836,-0.06
2011,152,0,27330,Josh Teater,17.14,218,1272,+0.13
2011,153,0,28486,Michael Putnam,17.15,124,723,+0.15
2011,154,0,32102,Rickie Fowler,17.16,157,915,+0.08
2011,155,0,31557,Jim Herman,17.17,136,792,+0.13
2011,156,0,12782,Tim Herron,17.23,183,1062,+0.06
2011,156,0,32150,Michael Thompson,17.23,163,946,+0.15
2011,158,0,26331,Charl Schwartzel,17.27,96,556,+0.18
2011,159,0,26881,Jarrod Lyle,17.29,171,989,+0.22
2011,160,0,24290,D.J. Brigman,17.31,131,757,+0.19
2011,161,0,29718,Anthony Kim,17.35,135,778,+0.07
2011,162,0,27120,Troy Matteson,17.39,193,1110,+0.08
2011,163,0,27974,Sung Kang,17.45,123,705,+0.15
2011,164,0,26758,David Hearn,17.47,184,1053,+0.16
2011,165,0,34255,Joseph Bramlett,17.63,147,834,+0.14
2011,166,0,27064,Jhonattan Vegas,17.7,169,955,+0.14
2011,167,0,30926,Chris Kirk,17.83,189,1060,+0.12
2011,168,0,26300,Matt Jones,17.89,156,872,+0.15
2011,169,0,30110,Kyle Stanley,17.93,197,1099,-0.01
2011,170,0,27770,Camilo Villegas,17.98,141,784,+0.18
2011,171,0,30925,Dustin Johnson,18.16,136,749,-0.01
2011,172,0,23497,Tag Ridings,18.25,186,1019,+0.15
2011,173,0,20593,Greg Chalmers,18.31,199,1087,+0.10
2011,174,0,27963,Chris Stroud,18.49,199,1076,+0.07
2011,175,0,32366,Kevin Chappell,18.57,156,840,+0.07
2011,176,0,28089,Jason Day,18.87,154,816,+0.16
2011,177,0,25632,Jimmy Walker,19.08,198,1038,+0.09
2011,178,0,22371,Aaron Baddeley,19.36,164,847,+0.07
2011,179,0,25818,Scott Piercy,19.56,169,864,+0.10
2011,180,0,24358,Robert Garrigus,19.7,186,944,+0.05
2011,181,0,31401,Zack Miller,19.86,204,1027,+0.22
2011,182,0,24490,George McNeill,19.97,159,796,+0.09
2011,183,0,35087,Bio Kim,20.31,158,778,+0.16
2011,184,0,21961,Charles Howell III,20.56,256,1245,+0.08
2011,185,0,26851,Marc Leishman,20.73,226,1090,+0.08
2011,186,0,30692,Scott Stallings,21.22,201,947,+0.05
2010,1,0,20436,Garrett Willis,8.23,81,984,+0.15
2010,2,0,19846,Brian Gay,9.44,108,1144,+0.03
2010,3,0,8385,Omar Uresti,9.57,81,846,+0.02
