YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2019,30,0,33410,Andrew Landry,11.78,107,908,+0.18
2019,30,0,40115,Adam Svensson,11.78,90,764,+0.06
2019,32,0,40098,Matt Fitzpatrick,11.8,61,517,+0.11
2019,33,0,34021,Bud Cauley,11.84,121,1022,+0.05
2019,34,0,31560,Brian Stuard,11.87,127,1070,+0.08
2019,35,0,34261,Scott Langley,11.88,106,892,+0.17
2019,36,0,19803,Ryan Armour,11.89,124,1043,+0.15
2019,36,0,48081,Xander Schauffele,11.89,88,740,-0.01
2019,38,0,34098,Russell Henley,11.92,101,847,+0.11
2019,39,0,30110,Kyle Stanley,11.99,92,767,+0.26
2019,40,0,39327,Ben Silverman,12.05,94,780,+0.12
2019,41,0,45609,Tyler Duncan,12.13,110,907,+0.17
2019,42,0,27556,Ted Potter Jr.,12.2,102,836,+0.02
2019,43,0,33667,Carlos Ortiz,12.37,123,994,-0.02
2019,44,0,39546,Keith Mitchell,12.47,106,850,E
2019,45,0,25364,Paul Casey,12.48,96,769,-0.11
2019,46,0,35879,Kelly Kraft,12.53,112,894,+0.13
2019,47,0,30944,Jason Kokrak,12.79,133,1040,-0.06
2019,48,0,29908,C.T. Pan,12.93,108,835,+0.21
2019,48,0,47128,Richy Werenski,12.93,131,1013,+0.11
2019,50,0,32640,Troy Merritt,12.97,101,779,+0.12
2019,51,0,35376,Roberto Díaz,13.01,92,707,+0.13
2019,52,0,30786,Brady Schnell,13.03,71,545,+0.10
2019,53,0,23353,J.J. Henry,13.09,75,573,+0.19
2019,54,0,37455,Si Woo Kim,13.14,108,822,-0.06
2019,55,0,46523,Joey Garber,13.19,79,599,-0.01
2019,56,0,46970,Jon Rahm,13.26,98,739,+0.03
2019,57,0,25572,Graeme McDowell,13.29,92,692,+0.16
2019,57,0,37340,Chase Wright,13.29,105,790,+0.10
2019,59,0,26951,Johnson Wagner,13.37,88,658,+0.14
2019,60,0,28679,Fabián Gómez,13.39,90,672,-0.02
2019,61,0,30911,Tommy Fleetwood,13.4,93,694,-0.06
2019,62,0,23621,Rory Sabbatini,13.43,142,1057,+0.03
2019,63,0,49964,Aaron Wise,13.49,102,756,+0.06
2019,64,0,27936,Martin Laird,13.52,137,1013,-0.08
2019,65,0,26300,Matt Jones,13.55,124,915,+0.07
2019,66,0,23320,Ryan Palmer,13.58,96,707,+0.08
2019,67,0,29221,Webb Simpson,13.6,131,963,-0.08
2019,68,0,25900,Lucas Glover,13.7,154,1124,-0.01
2019,69,0,28252,Seamus Power,13.83,118,853,+0.09
2019,70,0,24361,Pat Perez,13.86,79,570,+0.22
2019,71,0,28775,Nate Lashley,13.99,107,765,+0.07
2019,72,0,28089,Jason Day,14.02,92,656,+0.10
2019,72,0,33122,Russell Knox,14.02,115,820,+0.03
2019,74,0,29479,Scott Brown,14.03,133,948,+0.13
2019,75,0,27958,Ryan Blaum,14.04,140,997,+0.12
2019,75,0,49766,Hank Lebioda,14.04,113,805,+0.15
2019,77,0,25396,Kevin Na,14.08,86,611,+0.13
2019,78,0,39971,Sungjae Im,14.18,197,1389,-0.03
2019,79,0,25804,Bubba Watson,14.24,99,695,+0.05
2019,80,0,33399,Adam Hadwin,14.25,123,863,+0.09
2019,81,0,31646,Emiliano Grillo,14.32,110,768,+0.18
2019,82,0,27895,Jonas Blixt,14.38,128,890,+0.06
2019,82,0,30946,Alex Prugh,14.38,114,793,+0.08
2019,84,0,28259,Sangmoon Bae,14.47,80,553,+0.01
2019,85,0,32757,Patton Kizzire,14.48,106,732,-0.05
2019,86,0,34360,Patrick Reed,14.51,147,1013,-0.01
2019,87,0,37275,Sam Ryder,14.54,121,832,+0.07
2019,88,0,30978,Kiradech Aphibarnrat,14.56,91,625,+0.13
2019,89,0,31420,Anirban Lahiri,14.58,119,816,+0.08
2019,90,0,25493,Nick Taylor,14.62,175,1197,-0.01
2019,91,0,29268,Bronson Burgoon,14.66,96,655,+0.22
2019,92,0,26499,Rafa Cabrera Bello,14.67,98,668,+0.02
2019,93,0,39954,Cody Gribble,14.72,117,795,+0.12
2019,93,0,47990,Kyle Jones,14.72,111,754,+0.08
2019,95,0,20572,Rod Pampling,14.76,84,569,+0.08
2019,96,0,49771,J.T. Poston,14.86,182,1225,+0.07
2019,97,0,33418,Shawn Stefani,14.87,127,854,+0.07
2019,97,0,31323,Gary Woodland,14.87,135,908,-0.04
2019,99,0,27974,Sung Kang,14.93,145,971,+0.10
2019,100,0,27649,Brandt Snedeker,14.94,167,1118,-0.08
2019,101,0,47993,Denny McCarthy,14.96,143,956,-0.03
2019,101,0,22405,Justin Rose,14.96,102,682,+0.19
2019,103,0,49298,Kramer Hickok,14.98,123,821,+0.07
2019,104,0,26758,David Hearn,15.04,71,472,+0.04
2019,105,0,35506,Mackenzie Hughes,15.1,138,914,-0.06
2019,106,0,27064,Jhonattan Vegas,15.11,128,847,-0.09
2019,107,0,24138,Ian Poulter,15.15,93,614,E
2019,108,0,40026,Daniel Berger,15.21,125,822,+0.04
2019,109,0,45526,Abraham Ancer,15.24,151,991,+0.03
2019,109,0,35891,Cameron Smith,15.24,112,735,+0.01
2019,111,0,21731,Freddie Jacobson,15.27,84,550,+0.10
2019,111,0,36852,Jim Knous,15.27,82,537,E
2019,113,0,34363,Tyrrell Hatton,15.32,89,581,+0.08
2019,114,0,34099,Harris English,15.34,168,1095,-0.07
2019,114,0,36699,Patrick Rodgers,15.34,96,626,+0.03
2019,116,0,32816,Satoshi Kodaira,15.35,109,710,+0.06
2019,117,0,35617,Martin Trainer,15.42,105,681,+0.16
2019,118,0,39997,Corey Conners,15.53,150,966,+0.05
2019,119,0,22371,Aaron Baddeley,15.56,91,585,+0.11
2019,119,0,27095,Nick Watney,15.56,148,951,+0.06
2019,121,0,36799,Stephan Jaeger,15.58,122,783,-0.07
2019,122,0,25818,Scott Piercy,15.6,153,981,+0.12
2019,123,0,29926,Danny Lee,15.71,156,993,+0.08
2019,124,0,34466,Peter Malnati,15.74,165,1048,+0.07
2019,125,0,32139,Danny Willett,15.75,109,692,+0.08
2019,126,0,27141,J.B. Holmes,15.76,104,660,+0.12
2019,127,0,27129,Luke List,15.79,120,760,-0.03
2019,128,0,37189,Harold Varner III,15.8,162,1025,+0.02
2019,129,0,37454,Whee Kim,15.85,103,650,+0.16
2019,130,0,28237,Rory McIlroy,15.95,127,796,+0.05
2019,131,0,49960,Sepp Straka,15.97,129,808,+0.05
2019,132,0,24781,Hunter Mahan,16.0,104,650,+0.01
2019,133,0,34256,Andrew Putnam,16.03,125,780,+0.11
2019,134,0,21961,Charles Howell III,16.06,164,1021,+0.04
2019,135,0,30925,Dustin Johnson,16.08,124,771,-0.06
2019,136,0,32102,Rickie Fowler,16.11,141,875,+0.04
2019,137,0,36689,Brooks Koepka,16.13,131,812,-0.04
2019,138,0,1810,Phil Mickelson,16.15,110,681,+0.02
2019,139,0,33448,Justin Thomas,16.22,127,783,-0.05
2019,140,0,48822,Sebastián Muñoz,16.23,144,887,+0.02
2019,141,0,49303,Anders Albertson,16.34,118,722,+0.03
2019,142,0,35461,Beau Hossler,16.35,154,942,+0.10
2019,143,0,34046,Jordan Spieth,16.39,149,909,+0.02
2019,144,0,46501,Ollie Schniederjans,16.47,138,838,+0.07
2019,145,0,21209,Sergio Garcia,16.54,87,526,+0.06
2019,146,0,29970,Dylan Frittelli,16.67,157,942,+0.06
2019,147,0,33486,Roger Sloan,16.74,162,968,-0.02
2019,148,0,35532,Tom Hoge,16.78,168,1001,+0.13
2019,149,0,33419,Cameron Tringale,16.9,119,704,-0.11
2019,150,0,45486,Joaquin Niemann,16.94,188,1110,+0.03
2019,150,0,29484,Peter Uihlein,16.94,135,797,-0.06
2019,152,0,35421,Brandon Harkins,16.97,161,949,+0.07
2019,153,0,24502,Adam Scott,16.99,104,612,+0.08
2019,154,0,45157,Cam Davis,17.01,133,782,-0.01
2019,155,0,30191,Julián Etulain,17.02,120,705,+0.07
2019,156,0,34306,John Chin,17.05,90,528,+0.10
2019,157,0,39324,J.J. Spaun,17.06,152,891,+0.06
2019,157,0,30692,Scott Stallings,17.06,160,938,+0.07
2019,159,0,52372,Cameron Champ,17.09,161,942,+0.07
2019,160,0,35450,Patrick Cantlay,17.13,136,794,E
2019,160,0,12716,Charley Hoffman,17.13,111,648,+0.19
2019,162,0,24925,Jonathan Byrd,17.2,86,500,+0.07
2019,163,0,27349,Alex Noren,17.26,102,591,+0.10
2019,164,0,39975,Michael Kim,17.31,107,618,+0.13
2019,165,0,24924,Bill Haas,17.38,146,840,+0.06
2019,166,0,46402,Talor Gooch,17.42,115,660,E
2019,167,0,29725,Tony Finau,17.44,157,900,+0.02
2019,168,0,40009,Dominic Bozzelli,17.46,118,676,+0.04
2019,168,0,47347,Adam Schenk,17.46,199,1140,+0.13
2019,170,0,27963,Chris Stroud,17.7,126,712,+0.08
2019,171,0,33948,Byeong Hun An,17.71,150,847,-0.03
2019,172,0,35732,Wes Roach,17.74,121,682,+0.09
2019,173,0,25632,Jimmy Walker,17.75,139,783,+0.06
2019,174,0,47504,Sam Burns,17.97,168,935,+0.04
2019,174,0,34264,Hudson Swafford,17.97,117,651,+0.03
2019,176,0,32058,José de Jesús Rodríguez,18.09,123,680,-0.02
2019,177,0,27330,Josh Teater,18.13,134,739,-0.02
2019,178,0,39977,Max Homa,18.45,176,954,+0.14
2019,179,0,29974,Branden Grace,18.62,116,623,+0.09
2019,180,0,46601,Trey Mullinax,18.78,163,868,-0.01
2019,181,0,51766,Wyndham Clark,18.91,188,994,-0.02
2019,182,0,6522,Ernie Els,19.08,79,414,+0.13
2019,183,0,29223,Sam Saunders,19.15,176,919,+0.10
2019,184,0,32333,Kevin Tway,19.16,177,924,E
2019,185,0,37380,Curtis Luck,19.31,117,606,+0.05
2019,186,0,32839,Hideki Matsuyama,19.49,198,1016,-0.01
2019,187,0,47856,Seth Reeves,19.73,144,730,+0.06
2019,188,0,26851,Marc Leishman,20.13,160,795,-0.06
2018,1,0,21528,Henrik Stenson,7.82,48,614,+0.13
2018,2,0,19803,Ryan Armour,9.9,133,1343,-0.06
2018,3,0,29222,Billy Hurley III,10.01,79,789,+0.06
2018,4,0,32150,Michael Thompson,10.17,79,777,+0.04
2018,5,0,27644,Brian Harman,10.22,103,1008,+0.14
2018,6,0,31560,Brian Stuard,10.35,127,1227,+0.20
2018,7,0,33141,Keegan Bradley,10.54,117,1110,+0.08
2018,8,0,35545,Blayne Barber,10.59,88,831,+0.02
2018,9,0,26476,Chez Reavie,10.87,91,837,+0.10
2018,10,0,24024,Zach Johnson,11.23,112,997,+0.13
2018,11,0,20472,Alex Cejka,11.28,94,833,+0.22
2018,12,0,29478,Kevin Kisner,11.33,103,909,+0.10
2018,13,0,19846,Brian Gay,11.38,146,1283,+0.16
2018,14,0,23108,Matt Kuchar,11.44,103,900,+0.17
2018,15,0,46435,Austin Cook,11.48,147,1281,+0.16
2018,16,0,31646,Emiliano Grillo,11.52,117,1016,+0.10
2018,17,0,34409,David Lingmerth,11.67,112,960,E
2018,18,0,30926,Chris Kirk,11.83,158,1336,E
2018,19,0,23325,Vaughn Taylor,11.87,116,977,+0.11
2018,20,0,34264,Hudson Swafford,11.88,86,724,+0.06
2018,21,0,27649,Brandt Snedeker,11.9,122,1025,+0.07
2018,22,0,33122,Russell Knox,11.95,123,1029,+0.15
2018,23,0,25686,Jason Dufner,12.0,87,725,+0.25
2018,24,0,29908,C.T. Pan,12.03,137,1139,+0.10
2018,25,0,29420,Billy Horschel,12.04,130,1080,+0.05
2018,26,0,27958,Ryan Blaum,12.06,121,1003,+0.14
2018,27,0,30110,Kyle Stanley,12.11,114,941,+0.17
2018,28,0,34098,Russell Henley,12.13,99,816,+0.21
2018,29,0,34431,Robert Streb,12.15,101,831,+0.17
2018,30,0,23353,J.J. Henry,12.17,106,871,+0.08
2018,31,0,32366,Kevin Chappell,12.38,107,864,+0.13
2018,32,0,30978,Kiradech Aphibarnrat,12.45,59,474,+0.10
2018,33,0,35879,Kelly Kraft,12.55,129,1028,+0.06
2018,33,0,27556,Ted Potter Jr.,12.55,134,1068,+0.23
2018,35,0,39324,J.J. Spaun,12.63,125,990,+0.06
2018,35,0,47128,Richy Werenski,12.63,130,1029,+0.22
2018,37,0,10809,Jim Furyk,12.66,81,640,+0.07
2018,38,0,30911,Tommy Fleetwood,12.75,96,753,+0.13
2018,39,0,47993,Denny McCarthy,12.78,87,681,+0.11
2018,40,0,26499,Rafa Cabrera Bello,12.84,86,670,+0.12
2018,41,0,22405,Justin Rose,12.89,95,737,+0.04
2018,42,0,33204,Shane Lowry,13.01,92,707,+0.11
2018,43,0,36699,Patrick Rodgers,13.1,132,1008,+0.03
2018,44,0,25364,Paul Casey,13.11,89,679,+0.10
2018,45,0,25892,Steve Wheatcroft,13.19,84,637,+0.18
2018,46,0,34099,Harris English,13.33,125,938,E
2018,47,0,48084,Wesley Bryan,13.36,95,711,+0.18
2018,47,0,32254,Xinjun Zhang,13.36,105,786,+0.20
2018,49,0,29518,Brendan Steele,13.41,101,753,+0.02
2018,50,0,25396,Kevin Na,13.42,131,976,+0.19
2018,51,0,28679,Fabián Gómez,13.49,133,986,+0.07
2018,51,0,26758,David Hearn,13.49,94,697,+0.10
2018,53,0,39546,Keith Mitchell,13.51,156,1155,-0.01
2018,54,0,25198,Francesco Molinari,13.53,107,791,+0.14
2018,55,0,35461,Beau Hossler,13.54,169,1248,-0.01
