YEAR,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
2024,0,55182,Tom Kim,9
2024,0,37378,Min Woo Lee,9
2024,0,59141,Matt McCarty,9
2024,0,51950,Max McGreevy,9
2024,0,28237,Rory McIlroy,9
2024,0,32640,Troy Merritt,9
2024,0,50525,Collin Morikawa,9
2024,0,25818,Scott Piercy,9
2024,0,47888,Taiga Semikawa,9
2024,0,27649,Brandt Snedeker,9
2024,0,48699,Callum Tarren,9
2024,0,51634,Sahith Theegala,9
2024,0,57364,Michael Thorbjornsen,9
2024,0,29939,Fabrizio Zanotti,9
2024,0,48084,Wesley Bryan,8
2024,0,28089,Jason Day,8
2024,0,40098,Matt Fitzpatrick,8
2024,0,30750,Tommy Gainey,8
2024,0,46594,Ricardo Gouveia,8
2024,0,35310,Lanto Griffin,8
2024,0,64594,Angel Hidalgo Portillo,8
2024,0,54628,Lee Hodges,8
2024,0,52686,Rasmus Hojgaard,8
2024,0,36884,Ben Kohles,8
2024,0,28775,Nate Lashley,8
2024,0,46601,Trey Mullinax,8
2024,0,32344,Lukas Nemecz,8
2024,0,35706,Niklas Norgaard,8
2024,0,47995,Davis Riley,8
2024,0,34371,Adrien Saddier,8
2024,0,24502,Adam Scott,8
2024,0,39113,Shubhankar Sharma,8
2024,0,46441,Robby Shelton,8
2024,0,27139,David Skinns,8
2024,0,27214,Kevin Streelman,8
2024,0,48319,Tom Whitney,8
2024,0,57366,Cameron Young,8
2024,0,49303,Anders Albertson,7
2024,0,49117,Isidro Benitez,7
2024,0,28420,Ryan Brehm,7
2024,0,57259,Daniel Brown,7
2024,0,34021,Bud Cauley,7
2024,0,58605,Quade Cummins,7
2024,0,34076,Joel Dahmen,7
2024,0,47959,Bryson DeChambeau,7
2024,0,65256,David Ford,7
2024,0,12195,Tom Johnson,7
2024,0,46404,Marcus Kinhult,7
2024,0,29478,Kevin Kisner,7
2024,0,58696,Peter Kuest,7
2024,0,34213,Grayson Murray,7
2024,0,51635,Chris Nido,7
2024,0,23320,Ryan Palmer,7
2024,0,22405,Justin Rose,7
2024,0,56781,Isaiah Salinda,7
2024,0,35891,Cameron Smith,7
2024,0,30110,Kyle Stanley,7
2024,0,47128,Richy Werenski,7
2024,0,33408,Tyson Alexander,6
2024,0,34310,Alexander Björk,6
2024,0,55708,Hayden Buckley,6
2024,0,29268,Bronson Burgoon,6
2024,0,24925,Jonathan Byrd,6
2024,0,32366,Kevin Chappell,6
2024,0,31681,Louis de Jager,6
2024,0,50762,Alejandro Del Rey,6
2024,0,35376,Roberto Díaz,6
2024,0,29936,Ryan Fox,6
2024,0,56149,Wilson Furr,6
2024,0,31646,Emiliano Grillo,6
2024,0,31557,Jim Herman,6
2024,0,27974,Sung Kang,6
2024,0,33122,Russell Knox,6
2024,0,32627,Espen Kofstad,6
2024,0,54422,Christo Lamprecht,6
2024,0,45523,Thriston Lawrence,6
2024,0,37278,Nicholas Lindheim,6
2024,0,25198,Francesco Molinari,6
2024,0,47806,Raul Pereda,6
2024,0,57737,Jayden Schaper,6
2024,0,63807,Neal Shipley,6
2024,0,35617,Martin Trainer,6
2024,0,54328,Norman Xiong,6
2024,0,19803,Ryan Armour,5
2024,0,47125,Matt Atkins,5
2024,0,60369,Sam Bairstow,5
2024,0,37212,Paul Barjon,5
2024,0,59652,Sam Bennett,5
2024,0,29479,Scott Brown,5
2024,0,52444,Filippo Celli,5
2024,0,23983,Luke Donald,5
2024,0,47663,Kevin Dougherty,5
2024,0,55721,Alex Fitzpatrick,5
2024,0,59018,Ryan Gerard,5
2024,0,33597,Harry Higgs,5
2024,0,48632,Yuto Katsuragawa,5
2024,0,46368,Stuart Macdonald,5
2024,0,34466,Peter Malnati,5
2024,0,54190,Richard Mansell,5
2024,0,28593,Jesse Mueller,5
2024,0,45486,Joaquin Niemann,5
2024,0,48051,Yannik Paul,5
2024,0,52287,David Ravetto,5
2024,0,34360,Patrick Reed,5
2024,0,34610,Matthias Schwab,5
2024,0,23481,Marcel Siem,5
2024,0,57586,Jesper Svensson,5
2024,0,27330,Josh Teater,5
2024,0,23788,D.J. Trahan,5
2024,0,52666,Sami Valimaki,5
2024,0,35469,Sebastián Vázquez,5
2024,0,48640,Johannes Veerman,5
2024,0,25632,Jimmy Walker,5
2024,0,32139,Danny Willett,5
2024,0,24461,Thomas Aiken,4
2024,0,51661,Nick Bachem,4
2024,0,22764,Michael Block,4
2024,0,33974,Dean Burmester,4
2024,0,58816,Marcus Byrd,4
2024,0,26499,Rafa Cabrera Bello,4
2024,0,34362,Laurie Canter,4
2024,0,24494,Erik Compton,4
2024,0,59077,Spencer Cross,4
2024,0,39067,MJ Daffue,4
2024,0,51680,Alistair Docherty,4
2024,0,37066,Grant Forrest,4
2024,0,55074,Sebastian Friedrichsen,4
2024,0,57593,Ian Gilligan,4
2024,0,46402,Talor Gooch,4
2024,0,28340,Julien Guerrier,4
2024,0,60065,Ryan Hall,4
2024,0,37428,Evan Harmeling,4
2024,0,49120,Kensei Hirata,4
2024,0,33461,Morgan Hoffmann,4
2024,0,52453,Nicolai Højgaard,4
2024,0,57869,Ben James,4
2024,0,63454,Johnny Keefer,4
2024,0,34500,Ryosuke Kinoshita,4
2024,0,37250,Romain Langasque,4
2024,0,47443,Junghwan Lee,4
2024,0,46837,Yuxin Lin,4
2024,0,55509,Hurly Long,4
2024,0,33199,Matteo Manassero,4
2024,0,55420,Cooper Musselman,4
2024,0,58188,James Nicholas,4
2024,0,51070,Vincent Norrman,4
2024,0,59160,John Pak,4
2024,0,30756,Andrea Pavan,4
2024,0,48052,Max Rottluff,4
2024,0,66583,Taisei Shimizu,4
2024,0,34431,Robert Streb,4
2024,0,27963,Chris Stroud,4
2024,0,54218,Yuta Sugiura,4
2024,0,35314,Andy Sullivan,4
2024,0,50584,Connor Syme,4
2024,0,48929,Santiago Tarrio,4
2024,0,57864,Jackson Van Paris,4
2024,0,27095,Nick Watney,4
2024,0,24846,Ricky Barnes,3
2024,0,57330,Matthis Besard,3
2024,0,24671,David Bradshaw,3
2024,0,66417,Blades Brown,3
2024,0,66742,Jackson Buchanan,3
2024,0,45734,John Catlin,3
2024,0,59570,Tyler Collet,3
2024,0,48936,Ugo Coussaud,3
2024,0,29970,Dylan Frittelli,3
2024,0,24358,Robert Garrigus,3
2024,0,32662,Michael Gligic,3
2024,0,46301,Juan Jose Guerra,3
2024,0,24980,Scott Gutschewski,3
2024,0,35901,Paul Haley II,3
2024,0,32775,Shugo Imahira,3
2024,0,30852,Ryo Ishikawa,3
2024,0,54869,Chase Johnson,3
2024,0,30925,Dustin Johnson,3
2024,0,60895,Kris Kim,3
2024,0,36852,Jim Knous,3
2024,0,54813,Philip Knowles,3
2024,0,37446,Jacques Kruyswijk,3
2024,0,34607,Francesco Laporta,3
2024,0,34409,David Lingmerth,3
2024,0,58936,Thomas Longbella,3
2024,0,58944,Blake McShea,3
2024,0,27556,Ted Potter Jr.,3
2024,0,29476,Kyle Reifers,3
2024,0,46646,Antoine Rozner,3
2024,0,31242,Marcel Schneider,3
2024,0,59548,Matt Sharpstene,3
2024,0,63181,Braden Shattuck,3
2024,0,36521,Young-han Song,3
2024,0,35174,Matthew Southgate,3
2024,0,30692,Scott Stallings,3
2024,0,54364,Stephen Stallings Jr.,3
2024,0,52411,Kyle Westmoreland,3
2024,0,27506,Oliver Wilson,3
2024,0,33870,Ashun Wu,3
2024,0,56100,Ren Yonezawa,3
2024,0,67118,Kihei Akina,2
2024,0,45194,Marcus Armitage,2
2024,0,64052,Angel Ayora,2
2024,0,46955,Haydn Barron,2
2024,0,35490,Wil Bateman,2
2024,0,48001,Zach Bauchou,2
2024,0,54788,Chandler Blanchet,2
2024,0,65410,John Marshall Butler,2
2024,0,47847,Ivan Cantero Gutierrez,2
2024,0,58303,Ryan Celano,2
2024,0,51895,Ryan Cole,2
2024,0,33459,Jens Dantorp,2
2024,0,61520,Santiago de la Fuente,2
2024,0,39859,Cristobal Del Solar,2
2024,0,51690,Taylor Dickson,2
2024,0,25686,Jason Dufner,2
2024,0,56643,Manuel Elvira,2
2024,0,50223,Ewen Ferguson,2
2024,0,57123,Steven Fisk,2
2024,0,20376,Stephen Gallacher,2
2024,0,51734,Nicolo Galletti,2
2024,0,21209,Sergio Garcia,2
2024,0,51989,Jordan Gumberg,2
2024,0,54876,Chen Guxin,2
2024,0,52462,Chase Hanna,2
2024,0,20766,Padraig Harrington,2
2024,0,66248,Justin Hastings,2
2024,0,26758,David Hearn,2
2024,0,25444,Justin Hicks,2
2024,0,55707,Calum Hill,2
2024,0,49813,Daniel Hillier,2
2024,0,27141,J.B. Holmes,2
2024,0,27747,Hiroshi Iwata,2
2024,0,31138,Scott Jamieson,2
2024,0,57688,Casey Jarvis,2
2024,0,34242,Andrew Johnston,2
2024,0,65465,Connor Jones,2
2024,0,47917,Takumi Kanaya,2
2024,0,46879,Naoyuki Kataoka,2
2024,0,30957,Max Kieffer,2
2024,0,30959,Alexander Knappe,2
2024,0,36689,Brooks Koepka,2
2024,0,66701,Jackson Koivun,2
2024,0,56349,Chris Korte,2
2024,0,29670,Pablo Larrazabal,2
2024,0,35296,Haotong Li,2
2024,0,63806,Hunter Logan,2
2024,0,28300,Joost Luiten,2
2024,0,60015,Logan McAllister,2
2024,0,29675,Dan McCarthy,2
2024,0,40042,Tyler McCumber,2
2024,0,50823,Tom McKibbin,2
2024,0,47102,David Micheluzzi,2
2024,0,39834,Guido Migliozzi,2
2024,0,23814,Edoardo Molinari,2
2024,0,63766,William Moll,2
2024,0,64690,Omar Morales,2
2024,0,22046,Geoff Ogilvy,2
2024,0,39262,Alvaro Ortiz,2
2024,0,28475,Jeff Overton,2
2024,0,32797,Sanghyun Park,2
2024,0,51003,Marco Penge,2
2024,0,61193,David Puig,2
2024,0,26539,Robert Rock,2
2024,0,51454,Camiko Smith,2
2024,0,46464,Jordan Smith,2
2024,0,60019,Jackson Suber,2
2024,0,52144,Braden Thornberry,2
2024,0,59827,Tom Vaillant,2
2024,0,32659,Darius Van Driel,2
2024,0,46628,Jeremy Wells,2
2024,0,25349,Tim Wilkinson,2
2024,0,55940,Andrew Wilson,2
2023,0,27644,Brian Harman,36
2023,0,46717,Viktor Hovland,34
2023,0,28237,Rory McIlroy,30
2023,0,48081,Xander Schauffele,27
2023,0,25900,Lucas Glover,26
2023,0,55708,Hayden Buckley,25
2023,0,34363,Tyrrell Hatton,25
2023,0,39971,Sungjae Im,24
2023,0,27129,Luke List,24
2023,0,35461,Beau Hossler,23
2023,0,39324,J.J. Spaun,23
2023,0,22371,Aaron Baddeley,22
2023,0,54421,Garrick Higgo,22
2023,0,24502,Adam Scott,22
2023,0,24925,Jonathan Byrd,20
2023,0,35450,Patrick Cantlay,20
2023,0,52375,Doug Ghim,20
2023,0,33122,Russell Knox,20
2023,0,46046,Scottie Scheffler,20
2023,0,39067,MJ Daffue,19
2023,0,32757,Patton Kizzire,19
2023,0,32791,K.H. Lee,19
2023,0,58168,Davis Thompson,19
2023,0,47988,Nick Hardy,18
2023,0,27349,Alex Noren,18
2023,0,25818,Scott Piercy,18
2023,0,28252,Seamus Power,18
2023,0,34256,Andrew Putnam,18
2023,0,52955,Ludvig Åberg,17
2023,0,29725,Tony Finau,17
2023,0,35310,Lanto Griffin,17
2023,0,35421,Brandon Harkins,17
2023,0,55182,Tom Kim,17
2023,0,58696,Peter Kuest,17
2023,0,49771,J.T. Poston,17
2023,0,51634,Sahith Theegala,17
2023,0,33141,Keegan Bradley,16
2023,0,47591,Eric Cole,16
2023,0,39997,Corey Conners,16
2023,0,32102,Rickie Fowler,16
2023,0,39058,Lucas Herbert,16
2023,0,23108,Matt Kuchar,16
2023,0,28775,Nate Lashley,16
2023,0,37278,Nicholas Lindheim,16
2023,0,26596,Ryan Moore,16
2023,0,49947,Taylor Moore,16
2023,0,51890,Greyson Sigg,16
2023,0,40115,Adam Svensson,16
2023,0,25493,Nick Taylor,16
2023,0,56630,Akshay Bhatia,15
2023,0,45609,Tyler Duncan,15
2023,0,51414,Brent Grant,15
2023,0,35532,Tom Hoge,15
2023,0,35506,Mackenzie Hughes,15
2023,0,36799,Stephan Jaeger,15
2023,0,32816,Satoshi Kodaira,15
2023,0,40162,Justin Lower,15
2023,0,55789,Taylor Montgomery,15
2023,0,40250,Taylor Pendrith,15
2023,0,46340,Alex Smalley,15
2023,0,27770,Camilo Villegas,15
2023,0,54783,Dylan Wu,15
2023,0,33974,Dean Burmester,14
2023,0,32366,Kevin Chappell,14
2023,0,25686,Jason Dufner,14
2023,0,36801,Mark Hubbard,14
2023,0,35879,Kelly Kraft,14
2023,0,27963,Chris Stroud,14
2023,0,48119,Ben Taylor,14
2023,0,32139,Danny Willett,14
2023,0,47483,Will Zalatoris,14
2023,0,33408,Tyson Alexander,13
2023,0,33948,Byeong Hun An,13
2023,0,51766,Wyndham Clark,13
2023,0,45157,Cam Davis,13
2023,0,33653,Thomas Detry,13
2023,0,59018,Ryan Gerard,13
2023,0,33399,Adam Hadwin,13
2023,0,34098,Russell Henley,13
2023,0,39977,Max Homa,13
2023,0,27936,Martin Laird,13
2023,0,29926,Danny Lee,13
2023,0,36326,David Lipsky,13
2023,0,35449,Adam Long,13
2023,0,32839,Hideki Matsuyama,13
2023,0,36871,Matt NeSmith,13
2023,0,45486,Joaquin Niemann,13
2023,0,47983,Chad Ramey,13
2023,0,36699,Patrick Rodgers,13
2023,0,37275,Sam Ryder,13
2023,0,50095,Austin Smotherman,13
2023,0,48699,Callum Tarren,13
2023,0,30927,Brendon Todd,13
2023,0,40006,Erik van Rooyen,13
2023,0,51894,Vince Whaley,13
2023,0,34255,Joseph Bramlett,12
2023,0,46435,Austin Cook,12
2023,0,40098,Matt Fitzpatrick,12
2023,0,29535,Brice Garnett,12
2023,0,19846,Brian Gay,12
2023,0,54591,Ben Griffin,12
2023,0,57975,Harry Hall,12
2023,0,54628,Lee Hodges,12
2023,0,52453,Nicolai Hojgaard,12
2023,0,47993,Denny McCarthy,12
2023,0,50525,Collin Morikawa,12
2023,0,34213,Grayson Murray,12
2023,0,51070,Vincent Norrman,12
2023,0,51997,Andrew Novak,12
2023,0,46970,Jon Rahm,12
2023,0,46414,Aaron Rai,12
2023,0,52374,Brandon Wu,12
2023,0,20229,Stewart Cink,11
2023,0,35557,Aaron Cockerill,11
2023,0,32448,James Hahn,11
2023,0,49298,Kramer Hickok,11
2023,0,12716,Charley Hoffman,11
2023,0,37378,Min Woo Lee,11
2023,0,39546,Keith Mitchell,11
2023,0,47347,Adam Schenk,11
2023,0,27214,Kevin Streelman,11
2023,0,31560,Brian Stuard,11
2023,0,50493,Justin Suh,11
2023,0,33448,Justin Thomas,11
2023,0,57366,Cameron Young,11
2023,0,47504,Sam Burns,10
2023,0,20593,Greg Chalmers,10
2023,0,37338,Zecheng Dou,10
2023,0,51349,Nico Echavarria,10
2023,0,56762,Will Gordon,10
2023,0,27554,Scott Harrington,10
2023,0,51287,Ryo Hisatsune,10
2023,0,24024,Zach Johnson,10
2023,0,30926,Chris Kirk,10
2023,0,33204,Shane Lowry,10
2023,0,32640,Troy Merritt,10
2023,0,23320,Ryan Palmer,10
2023,0,29221,Webb Simpson,10
2023,0,49960,Sepp Straka,10
2023,0,34431,Robert Streb,10
2023,0,47128,Richy Werenski,10
2023,0,45242,Kevin Yu,10
2023,0,55454,Carl Yuan,10
2023,0,24846,Ricky Barnes,9
2023,0,45522,Christiaan Bezuidenhout,9
2023,0,55930,Fred Biondi,9
2023,0,57362,Austin Eckroat,9
2023,0,34099,Harris English,9
2023,0,31646,Emiliano Grillo,9
2023,0,34563,Chesson Hadley,9
2023,0,33597,Harry Higgs,9
2023,0,39975,Michael Kim,9
2023,0,50188,S.H. Kim,9
2023,0,37455,Si Woo Kim,9
2023,0,49766,Hank Lebioda,9
2023,0,34409,David Lingmerth,9
2023,0,34466,Peter Malnati,9
2023,0,33413,Ben Martin,9
2023,0,31202,William McGirt,9
2023,0,46442,Maverick McNealy,9
2023,0,26476,Chez Reavie,9
2023,0,47995,Davis Riley,9
2023,0,48867,Matti Schmid,9
2023,0,55893,Sam Stevens,9
2023,0,32333,Kevin Tway,9
2023,0,48887,Matt Wallace,9
2023,0,49964,Aaron Wise,9
2023,0,52513,Carson Young,9
2023,0,34374,Erik Barnes,8
2023,0,29479,Scott Brown,8
2023,0,52372,Cameron Champ,8
2023,0,49453,Trevor Cone,8
2023,0,28089,Jason Day,8
2023,0,47079,Harrison Endycott,8
2023,0,30911,Tommy Fleetwood,8
2023,0,28679,Fabián Gómez,8
2023,0,39954,Cody Gribble,8
2023,0,29420,Billy Horschel,8
2023,0,29478,Kevin Kisner,8
2023,0,48117,Kurt Kitayama,8
2023,0,51950,Max McGreevy,8
2023,0,30163,Henrik Norlander,8
2023,0,24140,Sean O'Hair,8
2023,0,29908,C.T. Pan,8
2023,0,22056,Cameron Percy,8
2023,0,29476,Kyle Reifers,8
2023,0,22405,Justin Rose,8
2023,0,34046,Jordan Spieth,8
2023,0,38991,Alejandro Tosti,8
2023,0,23788,D.J. Trahan,8
2023,0,35617,Martin Trainer,8
2023,0,25632,Jimmy Walker,8
2023,0,19803,Ryan Armour,7
2023,0,40058,Zac Blair,7
2023,0,28420,Ryan Brehm,7
2023,0,48084,Wesley Bryan,7
2023,0,34076,Joel Dahmen,7
2023,0,31577,Tano Goya,7
2023,0,24924,Bill Haas,7
2023,0,35778,Kazuki Higa,7
2023,0,34296,Wes Homan,7
2023,0,49228,Keita Nakajima,7
2023,0,29289,S.Y. Noh,7
2023,0,47529,Mito Pereira,7
2023,0,27556,Ted Potter Jr.,7
2023,0,53165,Doc Redman,7
2023,0,64442,Gordon Sargent,7
2023,0,31569,Jason Scrivener,7
2023,0,46441,Robby Shelton,7
2023,0,32150,Michael Thompson,7
2023,0,55573,John VanDerLaan,7
2023,0,31323,Gary Woodland,7
2023,0,49117,Isidro Benitez,6
2023,0,59652,Sam Bennett,6
2023,0,27895,Jonas Blixt,6
2023,0,60004,Jacob Bridgeman,6
2023,0,36837,Julien Brun,6
2023,0,32070,Rafael Campos,6
2023,0,24494,Erik Compton,6
2023,0,23983,Luke Donald,6
2023,0,65256,David Ford,6
2023,0,30750,Tommy Gainey,6
2023,0,59095,Chris Gotterup,6
2023,0,35901,Paul Haley II,6
2023,0,31557,Jim Herman,6
2023,0,30852,Ryo Ishikawa,6
2023,0,54869,Chase Johnson,6
2023,0,30925,Dustin Johnson,6
2023,0,27974,Sung Kang,6
2023,0,54813,Philip Knowles,6
2023,0,27797,Derek Lamely,6
2023,0,33410,Andrew Landry,6
2023,0,36724,Augusto Núñez,6
2023,0,22046,Geoff Ogilvy,6
2023,0,47679,Victor Perez,6
2023,0,39335,Kevin Roy,6
2023,0,56781,Isaiah Salinda,6
2023,0,34610,Matthias Schwab,6
2023,0,46464,Jordan Smith,6
2023,0,27649,Brandt Snedeker,6
2023,0,30692,Scott Stallings,6
2023,0,29518,Brendan Steele,6
2023,0,27330,Josh Teater,6
2023,0,58967,Trevor Werbylo,6
2023,0,52411,Kyle Westmoreland,6
2023,0,33936,Gunner Wiebe,6
2023,0,49303,Anders Albertson,5
2023,0,28259,Sangmoon Bae,5
2023,0,33404,Chris Baker,5
2023,0,58605,Quade Cummins,5
2023,0,35376,Roberto Díaz,5
2023,0,32662,Michael Gligic,5
2023,0,48372,Marcus Helligkilde,5
2023,0,47393,Jeffrey Kang,5
2023,0,36884,Ben Kohles,5
2023,0,37250,Romain Langasque,5
2023,0,27466,Spencer Levin,5
2023,0,34579,Alexander Levy,5
2023,0,55421,Chip McDaniel,5
2023,0,33674,Adrian Meronk,5
2023,0,25198,Francesco Molinari,5
2023,0,46601,Trey Mullinax,5
2023,0,48822,Sebastián Muñoz,5
2023,0,39262,Alvaro Ortiz,5
2023,0,25240,D.A. Points,5
2023,0,58594,Spencer Ralston,5
2023,0,34360,Patrick Reed,5
2023,0,30110,Kyle Stanley,5
2023,0,29485,Brett Stegmaier,5
2023,0,27095,Nick Watney,5
2023,0,33117,Dale Whitnell,5
2023,0,55940,Andrew Wilson,5
2023,0,27506,Oliver Wilson,5
2023,0,29939,Fabrizio Zanotti,5
2023,0,30978,Kiradech Aphibarnrat,4
2023,0,52096,Adri Arnaus,4
2023,0,47125,Matt Atkins,4
2023,0,47850,John Axelsen,4
2023,0,45836,Richard Bland,4
2023,0,52095,Christoffer Bring,4
2023,0,57259,Daniel Brown,4
2023,0,23541,Ben Crane,4
2023,0,39524,Sean Crocker,4
2023,0,52514,Trace Crowe,4
2023,0,31681,Louis de Jager,4
2023,0,50762,Alejandro Del Rey,4
2023,0,37273,Derek Ernst,4
2023,0,50223,Ewen Ferguson,4
2023,0,37066,Grant Forrest,4
2023,0,29936,Ryan Fox,4
2023,0,29970,Dylan Frittelli,4
2023,0,55165,Noah Goodwin,4
2023,0,24980,Scott Gutschewski,4
2023,0,64594,Angel Hidalgo Portillo,4
2023,0,49120,Kensei Hirata,4
2023,0,33490,Bo Hoag,4
2023,0,34656,Mikumu Horikawa,4
2023,0,34174,John Huh,4
2023,0,12195,Tom Johnson,4
2023,0,55955,Matthew Jordan,4
2023,0,32815,Masahiro Kawamura,4
2023,0,30957,Maximilian Kieffer,4
2023,0,45426,Nathan Kimsey,4
2023,0,46404,Marcus Kinhult,4
2023,0,59871,Greg Koch,4
2023,0,36689,Brooks Koepka,4
2023,0,34317,Joakim Lagergren,4
2023,0,48293,Mikael Lindberg,4
2023,0,52215,Robert MacIntyre,4
