YEAR,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
2016,0,46435,Austin Cook,13
2016,0,25900,Lucas Glover,13
2016,0,31646,Emiliano Grillo,13
2016,0,33399,Adam Hadwin,13
2016,0,30944,Jason Kokrak,13
2016,0,24140,Sean O'Hair,13
2016,0,27770,Camilo Villegas,13
2016,0,31323,Gary Woodland,13
2016,0,33141,Keegan Bradley,12
2016,0,29479,Scott Brown,12
2016,0,24358,Robert Garrigus,12
2016,0,36801,Mark Hubbard,12
2016,0,34174,John Huh,12
2016,0,37455,Si Woo Kim,12
2016,0,23108,Matt Kuchar,12
2016,0,29476,Kyle Reifers,12
2016,0,20645,John Senden,12
2016,0,33418,Shawn Stefani,12
2016,0,40026,Daniel Berger,11
2016,0,24507,Jason Bohn,11
2016,0,24357,K.J. Choi,11
2016,0,32102,Rickie Fowler,11
2016,0,29535,Brice Garnett,11
2016,0,35539,Luke Guthrie,11
2016,0,31557,Jim Herman,11
2016,0,30925,Dustin Johnson,11
2016,0,27974,Sung Kang,11
2016,0,29926,Danny Lee,11
2016,0,29461,Jamie Lovemark,11
2016,0,32839,Hideki Matsuyama,11
2016,0,28237,Rory McIlroy,11
2016,0,1810,Phil Mickelson,11
2016,0,36699,Patrick Rodgers,11
2016,0,29485,Brett Stegmaier,11
2016,0,34264,Hudson Swafford,11
2016,0,2206,David Toms,11
2016,0,25632,Jimmy Walker,11
2016,0,32200,Roberto Castro,10
2016,0,27436,Graham DeLaet,10
2016,0,31416,Derek Fathauer,10
2016,0,24924,Bill Haas,10
2016,0,27644,Brian Harman,10
2016,0,46440,Smylie Kaufman,10
2016,0,27936,Martin Laird,10
2016,0,31202,William McGirt,10
2016,0,23800,Bryce Molder,10
2016,0,26331,Charl Schwartzel,10
2016,0,21528,Henrik Stenson,10
2016,0,25493,Nick Taylor,10
2016,0,25349,Tim Wilkinson,10
2016,0,29745,Tyler Aldridge,9
2016,0,22371,Aaron Baddeley,9
2016,0,24846,Ricky Barnes,9
2016,0,25364,Paul Casey,9
2016,0,20229,Stewart Cink,9
2016,0,23541,Ben Crane,9
2016,0,34262,Jon Curran,9
2016,0,23983,Luke Donald,9
2016,0,34099,Harris English,9
2016,0,37273,Derek Ernst,9
2016,0,21209,Sergio Garcia,9
2016,0,32618,Rhein Gibson,9
2016,0,20766,Padraig Harrington,9
2016,0,34098,Russell Henley,9
2016,0,23353,J.J. Henry,9
2016,0,12716,Charley Hoffman,9
2016,0,29420,Billy Horschel,9
2016,0,24511,Thongchai Jaidee,9
2016,0,26300,Matt Jones,9
2016,0,36689,Brooks Koepka,9
2016,0,31420,Anirban Lahiri,9
2016,0,27466,Spencer Levin,9
2016,0,34466,Peter Malnati,9
2016,0,33413,Ben Martin,9
2016,0,33968,Thorbjørn Olesen,9
2016,0,26329,Louis Oosthuizen,9
2016,0,22056,Cameron Percy,9
2016,0,24138,Ian Poulter,9
2016,0,10213,Dicky Pride,9
2016,0,23325,Vaughn Taylor,9
2016,0,23788,D.J. Trahan,9
2016,0,37189,Harold Varner III,9
2016,0,26289,Boo Weekley,9
2016,0,24461,Thomas Aiken,8
2016,0,33948,Byeong Hun An,8
2016,0,35545,Blayne Barber,8
2016,0,20848,Ángel Cabrera,8
2016,0,34021,Bud Cauley,8
2016,0,32366,Kevin Chappell,8
2016,0,28937,George Coetzee,8
2016,0,25720,Chad Collins,8
2016,0,23638,Brendon de Jonge,8
2016,0,25191,Gonzalo Fernandez-Castaño,8
2016,0,10809,Jim Furyk,8
2016,0,19846,Brian Gay,8
2016,0,22892,Jason Gore,8
2016,0,23063,Scott Hend,8
2016,0,27141,J.B. Holmes,8
2016,0,29222,Billy Hurley III,8
2016,0,32757,Patton Kizzire,8
2016,0,34261,Scott Langley,8
2016,0,35296,Haotong Li,8
2016,0,27129,Luke List,8
2016,0,27120,Troy Matteson,8
2016,0,25572,Graeme McDowell,8
2016,0,27933,John Merrick,8
2016,0,28475,Jeff Overton,8
2016,0,20691,Greg Owen,8
2016,0,23320,Ryan Palmer,8
2016,0,25818,Scott Piercy,8
2016,0,32876,Martin Piller,8
2016,0,28486,Michael Putnam,8
2016,0,22913,John Rollins,8
2016,0,22405,Justin Rose,8
2016,0,29223,Sam Saunders,8
2016,0,35891,Cameron Smith,8
2016,0,27649,Brandt Snedeker,8
2016,0,30692,Scott Stallings,8
2016,0,30110,Kyle Stanley,8
2016,0,25834,Daniel Summerhays,8
2016,0,32150,Michael Thompson,8
2016,0,28132,Tyrone Van Aswegen,8
2016,0,27064,Jhonattan Vegas,8
2016,0,25804,Bubba Watson,8
2016,0,26499,Rafa Cabrera Bello,7
2016,0,32070,Rafael Campos,7
2016,0,47959,Bryson DeChambeau,7
2016,0,29720,Andres Gonzales,7
2016,0,34563,Chesson Hadley,7
2016,0,26758,David Hearn,7
2016,0,30852,Ryo Ishikawa,7
2016,0,27747,Hiroshi Iwata,7
2016,0,24024,Zach Johnson,7
2016,0,30926,Chris Kirk,7
2016,0,30711,Colt Knost,7
2016,0,35879,Kelly Kraft,7
2016,0,33410,Andrew Landry,7
2016,0,28092,D.H. Lee,7
2016,0,24781,Hunter Mahan,7
2016,0,25198,Francesco Molinari,7
2016,0,30163,Henrik Norlander,7
2016,0,24361,Pat Perez,7
2016,0,26476,Chez Reavie,7
2016,0,25562,Andres Romero,7
2016,0,46501,Ollie Schniederjans,7
2016,0,29518,Brendan Steele,7
2016,0,34431,Robert Streb,7
2016,0,27214,Kevin Streelman,7
2016,0,6527,Steve Stricker,7
2016,0,25892,Steve Wheatcroft,7
2016,0,32139,Danny Willett,7
2016,0,10885,Robert Allenby,6
2016,0,20098,Stuart Appleby,6
2016,0,27895,Jonas Blixt,6
2016,0,25274,Steven Bowditch,6
2016,0,24925,Jonathan Byrd,6
2016,0,28093,Miguel Angel Carballo,6
2016,0,28500,Martin Flores,6
2016,0,20157,Retief Goosen,6
2016,0,32448,James Hahn,6
2016,0,34363,Tyrrell Hatton,6
2016,0,33461,Morgan Hoffmann,6
2016,0,35532,Tom Hoge,6
2016,0,27408,Martin Kaymer,6
2016,0,39975,Michael Kim,6
2016,0,37454,Whee Kim,6
2016,0,10860,Justin Leonard,6
2016,0,34409,David Lingmerth,6
2016,0,35300,Andrew Loupe,6
2016,0,33204,Shane Lowry,6
2016,0,24912,Will MacKenzie,6
2016,0,24490,George McNeill,6
2016,0,32640,Troy Merritt,6
2016,0,27942,Rob Oppenheim,6
2016,0,30946,Alex Prugh,6
2016,0,35732,Wes Roach,6
2016,0,39251,Ryan Ruffels,6
2016,0,6567,Vijay Singh,6
2016,0,27963,Chris Stroud,6
2016,0,45526,Abraham Ancer,5
2016,0,10505,Shane Bertsch,5
2016,0,48084,Wesley Bryan,5
2016,0,20593,Greg Chalmers,5
2016,0,25203,SSP Chawrasia,5
2016,0,23699,Danny Chia,5
2016,0,20623,Gavin Coles,5
2016,0,40098,Matt Fitzpatrick,5
2016,0,30911,Tommy Fleetwood,5
2016,0,30736,Oscar Fraustro,5
2016,0,8725,Tom Gillis,5
2016,0,32152,Adam Hart,5
2016,0,25444,Justin Hicks,5
2016,0,21731,Freddie Jacobson,5
2016,0,32888,Lucas Lee,5
2016,0,35139,Richard Lee,5
2016,0,1706,Davis Love III,5
2016,0,28158,Steve Marino,5
2016,0,33667,Carlos Ortiz,5
2016,0,20572,Rod Pampling,5
2016,0,25345,Carl Pettersson,5
2016,0,35451,Scott Pinckney,5
2016,0,46441,Robby Shelton,5
2016,0,46037,Hunter Stewart,5
2016,0,40115,Adam Svensson,5
2016,0,26668,Marc Turnesa,5
2016,0,27095,Nick Watney,5
2016,0,29454,Bernd Wiesberger,5
2016,0,34265,Will Wilcox,5
2016,0,21878,Mark Wilson,5
2016,0,22000,Chris Wood,5
2016,0,46507,Bobby Wyatt,5
2016,0,30978,Kiradech Aphibarnrat,4
2016,0,19803,Ryan Armour,4
2016,0,12652,Cameron Beckman,4
2016,0,26525,Grégory Bourdy,4
2016,0,45702,Rodolfo Cazaubòn,4
2016,0,23135,Tim Clark,4
2016,0,24494,Erik Compton,4
2016,0,22621,Ben Curtis,4
2016,0,49633,Charlie Danielson,4
2016,0,21753,Brian Davis,4
2016,0,23409,James Driscoll,4
2016,0,50527,Jared du Toit,4
2016,0,20104,Ken Duke,4
2016,0,6522,Ernie Els,4
2016,0,27896,Ross Fisher,4
2016,0,24083,Marcus Fraser,4
2016,0,19958,Miguel Angel Jiménez,4
2016,0,34643,Michael Johnson,4
2016,0,34242,Andrew Johnston,4
2016,0,28258,K.T. Kim,4
2016,0,22986,Søren Kjeldsen,4
2016,0,26881,Jarrod Lyle,4
2016,0,33941,Nick Mason,4
2016,0,23821,Yusaku Miyazato,4
2016,0,29256,James Morrison,4
2016,0,46601,Trey Mullinax,4
2016,0,22046,Geoff Ogilvy,4
2016,0,36824,Paul Peterson,4
2016,0,33293,Thomas Pieters,4
2016,0,25240,D.A. Points,4
2016,0,21959,Ted Purdy,4
2016,0,23621,Rory Sabbatini,4
2016,0,22295,Darron Stiles,4
2016,0,31560,Brian Stuard,4
2016,0,35314,Andy Sullivan,4
2016,0,30927,Brendon Todd,4
2016,0,28114,Dawie van der Walt,4
2016,0,20396,Lee Westwood,4
2016,0,49964,Aaron Wise,4
2016,0,33870,Ashun Wu,4
2016,0,29910,Blake Adams,3
2016,0,47125,Matt Atkins,3
2016,0,27958,Ryan Blaum,3
2016,0,1116,Michael Bradley,3
2016,0,46567,Paul Dunne,3
2016,0,28307,Matt Every,3
2016,0,36735,Jorge Fernández Valdés,3
2016,0,7457,Steve Flesch,3
2016,0,1381,Fred Funk,3
2016,0,30750,Tommy Gainey,3
2016,0,12782,Tim Herron,3
2016,0,20608,David Howell,3
2016,0,22378,Trevor Immelman,3
2016,0,10733,Kent Jones,3
2016,0,29378,Daisuke Kataoka,3
2016,0,32816,Satoshi Kodaira,3
2016,0,11032,Frank Lickliter II,3
2016,0,28300,Joost Luiten,3
2016,0,1766,Billy Mayfair,3
2016,0,47994,Lee McCoy,3
2016,0,46442,Maverick McNealy,3
2016,0,6515,Shaun Micheel,3
2016,0,35541,John Peterson,3
2016,0,47568,Curtis Reed,3
2016,0,48081,Xander Schauffele,3
2016,0,21498,Hideto Tanihara,3
2016,0,48119,Ben Taylor,3
2016,0,39075,Armando Villarreal,3
2016,0,31587,Max Alverio,2
2016,0,33120,Mark Anderson,2
2016,0,21407,Arjun Atwal,2
2016,0,23048,Eric Axley,2
2016,0,32334,Charlie Beljan,2
2016,0,33974,Dean Burmester,2
2016,0,20850,Daniel Chopra,2
2016,0,33780,Nick Cullen,2
2016,0,8931,Glen Day,2
2016,0,36983,Matt Dobyns,2
2016,0,28751,Andrew Dodt,2
2016,0,25369,Jamie Donaldson,2
2016,0,37338,Zecheng Dou,2
2016,0,22983,Bradley Dredge,2
2016,0,39201,Nacho Elvira,2
2016,0,46523,Joey Garber,2
2016,0,50666,Matt Gilchrest,2
2016,0,46550,Brandon Hagy,2
2016,0,20433,Mark Hensby,2
2016,0,35973,Nathan Holman,2
2016,0,26908,Yuta Ikeda,2
2016,0,19970,Robert Karlsson,2
2016,0,1666,Bernhard Langer,2
2016,0,31109,Richard Lee,2
2016,0,27619,Ben Leong,2
2016,0,47643,Lance Lopez,2
2016,0,22080,Prayad Marksaeng,2
2016,0,31115,Michio Matsumura,2
2016,0,8635,Colin Montgomerie,2
2016,0,27349,Alex Noren,2
2016,0,1948,Tim Petrovic,2
2016,0,48095,Garrett Rank,2
2016,0,39328,Conrad Shindler,2
2016,0,36521,Young-han Song,2
2016,0,35174,Matthew Southgate,2
2016,0,10381,Curtis Thompson,2
2016,0,8385,Omar Uresti,2
2016,0,23623,Bo Van Pelt,2
2016,0,12794,Tim Weinhart,2
2016,0,20160,Charlie Wi,2
2016,0,32254,Xinjun Zhang,2
2015,0,28089,Jason Day,22
2015,0,34360,Patrick Reed,21
2015,0,25198,Francesco Molinari,20
2015,0,23353,J.J. Henry,19
2015,0,28237,Rory McIlroy,19
2015,0,33448,Justin Thomas,19
2015,0,30946,Alex Prugh,18
2015,0,24924,Bill Haas,17
2015,0,33122,Russell Knox,17
2015,0,27649,Brandt Snedeker,17
2015,0,34046,Jordan Spieth,17
2015,0,21528,Henrik Stenson,17
2015,0,34265,Will Wilcox,17
2015,0,25720,Chad Collins,16
2015,0,35532,Tom Hoge,16
2015,0,30711,Colt Knost,16
2015,0,27936,Martin Laird,16
2015,0,27963,Chris Stroud,16
2015,0,25804,Bubba Watson,16
2015,0,29420,Billy Horschel,15
2015,0,26329,Louis Oosthuizen,15
2015,0,30110,Kyle Stanley,15
2015,0,34431,Robert Streb,15
2015,0,26951,Johnson Wagner,15
2015,0,40026,Daniel Berger,14
2015,0,10809,Jim Furyk,14
2015,0,24024,Zach Johnson,14
2015,0,36689,Brooks Koepka,14
2015,0,24361,Pat Perez,14
2015,0,23621,Rory Sabbatini,14
2015,0,29518,Brendan Steele,14
2015,0,40058,Zac Blair,13
2015,0,20848,Ángel Cabrera,13
2015,0,23638,Brendon de Jonge,13
2015,0,12716,Charley Hoffman,13
2015,0,8075,Jerry Kelly,13
2015,0,25345,Carl Pettersson,13
2015,0,22405,Justin Rose,13
2015,0,25834,Daniel Summerhays,13
2015,0,34264,Hudson Swafford,13
2015,0,28259,Sangmoon Bae,12
2015,0,46435,Austin Cook,12
2015,0,34099,Harris English,12
2015,0,39977,Max Homa,12
2015,0,29926,Danny Lee,12
2015,0,24781,Hunter Mahan,12
2015,0,32839,Hideki Matsuyama,12
2015,0,22046,Geoff Ogilvy,12
2015,0,23320,Ryan Palmer,12
2015,0,35541,John Peterson,12
2015,0,26476,Chez Reavie,12
2015,0,33418,Shawn Stefani,12
2015,0,23325,Vaughn Taylor,12
2015,0,22371,Aaron Baddeley,11
2015,0,24846,Ricky Barnes,11
2015,0,25274,Steven Bowditch,11
2015,0,32102,Rickie Fowler,11
2015,0,29974,Branden Grace,11
2015,0,26758,David Hearn,11
2015,0,34098,Russell Henley,11
2015,0,21961,Charles Howell III,11
2015,0,30944,Jason Kokrak,11
2015,0,26881,Jarrod Lyle,11
2015,0,33413,Ben Martin,11
2015,0,27933,John Merrick,11
2015,0,25818,Scott Piercy,11
2015,0,28486,Michael Putnam,11
2015,0,29476,Kyle Reifers,11
2015,0,29221,Webb Simpson,11
2015,0,2206,David Toms,11
2015,0,25632,Jimmy Walker,11
2015,0,20098,Stuart Appleby,10
2015,0,29479,Scott Brown,10
2015,0,25364,Paul Casey,10
2015,0,20472,Alex Cejka,10
2015,0,27436,Graham DeLaet,10
2015,0,28679,Fabián Gómez,10
2015,0,33399,Adam Hadwin,10
2015,0,32448,James Hahn,10
2015,0,33461,Morgan Hoffmann,10
2015,0,30925,Dustin Johnson,10
2015,0,29478,Kevin Kisner,10
2015,0,32640,Troy Merritt,10
2015,0,25396,Kevin Na,10
2015,0,24138,Ian Poulter,10
2015,0,35891,Cameron Smith,10
2015,0,6527,Steve Stricker,10
2015,0,31323,Gary Woodland,10
2015,0,12510,Chad Campbell,9
2015,0,20229,Stewart Cink,9
2015,0,21753,Brian Davis,9
2015,0,29725,Tony Finau,9
2015,0,22892,Jason Gore,9
2015,0,31646,Emiliano Grillo,9
2015,0,31557,Jim Herman,9
2015,0,30852,Ryo Ishikawa,9
2015,0,21731,Freddie Jacobson,9
2015,0,37454,Whee Kim,9
2015,0,26851,Marc Leishman,9
2015,0,27466,Spencer Levin,9
2015,0,24490,George McNeill,9
2015,0,23800,Bryce Molder,9
2015,0,28475,Jeff Overton,9
2015,0,36699,Patrick Rodgers,9
2015,0,25562,Andres Romero,9
2015,0,6567,Vijay Singh,9
2015,0,33486,Roger Sloan,9
2015,0,30927,Brendon Todd,9
2015,0,23788,D.J. Trahan,9
2015,0,23623,Bo Van Pelt,9
2015,0,26289,Boo Weekley,9
2015,0,21878,Mark Wilson,9
2015,0,29939,Fabrizio Zanotti,9
2015,0,24507,Jason Bohn,8
2015,0,24925,Jonathan Byrd,8
2015,0,32366,Kevin Chappell,8
2015,0,24494,Erik Compton,8
2015,0,29740,Brad Fritsch,8
2015,0,29720,Andres Gonzales,8
2015,0,20157,Retief Goosen,8
2015,0,35539,Luke Guthrie,8
2015,0,27644,Brian Harman,8
2015,0,26300,Matt Jones,8
2015,0,23108,Matt Kuchar,8
2015,0,34409,David Lingmerth,8
2015,0,35300,Andrew Loupe,8
2015,0,1706,Davis Love III,8
2015,0,33204,Shane Lowry,8
2015,0,28300,Joost Luiten,8
2015,0,31202,William McGirt,8
2015,0,26596,Ryan Moore,8
2015,0,24140,Sean O'Hair,8
2015,0,33968,Thorbjørn Olesen,8
2015,0,34130,Sung Joon Park,8
2015,0,22056,Cameron Percy,8
2015,0,1945,Kenny Perry,8
2015,0,34358,Jonathan Randolph,8
2015,0,24502,Adam Scott,8
2015,0,20645,John Senden,8
2015,0,30692,Scott Stallings,8
2015,0,27214,Kevin Streelman,8
2015,0,33449,Zack Sucher,8
2015,0,25493,Nick Taylor,8
2015,0,28780,Nicholas Thompson,8
2015,0,28132,Tyrone Van Aswegen,8
2015,0,27064,Jhonattan Vegas,8
2015,0,20771,Steven Alker,7
2015,0,35545,Blayne Barber,7
2015,0,32200,Roberto Castro,7
2015,0,28937,George Coetzee,7
2015,0,34262,Jon Curran,7
2015,0,25686,Jason Dufner,7
2015,0,6522,Ernie Els,7
2015,0,37273,Derek Ernst,7
2015,0,21209,Sergio Garcia,7
2015,0,25900,Lucas Glover,7
2015,0,34563,Chesson Hadley,7
2015,0,34174,John Huh,7
2015,0,22806,Doug LaBelle II,7
2015,0,34261,Scott Langley,7
2015,0,34579,Alexander Levy,7
2015,0,20691,Greg Owen,7
2015,0,35451,Scott Pinckney,7
2015,0,34256,Andrew Putnam,7
2015,0,46970,Jon Rahm,7
2015,0,29223,Sam Saunders,7
2015,0,46501,Ollie Schniederjans,7
2015,0,26331,Charl Schwartzel,7
2015,0,31560,Brian Stuard,7
2015,0,33419,Cameron Tringale,7
2015,0,27770,Camilo Villegas,7
2015,0,20160,Charlie Wi,7
2015,0,29454,Bernd Wiesberger,7
2015,0,27796,Joe Affrunti,6
2015,0,24461,Thomas Aiken,6
2015,0,19803,Ryan Armour,6
2015,0,27895,Jonas Blixt,6
2015,0,33141,Keegan Bradley,6
2015,0,20593,Greg Chalmers,6
2015,0,24357,K.J. Choi,6
2015,0,23135,Tim Clark,6
2015,0,23541,Ben Crane,6
2015,0,23983,Luke Donald,6
2015,0,31416,Derek Fathauer,6
2015,0,25191,Gonzalo Fernandez-Castaño,6
2015,0,28500,Martin Flores,6
2015,0,29535,Brice Garnett,6
2015,0,24980,Scott Gutschewski,6
2015,0,25444,Justin Hicks,6
2015,0,36801,Mark Hubbard,6
2015,0,29222,Billy Hurley III,6
2015,0,22378,Trevor Immelman,6
2015,0,30926,Chris Kirk,6
2015,0,23548,Bill Lunde,6
2015,0,1810,Phil Mickelson,6
2015,0,34087,Carlos Sainz Jr,6
2015,0,22293,Heath Slocum,6
2015,0,29425,Andrew Svoboda,6
2015,0,27330,Josh Teater,6
2015,0,32150,Michael Thompson,6
2015,0,2239,Scott Verplank,6
2015,0,27095,Nick Watney,6
2015,0,20396,Lee Westwood,6
2015,0,25892,Steve Wheatcroft,6
2015,0,32139,Danny Willett,6
2015,0,24663,Y.E. Yang,6
2015,0,10885,Robert Allenby,5
2015,0,33120,Mark Anderson,5
2015,0,23048,Eric Axley,5
2015,0,32334,Charlie Beljan,5
2015,0,22621,Ben Curtis,5
2015,0,25369,Jamie Donaldson,5
2015,0,20104,Ken Duke,5
2015,0,30736,Oscar Fraustro,5
2015,0,24358,Robert Garrigus,5
2015,0,8725,Tom Gillis,5
2015,0,46550,Brandon Hagy,5
2015,0,6575,Dudley Hart,5
2015,0,20433,Mark Hensby,5
2015,0,27141,J.B. Holmes,5
2015,0,34296,Wes Homan,5
2015,0,1577,Lee Janzen,5
2015,0,27408,Martin Kaymer,5
2015,0,28308,Troy Kelly,5
2015,0,28092,D.H. Lee,5
2015,0,10860,Justin Leonard,5
2015,0,24912,Will MacKenzie,5
2015,0,1766,Billy Mayfair,5
2015,0,25572,Graeme McDowell,5
2015,0,29256,James Morrison,5
2015,0,46048,Jordan Niebrugge,5
2015,0,29289,S.Y. Noh,5
2015,0,33667,Carlos Ortiz,5
2015,0,31559,Garrett Osborn,5
2015,0,32876,Martin Piller,5
2015,0,25240,D.A. Points,5
2015,0,26435,Angelo Que,5
2015,0,28023,Byron Smith,5
2015,0,35314,Andy Sullivan,5
2015,0,25349,Tim Wilkinson,5
2015,0,20436,Garrett Willis,5
2015,0,31289,Benjamín Alvarado,4
2015,0,33948,Byeong Hun An,4
2015,0,30978,Kiradech Aphibarnrat,4
2015,0,46504,Ashley Chesters,4
2015,0,1249,John Daly,4
2015,0,8931,Glen Day,4
2015,0,28307,Matt Every,4
2015,0,27896,Ross Fisher,4
2015,0,1381,Fred Funk,4
2015,0,30750,Tommy Gainey,4
2015,0,20376,Stephen Gallacher,4
2015,0,39954,Cody Gribble,4
2015,0,20766,Padraig Harrington,4
2015,0,12195,Tom Johnson,4
2015,0,7547,Craig Kanada,4
2015,0,25234,Jason Knutzon,4
2015,0,31420,Anirban Lahiri,4
2015,0,27120,Troy Matteson,4
2015,0,24039,Prom Meesawat,4
2015,0,1887,Mark O'Meara,4
2015,0,20572,Rod Pampling,4
2015,0,31193,Jim Renner,4
2015,0,35732,Wes Roach,4
2015,0,22913,John Rollins,4
2015,0,46441,Robby Shelton,4
2015,0,2106,Chris Smith,4
2015,0,33110,Michael Smith,4
2015,0,26679,Kevin Stadler,4
2015,0,29484,Peter Uihlein,4
2015,0,22540,Anthony Wall,4
2015,0,25841,Marc Warren,4
2015,0,36836,Cory Whitsett,4
2015,0,8793,Tiger Woods,4
2015,0,29910,Blake Adams,3
2015,0,21407,Arjun Atwal,3
2015,0,7867,Woody Austin,3
2015,0,12652,Cameron Beckman,3
2015,0,20070,Matt Bettencourt,3
2015,0,10944,Thomas Bjørn,3
2015,0,22764,Michael Block,3
2015,0,1116,Michael Bradley,3
2015,0,35260,Kelvin Day,3
2015,0,23409,James Driscoll,3
2015,0,28339,Victor Dubuisson,3
2015,0,46567,Paul Dunne,3
2015,0,9011,David Duval,3
2015,0,7457,Steve Flesch,3
2015,0,24083,Marcus Fraser,3
2015,0,21805,Harrison Frazar,3
2015,0,34363,Tyrrell Hatton,3
2015,0,24956,Mikko Ilonen,3
2015,0,27747,Hiroshi Iwata,3
2015,0,24511,Thongchai Jaidee,3
2015,0,46440,Smylie Kaufman,3
2015,0,37092,Hyung-Sung Kim,3
2015,0,32757,Patton Kizzire,3
2015,0,22986,Søren Kjeldsen,3
2015,0,37250,Romain Langasque,3
2015,0,29670,Pablo Larrazabal,3
2015,0,24748,WC Liang,3
2015,0,47994,Lee McCoy,3
2015,0,46442,Maverick McNealy,3
2015,0,6515,Shaun Micheel,3
2015,0,39537,Chris Naegel,3
2015,0,34709,Eddie Pepperell,3
2015,0,1948,Tim Petrovic,3
2015,0,33592,Andy Pope,3
2015,0,10213,Dicky Pride,3
2015,0,27072,Alvaro Quiros,3
2015,0,29531,Richie Ramsay,3
2015,0,30237,Cory Renfrew,3
2015,0,25457,Alexandre Rocha,3
2015,0,23797,Brett Rumford,3
2015,0,23481,Marcel Siem,3
2015,0,24459,Richard Sterne,3
2015,0,32333,Kevin Tway,3
2015,0,24457,Jaco Van Zyl,3
2015,0,34126,Scott Vincent,3
2015,0,2246,Duffy Waldorf,3
2015,0,10423,Mike Weir,3
2015,0,36685,Cameron Wilson,3
2015,0,33870,Ashun Wu,3
2015,0,46932,Gunn Yang,3
2015,0,23783,Felipe Aguilar,2
2015,0,23540,Jason Allred,2
2015,0,6004,Stephen Ames,2
2015,0,1132,Mark Brooks,2
2015,0,27318,Ted Brown,2
2015,0,26499,Rafa Cabrera Bello,2
2015,0,46443,Brian Campbell,2
2015,0,35450,Patrick Cantlay,2
2015,0,23699,Danny Chia,2
2015,0,19825,Darren Clarke,2
2015,0,47906,Austin Connelly,2
2015,0,39997,Corey Conners,2
2015,0,1226,Fred Couples,2
2015,0,30911,Tommy Fleetwood,2
2015,0,29936,Ryan Fox,2
2015,0,24399,Scott Gardiner,2
2015,0,6643,Paul Goydos,2
2015,0,45534,Jimmy Gunn,2
2015,0,48135,Blair Hamilton,2
2015,0,12782,Tim Herron,2
2015,0,6573,Brandt Jobe,2
2015,0,10733,Kent Jones,2
2015,0,27899,Rikard Karlberg,2
2015,0,32815,Masahiro Kawamura,2
2015,0,26434,Antonio Lascuna,2
2015,0,19904,Paul Lawrie,2
2015,0,1677,Tom Lehman,2
2015,0,31997,Steve Lewton,2
2015,0,36326,David Lipsky,2
2015,0,29461,Jamie Lovemark,2
2015,0,1707,Steve Lowery,2
2015,0,27060,John Mallinger,2
2015,0,34466,Peter Malnati,2
2015,0,10585,Scott McCarron,2
2015,0,24449,Parker McLachlin,2
2015,0,27119,Koumei Oda,2
2015,0,29908,C.T. Pan,2
2015,0,47127,David Pastore,2
2015,0,20127,Chris Riley,2
2015,0,34259,Mark Silvers,2
2015,0,39324,J.J. Spaun,2
2015,0,47234,Kyle Suppa,2
2015,0,40115,Adam Svensson,2
2015,0,36471,Guan Tian Liang,2
2015,0,8385,Omar Uresti,2
2015,0,28114,Dawie van der Walt,2
2015,0,2256,Tom Watson,2
2015,0,27506,Oliver Wilson,2
2015,0,46507,Bobby Wyatt,2
2014,0,34099,Harris English,26
2014,0,24361,Pat Perez,26
2014,0,25396,Kevin Na,21
2014,0,24024,Zach Johnson,20
2014,0,29420,Billy Horschel,19
2014,0,33122,Russell Knox,17
2014,0,28307,Matt Every,16
2014,0,24924,Bill Haas,16
2014,0,10809,Jim Furyk,15
2014,0,24912,Will MacKenzie,15
2014,0,32839,Hideki Matsuyama,15
2014,0,24507,Jason Bohn,14
2014,0,33141,Keegan Bradley,14
2014,0,26758,David Hearn,14
2014,0,25444,Justin Hicks,14
2014,0,21961,Charles Howell III,14
2014,0,28486,Michael Putnam,14
2014,0,34360,Patrick Reed,14
2014,0,30927,Brendon Todd,14
2014,0,28259,Sangmoon Bae,13
2014,0,30925,Dustin Johnson,13
2014,0,10860,Justin Leonard,13
2014,0,26596,Ryan Moore,13
2014,0,22293,Heath Slocum,13
2014,0,2206,David Toms,13
2014,0,31323,Gary Woodland,13
2014,0,28089,Jason Day,12
2014,0,25686,Jason Dufner,12
2014,0,34261,Scott Langley,12
2014,0,28237,Rory McIlroy,12
2014,0,28475,Jeff Overton,12
2014,0,22405,Justin Rose,12
2014,0,27963,Chris Stroud,12
2014,0,21209,Sergio Garcia,11
2014,0,24358,Robert Garrigus,11
2014,0,20157,Retief Goosen,11
2014,0,27141,J.B. Holmes,11
2014,0,30944,Jason Kokrak,11
2014,0,24490,George McNeill,11
2014,0,25632,Jimmy Walker,11
2014,0,24846,Ricky Barnes,10
2014,0,27436,Graham DeLaet,10
2014,0,23353,J.J. Henry,10
2014,0,30852,Ryo Ishikawa,10
2014,0,30926,Chris Kirk,10
2014,0,29478,Kevin Kisner,10
2014,0,23108,Matt Kuchar,10
2014,0,27936,Martin Laird,10
2014,0,26851,Marc Leishman,10
2014,0,25572,Graeme McDowell,10
2014,0,29221,Webb Simpson,10
2014,0,27649,Brandt Snedeker,10
2014,0,34046,Jordan Spieth,10
2014,0,30692,Scott Stallings,10
2014,0,29518,Brendan Steele,10
2014,0,20160,Charlie Wi,10
2014,0,10885,Robert Allenby,9
2014,0,12652,Cameron Beckman,9
2014,0,29479,Scott Brown,9
2014,0,34021,Bud Cauley,9
2014,0,23409,James Driscoll,9
2014,0,6522,Ernie Els,9
2014,0,19846,Brian Gay,9
