YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,0,48084,Wesley Bryan,65.0,195,3
2024,0,54576,Patrick Fishburn,66.88,535,8
2024,0,39971,Sungjae Im,67.14,470,7
2024,0,51766,Wyndham Clark,67.38,539,8
2024,0,51349,Nico Echavarria,67.38,539,8
2024,0,55454,Carl Yuan,67.5,270,4
2024,0,59866,Nick Dunlap,67.67,406,6
2024,0,36326,David Lipsky,67.75,542,8
2024,0,48081,Xander Schauffele,67.75,271,4
2024,0,39324,J.J. Spaun,68.0,476,7
2024,0,28237,Rory McIlroy,68.2,341,5
2024,0,24502,Adam Scott,68.2,682,10
2024,0,54591,Ben Griffin,68.25,1092,16
2024,0,48117,Kurt Kitayama,68.27,751,11
2024,0,34098,Russell Henley,68.29,478,7
2024,0,39546,Keith Mitchell,68.3,683,10
2024,0,51977,Max Greyserman,68.33,410,6
2024,0,60067,Joe Highsmith,68.33,410,6
2024,0,36799,Stephan Jaeger,68.33,205,3
2024,0,57900,Chandler Phillips,68.33,615,9
2024,0,39327,Ben Silverman,68.36,957,14
2024,0,32757,Patton Kizzire,68.4,342,5
2024,0,32333,Kevin Tway,68.4,342,5
2024,0,40026,Daniel Berger,68.44,616,9
2024,0,54628,Lee Hodges,68.44,616,9
2024,0,34255,Joseph Bramlett,68.5,548,8
2024,0,55708,Hayden Buckley,68.5,411,6
2024,0,57975,Harry Hall,68.5,959,14
2024,0,34587,Chan Kim,68.5,685,10
2024,0,27349,Alex Noren,68.5,548,8
2024,0,30163,Henrik Norlander,68.5,548,8
2024,0,59143,Mac Meissner,68.54,891,13
2024,0,60004,Jacob Bridgeman,68.55,754,11
2024,0,28089,Jason Day,68.55,754,11
2024,0,29420,Billy Horschel,68.55,754,11
2024,0,59442,Parker Coody,68.6,343,5
2024,0,39975,Michael Kim,68.63,549,8
2024,0,34021,Bud Cauley,68.67,412,6
2024,0,46441,Robby Shelton,68.71,481,7
2024,0,51287,Ryo Hisatsune,68.73,756,11
2024,0,48119,Ben Taylor,68.75,275,4
2024,0,27064,Jhonattan Vegas,68.75,550,8
2024,0,47504,Sam Burns,68.8,344,5
2024,0,46340,Alex Smalley,68.83,413,6
2024,0,52514,Trace Crowe,68.88,551,8
2024,0,51890,Greyson Sigg,68.88,551,8
2024,0,22405,Justin Rose,68.89,620,9
2024,0,47679,Victor Perez,68.91,758,11
2024,0,52372,Cameron Champ,69.0,276,4
2024,0,29535,Brice Garnett,69.0,414,6
2024,0,32791,K.H. Lee,69.0,483,7
2024,0,46442,Maverick McNealy,69.0,966,14
2024,0,48867,Matti Schmid,69.0,414,6
2024,0,48887,Matt Wallace,69.0,621,9
2024,0,52374,Brandon Wu,69.0,759,11
2024,0,30926,Chris Kirk,69.11,622,9
