YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2024,0,34587,Chan Kim,-0.857
2024,0,36326,David Lipsky,-0.842
2024,0,29535,Brice Garnett,-0.813
2024,0,37212,Paul Barjon,-0.8
2024,0,32366,Kevin Chappell,-0.8
2024,0,28089,Jason Day,-0.8
2024,0,54576,Patrick Fishburn,-0.786
2024,0,27214,Kevin Streelman,-0.786
2024,0,57900,Chandler Phillips,-0.783
2024,0,51696,Rico Hoey,-0.769
2024,0,59442,Parker Coody,-0.75
2024,0,59143,Mac Meissner,-0.733
2024,0,40026,Daniel Berger,-0.727
2024,0,60004,Jacob Bridgeman,-0.727
2024,0,47993,Denny McCarthy,-0.722
2024,0,40250,Taylor Pendrith,-0.722
2024,0,39971,Sungjae Im,-0.72
2024,0,50188,S.H. Kim,-0.72
2024,0,37378,Min Woo Lee,-0.714
2024,0,52666,Sami Valimaki,-0.714
2024,0,28237,Rory McIlroy,-0.7
2024,0,55789,Taylor Montgomery,-0.7
2024,0,35617,Martin Trainer,-0.7
2024,0,34046,Jordan Spieth,-0.688
2024,0,55893,Sam Stevens,-0.688
2024,0,50484,Hayden Springer,-0.682
2024,0,48117,Kurt Kitayama,-0.68
2024,0,58168,Davis Thompson,-0.677
2024,0,34099,Harris English,-0.676
2024,0,47663,Kevin Dougherty,-0.667
2024,0,56149,Wilson Furr,-0.667
2024,0,22405,Justin Rose,-0.667
2024,0,48867,Matti Schmid,-0.667
2024,0,48119,Ben Taylor,-0.667
2024,0,51894,Vince Whaley,-0.667
2024,0,45157,Cam Davis,-0.654
2024,0,40162,Justin Lower,-0.652
2024,0,32367,Jorge Campillo,-0.647
2024,0,35450,Patrick Cantlay,-0.647
2024,0,47983,Chad Ramey,-0.647
2024,0,32640,Troy Merritt,-0.643
2024,0,23320,Ryan Palmer,-0.643
2024,0,34255,Joseph Bramlett,-0.64
2024,0,35506,Mackenzie Hughes,-0.64
2024,0,51977,Max Greyserman,-0.625
2024,0,55182,Tom Kim,-0.625
2024,0,29221,Webb Simpson,-0.625
2024,0,55454,Carl Yuan,-0.625
2024,0,46414,Aaron Rai,-0.618
2024,0,50497,Adrien Dumont de Chassart,-0.615
2024,0,59095,Chris Gotterup,-0.615
2024,0,52453,Nicolai Højgaard,-0.615
2024,0,48887,Matt Wallace,-0.615
2024,0,27064,Jhonattan Vegas,-0.611
2024,0,33141,Keegan Bradley,-0.609
2024,0,39327,Ben Silverman,-0.609
2024,0,40098,Matt Fitzpatrick,-0.6
2024,0,47988,Nick Hardy,-0.6
2024,0,27330,Josh Teater,-0.6
2024,0,31323,Gary Woodland,-0.6
2024,0,35461,Beau Hossler,-0.593
2024,0,34098,Russell Henley,-0.583
2024,0,54421,Garrick Higgo,-0.583
2024,0,32839,Hideki Matsuyama,-0.583
2024,0,36871,Matt NeSmith,-0.583
2024,0,48319,Tom Whitney,-0.583
2024,0,45242,Kevin Yu,-0.583
2024,0,29725,Tony Finau,-0.581
2024,0,54591,Ben Griffin,-0.581
2024,0,29936,Ryan Fox,-0.579
2024,0,57975,Harry Hall,-0.579
2024,0,50525,Collin Morikawa,-0.579
2024,0,60067,Joe Highsmith,-0.571
2024,0,36884,Ben Kohles,-0.571
2024,0,39324,J.J. Spaun,-0.571
2024,0,37455,Si Woo Kim,-0.564
2024,0,56630,Akshay Bhatia,-0.556
2024,0,52372,Cameron Champ,-0.556
