YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
2022,94,0,24980,Scott Gutschewski,114.96,16094.81,140
2022,95,0,33667,Carlos Ortiz,114.92,17123.17,149
2022,96,0,32757,Patton Kizzire,114.9,26656.95,232
2022,97,0,40115,Adam Svensson,114.7,32459.18,283
2022,98,0,29420,Billy Horschel,114.68,11811.58,103
2022,98,0,35891,Cameron Smith,114.68,17086.87,149
2022,100,0,33204,Shane Lowry,114.66,11465.68,100
2022,100,0,22405,Justin Rose,114.66,12268.72,107
2022,102,0,34563,Chesson Hadley,114.62,24756.86,216
2022,103,0,51997,Andrew Novak,114.61,17993.04,157
2022,104,0,33141,Keegan Bradley,114.55,18901.0,165
2022,105,0,55708,Hayden Buckley,114.44,27923.85,244
2022,106,0,36799,Stephan Jaeger,114.38,23677.04,207
2022,107,0,36852,Jim Knous,114.33,14748.5,129
2022,108,0,48887,Matt Wallace,114.24,16565.21,145
2022,109,0,37275,Sam Ryder,114.18,31627.36,277
2022,110,0,34610,Matthias Schwab,114.16,21575.42,189
2022,111,0,24924,Bill Haas,114.1,22478.51,197
2022,112,0,35110,Brett Drewitt,114.08,16198.82,142
2022,113,0,34466,Peter Malnati,114.01,33291.9,292
2022,114,0,36884,Ben Kohles,114.0,16415.57,144
2022,115,0,27936,Martin Laird,113.95,16522.36,145
2022,116,0,37455,Si Woo Kim,113.92,26316.12,231
2022,116,0,50525,Collin Morikawa,113.92,12644.98,111
2022,118,0,30163,Henrik Norlander,113.85,18671.29,164
2022,119,0,35532,Tom Hoge,113.68,28193.54,248
2022,120,0,49298,Kramer Hickok,113.66,25573.43,225
2022,121,0,31646,Emiliano Grillo,113.65,26479.9,233
2022,122,0,32791,K.H. Lee,113.64,26251.12,231
2022,123,0,30978,Kiradech Aphibarnrat,113.63,9658.64,85
2022,124,0,52374,Brandon Wu,113.62,13407.26,118
2022,125,0,54628,Lee Hodges,113.5,35978.99,317
2022,126,0,36801,Mark Hubbard,113.41,22229.21,196
2022,127,0,49771,J.T. Poston,113.37,26074.69,230
2022,128,0,49960,Sepp Straka,113.36,23465.04,207
2022,129,0,50095,Austin Smotherman,113.33,22098.84,195
2022,130,0,33486,Roger Sloan,113.27,17103.22,151
2022,131,0,32448,James Hahn,113.23,22419.65,198
2022,132,0,32139,Danny Willett,113.22,12793.71,113
2022,133,0,31557,Jim Herman,113.01,15481.79,137
2022,134,0,54783,Dylan Wu,112.98,18755.31,166
2022,135,0,33399,Adam Hadwin,112.8,26283.53,233
2022,136,0,34256,Andrew Putnam,112.75,28975.53,257
2022,137,0,29221,Webb Simpson,112.74,15445.86,137
2022,138,0,35506,Mackenzie Hughes,112.7,24005.84,213
2022,139,0,31420,Anirban Lahiri,112.67,20618.86,183
2022,140,0,25818,Scott Piercy,112.63,20386.08,181
2022,141,0,25493,Nick Taylor,112.4,26750.48,238
2022,142,0,25198,Francesco Molinari,112.23,11447.43,102
2022,143,0,33490,Bo Hoag,112.21,11332.94,101
2022,144,0,23983,Luke Donald,112.2,15820.27,141
2022,145,0,30926,Chris Kirk,112.16,23665.78,211
2022,146,0,27770,Camilo Villegas,112.13,16819.12,150
2022,147,0,25900,Lucas Glover,112.11,27130.38,242
2022,148,0,52375,Doug Ghim,112.1,23877.23,213
2022,149,0,25686,Jason Dufner,112.08,14121.67,126
2022,150,0,40162,Justin Lower,112.04,18486.48,165
2022,151,0,24925,Jonathan Byrd,111.74,13631.91,122
2022,152,0,47128,Richy Werenski,111.73,17429.43,156
2022,153,0,27895,Jonas Blixt,111.72,15640.43,140
2022,154,0,34098,Russell Henley,111.6,19307.57,173
2022,155,0,39953,Chase Seiffert,111.48,13489.49,121
2022,156,0,47993,Denny McCarthy,111.37,24389.53,219
2022,156,0,27214,Kevin Streelman,111.37,31630.27,284
2022,158,0,27974,Sung Kang,111.3,24596.45,221
2022,159,0,51890,Greyson Sigg,111.25,28369.31,255
2022,160,0,33122,Russell Knox,111.21,27357.48,246
2022,161,0,36326,David Lipsky,111.11,27667.16,249
2022,162,0,45609,Tyler Duncan,111.04,24428.16,220
2022,163,0,29908,C.T. Pan,111.01,23200.57,209
2022,164,0,47983,Chad Ramey,111.0,19425.02,175
2022,165,0,49766,Hank Lebioda,110.98,26191.51,236
2022,166,0,39324,J.J. Spaun,110.97,25744.76,232
2022,167,0,27649,Brandt Snedeker,110.79,19055.72,172
2022,168,0,34076,Joel Dahmen,110.66,21799.17,197
2022,168,0,32640,Troy Merritt,110.66,24123.6,218
2022,170,0,35449,Adam Long,110.56,29078.37,263
2022,171,0,24138,Ian Poulter,110.53,12269.04,111
2022,172,0,28775,Nate Lashley,110.51,22875.65,207
2022,173,0,51950,Max McGreevy,110.49,20440.4,185
2022,174,0,29478,Kevin Kisner,110.42,18661.19,169
2022,175,0,29535,Brice Garnett,110.36,21188.23,192
2022,176,0,23621,Rory Sabbatini,110.23,19180.1,174
2022,177,0,22056,Cameron Percy,110.06,12216.74,111
2022,178,0,45522,Christiaan Bezuidenhout,109.99,17707.91,161
2022,179,0,45526,Abraham Ancer,109.98,12537.88,114
2022,180,0,35879,Kelly Kraft,109.62,22580.95,206
2022,181,0,34174,John Huh,109.53,24644.65,225
2022,182,0,27644,Brian Harman,109.23,25232.16,231
2022,183,0,46435,Austin Cook,109.17,22380.2,205
2022,184,0,32150,Michael Thompson,108.4,27100.79,250
2022,185,0,23108,Matt Kuchar,108.38,16799.19,155
2022,186,0,32816,Satoshi Kodaira,108.09,12862.63,119
2022,187,0,24024,Zach Johnson,107.7,19924.53,185
2022,188,0,39436,Joshua Creel,106.75,14624.76,137
2022,189,0,23325,Vaughn Taylor,106.53,13423.16,126
2022,190,0,26476,Chez Reavie,106.23,27726.39,261
2022,191,0,30927,Brendon Todd,105.86,24241.49,229
2022,192,0,19803,Ryan Armour,105.8,13437.2,127
2022,193,0,31560,Brian Stuard,104.8,25360.89,242
2021,1,0,47959,Bryson DeChambeau,132.25,21425.03,162
2021,2,0,52372,Cameron Champ,127.45,23577.75,185
2021,3,0,46550,Brandon Hagy,124.45,28126.81,226
2021,4,0,27129,Luke List,123.87,38400.74,310
2021,5,0,56762,Will Gordon,123.73,32046.36,259
2021,6,0,56278,Matthew Wolff,123.71,18308.94,148
2021,7,0,28420,Ryan Brehm,123.23,17498.9,142
2021,8,0,31323,Gary Woodland,123.17,19707.07,160
2021,9,0,28237,Rory McIlroy,122.87,26416.44,215
2021,10,0,27064,Jhonattan Vegas,122.79,33153.39,270
2021,11,0,35617,Martin Trainer,121.92,22434.09,184
2021,12,0,40042,Tyler McCumber,121.91,25114.4,206
2021,13,0,32333,Kevin Tway,121.89,24012.46,197
2021,14,0,47347,Adam Schenk,121.39,40179.36,331
2021,15,0,27554,Scott Harrington,120.86,28524.09,236
2021,15,0,39546,Keith Mitchell,120.86,29973.73,248
2021,17,0,35658,Kris Ventura,120.65,24492.5,203
2021,18,0,36689,Brooks Koepka,120.62,20867.5,173
2021,19,0,21209,Sergio Garcia,120.54,32667.36,271
2021,20,0,26331,Charl Schwartzel,120.43,34564.5,287
2021,21,0,24502,Adam Scott,120.04,19327.08,161
2021,22,0,30925,Dustin Johnson,119.91,23742.47,198
2021,23,0,45486,Joaquin Niemann,119.69,38180.99,319
2021,23,0,34264,Hudson Swafford,119.69,29563.04,247
2021,25,0,32662,Michael Gligic,119.51,32268.16,270
2021,26,0,47504,Sam Burns,119.43,35590.5,298
2021,27,0,51766,Wyndham Clark,119.37,5610.56,47
2021,28,0,36699,Patrick Rodgers,119.32,37227.24,312
2021,29,0,27095,Nick Watney,118.96,20461.51,172
2021,30,0,48081,Xander Schauffele,118.93,22596.0,190
2021,31,0,47483,Will Zalatoris,118.9,27822.79,234
2021,32,0,34255,Joseph Bramlett,118.81,27208.15,229
2021,33,0,29970,Dylan Frittelli,118.75,26837.68,226
2021,33,0,25804,Bubba Watson,118.75,20900.35,176
2021,35,0,46970,Jon Rahm,118.72,24693.7,208
2021,36,0,29725,Tony Finau,118.71,33002.43,278
2021,37,0,45157,Cam Davis,118.64,42355.45,357
2021,38,0,24361,Pat Perez,118.61,34752.91,293
2021,39,0,35310,Lanto Griffin,118.51,29983.35,253
2021,40,0,48822,Sebastián Muñoz,118.31,37739.85,319
2021,41,0,30944,Jason Kokrak,118.1,33541.68,284
2021,42,0,34213,Grayson Murray,118.09,15942.44,135
2021,43,0,33419,Cameron Tringale,118.06,33410.72,283
2021,44,0,21961,Charles Howell III,117.78,23320.47,198
2021,45,0,40006,Erik van Rooyen,117.63,29407.42,250
2021,46,0,1810,Phil Mickelson,117.58,20694.16,176
2021,47,0,27349,Alex Noren,117.52,33023.07,281
2021,48,0,32070,Rafael Campos,117.43,19492.79,166
2021,49,0,37275,Sam Ryder,117.39,29230.64,249
2021,50,0,39977,Max Homa,117.35,29337.77,250
2021,51,0,46402,Talor Gooch,117.28,37294.35,318
2021,52,0,28089,Jason Day,117.26,23920.39,204
2021,53,0,28252,Seamus Power,117.19,22970.0,196
2021,54,0,26300,Matt Jones,117.14,38655.61,330
2021,55,0,33448,Justin Thomas,117.01,27614.6,236
2021,56,0,12716,Charley Hoffman,116.96,32280.74,276
2021,57,0,46046,Scottie Scheffler,116.94,37419.45,320
2021,58,0,51894,Vince Whaley,116.72,26377.63,226
2021,59,0,27141,J.B. Holmes,116.68,21002.65,180
2021,60,0,46717,Viktor Hovland,116.64,33009.82,283
2021,61,0,20229,Stewart Cink,116.63,35106.52,301
2021,61,0,23320,Ryan Palmer,116.63,25075.18,215
2021,63,0,35104,Tom Lewis,116.61,34283.38,294
2021,64,0,33597,Harry Higgs,116.55,36364.03,312
2021,65,0,33667,Carlos Ortiz,116.36,38746.51,333
2021,66,0,46442,Maverick McNealy,116.27,35114.8,302
2021,67,0,29518,Brendan Steele,116.26,29181.34,251
2021,68,0,35450,Patrick Cantlay,116.22,32191.97,277
2021,68,0,25364,Paul Casey,116.22,27660.27,238
2021,70,0,36871,Matt NeSmith,116.2,29515.01,254
2021,71,0,49964,Aaron Wise,115.98,32591.22,281
2021,72,0,30911,Tommy Fleetwood,115.97,16584.11,143
2021,73,0,30692,Scott Stallings,115.95,27363.24,236
2021,74,0,32254,Xinjun Zhang,115.87,21900.16,189
2021,75,0,48119,Ben Taylor,115.85,15523.5,134
2021,76,0,40026,Daniel Berger,115.78,30102.73,260
2021,77,0,32839,Hideki Matsuyama,115.7,32279.99,279
2021,78,0,33413,Ben Martin,115.61,17225.62,149
2021,79,0,53165,Doc Redman,115.52,33500.45,290
2021,80,0,39997,Corey Conners,115.51,40543.82,351
2021,81,0,33204,Shane Lowry,115.4,26195.18,227
2021,82,0,34099,Harris English,115.37,28266.21,245
2021,83,0,34431,Robert Streb,115.36,34377.74,298
2021,84,0,35461,Beau Hossler,115.3,35628.31,309
2021,85,0,48045,Michael Gellerman,115.28,15331.65,133
2021,86,0,29926,Danny Lee,115.25,23049.56,200
2021,86,0,34360,Patrick Reed,115.25,27198.19,236
2021,88,0,33948,Byeong Hun An,115.22,32838.7,285
2021,89,0,32102,Rickie Fowler,115.11,28661.6,249
2021,90,0,22405,Justin Rose,115.04,16450.46,143
2021,91,0,39971,Sungjae Im,115.01,52099.27,453
2021,92,0,34363,Tyrrell Hatton,114.93,19078.37,166
2021,93,0,29974,Branden Grace,114.92,25856.31,225
2021,94,0,48887,Matt Wallace,114.89,12983.05,113
2021,95,0,31557,Jim Herman,114.8,26060.59,227
2021,95,0,30163,Henrik Norlander,114.8,35474.56,309
2021,95,0,33486,Roger Sloan,114.8,28239.68,246
2021,98,0,29479,Scott Brown,114.77,29839.39,260
2021,99,0,25632,Jimmy Walker,114.74,26274.5,229
2021,100,0,32757,Patton Kizzire,114.71,42212.65,368
2021,100,0,26851,Marc Leishman,114.71,23171.91,202
2021,102,0,34314,Sebastian Cappelen,114.69,17432.28,152
2021,103,0,34046,Jordan Spieth,114.59,33919.97,296
2021,104,0,31646,Emiliano Grillo,114.57,33109.36,289
2021,105,0,33141,Keegan Bradley,114.5,33089.53,289
2021,105,0,32618,Rhein Gibson,114.5,17862.41,156
2021,107,0,27936,Martin Laird,114.47,27817.36,243
2021,108,0,40098,Matt Fitzpatrick,114.37,23902.3,209
2021,109,0,34563,Chesson Hadley,114.31,25719.61,225
2021,110,0,50525,Collin Morikawa,114.07,25209.0,221
2021,111,0,24140,Sean O'Hair,114.04,20185.88,177
2021,112,0,49771,J.T. Poston,113.92,35314.96,310
2021,113,0,24781,Hunter Mahan,113.91,20504.63,180
2021,114,0,37455,Si Woo Kim,113.7,38543.91,339
2021,115,0,20396,Lee Westwood,113.69,21828.0,192
2021,116,0,29420,Billy Horschel,113.66,26937.23,237
2021,117,0,27556,Ted Potter Jr.,113.64,27272.46,240
2021,118,0,22371,Aaron Baddeley,113.63,15680.88,138
2021,119,0,24924,Bill Haas,113.59,16697.31,147
2021,120,0,35891,Cameron Smith,113.55,28500.46,251
2021,121,0,49960,Sepp Straka,113.53,33603.96,296
2021,122,0,32139,Danny Willett,113.46,10778.79,95
2021,123,0,37189,Harold Varner III,113.43,38566.15,340
2021,124,0,29268,Bronson Burgoon,113.42,27900.8,246
2021,125,0,32448,James Hahn,113.21,29095.31,257
2021,126,0,49298,Kramer Hickok,113.2,28865.09,255
2021,127,0,27770,Camilo Villegas,113.12,27374.53,242
2021,128,0,32791,K.H. Lee,113.01,43847.77,388
2021,129,0,34466,Peter Malnati,112.95,31852.31,282
2021,130,0,31420,Anirban Lahiri,112.9,27321.88,242
2021,131,0,25818,Scott Piercy,112.86,32955.83,292
2021,132,0,25686,Jason Dufner,112.83,38249.14,339
2021,133,0,33404,Chris Baker,112.77,17028.29,151
2021,133,0,39975,Michael Kim,112.77,23342.36,207
2021,135,0,27214,Kevin Streelman,112.74,36416.37,323
2021,136,0,46441,Robby Shelton,112.73,31790.21,282
2021,137,0,25900,Lucas Glover,112.41,33497.82,298
2021,138,0,25396,Kevin Na,112.4,33383.4,297
2021,139,0,49766,Hank Lebioda,112.39,26749.65,238
2021,140,0,35506,Mackenzie Hughes,112.35,30109.37,268
2021,140,0,23788,D.J. Trahan,112.35,21570.79,192
2021,142,0,26329,Louis Oosthuizen,112.25,23573.29,210
2021,143,0,25493,Nick Taylor,112.16,37798.25,337
2021,144,0,33490,Bo Hoag,112.14,35099.99,313
2021,145,0,47128,Richy Werenski,112.06,40454.43,361
2021,146,0,47993,Denny McCarthy,111.99,34829.61,311
2021,147,0,35532,Tom Hoge,111.95,38512.22,344
2021,147,0,32640,Troy Merritt,111.95,33136.16,296
2021,149,0,33399,Adam Hadwin,111.93,33468.37,299
2021,150,0,29478,Kevin Kisner,111.78,27610.85,247
2021,150,0,39953,Chase Seiffert,111.78,27609.2,247
2021,152,0,27974,Sung Kang,111.73,30503.57,273
2021,153,0,33122,Russell Knox,111.68,39534.37,354
2021,154,0,34256,Andrew Putnam,111.61,34599.18,310
2021,155,0,27649,Brandt Snedeker,111.52,34235.9,307
2021,156,0,35230,Nelson Ledesma,111.5,17394.58,156
2021,157,0,26499,Rafa Cabrera Bello,111.49,23969.83,215
2021,158,0,27330,Josh Teater,111.41,17157.47,154
2021,159,0,23623,Bo Van Pelt,111.37,21716.89,195
2021,160,0,34076,Joel Dahmen,111.34,29394.33,264
2021,160,0,52375,Doug Ghim,111.34,31843.19,286
2021,162,0,36801,Mark Hubbard,111.27,43505.23,391
2021,163,0,29908,C.T. Pan,111.25,31929.97,287
2021,164,0,35449,Adam Long,111.24,30812.97,277
2021,165,0,30926,Chris Kirk,111.15,35678.38,321
2021,166,0,23983,Luke Donald,111.04,20431.76,184
2021,167,0,29221,Webb Simpson,110.93,20632.99,186
2021,168,0,34098,Russell Henley,110.91,33495.58,302
2021,169,0,22056,Cameron Percy,110.83,32250.15,291
2021,170,0,39324,J.J. Spaun,110.62,24005.39,217
2021,171,0,30110,Kyle Stanley,110.42,34230.55,310
2021,172,0,45526,Abraham Ancer,110.29,36395.24,330
2021,173,0,23621,Rory Sabbatini,110.2,29533.43,268
2021,174,0,28775,Nate Lashley,110.18,26884.07,244
2021,175,0,19846,Brian Gay,110.07,30268.29,275
2021,176,0,34174,John Huh,110.05,23111.18,210
2021,177,0,24138,Ian Poulter,110.04,24868.28,226
2021,178,0,45609,Tyler Duncan,109.85,33504.4,305
2021,179,0,24024,Zach Johnson,109.68,32793.81,299
2021,180,0,33120,Mark Anderson,109.67,17328.13,158
2021,181,0,29535,Brice Garnett,109.55,31551.33,288
2021,182,0,27942,Rob Oppenheim,109.39,28222.08,258
2021,183,0,46435,Austin Cook,109.27,30815.24,282
2021,184,0,27644,Brian Harman,109.24,38670.98,354
2021,185,0,32150,Michael Thompson,109.16,30347.17,278
2021,186,0,33410,Andrew Landry,108.96,28655.86,263
2021,187,0,28679,Fabián Gómez,108.75,15550.69,143
2021,188,0,32816,Satoshi Kodaira,108.72,28810.34,265
2021,189,0,23108,Matt Kuchar,108.59,19546.48,180
2021,190,0,23325,Vaughn Taylor,107.48,27944.15,260
2021,191,0,26476,Chez Reavie,106.66,32424.95,304
2021,192,0,19803,Ryan Armour,105.9,31874.59,301
2021,193,0,30927,Brendon Todd,105.21,26406.47,251
2021,194,0,31560,Brian Stuard,105.02,40537.9,386
2021,195,0,26758,David Hearn,104.56,23211.59,222
2021,196,0,24357,K.J. Choi,103.82,18479.27,178
2020,1,0,52372,Cameron Champ,127.0,25781.78,203
2020,2,0,56762,Will Gordon,125.79,8050.66,64
2020,3,0,46550,Brandon Hagy,125.31,15664.27,125
2020,4,0,47959,Bryson DeChambeau,125.0,23500.62,188
2020,5,0,28420,Ryan Brehm,124.31,13798.49,111
2020,6,0,27129,Luke List,123.68,23746.55,192
2020,7,0,29725,Tony Finau,122.05,26119.13,214
2020,8,0,25804,Bubba Watson,121.88,17794.66,146
2020,9,0,27064,Jhonattan Vegas,121.64,14231.48,117
2020,10,0,31323,Gary Woodland,121.59,18116.81,149
2020,11,0,34213,Grayson Murray,121.5,12635.97,104
2020,12,0,56278,Matthew Wolff,121.32,26811.72,221
2020,13,0,40042,Tyler McCumber,121.2,10786.77,89
2020,13,0,32333,Kevin Tway,121.2,14059.03,116
2020,15,0,27554,Scott Harrington,121.17,19992.27,165
2020,16,0,29484,Peter Uihlein,121.07,10169.89,84
2020,17,0,35658,Kris Ventura,120.89,10759.14,89
2020,18,0,32662,Michael Gligic,120.16,15741.07,131
2020,19,0,47347,Adam Schenk,120.09,22337.21,186
2020,20,0,36689,Brooks Koepka,120.03,15243.19,127
2020,21,0,51766,Wyndham Clark,119.93,18708.74,156
2020,22,0,36699,Patrick Rodgers,119.75,31133.78,260
2020,23,0,33419,Cameron Tringale,119.68,26209.72,219
2020,24,0,39546,Keith Mitchell,119.65,18664.63,156
2020,25,0,30925,Dustin Johnson,119.56,17695.42,148
2020,26,1,35310,Lanto Griffin,119.4,24118.81,202
2020,27,-1,21209,Sergio Garcia,119.39,12535.81,105
2020,28,0,35617,Martin Trainer,119.08,13932.86,117
2020,29,0,48822,Sebastián Muñoz,118.97,31170.52,262
2020,30,0,28237,Rory McIlroy,118.88,22469.15,189
2020,31,0,39977,Max Homa,118.68,24330.0,205
2020,32,0,47504,Sam Burns,118.67,22428.07,189
2020,33,0,45157,Cam Davis,118.35,16332.53,138
2020,34,3,46970,Jon Rahm,118.33,24731.39,209
2020,35,-1,46402,Talor Gooch,118.28,25548.57,216
2020,36,0,45486,Joaquin Niemann,118.27,23654.44,200
2020,37,-2,24502,Adam Scott,118.23,13478.15,114
2020,38,0,27095,Nick Watney,118.05,14520.1,123
2020,39,1,27349,Alex Noren,117.89,17801.2,151
2020,40,1,30944,Jason Kokrak,117.8,22382.58,190
2020,41,1,28252,Seamus Power,117.79,9894.44,84
2020,42,1,28089,Jason Day,117.58,16226.39,138
2020,43,1,48081,Xander Schauffele,117.54,26681.56,227
2020,44,1,37275,Sam Ryder,117.34,23233.55,198
2020,45,1,51894,Vince Whaley,117.3,10556.76,90
2020,46,1,34360,Patrick Reed,117.24,27785.73,237
2020,47,1,29518,Brendan Steele,117.11,20728.9,177
2020,48,1,1810,Phil Mickelson,117.09,14636.16,125
2020,49,2,21961,Charles Howell III,116.85,19982.15,171
2020,50,2,33597,Harry Higgs,116.6,30900.24,265
2020,51,4,46046,Scottie Scheffler,116.54,30533.57,262
2020,52,1,32618,Rhein Gibson,116.5,11999.71,103
2020,53,1,33667,Carlos Ortiz,116.42,24564.34,211
2020,54,2,32366,Kevin Chappell,116.37,15244.46,131
2020,55,2,25364,Paul Casey,116.35,18034.74,155
2020,56,2,24361,Pat Perez,116.3,15584.59,134
2020,57,2,33448,Justin Thomas,116.23,19526.94,168
2020,58,2,32254,Xinjun Zhang,116.22,25335.95,218
2020,59,2,34314,Sebastian Cappelen,116.15,14635.29,126
2020,60,2,30911,Tommy Fleetwood,116.12,13005.97,112
2020,61,2,20229,Stewart Cink,115.81,20498.78,177
2020,62,2,35450,Patrick Cantlay,115.79,16210.12,140
2020,63,3,40026,Daniel Berger,115.68,24640.16,213
2020,64,1,32839,Hideki Matsuyama,115.63,27751.11,240
2020,65,3,34099,Harris English,115.61,29480.7,255
2020,66,5,39971,Sungjae Im,115.51,35693.53,309
2020,67,2,39997,Corey Conners,115.43,23085.51,200
2020,68,2,22405,Justin Rose,115.37,14998.07,130
2020,69,3,46442,Maverick McNealy,115.23,24083.56,209
2020,70,4,26851,Marc Leishman,115.22,16360.77,142
2020,71,2,48887,Matt Wallace,115.2,16243.21,141
2020,72,6,35506,Mackenzie Hughes,115.14,28554.16,248
2020,73,2,48119,Ben Taylor,115.08,10126.62,88
2020,74,2,49964,Aaron Wise,115.05,12540.35,109
2020,75,2,26300,Matt Jones,115.02,23463.47,204
2020,76,3,35461,Beau Hossler,114.93,23446.19,204
2020,77,3,25632,Jimmy Walker,114.87,13669.88,119
2020,78,3,33204,Shane Lowry,114.76,14459.52,126
2020,79,3,53165,Doc Redman,114.74,28569.37,249
2020,80,5,34363,Tyrrell Hatton,114.68,16628.55,145
2020,81,2,27974,Sung Kang,114.58,21999.04,192
2020,82,2,23320,Ryan Palmer,114.54,24282.77,212
2020,83,2,33141,Keegan Bradley,114.4,20133.75,176
2020,83,2,29926,Danny Lee,114.4,23909.51,209
2020,85,3,30692,Scott Stallings,114.33,16806.98,147
2020,86,3,29974,Branden Grace,114.32,13032.98,114
2020,86,3,27936,Martin Laird,114.32,11089.31,97
2020,88,3,36871,Matt NeSmith,114.26,18738.97,164
2020,89,3,34255,Joseph Bramlett,114.12,10955.12,96
2020,90,3,34046,Jordan Spieth,114.05,17221.63,151
2020,91,3,32757,Patton Kizzire,114.04,16079.48,141
2020,92,3,48045,Michael Gellerman,113.84,10245.48,90
2020,93,3,31646,Emiliano Grillo,113.79,18433.28,162
2020,93,3,24924,Bill Haas,113.79,12744.4,112
2020,95,3,12716,Charley Hoffman,113.77,19908.97,175
2020,96,3,32102,Rickie Fowler,113.69,15802.65,139
2020,97,3,33948,Byeong Hun An,113.68,25464.95,224
2020,98,3,29420,Billy Horschel,113.67,26370.67,232
2020,99,4,50525,Collin Morikawa,113.56,27709.77,244
2020,100,4,33122,Russell Knox,113.55,20326.14,179
2020,101,4,49960,Sepp Straka,113.52,23158.37,204
2020,102,4,40009,Dominic Bozzelli,113.49,7376.79,65
2020,102,4,25900,Lucas Glover,113.49,18385.78,162
2020,104,4,37455,Si Woo Kim,113.47,26665.52,235
2020,105,4,29970,Dylan Frittelli,113.44,26317.5,232
2020,106,-4,25396,Kevin Na,113.41,25857.38,228
2020,107,3,35230,Nelson Ledesma,113.29,8836.25,78
2020,107,3,33486,Roger Sloan,113.29,13255.25,117
2020,109,3,46717,Viktor Hovland,113.14,27154.7,240
2020,110,3,34256,Andrew Putnam,113.09,11535.38,102
2020,111,3,49771,J.T. Poston,113.05,23854.49,211
2020,112,3,34431,Robert Streb,113.02,10058.62,89
2020,113,3,37189,Harold Varner III,113.01,22488.09,199
2020,114,3,30163,Henrik Norlander,112.99,19321.41,171
2020,115,3,31557,Jim Herman,112.98,19772.03,175
2020,116,4,34563,Chesson Hadley,112.86,15348.62,136
2020,116,4,47993,Denny McCarthy,112.86,23023.88,204
2020,118,4,27214,Kevin Streelman,112.85,25391.55,225
2020,119,4,32139,Danny Willett,112.84,11396.44,101
2020,120,5,32791,K.H. Lee,112.74,23449.62,208
2020,121,5,23788,D.J. Trahan,112.48,11023.16,98
2020,122,5,40098,Matt Fitzpatrick,112.43,17988.75,160
2020,122,5,33413,Ben Martin,112.43,7982.37,71
2020,124,5,26329,Louis Oosthuizen,112.41,15513.02,138
2020,125,5,36801,Mark Hubbard,112.4,32370.53,288
2020,126,5,49766,Hank Lebioda,112.32,15387.68,137
2020,127,8,35891,Cameron Smith,112.31,20327.28,181
2020,128,4,27556,Ted Potter Jr.,112.29,14260.3,127
2020,129,4,33404,Chris Baker,112.22,13915.41,124
2020,130,4,34466,Peter Malnati,112.21,18963.72,169
2020,131,5,33449,Zack Sucher,112.12,9081.74,81
2020,132,5,49298,Kramer Hickok,112.04,14005.03,125
2020,133,5,35532,Tom Hoge,111.97,24969.27,223
2020,134,5,29478,Kevin Kisner,111.96,23399.25,209
2020,135,5,33399,Adam Hadwin,111.91,22941.02,205
2020,136,5,39324,J.J. Spaun,111.81,17665.26,158
2020,137,5,34076,Joel Dahmen,111.79,24929.19,223
2020,137,5,28307,Matt Every,111.79,14756.39,132
2020,139,5,27330,Josh Teater,111.78,11177.96,100
2020,140,5,45526,Abraham Ancer,111.72,25249.37,226
2020,141,6,32448,James Hahn,111.69,11950.92,107
2020,142,6,47128,Richy Werenski,111.62,20091.75,180
2020,143,6,25818,Scott Piercy,111.58,17295.48,155
2020,144,6,29479,Scott Brown,111.57,19524.12,175
2020,145,6,29268,Bronson Burgoon,111.4,15930.35,143
2020,145,6,33490,Bo Hoag,111.4,18269.94,164
2020,145,6,32640,Troy Merritt,111.4,20608.84,185
2020,148,7,22371,Aaron Baddeley,111.37,17819.66,160
2020,149,7,31420,Anirban Lahiri,111.26,7454.62,67
2020,150,7,34021,Bud Cauley,111.25,22583.71,203
2020,151,7,39953,Chase Seiffert,111.21,12455.2,112
2020,152,7,52375,Doug Ghim,111.18,9672.93,87
2020,153,7,29221,Webb Simpson,111.12,20223.51,182
2020,154,7,35732,Wes Roach,111.05,7662.26,69
2020,155,7,46435,Austin Cook,110.78,20161.82,182
2020,156,7,46441,Robby Shelton,110.69,23799.26,215
2020,157,7,35449,Adam Long,110.52,28071.59,254
2020,158,7,27942,Rob Oppenheim,110.42,17887.27,162
2020,159,7,29535,Brice Garnett,110.4,16891.64,153
2020,160,7,25572,Graeme McDowell,110.39,12363.71,112
2020,161,8,23623,Bo Van Pelt,110.27,14335.47,130
2020,162,8,25493,Nick Taylor,110.18,18620.1,169
2020,163,8,33120,Mark Anderson,110.11,11341.75,103
2020,164,8,22056,Cameron Percy,109.99,11548.88,105
2020,165,8,26499,Rafa Cabrera Bello,109.94,17150.67,156
2020,166,8,24024,Zach Johnson,109.89,18790.88,171
2020,167,8,34098,Russell Henley,109.87,23730.99,216
2020,167,8,24138,Ian Poulter,109.87,16919.87,154
2020,169,8,32150,Michael Thompson,109.83,24602.99,224
2020,170,8,27644,Brian Harman,109.81,31076.44,283
2020,171,8,23621,Rory Sabbatini,109.75,20852.09,190
2020,172,8,27963,Chris Stroud,109.61,15674.71,143
2020,173,8,25686,Jason Dufner,109.54,21251.45,194
2020,174,8,28775,Nate Lashley,109.53,14567.87,133
2020,174,8,29908,C.T. Pan,109.53,15881.78,145
2020,176,8,45609,Tyler Duncan,109.42,26918.12,246
2020,177,8,19846,Brian Gay,109.21,22606.17,207
