YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
2020,1,0,37454,Whee Kim,8.0
2018,1,0,39975,Michael Kim,9.7
2018,2,0,29289,S.Y. Noh,9.2
2018,2,0,55573,John VanDerLaan,9.2
2018,4,0,31416,Derek Fathauer,9.0
2018,4,0,24155,Ryan Hogue,9.0
2018,4,0,29378,Daisuke Kataoka,9.0
2018,7,1,26418,Adam Bland,8.9
2018,7,1,51766,Wyndham Clark,8.9
2018,7,1,35879,Kelly Kraft,8.9
2018,7,-3,25396,Kevin Na,8.9
2018,11,0,29772,Michael Lorenzo-Vera,8.8
2018,11,0,48887,Matt Wallace,8.8
2018,13,1,39953,Chase Seiffert,8.7
2018,14,1,30750,Tommy Gainey,8.6
2018,14,1,25562,Andres Romero,8.6
2018,14,1,47574,Scott Strohmeyer,8.6
2018,14,1,33448,Justin Thomas,8.6
2018,14,1,52144,Braden Thornberry,8.6
2018,14,1,20160,Charlie Wi,8.6
2018,20,1,25240,D.A. Points,8.5
2018,20,1,25834,Daniel Summerhays,8.5
2018,20,1,50092,Zach Wright,8.5
2018,23,4,24846,Ricky Barnes,8.4
2018,23,4,48084,Wesley Bryan,8.4
2018,23,4,55413,Luis Gagne,8.4
2018,23,4,28679,Fabián Gómez,8.4
2018,23,4,46402,Talor Gooch,8.4
2018,23,4,31420,Anirban Lahiri,8.4
2018,23,4,1706,Davis Love III,8.4
2018,23,4,22056,Cameron Percy,8.4
2018,23,4,27770,Camilo Villegas,8.4
2018,32,6,23048,Eric Axley,8.3
2018,32,6,29479,Scott Brown,8.3
2018,32,6,29268,Bronson Burgoon,8.3
2018,32,6,12510,Chad Campbell,8.3
2018,32,6,34021,Bud Cauley,8.3
2018,32,6,34076,Joel Dahmen,8.3
2018,32,6,47959,Bryson DeChambeau,8.3
2018,32,6,46567,Paul Dunne,8.3
2018,32,-11,29725,Tony Finau,8.3
2018,32,6,32698,Bobby Gates,8.3
2018,32,6,33399,Adam Hadwin,8.3
2018,32,6,46550,Brandon Hagy,8.3
2018,32,6,35532,Tom Hoge,8.3
2018,32,-11,30925,Dustin Johnson,8.3
2018,32,6,36852,Jim Knous,8.3
2018,32,6,34409,David Lingmerth,8.3
2018,32,6,39537,Chris Naegel,8.3
2018,32,6,35947,John Oda,8.3
2018,32,-5,34360,Patrick Reed,8.3
2018,32,-21,22405,Justin Rose,8.3
2018,32,6,28114,Dawie van der Walt,8.3
2018,32,6,30261,Ryan Yip,8.3
2018,54,2,27895,Jonas Blixt,8.2
2018,54,2,40009,Dominic Bozzelli,8.2
2018,54,2,49403,Grady Brame,8.2
2018,54,2,20472,Alex Cejka,8.2
2018,54,2,20593,Greg Chalmers,8.2
2018,54,2,29535,Brice Garnett,8.2
2018,54,2,35421,Brandon Harkins,8.2
2018,54,2,37454,Whee Kim,8.2
2018,54,2,33122,Russell Knox,8.2
2018,54,2,28775,Nate Lashley,8.2
2018,54,2,29926,Danny Lee,8.2
2018,54,2,29461,Jamie Lovemark,8.2
2018,54,2,33204,Shane Lowry,8.2
2018,54,-27,28237,Rory McIlroy,8.2
2018,54,2,24449,Parker McLachlin,8.2
2018,54,2,32876,Martin Piller,8.2
2018,54,2,27556,Ted Potter Jr.,8.2
2018,54,2,29223,Sam Saunders,8.2
2018,54,2,34046,Jordan Spieth,8.2
2018,54,2,27963,Chris Stroud,8.2
2018,54,2,34264,Hudson Swafford,8.2
2018,54,2,39480,T.J. Vogel,8.2
2018,54,2,36685,Cameron Wilson,8.2
2018,77,3,26499,Rafa Cabrera Bello,8.1
2018,77,3,24357,K.J. Choi,8.1
2018,77,52,28089,Jason Day,8.1
2018,77,3,35376,Roberto Díaz,8.1
2018,77,3,23983,Luke Donald,8.1
2018,77,3,25686,Jason Dufner,8.1
2018,77,3,27141,J.B. Holmes,8.1
2018,77,3,47989,Sam Horsfield,8.1
2018,77,3,35461,Beau Hossler,8.1
2018,77,3,24024,Zach Johnson,8.1
2018,77,3,32640,Troy Merritt,8.1
2018,77,3,24140,Sean O'Hair,8.1
2018,77,3,22046,Geoff Ogilvy,8.1
2018,77,3,24361,Pat Perez,8.1
2018,77,3,34358,Jonathan Randolph,8.1
2018,77,-21,48081,Xander Schauffele,8.1
2018,77,21,29221,Webb Simpson,8.1
2018,77,-21,35891,Cameron Smith,8.1
2018,77,3,51600,Jimmy Stanger,8.1
2018,77,3,37249,Ryuko Tokimatsu,8.1
2018,77,3,25632,Jimmy Walker,8.1
2018,77,3,26497,Casey Wittenberg,8.1
2018,77,21,31323,Gary Woodland,8.1
2018,77,52,8793,Tiger Woods,8.1
2018,101,-3,45526,Abraham Ancer,8.0
2018,101,-3,20098,Stuart Appleby,8.0
2018,101,-3,33141,Keegan Bradley,8.0
2018,101,-3,1139,Olin Browne,8.0
2018,101,-3,33974,Dean Burmester,8.0
2018,101,-3,32367,Jorge Campillo,8.0
2018,101,28,25364,Paul Casey,8.0
2018,101,-3,39436,Joshua Creel,8.0
2018,101,-3,52308,Chris Crisologo,8.0
2018,101,-3,27436,Graham DeLaet,8.0
2018,101,-3,29970,Dylan Frittelli,8.0
2018,101,-3,46439,Will Grimmer,8.0
2018,101,-3,26300,Matt Jones,8.0
2018,101,-3,39384,Alex Kang,8.0
2018,101,-3,30926,Chris Kirk,8.0
2018,101,-3,36689,Brooks Koepka,8.0
2018,101,-3,27933,John Merrick,8.0
2018,101,-3,48822,Sebastián Muñoz,8.0
2018,101,-3,27942,Rob Oppenheim,8.0
2018,101,-3,48153,Matthieu Pavon,8.0
2018,101,-3,36699,Patrick Rodgers,8.0
2018,101,-3,46501,Ollie Schniederjans,8.0
2018,101,-3,31560,Brian Stuard,8.0
2018,101,-3,32333,Kevin Tway,8.0
2018,101,-3,29484,Peter Uihlein,8.0
2018,101,-3,26951,Johnson Wagner,8.0
2018,101,28,25804,Bubba Watson,8.0
2018,101,-3,25349,Tim Wilkinson,8.0
2018,129,0,21407,Arjun Atwal,7.9
2018,129,0,27958,Ryan Blaum,7.9
2018,129,0,24507,Jason Bohn,7.9
2018,129,0,46435,Austin Cook,7.9
2018,129,0,34099,Harris English,7.9
2018,129,0,28307,Matt Every,7.9
2018,129,0,28500,Martin Flores,7.9
2018,129,0,10809,Jim Furyk,7.9
2018,129,0,24358,Robert Garrigus,7.9
2018,129,0,39954,Cody Gribble,7.9
2018,129,0,33461,Morgan Hoffmann,7.9
2018,129,-31,29420,Billy Horschel,7.9
2018,129,0,25572,Graeme McDowell,7.9
2018,129,0,52330,Dylan Meyer,7.9
2018,129,-108,1810,Phil Mickelson,7.9
2018,129,0,29908,C.T. Pan,7.9
2018,129,0,33293,Thomas Pieters,7.9
2018,129,0,49771,J.T. Poston,7.9
2018,129,0,26476,Chez Reavie,7.9
2018,129,0,27649,Brandt Snedeker,7.9
2018,129,0,6527,Steve Stricker,7.9
2018,129,0,21878,Mark Wilson,7.9
2018,151,4,20229,Stewart Cink,7.8
2018,151,4,54926,George Cunningham,7.8
2018,151,4,45157,Cam Davis,7.8
2018,151,4,55412,Mickey DeMorat,7.8
2018,151,4,37273,Derek Ernst,7.8
2018,151,4,40098,Matt Fitzpatrick,7.8
2018,151,-22,30911,Tommy Fleetwood,7.8
2018,151,-22,32102,Rickie Fowler,7.8
2018,151,4,31646,Emiliano Grillo,7.8
2018,151,4,29222,Billy Hurley III,7.8
2018,151,4,27974,Sung Kang,7.8
2018,151,4,35296,Haotong Li,7.8
2018,151,4,34466,Peter Malnati,7.8
2018,151,4,33413,Ben Martin,7.8
2018,151,-53,32839,Hideki Matsuyama,7.8
2018,151,4,55421,Chip McDaniel,7.8
2018,151,4,51394,A.J. McInerney,7.8
2018,151,4,46442,Maverick McNealy,7.8
2018,151,-53,25198,Francesco Molinari,7.8
2018,151,4,28593,Jesse Mueller,7.8
2018,151,4,45486,Joaquin Niemann,7.8
2018,151,4,27349,Alex Noren,7.8
2018,151,4,20572,Rod Pampling,7.8
2018,151,4,35541,John Peterson,7.8
2018,151,4,46970,Jon Rahm,7.8
2018,151,4,23621,Rory Sabbatini,7.8
2018,151,4,46046,Scottie Scheffler,7.8
2018,151,4,26331,Charl Schwartzel,7.8
2018,151,4,24502,Adam Scott,7.8
2018,151,4,39327,Ben Silverman,7.8
2018,151,4,27095,Nick Watney,7.8
2018,151,4,25892,Steve Wheatcroft,7.8
2018,183,0,21633,Steve Allan,7.7
2018,183,0,19803,Ryan Armour,7.7
