YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
2021,96,0,36799,Stephan Jaeger,2
2021,96,0,46930,Jaekyeong Lee,2
2021,96,0,26851,Marc Leishman,2
2021,96,0,56320,Bryson Nimmer,2
2021,96,0,23320,Ryan Palmer,2
2021,96,0,47918,Naoki Sekito,2
2021,96,0,33418,Shawn Stefani,2
2021,96,0,57298,Preston Summerhays,2
2021,96,0,25493,Nick Taylor,2
2021,96,0,32333,Kevin Tway,2
2021,96,0,40006,Erik van Rooyen,2
2020,1,0,40115,Adam Svensson,19
2020,2,0,24361,Pat Perez,15
2020,3,0,48084,Wesley Bryan,13
2020,4,0,37189,Harold Varner III,9
2020,5,0,36799,Stephan Jaeger,8
2020,5,0,47993,Denny McCarthy,8
2020,7,1,46550,Brandon Hagy,7
2020,7,31,30925,Dustin Johnson,7
2020,7,1,36871,Matthew NeSmith,7
2020,10,0,29268,Bronson Burgoon,6
2020,10,0,34563,Chesson Hadley,6
2020,10,0,1666,Bernhard Langer,6
2020,10,41,32839,Hideki Matsuyama,6
2020,10,0,47679,Victor Perez,6
2020,15,-1,21407,Arjun Atwal,5
2020,15,-1,20472,Alex Cejka,5
2020,15,-1,51766,Wyndham Clark,5
2020,15,-1,32102,Rickie Fowler,5
2020,15,-1,12716,Charley Hoffman,5
2020,15,-1,31559,Garrett Osborn,5
2020,15,-1,25818,Scott Piercy,5
2020,15,-1,22405,Justin Rose,5
2020,15,0,48081,Xander Schauffele,5
2020,24,-2,33141,Keegan Bradley,4
2020,24,-2,25686,Jason Dufner,4
2020,24,0,34099,Harris English,4
2020,24,-2,28307,Matt Every,4
2020,24,-2,54576,Patrick Fishburn,4
2020,24,-2,30911,Tommy Fleetwood,4
2020,24,-2,56762,Will Gordon,4
2020,24,0,46717,Viktor Hovland,4
2020,24,0,35506,Mackenzie Hughes,4
2020,24,-2,35834,Hyungjoon Lee,4
2020,24,-2,32791,K.H. Lee,4
2020,24,-2,34466,Peter Malnati,4
2020,24,-2,55421,Chip McDaniel,4
2020,24,-2,27933,John Merrick,4
2020,24,-2,28252,Seamus Power,4
2020,24,-2,47347,Adam Schenk,4
2020,24,-2,34610,Matthias Schwab,4
2020,24,-2,30110,Kyle Stanley,4
2020,24,-2,57883,Jack Trent,4
2020,43,-5,33404,Chris Baker,3
2020,43,-5,45522,Christiaan Bezuidenhout,3
2020,43,-5,34185,Domenico Geminiani,3
2020,43,-5,8075,Jerry Kelly,3
2020,43,-5,37447,Zander Lombard,3
2020,43,-5,33413,Ben Martin,3
2020,43,-5,32640,Troy Merritt,3
2020,43,8,50525,Collin Morikawa,3
2020,43,8,48822,Sebastián Muñoz,3
2020,43,-5,30163,Henrik Norlander,3
2020,43,-5,27556,Ted Potter Jr.,3
2020,43,0,34360,Patrick Reed,3
2020,43,0,46046,Scottie Scheffler,3
2020,43,-5,31113,Paul Waring,3
2020,43,-5,26289,Boo Weekley,3
2020,43,-5,51894,Vince Whaley,3
2020,59,-8,33948,Byeong Hun An,2
2020,59,-8,30978,Kiradech Aphibarnrat,2
2020,59,-8,37338,Zecheng Dou,2
2020,59,-8,30191,Julián Etulain,2
2020,59,-8,40098,Matt Fitzpatrick,2
2020,59,-8,27644,Brian Harman,2
2020,59,-8,47336,Michael Hopper,2
2020,59,-8,21961,Charles Howell III,2
2020,59,-8,32815,Masahiro Kawamura,2
2020,59,-8,30944,Jason Kokrak,2
2020,59,-8,49766,Hank Lebioda,2
2020,59,-8,35230,Nelson Ledesma,2
2020,59,-8,1677,Tom Lehman,2
2020,59,0,28237,Rory McIlroy,2
2020,59,-8,54596,Cole Miller,2
2020,59,-8,25198,Francesco Molinari,2
2020,59,-8,34702,Edward Olson,2
2020,59,0,23320,Ryan Palmer,2
2020,59,-8,46970,Jon Rahm,2
2020,59,-8,58594,Spencer Ralston,2
2020,59,-8,54303,Charlie Reiter,2
2020,59,-8,26331,Charl Schwartzel,2
2020,59,-54,29221,Webb Simpson,2
2020,59,-8,39324,J.J. Spaun,2
2020,59,-8,34046,Jordan Spieth,2
2020,59,-8,50484,Hayden Springer,2
2020,59,-8,27214,Kevin Streelman,2
2020,59,0,33448,Justin Thomas,2
2020,59,-8,33419,Cameron Tringale,2
2020,59,-8,48887,Matt Wallace,2
2020,59,-8,47128,Richy Werenski,2
2019,1,0,32200,Roberto Castro,20
2019,1,0,33418,Shawn Stefani,20
2019,3,0,40115,Adam Svensson,17
2019,4,0,46717,Viktor Hovland,16
2019,4,0,47128,Richy Werenski,16
2019,6,0,45157,Cam Davis,15
2019,7,0,29484,Peter Uihlein,14
2019,8,0,35421,Brandon Harkins,12
2019,8,0,28237,Rory McIlroy,12
2019,8,0,24138,Ian Poulter,12
2019,11,0,37454,Whee Kim,11
2019,11,0,28132,Tyrone Van Aswegen,11
2019,13,0,45609,Tyler Duncan,10
2019,13,0,29725,Tony Finau,10
2019,13,0,32058,José de Jesús Rodríguez,10
2019,16,0,28679,Fabián Gómez,9
2019,17,0,25686,Jason Dufner,8
2019,17,0,34099,Harris English,8
2019,17,0,30191,Julián Etulain,8
2019,17,0,31557,Jim Herman,8
2019,17,0,36824,Paul Peterson,8
2019,17,0,48081,Xander Schauffele,8
2019,17,0,30927,Brendon Todd,8
2019,24,0,32366,Kevin Chappell,7
2019,24,0,34306,John Chin,7
2019,24,0,31420,Anirban Lahiri,7
2019,24,0,10387,Chris Thompson,7
2019,28,0,40009,Dominic Bozzelli,6
2019,28,0,49298,Kramer Hickok,6
2019,28,0,34296,Wes Homan,6
2019,28,0,36799,Stephan Jaeger,6
2019,28,0,26596,Ryan Moore,6
2019,28,0,32333,Kevin Tway,6
2019,28,0,21878,Mark Wilson,6
2019,35,0,37212,Paul Barjon,5
2019,35,0,24846,Ricky Barnes,5
2019,35,0,40026,Daniel Berger,5
2019,35,0,35376,Roberto Díaz,5
2019,35,0,30736,Oscar Fraustro,5
2019,35,0,29970,Dylan Frittelli,5
2019,35,0,30750,Tommy Gainey,5
2019,35,0,31646,Emiliano Grillo,5
2019,35,0,27619,Ben Leong,5
2019,35,0,29908,C.T. Pan,5
2019,35,0,32876,Martin Piller,5
2019,35,0,35732,Wes Roach,5
2019,35,0,34046,Jordan Spieth,5
2019,35,0,23788,D.J. Trahan,5
2019,49,0,33948,Byeong Hun An,4
2019,49,0,32334,Charlie Beljan,4
2019,49,0,57591,Cullan Brown,4
2019,49,0,20472,Alex Cejka,4
2019,49,0,11123,Chris Couch,4
2019,49,0,34076,Joel Dahmen,4
2019,49,0,33653,Thomas Detry,4
2019,49,0,46567,Paul Dunne,4
2019,49,0,34136,Armando Favela,4
2019,49,0,40098,Matt Fitzpatrick,4
2019,49,0,24358,Robert Garrigus,4
2019,49,0,24924,Bill Haas,4
2019,49,0,27324,Seungsu Han,4
2019,49,0,26758,David Hearn,4
2019,49,0,54628,Lee Hodges,4
2019,49,0,29222,Billy Hurley III,4
2019,49,0,24024,Zach Johnson,4
2019,49,0,37455,Si Woo Kim,4
2019,49,0,35296,Haotong Li,4
2019,49,0,40042,Tyler McCumber,4
2019,49,0,55421,Chip McDaniel,4
2019,49,0,34213,Grayson Murray,4
2019,49,0,27349,Alex Noren,4
2019,49,0,23320,Ryan Palmer,4
2019,49,0,47995,Davis Riley,4
2019,49,0,54364,Stephen Stallings Jr.,4
2019,49,0,35658,Kris Ventura,4
2019,49,0,26951,Johnson Wagner,4
2019,49,0,27095,Nick Watney,4
2019,49,0,8793,Tiger Woods,4
2019,79,0,33803,Lucas Bjerregaard,3
2019,79,0,7457,Steve Flesch,3
2019,79,0,54591,Ben Griffin,3
2019,79,0,20766,Padraig Harrington,3
2019,79,0,29478,Kevin Kisner,3
2019,79,0,35104,Tom Lewis,3
2019,79,0,45486,Joaquin Niemann,3
2019,79,0,33592,Andy Pope,3
2019,79,0,46414,Aaron Rai,3
2019,79,0,34358,Jonathan Randolph,3
2019,79,0,26476,Chez Reavie,3
2019,79,0,22913,John Rollins,3
2019,79,0,39251,Ryan Ruffels,3
2019,79,0,23325,Vaughn Taylor,3
2019,79,0,27064,Jhonattan Vegas,3
2019,79,0,20160,Charlie Wi,3
2019,79,0,55940,Andrew Wilson,3
2019,96,0,33155,James Allenby,2
2019,96,0,46908,Mark Anguiano,2
2019,96,0,20098,Stuart Appleby,2
2019,96,0,30996,Mark Baldwin,2
2019,96,0,33141,Keegan Bradley,2
2019,96,0,20850,Daniel Chopra,2
2019,96,0,54926,George Cunningham,2
2019,96,0,1249,John Daly,2
2019,96,0,47959,Bryson DeChambeau,2
2019,96,0,31416,Derek Fathauer,2
2019,96,0,28500,Martin Flores,2
2019,96,0,32102,Rickie Fowler,2
2019,96,0,29936,Ryan Fox,2
2019,96,0,46523,Joey Garber,2
2019,96,0,22892,Jason Gore,2
2019,96,0,29974,Branden Grace,2
2019,96,0,31044,Matt Harmon,2
2019,96,0,29420,Billy Horschel,2
2019,96,0,39384,Alex Kang,2
2019,96,0,20094,Jonathan Kaye,2
2019,96,0,29461,Jamie Lovemark,2
2019,96,0,33204,Shane Lowry,2
2019,96,0,52215,Robert MacIntyre,2
2019,96,0,34031,Dong Seop Maeng,2
2019,96,0,24449,Parker McLachlin,2
2019,96,0,32640,Troy Merritt,2
2019,96,0,1810,Phil Mickelson,2
2019,96,0,46045,Michael Miller,2
2019,96,0,39546,Keith Mitchell,2
2019,96,0,50525,Collin Morikawa,2
2019,96,0,49451,Blake Morris,2
2019,96,0,56320,Bryson Nimmer,2
2019,96,0,56329,Derek Oland,2
2019,96,0,26329,Louis Oosthuizen,2
2019,96,0,51863,Carter Page,2
2019,96,0,25818,Scott Piercy,2
2019,96,0,49771,J.T. Poston,2
2019,96,0,54303,Charlie Reiter,2
2019,96,0,25562,Andres Romero,2
2019,96,0,47347,Adam Schenk,2
2019,96,0,35891,Cameron Smith,2
2019,96,0,26679,Kevin Stadler,2
2019,96,0,6527,Steve Stricker,2
2019,96,0,33419,Cameron Tringale,2
2019,96,0,45733,Austen Truslow,2
2019,96,0,37189,Harold Varner III,2
2019,96,0,24964,Ryan Vermeer,2
2019,96,0,49964,Aaron Wise,2
2018,1,0,35545,Blayne Barber,18
2018,2,0,33948,Byeong Hun An,17
2018,3,0,33418,Shawn Stefani,13
2018,4,0,33399,Adam Hadwin,12
2018,4,0,32876,Martin Piller,12
2018,6,0,6527,Steve Stricker,11
2018,6,0,33448,Justin Thomas,11
2018,8,0,29378,Daisuke Kataoka,10
2018,8,0,33204,Shane Lowry,10
2018,10,0,26499,Rafa Cabrera Bello,9
2018,10,0,26758,David Hearn,9
2018,10,0,30925,Dustin Johnson,9
2018,10,0,25572,Graeme McDowell,9
2018,10,0,35541,John Peterson,9
2018,15,0,29535,Brice Garnett,8
2018,15,0,21961,Charles Howell III,8
2018,15,0,35947,John Oda,8
2018,15,0,48081,Xander Schauffele,8
2018,15,0,29221,Webb Simpson,8
2018,20,0,51567,Will Cannon,7
2018,20,0,39997,Corey Conners,7
2018,20,0,30911,Tommy Fleetwood,7
2018,20,0,29936,Ryan Fox,7
2018,20,0,30944,Jason Kokrak,7
2018,20,0,33410,Andrew Landry,7
2018,26,0,32698,Bobby Gates,6
2018,26,0,30926,Chris Kirk,6
2018,26,0,28132,Tyrone Van Aswegen,6
2018,29,0,24925,Jonathan Byrd,5
2018,29,0,35376,Roberto Díaz,5
2018,29,0,40098,Matt Fitzpatrick,5
2018,29,0,24924,Bill Haas,5
2018,29,0,22056,Cameron Percy,5
2018,29,0,25240,D.A. Points,5
2018,29,0,28252,Seamus Power,5
2018,29,0,32150,Michael Thompson,5
2018,29,0,20160,Charlie Wi,5
2018,29,0,26392,Chris Wilson,5
2018,39,0,22371,Aaron Baddeley,4
2018,39,0,26418,Adam Bland,4
2018,39,0,27895,Jonas Blixt,4
2018,39,0,54926,George Cunningham,4
2018,39,0,10809,Jim Furyk,4
2018,39,0,21209,Sergio Garcia,4
2018,39,0,52375,Doug Ghim,4
2018,39,0,35310,Lanto Griffin,4
2018,39,0,34363,Tyrrell Hatton,4
2018,39,0,35461,Beau Hossler,4
2018,39,0,29222,Billy Hurley III,4
2018,39,0,24024,Zach Johnson,4
2018,39,0,22080,Prayad Marksaeng,4
2018,39,0,47993,Denny McCarthy,4
2018,39,0,52330,Dylan Meyer,4
2018,39,0,48822,Sebastián Muñoz,4
2018,39,0,45486,Joaquin Niemann,4
2018,39,0,27349,Alex Noren,4
2018,39,0,24361,Pat Perez,4
2018,39,0,34256,Andrew Putnam,4
2018,39,0,26476,Chez Reavie,4
2018,39,0,35237,Santiago Rivas,4
2018,39,0,36699,Patrick Rodgers,4
2018,39,0,22293,Heath Slocum,4
2018,39,0,29485,Brett Stegmaier,4
2018,39,0,21528,Henrik Stenson,4
2018,39,0,35225,Brandon Stone,4
2018,39,0,23788,D.J. Trahan,4
2018,39,0,55573,John VanDerLaan,4
2018,39,0,39480,T.J. Vogel,4
2018,39,0,26951,Johnson Wagner,4
2018,39,0,50092,Zach Wright,4
2018,39,0,30261,Ryan Yip,4
2018,72,0,20098,Stuart Appleby,3
2018,72,0,40026,Daniel Berger,3
2018,72,0,28420,Ryan Brehm,3
2018,72,0,29268,Bronson Burgoon,3
2018,72,0,46435,Austin Cook,3
2018,72,0,29970,Dylan Frittelli,3
2018,72,0,29420,Billy Horschel,3
2018,72,0,1577,Lee Janzen,3
2018,72,0,26300,Matt Jones,3
2018,72,0,32815,Masahiro Kawamura,3
2018,72,0,27408,Martin Kaymer,3
2018,72,0,55752,Ben Kern,3
2018,72,0,37455,Si Woo Kim,3
2018,72,0,29478,Kevin Kisner,3
2018,72,0,1666,Bernhard Langer,3
2018,72,0,31109,Richard Lee,3
2018,72,0,37278,Nicholas Lindheim,3
2018,72,0,34409,David Lingmerth,3
2018,72,0,55421,Chip McDaniel,3
2018,72,0,26329,Louis Oosthuizen,3
2018,72,0,26444,Juvic Pagunsan,3
2018,72,0,24502,Adam Scott,3
2018,72,0,27139,David Skinns,3
2018,72,0,30692,Scott Stallings,3
2018,72,0,29518,Brendan Steele,3
2018,72,0,2246,Duffy Waldorf,3
2018,72,0,48887,Matt Wallace,3
2018,72,0,27095,Nick Watney,3
2018,72,0,25349,Tim Wilkinson,3
2018,72,0,54328,Norman Xiong,3
2018,102,0,28178,Frank Adams III,2
2018,102,0,33408,Tyson Alexander,2
2018,102,0,7003,David Berganio Jr.,2
2018,102,0,33141,Keegan Bradley,2
2018,102,0,52372,Cameron Champ,2
2018,102,0,32366,Kevin Chappell,2
2018,102,0,23699,Danny Chia,2
2018,102,0,23541,Ben Crane,2
2018,102,0,28089,Jason Day,2
2018,102,0,47959,Bryson DeChambeau,2
2018,102,0,55412,Mickey DeMorat,2
2018,102,0,50527,Jared du Toit,2
2018,102,0,6522,Ernie Els,2
2018,102,0,28500,Martin Flores,2
2018,102,0,35840,Kevin Foley,2
2018,102,0,19846,Brian Gay,2
2018,102,0,32448,James Hahn,2
2018,102,0,47988,Nick Hardy,2
2018,102,0,34296,Wes Homan,2
2018,102,0,47989,Sam Horsfield,2
2018,102,0,26285,Grover Justice,2
2018,102,0,33122,Russell Knox,2
2018,102,0,36689,Brooks Koepka,2
2018,102,0,46442,Maverick McNealy,2
2018,102,0,25198,Francesco Molinari,2
2018,102,0,55592,Joey Savoie,2
2018,102,0,35891,Cameron Smith,2
2018,102,0,31560,Brian Stuard,2
2018,102,0,40115,Adam Svensson,2
2018,102,0,29454,Bernd Wiesberger,2
2018,102,0,31323,Gary Woodland,2
2017,1,0,33448,Justin Thomas,19
2017,2,0,46970,Jon Rahm,16
2017,3,0,24925,Jonathan Byrd,13
2017,4,0,24846,Ricky Barnes,12
2017,5,0,30191,Julián Etulain,11
2017,5,0,36689,Brooks Koepka,11
2017,5,0,34046,Jordan Spieth,11
2017,8,0,29720,Andres Gonzales,10
2017,8,0,26289,Boo Weekley,10
2017,10,0,25900,Lucas Glover,8
2017,10,0,24924,Bill Haas,8
2017,10,0,1810,Phil Mickelson,8
2017,10,0,10213,Dicky Pride,8
2017,10,0,25892,Steve Wheatcroft,8
2017,15,0,28420,Ryan Brehm,7
2017,15,0,48081,Xander Schauffele,7
2017,15,0,2206,David Toms,7
2017,18,0,50666,Matt Gilchrest,6
2017,18,0,36801,Mark Hubbard,6
2017,18,0,27129,Luke List,6
2017,18,0,24138,Ian Poulter,6
2017,22,0,26499,Rafa Cabrera Bello,5
2017,22,0,32448,James Hahn,5
2017,22,0,49298,Kramer Hickok,5
2017,22,0,29478,Kevin Kisner,5
2017,22,0,48117,Kurt Kitayama,5
2017,22,0,31420,Anirban Lahiri,5
2017,22,0,29461,Jamie Lovemark,5
2017,22,0,24912,Will MacKenzie,5
2017,22,0,24781,Hunter Mahan,5
2017,22,0,20160,Charlie Wi,5
2017,22,0,25349,Tim Wilkinson,5
2017,33,0,10885,Robert Allenby,4
2017,33,0,34255,Joseph Bramlett,4
2017,33,0,47504,Sam Burns,4
2017,33,0,32200,Roberto Castro,4
2017,33,0,34021,Bud Cauley,4
2017,33,0,24357,K.J. Choi,4
2017,33,0,45157,Cam Davis,4
2017,33,0,47959,Bryson DeChambeau,4
2017,33,0,21409,Chris Evans,4
2017,33,0,30736,Oscar Fraustro,4
2017,33,0,47988,Nick Hardy,4
2017,33,0,37092,Hyung-Sung Kim,4
2017,33,0,33904,Grant Leaver,4
2017,33,0,1706,Davis Love III,4
2017,33,0,33204,Shane Lowry,4
2017,33,0,24490,George McNeill,4
2017,33,0,27933,John Merrick,4
2017,33,0,32640,Troy Merritt,4
2017,33,0,39546,Keith Mitchell,4
2017,33,0,34213,Grayson Murray,4
2017,33,0,24140,Sean O'Hair,4
2017,33,0,34709,Eddie Pepperell,4
2017,33,0,26476,Chez Reavie,4
2017,33,0,35891,Cameron Smith,4
2017,57,0,19824,Craig Barlow,3
2017,57,0,51567,Will Cannon,3
2017,57,0,23638,Brendon de Jonge,3
2017,57,0,37338,Zecheng Dou,3
2017,57,0,21209,Sergio Garcia,3
2017,57,0,39954,Cody Gribble,3
2017,57,0,29222,Billy Hurley III,3
2017,57,0,34587,Chan Kim,3
2017,57,0,27936,Martin Laird,3
2017,57,0,34466,Peter Malnati,3
2017,57,0,28237,Rory McIlroy,3
2017,57,0,30163,Henrik Norlander,3
2017,57,0,23788,D.J. Trahan,3
2017,70,0,23778,Brad Adamonis,2
2017,70,0,50757,Hugo Bernard,2
2017,70,0,33141,Keegan Bradley,2
2017,70,0,1116,Michael Bradley,2
2017,70,0,28751,Andrew Dodt,2
2017,70,0,35110,Brett Drewitt,2
2017,70,0,24179,David Drysdale,2
2017,70,0,28307,Matt Every,2
2017,70,0,29725,Tony Finau,2
2017,70,0,32102,Rickie Fowler,2
2017,70,0,1381,Fred Funk,2
2017,70,0,32698,Bobby Gates,2
2017,70,0,22892,Jason Gore,2
2017,70,0,34098,Russell Henley,2
2017,70,0,29420,Billy Horschel,2
2017,70,0,30852,Ryo Ishikawa,2
2017,70,0,46736,Austin James,2
2017,70,0,27899,Rikard Karlberg,2
2017,70,0,29378,Daisuke Kataoka,2
2017,70,0,27408,Martin Kaymer,2
2017,70,0,30711,Colt Knost,2
2017,70,0,30944,Jason Kokrak,2
2017,70,0,23108,Matt Kuchar,2
2017,70,0,24748,WC Liang,2
2017,70,0,31202,William McGirt,2
2017,70,0,45729,Drew Nesbitt,2
2017,70,0,26329,Louis Oosthuizen,2
2017,70,0,25661,Bryn Parry,2
2017,70,0,22732,Brian Rowell,2
2017,70,0,37076,Marcelo Rozo,2
2017,70,0,26331,Charl Schwartzel,2
2017,70,0,29078,Chan Shih-chang,2
2017,70,0,34259,Mark Silvers,2
2017,70,0,2106,Chris Smith,2
2017,70,0,46464,Jordan L Smith,2
2017,70,0,35174,Matthew Southgate,2
2017,70,0,24459,Richard Sterne,2
2017,70,0,47363,Toby Tree,2
2016,1,0,46970,Jon Rahm,14
2016,2,0,30944,Jason Kokrak,11
2016,3,0,20229,Stewart Cink,9
2016,3,0,31557,Jim Herman,9
2016,3,0,10213,Dicky Pride,9
2016,6,0,25364,Paul Casey,8
2016,6,0,34021,Bud Cauley,8
2016,6,0,20472,Alex Cejka,8
2016,6,0,29222,Billy Hurley III,8
2016,6,0,34261,Scott Langley,8
2016,11,0,26499,Rafa Cabrera Bello,7
2016,11,0,34563,Chesson Hadley,7
2016,11,0,27747,Hiroshi Iwata,7
2016,14,0,32448,James Hahn,6
2016,14,0,33461,Morgan Hoffmann,6
2016,14,0,25349,Tim Wilkinson,6
2016,17,0,20593,Greg Chalmers,5
2016,17,0,25203,SSP Chawrasia,5
2016,17,0,29535,Brice Garnett,5
2016,17,0,32152,Adam Hart,5
2016,17,0,28237,Rory McIlroy,5
2016,17,0,20691,Greg Owen,5
2016,17,0,30946,Alex Prugh,5
2016,24,0,24461,Thomas Aiken,4
2016,24,0,19803,Ryan Armour,4
2016,24,0,24846,Ricky Barnes,4
2016,24,0,26525,Grégory Bourdy,4
2016,24,0,32366,Kevin Chappell,4
2016,24,0,22621,Ben Curtis,4
2016,24,0,49633,Charlie Danielson,4
2016,24,0,50527,Jared du Toit,4
2016,24,0,27644,Brian Harman,4
2016,24,0,33204,Shane Lowry,4
2016,24,0,33941,Nick Mason,4
2016,24,0,26596,Ryan Moore,4
2016,24,0,46601,Trey Mullinax,4
2016,24,0,36824,Paul Peterson,4
2016,24,0,25240,D.A. Points,4
2016,24,0,46441,Robby Shelton,4
2016,24,0,29485,Brett Stegmaier,4
2016,24,0,49964,Aaron Wise,4
2016,42,0,40026,Daniel Berger,3
2016,42,0,27958,Ryan Blaum,3
2016,42,0,32200,Roberto Castro,3
2016,42,0,25720,Chad Collins,3
2016,42,0,28089,Jason Day,3
2016,42,0,47959,Bryson DeChambeau,3
2016,42,0,25686,Jason Dufner,3
2016,42,0,40098,Matt Fitzpatrick,3
2016,42,0,32102,Rickie Fowler,3
2016,42,0,32618,Rhein Gibson,3
2016,42,0,29974,Branden Grace,3
2016,42,0,31646,Emiliano Grillo,3
2016,42,0,24924,Bill Haas,3
2016,42,0,29420,Billy Horschel,3
2016,42,0,20608,David Howell,3
2016,42,0,24024,Zach Johnson,3
2016,42,0,28300,Joost Luiten,3
2016,42,0,31202,William McGirt,3
2016,42,0,22046,Geoff Ogilvy,3
2016,42,0,23320,Ryan Palmer,3
2016,42,0,22056,Cameron Percy,3
2016,42,0,35541,John Peterson,3
2016,42,0,25818,Scott Piercy,3
2016,42,0,34360,Patrick Reed,3
2016,42,0,29476,Kyle Reifers,3
2016,42,0,22405,Justin Rose,3
2016,42,0,28114,Dawie van der Walt,3
2016,42,0,39075,Armando Villarreal,3
2016,42,0,31323,Gary Woodland,3
2016,71,0,8931,Glen Day,2
2016,71,0,23983,Luke Donald,2
2016,71,0,39201,Nacho Elvira,2
2016,71,0,27896,Ross Fisher,2
2016,71,0,30750,Tommy Gainey,2
2016,71,0,50666,Matt Gilchrest,2
2016,71,0,20157,Retief Goosen,2
2016,71,0,26758,David Hearn,2
2016,71,0,19958,Miguel Angel Jiménez,2
2016,71,0,34643,Michael Johnson,2
2016,71,0,23108,Matt Kuchar,2
2016,71,0,1666,Bernhard Langer,2
2016,71,0,35139,Richard Lee,2
2016,71,0,26851,Marc Leishman,2
2016,71,0,22080,Prayad Marksaeng,2
2016,71,0,31115,Michio Matsumura,2
2016,71,0,32839,Hideki Matsuyama,2
2016,71,0,1810,Phil Mickelson,2
2016,71,0,27942,Rob Oppenheim,2
2016,71,0,33448,Justin Thomas,2
2016,71,0,25804,Bubba Watson,2
2015,1,0,46435,Austin Cook,12
2015,2,0,10809,Jim Furyk,11
2015,2,0,29974,Branden Grace,11
2015,4,0,33968,Thorbjørn Olesen,8
2015,5,0,28937,George Coetzee,7
2015,5,0,35539,Luke Guthrie,7
2015,5,0,22806,Doug LaBelle II,7
2015,5,0,26329,Louis Oosthuizen,7
2015,5,0,35891,Cameron Smith,7
2015,10,0,24925,Jonathan Byrd,5
2015,10,0,28679,Fabián Gómez,5
2015,10,0,34296,Wes Homan,5
2015,10,0,32876,Martin Piller,5
2015,10,0,26435,Angelo Que,5
2015,10,0,29223,Sam Saunders,5
2015,10,0,34046,Jordan Spieth,5
2015,10,0,20436,Garrett Willis,5
2015,18,0,33948,Byeong Hun An,4
2015,18,0,20593,Greg Chalmers,4
2015,18,0,46504,Ashley Chesters,4
2015,18,0,37273,Derek Ernst,4
2015,18,0,25191,Gonzalo Fernandez-Castaño,4
2015,18,0,30736,Oscar Fraustro,4
2015,18,0,25900,Lucas Glover,4
2015,18,0,29420,Billy Horschel,4
2015,18,0,27408,Martin Kaymer,4
2015,18,0,31420,Anirban Lahiri,4
2015,18,0,10860,Justin Leonard,4
2015,18,0,27120,Troy Matteson,4
2015,18,0,24039,Prom Meesawat,4
2015,18,0,46441,Robby Shelton,4
2015,18,0,33110,Michael Smith,4
2015,18,0,29518,Brendan Steele,4
2015,18,0,6527,Steve Stricker,4
2015,18,0,23325,Vaughn Taylor,4
2015,18,0,33448,Justin Thomas,4
2015,18,0,22540,Anthony Wall,4
2015,18,0,27095,Nick Watney,4
2015,18,0,36836,Cory Whitsett,4
2015,18,0,8793,Tiger Woods,4
2015,41,0,20070,Matt Bettencourt,3
2015,41,0,28339,Victor Dubuisson,3
2015,41,0,24083,Marcus Fraser,3
2015,41,0,32448,James Hahn,3
2015,41,0,34363,Tyrrell Hatton,3
2015,41,0,26758,David Hearn,3
2015,41,0,29222,Billy Hurley III,3
2015,41,0,27747,Hiroshi Iwata,3
2015,41,0,33122,Russell Knox,3
2015,41,0,23108,Matt Kuchar,3
2015,41,0,24361,Pat Perez,3
2015,41,0,28486,Michael Putnam,3
2015,41,0,20645,John Senden,3
2015,41,0,33418,Shawn Stefani,3
2015,41,0,33419,Cameron Tringale,3
2015,41,0,32333,Kevin Tway,3
2015,41,0,2246,Duffy Waldorf,3
2015,41,0,33870,Ashun Wu,3
2015,59,0,23783,Felipe Aguilar,2
2015,59,0,20771,Steven Alker,2
2015,59,0,40026,Daniel Berger,2
2015,59,0,23699,Danny Chia,2
2015,59,0,23541,Ben Crane,2
2015,59,0,28089,Jason Day,2
2015,59,0,31416,Derek Fathauer,2
2015,59,0,6643,Paul Goydos,2
2015,59,0,45534,Jimmy Gunn,2
2015,59,0,12716,Charley Hoffman,2
2015,59,0,27141,J.B. Holmes,2
2015,59,0,36801,Mark Hubbard,2
2015,59,0,24956,Mikko Ilonen,2
2015,59,0,8075,Jerry Kelly,2
2015,59,0,30926,Chris Kirk,2
2015,59,0,29926,Danny Lee,2
2015,59,0,32839,Hideki Matsuyama,2
2015,59,0,31202,William McGirt,2
2015,59,0,24449,Parker McLachlin,2
2015,59,0,27933,John Merrick,2
2015,59,0,25396,Kevin Na,2
2015,59,0,46048,Jordan Niebrugge,2
2015,59,0,47127,David Pastore,2
2015,59,0,29476,Kyle Reifers,2
2015,59,0,31193,Jim Renner,2
2015,59,0,34087,Carlos Sainz Jr,2
2015,59,0,29221,Webb Simpson,2
2015,59,0,26679,Kevin Stadler,2
2015,59,0,34431,Robert Streb,2
2015,59,0,25834,Daniel Summerhays,2
2015,59,0,40115,Adam Svensson,2
2015,59,0,2206,David Toms,2
2015,59,0,27770,Camilo Villegas,2
2015,59,0,25804,Bubba Watson,2
2014,1,0,28089,Jason Day,12
2014,1,0,29420,Billy Horschel,12
2014,3,0,10809,Jim Furyk,11
2014,4,0,28158,Steve Marino,9
2014,4,0,25198,Francesco Molinari,9
2014,6,0,25364,Paul Casey,8
2014,6,0,34265,Will Wilcox,8
2014,8,0,28339,Victor Dubuisson,7
2014,8,0,29740,Brad Fritsch,7
2014,8,0,27936,Martin Laird,7
2014,8,0,25240,D.A. Points,7
2014,12,0,27436,Graham DeLaet,6
