YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2024,0,46046,Scottie Scheffler,-0.244
2024,0,48081,Xander Schauffele,-0.196
2024,0,32839,Hideki Matsuyama,-0.182
2024,0,51766,Wyndham Clark,-0.18
2024,0,50525,Collin Morikawa,-0.177
2024,0,52955,Ludvig Åberg,-0.164
2024,0,39546,Keith Mitchell,-0.161
2024,0,51997,Andrew Novak,-0.16
2024,0,40006,Erik van Rooyen,-0.16
2024,0,47504,Sam Burns,-0.159
2024,0,57900,Chandler Phillips,-0.159
2024,0,46442,Maverick McNealy,-0.153
2024,0,60004,Jacob Bridgeman,-0.151
2024,0,32757,Patton Kizzire,-0.151
2024,0,35461,Beau Hossler,-0.15
2024,0,35506,Mackenzie Hughes,-0.15
2024,0,47591,Eric Cole,-0.149
2024,0,51634,Sahith Theegala,-0.148
2024,0,51696,Rico Hoey,-0.147
2024,0,59143,Mac Meissner,-0.147
2024,0,33141,Keegan Bradley,-0.145
2024,0,51977,Max Greyserman,-0.145
2024,0,54591,Ben Griffin,-0.144
2024,0,39975,Michael Kim,-0.144
2024,0,56630,Akshay Bhatia,-0.143
2024,0,47993,Denny McCarthy,-0.143
2024,0,39324,J.J. Spaun,-0.143
2024,0,34098,Russell Henley,-0.142
2024,0,48117,Kurt Kitayama,-0.142
2024,0,60067,Joe Highsmith,-0.141
2024,0,29725,Tony Finau,-0.14
2024,0,28237,Rory McIlroy,-0.14
2024,0,33448,Justin Thomas,-0.14
2024,0,39997,Corey Conners,-0.139
2024,0,46717,Viktor Hovland,-0.138
2024,0,37455,Si Woo Kim,-0.138
2024,0,35450,Patrick Cantlay,-0.137
2024,0,29936,Ryan Fox,-0.137
2024,0,49771,J.T. Poston,-0.137
2024,0,46414,Aaron Rai,-0.137
2024,0,35532,Tom Hoge,-0.136
2024,0,40250,Taylor Pendrith,-0.136
2024,0,58168,Davis Thompson,-0.136
2024,0,54576,Patrick Fishburn,-0.135
2024,0,52375,Doug Ghim,-0.135
2024,0,28252,Seamus Power,-0.135
2024,0,32333,Kevin Tway,-0.135
2024,0,32791,K.H. Lee,-0.132
2024,0,27064,Jhonattan Vegas,-0.132
2024,0,45522,Christiaan Bezuidenhout,-0.131
2024,0,36801,Mark Hubbard,-0.13
2024,0,33948,Byeong Hun An,-0.129
2024,0,34099,Harris English,-0.129
2024,0,40098,Matt Fitzpatrick,-0.129
2024,0,39971,Sungjae Im,-0.129
2024,0,30163,Henrik Norlander,-0.129
2024,0,39327,Ben Silverman,-0.129
2024,0,27139,David Skinns,-0.129
2024,0,36799,Stephan Jaeger,-0.128
2024,0,51349,Nico Echavarria,-0.127
2024,0,24502,Adam Scott,-0.127
2024,0,48887,Matt Wallace,-0.127
2024,0,45157,Cam Davis,-0.126
2024,0,25900,Lucas Glover,-0.126
2024,0,57975,Harry Hall,-0.126
2024,0,27129,Luke List,-0.125
2024,0,33204,Shane Lowry,-0.125
2024,0,52215,Robert MacIntyre,-0.125
2024,0,48867,Matti Schmid,-0.125
2024,0,33486,Roger Sloan,-0.125
2024,0,27644,Brian Harman,-0.124
2024,0,55893,Sam Stevens,-0.124
2024,0,45242,Kevin Yu,-0.124
2024,0,34021,Bud Cauley,-0.123
2024,0,57366,Cameron Young,-0.122
2024,0,52513,Carson Young,-0.122
2024,0,30911,Tommy Fleetwood,-0.121
2024,0,27349,Alex Noren,-0.12
2024,0,29908,C.T. Pan,-0.12
2024,0,12716,Charley Hoffman,-0.119
2024,0,47420,Jake Knapp,-0.119
2024,0,47679,Victor Perez,-0.118
2024,0,50095,Austin Smotherman,-0.118
2024,0,59836,Pierceson Coody,-0.117
2024,0,52514,Trace Crowe,-0.117
2024,0,24024,Zach Johnson,-0.117
2024,0,59866,Nick Dunlap,-0.116
2024,0,32367,Jorge Campillo,-0.115
2024,0,29535,Brice Garnett,-0.114
2024,0,31646,Emiliano Grillo,-0.114
2024,0,47988,Nick Hardy,-0.114
2024,0,29420,Billy Horschel,-0.114
2024,0,34256,Andrew Putnam,-0.114
2024,0,49947,Taylor Moore,-0.113
2024,0,33653,Thomas Detry,-0.112
2024,0,50484,Hayden Springer,-0.112
2024,0,49960,Sepp Straka,-0.112
2024,0,28089,Jason Day,-0.111
2024,0,34587,Chan Kim,-0.111
2024,0,47995,Davis Riley,-0.111
2024,0,34046,Jordan Spieth,-0.111
2024,0,52666,Sami Valimaki,-0.111
2024,0,40026,Daniel Berger,-0.11
2024,0,36699,Patrick Rodgers,-0.11
2024,0,51287,Ryo Hisatsune,-0.109
2024,0,34255,Joseph Bramlett,-0.108
2024,0,51894,Vince Whaley,-0.108
2024,0,35310,Lanto Griffin,-0.107
2024,0,36326,David Lipsky,-0.107
2024,0,25493,Nick Taylor,-0.107
2024,0,39977,Max Homa,-0.106
2024,0,34076,Joel Dahmen,-0.105
2024,0,32102,Rickie Fowler,-0.105
2024,0,52372,Cameron Champ,-0.104
2024,0,54628,Lee Hodges,-0.104
2024,0,55182,Tom Kim,-0.104
2024,0,22405,Justin Rose,-0.104
2024,0,47483,Will Zalatoris,-0.104
2024,0,32366,Kevin Chappell,-0.103
2024,0,57362,Austin Eckroat,-0.102
2024,0,40162,Justin Lower,-0.102
2024,0,47347,Adam Schenk,-0.102
2024,0,33399,Adam Hadwin,-0.101
2024,0,28775,Nate Lashley,-0.1
2024,0,40115,Adam Svensson,-0.1
2024,0,50188,S.H. Kim,-0.098
2024,0,36884,Ben Kohles,-0.098
2024,0,37378,Min Woo Lee,-0.098
2024,0,22371,Aaron Baddeley,-0.095
2024,0,36871,Matt NeSmith,-0.095
2024,0,47983,Chad Ramey,-0.095
2024,0,37275,Sam Ryder,-0.094
2024,0,46340,Alex Smalley,-0.094
2024,0,31323,Gary Woodland,-0.094
2024,0,30926,Chris Kirk,-0.093
2024,0,32640,Troy Merritt,-0.093
2024,0,34563,Chesson Hadley,-0.091
2024,0,46441,Robby Shelton,-0.091
2024,0,26476,Chez Reavie,-0.088
2024,0,27936,Martin Laird,-0.087
2024,0,55789,Taylor Montgomery,-0.086
2024,0,27214,Kevin Streelman,-0.086
2024,0,55454,Carl Yuan,-0.086
2024,0,54783,Dylan Wu,-0.085
2024,0,33968,Thorbjørn Olesen,-0.084
2024,0,52374,Brandon Wu,-0.084
2024,0,52453,Nicolai Højgaard,-0.082
2024,0,30927,Brendon Todd,-0.081
2024,0,48084,Wesley Bryan,-0.08
2024,0,59442,Parker Coody,-0.08
2024,0,23108,Matt Kuchar,-0.079
2024,0,51890,Greyson Sigg,-0.079
2024,0,48153,Matthieu Pavon,-0.078
2024,0,50493,Justin Suh,-0.078
2024,0,29221,Webb Simpson,-0.077
2024,0,54421,Garrick Higgo,-0.076
2024,0,26596,Ryan Moore,-0.076
2024,0,34466,Peter Malnati,-0.074
2024,0,50497,Adrien Dumont de Chassart,-0.073
2024,0,40058,Zac Blair,-0.072
2024,0,33408,Tyson Alexander,-0.071
2024,0,45609,Tyler Duncan,-0.07
2024,0,56149,Wilson Furr,-0.069
2024,0,32070,Rafael Campos,-0.066
2024,0,46113,Ryan McCormick,-0.066
2024,0,55708,Hayden Buckley,-0.065
2024,0,47663,Kevin Dougherty,-0.065
2024,0,59095,Chris Gotterup,-0.064
2024,0,48319,Tom Whitney,-0.064
2024,0,27649,Brandt Snedeker,-0.058
2024,0,38991,Alejandro Tosti,-0.056
2024,0,28420,Ryan Brehm,-0.04
2024,0,23320,Ryan Palmer,-0.035
2024,0,48119,Ben Taylor,-0.035
2024,0,48699,Callum Tarren,-0.033
2024,0,27770,Camilo Villegas,-0.03
2024,0,51070,Vincent Norrman,-0.022
2024,0,27330,Josh Teater,-0.021
2024,0,35617,Martin Trainer,-0.02
2024,0,60767,Blaine Hale Jr.,-0.014
2024,0,37212,Paul Barjon,-0.013
2024,0,34374,Erik Barnes,-0.009
2024,0,29478,Kevin Kisner,-0.007
2024,0,47806,Raul Pereda,-0.005
2023,0,52955,Ludvig Åberg,-0.201
2023,0,46046,Scottie Scheffler,-0.194
2023,0,48081,Xander Schauffele,-0.192
2023,0,39977,Max Homa,-0.188
2023,0,46970,Jon Rahm,-0.187
2023,0,58696,Peter Kuest,-0.173
2023,0,28237,Rory McIlroy,-0.169
2023,0,35450,Patrick Cantlay,-0.168
2023,0,46717,Viktor Hovland,-0.163
2023,0,50525,Collin Morikawa,-0.161
2023,0,30911,Tommy Fleetwood,-0.156
2023,0,39971,Sungjae Im,-0.156
2023,0,32102,Rickie Fowler,-0.155
2023,0,47504,Sam Burns,-0.154
2023,0,32839,Hideki Matsuyama,-0.152
2023,0,33141,Keegan Bradley,-0.151
2023,0,55182,Tom Kim,-0.148
2023,0,40115,Adam Svensson,-0.148
2023,0,34363,Tyrrell Hatton,-0.144
2023,0,35532,Tom Hoge,-0.144
2023,0,33948,Byeong Hun An,-0.143
2023,0,39997,Corey Conners,-0.143
2023,0,45242,Kevin Yu,-0.143
2023,0,30926,Chris Kirk,-0.141
2023,0,40098,Matt Fitzpatrick,-0.14
2023,0,55789,Taylor Montgomery,-0.138
2023,0,24502,Adam Scott,-0.138
2023,0,58168,Davis Thompson,-0.138
2023,0,51766,Wyndham Clark,-0.137
2023,0,45157,Cam Davis,-0.137
2023,0,37338,Zecheng Dou,-0.136
2023,0,30927,Brendon Todd,-0.136
2023,0,52453,Nicolai Hojgaard,-0.135
2023,0,28775,Nate Lashley,-0.135
2023,0,37275,Sam Ryder,-0.135
2023,0,47591,Eric Cole,-0.134
2023,0,49771,J.T. Poston,-0.134
2023,0,39324,J.J. Spaun,-0.134
2023,0,29725,Tony Finau,-0.133
2023,0,25493,Nick Taylor,-0.133
2023,0,26596,Ryan Moore,-0.132
2023,0,51890,Greyson Sigg,-0.132
2023,0,57366,Cameron Young,-0.132
2023,0,34255,Joseph Bramlett,-0.131
2023,0,57975,Harry Hall,-0.131
2023,0,34098,Russell Henley,-0.131
2023,0,36799,Stephan Jaeger,-0.131
2023,0,51634,Sahith Theegala,-0.131
2023,0,33399,Adam Hadwin,-0.129
2023,0,51997,Andrew Novak,-0.129
2023,0,54783,Dylan Wu,-0.129
2023,0,29908,C.T. Pan,-0.128
2023,0,47993,Denny McCarthy,-0.126
2023,0,22405,Justin Rose,-0.126
