YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
2013,47,0,28780,Nicholas Thompson,"31' 2""",124.667,4
2013,48,0,1116,Michael Bradley,"30' 11""",30.917,1
2013,49,0,28259,Sangmoon Bae,"30' 10""",30.833,1
2013,50,0,2206,David Toms,"30' 5""",30.417,1
2013,51,0,30110,Kyle Stanley,"30' 2""",90.5,3
2013,52,0,20691,Greg Owen,"29' 8""",29.667,1
2013,53,0,27129,Luke List,"28' 8""",28.667,1
2013,54,0,34099,Harris English,"28' 0""",28.0,1
2013,55,0,27895,Jonas Blixt,"27' 7""",55.083,2
2013,56,0,20645,John Senden,"27' 3""",27.25,1
2013,57,0,34046,Jordan Spieth,"26' 5""",26.417,1
2013,58,0,22792,Peter Hanson,"26' 3""",26.25,1
2013,59,0,29420,Billy Horschel,"25' 9""",25.75,1
2013,60,0,6573,Brandt Jobe,"23' 5""",23.417,1
2013,61,0,23452,Nicolas Colsaerts,"23' 3""",23.25,1
2013,62,0,24399,Scott Gardiner,"21' 5""",42.833,2
2013,63,0,25818,Scott Piercy,"18' 7""",18.583,1
2013,64,0,22056,Cameron Percy,"15' 10""",15.833,1
2013,65,0,22961,David Mathis,"7' 5""",7.417,1
2013,66,0,25562,Andres Romero,"6' 9""",6.75,1
2013,67,0,25900,Lucas Glover,"5' 10""",5.833,1
2013,68,0,20572,Rod Pampling,"4' 7""",4.583,1
2012,1,0,23542,Tommy Biershenk,"85' 6""",85.5,1
2012,2,0,1797,Rocco Mediate,"74' 5""",74.417,1
2012,3,0,29518,Brendan Steele,"67' 4""",134.583,2
2012,4,0,31558,J.J. Killeen,"65' 11""",65.917,1
2012,5,0,24781,Hunter Mahan,"65' 4""",65.333,1
2012,6,0,24604,Hunter Haas,"61' 2""",122.333,2
2012,7,0,33120,Mark Anderson,"60' 10""",60.833,1
2012,8,0,22405,Justin Rose,"60' 5""",60.417,1
2012,9,0,28087,Kris Blanks,"60' 0""",60.0,1
2012,10,0,27974,Sung Kang,"59' 8""",119.25,2
2012,11,0,21805,Harrison Frazar,"59' 7""",59.583,1
2012,12,0,27141,J.B. Holmes,"59' 4""",118.583,2
2012,13,0,27060,John Mallinger,"56' 5""",56.417,1
2012,13,0,1941,Tom Pernice Jr.,"56' 5""",56.417,1
2012,15,0,1766,Billy Mayfair,"55' 4""",55.333,1
2012,16,0,19970,Robert Karlsson,"55' 2""",110.25,2
2012,17,0,29221,Webb Simpson,"54' 6""",54.5,1
2012,18,0,25804,Bubba Watson,"52' 4""",52.333,1
2012,19,0,32366,Kevin Chappell,"50' 11""",101.75,2
2012,20,0,6004,Stephen Ames,"50' 10""",101.667,2
2012,21,0,23638,Brendon de Jonge,"50' 0""",50.0,1
2012,22,0,30750,Tommy Gainey,"48' 5""",96.75,2
2012,23,0,1320,Bob Estes,"46' 5""",46.417,1
2012,24,0,22961,David Mathis,"45' 1""",90.083,2
2012,25,0,25572,Graeme McDowell,"44' 11""",44.917,1
2012,26,0,32150,Michael Thompson,"44' 5""",177.583,4
2012,27,0,28259,Sangmoon Bae,"43' 5""",43.417,1
2012,28,0,6567,Vijay Singh,"42' 1""",42.083,1
2012,29,0,25892,Steve Wheatcroft,"41' 6""",41.5,1
2012,30,0,12652,Cameron Beckman,"41' 5""",41.417,1
2012,31,0,33122,Russell Knox,"41' 0""",41.0,1
2012,32,0,24140,Sean O'Hair,"40' 9""",81.5,2
2012,33,0,20160,Charlie Wi,"40' 2""",80.25,2
2012,34,0,20104,Ken Duke,"40' 1""",40.083,1
2012,35,0,22348,Nick O'Hern,"38' 7""",38.583,1
2012,36,0,27302,Garth Mulroy,"35' 1""",35.083,1
2012,37,0,32102,Rickie Fowler,"34' 10""",34.833,1
2012,38,0,24361,Pat Perez,"34' 7""",69.083,2
2012,39,0,34021,Bud Cauley,"33' 10""",33.833,1
2012,39,0,25396,Kevin Na,"33' 10""",33.833,1
2012,41,0,26289,Boo Weekley,"32' 10""",32.833,1
2012,42,0,31202,William McGirt,"32' 0""",32.0,1
2012,43,0,25240,D.A. Points,"31' 10""",31.833,1
2012,44,0,6034,Marco Dawson,"30' 7""",30.583,1
2012,45,0,23548,Bill Lunde,"29' 11""",29.917,1
2012,46,0,27963,Chris Stroud,"29' 7""",29.583,1
2012,47,0,21878,Mark Wilson,"28' 5""",28.417,1
2012,48,0,24358,Robert Garrigus,"28' 1""",56.083,2
2012,49,0,19846,Brian Gay,"26' 9""",26.75,1
2012,50,0,6036,Scott Dunlap,"26' 1""",52.083,2
2012,51,0,27095,Nick Watney,"26' 0""",26.0,1
2012,52,0,26476,Chez Reavie,"25' 10""",25.833,1
2012,53,0,25562,Andres Romero,"25' 5""",50.75,2
2012,54,0,33419,Cameron Tringale,"24' 3""",48.5,2
2012,55,0,29420,Billy Horschel,"23' 11""",23.917,1
2012,56,0,24494,Erik Compton,"23' 6""",47.0,2
2012,57,0,29289,S.Y. Noh,"23' 3""",23.25,1
2012,58,0,24138,Ian Poulter,"22' 8""",22.667,1
2012,59,0,30944,Jason Kokrak,"22' 1""",44.083,2
2012,60,0,21753,Brian Davis,"21' 5""",21.417,1
2012,61,0,28307,Matt Every,"21' 2""",21.167,1
2012,62,0,23718,Nathan Green,"20' 8""",20.667,1
2012,63,0,11123,Chris Couch,"20' 3""",40.5,2
2012,64,0,32334,Charlie Beljan,"18' 4""",18.333,1
2012,65,0,30926,Chris Kirk,"17' 8""",17.667,1
2012,66,0,27556,Ted Potter Jr.,"17' 4""",17.333,1
2012,67,0,20691,Greg Owen,"16' 0""",16.0,1
2012,68,0,21407,Arjun Atwal,"15' 3""",15.25,1
2012,69,0,27330,Josh Teater,"12' 3""",12.25,1
2012,70,0,21350,Ryuji Imada,"9' 4""",9.333,1
2012,71,0,24502,Adam Scott,"9' 1""",9.083,1
2012,72,0,27770,Camilo Villegas,"8' 7""",8.583,1
2012,73,0,20645,John Senden,"7' 3""",7.25,1
2012,74,0,12782,Tim Herron,"3' 3""",3.25,1
2012,75,0,26331,Charl Schwartzel,"3' 0""",3.0,1
2011,1,0,35087,Bio Kim,"89' 4""",89.333,1
2011,2,0,26287,Roland Thatcher,"83' 5""",83.417,1
2011,3,0,8375,Paul Stankowski,"80' 10""",80.833,1
2011,4,0,34255,Joseph Bramlett,"70' 10""",70.833,1
2011,5,0,1577,Lee Janzen,"69' 9""",69.75,1
2011,6,0,23108,Matt Kuchar,"69' 3""",69.25,1
2011,7,0,29518,Brendan Steele,"68' 5""",68.417,1
2011,8,0,22913,John Rollins,"67' 2""",67.167,1
2011,9,0,27064,Jhonattan Vegas,"66' 7""",133.083,2
2011,10,0,30750,Tommy Gainey,"65' 8""",131.25,2
2011,11,0,28486,Michael Putnam,"65' 2""",130.25,2
2011,12,0,24290,D.J. Brigman,"60' 7""",60.583,1
2011,13,0,26758,David Hearn,"60' 4""",120.583,2
2011,14,0,21753,Brian Davis,"59' 9""",119.417,2
2011,15,0,10860,Justin Leonard,"56' 10""",56.833,1
2011,16,0,9011,David Duval,"56' 6""",113.0,2
2011,17,0,21407,Arjun Atwal,"55' 8""",55.667,1
2011,18,0,1766,Billy Mayfair,"55' 2""",165.5,3
2011,19,0,27936,Martin Laird,"54' 9""",54.75,1
2011,20,0,31401,Zack Miller,"54' 4""",108.583,2
2011,21,0,23621,Rory Sabbatini,"53' 9""",107.417,2
2011,22,0,32640,Troy Merritt,"53' 2""",106.25,2
2011,23,0,6527,Steve Stricker,"51' 6""",51.5,1
2011,24,0,33413,Ben Martin,"51' 1""",51.083,1
2011,25,0,28679,Fabián Gómez,"51' 0""",101.917,2
2011,26,0,20645,John Senden,"48' 5""",48.417,1
2011,27,0,6643,Paul Goydos,"46' 8""",93.333,2
2011,28,0,21878,Mark Wilson,"46' 0""",46.0,1
2011,29,0,28158,Steve Marino,"45' 4""",136.0,3
2011,30,0,30946,Alex Prugh,"44' 2""",44.167,1
2011,31,0,26951,Johnson Wagner,"41' 1""",41.083,1
2011,32,0,26300,Matt Jones,"41' 0""",41.0,1
2011,33,0,25240,D.A. Points,"40' 10""",40.833,1
2011,34,0,31557,Jim Herman,"40' 9""",81.5,2
2011,35,0,23623,Bo Van Pelt,"38' 4""",38.333,1
2011,36,0,6004,Stephen Ames,"38' 0""",38.0,1
2011,36,0,29420,Billy Horschel,"38' 0""",75.917,2
2011,36,0,26851,Marc Leishman,"38' 0""",76.0,2
2011,39,0,20436,Garrett Willis,"36' 11""",36.917,1
2011,40,0,12510,Chad Campbell,"36' 5""",72.75,2
2011,41,0,22046,Geoff Ogilvy,"36' 1""",36.083,1
2011,42,0,24846,Ricky Barnes,"35' 10""",71.667,2
2011,43,0,2206,David Toms,"35' 4""",35.333,1
2011,44,0,8075,Jerry Kelly,"35' 1""",35.083,1
2011,45,0,26476,Chez Reavie,"34' 10""",69.667,2
2011,45,0,33419,Cameron Tringale,"34' 10""",34.833,1
2011,47,0,12602,Dean Wilson,"34' 6""",34.5,1
2011,48,0,27214,Kevin Streelman,"34' 4""",68.583,2
2011,49,0,25562,Andres Romero,"33' 5""",33.417,1
2011,50,0,20160,Charlie Wi,"32' 7""",32.583,1
2011,51,0,33141,Keegan Bradley,"32' 6""",65.0,2
2011,52,0,23788,D.J. Trahan,"31' 9""",95.333,3
2011,53,0,26679,Kevin Stadler,"31' 4""",94.083,3
2011,54,0,24604,Hunter Haas,"29' 8""",29.667,1
2011,55,0,29910,Blake Adams,"29' 3""",29.25,1
2011,56,0,24980,Scott Gutschewski,"28' 0""",55.917,2
2011,56,0,24361,Pat Perez,"28' 0""",56.0,2
2011,58,0,30692,Scott Stallings,"27' 8""",27.667,1
2011,59,0,24358,Robert Garrigus,"26' 7""",53.167,2
2011,60,0,22348,Nick O'Hern,"22' 3""",22.25,1
2011,61,0,32102,Rickie Fowler,"21' 11""",21.917,1
2011,62,0,34072,Will Strickler,"18' 10""",18.833,1
2011,63,0,6573,Brandt Jobe,"18' 2""",18.167,1
2011,64,0,6522,Ernie Els,"17' 9""",17.75,1
2011,65,0,12716,Charley Hoffman,"16' 5""",16.417,1
2011,66,0,32876,Martin Piller,"16' 4""",16.333,1
2011,67,0,27797,Derek Lamely,"15' 10""",15.833,1
2011,67,0,28475,Jeff Overton,"15' 10""",15.833,1
2011,69,0,23673,Michael Connell,"15' 6""",15.5,1
2011,70,0,28089,Jason Day,"14' 7""",14.583,1
2011,71,0,21805,Harrison Frazar,"8' 5""",8.417,1
2010,1,0,24781,Hunter Mahan,"91' 7""",91.583,1
2010,2,0,24024,Zach Johnson,"84' 9""",84.75,1
2010,3,0,21731,Freddie Jacobson,"71' 11""",71.917,1
2010,4,0,23548,Bill Lunde,"71' 9""",143.5,2
2010,5,0,22371,Aaron Baddeley,"66' 10""",66.833,1
2010,6,0,27141,J.B. Holmes,"66' 7""",133.083,2
2010,7,0,28780,Nicholas Thompson,"62' 11""",62.917,1
2010,8,0,7867,Woody Austin,"62' 7""",62.583,1
2010,9,0,12714,Chris Tidland,"61' 11""",61.917,1
2010,10,0,32102,Rickie Fowler,"61' 5""",122.75,2
2010,11,0,23673,Michael Connell,"60' 8""",60.667,1
2010,12,0,28307,Matt Every,"59' 3""",118.417,2
2010,13,0,20436,Garrett Willis,"59' 2""",59.167,1
2010,14,0,20160,Charlie Wi,"58' 2""",58.167,1
2010,15,0,20378,Mathias Grönberg,"56' 9""",56.75,1
2010,16,0,20229,Stewart Cink,"56' 2""",56.167,1
2010,16,0,10425,Jay Williamson,"56' 2""",56.167,1
2010,18,0,12782,Tim Herron,"55' 3""",110.417,2
2010,19,0,24663,Y.E. Yang,"55' 1""",55.083,1
2010,20,0,23409,James Driscoll,"54' 7""",109.083,2
2010,21,0,20098,Stuart Appleby,"54' 0""",54.0,1
2010,22,0,26596,Ryan Moore,"53' 1""",53.083,1
2010,22,0,25892,Steve Wheatcroft,"53' 1""",53.083,1
2010,24,0,9011,David Duval,"50' 0""",149.917,3
2010,25,0,27330,Josh Teater,"49' 10""",99.583,2
2010,26,0,7749,Brett Quigley,"49' 7""",99.083,2
2010,27,0,6643,Paul Goydos,"49' 4""",49.333,1
2010,28,0,27095,Nick Watney,"47' 8""",95.333,2
2010,29,0,21350,Ryuji Imada,"47' 5""",47.417,1
2010,30,0,23623,Bo Van Pelt,"46' 3""",138.75,3
2010,31,0,20691,Greg Owen,"45' 0""",90.0,2
2010,32,0,22378,Trevor Immelman,"43' 0""",43.0,1
2010,33,0,23718,Nathan Green,"38' 5""",76.75,2
2010,34,0,23325,Vaughn Taylor,"38' 4""",38.333,1
2010,35,0,21949,Joe Ogilvie,"37' 10""",227.167,6
2010,36,0,26301,James Nitties,"37' 6""",112.417,3
2010,37,0,21753,Brian Davis,"36' 5""",72.75,2
2010,38,0,1320,Bob Estes,"36' 4""",36.333,1
2010,39,0,20105,Jeff Gove,"36' 3""",36.25,1
2010,40,0,20070,Matt Bettencourt,"36' 1""",72.083,2
2010,40,0,24912,Will MacKenzie,"36' 1""",72.167,2
2010,42,0,26881,Jarrod Lyle,"35' 9""",35.75,1
2010,43,0,22046,Geoff Ogilvy,"33' 9""",33.75,1
2010,44,0,6595,Kevin Sutherland,"32' 7""",32.583,1
2010,45,0,26695,Michael Letzig,"31' 6""",63.0,2
2010,46,0,1724,Jeff Maggert,"30' 11""",61.833,2
2010,47,0,25686,Jason Dufner,"30' 7""",91.75,3
2010,48,0,29221,Webb Simpson,"30' 6""",30.5,1
2010,49,0,1766,Billy Mayfair,"30' 5""",30.417,1
2010,50,0,26287,Roland Thatcher,"29' 7""",29.583,1
2010,51,0,10423,Mike Weir,"28' 5""",28.417,1
2010,52,0,8725,Tom Gillis,"26' 2""",26.167,1
2010,52,0,23307,Roger Tambellini,"26' 2""",52.333,2
2010,54,0,1948,Tim Petrovic,"25' 6""",50.917,2
2010,55,0,27302,Garth Mulroy,"25' 4""",25.333,1
2010,56,0,28500,Martin Flores,"24' 7""",24.583,1
2010,57,0,27613,David Lutterus,"24' 1""",24.083,1
2010,58,0,23788,D.J. Trahan,"24' 0""",48.0,2
2010,59,0,22405,Justin Rose,"23' 4""",23.333,1
2010,60,0,8537,J.P. Hayes,"22' 8""",22.667,1
2010,61,0,27214,Kevin Streelman,"21' 4""",21.333,1
2010,62,0,1161,Mark Calcavecchia,"21' 3""",21.25,1
2010,63,0,26951,Johnson Wagner,"21' 1""",21.083,1
2010,64,0,12510,Chad Campbell,"13' 2""",13.167,1
2010,65,0,12652,Cameron Beckman,"12' 10""",12.833,1
2010,66,0,27060,John Mallinger,"12' 5""",24.75,2
2010,67,0,24502,Adam Scott,"11' 5""",11.417,1
2010,68,0,23621,Rory Sabbatini,"10' 0""",10.0,1
2010,69,0,12755,Vance Veazey,"7' 1""",7.083,1
2010,70,0,1706,Davis Love III,"3' 3""",3.25,1
2009,1,0,9011,David Duval,"86' 0""",86.0,1
2009,2,0,20070,Matt Bettencourt,"85' 11""",85.917,1
2009,3,0,23325,Vaughn Taylor,"80' 8""",161.333,2
2009,4,0,1766,Billy Mayfair,"76' 3""",152.5,2
2009,5,0,21350,Ryuji Imada,"70' 2""",70.167,1
2009,6,0,27095,Nick Watney,"63' 7""",63.583,1
2009,7,0,23778,Brad Adamonis,"62' 10""",62.833,1
2009,8,0,20766,Padraig Harrington,"60' 11""",60.917,1
2009,9,0,1677,Tom Lehman,"60' 7""",60.583,1
2009,10,0,24846,Ricky Barnes,"59' 6""",59.5,1
2009,11,0,6251,Chris DiMarco,"58' 5""",116.75,2
2009,12,0,7457,Steve Flesch,"57' 9""",57.75,1
2009,13,0,27683,Leif Olson,"54' 10""",54.833,1
2009,14,0,23621,Rory Sabbatini,"54' 1""",54.083,1
2009,15,0,6643,Paul Goydos,"52' 10""",52.833,1
2009,16,0,24925,Jonathan Byrd,"51' 10""",51.833,1
2009,17,0,25190,Jeff Quinney,"51' 8""",103.333,2
2009,18,0,24490,George McNeill,"51' 2""",51.167,1
2009,19,0,22371,Aaron Baddeley,"47' 10""",95.667,2
2009,20,0,27933,John Merrick,"47' 9""",47.75,1
2009,21,0,21753,Brian Davis,"47' 6""",47.5,1
2009,22,0,23718,Nathan Green,"47' 2""",47.167,1
2009,23,0,23048,Eric Axley,"46' 6""",46.5,1
2009,24,0,12782,Tim Herron,"46' 5""",46.417,1
2009,25,0,23108,Matt Kuchar,"46' 2""",46.167,1
2009,26,0,8075,Jerry Kelly,"45' 0""",45.0,1
2009,27,0,26679,Kevin Stadler,"44' 11""",44.917,1
2009,28,0,1161,Mark Calcavecchia,"44' 9""",89.5,2
2009,29,0,20691,Greg Owen,"43' 11""",131.667,3
2009,30,0,24781,Hunter Mahan,"43' 10""",43.833,1
2009,31,0,1810,Phil Mickelson,"43' 7""",87.167,2
2009,32,0,20645,John Senden,"42' 9""",171.083,4
2009,32,0,21878,Mark Wilson,"42' 9""",85.5,2
2009,34,0,24138,Ian Poulter,"42' 7""",42.583,1
2009,35,0,20104,Ken Duke,"41' 6""",41.5,1
2009,35,0,27120,Troy Matteson,"41' 6""",41.5,1
2009,37,0,2214,Kirk Triplett,"41' 5""",165.75,4
2009,38,0,20850,Daniel Chopra,"40' 10""",40.833,1
2009,39,0,24361,Pat Perez,"40' 9""",40.75,1
2009,40,0,25396,Kevin Na,"40' 5""",40.417,1
2009,41,0,20498,Briny Baird,"40' 0""",79.917,2
2009,42,0,10733,Kent Jones,"39' 0""",39.0,1
2009,42,0,26497,Casey Wittenberg,"39' 0""",39.0,1
2009,44,0,30927,Brendon Todd,"38' 8""",77.333,2
2009,45,0,8931,Glen Day,"38' 5""",76.75,2
2009,46,0,23135,Tim Clark,"38' 2""",38.167,1
2009,47,0,24663,Y.E. Yang,"37' 4""",37.333,1
2009,48,0,27649,Brandt Snedeker,"36' 10""",36.833,1
2009,49,0,28780,Nicholas Thompson,"35' 5""",70.833,2
2009,50,0,30925,Dustin Johnson,"33' 7""",67.167,2
2009,51,0,28087,Kris Blanks,"33' 0""",33.0,1
2009,52,0,26695,Michael Letzig,"32' 5""",32.417,1
2009,53,0,29221,Webb Simpson,"31' 11""",63.75,2
2009,54,0,27936,Martin Laird,"31' 10""",63.667,2
2009,55,0,22348,Nick O'Hern,"31' 6""",126.0,4
2009,56,0,28620,Aron Price,"31' 0""",31.0,1
2009,57,0,26851,Marc Leishman,"30' 11""",30.917,1
2009,58,0,22621,Ben Curtis,"30' 1""",30.083,1
2009,59,0,1473,Todd Hamilton,"29' 0""",29.0,1
2009,60,0,25900,Lucas Glover,"28' 6""",56.917,2
2009,61,0,31323,Gary Woodland,"27' 6""",27.5,1
2009,62,0,6539,Rick Price,"27' 2""",27.167,1
2009,63,0,2239,Scott Verplank,"25' 1""",25.083,1
2009,64,0,26420,Richard Johnson,"24' 11""",24.917,1
2009,65,0,24024,Zach Johnson,"24' 4""",24.333,1
2009,66,0,24912,Will MacKenzie,"24' 3""",48.417,2
2009,67,0,26498,Matt Weibring,"23' 2""",23.167,1
2009,68,0,1707,Steve Lowery,"21' 3""",42.5,2
2009,69,0,26289,Boo Weekley,"19' 7""",58.667,3
2009,70,0,25345,Carl Pettersson,"19' 6""",58.417,3
2009,71,0,6012,Greg Kraft,"17' 10""",35.667,2
2009,72,0,28089,Jason Day,"14' 10""",14.833,1
2009,73,0,1226,Fred Couples,"12' 10""",12.833,1
2009,74,0,26951,Johnson Wagner,"12' 5""",12.417,1
2009,75,0,21959,Ted Purdy,"10' 6""",10.5,1
2009,76,0,22892,Jason Gore,"9' 2""",9.167,1
2009,77,0,22961,David Mathis,"8' 8""",8.667,1
2009,78,0,7749,Brett Quigley,"7' 3""",7.25,1
2008,1,0,28780,Nicholas Thompson,"98' 10""",98.833,1
2008,2,0,28158,Steve Marino,"85' 1""",85.083,1
2008,3,0,20634,Peter Lonard,"77' 9""",77.75,1
2008,4,0,25345,Carl Pettersson,"69' 0""",69.0,1
2008,5,0,24227,Justin Bolli,"61' 6""",61.5,1
2008,6,0,24024,Zach Johnson,"60' 0""",60.0,1
2008,7,0,22378,Trevor Immelman,"59' 2""",59.167,1
2008,7,0,27770,Camilo Villegas,"59' 2""",59.167,1
2008,9,0,25842,Jon Mills,"58' 5""",58.417,1
2008,10,0,6621,Joe Durant,"58' 2""",174.417,3
2008,11,0,12826,Paul Claxton,"57' 3""",57.25,1
2008,12,0,8931,Glen Day,"55' 3""",110.5,2
2008,13,0,8845,Scott Sterling,"53' 10""",107.583,2
