YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
2009,0,24357,K.J. Choi,26.02,198,761
2009,0,7223,Brian Bateman,25.94,166,640
2009,0,27466,Spencer Levin,25.93,223,860
2009,0,20634,Peter Lonard,25.89,247,954
2009,0,10733,Kent Jones,25.88,198,765
2009,0,1132,Mark Brooks,25.56,138,540
2009,0,20098,Stuart Appleby,25.51,226,886
2009,0,23353,J.J. Henry,25.51,290,1137
2009,0,26497,Casey Wittenberg,25.26,193,764
2009,0,1766,Billy Mayfair,25.08,248,989
2009,0,24846,Ricky Barnes,24.9,180,723
2009,0,8931,Glen Day,24.82,211,850
2009,0,10885,Robert Allenby,24.8,212,855
2009,0,30927,Brendon Todd,24.73,139,562
2009,0,26668,Marc Turnesa,24.63,215,873
2009,0,10425,Jay Williamson,24.48,189,772
2009,0,6012,Greg Kraft,23.58,125,530
2009,0,26881,Jarrod Lyle,23.54,157,667
2009,0,1677,Tom Lehman,21.36,135,632
2008,0,23320,Ryan Palmer,34.39,260,756
2008,0,2223,Bob Tway,32.56,252,774
2008,0,20766,Padraig Harrington,32.48,177,545
2008,0,23718,Nathan Green,32.13,328,1021
2008,0,27770,Camilo Villegas,31.86,289,907
2008,0,27141,J.B. Holmes,31.57,304,963
2008,0,1810,Phil Mickelson,31.42,290,923
2008,0,26695,Michael Letzig,31.34,299,954
2008,0,27936,Martin Laird,31.26,346,1107
2008,0,12660,Jesper Parnevik,31.2,287,920
2008,0,20850,Daniel Chopra,31.19,277,888
2008,0,24358,Robert Garrigus,30.82,339,1100
2008,0,22371,Aaron Baddeley,30.59,249,814
2008,0,23497,Tag Ridings,30.5,308,1010
2008,0,20104,Ken Duke,30.47,412,1352
2008,0,30750,Tommy Gainey,30.46,191,627
2008,0,21949,Joe Ogilvie,30.38,336,1106
2008,0,24502,Adam Scott,30.3,170,561
2008,0,20229,Stewart Cink,30.15,294,975
2008,0,22892,Jason Gore,30.14,340,1128
2008,0,29718,Anthony Kim,30.09,288,957
2008,0,20433,Mark Hensby,30.07,246,818
2008,0,26596,Ryan Moore,30.04,240,799
2008,0,23621,Rory Sabbatini,30.04,271,902
2008,0,1553,John Huston,29.98,197,657
2008,0,23541,Ben Crane,29.92,304,1016
2008,0,26668,Marc Turnesa,29.92,283,946
2008,0,24361,Pat Perez,29.83,329,1103
2008,0,1945,Kenny Perry,29.81,350,1174
2008,0,25396,Kevin Na,29.8,329,1104
2008,0,23135,Tim Clark,29.79,303,1017
2008,0,19846,Brian Gay,29.71,320,1077
2008,0,23540,Jason Allred,29.64,190,641
2008,0,23048,Eric Axley,29.63,355,1198
2008,0,30925,Dustin Johnson,29.59,311,1051
2008,0,12510,Chad Campbell,29.58,341,1153
2008,0,28475,Jeff Overton,29.56,337,1140
2008,0,20098,Stuart Appleby,29.55,276,934
2008,0,23325,Vaughn Taylor,29.54,358,1212
2008,0,28780,Nicholas Thompson,29.46,357,1212
2008,0,11032,Frank Lickliter II,29.43,362,1230
2008,0,26679,Kevin Stadler,29.42,281,955
2008,0,25190,Jeff Quinney,29.4,284,966
2008,0,21350,Ryuji Imada,29.37,259,882
2008,0,25562,Andres Romero,29.36,207,705
2008,0,20663,Brenden Pappas,29.34,206,702
2008,0,24925,Jonathan Byrd,29.31,282,962
2008,0,1226,Fred Couples,29.26,206,704
2008,0,20378,Mathias Grönberg,29.26,273,933
2008,0,27060,John Mallinger,29.26,304,1039
2008,0,1928,Corey Pavin,29.25,198,677
2008,0,26951,Johnson Wagner,29.2,259,887
2008,0,1948,Tim Petrovic,29.18,295,1011
2008,0,21753,Brian Davis,29.17,369,1265
2008,0,10860,Justin Leonard,29.17,332,1138
2008,0,24449,Parker McLachlin,29.15,274,940
2008,0,10505,Shane Bertsch,29.11,322,1106
2008,0,24924,Bill Haas,29.11,338,1161
2008,0,25720,Chad Collins,29.09,210,722
2008,0,28158,Steve Marino,29.09,411,1413
2008,0,21878,Mark Wilson,29.09,375,1289
2008,0,12652,Cameron Beckman,29.01,271,934
2008,0,25345,Carl Pettersson,29.0,364,1255
2008,0,1941,Tom Pernice Jr.,28.99,347,1197
2008,0,24490,George McNeill,28.97,345,1191
2008,0,23797,Brett Rumford,28.95,218,753
2008,0,27095,Nick Watney,28.94,340,1175
2008,0,1313,Steve Elkington,28.92,293,1013
2008,0,26300,Matt Jones,28.9,293,1014
2008,0,6012,Greg Kraft,28.86,170,589
2008,0,6567,Vijay Singh,28.84,276,957
2008,0,25804,Bubba Watson,28.83,333,1155
2008,0,27214,Kevin Streelman,28.81,376,1305
2008,0,26500,Alejandro Cañizares,28.8,142,493
2008,0,23409,James Driscoll,28.77,265,921
2008,0,6034,Marco Dawson,28.76,176,612
2008,0,12823,Carlos Franco,28.73,231,804
2008,0,2239,Scott Verplank,28.69,272,948
2008,0,28089,Jason Day,28.66,272,949
2008,0,21731,Freddie Jacobson,28.64,248,866
2008,0,12716,Charley Hoffman,28.62,314,1097
2008,0,12782,Tim Herron,28.56,297,1040
2008,0,6575,Dudley Hart,28.45,237,833
2008,0,1706,Davis Love III,28.45,258,907
2008,0,7457,Steve Flesch,28.44,314,1104
2008,0,23788,D.J. Trahan,28.44,318,1118
2008,0,10423,Mike Weir,28.44,287,1009
2008,0,21633,Steve Allan,28.4,169,595
2008,0,23157,Richard Johnson,28.37,223,786
2008,0,6197,Michael Allen,28.35,309,1090
2008,0,10585,Scott McCarron,28.34,208,734
2008,0,2206,David Toms,28.3,225,795
2008,0,1707,Steve Lowery,28.26,223,789
2008,0,25900,Lucas Glover,28.25,302,1069
2008,0,12602,Dean Wilson,28.21,349,1237
2008,0,20572,Rod Pampling,28.15,257,913
2008,0,19803,Ryan Armour,28.12,275,978
2008,0,21209,Sergio Garcia,28.11,237,843
2008,0,1035,Tommy Armour III,28.1,245,872
2008,0,20848,Ángel Cabrera,28.05,161,574
2008,0,25632,Jimmy Walker,28.03,206,735
2008,0,6595,Kevin Sutherland,28.0,336,1200
2008,0,1724,Jeff Maggert,27.88,286,1026
2008,0,7547,Craig Kanada,27.86,185,664
2008,0,23778,Brad Adamonis,27.83,273,981
2008,0,22348,Nick O'Hern,27.83,258,927
2008,0,6522,Ernie Els,27.82,153,550
2008,0,20160,Charlie Wi,27.81,322,1158
2008,0,6004,Stephen Ames,27.8,266,957
2008,0,23614,Rich Beem,27.79,299,1076
2008,0,10885,Robert Allenby,27.76,375,1351
2008,0,24357,K.J. Choi,27.76,229,825
2008,0,1577,Lee Janzen,27.75,267,962
2008,0,10733,Kent Jones,27.74,215,775
2008,0,27649,Brandt Snedeker,27.72,265,956
2008,0,10649,Tom Scherrer,27.7,164,592
2008,0,27120,Troy Matteson,27.66,315,1139
2008,0,24663,Y.E. Yang,27.64,285,1031
2008,0,21461,Kenneth Ferrie,27.61,206,746
2008,0,20634,Peter Lonard,27.56,283,1027
2008,0,20574,Mathew Goggin,27.55,303,1100
2008,0,27561,Nick Flanagan,27.53,269,977
2008,0,25364,Paul Casey,27.52,169,614
2008,0,23623,Bo Van Pelt,27.51,323,1174
2008,0,26289,Boo Weekley,27.51,279,1014
2008,0,10875,Todd Demsey,27.38,250,913
2008,0,20157,Retief Goosen,27.3,169,619
2008,0,7867,Woody Austin,27.27,351,1287
2008,0,21961,Charles Howell III,27.27,324,1188
2008,0,24781,Hunter Mahan,27.26,290,1064
2008,0,22548,Patrick Sheehan,27.24,368,1351
2008,0,1161,Mark Calcavecchia,27.14,206,759
2008,0,1388,Robert Gamez,27.13,248,914
2008,0,10809,Jim Furyk,26.93,303,1125
2008,0,6251,Chris DiMarco,26.9,266,989
2008,0,6527,Steve Stricker,26.89,221,822
2008,0,27933,John Merrick,26.87,294,1094
2008,0,23349,Charles Warren,26.82,254,947
2008,0,22913,John Rollins,26.8,287,1071
2008,0,26631,Cody Freeman,26.79,183,683
2008,0,25349,Tim Wilkinson,26.76,274,1024
2008,0,2002,John Riegger,26.67,223,836
2008,0,20127,Chris Riley,26.62,127,477
2008,0,20472,Alex Cejka,26.53,208,784
2008,0,1473,Todd Hamilton,26.39,275,1042
2008,0,24024,Zach Johnson,26.37,269,1020
2008,0,21805,Harrison Frazar,26.31,216,821
2008,0,7749,Brett Quigley,26.3,237,901
2008,0,22621,Ben Curtis,26.21,227,866
2008,0,6573,Brandt Jobe,26.21,163,622
2008,0,8931,Glen Day,26.19,176,672
2008,0,8385,Omar Uresti,26.19,214,817
2008,0,24912,Will MacKenzie,26.15,188,719
2008,0,6643,Paul Goydos,26.13,231,884
2008,0,24138,Ian Poulter,26.1,137,525
2008,0,1797,Rocco Mediate,26.07,255,978
2008,0,26476,Chez Reavie,26.05,305,1171
2008,0,6621,Joe Durant,26.0,279,1073
2008,0,22046,Geoff Ogilvy,25.98,185,712
2008,0,22806,Doug LaBelle II,25.93,175,675
2008,0,6090,Jim McGovern,25.89,210,811
2008,0,9011,David Duval,25.85,137,530
2008,0,8537,J.P. Hayes,25.68,189,736
2008,0,23125,Brad Elder,25.67,183,713
2008,0,24227,Justin Bolli,25.6,246,961
2008,0,1320,Bob Estes,25.6,278,1086
2008,0,20623,Gavin Coles,25.59,142,555
2008,0,12705,Cliff Kresge,25.51,238,933
2008,0,24140,Sean O'Hair,25.51,239,937
2008,0,23108,Matt Kuchar,25.45,239,939
2008,0,27613,David Lutterus,25.38,151,595
2008,0,27963,Chris Stroud,25.38,231,910
2008,0,1677,Tom Lehman,25.36,139,548
2008,0,12309,Bob Sowards,25.36,158,623
2008,0,20645,John Senden,25.35,289,1140
2008,0,25842,Jon Mills,25.34,260,1026
2008,0,20443,Jin Park,25.32,220,869
2008,0,19913,Ron Whittaker,25.31,143,565
2008,0,20498,Briny Baird,25.25,333,1319
2008,0,8075,Jerry Kelly,25.18,241,957
2008,0,8845,Scott Sterling,25.12,254,1011
2008,0,12826,Paul Claxton,25.08,167,666
2008,0,22582,Kyle Thompson,25.07,180,718
2008,0,25594,Travis Perkins,25.05,130,519
2008,0,22378,Trevor Immelman,24.77,191,771
2008,0,1766,Billy Mayfair,24.68,311,1260
2008,0,1142,Bart Bryant,24.55,231,941
2008,0,22293,Heath Slocum,24.44,305,1248
2008,0,12680,Shigeki Maruyama,23.97,116,484
2008,0,10425,Jay Williamson,23.93,252,1053
2008,0,23353,J.J. Henry,23.68,318,1343
2008,0,1024,Billy Andrade,23.56,180,764
2008,0,20105,Jeff Gove,23.49,132,562
2008,0,26420,Richard Johnson,23.3,147,631
2008,0,21959,Ted Purdy,23.28,173,743
2008,0,20382,Stephen Leaney,22.53,123,546
2008,0,1139,Olin Browne,21.81,193,885
2007,0,24925,Jonathan Byrd,33.45,279,834
2007,0,1161,Mark Calcavecchia,32.75,336,1026
2007,0,24502,Adam Scott,32.75,262,800
2007,0,1249,John Daly,32.2,209,649
2007,0,21731,Freddie Jacobson,32.13,268,834
2007,0,23497,Tag Ridings,32.09,181,564
2007,0,25396,Kevin Na,32.08,299,932
2007,0,8793,Tiger Woods,31.98,245,766
2007,0,12660,Jesper Parnevik,31.84,320,1005
2007,0,22371,Aaron Baddeley,31.8,276,868
2007,0,21350,Ryuji Imada,31.76,357,1124
2007,0,1810,Phil Mickelson,31.6,261,826
2007,0,21949,Joe Ogilvie,31.58,343,1086
2007,0,23621,Rory Sabbatini,31.54,276,875
2007,0,23325,Vaughn Taylor,31.44,315,1002
2007,0,22405,Justin Rose,31.41,218,694
2007,0,10117,Bob Heintz,31.38,289,921
2007,0,27141,J.B. Holmes,31.38,251,800
2007,0,20766,Padraig Harrington,31.35,211,673
2007,0,25804,Bubba Watson,31.28,294,940
2007,0,21633,Steve Allan,31.24,214,685
2007,0,23638,Brendon de Jonge,31.17,259,831
2007,0,22046,Geoff Ogilvy,31.14,274,880
2007,0,12716,Charley Hoffman,30.91,345,1116
2007,0,23614,Rich Beem,30.87,317,1027
2007,0,25345,Carl Pettersson,30.8,389,1263
2007,0,25900,Lucas Glover,30.74,355,1155
2007,0,1948,Tim Petrovic,30.6,366,1196
2007,0,23718,Nathan Green,30.55,336,1100
2007,0,1320,Bob Estes,30.53,305,999
2007,0,24358,Robert Garrigus,30.51,349,1144
2007,0,6522,Ernie Els,30.46,205,673
2007,0,20127,Chris Riley,30.24,186,615
2007,0,22892,Jason Gore,30.21,306,1013
2007,0,23135,Tim Clark,30.16,212,703
2007,0,21209,Sergio Garcia,30.16,231,766
2007,0,29718,Anthony Kim,30.1,329,1093
2007,0,20378,Mathias Grönberg,30.09,331,1100
2007,0,6567,Vijay Singh,30.08,358,1190
2007,0,8537,J.P. Hayes,29.92,301,1006
2007,0,23349,Charles Warren,29.83,369,1237
2007,0,20850,Daniel Chopra,29.81,370,1241
2007,0,6527,Steve Stricker,29.74,281,945
2007,0,1707,Steve Lowery,29.69,261,879
2007,0,21805,Harrison Frazar,29.67,292,984
2007,0,10425,Jay Williamson,29.65,177,597
2007,0,24980,Scott Gutschewski,29.58,210,710
2007,0,28158,Steve Marino,29.37,356,1212
2007,0,23613,Rich Barcelo,29.35,260,886
2007,0,24490,George McNeill,29.34,304,1036
2007,0,27770,Camilo Villegas,29.31,284,969
2007,0,11032,Frank Lickliter II,29.25,325,1111
2007,0,23322,Brett Wetterich,29.25,303,1036
2007,0,26881,Jarrod Lyle,29.23,247,845
2007,0,26596,Ryan Moore,29.22,317,1085
2007,0,10885,Robert Allenby,29.16,319,1094
2007,0,19824,Craig Barlow,29.14,183,628
2007,0,25273,Andrew Buckle,29.1,245,842
2007,0,24449,Parker McLachlin,29.1,250,859
2007,0,24912,Will MacKenzie,29.09,345,1186
2007,0,12680,Shigeki Maruyama,29.03,263,906
2007,0,27120,Troy Matteson,29.03,288,992
2007,0,1941,Tom Pernice Jr.,29.0,335,1155
2007,0,25190,Jeff Quinney,28.99,325,1121
2007,0,24140,Sean O'Hair,28.98,342,1180
2007,0,23623,Bo Van Pelt,28.95,359,1240
2007,0,8375,Paul Stankowski,28.94,158,546
2007,0,7867,Woody Austin,28.92,323,1117
2007,0,1797,Rocco Mediate,28.91,242,837
2007,0,20229,Stewart Cink,28.87,302,1046
2007,0,19846,Brian Gay,28.87,336,1164
2007,0,22293,Heath Slocum,28.8,347,1205
2007,0,1024,Billy Andrade,28.79,296,1028
2007,0,1142,Bart Bryant,28.75,295,1026
2007,0,24361,Pat Perez,28.72,270,940
2007,0,11123,Chris Couch,28.69,251,875
2007,0,21753,Brian Davis,28.66,337,1176
2007,0,24924,Bill Haas,28.63,302,1055
2007,0,24357,K.J. Choi,28.61,285,996
2007,0,28475,Jeff Overton,28.59,205,717
2007,0,23983,Luke Donald,28.55,217,760
2007,0,24781,Hunter Mahan,28.55,312,1093
2007,0,27095,Nick Watney,28.54,296,1037
2007,0,10733,Kent Jones,28.53,333,1167
2007,0,22212,Craig Lile,28.44,242,851
2007,0,2206,David Toms,28.43,251,883
2007,0,20160,Charlie Wi,28.41,298,1049
2007,0,20498,Briny Baird,28.39,392,1381
2007,0,26360,Bubba Dickerson,28.34,142,501
2007,0,6034,Marco Dawson,28.33,230,812
2007,0,12652,Cameron Beckman,28.29,327,1156
2007,0,20472,Alex Cejka,28.25,274,970
2007,0,10423,Mike Weir,28.2,258,915
2007,0,7363,Craig Bowden,28.15,250,888
2007,0,6197,Michael Allen,28.11,235,836
2007,0,24507,Jason Bohn,28.08,187,666
2007,0,22295,Darron Stiles,28.07,201,716
2007,0,23320,Ryan Palmer,28.05,292,1041
2007,0,19803,Ryan Armour,28.01,344,1228
2007,0,22913,John Rollins,28.01,323,1153
2007,0,6643,Paul Goydos,27.98,176,629
2007,0,6595,Kevin Sutherland,27.97,280,1001
2007,0,10809,Jim Furyk,27.83,285,1024
2007,0,26289,Boo Weekley,27.81,319,1147
2007,0,25892,Steve Wheatcroft,27.8,221,795
2007,0,2223,Bob Tway,27.76,314,1131
2007,0,20433,Mark Hensby,27.74,256,923
2007,0,27060,John Mallinger,27.74,301,1085
2007,0,12782,Tim Herron,27.68,302,1091
2007,0,12602,Dean Wilson,27.67,290,1048
2007,0,27649,Brandt Snedeker,27.65,324,1172
2007,0,20104,Ken Duke,27.58,363,1316
2007,0,12195,Tom Johnson,27.58,230,834
2007,0,27933,John Merrick,27.58,302,1095
2007,0,26882,Michael Sim,27.57,166,602
2007,0,12705,Cliff Kresge,27.54,342,1242
2007,0,28486,Michael Putnam,27.5,305,1109
2007,0,20098,Stuart Appleby,27.39,221,807
2007,0,1724,Jeff Maggert,27.36,258,943
2007,0,21961,Charles Howell III,27.32,268,981
2007,0,25686,Jason Dufner,27.29,319,1169
2007,0,7749,Brett Quigley,27.27,237,869
2007,0,24138,Ian Poulter,27.26,181,664
2007,0,6373,José María Olazábal,27.25,133,488
2007,0,21470,Daisuke Maruyama,27.23,260,955
2007,0,8075,Jerry Kelly,27.22,307,1128
2007,0,21528,Henrik Stenson,27.22,138,507
2007,0,20628,Arron Oberholser,27.2,207,761
2007,0,7547,Craig Kanada,27.16,330,1215
2007,0,26951,Johnson Wagner,27.16,321,1182
2007,0,24290,D.J. Brigman,27.14,203,748
2007,0,7457,Steve Flesch,27.12,320,1180
2007,0,27963,Chris Stroud,27.11,206,760
2007,0,8881,Tripp Isenhour,27.1,242,893
2007,0,2239,Scott Verplank,27.09,253,934
2007,0,1313,Steve Elkington,27.07,255,942
2007,0,1388,Robert Gamez,27.04,269,995
2007,0,1766,Billy Mayfair,26.96,323,1198
2007,0,2246,Duffy Waldorf,26.96,224,831
2007,0,20574,Mathew Goggin,26.94,323,1199
2007,0,20634,Peter Lonard,26.94,253,939
2007,0,21806,Paul Gow,26.92,203,754
2007,0,8931,Glen Day,26.89,252,937
2007,0,10213,Dicky Pride,26.89,206,766
2007,0,20645,John Senden,26.89,330,1227
2007,0,7223,Brian Bateman,26.82,151,563
2007,0,23353,J.J. Henry,26.82,273,1018
2007,0,23800,Bryce Molder,26.82,155,578
2007,0,24024,Zach Johnson,26.81,233,869
2007,0,12510,Chad Campbell,26.8,276,1030
2007,0,1577,Lee Janzen,26.79,198,739
2007,0,20623,Gavin Coles,26.77,250,934
2007,0,23108,Matt Kuchar,26.67,252,945
2007,0,23048,Eric Axley,26.64,313,1175
2007,0,10860,Justin Leonard,26.61,294,1105
2007,0,12714,Chris Tidland,26.59,167,628
2007,0,20572,Rod Pampling,26.57,279,1050
2007,0,21660,Jason Schultz,26.52,175,660
2007,0,27702,Matt Hendrix,26.51,189,713
2007,0,1035,Tommy Armour III,26.5,256,966
2007,0,6004,Stephen Ames,26.49,236,891
2007,0,1945,Kenny Perry,26.44,266,1006
2007,0,2214,Kirk Triplett,26.41,239,905
2007,0,20691,Greg Owen,26.4,255,966
2007,0,21878,Mark Wilson,26.37,255,967
2007,0,20157,Retief Goosen,26.28,133,506
2007,0,6251,Chris DiMarco,26.26,219,834
2007,0,21959,Ted Purdy,26.24,311,1185
2007,0,2101,Joey Sindelar,26.17,235,898
2007,0,23788,D.J. Trahan,26.15,312,1193
2007,0,6515,Shaun Micheel,26.12,273,1045
2007,0,1706,Davis Love III,26.03,195,749
2007,0,23933,Michael Boyd,25.97,168,647
2007,0,8123,Jeff Brehaut,25.94,173,667
2007,0,22348,Nick O'Hern,25.92,191,737
2007,0,20105,Jeff Gove,25.83,335,1297
2007,0,1928,Corey Pavin,25.71,227,883
2007,0,26679,Kevin Stadler,25.54,274,1073
2007,0,22621,Ben Curtis,25.49,222,871
2007,0,19972,José Coceres,25.39,130,512
2007,0,1677,Tom Lehman,25.3,192,759
2007,0,29476,Kyle Reifers,25.22,202,801
2007,0,24457,Jaco Van Zyl,25.0,141,564
2007,0,1381,Fred Funk,24.96,169,677
2007,0,21646,David Branshaw,24.82,240,967
2007,0,22806,Doug LaBelle II,24.65,285,1156
2007,0,20382,Stephen Leaney,24.6,248,1008
2007,0,2104,Jeff Sluman,24.55,151,615
2007,0,1473,Todd Hamilton,24.39,190,779
2007,0,6621,Joe Durant,24.32,261,1073
2007,0,20859,Anders Hansen,24.26,140,577
2007,0,22378,Trevor Immelman,24.19,194,802
2007,0,26420,Richard Johnson,23.56,249,1057
2007,0,1157,Tom Byrum,22.36,125,559
2007,0,2036,Jim Rutledge,21.96,139,633
2007,0,1132,Mark Brooks,21.85,125,572
2006,0,1810,Phil Mickelson,35.66,302,847
2006,0,8793,Tiger Woods,35.26,244,692
2006,0,20850,Daniel Chopra,34.75,424,1220
2006,0,23325,Vaughn Taylor,34.26,346,1010
2006,0,24925,Jonathan Byrd,33.09,273,825
2006,0,20608,David Howell,32.88,168,511
2006,0,21805,Harrison Frazar,32.7,342,1046
2006,0,8537,J.P. Hayes,32.6,207,635
2006,0,23541,Ben Crane,32.28,287,889
2006,0,23322,Brett Wetterich,32.23,322,999
2006,0,25900,Lucas Glover,32.02,390,1218
2006,0,12716,Charley Hoffman,31.94,374,1171
2006,0,6197,Michael Allen,31.86,302,948
2006,0,6567,Vijay Singh,31.77,387,1218
2006,0,23497,Tag Ridings,31.72,348,1097
2006,0,22405,Justin Rose,31.72,368,1160
2006,0,27095,Nick Watney,31.72,354,1116
2006,0,1941,Tom Pernice Jr.,31.7,382,1205
2006,0,27141,J.B. Holmes,31.56,285,903
2006,0,20098,Stuart Appleby,31.53,279,885
2006,0,1706,Davis Love III,31.53,286,907
2006,0,1249,John Daly,31.47,169,537
2006,0,22046,Geoff Ogilvy,31.44,249,792
2006,0,24358,Robert Garrigus,31.43,303,964
2006,0,2206,David Toms,31.43,258,821
2006,0,22371,Aaron Baddeley,31.36,249,794
2006,0,23718,Nathan Green,31.32,369,1178
2006,0,20766,Padraig Harrington,31.18,183,587
2006,0,23048,Eric Axley,31.14,327,1050
2006,0,10885,Robert Allenby,31.09,291,936
2006,0,23623,Bo Van Pelt,31.09,378,1216
2006,0,24781,Hunter Mahan,31.06,369,1188
2006,0,19846,Brian Gay,31.05,377,1214
2006,0,20229,Stewart Cink,30.99,318,1026
2006,0,21949,Joe Ogilvie,30.99,330,1065
2006,0,23320,Ryan Palmer,30.93,352,1138
2006,0,9011,David Duval,30.91,230,744
2006,0,12660,Jesper Parnevik,30.9,300,971
2006,0,12680,Shigeki Maruyama,30.86,325,1053
2006,0,6034,Marco Dawson,30.74,312,1015
2006,0,22913,John Rollins,30.73,331,1077
2006,0,10423,Mike Weir,30.73,311,1012
2006,0,23135,Tim Clark,30.66,287,936
2006,0,25804,Bubba Watson,30.66,290,946
2006,0,20572,Rod Pampling,30.65,289,943
2006,0,1577,Lee Janzen,30.58,274,896
2006,0,7013,Wes Short Jr.,30.56,331,1083
2006,0,6527,Steve Stricker,30.56,231,756
2006,0,27770,Camilo Villegas,30.55,333,1090
2006,0,19824,Craig Barlow,30.54,262,858
2006,0,11123,Chris Couch,30.53,272,891
2006,0,1161,Mark Calcavecchia,30.51,317,1039
2006,0,6522,Ernie Els,30.51,223,731
2006,0,7867,Woody Austin,30.49,368,1207
2006,0,10809,Jim Furyk,30.47,340,1116
2006,0,21209,Sergio Garcia,30.43,203,667
2006,0,6004,Stephen Ames,30.41,225,740
2006,0,24502,Adam Scott,30.39,255,839
2006,0,25240,D.A. Points,30.35,275,906
2006,0,23983,Luke Donald,30.29,226,746
2006,0,10505,Shane Bertsch,30.28,354,1169
2006,0,26596,Ryan Moore,30.27,224,740
2006,0,20157,Retief Goosen,30.26,213,704
2006,0,1553,John Huston,30.24,244,807
2006,0,23621,Rory Sabbatini,30.18,290,961
2006,0,22378,Trevor Immelman,30.06,321,1068
2006,0,24361,Pat Perez,30.05,174,579
2006,0,20127,Chris Riley,30.03,276,919
2006,0,12755,Vance Veazey,30.02,196,653
2006,0,1035,Tommy Armour III,29.97,223,744
2006,0,22892,Jason Gore,29.97,285,951
2006,0,2239,Scott Verplank,29.9,305,1020
2006,0,25936,Alex Aragon,29.89,194,649
2006,0,26360,Bubba Dickerson,29.89,338,1131
2006,0,11032,Frank Lickliter II,29.87,354,1185
2006,0,21878,Mark Wilson,29.85,277,928
2006,0,24140,Sean O'Hair,29.74,339,1140
2006,0,25345,Carl Pettersson,29.62,308,1040
2006,0,21731,Freddie Jacobson,29.61,191,645
2006,0,10733,Kent Jones,29.54,350,1185
2006,0,2104,Jeff Sluman,29.54,350,1185
2006,0,24924,Bill Haas,29.39,325,1106
2006,0,8123,Jeff Brehaut,29.35,341,1162
2006,0,20472,Alex Cejka,29.33,325,1108
2006,0,21407,Arjun Atwal,29.32,319,1088
2006,0,20121,Todd Fischer,29.27,324,1107
2006,0,12602,Dean Wilson,29.26,381,1302
2006,0,23614,Rich Beem,29.25,289,988
2006,0,6251,Chris DiMarco,29.22,272,931
2006,0,1761,Len Mattiace,29.21,182,623
2006,0,20628,Arron Oberholser,29.2,287,983
2006,0,20378,Mathias Grönberg,29.17,311,1066
2006,0,1139,Olin Browne,29.06,349,1201
2006,0,20593,Greg Chalmers,29.06,206,709
2006,0,24980,Scott Gutschewski,29.06,177,609
2006,0,2214,Kirk Triplett,29.05,190,654
2006,0,7749,Brett Quigley,29.04,372,1281
2006,0,23788,D.J. Trahan,29.03,299,1030
2006,0,6575,Dudley Hart,28.99,276,952
2006,0,1666,Bernhard Langer,28.94,246,850
2006,0,12760,Danny Ellis,28.93,208,719
2006,0,6373,José María Olazábal,28.89,197,682
2006,0,20498,Briny Baird,28.87,280,970
2006,0,20691,Greg Owen,28.87,274,949
2006,0,25632,Jimmy Walker,28.84,186,645
2006,0,23409,James Driscoll,28.83,254,881
2006,0,24138,Ian Poulter,28.8,178,618
2006,0,2110,Jerry Smith,28.79,317,1101
2006,0,20631,David McKenzie,28.69,272,948
2006,0,6621,Joe Durant,28.67,363,1266
2006,0,8835,Kris Cox,28.66,276,963
2006,0,24912,Will MacKenzie,28.65,308,1075
2006,0,21959,Ted Purdy,28.62,348,1216
2006,0,20099,Doug Barron,28.59,227,794
2006,0,21470,Daisuke Maruyama,28.5,267,937
2006,0,8075,Jerry Kelly,28.46,343,1205
2006,0,7457,Steve Flesch,28.43,387,1361
2006,0,26420,Richard Johnson,28.43,317,1115
2006,0,28475,Jeff Overton,28.41,310,1091
2006,0,2246,Duffy Waldorf,28.35,311,1097
2006,0,21753,Brian Davis,28.34,299,1055
2006,0,1707,Steve Lowery,28.33,323,1140
2006,0,1329,Brad Faxon,28.13,229,814
2006,0,23353,J.J. Henry,28.12,320,1138
2006,0,27120,Troy Matteson,28.12,338,1202
2006,0,1320,Bob Estes,28.07,286,1019
2006,0,6515,Shaun Micheel,28.05,317,1130
2006,0,12645,Brent Geiberger,28.04,318,1134
2006,0,21350,Ryuji Imada,28.04,332,1184
2006,0,12510,Chad Campbell,28.02,295,1053
2006,0,6573,Brandt Jobe,28.02,297,1060
2006,0,1042,Paul Azinger,28.0,273,975
2006,0,12823,Carlos Franco,27.98,282,1008
2006,0,10565,Ian Leggatt,27.93,241,863
2006,0,24507,Jason Bohn,27.89,343,1230
2006,0,20382,Stephen Leaney,27.88,283,1015
2006,0,19881,Robert Damron,27.87,289,1037
2006,0,6350,Bob May,27.86,214,768
2006,0,22293,Heath Slocum,27.84,316,1135
2006,0,20574,Mathew Goggin,27.78,235,846
2006,0,21660,Jason Schultz,27.73,236,851
2006,0,1024,Billy Andrade,27.7,244,881
2006,0,2223,Bob Tway,27.68,248,896
2006,0,1388,Robert Gamez,27.67,303,1095
2006,0,1887,Mark O'Meara,27.66,148,535
2006,0,24357,K.J. Choi,27.53,310,1126
2006,0,23349,Charles Warren,27.51,301,1094
2006,0,1724,Jeff Maggert,27.5,261,949
2006,0,1473,Todd Hamilton,27.38,201,734
2006,0,27943,Matt Hansen,27.36,217,793
2006,0,1948,Tim Petrovic,27.35,274,1002
2006,0,22946,Henrik Bjornstad,27.3,300,1099
2006,0,1619,Skip Kendall,27.24,237,870
2006,0,20645,John Senden,27.23,323,1186
