YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP
2024,0,57975,Harry Hall,-.118
2024,0,48084,Wesley Bryan,-.114
2024,0,32757,Patton Kizzire,-.089
2024,0,27936,Martin Laird,-.088
2024,0,54783,Dylan Wu,-.087
2024,0,33948,Byeong Hun An,-.086
2024,0,51977,Max Greyserman,-.082
2024,0,24502,Adam Scott,-.079
2024,0,55893,Sam Stevens,-.071
2024,0,46046,Scottie Scheffler,-.067
2024,0,23320,Ryan Palmer,-.063
2024,0,33448,Justin Thomas,-.061
2024,0,46113,Ryan McCormick,-.058
2024,0,37275,Sam Ryder,-.054
2024,0,28089,Jason Day,-.053
2024,0,52375,Doug Ghim,-.051
2024,0,35450,Patrick Cantlay,-.045
2024,0,27064,Jhonattan Vegas,-.043
2024,0,27349,Alex Noren,-.042
2024,0,29725,Tony Finau,-.040
2024,0,48117,Kurt Kitayama,-.040
2024,0,34046,Jordan Spieth,-.038
2024,0,51634,Sahith Theegala,-.033
2024,0,48081,Xander Schauffele,-.030
2024,0,51349,Nico Echavarria,-.024
2024,0,39971,Sungjae Im,-.023
2024,0,59095,Chris Gotterup,-.021
2024,0,34255,Joseph Bramlett,-.020
2024,0,30926,Chris Kirk,-.019
2024,0,59143,Mac Meissner,-.019
2024,0,47663,Kevin Dougherty,-.017
2024,0,57366,Cameron Young,-.015
2024,0,39997,Corey Conners,-.014
2024,0,54576,Patrick Fishburn,-.014
2024,0,27214,Kevin Streelman,-.010
2024,0,25900,Lucas Glover,-.009
2024,0,28775,Nate Lashley,-.009
2024,0,60004,Jacob Bridgeman,-.008
2024,0,52215,Robert MacIntyre,-.008
2024,0,49947,Taylor Moore,-.006
2024,0,29420,Billy Horschel,E
2024,0,40162,Justin Lower,E
2024,0,33968,Thorbjørn Olesen,E
2024,0,27139,David Skinns,E
2024,0,52374,Brandon Wu,E
2024,0,51766,Wyndham Clark,+.007
2024,0,60067,Joe Highsmith,+.009
2024,0,37378,Min Woo Lee,+.016
2024,0,48119,Ben Taylor,+.016
2024,0,35506,Mackenzie Hughes,+.017
2024,0,47504,Sam Burns,+.019
2024,0,36326,David Lipsky,+.020
2024,0,52955,Ludvig Åberg,+.026
2024,0,36699,Patrick Rodgers,+.027
2024,0,40006,Erik van Rooyen,+.028
2024,0,54591,Ben Griffin,+.030
2024,0,35532,Tom Hoge,+.030
2024,0,50188,S.H. Kim,+.031
2024,0,28237,Rory McIlroy,+.031
2024,0,25493,Nick Taylor,+.031
2024,0,35617,Martin Trainer,+.031
2024,0,35461,Beau Hossler,+.032
2024,0,55182,Tom Kim,+.032
2024,0,32366,Kevin Chappell,+.034
2024,0,32839,Hideki Matsuyama,+.037
2024,0,48699,Callum Tarren,+.037
2024,0,34587,Chan Kim,+.038
2024,0,33204,Shane Lowry,+.042
2024,0,34256,Andrew Putnam,+.044
2024,0,47591,Eric Cole,+.045
2024,0,37212,Paul Barjon,+.046
2024,0,39975,Michael Kim,+.047
2024,0,30163,Henrik Norlander,+.048
2024,0,56630,Akshay Bhatia,+.049
2024,0,39546,Keith Mitchell,+.049
2024,0,57900,Chandler Phillips,+.049
2024,0,27649,Brandt Snedeker,+.050
2024,0,32070,Rafael Campos,+.051
2024,0,47988,Nick Hardy,+.052
2024,0,47993,Denny McCarthy,+.052
2024,0,40115,Adam Svensson,+.052
2024,0,36801,Mark Hubbard,+.054
2024,0,50493,Justin Suh,+.055
2024,0,40058,Zac Blair,+.056
2024,0,35310,Lanto Griffin,+.057
2024,0,36799,Stephan Jaeger,+.058
2024,0,40098,Matt Fitzpatrick,+.059
2024,0,30927,Brendon Todd,+.061
2024,0,37455,Si Woo Kim,+.062
2024,0,48887,Matt Wallace,+.063
2024,0,50095,Austin Smotherman,+.064
2024,0,27330,Josh Teater,+.064
2024,0,39327,Ben Silverman,+.065
2024,0,55789,Taylor Montgomery,+.066
2024,0,52514,Trace Crowe,+.067
2024,0,46414,Aaron Rai,+.067
2024,0,48867,Matti Schmid,+.068
2024,0,54421,Garrick Higgo,+.070
2024,0,29936,Ryan Fox,+.074
2024,0,12716,Charley Hoffman,+.074
2024,0,26476,Chez Reavie,+.074
2024,0,46442,Maverick McNealy,+.075
2024,0,51696,Rico Hoey,+.076
2024,0,46441,Robby Shelton,+.076
2024,0,45609,Tyler Duncan,+.078
2024,0,51890,Greyson Sigg,+.078
2024,0,50525,Collin Morikawa,+.081
2024,0,56149,Wilson Furr,+.082
2024,0,40250,Taylor Pendrith,+.083
2024,0,49771,J.T. Poston,+.083
2024,0,46340,Alex Smalley,+.083
2024,0,33408,Tyson Alexander,+.086
2024,0,28252,Seamus Power,+.086
2024,0,32791,K.H. Lee,+.088
2024,0,34563,Chesson Hadley,+.089
2024,0,51997,Andrew Novak,+.089
2024,0,47995,Davis Riley,+.089
2024,0,51894,Vince Whaley,+.089
2024,0,32367,Jorge Campillo,+.090
2024,0,47983,Chad Ramey,+.090
2024,0,26596,Ryan Moore,+.091
2024,0,47420,Jake Knapp,+.092
2024,0,27129,Luke List,+.092
2024,0,40026,Daniel Berger,+.097
2024,0,60767,Blaine Hale Jr.,+.097
2024,0,45242,Kevin Yu,+.098
2024,0,46717,Viktor Hovland,+.100
2024,0,45522,Christiaan Bezuidenhout,+.101
2024,0,33141,Keegan Bradley,+.101
2024,0,52666,Sami Valimaki,+.101
2024,0,23108,Matt Kuchar,+.103
2024,0,33399,Adam Hadwin,+.104
2024,0,32640,Troy Merritt,+.104
2024,0,50484,Hayden Springer,+.105
2024,0,34021,Bud Cauley,+.106
2024,0,58168,Davis Thompson,+.109
2024,0,24024,Zach Johnson,+.110
2024,0,30911,Tommy Fleetwood,+.111
2024,0,32333,Kevin Tway,+.111
2024,0,27770,Camilo Villegas,+.113
2024,0,33486,Roger Sloan,+.117
2024,0,49960,Sepp Straka,+.120
2024,0,22371,Aaron Baddeley,+.122
2024,0,34098,Russell Henley,+.122
2024,0,29908,C.T. Pan,+.122
2024,0,47347,Adam Schenk,+.125
2024,0,39324,J.J. Spaun,+.125
2024,0,47679,Victor Perez,+.126
2024,0,32102,Rickie Fowler,+.129
2024,0,29535,Brice Garnett,+.129
2024,0,36871,Matt NeSmith,+.129
2024,0,38991,Alejandro Tosti,+.131
2024,0,22405,Justin Rose,+.134
2024,0,55454,Carl Yuan,+.134
2024,0,34374,Erik Barnes,+.135
2024,0,31646,Emiliano Grillo,+.142
2024,0,52372,Cameron Champ,+.144
2024,0,59442,Parker Coody,+.146
2024,0,29478,Kevin Kisner,+.146
2024,0,34076,Joel Dahmen,+.147
2024,0,47483,Will Zalatoris,+.150
2024,0,33653,Thomas Detry,+.153
2024,0,34466,Peter Malnati,+.153
2024,0,48153,Matthieu Pavon,+.154
2024,0,51287,Ryo Hisatsune,+.155
2024,0,31323,Gary Woodland,+.156
2024,0,59866,Nick Dunlap,+.157
