YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,1,0,35450,Patrick Cantlay,67.43,472,7
2024,2,0,46046,Scottie Scheffler,67.5,675,10
2024,3,0,52955,Ludvig Åberg,67.86,475,7
2024,4,0,55893,Sam Stevens,68.0,1088,16
2024,4,0,27064,Jhonattan Vegas,68.0,748,11
2024,6,0,47504,Sam Burns,68.17,818,12
2024,7,0,33141,Keegan Bradley,68.2,682,10
2024,8,0,48081,Xander Schauffele,68.36,752,11
2024,9,0,39971,Sungjae Im,68.45,753,11
2024,10,0,46717,Viktor Hovland,68.5,411,6
2024,10,0,34587,Chan Kim,68.5,959,14
2024,10,0,32839,Hideki Matsuyama,68.5,685,10
2024,13,0,29725,Tony Finau,68.55,754,11
2024,14,0,47983,Chad Ramey,68.64,961,14
2024,14,0,51634,Sahith Theegala,68.64,961,14
2024,16,0,46414,Aaron Rai,68.67,1030,15
2024,17,0,48867,Matti Schmid,68.69,893,13
2024,18,0,35532,Tom Hoge,68.72,1237,18
2024,19,0,50095,Austin Smotherman,68.78,619,9
2024,20,0,54421,Garrick Higgo,68.79,963,14
2024,21,0,35310,Lanto Griffin,68.8,688,10
2024,22,0,29936,Ryan Fox,68.82,757,11
2024,22,0,36884,Ben Kohles,68.82,1170,17
2024,24,0,28252,Seamus Power,68.83,826,12
2024,25,0,52375,Doug Ghim,68.85,895,13
2024,26,0,46442,Maverick McNealy,68.86,964,14
2024,27,0,32333,Kevin Tway,68.9,689,10
2024,28,0,45522,Christiaan Bezuidenhout,68.91,758,11
2024,29,0,33653,Thomas Detry,68.92,896,13
2024,30,0,34076,Joel Dahmen,69.0,966,14
2024,30,0,39975,Michael Kim,69.0,759,11
2024,30,0,39324,J.J. Spaun,69.0,828,12
2024,33,0,51894,Vince Whaley,69.08,898,13
2024,34,0,36799,Stephan Jaeger,69.09,760,11
2024,35,0,57900,Chandler Phillips,69.15,899,13
2024,36,0,29420,Billy Horschel,69.17,830,12
2024,37,0,27644,Brian Harman,69.18,761,11
2024,37,0,29908,C.T. Pan,69.18,761,11
2024,39,0,52513,Carson Young,69.21,969,14
2024,40,0,25900,Lucas Glover,69.27,1039,15
2024,41,0,37378,Min Woo Lee,69.3,693,10
2024,42,0,57975,Harry Hall,69.31,901,13
2024,42,0,50525,Collin Morikawa,69.31,901,13
2024,44,0,54591,Ben Griffin,69.37,1318,19
2024,45,0,56630,Akshay Bhatia,69.38,1110,16
2024,45,0,60004,Jacob Bridgeman,69.38,902,13
2024,45,0,51997,Andrew Novak,69.38,902,13
2024,45,0,50484,Hayden Springer,69.38,902,13
2024,49,0,40162,Justin Lower,69.42,833,12
2024,50,0,24502,Adam Scott,69.44,625,9
2024,51,0,51766,Wyndham Clark,69.45,764,11
2024,52,0,39997,Corey Conners,69.47,1042,15
2024,52,0,37275,Sam Ryder,69.47,1042,15
2024,54,0,27936,Martin Laird,69.5,695,10
2024,54,0,32791,K.H. Lee,69.5,834,12
2024,54,0,28237,Rory McIlroy,69.5,556,8
2024,54,0,40006,Erik van Rooyen,69.5,834,12
2024,58,0,59836,Pierceson Coody,69.57,974,14
2024,58,0,51890,Greyson Sigg,69.57,974,14
2024,58,0,30927,Brendon Todd,69.57,974,14
2024,61,0,47420,Jake Knapp,69.58,835,12
2024,61,0,39327,Ben Silverman,69.58,835,12
2024,63,0,45609,Tyler Duncan,69.62,905,13
2024,64,0,29221,Webb Simpson,69.63,557,8
2024,65,0,52514,Trace Crowe,69.64,766,11
2024,65,0,40098,Matt Fitzpatrick,69.64,975,14
2024,67,0,47679,Victor Perez,69.67,836,12
2024,68,0,51349,Nico Echavarria,69.69,906,13
2024,68,0,54576,Patrick Fishburn,69.69,906,13
2024,68,0,26476,Chez Reavie,69.69,906,13
2024,68,0,46441,Robby Shelton,69.69,906,13
2024,68,0,52374,Brandon Wu,69.69,1115,16
2024,73,0,40026,Daniel Berger,69.7,697,10
2024,74,0,59143,Mac Meissner,69.73,767,11
2024,75,0,33399,Adam Hadwin,69.75,1116,16
2024,76,0,47347,Adam Schenk,69.77,907,13
2024,77,0,48887,Matt Wallace,69.78,628,9
2024,78,0,36801,Mark Hubbard,69.8,1047,15
2024,79,0,50188,S.H. Kim,69.82,1187,17
2024,80,0,51696,Rico Hoey,69.85,908,13
2024,80,0,35506,Mackenzie Hughes,69.85,908,13
2024,80,0,32640,Troy Merritt,69.85,908,13
2024,80,0,39546,Keith Mitchell,69.85,908,13
2024,84,0,32757,Patton Kizzire,69.86,978,14
2024,85,0,51287,Ryo Hisatsune,69.87,1048,15
2024,86,0,52453,Nicolai Højgaard,69.88,559,8
2024,87,0,29535,Brice Garnett,69.9,699,10
2024,88,0,26596,Ryan Moore,69.91,769,11
2024,89,0,40058,Zac Blair,69.92,839,12
2024,89,0,32070,Rafael Campos,69.92,839,12
2024,89,0,47988,Nick Hardy,69.92,909,13
2024,92,0,28775,Nate Lashley,69.93,979,14
2024,92,0,36871,Matt NeSmith,69.93,979,14
2024,92,0,54783,Dylan Wu,69.93,1049,15
2024,95,0,48084,Wesley Bryan,70.0,560,8
2024,95,0,32367,Jorge Campillo,70.0,630,9
2024,95,0,34563,Chesson Hadley,70.0,980,14
2024,95,0,60067,Joe Highsmith,70.0,910,13
2024,95,0,12716,Charley Hoffman,70.0,840,12
2024,95,0,23108,Matt Kuchar,70.0,700,10
2024,95,0,33204,Shane Lowry,70.0,700,10
2024,95,0,40250,Taylor Pendrith,70.0,630,9
2024,95,0,27649,Brandt Snedeker,70.0,840,12
2024,104,0,47591,Eric Cole,70.06,1261,18
2024,105,0,50493,Justin Suh,70.08,911,13
2024,106,0,32102,Rickie Fowler,70.09,771,11
2024,107,0,34256,Andrew Putnam,70.13,1052,15
2024,108,0,37455,Si Woo Kim,70.15,912,13
2024,109,0,51977,Max Greyserman,70.17,842,12
2024,109,0,34098,Russell Henley,70.17,421,6
2024,109,0,48117,Kurt Kitayama,70.17,842,12
2024,112,0,49960,Sepp Straka,70.18,772,11
2024,113,0,34374,Erik Barnes,70.22,632,9
2024,113,0,24024,Zach Johnson,70.22,632,9
2024,115,0,28089,Jason Day,70.23,913,13
2024,116,0,48153,Matthieu Pavon,70.25,562,8
2024,117,0,57362,Austin Eckroat,70.27,773,11
2024,118,0,55182,Tom Kim,70.3,703,10
2024,119,0,31323,Gary Woodland,70.31,914,13
2024,120,0,52215,Robert MacIntyre,70.36,985,14
2024,120,0,33486,Roger Sloan,70.36,774,11
2024,120,0,58168,Davis Thompson,70.36,985,14
2024,120,0,45242,Kevin Yu,70.36,774,11
2024,124,0,48319,Tom Whitney,70.38,915,13
2024,125,0,34099,Harris English,70.4,1056,15
2024,125,0,31646,Emiliano Grillo,70.4,1056,15
2024,127,0,34255,Joseph Bramlett,70.42,845,12
2024,128,0,35461,Beau Hossler,70.5,846,12
2024,128,0,47993,Denny McCarthy,70.5,987,14
2024,130,0,59095,Chris Gotterup,70.53,1199,17
2024,131,0,45157,Cam Davis,70.54,917,13
2024,132,0,30926,Chris Kirk,70.55,776,11
2024,133,0,34021,Bud Cauley,70.56,635,9
2024,134,0,30163,Henrik Norlander,70.6,706,10
2024,134,0,40115,Adam Svensson,70.6,1059,15
2024,136,0,47483,Will Zalatoris,70.67,636,9
2024,137,0,35617,Martin Trainer,70.7,707,10
2024,138,0,46340,Alex Smalley,70.71,990,14
2024,139,0,34466,Peter Malnati,70.73,1061,15
2024,139,0,36699,Patrick Rodgers,70.73,1061,15
2024,141,0,25493,Nick Taylor,70.82,779,11
2024,142,0,33408,Tyson Alexander,70.86,992,14
2024,143,0,57366,Cameron Young,70.88,567,8
2024,144,0,27330,Josh Teater,70.9,709,10
2024,145,0,49947,Taylor Moore,70.93,1064,15
2024,146,0,30911,Tommy Fleetwood,71.0,710,10
2024,146,0,51070,Vincent Norrman,71.0,568,8
2024,148,0,27214,Kevin Streelman,71.09,782,11
2024,149,0,23320,Ryan Palmer,71.13,569,8
2024,149,0,33448,Justin Thomas,71.13,569,8
2024,151,0,27139,David Skinns,71.15,925,13
2024,151,0,55454,Carl Yuan,71.15,925,13
2024,153,0,22371,Aaron Baddeley,71.17,854,12
2024,153,0,48699,Callum Tarren,71.17,854,12
2024,155,0,47663,Kevin Dougherty,71.21,997,14
2024,156,0,49771,J.T. Poston,71.23,926,13
2024,157,0,55789,Taylor Montgomery,71.25,570,8
2024,158,0,33968,Thorbjørn Olesen,71.29,499,7
2024,159,0,50497,Adrien Dumont de Chassart,71.31,927,13
2024,160,0,34046,Jordan Spieth,71.33,856,12
2024,161,0,52666,Sami Valimaki,71.36,785,11
2024,162,0,32366,Kevin Chappell,71.38,571,8
2024,163,0,47806,Raul Pereda,71.4,714,10
2024,163,0,47995,Davis Riley,71.4,714,10
2024,165,0,55708,Hayden Buckley,71.42,857,12
2024,166,0,27349,Alex Noren,71.44,643,9
2024,167,0,33948,Byeong Hun An,71.5,715,10
2024,167,0,52372,Cameron Champ,71.5,715,10
2024,167,0,56149,Wilson Furr,71.5,715,10
2024,170,0,27129,Luke List,71.55,787,11
2024,171,0,59866,Nick Dunlap,71.64,788,11
2024,172,0,29478,Kevin Kisner,71.67,645,9
2024,173,0,59442,Parker Coody,71.7,717,10
2024,174,0,39977,Max Homa,71.78,646,9
2024,175,0,37212,Paul Barjon,71.8,1077,15
2024,176,0,36326,David Lipsky,71.83,862,12
2024,177,0,27770,Camilo Villegas,71.92,863,12
2024,178,0,38991,Alejandro Tosti,71.93,1007,14
2024,179,0,28420,Ryan Brehm,72.0,864,12
2024,180,0,60767,Blaine Hale Jr.,72.1,721,10
2024,181,0,22405,Justin Rose,72.13,577,8
2024,182,0,48119,Ben Taylor,72.21,1011,14
2024,183,0,54628,Lee Hodges,72.25,867,12
2024,183,0,46113,Ryan McCormick,72.25,867,12
2023,1,0,52955,Ludvig Åberg,66.86,468,7
2023,2,0,46046,Scottie Scheffler,67.56,608,9
2023,3,0,56630,Akshay Bhatia,67.92,883,13
2023,4,0,35450,Patrick Cantlay,68.0,612,9
2023,4,0,58696,Peter Kuest,68.0,544,8
2023,6,0,46717,Viktor Hovland,68.11,613,9
2023,7,0,24502,Adam Scott,68.56,617,9
2023,8,0,55454,Carl Yuan,68.64,961,14
2023,9,0,55182,Tom Kim,68.67,1030,15
2023,9,0,32816,Satoshi Kodaira,68.67,824,12
2023,11,0,52513,Carson Young,68.71,1168,17
2023,12,0,57362,Austin Eckroat,68.75,1100,16
2023,13,0,45242,Kevin Yu,68.8,688,10
2023,14,0,33204,Shane Lowry,68.83,413,6
2023,15,0,25900,Lucas Glover,68.92,896,13
2023,15,0,50525,Collin Morikawa,68.92,827,12
2023,17,0,33653,Thomas Detry,68.93,965,14
2023,17,0,40115,Adam Svensson,68.93,965,14
2023,19,0,33948,Byeong Hun An,68.94,1172,17
2023,20,0,34256,Andrew Putnam,69.0,1173,17
2023,20,0,30927,Brendon Todd,69.0,1035,15
2023,22,0,45157,Cam Davis,69.07,1036,15
2023,22,0,27129,Luke List,69.07,967,14
2023,24,0,51766,Wyndham Clark,69.08,898,13
2023,24,0,34098,Russell Henley,69.08,898,13
2023,26,0,28237,Rory McIlroy,69.14,484,7
2023,27,0,47347,Adam Schenk,69.16,1314,19
2023,28,0,47591,Eric Cole,69.19,1453,21
2023,29,0,35449,Adam Long,69.2,1384,20
2023,30,0,52375,Doug Ghim,69.25,1108,16
2023,30,0,50493,Justin Suh,69.25,1108,16
2023,32,0,35461,Beau Hossler,69.27,1039,15
2023,33,0,32791,K.H. Lee,69.29,970,14
2023,33,0,51634,Sahith Theegala,69.29,970,14
2023,35,0,34076,Joel Dahmen,69.31,901,13
2023,35,0,23320,Ryan Palmer,69.31,901,13
2023,37,0,59018,Ryan Gerard,69.33,624,9
2023,37,0,52374,Brandon Wu,69.33,1040,15
2023,39,0,29725,Tony Finau,69.36,971,14
2023,40,0,54628,Lee Hodges,69.39,1249,18
2023,41,0,55708,Hayden Buckley,69.4,1041,15
2023,41,0,28089,Jason Day,69.4,694,10
2023,41,0,25632,Jimmy Walker,69.4,1041,15
2023,44,0,32448,James Hahn,69.43,972,14
2023,45,0,37338,Zecheng Dou,69.44,1111,16
2023,46,0,30911,Tommy Fleetwood,69.45,764,11
2023,46,0,39954,Cody Gribble,69.45,764,11
2023,48,0,28775,Nate Lashley,69.46,903,13
2023,49,0,49771,J.T. Poston,69.47,1042,15
2023,50,0,23108,Matt Kuchar,69.5,834,12
2023,50,0,46414,Aaron Rai,69.5,1112,16
2023,52,0,47993,Denny McCarthy,69.53,1043,15
2023,53,0,39977,Max Homa,69.54,904,13
2023,53,0,48117,Kurt Kitayama,69.54,904,13
2023,55,0,55789,Taylor Montgomery,69.56,1252,18
2023,56,0,33399,Adam Hadwin,69.58,835,12
2023,57,0,36871,Matt NeSmith,69.6,1044,15
2023,58,0,57975,Harry Hall,69.63,1323,19
2023,58,0,40006,Erik van Rooyen,69.63,1114,16
2023,60,0,27963,Chris Stroud,69.64,766,11
2023,61,0,54591,Ben Griffin,69.65,1393,20
2023,62,0,34099,Harris English,69.67,1045,15
2023,62,0,48081,Xander Schauffele,69.67,418,6
2023,64,0,33413,Ben Martin,69.68,1324,19
2023,65,0,46970,Jon Rahm,69.71,488,7
2023,66,0,54783,Dylan Wu,69.72,1255,18
2023,67,0,30926,Chris Kirk,69.75,1116,16
2023,68,0,34255,Joseph Bramlett,69.77,907,13
2023,69,0,40098,Matt Fitzpatrick,69.78,628,9
2023,70,0,36799,Stephan Jaeger,69.8,1047,15
2023,70,0,37455,Si Woo Kim,69.8,1047,15
2023,72,0,47988,Nick Hardy,69.84,1327,19
2023,73,0,47079,Harrison Endycott,69.86,978,14
2023,74,0,36326,David Lipsky,69.88,1118,16
2023,74,0,51890,Greyson Sigg,69.88,1188,17
2023,74,0,55893,Sam Stevens,69.88,1118,16
2023,77,0,35506,Mackenzie Hughes,69.93,979,14
2023,78,0,33410,Andrew Landry,69.94,1119,16
2023,78,0,27214,Kevin Streelman,69.94,1119,16
2023,80,0,22371,Aaron Baddeley,70.0,770,11
2023,80,0,39997,Corey Conners,70.0,980,14
2023,80,0,34363,Tyrrell Hatton,70.0,770,11
2023,80,0,40162,Justin Lower,70.0,1260,18
2023,84,0,46340,Alex Smalley,70.05,1331,19
2023,85,0,25818,Scott Piercy,70.06,1191,17
2023,86,0,39335,Kevin Roy,70.07,1051,15
2023,87,0,32102,Rickie Fowler,70.09,771,11
2023,88,0,31202,William McGirt,70.1,701,10
2023,88,0,37275,Sam Ryder,70.1,1402,20
2023,90,0,29908,C.T. Pan,70.11,631,9
2023,91,0,45522,Christiaan Bezuidenhout,70.13,1052,15
2023,91,0,58168,Davis Thompson,70.13,1052,15
2023,91,0,32333,Kevin Tway,70.13,1122,16
2023,94,0,35879,Kelly Kraft,70.14,982,14
2023,94,0,51070,Vincent Norrman,70.14,982,14
2023,96,0,48699,Callum Tarren,70.16,1333,19
2023,97,0,34610,Matthias Schwab,70.17,1263,18
2023,97,0,48887,Matt Wallace,70.17,842,12
2023,99,0,31646,Emiliano Grillo,70.18,1193,17
2023,99,0,28252,Seamus Power,70.18,772,11
2023,101,0,39971,Sungjae Im,70.19,1123,16
2023,102,0,49766,Hank Lebioda,70.2,702,10
2023,102,0,29289,S.Y. Noh,70.2,702,10
2023,102,0,53165,Doc Redman,70.2,1053,15
2023,105,0,46601,Trey Mullinax,70.25,843,12
2023,106,0,56762,Will Gordon,70.26,1335,19
2023,107,0,34466,Peter Malnati,70.29,1195,17
2023,107,0,26596,Ryan Moore,70.29,984,14
2023,107,0,46441,Robby Shelton,70.29,1195,17
2023,110,0,35532,Tom Hoge,70.31,1125,16
2023,110,0,49960,Sepp Straka,70.31,914,13
2023,112,0,31323,Gary Woodland,70.33,844,12
2023,113,0,45609,Tyler Duncan,70.36,985,14
2023,113,0,36724,Augusto Núñez,70.36,985,14
2023,115,0,36801,Mark Hubbard,70.38,1126,16
2023,115,0,22405,Justin Rose,70.38,915,13
2023,117,0,49453,Trevor Cone,70.41,1197,17
2023,117,0,46435,Austin Cook,70.41,1197,17
2023,119,0,32757,Patton Kizzire,70.43,986,14
2023,119,0,39546,Keith Mitchell,70.43,986,14
2023,121,0,33408,Tyson Alexander,70.44,1268,18
2023,121,0,48867,Matti Schmid,70.44,1127,16
2023,123,0,57366,Cameron Young,70.46,916,13
2023,124,0,22056,Cameron Percy,70.5,846,12
2023,125,0,31560,Brian Stuard,70.56,1129,16
2023,126,0,39324,J.J. Spaun,70.57,988,14
2023,127,0,26476,Chez Reavie,70.58,847,12
2023,128,0,30163,Henrik Norlander,70.63,1130,16
2023,129,0,20229,Stewart Cink,70.64,777,11
2023,130,0,48084,Wesley Bryan,70.67,636,9
2023,130,0,34563,Chesson Hadley,70.67,1060,15
2023,130,0,50188,S.H. Kim,70.67,1272,18
2023,133,0,40058,Zac Blair,70.69,919,13
2023,134,0,46442,Maverick McNealy,70.71,495,7
2023,134,0,58967,Trevor Werbylo,70.71,1202,17
2023,136,0,34046,Jordan Spieth,70.73,778,11
2023,136,0,33448,Justin Thomas,70.73,778,11
2023,138,0,35310,Lanto Griffin,70.75,566,8
2023,139,0,32640,Troy Merritt,70.76,1203,17
2023,139,0,40250,Taylor Pendrith,70.76,1203,17
2023,141,0,32366,Kevin Chappell,70.78,637,9
2023,142,0,27554,Scott Harrington,70.8,1062,15
2023,142,0,51997,Andrew Novak,70.8,1062,15
2023,144,0,29535,Brice Garnett,70.81,1133,16
2023,144,0,33122,Russell Knox,70.81,1133,16
2023,146,0,27349,Alex Noren,70.82,1204,17
2023,147,0,19803,Ryan Armour,70.84,1346,19
2023,148,0,52372,Cameron Champ,70.85,921,13
