YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
2024,1,0,52453,Nicolai Højgaard,"27' 1""",3139.083,116,-6
2024,2,0,30163,Henrik Norlander,"27' 9""",3912.25,141,-18
2024,3,0,32839,Hideki Matsuyama,"29' 8""",4393.417,148,-11
2024,4,0,27064,Jhonattan Vegas,"29' 10""",4324.667,145,-7
2024,5,0,33399,Adam Hadwin,"29' 11""",5440.083,182,-3
2024,5,0,26476,Chez Reavie,"29' 11""",4902.083,164,-2
2024,7,0,48867,Matti Schmid,"30' 1""",4815.167,160,-11
2024,8,0,48117,Kurt Kitayama,"30' 3""",5168.5,171,-4
2024,9,0,50095,Austin Smotherman,"30' 6""",3351.75,110,+2
2024,10,0,52375,Doug Ghim,"30' 7""",6787.333,222,-9
2024,11,0,33948,Byeong Hun An,"30' 8""",4728.167,154,-5
2024,12,0,34076,Joel Dahmen,"30' 9""",6148.5,200,+9
2024,13,0,57362,Austin Eckroat,"31' 0""",6981.75,225,-14
2024,13,0,46717,Viktor Hovland,"31' 0""",3784.583,122,+3
2024,15,0,25900,Lucas Glover,"31' 3""",6755.333,216,-7
2024,16,0,52955,Ludvig Åberg,"31' 5""",4424.25,141,-14
2024,16,0,36326,David Lipsky,"31' 5""",4997.083,159,-5
2024,18,0,46414,Aaron Rai,"31' 9""",6945.083,219,+4
2024,18,0,46046,Scottie Scheffler,"31' 9""",4694.0,148,-12
2024,18,0,45242,Kevin Yu,"31' 9""",5171.833,163,E
2024,21,0,47679,Victor Perez,"31' 10""",5354.333,168,-8
2024,21,0,33448,Justin Thomas,"31' 10""",4483.167,141,-1
2024,21,0,52513,Carson Young,"31' 10""",6681.833,210,+10
2024,24,0,34021,Bud Cauley,"31' 11""",4336.917,136,-1
2024,24,0,39977,Max Homa,"31' 11""",5769.417,181,-3
2024,24,0,36799,Stephan Jaeger,"31' 11""",5514.417,173,+5
2024,24,0,28775,Nate Lashley,"31' 11""",5329.583,167,-3
2024,24,0,50525,Collin Morikawa,"31' 11""",5807.167,182,-3
2024,24,0,57366,Cameron Young,"31' 11""",5107.833,160,+3
2024,30,0,51287,Ryo Hisatsune,"32' 0""",5766.0,180,-4
2024,30,0,51696,Rico Hoey,"32' 0""",5827.75,182,-1
2024,30,0,37455,Si Woo Kim,"32' 0""",6841.083,214,-2
2024,30,0,59143,Mac Meissner,"32' 0""",5914.167,185,+2
2024,34,0,40026,Daniel Berger,"32' 1""",5898.0,184,+19
2024,34,0,48084,Wesley Bryan,"32' 1""",2858.417,89,+1
2024,34,0,29535,Brice Garnett,"32' 1""",3565.083,111,-5
2024,34,0,48887,Matt Wallace,"32' 1""",4808.667,150,-11
2024,38,0,35532,Tom Hoge,"32' 2""",7873.5,245,+1
2024,38,0,40006,Erik van Rooyen,"32' 2""",5692.75,177,-3
2024,40,0,40115,Adam Svensson,"32' 3""",9006.167,279,+6
2024,41,0,47663,Kevin Dougherty,"32' 4""",4304.333,133,-6
2024,42,0,56630,Akshay Bhatia,"32' 5""",6092.917,188,-7
2024,42,0,27936,Martin Laird,"32' 5""",4954.333,153,E
2024,44,0,36871,Matt NeSmith,"32' 6""",5648.333,174,-1
2024,45,0,37275,Sam Ryder,"32' 7""",5738.667,176,+8
2024,45,0,48081,Xander Schauffele,"32' 7""",5638.833,173,-20
2024,45,0,39327,Ben Silverman,"32' 7""",6419.0,197,-3
2024,48,0,60004,Jacob Bridgeman,"32' 8""",5095.917,156,-9
2024,48,0,46442,Maverick McNealy,"32' 8""",6595.5,202,-16
2024,48,0,22405,Justin Rose,"32' 8""",4677.167,143,+5
2024,51,0,39971,Sungjae Im,"32' 9""",6818.5,208,-2
2024,51,0,33204,Shane Lowry,"32' 9""",4914.833,150,+3
2024,51,0,54783,Dylan Wu,"32' 9""",6546.833,200,+6
2024,54,0,45522,Christiaan Bezuidenhout,"32' 10""",6504.417,198,-7
2024,54,0,51766,Wyndham Clark,"32' 10""",4602.083,140,-6
2024,54,0,47591,Eric Cole,"32' 10""",8329.333,254,-3
2024,54,0,51349,Nico Echavarria,"32' 10""",5935.583,181,+1
2024,54,0,54628,Lee Hodges,"32' 10""",8536.25,260,-9
2024,54,0,52215,Robert MacIntyre,"32' 10""",5313.0,162,-2
2024,60,0,29725,Tony Finau,"32' 11""",5656.0,172,-5
2024,60,0,26596,Ryan Moore,"32' 11""",6486.917,197,+14
2024,62,0,59442,Parker Coody,"33' 1""",4170.5,126,+2
2024,62,0,27644,Brian Harman,"33' 1""",7579.083,229,+2
2024,62,0,51890,Greyson Sigg,"33' 1""",6257.583,189,+6
2024,62,0,29221,Webb Simpson,"33' 1""",4331.5,131,-2
2024,66,0,45157,Cam Davis,"33' 2""",6202.833,187,-2
2024,66,0,32757,Patton Kizzire,"33' 2""",4670.917,141,-1
2024,66,0,32640,Troy Merritt,"33' 2""",6029.417,182,+1
2024,66,0,51070,Vincent Norrman,"33' 2""",3650.667,110,+7
2024,66,0,52666,Sami Valimaki,"33' 2""",5045.75,152,-4
2024,66,0,48319,Tom Whitney,"33' 2""",4479.833,135,+13
2024,72,0,40162,Justin Lower,"33' 3""",7280.417,219,+8
2024,72,0,27139,David Skinns,"33' 3""",5586.667,168,-5
2024,72,0,55893,Sam Stevens,"33' 3""",6514.0,196,-5
2024,72,0,55454,Carl Yuan,"33' 3""",4720.667,142,+4
2024,76,0,40058,Zac Blair,"33' 4""",7405.833,222,+4
2024,76,0,40098,Matt Fitzpatrick,"33' 4""",5831.417,175,-13
2024,76,0,30911,Tommy Fleetwood,"33' 4""",5899.833,177,-7
2024,76,0,60067,Joe Highsmith,"33' 4""",4936.0,148,-3
2024,76,0,46340,Alex Smalley,"33' 4""",5138.667,154,-1
2024,76,0,39324,J.J. Spaun,"33' 4""",6098.167,183,+1
2024,76,0,31323,Gary Woodland,"33' 4""",6662.75,200,-2
2024,76,0,47483,Will Zalatoris,"33' 4""",5004.25,150,-8
2024,84,0,34255,Joseph Bramlett,"33' 5""",6178.083,185,E
2024,84,0,39997,Corey Conners,"33' 5""",6850.333,205,-8
2024,84,0,39975,Michael Kim,"33' 5""",5482.917,164,+4
2024,84,0,37378,Min Woo Lee,"33' 5""",4546.667,136,+5
2024,84,0,51997,Andrew Novak,"33' 5""",6646.667,199,-12
2024,84,0,48153,Matthieu Pavon,"33' 5""",4405.583,132,-4
2024,90,0,47420,Jake Knapp,"33' 6""",5357.583,160,-11
2024,90,0,28252,Seamus Power,"33' 6""",8302.167,248,-8
2024,92,0,52514,Trace Crowe,"33' 7""",4503.917,134,-8
2024,92,0,32102,Rickie Fowler,"33' 7""",5847.0,174,-12
2024,92,0,31646,Emiliano Grillo,"33' 7""",7286.0,217,+7
2024,92,0,24024,Zach Johnson,"33' 7""",3991.75,119,-10
2024,92,0,49960,Sepp Straka,"33' 7""",6146.417,183,E
2024,92,0,25493,Nick Taylor,"33' 7""",7081.75,211,+11
2024,98,0,47504,Sam Burns,"33' 8""",5481.0,163,-4
2024,98,0,32070,Rafael Campos,"33' 8""",4071.417,121,+6
2024,98,0,36801,Mark Hubbard,"33' 8""",8215.083,244,+3
2024,98,0,32791,K.H. Lee,"33' 8""",6765.75,201,-9
2024,98,0,39546,Keith Mitchell,"33' 8""",5790.917,172,-7
2024,98,0,36699,Patrick Rodgers,"33' 8""",7107.5,211,-1
