YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,0,46046,Scottie Scheffler,33.42,635,19
2024,0,48081,Xander Schauffele,33.76,709,21
2024,0,32333,Kevin Tway,33.94,611,18
2024,0,34587,Chan Kim,34.0,850,25
2024,0,54576,Patrick Fishburn,34.13,819,24
2024,0,57366,Cameron Young,34.14,717,21
2024,0,32839,Hideki Matsuyama,34.16,649,19
2024,0,39997,Corey Conners,34.18,752,22
2024,0,51634,Sahith Theegala,34.2,855,25
2024,0,54591,Ben Griffin,34.21,1129,33
2024,0,35450,Patrick Cantlay,34.22,616,18
2024,0,46340,Alex Smalley,34.26,925,27
2024,0,35532,Tom Hoge,34.28,994,29
2024,0,47504,Sam Burns,34.33,721,21
2024,0,37455,Si Woo Kim,34.33,824,24
2024,0,47420,Jake Knapp,34.36,756,22
2024,0,34076,Joel Dahmen,34.37,928,27
2024,0,47983,Chad Ramey,34.41,929,27
2024,0,60067,Joe Highsmith,34.42,826,24
2024,0,32791,K.H. Lee,34.42,895,26
2024,0,55893,Sam Stevens,34.43,964,28
2024,0,56630,Akshay Bhatia,34.5,897,26
2024,0,35310,Lanto Griffin,34.52,725,21
2024,0,27644,Brian Harman,34.52,794,23
2024,0,51894,Vince Whaley,34.52,794,23
2024,0,45242,Kevin Yu,34.52,863,25
2024,0,59836,Pierceson Coody,34.54,829,24
2024,0,39546,Keith Mitchell,34.54,898,26
2024,0,52513,Carson Young,34.54,967,28
2024,0,51349,Nico Echavarria,34.55,1002,29
2024,0,27064,Jhonattan Vegas,34.55,760,22
2024,0,48867,Matti Schmid,34.58,899,26
2024,0,58168,Davis Thompson,34.58,899,26
2024,0,51696,Rico Hoey,34.62,900,26
2024,0,52375,Doug Ghim,34.63,935,27
2024,0,29908,C.T. Pan,34.67,624,18
2024,0,45522,Christiaan Bezuidenhout,34.68,763,22
2024,0,29420,Billy Horschel,34.68,763,22
2024,0,48117,Kurt Kitayama,34.68,763,22
2024,0,23108,Matt Kuchar,34.68,867,25
2024,0,49771,J.T. Poston,34.68,867,25
2024,0,39971,Sungjae Im,34.69,902,26
2024,0,39975,Michael Kim,34.71,972,28
