YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2024,0,32791,K.H. Lee,3.50%,17,486
2024,0,47983,Chad Ramey,3.50%,17,486
2024,0,52514,Trace Crowe,3.54%,14,396
2024,0,28775,Nate Lashley,3.56%,16,450
2024,0,51349,Nico Echavarria,3.57%,18,504
2024,0,27649,Brandt Snedeker,3.62%,15,414
2024,0,34076,Joel Dahmen,3.70%,18,486
2024,0,60767,Blaine Hale Jr.,3.70%,14,378
2024,0,52666,Sami Valimaki,3.70%,14,378
2024,0,27064,Jhonattan Vegas,3.70%,14,378
2024,0,45242,Kevin Yu,3.70%,16,432
2024,0,50188,S.H. Kim,3.76%,21,558
2024,0,46113,Ryan McCormick,3.79%,15,396
2024,0,33486,Roger Sloan,3.79%,15,396
2024,0,27330,Josh Teater,3.79%,15,396
2024,0,35310,Lanto Griffin,3.89%,14,360
2024,0,52374,Brandon Wu,3.91%,19,486
2024,0,29478,Kevin Kisner,3.97%,15,378
2024,0,51894,Vince Whaley,4.04%,16,396
2024,0,47663,Kevin Dougherty,4.11%,17,414
2024,0,29221,Webb Simpson,4.17%,12,288
2024,0,28420,Ryan Brehm,4.22%,19,450
2024,0,51634,Sahith Theegala,4.22%,19,450
2024,0,51890,Greyson Sigg,4.27%,20,468
2024,0,56149,Wilson Furr,4.29%,17,396
2024,0,30926,Chris Kirk,4.29%,17,396
2024,0,48153,Matthieu Pavon,4.32%,14,324
2024,0,34587,Chan Kim,4.40%,19,432
2024,0,32839,Hideki Matsuyama,4.44%,16,360
2024,0,48867,Matti Schmid,4.44%,20,450
2024,0,55454,Carl Yuan,4.44%,20,450
2024,0,37275,Sam Ryder,4.49%,21,468
2024,0,29908,C.T. Pan,4.50%,17,378
2024,0,47806,Raul Pereda,4.50%,17,378
2024,0,51070,Vincent Norrman,4.63%,15,324
2024,0,57366,Cameron Young,4.76%,18,378
2024,0,32367,Jorge Campillo,4.86%,14,288
2024,0,29535,Brice Garnett,4.86%,14,288
2024,0,39546,Keith Mitchell,4.89%,22,450
2024,0,37212,Paul Barjon,5.09%,22,432
2024,0,38991,Alejandro Tosti,5.11%,23,450
2024,0,32070,Rafael Campos,5.56%,23,414
2023,0,24502,Adam Scott,.62%,2,324
2023,0,39977,Max Homa,.72%,3,414
2023,0,22371,Aaron Baddeley,.93%,4,432
2023,0,47591,Eric Cole,1.08%,7,648
2023,0,57975,Harry Hall,1.22%,7,576
2023,0,51950,Max McGreevy,1.27%,8,630
2023,0,52955,Ludvig Åberg,1.28%,3,234
2023,0,52453,Nicolai Hojgaard,1.28%,3,234
2023,0,55789,Taylor Montgomery,1.30%,7,540
2023,0,27974,Sung Kang,1.31%,4,306
2023,0,29420,Billy Horschel,1.32%,5,378
2023,0,48081,Xander Schauffele,1.32%,5,378
2023,0,32102,Rickie Fowler,1.33%,6,450
2023,0,33413,Ben Martin,1.35%,8,594
2023,0,33141,Keegan Bradley,1.45%,6,414
2023,0,28089,Jason Day,1.45%,6,414
2023,0,39975,Michael Kim,1.61%,9,558
2023,0,28252,Seamus Power,1.62%,7,432
2023,0,33204,Shane Lowry,1.63%,5,306
2023,0,28237,Rory McIlroy,1.63%,5,306
2023,0,37275,Sam Ryder,1.63%,10,612
2023,0,30911,Tommy Fleetwood,1.67%,6,360
2023,0,33408,Tyson Alexander,1.68%,10,594
2023,0,29725,Tony Finau,1.69%,7,414
2023,0,46717,Viktor Hovland,1.77%,7,396
2023,0,32139,Danny Willett,1.77%,7,396
2023,0,55182,Tom Kim,1.78%,8,450
2023,0,46441,Robby Shelton,1.80%,11,612
2023,0,32757,Patton Kizzire,1.91%,11,576
2023,0,35506,Mackenzie Hughes,1.92%,10,522
2023,0,34363,Tyrrell Hatton,1.94%,7,360
2023,0,34256,Andrew Putnam,1.97%,11,558
2023,0,50493,Justin Suh,1.97%,11,558
2023,0,33653,Thomas Detry,1.98%,10,504
2023,0,37455,Si Woo Kim,1.98%,10,504
2023,0,30926,Chris Kirk,1.98%,10,504
2023,0,51997,Andrew Novak,1.98%,10,504
2023,0,33948,Byeong Hun An,2.04%,11,540
2023,0,40250,Taylor Pendrith,2.04%,11,540
2023,0,39058,Lucas Herbert,2.05%,7,342
2023,0,45522,Christiaan Bezuidenhout,2.06%,10,486
2023,0,27644,Brian Harman,2.06%,10,486
2023,0,19803,Ryan Armour,2.08%,12,576
2023,0,47504,Sam Burns,2.08%,9,432
2023,0,36801,Mark Hubbard,2.10%,14,666
2023,0,12716,Charley Hoffman,2.11%,11,522
2023,0,39971,Sungjae Im,2.11%,11,522
2023,0,39324,J.J. Spaun,2.11%,11,522
2023,0,58967,Trevor Werbylo,2.11%,11,522
2023,0,34046,Jordan Spieth,2.12%,8,378
2023,0,33399,Adam Hadwin,2.14%,10,468
2023,0,23108,Matt Kuchar,2.14%,10,468
2023,0,57362,Austin Eckroat,2.15%,12,558
2023,0,47993,Denny McCarthy,2.18%,11,504
2023,0,27349,Alex Noren,2.18%,11,504
2023,0,34255,Joseph Bramlett,2.22%,10,450
2023,0,47988,Nick Hardy,2.22%,14,630
2023,0,30927,Brendon Todd,2.22%,12,540
2023,0,47128,Richy Werenski,2.22%,14,630
2023,0,20229,Stewart Cink,2.26%,11,486
2023,0,51766,Wyndham Clark,2.26%,11,486
2023,0,36799,Stephan Jaeger,2.26%,13,576
2023,0,28775,Nate Lashley,2.26%,13,576
2023,0,22056,Cameron Percy,2.27%,9,396
2023,0,33597,Harry Higgs,2.30%,12,522
2023,0,53165,Doc Redman,2.30%,12,522
2023,0,47347,Adam Schenk,2.31%,15,648
2023,0,34431,Robert Streb,2.33%,13,558
2023,0,35450,Patrick Cantlay,2.34%,8,342
2023,0,24140,Sean O'Hair,2.34%,8,342
2023,0,54421,Garrick Higgo,2.36%,14,594
2023,0,55893,Sam Stevens,2.36%,14,594
2023,0,40098,Matt Fitzpatrick,2.38%,9,378
2023,0,39954,Cody Gribble,2.38%,9,378
2023,0,34563,Chesson Hadley,2.41%,13,540
2023,0,25632,Jimmy Walker,2.41%,13,540
2023,0,51890,Greyson Sigg,2.43%,14,576
2023,0,40058,Zac Blair,2.47%,12,486
2023,0,31557,Jim Herman,2.47%,12,486
2023,0,51070,Vincent Norrman,2.47%,12,486
2023,0,51634,Sahith Theegala,2.49%,13,522
2023,0,46046,Scottie Scheffler,2.53%,10,396
2023,0,54591,Ben Griffin,2.54%,16,630
2023,0,33122,Russell Knox,2.54%,16,630
2023,0,48867,Matti Schmid,2.58%,13,504
2023,0,25493,Nick Taylor,2.58%,13,504
2023,0,51349,Nico Echavarria,2.59%,14,540
2023,0,35879,Kelly Kraft,2.59%,14,540
2023,0,35461,Beau Hossler,2.60%,15,576
2023,0,36699,Patrick Rodgers,2.60%,15,576
2023,0,50188,S.H. Kim,2.61%,16,612
2023,0,32366,Kevin Chappell,2.63%,9,342
2023,0,32839,Hideki Matsuyama,2.67%,12,450
2023,0,39546,Keith Mitchell,2.67%,13,486
2023,0,31560,Brian Stuard,2.67%,13,486
2023,0,26596,Ryan Moore,2.68%,14,522
2023,0,54628,Lee Hodges,2.69%,16,594
2023,0,36326,David Lipsky,2.69%,16,594
2023,0,34466,Peter Malnati,2.69%,16,594
2023,0,27214,Kevin Streelman,2.69%,15,558
2023,0,56630,Akshay Bhatia,2.78%,12,432
2023,0,34099,Harris English,2.78%,14,504
2023,0,29535,Brice Garnett,2.78%,13,468
2023,0,34098,Russell Henley,2.78%,12,432
2023,0,58696,Peter Kuest,2.78%,7,252
2023,0,46442,Maverick McNealy,2.78%,10,360
2023,0,36724,Augusto Núñez,2.78%,15,540
2023,0,25818,Scott Piercy,2.78%,17,612
2023,0,48699,Callum Tarren,2.78%,17,612
2023,0,48119,Ben Taylor,2.78%,17,612
2023,0,35449,Adam Long,2.85%,19,666
2023,0,47983,Chad Ramey,2.86%,17,594
2023,0,46414,Aaron Rai,2.87%,16,558
2023,0,48887,Matt Wallace,2.88%,14,486
2023,0,24925,Jonathan Byrd,2.90%,12,414
2023,0,46970,Jon Rahm,2.92%,10,342
2023,0,32333,Kevin Tway,2.93%,19,648
2023,0,40115,Adam Svensson,2.94%,18,612
2023,0,49947,Taylor Moore,2.96%,16,540
2023,0,32448,James Hahn,2.99%,14,468
2023,0,46601,Trey Mullinax,2.99%,14,468
2023,0,34610,Matthias Schwab,3.02%,19,630
2023,0,31646,Emiliano Grillo,3.03%,18,594
2023,0,46340,Alex Smalley,3.03%,18,594
2023,0,34409,David Lingmerth,3.05%,17,558
2023,0,49960,Sepp Straka,3.09%,15,486
2023,0,32791,K.H. Lee,3.13%,18,576
2023,0,32640,Troy Merritt,3.13%,18,576
2023,0,54783,Dylan Wu,3.13%,18,576
2023,0,48117,Kurt Kitayama,3.14%,13,414
2023,0,50525,Collin Morikawa,3.14%,13,414
2023,0,49771,J.T. Poston,3.15%,17,540
2023,0,45609,Tyler Duncan,3.20%,19,594
2023,0,52513,Carson Young,3.20%,19,594
2023,0,37338,Zecheng Dou,3.23%,18,558
2023,0,47079,Harrison Endycott,3.23%,18,558
2023,0,36871,Matt NeSmith,3.23%,18,558
2023,0,26476,Chez Reavie,3.23%,18,558
2023,0,39997,Corey Conners,3.24%,14,432
2023,0,34076,Joel Dahmen,3.26%,17,522
2023,0,27554,Scott Harrington,3.26%,17,522
2023,0,31202,William McGirt,3.27%,10,306
2023,0,52374,Brandon Wu,3.27%,20,612
2023,0,55708,Hayden Buckley,3.29%,16,486
2023,0,23320,Ryan Palmer,3.29%,16,486
2023,0,32662,Michael Gligic,3.33%,18,540
2023,0,29289,S.Y. Noh,3.33%,12,360
2023,0,30163,Henrik Norlander,3.33%,18,540
2023,0,27095,Nick Watney,3.33%,18,540
2023,0,28420,Ryan Brehm,3.37%,20,594
2023,0,52372,Cameron Champ,3.37%,17,504
2023,0,58168,Davis Thompson,3.37%,17,504
2023,0,49766,Hank Lebioda,3.38%,14,414
2023,0,57366,Cameron Young,3.38%,14,414
2023,0,46435,Austin Cook,3.41%,19,558
2023,0,24024,Zach Johnson,3.44%,13,378
2023,0,39335,Kevin Roy,3.45%,18,522
2023,0,49298,Kramer Hickok,3.47%,20,576
2023,0,29221,Webb Simpson,3.51%,12,342
2023,0,27936,Martin Laird,3.52%,19,540
2023,0,27129,Luke List,3.58%,20,558
2023,0,56762,Will Gordon,3.59%,22,612
2023,0,27963,Chris Stroud,3.61%,13,360
2023,0,29970,Dylan Frittelli,3.65%,21,576
2023,0,39067,MJ Daffue,3.70%,22,594
2023,0,47995,Davis Riley,3.70%,22,594
2023,0,40006,Erik van Rooyen,3.70%,18,486
2023,0,45157,Cam Davis,3.77%,19,504
2023,0,31577,Tano Goya,3.77%,19,504
2023,0,33410,Andrew Landry,3.77%,19,504
2023,0,40162,Justin Lower,3.81%,24,630
2023,0,50095,Austin Smotherman,3.87%,23,594
2023,0,59018,Ryan Gerard,3.89%,14,360
2023,0,52375,Doug Ghim,3.89%,21,540
2023,0,35532,Tom Hoge,3.94%,22,558
2023,0,51491,Brandon Matthews,3.94%,17,432
2023,0,31323,Gary Woodland,3.94%,17,432
2023,0,33448,Justin Thomas,3.97%,15,378
2023,0,35901,Paul Haley II,4.04%,24,594
2023,0,35310,Lanto Griffin,4.09%,14,342
2023,0,45242,Kevin Yu,4.11%,17,414
2023,0,30692,Scott Stallings,4.12%,20,486
2023,0,52411,Kyle Westmoreland,4.26%,23,540
2023,0,32816,Satoshi Kodaira,4.39%,15,342
2023,0,25900,Lucas Glover,4.44%,24,540
2023,0,22405,Justin Rose,4.44%,16,360
2023,0,51414,Brent Grant,4.48%,25,558
2023,0,29908,C.T. Pan,4.50%,15,333
2023,0,55454,Carl Yuan,4.76%,24,504
2023,0,35617,Martin Trainer,4.80%,19,396
2023,0,25686,Jason Dufner,4.86%,28,576
2023,0,48084,Wesley Bryan,4.90%,15,306
2023,0,49453,Trevor Cone,4.96%,25,504
2022,0,32102,Rickie Fowler,0.76,3,396
2022,0,46402,Talor Gooch,0.83,3,360
2022,0,24925,Jonathan Byrd,0.93,3,324
2022,0,39058,Lucas Herbert,0.93,3,324
2022,0,35891,Cameron Smith,0.98,3,306
2022,0,33399,Adam Hadwin,1.11,5,450
2022,0,24361,Pat Perez,1.17,4,342
2022,0,36884,Ben Kohles,1.26,5,396
2022,0,29970,Dylan Frittelli,1.39,7,504
2022,0,31420,Anirban Lahiri,1.39,6,432
2022,0,45609,Tyler Duncan,1.5,7,468
2022,0,35461,Beau Hossler,1.52,6,396
2022,0,45486,Joaquin Niemann,1.52,6,396
2022,0,28089,Jason Day,1.54,5,324
2022,0,32448,James Hahn,1.62,7,432
2022,0,39971,Sungjae Im,1.62,7,432
2022,0,23108,Matt Kuchar,1.67,6,360
2022,0,33667,Carlos Ortiz,1.67,6,360
2022,0,34360,Patrick Reed,1.67,6,360
2022,0,48887,Matt Wallace,1.67,6,360
2022,0,24502,Adam Scott,1.75,6,342
2022,0,33597,Harry Higgs,1.79,9,504
2022,0,33486,Roger Sloan,1.79,9,504
2022,0,29974,Branden Grace,1.85,6,324
2022,0,30944,Jason Kokrak,1.85,6,324
2022,0,49947,Taylor Moore,1.92,9,468
2022,0,46435,Austin Cook,1.93,8,414
2022,0,35310,Lanto Griffin,1.93,8,414
2022,0,29289,S.Y. Noh,1.94,7,360
2022,0,33448,Justin Thomas,1.94,7,360
2022,0,34363,Tyrrell Hatton,1.96,6,306
2022,0,32757,Patton Kizzire,1.98,10,504
2022,0,47993,Denny McCarthy,1.98,10,504
2022,0,47995,Davis Riley,1.98,10,504
2022,0,20229,Stewart Cink,2.0,9,450
2022,0,35879,Kelly Kraft,2.0,9,450
2022,0,45522,Christiaan Bezuidenhout,2.02,8,396
2022,0,23983,Luke Donald,2.02,8,396
2022,0,39977,Max Homa,2.02,8,396
2022,0,24024,Zach Johnson,2.02,8,396
2022,0,27349,Alex Noren,2.05,7,342
2022,0,48081,Xander Schauffele,2.05,7,342
2022,0,29221,Webb Simpson,2.05,7,342
2022,0,52375,Doug Ghim,2.06,10,486
2022,0,46442,Maverick McNealy,2.08,9,432
2022,0,29908,C.T. Pan,2.08,9,432
2022,0,27770,Camilo Villegas,2.08,9,432
2022,0,39324,J.J. Spaun,2.11,11,522
2022,0,34466,Peter Malnati,2.15,12,558
2022,0,33141,Keegan Bradley,2.17,9,414
2022,0,47504,Sam Burns,2.17,9,414
2022,0,48117,Kurt Kitayama,2.17,9,414
2022,0,46046,Scottie Scheffler,2.17,9,414
2022,0,51766,Wyndham Clark,2.18,11,504
2022,0,34431,Robert Streb,2.18,11,504
2022,0,34076,Joel Dahmen,2.22,10,450
2022,0,35449,Adam Long,2.26,11,486
2022,0,51894,Vince Whaley,2.26,11,486
2022,0,40162,Justin Lower,2.27,9,396
2022,0,27064,Jhonattan Vegas,2.27,9,396
2022,0,32816,Satoshi Kodaira,2.29,7,306
2022,0,23325,Vaughn Taylor,2.29,7,306
2022,0,35617,Martin Trainer,2.3,12,522
2022,0,45157,Cam Davis,2.31,10,432
2022,0,57366,Cameron Young,2.31,10,432
2022,0,51634,Sahith Theegala,2.33,13,558
2022,0,27644,Brian Harman,2.35,11,468
2022,0,26476,Chez Reavie,2.35,11,468
2022,0,34098,Russell Henley,2.38,9,378
2022,0,54421,Garrick Higgo,2.38,9,378
2022,0,32791,K.H. Lee,2.38,12,504
2022,0,27649,Brandt Snedeker,2.38,9,378
2022,0,37189,Harold Varner III,2.38,9,378
2022,0,28237,Rory McIlroy,2.43,7,288
2022,0,22405,Justin Rose,2.43,7,288
2022,0,28775,Nate Lashley,2.44,11,450
2022,0,34255,Joseph Bramlett,2.47,12,486
2022,0,46601,Trey Mullinax,2.47,12,486
2022,0,55708,Hayden Buckley,2.49,13,522
2022,0,37275,Sam Ryder,2.49,13,522
2022,0,36801,Mark Hubbard,2.5,9,360
2022,0,49298,Kramer Hickok,2.51,14,558
2022,0,47347,Adam Schenk,2.51,14,558
2022,0,47856,Seth Reeves,2.55,11,432
2022,0,30927,Brendon Todd,2.55,11,432
2022,0,36699,Patrick Rodgers,2.56,12,468
2022,0,36326,David Lipsky,2.58,13,504
2022,0,35532,Tom Hoge,2.59,14,540
2022,0,36689,Brooks Koepka,2.59,7,270
2022,0,50525,Collin Morikawa,2.61,8,306
2022,0,34046,Jordan Spieth,2.65,10,378
2022,0,54783,Dylan Wu,2.66,11,414
2022,0,34563,Chesson Hadley,2.67,13,486
2022,0,46414,Aaron Rai,2.67,13,486
2022,0,52374,Brandon Wu,2.67,12,450
2022,0,34256,Andrew Putnam,2.68,14,522
2022,0,46340,Alex Smalley,2.68,14,522
2022,0,27895,Jonas Blixt,2.78,10,360
2022,0,35450,Patrick Cantlay,2.78,9,324
2022,0,39436,Joshua Creel,2.78,10,360
2022,0,31557,Jim Herman,2.78,9,324
2022,0,34174,John Huh,2.78,12,432
2022,0,26300,Matt Jones,2.78,10,360
2022,0,37455,Si Woo Kim,2.78,14,504
2022,0,51950,Max McGreevy,2.78,13,468
2022,0,25818,Scott Piercy,2.78,13,468
2022,0,24138,Ian Poulter,2.78,7,252
2022,0,29518,Brendan Steele,2.78,11,396
2022,0,32333,Kevin Tway,2.78,14,504
2022,0,47128,Richy Werenski,2.78,12,432
2022,0,32139,Danny Willett,2.78,10,360
2022,0,49964,Aaron Wise,2.78,12,432
2022,0,24924,Bill Haas,2.87,15,522
2022,0,49960,Sepp Straka,2.87,16,558
2022,0,29535,Brice Garnett,2.88,14,486
2022,0,32662,Michael Gligic,2.91,11,378
2022,0,47988,Nick Hardy,2.92,10,342
2022,0,45526,Abraham Ancer,2.94,9,306
2022,0,19803,Ryan Armour,2.94,9,306
2022,0,22056,Cameron Percy,2.96,8,270
2022,0,30692,Scott Stallings,2.96,16,540
2022,0,51890,Greyson Sigg,2.98,15,504
2022,0,28252,Seamus Power,3.01,13,432
2022,0,27139,David Skinns,3.03,12,396
2022,0,47483,Will Zalatoris,3.03,12,396
2022,0,49771,J.T. Poston,3.07,16,522
2022,0,33490,Bo Hoag,3.09,10,324
2022,0,36871,Matthew NeSmith,3.09,15,486
2022,0,27214,Kevin Streelman,3.09,15,486
2022,0,32640,Troy Merritt,3.11,14,450
2022,0,30163,Henrik Norlander,3.11,14,450
2022,0,32150,Michael Thompson,3.11,14,450
2022,0,21961,Charles Howell III,3.13,9,288
2022,0,40006,Erik van Rooyen,3.13,9,288
2022,0,50095,Austin Smotherman,3.14,13,414
2022,0,54628,Lee Hodges,3.17,16,504
2022,0,34610,Matthias Schwab,3.17,12,378
2022,0,47983,Chad Ramey,3.21,15,468
2022,0,29926,Danny Lee,3.22,11,342
2022,0,29725,Tony Finau,3.24,14,432
2022,0,30978,Kiradech Aphibarnrat,3.27,10,306
2022,0,23621,Rory Sabbatini,3.27,10,306
2022,0,39953,Chase Seiffert,3.27,10,306
2022,0,49766,Hank Lebioda,3.29,16,486
2022,0,25686,Jason Dufner,3.33,12,360
2022,0,40115,Adam Svensson,3.33,18,540
2022,0,53165,Doc Redman,3.42,16,468
2022,0,35110,Brett Drewitt,3.44,13,378
2022,0,26851,Marc Leishman,3.44,13,378
2022,0,23320,Ryan Palmer,3.44,13,378
2022,0,33204,Shane Lowry,3.47,10,288
2022,0,31560,Brian Stuard,3.47,20,576
2022,0,48699,Callum Tarren,3.47,15,432
2022,0,10381,Curtis Thompson,3.47,15,432
2022,0,33122,Russell Knox,3.5,17,486
2022,0,40098,Matt Fitzpatrick,3.51,12,342
2022,0,46717,Viktor Hovland,3.51,12,342
2022,0,48084,Wesley Bryan,3.59,11,306
2022,0,29420,Billy Horschel,3.61,13,360
2022,0,40250,Taylor Pendrith,3.61,13,360
2022,0,12716,Charley Hoffman,3.62,15,414
2022,0,36799,Stephan Jaeger,3.64,19,522
2022,0,30911,Tommy Fleetwood,3.7,10,270
2022,0,31646,Emiliano Grillo,3.7,18,486
2022,0,30926,Chris Kirk,3.7,16,432
2022,0,33419,Cameron Tringale,3.7,18,486
2022,0,56278,Matthew Wolff,3.7,10,270
2022,0,31323,Gary Woodland,3.86,16,414
2022,0,36852,Jim Knous,3.92,12,306
2022,0,25198,Francesco Molinari,3.92,12,306
2022,0,48822,Sebastián Muñoz,3.94,17,432
2022,0,24980,Scott Gutschewski,3.97,15,378
2022,0,46970,Jon Rahm,4.01,13,324
2022,0,29478,Kevin Kisner,4.04,16,396
2022,0,35506,Mackenzie Hughes,4.06,19,468
2022,0,47529,Mito Pereira,4.06,19,468
2022,0,28114,Dawie van der Walt,4.11,17,414
