YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
2021,1,0,33605,Gunn Charoenkul,8.8
2021,2,0,32200,Roberto Castro,8.5
2021,3,0,49310,David Gazzolo,8.3
2021,3,0,49481,Tae Hee Lee,8.3
2021,5,0,40009,Dominic Bozzelli,7.8
2021,5,0,34610,Matthias Schwab,7.8
2021,7,0,22371,Aaron Baddeley,7.7
2021,7,0,24781,Hunter Mahan,7.7
2021,9,0,27554,Scott Harrington,7.6
2021,9,0,36799,Stephan Jaeger,7.6
2021,9,0,52215,Robert MacIntyre,7.6
2021,12,0,35450,Patrick Cantlay,7.5
2021,12,0,47988,Nick Hardy,7.5
2021,12,0,21961,Charles Howell III,7.5
2021,12,0,27349,Alex Noren,7.5
2021,12,0,48887,Matt Wallace,7.5
2021,17,0,37212,Paul Barjon,7.4
2021,17,0,10809,Jim Furyk,7.4
2021,17,0,21209,Sergio Garcia,7.4
2021,17,0,37250,Romain Langasque,7.4
2021,17,0,26476,Chez Reavie,7.4
2021,17,0,48119,Ben Taylor,7.4
2021,23,0,25198,Francesco Molinari,7.3
2021,23,0,33449,Zack Sucher,7.3
2021,23,0,32139,Danny Willett,7.3
2021,26,0,45526,Abraham Ancer,7.2
2021,26,0,40098,Matt Fitzpatrick,7.2
2021,26,0,35532,Tom Hoge,7.2
2021,26,0,39975,Michael Kim,7.2
2021,26,0,32791,K.H. Lee,7.2
2021,26,0,26341,Wade Ormsby,7.2
2021,26,0,6527,Steve Stricker,7.2
2021,26,0,28114,Dawie van der Walt,7.2
2021,26,0,10423,Mike Weir,7.2
2021,26,0,54783,Dylan Wu,7.2
2021,36,0,24924,Bill Haas,7.1
2021,36,0,27644,Brian Harman,7.1
2021,36,0,49298,Kramer Hickok,7.1
2021,36,0,23108,Matt Kuchar,7.1
2021,36,0,24138,Ian Poulter,7.1
2021,36,0,28252,Seamus Power,7.1
2021,36,0,46441,Robby Shelton,7.1
2021,36,0,46340,Alex Smalley,7.1
2021,44,0,19803,Ryan Armour,7.0
2021,44,0,34374,Erik Barnes,7.0
2021,44,0,27141,J.B. Holmes,7.0
2021,44,0,50525,Collin Morikawa,7.0
2021,44,0,56781,Isaiah Salinda,7.0
2021,44,0,20645,John Senden,7.0
2021,44,0,50493,Justin Suh,7.0
2021,51,0,33948,Byeong Hun An,6.9
2021,51,0,20229,Stewart Cink,6.9
2021,51,0,46550,Brandon Hagy,6.9
2021,51,0,57975,Harry Hall,6.9
2021,51,0,27408,Martin Kaymer,6.9
2021,51,0,23802,Brad Kennedy,6.9
2021,51,0,25572,Graeme McDowell,6.9
2021,51,0,25396,Kevin Na,6.9
2021,51,0,26328,Shaun Norris,6.9
2021,51,0,8793,Tiger Woods,6.9
2021,51,0,36698,Andy Zhang,6.9
2021,62,0,56630,Akshay Bhatia,6.8
2021,62,0,28420,Ryan Brehm,6.8
2021,62,0,34021,Bud Cauley,6.8
2021,62,0,28089,Jason Day,6.8
2021,62,0,36514,Yuki Inamori,6.8
2021,62,0,29478,Kevin Kisner,6.8
2021,62,0,36326,David Lipsky,6.8
2021,62,0,58381,Kyle Mendoza,6.8
2021,62,0,52330,Dylan Meyer,6.8
2021,62,0,29289,S.Y. Noh,6.8
2021,62,0,34360,Patrick Reed,6.8
2021,62,0,30110,Kyle Stanley,6.8
2021,62,0,34431,Robert Streb,6.8
