YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
2019,0,22405,Justin Rose,71.17,854,12
2019,0,30110,Kyle Stanley,71.19,1922,27
2019,0,26499,Rafa Cabrera Bello,71.25,1710,24
2019,0,29518,Brendan Steele,71.29,1711,24
2019,0,27963,Chris Stroud,71.32,1355,19
2019,0,37380,Curtis Luck,71.33,1070,15
2019,0,46601,Trey Mullinax,71.44,1929,27
2019,0,31420,Anirban Lahiri,71.48,1930,27
2019,0,27349,Alex Noren,71.48,1501,21
2019,0,20472,Alex Cejka,71.5,1001,14
2019,0,40098,Matt Fitzpatrick,71.59,1575,22
2019,0,39977,Max Homa,71.63,1934,27
2019,0,35879,Kelly Kraft,71.63,1719,24
2019,0,35617,Martin Trainer,71.63,1361,19
2019,0,20572,Rod Pampling,71.64,1576,22
2019,0,31557,Jim Herman,71.71,1219,17
2019,0,25198,Francesco Molinari,71.71,1506,21
2019,0,27556,Ted Potter Jr.,71.79,2082,29
2019,0,52372,Cameron Champ,71.8,1436,20
2019,0,34306,John Chin,71.81,1149,16
2019,0,23353,J.J. Henry,71.86,1509,21
2019,0,28237,Rory McIlroy,72.0,576,8
2019,0,32816,Satoshi Kodaira,72.14,2020,28
2019,0,39975,Michael Kim,72.71,1236,17
2018,0,30925,Dustin Johnson,67.78,610,9
2018,0,30911,Tommy Fleetwood,68.29,956,14
2018,0,32102,Rickie Fowler,68.5,685,10
2018,0,46970,Jon Rahm,68.53,1165,17
2018,0,29268,Bronson Burgoon,68.57,960,14
2018,0,8793,Tiger Woods,68.7,687,10
2018,0,32839,Hideki Matsuyama,69.05,1519,22
2018,0,47993,Denny McCarthy,69.06,1243,18
2018,0,27129,Luke List,69.07,1865,27
2018,0,34046,Jordan Spieth,69.1,1382,20
2018,0,33448,Justin Thomas,69.2,1038,15
2018,0,22405,Justin Rose,69.33,624,9
2018,0,20472,Alex Cejka,69.35,1803,26
2018,0,46402,Talor Gooch,69.35,1179,17
2018,0,24024,Zach Johnson,69.35,1595,23
2018,0,35450,Patrick Cantlay,69.43,1458,21
2018,0,29908,C.T. Pan,69.44,1875,27
2018,0,29725,Tony Finau,69.48,1459,21
2018,0,34174,John Huh,69.5,2224,32
2018,0,28237,Rory McIlroy,69.54,904,13
2018,0,27649,Brandt Snedeker,69.55,1391,20
2018,0,30944,Jason Kokrak,69.59,2227,32
2018,0,29420,Billy Horschel,69.61,1253,18
2018,0,28252,Seamus Power,69.62,1810,26
2018,0,25396,Kevin Na,69.63,1880,27
2018,0,49964,Aaron Wise,69.64,1950,28
2018,0,25364,Paul Casey,69.67,1881,27
2018,0,34021,Bud Cauley,69.67,1045,15
2018,0,34466,Peter Malnati,69.7,2579,37
2018,0,32150,Michael Thompson,69.73,1534,22
2018,0,24358,Robert Garrigus,69.74,1325,19
2018,0,29485,Brett Stegmaier,69.76,1465,21
2018,0,33418,Shawn Stefani,69.78,1884,27
2018,0,24781,Hunter Mahan,69.8,1396,20
2018,0,35545,Blayne Barber,69.81,1466,21
2018,0,29221,Webb Simpson,69.82,1187,17
2018,0,31323,Gary Woodland,69.82,1955,28
2018,0,25818,Scott Piercy,69.83,1606,23
2018,0,21528,Henrik Stenson,69.83,838,12
2018,0,25198,Francesco Molinari,69.87,1048,15
2018,0,23621,Rory Sabbatini,69.88,1677,24
2018,0,34360,Patrick Reed,69.89,1328,19
2018,0,34256,Andrew Putnam,69.9,2167,31
2018,0,31646,Emiliano Grillo,69.91,2237,32
2018,0,35421,Brandon Harkins,69.94,2448,35
2018,0,26499,Rafa Cabrera Bello,69.95,1329,19
2018,0,39997,Corey Conners,70.0,2310,33
2018,0,19846,Brian Gay,70.0,2800,40
2018,0,37275,Sam Ryder,70.0,1540,22
2018,0,46601,Trey Mullinax,70.03,2031,29
2018,0,29223,Sam Saunders,70.05,1331,19
2018,0,21961,Charles Howell III,70.06,2382,34
2018,0,28775,Nate Lashley,70.06,1121,16
2018,0,23325,Vaughn Taylor,70.06,2172,31
2018,0,26758,David Hearn,70.07,1051,15
2018,0,19803,Ryan Armour,70.11,3085,44
2018,0,35461,Beau Hossler,70.11,1963,28
2018,0,30692,Scott Stallings,70.11,1262,18
2018,0,45526,Abraham Ancer,70.12,1823,26
2018,0,27095,Nick Watney,70.12,3015,43
2018,0,27958,Ryan Blaum,70.14,1964,28
2018,0,49771,J.T. Poston,70.14,1473,21
2018,0,35532,Tom Hoge,70.15,2315,33
2018,0,39324,J.J. Spaun,70.16,2175,31
2018,0,29926,Danny Lee,70.17,1684,24
2018,0,24502,Adam Scott,70.17,1614,23
2018,0,29484,Peter Uihlein,70.17,1614,23
2018,0,37278,Nicholas Lindheim,70.18,1544,22
2018,0,1810,Phil Mickelson,70.19,1474,21
2018,0,24924,Bill Haas,70.2,1755,25
2018,0,20229,Stewart Cink,70.21,2036,29
2018,0,34076,Joel Dahmen,70.21,1685,24
2018,0,28679,Fabián Gómez,70.21,2387,34
2018,0,32448,James Hahn,70.21,1966,28
2018,0,23108,Matt Kuchar,70.21,983,14
2018,0,36699,Patrick Rodgers,70.21,2668,38
2018,0,39546,Keith Mitchell,70.23,2177,31
2018,0,30926,Chris Kirk,70.24,2669,38
2018,0,35310,Lanto Griffin,70.25,1686,24
2018,0,12716,Charley Hoffman,70.29,1476,21
2018,0,39328,Conrad Shindler,70.29,1195,17
2018,0,27214,Kevin Streelman,70.29,2390,34
2018,0,34098,Russell Henley,70.3,1898,27
2018,0,32757,Patton Kizzire,70.3,2812,40
2018,0,46435,Austin Cook,70.31,3164,45
2018,0,26476,Chez Reavie,70.31,1828,26
2018,0,31560,Brian Stuard,70.31,2039,29
2018,0,25900,Lucas Glover,70.32,1336,19
2018,0,22371,Aaron Baddeley,70.34,2251,32
2018,0,34363,Tyrrell Hatton,70.35,1407,20
2018,0,29461,Jamie Lovemark,70.35,2181,31
2018,0,25572,Graeme McDowell,70.35,1196,17
2018,0,47128,Richy Werenski,70.35,1829,26
2018,0,12510,Chad Campbell,70.36,1759,25
2018,0,47959,Bryson DeChambeau,70.37,2111,30
2018,0,25686,Jason Dufner,70.37,1337,19
2018,0,39327,Ben Silverman,70.37,1337,19
2018,0,27936,Martin Laird,70.38,1478,21
2018,0,33122,Russell Knox,70.39,1971,28
2018,0,40026,Daniel Berger,70.4,2112,30
2018,0,24846,Ricky Barnes,70.42,1338,19
2018,0,26851,Marc Leishman,70.42,1831,26
2018,0,23320,Ryan Palmer,70.44,1127,16
2018,0,27963,Chris Stroud,70.44,1902,27
2018,0,27141,J.B. Holmes,70.45,1409,20
2018,0,34409,David Lingmerth,70.46,1973,28
2018,0,32333,Kevin Tway,70.48,2185,31
2018,0,40058,Zac Blair,70.5,1269,18
2018,0,22056,Cameron Percy,70.5,1410,20
2018,0,29479,Scott Brown,70.52,1904,27
2018,0,47347,Adam Schenk,70.52,1481,21
2018,0,24925,Jonathan Byrd,70.54,917,13
2018,0,33141,Keegan Bradley,70.55,2328,33
2018,0,25834,Daniel Summerhays,70.56,635,9
2018,0,25892,Steve Wheatcroft,70.58,847,12
2018,0,35506,Mackenzie Hughes,70.59,2047,29
2018,0,46501,Ollie Schniederjans,70.59,2259,32
2018,0,30110,Kyle Stanley,70.59,1906,27
2018,0,33948,Byeong Hun An,70.6,2118,30
2018,0,45609,Tyler Duncan,70.6,2471,35
2018,0,35891,Cameron Smith,70.6,1765,25
2018,0,33399,Adam Hadwin,70.61,2330,33
2018,0,32640,Troy Merritt,70.61,2330,33
2018,0,10809,Jim Furyk,70.64,989,14
2018,0,26596,Ryan Moore,70.64,1766,25
2018,0,27349,Alex Noren,70.64,989,14
2018,0,24138,Ian Poulter,70.71,1485,21
2018,0,32254,Xinjun Zhang,70.71,990,14
2018,0,34563,Chesson Hadley,70.73,2122,30
2018,0,27942,Rob Oppenheim,70.73,1556,22
2018,0,24140,Sean O'Hair,70.74,1344,19
2018,0,28089,Jason Day,70.75,849,12
2018,0,29974,Branden Grace,70.77,1557,22
2018,0,47287,Ethan Tracy,70.77,1557,22
2018,0,31202,William McGirt,70.81,1841,26
2018,0,25493,Nick Taylor,70.81,1841,26
2018,0,22582,Kyle Thompson,70.83,850,12
2018,0,50526,Tom Lovelady,70.87,1630,23
2018,0,24361,Pat Perez,70.87,1630,23
2018,0,36689,Brooks Koepka,70.88,1134,16
2018,0,33413,Ben Martin,70.88,1134,16
2018,0,26951,Johnson Wagner,70.95,1348,19
2018,0,31420,Anirban Lahiri,70.96,1987,28
2018,0,29222,Billy Hurley III,71.0,1207,17
2018,0,26329,Louis Oosthuizen,71.0,710,10
2018,0,27556,Ted Potter Jr.,71.0,2343,33
2018,0,25804,Bubba Watson,71.0,1278,18
2018,0,37455,Si Woo Kim,71.03,2202,31
2018,0,35376,Roberto Díaz,71.05,1421,20
2018,0,20572,Rod Pampling,71.05,1492,21
2018,0,34264,Hudson Swafford,71.07,1990,28
2018,0,34431,Robert Streb,71.08,1848,26
2018,0,36799,Stephan Jaeger,71.09,1564,22
2018,0,23541,Ben Crane,71.17,1281,18
2018,0,32366,Kevin Chappell,71.19,1922,27
2018,0,34099,Harris English,71.22,1638,23
2018,0,33204,Shane Lowry,71.26,1924,27
2018,0,32876,Martin Piller,71.3,1426,20
2018,0,26331,Charl Schwartzel,71.3,1640,23
2018,0,28132,Tyrone Van Aswegen,71.3,2139,30
2018,0,25632,Jimmy Walker,71.3,2139,30
2018,0,29478,Kevin Kisner,71.32,1569,22
2018,0,33410,Andrew Landry,71.32,1783,25
2018,0,39975,Michael Kim,71.33,1284,18
2018,0,35879,Kelly Kraft,71.33,1712,24
2018,0,29535,Brice Garnett,71.43,2143,30
2018,0,27644,Brian Harman,71.43,2143,30
2018,0,26300,Matt Jones,71.47,1215,17
2018,0,48084,Wesley Bryan,71.48,1930,27
2018,0,28500,Martin Flores,71.49,2502,35
2018,0,27895,Jonas Blixt,71.5,1716,24
2018,0,20593,Greg Chalmers,71.53,1216,17
2018,0,23353,J.J. Henry,71.55,2075,29
2018,0,27974,Sung Kang,71.59,1933,27
2018,0,31416,Derek Fathauer,71.64,1003,14
2018,0,48081,Xander Schauffele,71.71,1721,24
2018,0,37189,Harold Varner III,71.72,1793,25
2018,0,30978,Kiradech Aphibarnrat,71.8,1436,20
2018,0,27064,Jhonattan Vegas,71.8,2154,30
2018,0,37454,Whee Kim,71.81,1939,27
2018,0,29518,Brendan Steele,71.86,1581,22
2018,0,32816,Satoshi Kodaira,71.94,1151,16
2018,0,40009,Dominic Bozzelli,71.95,1439,20
2018,0,28307,Matt Every,72.0,2088,29
2018,0,34358,Jonathan Randolph,72.08,1802,25
2018,0,20157,Retief Goosen,72.11,649,9
2018,0,39954,Cody Gribble,72.29,1012,14
2018,0,35544,Andrew Yun,72.33,868,12
2018,0,25240,D.A. Points,72.43,1666,23
2018,0,33419,Cameron Tringale,72.44,1304,18
2018,0,37338,Zecheng Dou,72.57,1016,14
2018,0,34213,Grayson Murray,72.67,1744,24
2018,0,47125,Matt Atkins,73.89,665,9
2017,0,28089,Jason Day,68.53,1028,15
2017,0,32102,Rickie Fowler,68.67,824,12
2017,0,21209,Sergio Garcia,68.78,1238,18
2017,0,26851,Marc Leishman,68.9,2136,31
2017,0,28237,Rory McIlroy,68.92,827,12
2017,0,34046,Jordan Spieth,69.0,966,14
2017,0,30925,Dustin Johnson,69.07,967,14
2017,0,25364,Paul Casey,69.12,1175,17
2017,0,29725,Tony Finau,69.51,2989,43
2017,0,25198,Francesco Molinari,69.65,1602,23
2017,0,22405,Justin Rose,69.67,1045,15
2017,0,48081,Xander Schauffele,69.68,2160,31
2017,0,19803,Ryan Armour,69.71,976,14
2017,0,30191,Julián Etulain,69.75,1395,20
2017,0,27963,Chris Stroud,69.75,1116,16
2017,0,33413,Ben Martin,69.76,2023,29
2017,0,34098,Russell Henley,69.77,2093,30
2017,0,25900,Lucas Glover,69.78,1884,27
2017,0,46970,Jon Rahm,69.78,1256,18
2017,0,20229,Stewart Cink,69.79,2373,34
2017,0,26476,Chez Reavie,69.81,2164,31
2017,0,28252,Seamus Power,69.86,1467,21
2017,0,23108,Matt Kuchar,69.87,1607,23
2017,0,29479,Scott Brown,69.91,1538,22
2017,0,27129,Luke List,69.92,2657,38
2017,0,46550,Brandon Hagy,69.93,1888,27
2017,0,32839,Hideki Matsuyama,69.94,1259,18
2017,0,1810,Phil Mickelson,69.95,1399,20
2017,0,23621,Rory Sabbatini,70.0,1260,18
2017,0,34021,Bud Cauley,70.04,1751,25
2017,0,33141,Keegan Bradley,70.07,2032,29
2017,0,35450,Patrick Cantlay,70.07,1051,15
2017,0,39324,J.J. Spaun,70.08,1752,25
2017,0,33419,Cameron Tringale,70.08,1682,24
2017,0,29461,Jamie Lovemark,70.12,1823,26
2017,0,30692,Scott Stallings,70.13,1613,23
2017,0,12510,Chad Campbell,70.15,1824,26
2017,0,31646,Emiliano Grillo,70.15,2315,33
2017,0,29223,Sam Saunders,70.16,1333,19
2017,0,28132,Tyrone Van Aswegen,70.16,2175,31
2017,0,24924,Bill Haas,70.21,1685,24
2017,0,27644,Brian Harman,70.24,2318,33
2017,0,29221,Webb Simpson,70.24,2669,38
2017,0,49771,J.T. Poston,70.25,2248,32
2017,0,23320,Ryan Palmer,70.27,773,11
2017,0,24138,Ian Poulter,70.27,1546,22
2017,0,19846,Brian Gay,70.28,1757,25
2017,0,34360,Patrick Reed,70.29,1968,28
2017,0,27649,Brandt Snedeker,70.29,492,7
2017,0,33418,Shawn Stefani,70.3,1898,27
2017,0,34099,Harris English,70.33,1899,27
2017,0,26758,David Hearn,70.36,1548,22
2017,0,25396,Kevin Na,70.37,2111,30
2017,0,24361,Pat Perez,70.38,2041,29
2017,0,30110,Kyle Stanley,70.42,2676,38
2017,0,25572,Graeme McDowell,70.44,1127,16
2017,0,29720,Andres Gonzales,70.45,1409,20
2017,0,46501,Ollie Schniederjans,70.45,2043,29
2017,0,23541,Ben Crane,70.46,1832,26
2017,0,23983,Luke Donald,70.46,916,13
2017,0,28500,Martin Flores,70.48,1480,21
2017,0,22371,Aaron Baddeley,70.5,1410,20
2017,0,26331,Charl Schwartzel,70.55,1552,22
2017,0,32333,Kevin Tway,70.55,2187,31
2017,0,40026,Daniel Berger,70.56,1270,18
2017,0,27974,Sung Kang,70.59,2612,37
2017,0,29289,S.Y. Noh,70.59,1200,17
2017,0,32448,James Hahn,70.62,2613,37
2017,0,20771,Steven Alker,70.63,1130,16
2017,0,33122,Russell Knox,70.63,1342,19
2017,0,47128,Richy Werenski,70.63,1342,19
2017,0,24357,K.J. Choi,70.64,1554,22
2017,0,29476,Kyle Reifers,70.64,1766,25
2017,0,34264,Hudson Swafford,70.64,2331,33
2017,0,25686,Jason Dufner,70.65,1837,26
2017,0,33204,Shane Lowry,70.65,1413,20
2017,0,46601,Trey Mullinax,70.65,1413,20
2017,0,23800,Bryce Molder,70.67,1696,24
2017,0,29518,Brendan Steele,70.68,1979,28
2017,0,40058,Zac Blair,70.7,2121,30
2017,0,23497,Tag Ridings,70.74,1344,19
2017,0,27436,Graham DeLaet,70.75,1415,20
2017,0,39975,Michael Kim,70.76,2406,34
2017,0,35545,Blayne Barber,70.78,1628,23
2017,0,27141,J.B. Holmes,70.78,1911,27
2017,0,24024,Zach Johnson,70.78,1628,23
2017,0,35891,Cameron Smith,70.78,2265,32
2017,0,34431,Robert Streb,70.79,2053,29
2017,0,25349,Tim Wilkinson,70.79,1345,19
2017,0,35532,Tom Hoge,70.8,1062,15
2017,0,28093,Miguel Angel Carballo,70.81,1133,16
2017,0,34174,John Huh,70.81,2266,32
2017,0,26300,Matt Jones,70.81,1133,16
2017,0,28420,Ryan Brehm,70.82,1558,22
2017,0,31323,Gary Woodland,70.83,2479,35
2017,0,30926,Chris Kirk,70.86,1984,28
2017,0,23325,Vaughn Taylor,70.86,2551,36
2017,0,31202,William McGirt,70.87,2197,31
2017,0,24846,Ricky Barnes,70.88,2339,33
2017,0,36689,Brooks Koepka,70.88,1205,17
2017,0,34466,Peter Malnati,70.88,1843,26
2017,0,27958,Ryan Blaum,70.89,2623,37
2017,0,20472,Alex Cejka,70.89,1914,27
2017,0,30944,Jason Kokrak,70.9,2198,31
2017,0,22046,Geoff Ogilvy,70.91,1560,22
2017,0,37189,Harold Varner III,70.91,2411,34
2017,0,27095,Nick Watney,70.92,1702,24
2017,0,23353,J.J. Henry,70.93,2128,30
2017,0,33399,Adam Hadwin,70.94,2412,34
2017,0,31557,Jim Herman,70.94,2341,33
2017,0,24358,Robert Garrigus,70.95,1490,21
2017,0,33461,Morgan Hoffmann,70.96,1845,26
2017,0,12716,Charley Hoffman,71.03,2628,37
2017,0,29420,Billy Horschel,71.03,2060,29
2017,0,35506,Mackenzie Hughes,71.05,2771,39
2017,0,24507,Jason Bohn,71.06,1208,17
2017,0,24502,Adam Scott,71.1,711,10
2017,0,27214,Kevin Streelman,71.11,1991,28
2017,0,24140,Sean O'Hair,71.12,1778,25
2017,0,29222,Billy Hurley III,71.13,2276,32
2017,0,25493,Nick Taylor,71.15,1850,26
2017,0,47959,Bryson DeChambeau,71.17,1637,23
2017,0,20157,Retief Goosen,71.17,1281,18
2017,0,29908,C.T. Pan,71.17,2064,29
2017,0,36801,Mark Hubbard,71.18,1566,22
2017,0,33448,Justin Thomas,71.18,783,11
2017,0,36699,Patrick Rodgers,71.19,1495,21
2017,0,32150,Michael Thompson,71.2,1424,20
2017,0,33120,Mark Anderson,71.21,997,14
2017,0,27770,Camilo Villegas,71.22,1282,18
2017,0,27936,Martin Laird,71.24,2066,29
2017,0,26289,Boo Weekley,71.25,1995,28
2017,0,27895,Jonas Blixt,71.29,1711,24
2017,0,40009,Dominic Bozzelli,71.29,998,14
2017,0,22056,Cameron Percy,71.29,998,14
2017,0,46440,Smylie Kaufman,71.3,1426,20
2017,0,29478,Kevin Kisner,71.3,2353,33
2017,0,34409,David Lingmerth,71.3,1925,27
2017,0,29740,Brad Fritsch,71.33,1070,15
2017,0,24781,Hunter Mahan,71.33,1498,21
2017,0,26951,Johnson Wagner,71.35,1213,17
2017,0,25191,Gonzalo Fernandez-Castaño,71.36,999,14
2017,0,39954,Cody Gribble,71.38,1856,26
2017,0,25632,Jimmy Walker,71.38,1142,16
2017,0,20593,Greg Chalmers,71.39,2213,31
2017,0,32757,Patton Kizzire,71.43,2143,30
2017,0,46732,Rick Lamb,71.43,1000,14
2017,0,31560,Brian Stuard,71.43,2857,40
2017,0,21961,Charles Howell III,71.47,2287,32
2017,0,29485,Brett Stegmaier,71.48,1644,23
2017,0,26329,Louis Oosthuizen,71.52,1502,21
2017,0,30852,Ryo Ishikawa,71.53,1073,15
2017,0,37278,Nicholas Lindheim,71.53,1073,15
2017,0,27466,Spencer Levin,71.55,1574,22
2017,0,32366,Kevin Chappell,71.56,2290,32
2017,0,33948,Byeong Hun An,71.58,1718,24
2017,0,26596,Ryan Moore,71.58,1861,26
2017,0,34213,Grayson Murray,71.59,2076,29
2017,0,35110,Brett Drewitt,71.6,1432,20
2017,0,25720,Chad Collins,71.61,1289,18
2017,0,27064,Jhonattan Vegas,71.61,2363,33
2017,0,26499,Rafa Cabrera Bello,71.63,1361,19
2017,0,28679,Fabián Gómez,71.69,1147,16
2017,0,25804,Bubba Watson,71.69,1147,16
2017,0,37454,Whee Kim,71.73,1076,15
2017,0,28307,Matt Every,71.75,1435,20
2017,0,25818,Scott Piercy,71.76,1220,17
2017,0,29974,Branden Grace,71.78,1651,23
2017,0,35879,Kelly Kraft,71.78,1651,23
2017,0,31420,Anirban Lahiri,71.78,1651,23
2017,0,10809,Jim Furyk,71.79,1005,14
2017,0,31416,Derek Fathauer,71.81,1149,16
2017,0,25240,D.A. Points,71.82,1580,22
2017,0,25892,Steve Wheatcroft,71.92,863,12
2017,0,32200,Roberto Castro,72.0,1728,24
2017,0,48822,Sebastián Muñoz,72.0,1152,16
2017,0,20572,Rod Pampling,72.07,2162,30
2017,0,48084,Wesley Bryan,72.1,2091,29
2017,0,29926,Danny Lee,72.1,2235,31
2017,0,25345,Carl Pettersson,72.12,1226,17
2017,0,32640,Troy Merritt,72.26,1662,23
2017,0,46443,Brian Campbell,72.27,1084,15
2017,0,22986,Søren Kjeldsen,72.36,1013,14
2017,0,35300,Andrew Loupe,72.4,1086,15
2017,0,25834,Daniel Summerhays,72.44,1811,25
2017,0,34358,Jonathan Randolph,72.56,1306,18
2017,0,37455,Si Woo Kim,72.63,1743,24
2017,0,20104,Ken Duke,73.0,803,11
2017,0,6522,Ernie Els,73.45,808,11
2017,0,25274,Steven Bowditch,73.77,1623,22
2016,0,30925,Dustin Johnson,68.9,689,10
2016,0,34046,Jordan Spieth,68.92,896,13
2016,0,31323,Gary Woodland,69.4,2082,30
2016,0,28089,Jason Day,69.44,1111,16
2016,0,22405,Justin Rose,69.47,1181,17
2016,0,20472,Alex Cejka,69.52,1460,21
2016,0,25349,Tim Wilkinson,69.56,1252,18
2016,0,24024,Zach Johnson,69.6,1740,25
2016,0,32618,Rhein Gibson,69.63,1114,16
2016,0,1810,Phil Mickelson,69.65,1184,17
2016,0,32200,Roberto Castro,69.71,2161,31
2016,0,35300,Andrew Loupe,69.71,1464,21
2016,0,25364,Paul Casey,69.77,1535,22
2016,0,28237,Rory McIlroy,69.79,977,14
2016,0,6527,Steve Stricker,69.8,698,10
2016,0,34174,John Huh,69.86,1956,28
2016,0,21961,Charles Howell III,69.9,2097,30
2016,0,23108,Matt Kuchar,69.9,1468,21
2016,0,26951,Johnson Wagner,69.9,2027,29
2016,0,24358,Robert Garrigus,69.93,1888,27
2016,0,31202,William McGirt,69.97,2449,35
2016,0,20229,Stewart Cink,70.0,1750,25
2016,0,36689,Brooks Koepka,70.0,1330,19
2016,0,26331,Charl Schwartzel,70.0,1330,19
2016,0,27649,Brandt Snedeker,70.0,980,14
2016,0,34264,Hudson Swafford,70.03,2381,34
2016,0,26329,Louis Oosthuizen,70.06,1121,16
2016,0,35879,Kelly Kraft,70.08,911,13
2016,0,24140,Sean O'Hair,70.12,2314,33
2016,0,26476,Chez Reavie,70.12,1823,26
2016,0,35732,Wes Roach,70.12,1192,17
2016,0,25632,Jimmy Walker,70.13,1613,23
2016,0,37455,Si Woo Kim,70.14,2525,36
2016,0,32839,Hideki Matsuyama,70.18,1193,17
2016,0,27129,Luke List,70.19,1123,16
2016,0,22046,Geoff Ogilvy,70.2,1404,20
2016,0,24846,Ricky Barnes,70.21,2036,29
2016,0,36699,Patrick Rodgers,70.21,1685,24
2016,0,23320,Ryan Palmer,70.22,2247,32
2016,0,34098,Russell Henley,70.23,1826,26
2016,0,29223,Sam Saunders,70.24,1194,17
2016,0,27644,Brian Harman,70.27,2600,37
2016,0,22371,Aaron Baddeley,70.28,1757,25
2016,0,46440,Smylie Kaufman,70.28,1757,25
2016,0,12510,Chad Campbell,70.31,1828,26
2016,0,25396,Kevin Na,70.32,2180,31
2016,0,27466,Spencer Levin,70.33,2321,33
2016,0,29461,Jamie Lovemark,70.33,1688,24
2016,0,20098,Stuart Appleby,70.41,2253,32
2016,0,33141,Keegan Bradley,70.41,1901,27
2016,0,33122,Russell Knox,70.41,2042,29
2016,0,29289,S.Y. Noh,70.41,1901,27
2016,0,20645,John Senden,70.41,2253,32
2016,0,32150,Michael Thompson,70.42,1338,19
2016,0,10809,Jim Furyk,70.43,986,14
2016,0,34360,Patrick Reed,70.45,2043,29
2016,0,35539,Luke Guthrie,70.47,1339,19
2016,0,26289,Boo Weekley,70.47,2255,32
2016,0,29725,Tony Finau,70.48,2044,29
2016,0,20157,Retief Goosen,70.5,1128,16
2016,0,31420,Anirban Lahiri,70.5,1410,20
2016,0,32640,Troy Merritt,70.5,2256,32
2016,0,24357,K.J. Choi,70.53,1058,15
2016,0,33419,Cameron Tringale,70.54,1975,28
2016,0,30926,Chris Kirk,70.55,2328,33
2016,0,33418,Shawn Stefani,70.55,2046,29
2016,0,25818,Scott Piercy,70.57,2470,35
2016,0,35545,Blayne Barber,70.59,2047,29
2016,0,40026,Daniel Berger,70.61,1977,28
2016,0,25900,Lucas Glover,70.62,1483,21
2016,0,27064,Jhonattan Vegas,70.62,2048,29
2016,0,29478,Kevin Kisner,70.63,2260,32
2016,0,33410,Andrew Landry,70.63,1130,16
2016,0,34265,Will Wilcox,70.64,1766,25
2016,0,34099,Harris English,70.65,2402,34
2016,0,31646,Emiliano Grillo,70.66,2685,38
2016,0,27214,Kevin Streelman,70.67,1908,27
2016,0,35451,Scott Pinckney,70.7,2121,30
2016,0,30110,Kyle Stanley,70.7,2333,33
2016,0,8075,Jerry Kelly,70.71,1697,24
2016,0,33204,Shane Lowry,70.71,990,14
2016,0,29268,Bronson Burgoon,70.72,1273,18
2016,0,33399,Adam Hadwin,70.72,2051,29
2016,0,20766,Padraig Harrington,70.72,1273,18
2016,0,29222,Billy Hurley III,70.72,1273,18
2016,0,25198,Francesco Molinari,70.72,1273,18
2016,0,29221,Webb Simpson,70.75,1698,24
2016,0,25686,Jason Dufner,70.77,2477,35
2016,0,36801,Mark Hubbard,70.77,1840,26
2016,0,27974,Sung Kang,70.77,1840,26
2016,0,31560,Brian Stuard,70.77,1557,22
2016,0,39975,Michael Kim,70.79,2053,29
2016,0,21878,Mark Wilson,70.79,1345,19
2016,0,25720,Chad Collins,70.81,1487,21
2016,0,30163,Henrik Norlander,70.81,1841,26
2016,0,29518,Brendan Steele,70.81,1841,26
2016,0,27963,Chris Stroud,70.81,1912,27
2016,0,25493,Nick Taylor,70.83,1700,24
2016,0,24461,Thomas Aiken,70.85,1417,20
2016,0,29745,Tyler Aldridge,70.85,1417,20
2016,0,26300,Matt Jones,70.87,2126,30
2016,0,28092,D.H. Lee,70.89,1347,19
2016,0,26758,David Hearn,70.92,1702,24
2016,0,21731,Freddie Jacobson,70.92,1702,24
2016,0,34409,David Lingmerth,70.93,2057,29
2016,0,23541,Ben Crane,70.96,1774,25
2016,0,21209,Sergio Garcia,71.0,923,13
2016,0,12716,Charley Hoffman,71.0,2201,31
2016,0,35532,Tom Hoge,71.0,1420,20
2016,0,26851,Marc Leishman,71.0,2201,31
2016,0,25240,D.A. Points,71.0,1207,17
2016,0,30692,Scott Stallings,71.0,2130,30
2016,0,33413,Ben Martin,71.03,2415,34
2016,0,29926,Danny Lee,71.07,2061,29
2016,0,23638,Brendon de Jonge,71.09,1564,22
2016,0,30944,Jason Kokrak,71.11,1920,27
2016,0,32876,Martin Piller,71.11,640,9
2016,0,25834,Daniel Summerhays,71.11,2560,36
2016,0,31557,Jim Herman,71.12,2347,33
2016,0,29485,Brett Stegmaier,71.12,1849,26
2016,0,33461,Morgan Hoffmann,71.13,569,8
2016,0,31416,Derek Fathauer,71.14,2063,29
2016,0,27141,J.B. Holmes,71.14,1992,28
2016,0,27936,Martin Laird,71.14,1565,22
2016,0,28475,Jeff Overton,71.14,1494,21
2016,0,29479,Scott Brown,71.15,1423,20
2016,0,23800,Bryce Molder,71.15,1850,26
2016,0,25892,Steve Wheatcroft,71.15,1850,26
2016,0,30711,Colt Knost,71.16,2277,32
2016,0,24507,Jason Bohn,71.18,1566,22
2016,0,32366,Kevin Chappell,71.18,1993,28
2016,0,27895,Jonas Blixt,71.19,1495,21
2016,0,29974,Branden Grace,71.19,1495,21
2016,0,2206,David Toms,71.21,1353,19
2016,0,25804,Bubba Watson,71.22,1638,23
2016,0,32448,James Hahn,71.25,2850,40
2016,0,32757,Patton Kizzire,71.27,2138,30
2016,0,23983,Luke Donald,71.31,2068,29
2016,0,29720,Andres Gonzales,71.32,1783,25
2016,0,27770,Camilo Villegas,71.33,2140,30
2016,0,29476,Kyle Reifers,71.34,2069,29
2016,0,37273,Derek Ernst,71.35,1641,23
