YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
2016,139,0,34174,John Huh,1.787,1810,1013,26.39
2016,139,0,25240,D.A. Points,1.787,1072,600,28.98
2016,139,0,28132,Tyrone Van Aswegen,1.787,2126,1190,27.92
2016,143,0,27942,Rob Oppenheim,1.788,1289,721,26.64
2016,143,0,25818,Scott Piercy,1.788,1820,1018,28.71
2016,145,0,23983,Luke Donald,1.789,1685,942,25.93
2016,145,0,33122,Russell Knox,1.789,1998,1117,28.32
2016,147,0,30944,Jason Kokrak,1.79,1969,1100,28.78
2016,147,0,28158,Steve Marino,1.79,1446,808,28.38
2016,147,0,29223,Sam Saunders,1.79,1348,753,28.69
2016,147,0,29518,Brendan Steele,1.79,1860,1039,28.38
2016,151,0,29720,Andres Gonzales,1.791,1664,929,29.09
2016,151,0,31557,Jim Herman,1.791,1968,1099,27.06
2016,151,0,33410,Andrew Landry,1.791,1021,570,27.42
2016,151,0,24912,Will MacKenzie,1.791,1712,956,26.99
2016,155,0,12510,Chad Campbell,1.792,1978,1104,27.59
2016,156,0,25364,Paul Casey,1.793,1691,943,28.63
2016,156,0,8075,Jerry Kelly,1.793,1635,912,25.85
2016,156,0,27129,Luke List,1.793,1669,931,30.39
2016,156,0,36699,Patrick Rodgers,1.793,1899,1059,28.79
2016,160,0,33204,Shane Lowry,1.794,1125,627,27.88
2016,161,0,29745,Tyler Aldridge,1.795,1673,932,27.13
2016,161,0,20572,Rod Pampling,1.795,1034,576,25.57
2016,163,0,10809,Jim Furyk,1.797,1148,639,24.29
2016,163,0,23621,Rory Sabbatini,1.797,1123,625,29.12
2016,163,0,29485,Brett Stegmaier,1.797,1837,1022,27.52
2016,166,0,29268,Bronson Burgoon,1.8,1696,942,26.65
2016,167,0,35451,Scott Pinckney,1.801,1902,1056,28.52
2016,168,0,2206,David Toms,1.802,1317,731,25.58
2016,169,0,37454,Whee Kim,1.804,1665,923,26.38
2016,170,0,33141,Keegan Bradley,1.805,1854,1027,27.46
2016,171,0,28475,Jeff Overton,1.806,1349,747,26.51
2016,172,0,33418,Shawn Stefani,1.809,1883,1041,25.43
2016,172,0,37189,Harold Varner III,1.809,1985,1097,29.16
2016,174,0,34431,Robert Streb,1.81,1812,1001,26.85
2016,175,0,24924,Bill Haas,1.811,1795,991,25.1
2016,175,0,21878,Mark Wilson,1.811,1313,725,25.0
2016,177,0,34261,Scott Langley,1.812,1314,725,25.83
2016,178,0,20229,Stewart Cink,1.814,1402,773,27.46
2016,179,0,20691,Greg Owen,1.815,1846,1017,26.9
2016,180,0,20848,Ángel Cabrera,1.817,1279,704,26.46
2016,181,0,32618,Rhein Gibson,1.819,1204,662,26.89
2016,182,0,24461,Thomas Aiken,1.825,1522,834,25.21
2016,183,0,37273,Derek Ernst,1.828,1241,679,25.48
2016,184,0,23353,J.J. Henry,1.842,1477,802,21.88
2016,185,0,10885,Robert Allenby,1.843,1078,585,23.29
2015,1,0,34046,Jordan Spieth,1.699,1826,1075,35.51
2015,2,0,28089,Jason Day,1.712,1572,918,36.76
2015,3,0,30925,Dustin Johnson,1.715,1490,869,34.72
2015,4,0,24507,Jason Bohn,1.724,2031,1178,31.09
2015,5,0,25834,Daniel Summerhays,1.726,2059,1193,31.18
2015,6,0,33461,Morgan Hoffmann,1.729,1617,935,32.08
2015,7,0,27141,J.B. Holmes,1.73,1685,974,34.64
2015,8,0,26300,Matt Jones,1.731,1696,980,33.57
2015,9,0,29926,Danny Lee,1.732,2458,1419,32.16
2015,9,0,34360,Patrick Reed,1.732,1988,1148,32.34
2015,11,0,23108,Matt Kuchar,1.733,1951,1126,32.2
2015,12,0,32102,Rickie Fowler,1.734,1458,841,32.54
2015,13,0,24024,Zach Johnson,1.735,1863,1074,31.06
2015,14,0,22405,Justin Rose,1.736,1455,838,34.25
2015,14,0,33448,Justin Thomas,1.736,2283,1315,33.61
2015,16,0,1810,Phil Mickelson,1.737,1346,775,34.33
2015,16,0,26596,Ryan Moore,1.737,1591,916,31.76
2015,16,0,24361,Pat Perez,1.737,2038,1173,31.14
2015,19,0,25396,Kevin Na,1.739,1920,1104,32.12
2015,19,0,27649,Brandt Snedeker,1.739,1932,1111,31.14
2015,21,0,8075,Jerry Kelly,1.74,1632,938,31.45
2015,21,0,32839,Hideki Matsuyama,1.74,1951,1121,32.41
2015,21,0,30927,Brendon Todd,1.74,1907,1096,30.71
2015,24,0,24846,Ricky Barnes,1.741,1478,849,30.41
2015,25,0,34563,Chesson Hadley,1.742,2014,1156,32.64
2015,26,0,25632,Jimmy Walker,1.743,1783,1023,33.43
2015,27,0,22371,Aaron Baddeley,1.744,1451,832,31.52
2015,27,0,24140,Sean O'Hair,1.744,1737,996,30.65
2015,29,0,33418,Shawn Stefani,1.745,2031,1164,30.98
2015,30,0,21209,Sergio Garcia,1.746,1189,681,31.08
2015,30,0,12716,Charley Hoffman,1.746,1955,1120,32.62
2015,32,0,30852,Ryo Ishikawa,1.748,1839,1052,30.78
2015,32,0,24138,Ian Poulter,1.748,1323,757,30.6
2015,32,0,25892,Steve Wheatcroft,1.748,1687,965,32.43
2015,35,0,35539,Luke Guthrie,1.749,1646,941,30.81
2015,36,0,28679,Fabián Gómez,1.75,1661,949,30.38
2015,36,0,26758,David Hearn,1.75,2077,1187,29.11
2015,36,0,35532,Tom Hoge,1.75,1643,939,31.63
2015,36,0,30711,Colt Knost,1.75,1827,1044,29.65
2015,36,0,23800,Bryce Molder,1.75,1794,1025,29.33
2015,36,0,34431,Robert Streb,1.75,2396,1369,30.99
2015,42,0,27895,Jonas Blixt,1.751,1443,824,30.66
2015,42,0,34409,David Lingmerth,1.751,1842,1052,30.45
2015,44,0,29479,Scott Brown,1.752,1994,1138,30.24
2015,44,0,20593,Greg Chalmers,1.752,1086,620,30.47
2015,46,0,36699,Patrick Rodgers,1.754,1117,637,32.03
2015,46,0,31560,Brian Stuard,1.754,1856,1058,28.36
2015,48,0,25274,Steven Bowditch,1.755,2064,1176,31.31
2015,48,0,28475,Jeff Overton,1.755,1909,1088,28.66
2015,48,0,25493,Nick Taylor,1.755,1852,1055,30.93
2015,51,0,29725,Tony Finau,1.756,2265,1290,33.26
2015,51,0,34098,Russell Henley,1.756,1781,1014,31.29
2015,51,0,25804,Bubba Watson,1.756,1468,836,34.38
2015,54,0,23638,Brendon de Jonge,1.757,2263,1288,30.17
2015,54,0,34264,Hudson Swafford,1.757,2059,1172,31.62
2015,56,0,29720,Andres Gonzales,1.758,1814,1032,29.87
2015,56,0,37454,Whee Kim,1.758,1489,847,29.31
2015,56,0,30926,Chris Kirk,1.758,1491,848,31.28
2015,59,0,32366,Kevin Chappell,1.759,1798,1022,31.21
2015,59,0,24494,Erik Compton,1.759,1720,978,30.46
2015,59,0,25818,Scott Piercy,1.759,1901,1081,30.9
2015,59,0,34256,Andrew Putnam,1.759,1214,690,31.4
2015,63,0,28259,Sangmoon Bae,1.76,1954,1110,30.98
2015,63,0,24357,K.J. Choi,1.76,1253,712,29.21
2015,63,0,34099,Harris English,1.76,2166,1231,30.0
2015,63,0,36689,Brooks Koepka,1.76,1783,1013,31.42
2015,63,0,25345,Carl Pettersson,1.76,2115,1202,31.14
2015,63,0,27963,Chris Stroud,1.76,1748,993,30.54
2015,63,0,2206,David Toms,1.76,1188,675,26.6
2015,70,0,31416,Derek Fathauer,1.761,1497,850,29.43
2015,70,0,32448,James Hahn,1.761,1970,1119,29.54
2015,72,0,27644,Brian Harman,1.762,1903,1080,29.49
2015,73,0,34174,John Huh,1.763,2078,1179,28.43
2015,73,0,24490,George McNeill,1.763,1960,1112,30.09
2015,75,0,25562,Andres Romero,1.764,1293,733,30.04
2015,75,0,29518,Brendan Steele,1.764,1827,1036,32.04
2015,77,0,20771,Steven Alker,1.765,1269,719,27.79
2015,77,0,20472,Alex Cejka,1.765,1920,1088,28.97
2015,77,0,30736,Oscar Fraustro,1.765,1084,614,29.69
2015,77,0,33667,Carlos Ortiz,1.765,2038,1155,31.25
2015,77,0,20396,Lee Westwood,1.765,1098,622,30.42
2015,82,0,34261,Scott Langley,1.766,1891,1071,29.03
2015,82,0,31202,William McGirt,1.766,2222,1258,27.37
2015,84,0,35545,Blayne Barber,1.767,1564,885,30.43
2015,84,0,25720,Chad Collins,1.767,1661,940,27.61
2015,84,0,22892,Jason Gore,1.767,1546,875,30.89
2015,87,0,10860,Justin Leonard,1.769,1215,687,26.46
2015,87,0,34265,Will Wilcox,1.769,1247,705,29.73
2015,89,0,27436,Graham DeLaet,1.77,1432,809,29.21
2015,89,0,27936,Martin Laird,1.77,1627,919,29.77
2015,89,0,32640,Troy Merritt,1.77,1837,1038,27.61
2015,89,0,35451,Scott Pinckney,1.77,1896,1071,28.96
2015,89,0,28780,Nicholas Thompson,1.77,1880,1062,28.71
2015,94,0,40058,Zac Blair,1.771,2173,1227,27.76
2015,94,0,29478,Kevin Kisner,1.771,2196,1240,28.19
2015,94,0,26851,Marc Leishman,1.771,1443,815,29.73
2015,97,0,25364,Paul Casey,1.772,1893,1068,29.61
2015,97,0,33399,Adam Hadwin,1.772,1974,1114,28.3
2015,97,0,29289,S.Y. Noh,1.772,1366,771,30.73
2015,97,0,22056,Cameron Percy,1.772,1513,854,28.96
2015,101,0,20645,John Senden,1.773,1610,908,29.99
2015,102,0,30944,Jason Kokrak,1.774,1891,1066,30.39
2015,102,0,33413,Ben Martin,1.774,1975,1113,30.33
2015,102,0,23320,Ryan Palmer,1.774,1621,914,30.48
2015,102,0,23621,Rory Sabbatini,1.774,1754,989,30.74
2015,106,0,21753,Brian Davis,1.775,1631,919,27.98
2015,106,0,32150,Michael Thompson,1.775,1693,954,30.04
2015,108,0,34262,Jon Curran,1.776,1677,944,27.33
2015,109,0,23048,Eric Axley,1.777,1077,606,27.36
2015,109,0,33122,Russell Knox,1.777,2175,1224,28.13
2015,109,0,24781,Hunter Mahan,1.777,1725,971,29.21
2015,109,0,26329,Louis Oosthuizen,1.777,1354,762,30.66
2015,109,0,29425,Andrew Svoboda,1.777,1587,893,28.57
2015,109,0,28132,Tyrone Van Aswegen,1.777,1153,649,27.01
2015,109,0,25349,Tim Wilkinson,1.777,1418,798,25.91
2015,109,0,21878,Mark Wilson,1.777,1845,1038,27.48
2015,117,0,27095,Nick Watney,1.778,1961,1103,30.18
2015,118,0,40026,Daniel Berger,1.779,2138,1202,29.97
2015,118,0,39977,Max Homa,1.779,1493,839,29.24
2015,118,0,29476,Kyle Reifers,1.779,1975,1110,28.79
2015,118,0,30692,Scott Stallings,1.779,1249,702,29.71
2015,122,0,12510,Chad Campbell,1.78,2133,1198,27.32
2015,122,0,29222,Billy Hurley III,1.78,1652,928,25.3
2015,124,0,33141,Keegan Bradley,1.781,1818,1021,31.34
2015,124,0,33419,Cameron Tringale,1.781,1988,1116,29.02
2015,124,0,26951,Johnson Wagner,1.781,1503,844,28.0
2015,127,0,20104,Ken Duke,1.782,1832,1028,28.98
2015,127,0,27214,Kevin Streelman,1.782,2014,1130,28.26
2015,127,0,27770,Camilo Villegas,1.782,1679,942,30.96
2015,130,0,29420,Billy Horschel,1.783,2091,1173,30.69
2015,130,0,34358,Jonathan Randolph,1.783,1446,811,28.31
2015,130,0,26476,Chez Reavie,1.783,1252,702,28.53
2015,133,0,25369,Jamie Donaldson,1.785,964,540,27.93
2015,133,0,20157,Retief Goosen,1.785,1539,862,29.5
2015,133,0,36801,Mark Hubbard,1.785,1653,926,28.46
2015,133,0,21528,Henrik Stenson,1.785,1417,794,30.73
2015,133,0,26289,Boo Weekley,1.785,1719,963,29.27
2015,138,0,25686,Jason Dufner,1.786,1620,907,28.32
2015,139,0,21961,Charles Howell III,1.787,2316,1296,26.97
2015,140,0,28307,Matt Every,1.788,1309,732,27.71
2015,141,0,27933,John Merrick,1.789,1612,901,28.67
2015,141,0,35541,John Peterson,1.789,1848,1033,25.97
2015,141,0,6567,Vijay Singh,1.789,1664,930,28.34
2015,144,0,32200,Roberto Castro,1.79,1065,595,26.14
2015,144,0,25191,Gonzalo Fernandez-Castaño,1.79,1586,886,27.83
2015,144,0,33486,Roger Sloan,1.79,1058,591,29.49
2015,144,0,23623,Bo Van Pelt,1.79,1702,951,28.98
2015,148,0,23983,Luke Donald,1.791,1501,838,26.16
2015,148,0,10809,Jim Furyk,1.791,1440,804,27.86
2015,148,0,29221,Webb Simpson,1.791,1705,952,29.23
2015,151,0,24925,Jonathan Byrd,1.792,1412,788,28.72
2015,151,0,30946,Alex Prugh,1.792,1810,1010,27.9
2015,151,0,26331,Charl Schwartzel,1.792,1321,737,30.16
2015,154,0,27466,Spencer Levin,1.794,2139,1192,26.05
2015,154,0,27064,Jhonattan Vegas,1.794,1817,1013,28.68
2015,156,0,23541,Ben Crane,1.795,1185,660,26.97
2015,156,0,31323,Gary Woodland,1.795,1596,889,28.6
2015,158,0,29535,Brice Garnett,1.797,1745,971,26.78
2015,158,0,24358,Robert Garrigus,1.797,1366,760,29.16
2015,160,0,28500,Martin Flores,1.798,2012,1119,26.91
2015,160,0,22293,Heath Slocum,1.798,1077,599,27.55
2015,162,0,20229,Stewart Cink,1.799,1819,1011,27.79
2015,162,0,25198,Francesco Molinari,1.799,1220,678,24.85
2015,164,0,20766,Padraig Harrington,1.801,1187,659,29.38
2015,165,0,25240,D.A. Points,1.802,1460,810,27.1
2015,166,0,24924,Bill Haas,1.803,1920,1065,26.79
2015,166,0,29223,Sam Saunders,1.803,1715,951,28.81
2015,168,0,20691,Greg Owen,1.805,1305,723,25.59
2015,168,0,28486,Michael Putnam,1.805,1937,1073,26.31
2015,170,0,20848,Ángel Cabrera,1.806,1118,619,29.4
2015,170,0,24502,Adam Scott,1.806,1064,589,30.05
2015,170,0,28023,Byron Smith,1.806,1232,682,26.47
2015,173,0,32334,Charlie Beljan,1.809,1536,849,29.99
2015,174,0,31557,Jim Herman,1.81,2100,1160,26.68
2015,175,0,23353,J.J. Henry,1.812,2051,1132,24.09
2015,176,0,1706,Davis Love III,1.814,1123,619,24.88
2015,177,0,6522,Ernie Els,1.816,1202,662,28.59
2015,178,0,23548,Bill Lunde,1.819,1035,569,24.87
2015,179,0,37273,Derek Ernst,1.82,1547,850,26.97
2015,180,0,34130,Sung Joon Park,1.824,1636,897,24.44
2015,181,0,10885,Robert Allenby,1.826,1293,708,24.58
2015,181,0,22046,Geoff Ogilvy,1.826,1050,575,27.4
2015,183,0,25900,Lucas Glover,1.831,1835,1002,27.73
2015,184,0,31193,Jim Renner,1.841,1427,775,22.58
2014,1,0,28237,Rory McIlroy,1.708,1366,800,36.84
2014,2,0,34046,Jordan Spieth,1.717,1892,1102,34.24
2014,3,0,30925,Dustin Johnson,1.726,1205,698,33.0
2014,4,0,24502,Adam Scott,1.732,1458,842,33.89
2014,4,0,25632,Jimmy Walker,1.732,2023,1168,33.5
2014,6,0,30852,Ryo Ishikawa,1.734,1521,877,32.72
2014,7,0,27963,Chris Stroud,1.735,1792,1033,31.49
2014,8,0,8075,Jerry Kelly,1.736,1639,944,30.19
2014,9,0,25804,Bubba Watson,1.737,1551,893,32.4
2014,10,0,23320,Ryan Palmer,1.738,1773,1020,32.71
2014,11,0,26331,Charl Schwartzel,1.739,1233,709,33.76
2014,12,0,35539,Luke Guthrie,1.744,1695,972,31.4
2014,12,0,27141,J.B. Holmes,1.744,1645,943,32.56
2014,12,0,30927,Brendon Todd,1.744,2170,1244,29.87
2014,15,0,26300,Matt Jones,1.745,1649,945,29.96
2014,16,0,22371,Aaron Baddeley,1.746,1353,775,32.0
2014,16,0,21731,Freddie Jacobson,1.746,1790,1025,30.18
2014,18,0,24357,K.J. Choi,1.747,1562,894,29.79
2014,18,0,25572,Graeme McDowell,1.747,1282,734,29.69
2014,20,0,20593,Greg Chalmers,1.748,1526,873,29.93
2014,20,0,30944,Jason Kokrak,1.748,1337,765,31.41
2014,22,0,20098,Stuart Appleby,1.749,1784,1020,30.09
2014,22,0,32640,Troy Merritt,1.749,1270,726,29.01
2014,22,0,24138,Ian Poulter,1.749,1100,629,32.11
2014,22,0,31560,Brian Stuard,1.749,1749,1000,30.63
2014,26,0,21209,Sergio Garcia,1.75,1255,717,29.97
2014,26,0,33461,Morgan Hoffmann,1.75,1957,1118,31.84
2014,26,0,36689,Brooks Koepka,1.75,1146,655,32.67
2014,29,0,32366,Kevin Chappell,1.753,2048,1168,30.64
2014,29,0,1810,Phil Mickelson,1.753,1462,834,31.29
2014,29,0,25396,Kevin Na,1.753,1920,1095,30.77
2014,32,0,25364,Paul Casey,1.754,1163,663,31.12
2014,32,0,34261,Scott Langley,1.754,1884,1074,28.98
2014,32,0,26596,Ryan Moore,1.754,1803,1028,30.53
2014,32,0,20396,Lee Westwood,1.754,1126,642,32.45
2014,36,0,23135,Tim Clark,1.755,1523,868,28.29
2014,36,0,32102,Rickie Fowler,1.755,1732,987,32.52
2014,36,0,27644,Brian Harman,1.755,2254,1284,29.56
2014,36,0,23108,Matt Kuchar,1.755,1860,1060,30.57
2014,36,0,26851,Marc Leishman,1.755,1648,939,29.99
2014,36,0,27649,Brandt Snedeker,1.755,1739,991,30.13
2014,42,0,34098,Russell Henley,1.756,1798,1024,30.82
2014,42,0,12716,Charley Hoffman,1.756,1972,1123,31.67
2014,44,0,24507,Jason Bohn,1.757,1659,944,27.95
2014,44,0,31202,William McGirt,1.757,1956,1113,29.23
2014,44,0,22405,Justin Rose,1.757,1439,819,30.96
2014,47,0,10860,Justin Leonard,1.758,1371,780,28.24
2014,48,0,23983,Luke Donald,1.759,1117,635,29.18
2014,48,0,27408,Martin Kaymer,1.759,1309,744,31.0
2014,48,0,30926,Chris Kirk,1.759,2090,1188,31.06
2014,48,0,33413,Ben Martin,1.759,1673,951,28.78
2014,52,0,28259,Sangmoon Bae,1.76,1515,861,32.09
2014,52,0,24024,Zach Johnson,1.76,2050,1165,29.15
2014,52,0,24490,George McNeill,1.76,1656,941,30.24
2014,52,0,25562,Andres Romero,1.76,1477,839,30.82
2014,52,0,27214,Kevin Streelman,1.76,1563,888,31.26
2014,57,0,27770,Camilo Villegas,1.761,2016,1145,30.48
2014,58,0,24494,Erik Compton,1.762,1760,999,29.45
2014,58,0,29478,Kevin Kisner,1.762,1760,999,29.16
2014,60,0,34563,Chesson Hadley,1.763,1680,953,31.02
2014,60,0,23800,Bryce Molder,1.763,1481,840,28.04
2014,62,0,26758,David Hearn,1.764,2044,1159,27.66
2014,62,0,25349,Tim Wilkinson,1.764,1607,911,27.75
2014,64,0,29479,Scott Brown,1.765,2065,1170,29.93
2014,64,0,25720,Chad Collins,1.765,1410,799,27.64
2014,64,0,23541,Ben Crane,1.765,1633,925,27.52
2014,64,0,29221,Webb Simpson,1.765,1742,987,30.93
2014,68,0,6522,Ernie Els,1.766,1547,876,29.24
2014,68,0,28307,Matt Every,1.766,1711,969,30.92
2014,68,0,30750,Tommy Gainey,1.766,1404,795,30.6
2014,68,0,28475,Jeff Overton,1.766,1589,900,29.35
2014,68,0,34431,Robert Streb,1.766,1482,839,30.26
2014,73,0,27895,Jonas Blixt,1.767,1205,682,30.1
2014,73,0,33141,Keegan Bradley,1.767,1866,1056,30.93
2014,73,0,25834,Daniel Summerhays,1.767,2085,1180,28.68
2014,76,0,24846,Ricky Barnes,1.768,1819,1029,29.45
2014,76,0,34360,Patrick Reed,1.768,1823,1031,30.25
2014,76,0,35732,Wes Roach,1.768,1287,728,31.46
2014,76,0,32150,Michael Thompson,1.768,1547,875,30.29
2014,80,0,21753,Brian Davis,1.769,1820,1029,29.2
2014,80,0,34409,David Lingmerth,1.769,1532,866,28.39
2014,80,0,24361,Pat Perez,1.769,1721,973,28.32
2014,80,0,20645,John Senden,1.769,2139,1209,27.63
2014,80,0,2206,David Toms,1.769,1357,767,27.94
2014,85,0,21961,Charles Howell III,1.77,2285,1291,29.23
2014,85,0,32839,Hideki Matsuyama,1.77,1632,922,32.14
2014,87,0,35139,Richard Lee,1.771,1491,842,29.25
2014,87,0,35300,Andrew Loupe,1.771,1227,693,31.36
2014,89,0,24912,Will MacKenzie,1.772,1715,968,30.01
2014,90,0,24925,Jonathan Byrd,1.773,1491,841,27.92
2014,91,0,23409,James Driscoll,1.774,1380,778,29.81
2014,91,0,29518,Brendan Steele,1.774,1804,1017,30.15
2014,91,0,33419,Cameron Tringale,1.774,2367,1334,27.03
2014,91,0,28132,Tyrone Van Aswegen,1.774,1598,901,28.86
2014,91,0,10423,Mike Weir,1.774,1192,672,27.72
2014,91,0,31323,Gary Woodland,1.774,1955,1102,29.57
2014,97,0,20848,Ángel Cabrera,1.776,1433,807,30.06
2014,97,0,28089,Jason Day,1.776,982,553,30.02
2014,97,0,34099,Harris English,1.776,2010,1132,30.29
2014,97,0,29926,Danny Lee,1.776,1648,928,30.74
2014,101,0,29289,S.Y. Noh,1.777,1971,1109,28.55
2014,102,0,22621,Ben Curtis,1.778,1463,823,27.62
2014,102,0,29740,Brad Fritsch,1.778,999,562,29.06
2014,102,0,29535,Brice Garnett,1.778,1835,1032,27.79
2014,102,0,24924,Bill Haas,1.778,2306,1297,28.55
2014,106,0,21528,Henrik Stenson,1.779,1194,671,31.49
2014,107,0,19846,Brian Gay,1.78,1499,842,27.59
2014,107,0,24781,Hunter Mahan,1.78,1816,1020,28.36
2014,109,0,23638,Brendon de Jonge,1.781,2253,1265,27.4
2014,109,0,24358,Robert Garrigus,1.781,1671,938,31.62
2014,111,0,20229,Stewart Cink,1.782,1937,1087,27.79
2014,111,0,33122,Russell Knox,1.782,2006,1126,27.11
2014,113,0,25191,Gonzalo Fernandez-Castaño,1.783,1601,898,29.35
2014,113,0,24663,Y.E. Yang,1.783,1544,866,27.17
2014,115,0,25686,Jason Dufner,1.784,1149,644,29.75
2014,116,0,32200,Roberto Castro,1.785,1437,805,26.47
2014,117,0,25274,Steven Bowditch,1.786,1895,1061,29.99
2014,118,0,10809,Jim Furyk,1.787,1769,990,26.65
2014,118,0,29222,Billy Hurley III,1.787,1823,1020,26.06
2014,118,0,33418,Shawn Stefani,1.787,1278,715,27.49
2014,121,0,27436,Graham DeLaet,1.788,1797,1005,28.91
2014,121,0,28500,Martin Flores,1.788,1820,1018,27.59
2014,121,0,20157,Retief Goosen,1.788,1843,1031,27.86
2014,121,0,26679,Kevin Stadler,1.788,1974,1104,28.45
2014,125,0,32334,Charlie Beljan,1.789,1512,845,29.89
2014,125,0,27466,Spencer Levin,1.789,1222,683,26.69
2014,125,0,25345,Carl Pettersson,1.789,1954,1092,28.41
2014,125,0,23623,Bo Van Pelt,1.789,1834,1025,27.57
2014,129,0,29420,Billy Horschel,1.79,2042,1141,28.41
2014,129,0,20160,Charlie Wi,1.79,1373,767,27.09
2014,131,0,29461,Jamie Lovemark,1.792,1256,701,29.24
2014,131,0,29425,Andrew Svoboda,1.792,1692,944,27.18
2014,131,0,27095,Nick Watney,1.792,1629,909,28.85
2014,134,0,7867,Woody Austin,1.793,1158,646,28.64
2014,134,0,24140,Sean O'Hair,1.793,1576,879,27.28
2014,134,0,23621,Rory Sabbatini,1.793,1646,918,29.88
2014,137,0,1706,Davis Love III,1.794,1500,836,28.14
2014,138,0,22046,Geoff Ogilvy,1.795,1668,929,28.05
2014,139,0,20104,Ken Duke,1.796,1694,943,26.65
2014,140,0,25444,Justin Hicks,1.799,2290,1273,26.36
2014,141,0,27933,John Merrick,1.8,1831,1017,26.6
2014,142,0,34174,John Huh,1.801,1733,962,26.61
2014,143,0,27556,Ted Potter Jr.,1.802,1436,797,24.75
2014,144,0,34021,Bud Cauley,1.803,1226,680,26.7
2014,144,0,26951,Johnson Wagner,1.803,1352,750,24.23
2014,144,0,34265,Will Wilcox,1.803,1064,590,26.15
2014,147,0,27120,Troy Matteson,1.804,1167,647,27.67
2014,147,0,30692,Scott Stallings,1.804,1559,864,27.0
2014,149,0,26956,Bronson La'Cassie,1.805,937,519,26.59
2014,149,0,27330,Josh Teater,1.805,1861,1031,26.5
2014,151,0,22378,Trevor Immelman,1.807,1699,940,24.89
2014,151,0,27936,Martin Laird,1.807,1337,740,28.69
2014,153,0,31557,Jim Herman,1.811,1255,693,25.76
2014,154,0,25240,D.A. Points,1.812,1493,824,26.21
2014,154,0,22293,Heath Slocum,1.812,1515,836,26.08
2014,156,0,32448,James Hahn,1.813,1670,921,26.69
2014,157,0,28092,D.H. Lee,1.814,978,539,23.98
2014,158,0,26329,Louis Oosthuizen,1.815,998,550,28.36
2014,158,0,31193,Jim Renner,1.815,1209,666,27.07
2014,160,0,12510,Chad Campbell,1.816,1255,691,23.91
2014,160,0,28486,Michael Putnam,1.816,2235,1231,27.48
2014,160,0,6567,Vijay Singh,1.816,1774,977,26.41
2014,163,0,34264,Hudson Swafford,1.819,1599,879,26.17
2014,164,0,1724,Jeff Maggert,1.823,1165,639,24.88
2014,164,0,22913,John Rollins,1.823,1703,934,24.22
2014,166,0,27064,Jhonattan Vegas,1.824,1702,933,27.65
2014,167,0,20498,Briny Baird,1.825,1042,571,26.44
2014,167,0,23353,J.J. Henry,1.825,1989,1090,23.44
2014,169,0,10885,Robert Allenby,1.826,1800,986,25.89
2014,169,0,37273,Derek Ernst,1.826,1587,869,26.01
2014,169,0,35541,John Peterson,1.826,1293,708,25.28
2014,172,0,28780,Nicholas Thompson,1.833,1782,972,25.54
2014,173,0,32333,Kevin Tway,1.837,1277,695,25.36
2014,174,0,21878,Mark Wilson,1.838,1360,740,23.27
2014,175,0,30110,Kyle Stanley,1.841,1839,999,26.41
2014,176,0,26289,Boo Weekley,1.842,1625,882,23.61
2014,177,0,25900,Lucas Glover,1.848,1471,796,26.76
2013,1,0,1810,Phil Mickelson,1.718,1608,936,34.97
2013,2,0,26758,David Hearn,1.724,1767,1025,31.05
2013,3,0,22371,Aaron Baddeley,1.727,1190,689,32.99
2013,4,0,20593,Greg Chalmers,1.731,1402,810,31.3
2013,4,0,23800,Bryce Molder,1.731,1587,917,31.26
2013,4,0,6527,Steve Stricker,1.731,1042,602,31.77
2013,7,0,30926,Chris Kirk,1.733,1830,1056,32.35
2013,7,0,20160,Charlie Wi,1.733,1341,774,32.43
2013,9,0,27649,Brandt Snedeker,1.734,1620,934,32.8
2013,9,0,34046,Jordan Spieth,1.734,1713,988,32.01
2013,11,0,10860,Justin Leonard,1.735,1695,977,30.15
2013,12,0,23320,Ryan Palmer,1.737,1636,942,32.55
2013,12,0,8793,Tiger Woods,1.737,1268,730,33.33
2013,14,0,24507,Jason Bohn,1.738,1411,812,30.91
2013,15,0,21753,Brian Davis,1.739,1770,1018,31.26
2013,16,0,12716,Charley Hoffman,1.741,1724,990,32.59
2013,17,0,28259,Sangmoon Bae,1.742,1658,952,32.84
2013,17,0,19846,Brian Gay,1.742,1404,806,30.06
2013,19,0,28237,Rory McIlroy,1.744,1130,648,33.13
2013,20,0,29420,Billy Horschel,1.745,2035,1166,31.85
2013,21,0,23409,James Driscoll,1.746,1444,827,30.75
2013,21,0,33461,Morgan Hoffmann,1.746,1301,745,32.12
2013,21,0,26331,Charl Schwartzel,1.746,1407,806,33.17
2013,21,0,10423,Mike Weir,1.746,1037,594,30.98
2013,25,0,23983,Luke Donald,1.747,1134,649,30.76
2013,26,0,34099,Harris English,1.749,1975,1129,31.94
2013,26,0,32448,James Hahn,1.749,1508,862,30.34
2013,28,0,21209,Sergio Garcia,1.75,1339,765,29.62
2013,28,0,23108,Matt Kuchar,1.75,1804,1031,30.65
2013,30,0,22806,Doug LaBelle II,1.751,1420,811,29.33
2013,31,0,32102,Rickie Fowler,1.752,1484,847,30.5
2013,32,0,28307,Matt Every,1.754,1842,1050,32.06
2013,33,0,28475,Jeff Overton,1.755,1599,911,30.19
