YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
2024,1,0,50484,Hayden Springer,40.52%,153,62
2024,2,0,51977,Max Greyserman,39.74%,156,62
2024,3,0,33653,Thomas Detry,39.26%,163,64
2024,4,0,59836,Pierceson Coody,38.80%,183,71
2024,5,0,50188,S.H. Kim,38.46%,208,80
2024,6,0,35506,Mackenzie Hughes,38.33%,180,69
2024,7,0,34099,Harris English,38.22%,191,73
2024,8,0,32333,Kevin Tway,38.10%,105,40
2024,9,0,52372,Cameron Champ,37.90%,124,47
2024,10,0,27349,Alex Noren,37.41%,147,55
2024,11,0,47995,Davis Riley,37.16%,183,68
2024,12,0,35461,Beau Hossler,37.07%,205,76
2024,13,0,28089,Jason Day,37.04%,135,50
2024,14,0,52215,Robert MacIntyre,36.81%,163,60
2024,15,0,49960,Sepp Straka,36.78%,174,64
2024,16,0,27936,Martin Laird,36.69%,139,51
2024,17,0,32791,K.H. Lee,36.41%,195,71
2024,18,0,23108,Matt Kuchar,36.31%,157,57
2024,19,0,35450,Patrick Cantlay,36.11%,144,52
2024,19,0,47993,Denny McCarthy,36.11%,216,78
2024,21,0,24502,Adam Scott,36.08%,158,57
2024,22,0,34098,Russell Henley,35.85%,159,57
2024,23,0,40250,Taylor Pendrith,35.80%,162,58
2024,24,0,40006,Erik van Rooyen,35.61%,205,73
2024,25,0,35617,Martin Trainer,35.51%,107,38
2024,26,0,47983,Chad Ramey,35.50%,200,71
2024,27,0,55789,Taylor Montgomery,35.34%,133,47
2024,28,0,52955,Ludvig Åberg,35.29%,187,66
2024,28,0,30927,Brendon Todd,35.29%,238,84
2024,30,0,29936,Ryan Fox,35.26%,190,67
2024,31,0,34046,Jordan Spieth,35.09%,171,60
2024,32,0,33399,Adam Hadwin,35.03%,197,69
2024,33,0,48081,Xander Schauffele,35.00%,200,70
2024,34,0,48887,Matt Wallace,34.90%,149,52
2024,35,0,45522,Christiaan Bezuidenhout,34.83%,201,70
2024,35,0,31646,Emiliano Grillo,34.83%,201,70
2024,37,0,34466,Peter Malnati,34.78%,161,56
2024,38,0,47504,Sam Burns,34.73%,167,58
2024,39,0,58168,Davis Thompson,34.65%,202,70
2024,40,0,39997,Corey Conners,34.50%,200,69
2024,41,0,46046,Scottie Scheffler,34.46%,177,61
2024,42,0,46442,Maverick McNealy,34.35%,230,79
2024,43,0,33948,Byeong Hun An,34.25%,181,62
2024,44,0,46414,Aaron Rai,34.17%,199,68
2024,45,0,55182,Tom Kim,33.97%,209,71
2024,46,0,47483,Will Zalatoris,33.95%,162,55
2024,47,0,52453,Nicolai Højgaard,33.90%,118,40
2024,48,0,12716,Charley Hoffman,33.71%,175,59
2024,49,0,51766,Wyndham Clark,33.69%,187,63
2024,50,0,59442,Parker Coody,33.58%,137,46
2024,51,0,55708,Hayden Buckley,33.55%,155,52
2024,52,0,22371,Aaron Baddeley,33.33%,135,45
2024,52,0,49947,Taylor Moore,33.33%,213,71
2024,54,0,57900,Chandler Phillips,33.17%,199,66
2024,55,0,27129,Luke List,33.16%,187,62
2024,56,0,46441,Robby Shelton,33.13%,160,53
2024,57,0,33968,Thorbjørn Olesen,32.99%,97,32
2024,57,0,34256,Andrew Putnam,32.99%,197,65
2024,59,0,39971,Sungjae Im,32.86%,213,70
2024,60,0,51287,Ryo Hisatsune,32.70%,211,69
2024,61,0,40162,Justin Lower,32.55%,255,83
2024,62,0,46113,Ryan McCormick,32.54%,126,41
2024,63,0,32366,Kevin Chappell,32.52%,123,40
2024,63,0,52666,Sami Valimaki,32.52%,163,53
2024,65,0,25900,Lucas Glover,32.49%,237,77
2024,66,0,28237,Rory McIlroy,32.30%,161,52
2024,67,0,56630,Akshay Bhatia,32.29%,223,72
2024,67,0,47806,Raul Pereda,32.29%,96,31
2024,69,0,39327,Ben Silverman,32.26%,186,60
2024,70,0,34021,Bud Cauley,32.21%,149,48
2024,71,0,47420,Jake Knapp,32.16%,199,64
2024,72,0,50525,Collin Morikawa,32.14%,168,54
2024,73,0,27139,David Skinns,32.09%,187,60
2024,74,0,23320,Ryan Palmer,32.00%,75,24
2024,75,0,29725,Tony Finau,31.98%,197,63
2024,76,0,48867,Matti Schmid,31.93%,166,53
2024,77,0,38991,Alejandro Tosti,31.88%,138,44
2024,78,0,59866,Nick Dunlap,31.87%,182,58
2024,79,0,35532,Tom Hoge,31.83%,289,92
2024,80,0,60004,Jacob Bridgeman,31.82%,176,56
2024,81,0,37378,Min Woo Lee,31.65%,158,50
2024,82,0,29478,Kevin Kisner,31.62%,117,37
2024,83,0,32367,Jorge Campillo,31.58%,95,30
2024,83,0,24024,Zach Johnson,31.58%,114,36
2024,85,0,29420,Billy Horschel,31.55%,187,59
2024,86,0,49771,J.T. Poston,31.52%,184,58
2024,86,0,57366,Cameron Young,31.52%,184,58
2024,88,0,56149,Wilson Furr,31.45%,124,39
2024,89,0,34374,Erik Barnes,31.37%,102,32
2024,90,0,32839,Hideki Matsuyama,31.36%,169,53
2024,91,0,60767,Blaine Hale Jr.,31.25%,96,30
2024,91,0,36799,Stephan Jaeger,31.25%,192,60
2024,91,0,47679,Victor Perez,31.25%,160,50
2024,94,0,33408,Tyson Alexander,31.20%,125,39
2024,94,0,36699,Patrick Rodgers,31.20%,234,73
2024,96,0,34563,Chesson Hadley,31.15%,183,57
2024,97,0,35310,Lanto Griffin,31.13%,151,47
2024,98,0,59095,Chris Gotterup,31.11%,180,56
2024,99,0,27214,Kevin Streelman,31.08%,148,46
2024,100,0,33141,Keegan Bradley,30.95%,210,65
2024,100,0,30163,Henrik Norlander,30.95%,126,39
2024,102,0,45242,Kevin Yu,30.86%,175,54
2024,103,0,48699,Callum Tarren,30.66%,137,42
2024,104,0,22405,Justin Rose,30.61%,147,45
2024,105,0,47591,Eric Cole,30.50%,259,79
2024,106,0,30911,Tommy Fleetwood,30.41%,171,52
2024,107,0,39977,Max Homa,30.30%,198,60
2024,108,0,57975,Harry Hall,30.26%,195,59
2024,109,0,50493,Justin Suh,30.25%,162,49
2024,110,0,47663,Kevin Dougherty,30.22%,139,42
2024,111,0,30926,Chris Kirk,30.16%,189,57
2024,112,0,47347,Adam Schenk,30.13%,239,72
2024,113,0,51349,Nico Echavarria,30.05%,203,61
2024,114,0,29535,Brice Garnett,30.00%,110,33
2024,115,0,39324,J.J. Spaun,29.85%,201,60
2024,116,0,36801,Mark Hubbard,29.77%,215,64
2024,117,0,51894,Vince Whaley,29.75%,158,47
2024,118,0,32757,Patton Kizzire,29.73%,148,44
2024,119,0,27649,Brandt Snedeker,29.69%,128,38
2024,120,0,37275,Sam Ryder,29.68%,155,46
2024,121,0,33204,Shane Lowry,29.63%,162,48
2024,122,0,51634,Sahith Theegala,29.61%,233,69
2024,123,0,40098,Matt Fitzpatrick,29.52%,166,49
2024,124,0,28775,Nate Lashley,29.48%,173,51
2024,125,0,36884,Ben Kohles,29.47%,190,56
2024,126,0,47988,Nick Hardy,29.36%,218,64
2024,127,0,52514,Trace Crowe,29.30%,157,46
2024,127,0,27064,Jhonattan Vegas,29.30%,157,46
2024,129,0,54783,Dylan Wu,29.19%,185,54
2024,130,0,27330,Josh Teater,29.09%,110,32
2024,131,0,32102,Rickie Fowler,29.07%,172,50
2024,132,0,50497,Adrien Dumont de Chassart,29.01%,162,47
2024,133,0,37455,Si Woo Kim,28.57%,196,56
2024,134,0,57362,Austin Eckroat,28.50%,207,59
2024,134,0,34587,Chan Kim,28.50%,193,55
2024,136,0,46717,Viktor Hovland,28.46%,130,37
2024,136,0,29221,Webb Simpson,28.46%,123,35
2024,138,0,37212,Paul Barjon,28.45%,116,33
2024,139,0,40115,Adam Svensson,28.42%,278,79
2024,140,0,26596,Ryan Moore,28.40%,162,46
2024,141,0,34076,Joel Dahmen,28.38%,229,65
2024,142,0,54591,Ben Griffin,28.33%,233,66
2024,143,0,48117,Kurt Kitayama,28.27%,191,54
2024,144,0,28252,Seamus Power,28.21%,234,66
2024,145,0,48084,Wesley Bryan,28.16%,103,29
2024,146,0,54421,Garrick Higgo,28.08%,146,41
2024,147,0,33486,Roger Sloan,27.97%,143,40
2024,148,0,36871,Matt NeSmith,27.96%,186,52
2024,148,0,25493,Nick Taylor,27.96%,211,59
2024,150,0,31323,Gary Woodland,27.81%,187,52
2024,151,0,39546,Keith Mitchell,27.78%,216,60
2024,152,0,29908,C.T. Pan,27.74%,155,43
2024,153,0,55893,Sam Stevens,27.57%,214,59
2024,154,0,51696,Rico Hoey,27.47%,182,50
2024,155,0,46340,Alex Smalley,27.44%,164,45
2024,156,0,27770,Camilo Villegas,27.42%,124,34
2024,157,0,27644,Brian Harman,27.31%,216,59
2024,158,0,54576,Patrick Fishburn,27.27%,154,42
2024,159,0,34255,Joseph Bramlett,27.17%,184,50
2024,160,0,45157,Cam Davis,26.97%,178,48
2024,161,0,26476,Chez Reavie,26.67%,165,44
2024,162,0,52513,Carson Young,26.32%,209,55
2024,163,0,48119,Ben Taylor,26.28%,156,41
2024,164,0,51997,Andrew Novak,26.26%,198,52
2024,164,0,52374,Brandon Wu,26.26%,179,47
2024,166,0,59143,Mac Meissner,25.65%,191,49
2024,167,0,55454,Carl Yuan,25.58%,129,33
2024,168,0,33448,Justin Thomas,25.55%,137,35
2024,169,0,48153,Matthieu Pavon,25.16%,159,40
2024,169,0,51890,Greyson Sigg,25.16%,155,39
2024,171,0,40058,Zac Blair,25.00%,180,45
2024,172,0,45609,Tyler Duncan,24.83%,145,36
2024,173,0,48319,Tom Whitney,24.49%,147,36
2024,174,0,36326,David Lipsky,24.48%,143,35
2024,175,0,39975,Michael Kim,24.42%,172,42
2024,176,0,52375,Doug Ghim,24.20%,219,53
2024,177,0,54628,Lee Hodges,23.74%,219,52
2024,178,0,32070,Rafael Campos,23.15%,108,25
2024,178,0,51070,Vincent Norrman,23.15%,108,25
2024,180,0,40026,Daniel Berger,23.08%,156,36
2024,181,0,28420,Ryan Brehm,22.83%,127,29
2024,182,0,32640,Troy Merritt,21.32%,136,29
2024,183,0,50095,Austin Smotherman,20.00%,100,20
2024,184,0,60067,Joe Highsmith,19.48%,154,30
2023,1,0,24502,Adam Scott,40.16%,127,51
2023,2,0,46442,Maverick McNealy,40.00%,120,48
2023,3,0,35617,Martin Trainer,39.45%,109,43
2023,4,0,55789,Taylor Montgomery,39.13%,207,81
2023,5,0,39058,Lucas Herbert,38.79%,116,45
2023,6,0,50493,Justin Suh,38.43%,255,98
2023,7,0,34098,Russell Henley,37.56%,197,74
2023,8,0,37275,Sam Ryder,37.40%,262,98
2023,9,0,29725,Tony Finau,37.26%,212,79
2023,10,0,48887,Matt Wallace,37.11%,194,72
2023,11,0,33141,Keegan Bradley,37.07%,205,76
2023,12,0,55708,Hayden Buckley,37.06%,170,63
2023,13,0,33653,Thomas Detry,36.93%,176,65
2023,14,0,54783,Dylan Wu,36.89%,225,83
2023,15,0,45157,Cam Davis,36.87%,217,80
2023,16,0,28420,Ryan Brehm,36.84%,171,63
2023,17,0,26596,Ryan Moore,36.76%,204,75
2023,18,0,57975,Harry Hall,36.46%,192,70
2023,19,0,27349,Alex Noren,36.36%,176,64
2023,20,0,22371,Aaron Baddeley,36.30%,146,53
2023,21,0,45522,Christiaan Bezuidenhout,36.16%,224,81
2023,22,0,32839,Hideki Matsuyama,36.11%,216,78
2023,23,0,34563,Chesson Hadley,35.98%,239,86
