YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
2024,0,48081,Xander Schauffele,2.92,994,340
2024,0,51349,Nico Echavarria,2.95,1111,376
2024,0,28775,Nate Lashley,2.96,941,318
2024,0,51997,Andrew Novak,2.96,1077,364
2024,0,27139,David Skinns,2.96,1048,354
2024,0,29420,Billy Horschel,2.97,969,326
2024,0,39975,Michael Kim,2.97,1041,350
2024,0,40098,Matt Fitzpatrick,2.98,845,284
2024,0,29936,Ryan Fox,2.98,979,328
2024,0,57975,Harry Hall,2.98,1037,348
2024,0,48117,Kurt Kitayama,2.98,964,324
2024,0,47993,Denny McCarthy,2.98,1031,346
2024,0,46442,Maverick McNealy,2.98,1159,389
2024,0,39546,Keith Mitchell,2.98,1048,352
2024,0,46046,Scottie Scheffler,2.98,894,300
2024,0,52666,Sami Valimaki,2.98,794,266
2024,0,40006,Erik van Rooyen,2.98,1002,336
2024,0,51766,Wyndham Clark,2.99,861,288
2024,0,34099,Harris English,2.99,1114,372
2024,0,54576,Patrick Fishburn,2.99,903,302
2024,0,51977,Max Greyserman,2.99,1019,341
2024,0,54591,Ben Griffin,2.99,1434,480
2024,0,34587,Chan Kim,2.99,1053,352
2024,0,37455,Si Woo Kim,2.99,1125,376
2024,0,27129,Luke List,2.99,933,312
2024,0,50525,Collin Morikawa,2.99,957,320
2024,0,48153,Matthieu Pavon,2.99,807,270
2024,0,39327,Ben Silverman,2.99,1012,338
2024,0,45242,Kevin Yu,2.99,945,316
2024,0,52955,Ludvig Åberg,3.0,900,300
2024,0,22371,Aaron Baddeley,3.0,949,316
2024,0,34021,Bud Cauley,3.0,665,222
2024,0,33653,Thomas Detry,3.0,881,294
2024,0,30911,Tommy Fleetwood,3.0,853,284
2024,0,34098,Russell Henley,3.0,863,288
2024,0,60067,Joe Highsmith,3.0,913,304
2024,0,24024,Zach Johnson,3.0,631,210
2024,0,59143,Mac Meissner,3.0,936,312
2024,0,55893,Sam Stevens,3.0,1278,426
2024,0,49960,Sepp Straka,3.0,925,308
2024,0,33448,Justin Thomas,3.0,889,296
2024,0,32333,Kevin Tway,3.0,727,242
2024,0,27064,Jhonattan Vegas,3.0,943,314
2024,0,47483,Will Zalatoris,3.0,869,290
2024,0,33948,Byeong Hun An,3.01,896,298
2024,0,39997,Corey Conners,3.01,1047,348
2024,0,32102,Rickie Fowler,3.01,969,322
2024,0,29535,Brice Garnett,3.01,590,196
2024,0,52375,Doug Ghim,3.01,1181,392
2024,0,34563,Chesson Hadley,3.01,868,288
2024,0,27644,Brian Harman,3.01,1053,350
2024,0,54628,Lee Hodges,3.01,1157,384
2024,0,39977,Max Homa,3.01,964,320
2024,0,32839,Hideki Matsuyama,3.01,896,298
2024,0,27349,Alex Noren,3.01,904,300
2024,0,33968,Thorbjørn Olesen,3.01,614,204
2024,0,57900,Chandler Phillips,3.01,1102,366
2024,0,46414,Aaron Rai,3.01,1114,370
2024,0,36699,Patrick Rodgers,3.01,1235,410
2024,0,24502,Adam Scott,3.01,867,288
2024,0,56630,Akshay Bhatia,3.02,1088,360
2024,0,40058,Zac Blair,3.02,1063,352
2024,0,59442,Parker Coody,3.02,730,242
2024,0,52514,Trace Crowe,3.02,882,292
2024,0,57362,Austin Eckroat,3.02,1153,382
2024,0,60767,Blaine Hale Jr.,3.02,683,226
2024,0,51287,Ryo Hisatsune,3.02,1107,366
2024,0,27936,Martin Laird,3.02,917,304
2024,0,40162,Justin Lower,3.02,1271,421
2024,0,29908,C.T. Pan,3.02,736,244
2024,0,51890,Greyson Sigg,3.02,1001,332
2024,0,27214,Kevin Streelman,3.02,883,292
2024,0,58168,Davis Thompson,3.02,1177,390
2024,0,51894,Vince Whaley,3.02,942,312
2024,0,47504,Sam Burns,3.03,927,306
2024,0,47591,Eric Cole,3.03,1369,452
2024,0,56149,Wilson Furr,3.03,745,246
2024,0,33399,Adam Hadwin,3.03,1017,336
2024,0,47988,Nick Hardy,3.03,1059,350
2024,0,12716,Charley Hoffman,3.03,922,304
2024,0,35532,Tom Hoge,3.03,1291,426
2024,0,35461,Beau Hossler,3.03,1109,366
2024,0,39971,Sungjae Im,3.03,1120,370
2024,0,36884,Ben Kohles,3.03,1113,367
2024,0,30163,Henrik Norlander,3.03,817,270
2024,0,47679,Victor Perez,3.03,928,306
2024,0,28252,Seamus Power,3.03,1187,392
2024,0,47983,Chad Ramey,3.03,1085,358
2024,0,48867,Matti Schmid,3.03,1017,336
2024,0,46441,Robby Shelton,3.03,987,326
2024,0,39324,J.J. Spaun,3.03,1006,332
2024,0,50493,Justin Suh,3.03,959,316
2024,0,51634,Sahith Theegala,3.03,1151,380
2024,0,45522,Christiaan Bezuidenhout,3.04,988,325
2024,0,60004,Jacob Bridgeman,3.04,1022,336
2024,0,45157,Cam Davis,3.04,984,324
2024,0,35310,Lanto Griffin,3.04,950,312
2024,0,31646,Emiliano Grillo,3.04,1039,342
2024,0,51696,Rico Hoey,3.04,1095,360
2024,0,52453,Nicolai Højgaard,3.04,718,236
2024,0,35506,Mackenzie Hughes,3.04,1185,390
2024,0,52215,Robert MacIntyre,3.04,955,314
2024,0,28237,Rory McIlroy,3.04,850,280
2024,0,55789,Taylor Montgomery,3.04,729,240
2024,0,49771,J.T. Poston,3.04,1069,352
2024,0,48887,Matt Wallace,3.04,840,276
2024,0,52513,Carson Young,3.04,1137,374
2024,0,40026,Daniel Berger,3.05,993,326
2024,0,32367,Jorge Campillo,3.05,676,222
2024,0,59836,Pierceson Coody,3.05,1008,330
2024,0,34076,Joel Dahmen,3.05,1153,378
2024,0,29725,Tony Finau,3.05,1031,338
2024,0,25900,Lucas Glover,3.05,1142,374
2024,0,50188,S.H. Kim,3.05,1359,446
2024,0,55182,Tom Kim,3.05,1001,328
2024,0,32757,Patton Kizzire,3.05,806,264
2024,0,32791,K.H. Lee,3.05,1045,343
2024,0,36326,David Lipsky,3.05,897,294
2024,0,34256,Andrew Putnam,3.05,1026,336
2024,0,46340,Alex Smalley,3.05,971,318
2024,0,50484,Hayden Springer,3.05,947,310
2024,0,54783,Dylan Wu,3.05,1049,344
2024,0,32366,Kevin Chappell,3.06,697,228
2024,0,59095,Chris Gotterup,3.06,951,311
2024,0,47420,Jake Knapp,3.06,974,318
2024,0,49947,Taylor Moore,3.06,1241,406
2024,0,36871,Matt NeSmith,3.06,950,310
2024,0,51070,Vincent Norrman,3.06,608,199
2024,0,50095,Austin Smotherman,3.06,661,216
2024,0,52374,Brandon Wu,3.06,1048,342
2024,0,33408,Tyson Alexander,3.07,981,320
2024,0,34255,Joseph Bramlett,3.07,1106,360
2024,0,48084,Wesley Bryan,3.07,613,200
2024,0,35450,Patrick Cantlay,3.07,834,272
2024,0,50497,Adrien Dumont de Chassart,3.07,969,316
2024,0,54421,Garrick Higgo,3.07,1030,336
2024,0,36801,Mark Hubbard,3.07,1306,426
2024,0,30926,Chris Kirk,3.07,982,320
2024,0,23108,Matt Kuchar,3.07,959,312
2024,0,32640,Troy Merritt,3.07,965,314
2024,0,22405,Justin Rose,3.07,742,242
2024,0,37275,Sam Ryder,3.07,996,324
2024,0,40115,Adam Svensson,3.07,1338,436
2024,0,30927,Brendon Todd,3.07,1240,404
2024,0,38991,Alejandro Tosti,3.07,915,298
2024,0,48319,Tom Whitney,3.07,897,292
2024,0,31323,Gary Woodland,3.07,1024,334
2024,0,33141,Keegan Bradley,3.08,966,314
2024,0,32070,Rafael Campos,3.08,765,248
2024,0,52372,Cameron Champ,3.08,775,252
2024,0,45609,Tyler Duncan,3.08,924,300
2024,0,46717,Viktor Hovland,3.08,702,228
2024,0,40250,Taylor Pendrith,3.08,998,324
2024,0,26476,Chez Reavie,3.08,912,296
2024,0,47347,Adam Schenk,3.08,1184,384
2024,0,48699,Callum Tarren,3.08,931,302
2024,0,25493,Nick Taylor,3.08,1083,352
2024,0,28089,Jason Day,3.09,895,290
2024,0,59866,Nick Dunlap,3.09,889,288
2024,0,46113,Ryan McCormick,3.09,815,264
2024,0,26596,Ryan Moore,3.09,964,312
2024,0,33486,Roger Sloan,3.09,883,286
2024,0,48119,Ben Taylor,3.09,823,266
2024,0,27330,Josh Teater,3.09,699,226
2024,0,55454,Carl Yuan,3.09,858,278
2024,0,34374,Erik Barnes,3.1,746,241
2024,0,36799,Stephan Jaeger,3.1,1053,340
2024,0,57366,Cameron Young,3.1,1006,324
2024,0,29478,Kevin Kisner,3.11,722,232
2024,0,33204,Shane Lowry,3.11,909,292
2024,0,34046,Jordan Spieth,3.11,871,280
2024,0,35617,Martin Trainer,3.11,640,206
2024,0,27770,Camilo Villegas,3.11,750,241
