YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
2024,1,0,48084,Wesley Bryan,68.0,544,8
2024,1,0,46046,Scottie Scheffler,68.0,680,10
2024,3,0,51997,Andrew Novak,68.18,750,11
2024,4,0,46442,Maverick McNealy,68.23,887,13
2024,4,0,54783,Dylan Wu,68.23,887,13
2024,6,0,25493,Nick Taylor,68.25,819,12
2024,7,0,50525,Collin Morikawa,68.36,957,14
2024,8,0,24024,Zach Johnson,68.4,684,10
2024,9,0,46414,Aaron Rai,68.54,891,13
2024,10,0,33653,Thomas Detry,68.67,824,12
2024,10,0,47663,Kevin Dougherty,68.67,1030,15
2024,12,0,27349,Alex Noren,68.78,619,9
2024,13,0,34587,Chan Kim,68.79,963,14
2024,14,0,27214,Kevin Streelman,68.83,826,12
2024,15,0,33448,Justin Thomas,68.88,551,8
2024,16,0,27129,Luke List,68.9,689,10
2024,17,0,39327,Ben Silverman,68.92,827,12
2024,18,0,35310,Lanto Griffin,69.0,552,8
2024,18,0,32640,Troy Merritt,69.0,897,13
2024,18,0,40006,Erik van Rooyen,69.0,897,13
2024,21,0,57900,Chandler Phillips,69.07,967,14
2024,22,0,60004,Jacob Bridgeman,69.08,898,13
2024,22,0,30927,Brendon Todd,69.08,898,13
2024,24,0,23320,Ryan Palmer,69.13,553,8
2024,25,0,52955,Ludvig Åberg,69.14,484,7
2024,26,0,27064,Jhonattan Vegas,69.15,899,13
2024,27,0,34255,Joseph Bramlett,69.17,830,12
2024,28,0,55182,Tom Kim,69.18,761,11
2024,28,0,37378,Min Woo Lee,69.18,761,11
2024,30,0,45609,Tyler Duncan,69.23,900,13
2024,30,0,51696,Rico Hoey,69.23,900,13
2024,32,0,39997,Corey Conners,69.27,1039,15
2024,32,0,52666,Sami Valimaki,69.27,762,11
2024,34,0,30163,Henrik Norlander,69.3,693,10
2024,34,0,47483,Will Zalatoris,69.3,693,10
2024,36,0,32757,Patton Kizzire,69.31,901,13
2024,37,0,28237,Rory McIlroy,69.33,624,9
2024,38,0,47988,Nick Hardy,69.38,902,13
