YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
2021,0,24781,Hunter Mahan,68.85,61,42
2021,0,47504,Sam Burns,65.77,149,98
2021,0,47347,Adam Schenk,65.47,139,91
2021,0,24138,Ian Poulter,64.58,96,62
2021,0,26758,David Hearn,63.95,86,55
2021,0,49771,J.T. Poston,63.93,122,78
2021,0,35449,Adam Long,63.57,129,82
2021,0,24502,Adam Scott,63.48,115,73
2021,0,23623,Bo Van Pelt,63.37,101,64
2021,0,47959,Bryson DeChambeau,63.36,131,83
2021,0,32618,Rhein Gibson,63.27,49,31
2021,0,34563,Chesson Hadley,63.11,103,65
2021,0,34099,Harris English,63.04,138,87
2021,0,35450,Patrick Cantlay,61.9,147,91
2021,0,48081,Xander Schauffele,61.9,126,78
2021,0,30944,Jason Kokrak,61.7,141,87
2021,0,26329,Louis Oosthuizen,61.61,112,69
2021,0,12716,Charley Hoffman,61.45,166,102
2021,0,21961,Charles Howell III,61.45,83,51
2021,0,36689,Brooks Koepka,61.39,101,62
2021,0,32662,Michael Gligic,61.11,108,66
2021,0,48119,Ben Taylor,61.02,59,36
2021,0,34046,Jordan Spieth,60.96,146,89
2021,0,32102,Rickie Fowler,60.94,128,78
2021,0,25364,Paul Casey,60.91,110,67
2021,0,26851,Marc Leishman,60.87,115,70
2021,0,29420,Billy Horschel,60.8,125,76
2021,0,27644,Brian Harman,60.47,172,104
2021,0,23108,Matt Kuchar,60.16,123,74
2021,0,48822,Sebastián Muñoz,60.1,198,119
2021,0,39546,Keith Mitchell,59.86,147,88
2021,0,23320,Ryan Palmer,59.85,137,82
2021,0,27556,Ted Potter Jr.,59.84,122,73
2021,0,27141,J.B. Holmes,59.72,72,43
2021,0,29478,Kevin Kisner,59.17,120,71
2021,0,32816,Satoshi Kodaira,59.13,115,68
2021,0,28252,Seamus Power,58.97,78,46
2021,0,29479,Scott Brown,58.88,107,63
2021,0,23983,Luke Donald,58.82,85,50
2021,0,51894,Vince Whaley,58.72,109,64
2021,0,34466,Peter Malnati,58.46,130,76
2021,0,23621,Rory Sabbatini,58.27,127,74
2021,0,39971,Sungjae Im,58.21,201,117
2021,0,46046,Scottie Scheffler,58.17,153,89
2021,0,40098,Matt Fitzpatrick,58.04,112,65
2021,0,24024,Zach Johnson,58.02,131,76
2021,0,32757,Patton Kizzire,57.71,175,101
2021,0,46970,Jon Rahm,57.6,125,72
2021,0,39997,Corey Conners,57.49,167,96
2021,0,27936,Martin Laird,57.46,134,77
2021,0,45526,Abraham Ancer,57.45,188,108
2021,0,33597,Harry Higgs,57.42,155,89
2021,0,35891,Cameron Smith,57.34,143,82
2021,0,34360,Patrick Reed,57.02,114,65
2021,0,46435,Austin Cook,56.99,93,53
2021,0,25396,Kevin Na,56.83,139,79
2021,0,28237,Rory McIlroy,56.72,134,76
2021,0,49766,Hank Lebioda,56.7,97,55
2021,0,32640,Troy Merritt,56.59,129,73
2021,0,35461,Beau Hossler,56.39,133,75
2021,0,20396,Lee Westwood,56.38,94,53
2021,0,32070,Rafael Campos,56.36,55,31
2021,0,27974,Sung Kang,56.31,103,58
2021,0,31646,Emiliano Grillo,56.2,137,77
2021,0,26499,Rafa Cabrera Bello,56.12,98,55
2021,0,33399,Adam Hadwin,56.12,139,78
2021,0,34363,Tyrrell Hatton,56.12,98,55
2021,0,32791,K.H. Lee,56.0,175,98
2021,0,1810,Phil Mickelson,56.0,125,70
2021,0,27330,Josh Teater,56.0,75,42
2021,0,47993,Denny McCarthy,55.88,136,76
2021,0,25686,Jason Dufner,55.84,154,86
2021,0,49960,Sepp Straka,55.84,154,86
2021,0,25493,Nick Taylor,55.84,154,86
2021,0,29221,Webb Simpson,55.83,120,67
2021,0,45157,Cam Davis,55.8,181,101
2021,0,33419,Cameron Tringale,55.78,147,82
2021,0,19846,Brian Gay,55.66,106,59
2021,0,39953,Chase Seiffert,55.56,117,65
2021,0,39977,Max Homa,55.38,130,72
2021,0,35506,Mackenzie Hughes,55.28,123,68
2021,0,34076,Joel Dahmen,55.24,143,79
2021,0,25632,Jimmy Walker,55.21,96,53
2021,0,30692,Scott Stallings,55.17,145,80
2021,0,34098,Russell Henley,55.0,160,88
