YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,ATTEMPTS
2024,0,46717,Viktor Hovland,-.169,83
2024,0,50484,Hayden Springer,-.165,91
2024,0,48153,Matthieu Pavon,-.164,73
2024,0,28237,Rory McIlroy,-.113,80
2024,0,32640,Troy Merritt,-.094,64
2024,0,39327,Ben Silverman,-.084,107
2024,0,34563,Chesson Hadley,-.080,112
2024,0,33968,Thorbjørn Olesen,-.069,72
2024,0,33653,Thomas Detry,-.062,97
2024,0,29725,Tony Finau,-.057,122
2024,0,27349,Alex Noren,-.046,109
2024,0,46046,Scottie Scheffler,-.040,101
2024,0,52215,Robert MacIntyre,-.035,114
2024,0,58168,Davis Thompson,-.030,135
2024,0,59095,Chris Gotterup,-.026,117
2024,0,34587,Chan Kim,-.025,122
2024,0,31323,Gary Woodland,-.025,119
2024,0,54591,Ben Griffin,-.020,152
2024,0,52513,Carson Young,-.019,104
2024,0,46414,Aaron Rai,-.015,67
2024,0,48084,Wesley Bryan,-.014,74
2024,0,36699,Patrick Rodgers,-.013,150
2024,0,51766,Wyndham Clark,-.010,99
2024,0,37455,Si Woo Kim,-.010,100
2024,0,49947,Taylor Moore,-.007,143
2024,0,34021,Bud Cauley,E,80
2024,0,57975,Harry Hall,E,142
2024,0,46442,Maverick McNealy,E,130
2024,0,30163,Henrik Norlander,E,69
2024,0,38991,Alejandro Tosti,E,128
2024,0,40250,Taylor Pendrith,+.007,134
2024,0,51977,Max Greyserman,+.009,114
2024,0,45242,Kevin Yu,+.009,113
2024,0,52372,Cameron Champ,+.010,98
2024,0,32367,Jorge Campillo,+.011,92
2024,0,32102,Rickie Fowler,+.011,88
2024,0,35506,Mackenzie Hughes,+.012,169
2024,0,55893,Sam Stevens,+.013,151
2024,0,40058,Zac Blair,+.016,64
2024,0,48887,Matt Wallace,+.016,129
2024,0,39324,J.J. Spaun,+.019,103
2024,0,33948,Byeong Hun An,+.022,136
2024,0,51634,Sahith Theegala,+.022,134
2024,0,34046,Jordan Spieth,+.023,88
2024,0,54421,Garrick Higgo,+.027,110
2024,0,34099,Harris English,+.031,98
2024,0,47504,Sam Burns,+.033,92
2024,0,28089,Jason Day,+.034,87
2024,0,35450,Patrick Cantlay,+.037,107
2024,0,48081,Xander Schauffele,+.038,105
2024,0,52955,Ludvig Åberg,+.040,101
2024,0,51287,Ryo Hisatsune,+.041,97
2024,0,39546,Keith Mitchell,+.042,166
2024,0,55789,Taylor Montgomery,+.042,119
2024,0,52375,Doug Ghim,+.044,114
2024,0,27644,Brian Harman,+.047,129
2024,0,23108,Matt Kuchar,+.047,106
2024,0,51894,Vince Whaley,+.048,124
2024,0,47347,Adam Schenk,+.049,122
2024,0,30927,Brendon Todd,+.050,140
2024,0,35461,Beau Hossler,+.051,156
2024,0,48117,Kurt Kitayama,+.052,96
2024,0,34255,Joseph Bramlett,+.054,148
2024,0,55182,Tom Kim,+.054,92
2024,0,29908,C.T. Pan,+.054,74
2024,0,33486,Roger Sloan,+.055,73
2024,0,52453,Nicolai Højgaard,+.056,71
2024,0,34076,Joel Dahmen,+.057,105
2024,0,47988,Nick Hardy,+.057,106
2024,0,57366,Cameron Young,+.060,117
2024,0,31646,Emiliano Grillo,+.063,111
2024,0,28252,Seamus Power,+.064,125
2024,0,47983,Chad Ramey,+.065,93
2024,0,39977,Max Homa,+.066,122
2024,0,51997,Andrew Novak,+.066,121
2024,0,50095,Austin Smotherman,+.067,60
2024,0,50493,Justin Suh,+.068,74
2024,0,34098,Russell Henley,+.069,102
2024,0,25493,Nick Taylor,+.069,116
2024,0,46340,Alex Smalley,+.071,85
2024,0,56630,Akshay Bhatia,+.073,123
2024,0,59836,Pierceson Coody,+.074,121
2024,0,28420,Ryan Brehm,+.075,93
2024,0,51696,Rico Hoey,+.075,93
2024,0,29420,Billy Horschel,+.075,134
2024,0,32791,K.H. Lee,+.075,106
2024,0,47995,Davis Riley,+.075,160
2024,0,39997,Corey Conners,+.078,103
2024,0,32839,Hideki Matsuyama,+.078,103
2024,0,34256,Andrew Putnam,+.079,101
2024,0,54783,Dylan Wu,+.080,138
2024,0,33408,Tyson Alexander,+.083,120
2024,0,30926,Chris Kirk,+.083,84
2024,0,28775,Nate Lashley,+.083,108
2024,0,45157,Cam Davis,+.084,119
2024,0,39971,Sungjae Im,+.084,131
2024,0,26596,Ryan Moore,+.085,94
2024,0,49960,Sepp Straka,+.086,81
2024,0,35532,Tom Hoge,+.087,127
2024,0,60004,Jacob Bridgeman,+.088,114
2024,0,33448,Justin Thomas,+.088,113
2024,0,40006,Erik van Rooyen,+.088,113
2024,0,27064,Jhonattan Vegas,+.088,136
2024,0,59442,Parker Coody,+.089,101
2024,0,40162,Justin Lower,+.090,156
2024,0,47806,Raul Pereda,+.092,76
2024,0,37378,Min Woo Lee,+.093,97
2024,0,40026,Daniel Berger,+.094,64
2024,0,47420,Jake Knapp,+.094,138
2024,0,33204,Shane Lowry,+.095,84
2024,0,24502,Adam Scott,+.095,95
2024,0,40115,Adam Svensson,+.096,146
2024,0,35617,Martin Trainer,+.096,83
2024,0,56149,Wilson Furr,+.097,93
2024,0,46441,Robby Shelton,+.097,103
2024,0,54576,Patrick Fishburn,+.098,92
2024,0,24024,Zach Johnson,+.100,70
2024,0,36871,Matt NeSmith,+.102,98
2024,0,32366,Kevin Chappell,+.103,58
2024,0,47483,Will Zalatoris,+.103,87
2024,0,50188,S.H. Kim,+.106,188
2024,0,52514,Trace Crowe,+.107,103
2024,0,57362,Austin Eckroat,+.107,84
2024,0,32333,Kevin Tway,+.107,84
2024,0,30911,Tommy Fleetwood,+.111,72
2024,0,29936,Ryan Fox,+.111,126
2024,0,25900,Lucas Glover,+.111,99
2024,0,35310,Lanto Griffin,+.112,98
2024,0,51890,Greyson Sigg,+.112,98
2024,0,59866,Nick Dunlap,+.115,104
2024,0,47993,Denny McCarthy,+.119,101
2024,0,22405,Justin Rose,+.120,75
2024,0,47679,Victor Perez,+.126,103
2024,0,60767,Blaine Hale Jr.,+.128,78
2024,0,51070,Vincent Norrman,+.131,61
2024,0,49771,J.T. Poston,+.132,91
2024,0,22371,Aaron Baddeley,+.133,105
2024,0,48319,Tom Whitney,+.133,83
2024,0,54628,Lee Hodges,+.134,112
2024,0,29221,Webb Simpson,+.135,96
2024,0,48867,Matti Schmid,+.139,108
2024,0,40098,Matt Fitzpatrick,+.143,105
2024,0,39975,Michael Kim,+.145,124
2024,0,34374,Erik Barnes,+.146,96
2024,0,33141,Keegan Bradley,+.148,122
2024,0,55454,Carl Yuan,+.149,101
2024,0,36799,Stephan Jaeger,+.150,107
2024,0,47591,Eric Cole,+.152,191
2024,0,48119,Ben Taylor,+.152,99
2024,0,27770,Camilo Villegas,+.153,85
2024,0,32070,Rafael Campos,+.154,91
2024,0,52666,Sami Valimaki,+.156,96
2024,0,27214,Kevin Streelman,+.157,89
2024,0,37212,Paul Barjon,+.159,69
2024,0,55708,Hayden Buckley,+.163,86
2024,0,47663,Kevin Dougherty,+.165,91
2024,0,27139,David Skinns,+.165,158
2024,0,27936,Martin Laird,+.176,102
2024,0,37275,Sam Ryder,+.177,96
2024,0,50497,Adrien Dumont de Chassart,+.179,117
2024,0,34466,Peter Malnati,+.182,132
2024,0,57900,Chandler Phillips,+.183,126
2024,0,32757,Patton Kizzire,+.187,75
2024,0,26476,Chez Reavie,+.195,87
2024,0,29535,Brice Garnett,+.196,46
2024,0,36801,Mark Hubbard,+.198,101
2024,0,59143,Mac Meissner,+.200,120
2024,0,52374,Brandon Wu,+.203,69
2024,0,33399,Adam Hadwin,+.207,121
2024,0,50525,Collin Morikawa,+.208,72
2024,0,45522,Christiaan Bezuidenhout,+.212,113
2024,0,48699,Callum Tarren,+.212,118
2024,0,27129,Luke List,+.219,128
2024,0,45609,Tyler Duncan,+.220,59
2024,0,60067,Joe Highsmith,+.221,122
2024,0,23320,Ryan Palmer,+.222,81
2024,0,46113,Ryan McCormick,+.223,103
2024,0,12716,Charley Hoffman,+.248,105
2024,0,29478,Kevin Kisner,+.250,76
2024,0,27649,Brandt Snedeker,+.257,101
2024,0,27330,Josh Teater,+.259,54
2024,0,36326,David Lipsky,+.278,97
2024,0,51349,Nico Echavarria,+.282,103
2024,0,36884,Ben Kohles,+.298,94
2023,0,34363,Tyrrell Hatton,-.101,99
2023,0,58696,Peter Kuest,-.085,71
2023,0,33448,Justin Thomas,-.065,123
2023,0,22371,Aaron Baddeley,-.058,104
2023,0,45157,Cam Davis,-.054,147
2023,0,48867,Matti Schmid,-.054,112
2023,0,22056,Cameron Percy,-.041,74
2023,0,24140,Sean O'Hair,-.038,52
2023,0,28237,Rory McIlroy,-.024,125
2023,0,50188,S.H. Kim,-.011,179
2023,0,32448,James Hahn,-.010,101
2023,0,52955,Ludvig Åberg,E,79
2023,0,35450,Patrick Cantlay,E,94
2023,0,54591,Ben Griffin,E,170
2023,0,54421,Garrick Higgo,E,163
2023,0,33413,Ben Martin,E,130
2023,0,30692,Scott Stallings,E,98
2023,0,40098,Matt Fitzpatrick,+.007,137
2023,0,47591,Eric Cole,+.011,265
2023,0,39997,Corey Conners,+.016,124
2023,0,34076,Joel Dahmen,+.016,122
2023,0,27644,Brian Harman,+.017,115
2023,0,32791,K.H. Lee,+.017,172
2023,0,51997,Andrew Novak,+.020,102
2023,0,51766,Wyndham Clark,+.021,146
2023,0,59018,Ryan Gerard,+.023,88
2023,0,35532,Tom Hoge,+.024,125
2023,0,46046,Scottie Scheffler,+.024,164
2023,0,52375,Doug Ghim,+.025,121
2023,0,32839,Hideki Matsuyama,+.026,114
2023,0,55789,Taylor Montgomery,+.026,154
2023,0,36799,Stephan Jaeger,+.027,222
2023,0,47347,Adam Schenk,+.027,183
2023,0,36724,Augusto Núñez,+.028,109
2023,0,22405,Justin Rose,+.030,100
2023,0,35461,Beau Hossler,+.031,195
2023,0,57975,Harry Hall,+.032,186
2023,0,55893,Sam Stevens,+.033,150
2023,0,49453,Trevor Cone,+.035,143
2023,0,35617,Martin Trainer,+.035,85
2023,0,46340,Alex Smalley,+.036,166
2023,0,27974,Sung Kang,+.038,78
2023,0,32366,Kevin Chappell,+.040,75
2023,0,48699,Callum Tarren,+.045,177
2023,0,46717,Viktor Hovland,+.046,109
2023,0,48119,Ben Taylor,+.046,175
2023,0,25900,Lucas Glover,+.047,127
2023,0,40250,Taylor Pendrith,+.047,191
2023,0,27963,Chris Stroud,+.049,61
2023,0,48084,Wesley Bryan,+.054,74
2023,0,29420,Billy Horschel,+.057,88
2023,0,25493,Nick Taylor,+.057,140
2023,0,25818,Scott Piercy,+.058,103
2023,0,33948,Byeong Hun An,+.061,179
2023,0,34563,Chesson Hadley,+.061,147
2023,0,35506,Mackenzie Hughes,+.061,148
2023,0,33141,Keegan Bradley,+.063,111
2023,0,27554,Scott Harrington,+.063,128
2023,0,34466,Peter Malnati,+.065,186
2023,0,39067,MJ Daffue,+.066,152
2023,0,51491,Brandon Matthews,+.068,74
2023,0,29725,Tony Finau,+.069,131
2023,0,33653,Thomas Detry,+.070,128
2023,0,32102,Rickie Fowler,+.070,143
2023,0,54628,Lee Hodges,+.070,158
2023,0,39335,Kevin Roy,+.073,110
2023,0,39058,Lucas Herbert,+.074,81
2023,0,39971,Sungjae Im,+.074,135
2023,0,52372,Cameron Champ,+.075,107
2023,0,30163,Henrik Norlander,+.075,134
2023,0,49771,J.T. Poston,+.075,133
2023,0,49947,Taylor Moore,+.076,132
2023,0,33408,Tyson Alexander,+.077,142
2023,0,51634,Sahith Theegala,+.080,187
2023,0,27129,Luke List,+.083,180
2023,0,51070,Vincent Norrman,+.083,109
2023,0,30926,Chris Kirk,+.084,143
2023,0,28252,Seamus Power,+.084,95
2023,0,32662,Michael Gligic,+.085,106
